gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,comparison,flag
Ifi30,177.0561109,0.147725918,0.229912052,0.642532294,0.520527628,0.999946781,~cohort + diet,old ID vs CD,
Scai,185.1789239,0.147720617,0.172679674,0.855460368,0.392296336,0.999946781,~cohort + diet,old ID vs CD,
Neurl1b,90.11417864,0.147624963,0.250305343,0.589779512,0.55533848,0.999946781,~cohort + diet,old ID vs CD,
Vars2,208.8215841,0.147601735,0.14073165,1.048816918,0.294262389,0.999946781,~cohort + diet,old ID vs CD,
Rcc2,318.4213469,0.147584673,0.129868185,1.136419,0.255781248,0.999946781,~cohort + diet,old ID vs CD,
Lime1,99.74685506,0.147395693,0.205365754,0.717722843,0.472928196,0.999946781,~cohort + diet,old ID vs CD,
Tmem45a,35.2690022,0.147238077,0.361965552,0.406773727,0.684174185,0.999946781,~cohort + diet,old ID vs CD,
Crlf3,157.1689233,0.147212349,0.217183477,0.677824807,0.49788278,0.999946781,~cohort + diet,old ID vs CD,
Slc31a2,220.1322046,0.147211055,0.132320513,1.112533883,0.26590867,0.999946781,~cohort + diet,old ID vs CD,
Stmn1,91.43347402,0.147195041,0.282383683,0.521259016,0.602186347,0.999946781,~cohort + diet,old ID vs CD,
Tagln2,502.4911736,0.14718563,0.148118953,0.993698829,0.320369513,0.999946781,~cohort + diet,old ID vs CD,
Nr1h3,388.0540125,0.147162087,0.101614169,1.448243767,0.147548888,0.999946781,~cohort + diet,old ID vs CD,
Cygb,371.4868238,0.146945727,0.117995682,1.245348342,0.213003733,0.999946781,~cohort + diet,old ID vs CD,
Taf1d,512.4048772,0.146548005,0.134971983,1.085766114,0.277582482,0.999946781,~cohort + diet,old ID vs CD,
Rpusd2,66.15658895,0.146425207,0.196816482,0.743968215,0.456895705,0.999946781,~cohort + diet,old ID vs CD,
Odf2,273.1707594,0.146387345,0.129628603,1.129282743,0.258778578,0.999946781,~cohort + diet,old ID vs CD,
Dna2,28.85065775,0.146341486,0.358394683,0.408324938,0.683035133,0.999946781,~cohort + diet,old ID vs CD,
Peg3,2490.399476,0.14629328,0.352840682,0.414615681,0.678423267,0.999946781,~cohort + diet,old ID vs CD,
Pcbd2,74.78033271,0.146271444,0.187952345,0.778236864,0.436429388,0.999946781,~cohort + diet,old ID vs CD,
Cd79a,89.73364067,0.1459368,0.984803905,0.14818869,0.882193858,0.999946781,~cohort + diet,old ID vs CD,
Chst7,21.46054468,0.145891734,0.346637122,0.42087741,0.673844602,0.999946781,~cohort + diet,old ID vs CD,
Acsf2,154.9264542,0.145863699,0.230717296,0.632218308,0.527244236,0.999946781,~cohort + diet,old ID vs CD,
Usp29,48.47298611,0.145863177,0.330468085,0.441383551,0.658935348,0.999946781,~cohort + diet,old ID vs CD,
Sav1,1584.470961,0.145837266,0.098249029,1.484363438,0.137712529,0.999946781,~cohort + diet,old ID vs CD,
Eef1a2,25650.80741,0.145670503,0.092113938,1.581416519,0.113782833,0.999946781,~cohort + diet,old ID vs CD,
Myh11,1911.854638,0.1456291,0.167618954,0.868810456,0.384950813,0.999946781,~cohort + diet,old ID vs CD,
Il1rl2,81.20573688,0.145628011,0.182556259,0.797715794,0.425035436,0.999946781,~cohort + diet,old ID vs CD,
Med22,283.6474117,0.145568117,0.097555434,1.49215796,0.13565774,0.999946781,~cohort + diet,old ID vs CD,
Myo5a,568.437054,0.145559143,0.198507684,0.733267044,0.463395571,0.999946781,~cohort + diet,old ID vs CD,
Ect2,21.03424383,0.145445093,0.54546395,0.26664474,0.789742705,0.999946781,~cohort + diet,old ID vs CD,
Lss,154.1644317,0.145436361,0.176879016,0.822236374,0.410942381,0.999946781,~cohort + diet,old ID vs CD,
Mitd1,54.40620158,0.145328635,0.235406748,0.617351188,0.537003111,0.999946781,~cohort + diet,old ID vs CD,
Wdfy2,534.8162383,0.145296062,0.083035092,1.749815151,0.080150215,0.999946781,~cohort + diet,old ID vs CD,
3110052M02Rik,67.39659002,0.145239021,0.204413663,0.710515234,0.477384688,0.999946781,~cohort + diet,old ID vs CD,
Tlr7,57.09288435,0.145220169,0.366058719,0.396712772,0.691579281,0.999946781,~cohort + diet,old ID vs CD,
2010007H06Rik,15.41197197,0.145192489,0.465187764,0.312115881,0.754952458,0.999946781,~cohort + diet,old ID vs CD,
Syde1,135.2806228,0.145150734,0.161611536,0.89814587,0.369107787,0.999946781,~cohort + diet,old ID vs CD,
Rab8b,448.281904,0.145099652,0.149368656,0.971419682,0.331339332,0.999946781,~cohort + diet,old ID vs CD,
Nin,953.3555604,0.145069122,0.110909635,1.307993866,0.19087539,0.999946781,~cohort + diet,old ID vs CD,
Rnf145,318.1978279,0.145055983,0.129921838,1.116486535,0.26421393,0.999946781,~cohort + diet,old ID vs CD,
Ackr3,533.5998054,0.145047989,0.142337896,1.019039858,0.308184044,0.999946781,~cohort + diet,old ID vs CD,
Zbtb12,95.9430702,0.145014628,0.194049001,0.747309327,0.454876863,0.999946781,~cohort + diet,old ID vs CD,
Mme,450.6687222,0.144918273,0.183718617,0.788805593,0.43022564,0.999946781,~cohort + diet,old ID vs CD,
Lmcd1,3613.1341,0.144897051,0.34028567,0.425810029,0.670246278,0.999946781,~cohort + diet,old ID vs CD,
Rad18,54.2035913,0.144823369,0.257605025,0.562191553,0.573985516,0.999946781,~cohort + diet,old ID vs CD,
Rab31,228.4010043,0.144823074,0.163860944,0.883816912,0.376795056,0.999946781,~cohort + diet,old ID vs CD,
Mettl5,300.8572583,0.14471638,0.118621718,1.219982165,0.222471636,0.999946781,~cohort + diet,old ID vs CD,
Cep85l,1542.711646,0.14464758,0.123633488,1.169970875,0.24201269,0.999946781,~cohort + diet,old ID vs CD,
Rai1,378.1980562,0.144527261,0.147345744,0.980871635,0.326656047,0.999946781,~cohort + diet,old ID vs CD,
Pnn,1463.425485,0.144460525,0.09530568,1.515759862,0.129580085,0.999946781,~cohort + diet,old ID vs CD,
Ccdc163,41.27108032,0.144455467,0.288659012,0.500436368,0.616767851,0.999946781,~cohort + diet,old ID vs CD,
Cradd,214.852333,0.144255595,0.16293018,0.885382899,0.375950153,0.999946781,~cohort + diet,old ID vs CD,
Gdf10,88.87034214,0.144193032,0.232445739,0.620329854,0.535040644,0.999946781,~cohort + diet,old ID vs CD,
Prkcb,42.11505137,0.144153766,0.472945886,0.304799703,0.760518708,0.999946781,~cohort + diet,old ID vs CD,
Csrnp1,148.647698,0.144125516,0.28937679,0.498054857,0.618445378,0.999946781,~cohort + diet,old ID vs CD,
Sec14l5,859.6638501,0.143922252,0.100577567,1.430957781,0.152442316,0.999946781,~cohort + diet,old ID vs CD,
Cep78,83.95143199,0.143838776,0.174146781,0.825962878,0.40882515,0.999946781,~cohort + diet,old ID vs CD,
Ube2i,929.3738981,0.143832488,0.075628453,1.90183037,0.057193334,0.999946781,~cohort + diet,old ID vs CD,
Cabin1,316.2959946,0.143812851,0.117248355,1.226566044,0.219985738,0.999946781,~cohort + diet,old ID vs CD,
Zzef1,808.9461094,0.143706214,0.092589969,1.552071093,0.120645214,0.999946781,~cohort + diet,old ID vs CD,
4-Sep,198.3642177,0.143523946,0.14039223,1.022306901,0.306635668,0.999946781,~cohort + diet,old ID vs CD,
Galc,192.571988,0.142995162,0.123989636,1.153283179,0.248794172,0.999946781,~cohort + diet,old ID vs CD,
Lix1l,261.4497348,0.142993053,0.098070877,1.458058273,0.144824481,0.999946781,~cohort + diet,old ID vs CD,
Zfp827,77.61413199,0.142910571,0.313786317,0.455439141,0.648793341,0.999946781,~cohort + diet,old ID vs CD,
Csk,187.6402541,0.14289828,0.194469584,0.73481044,0.462454948,0.999946781,~cohort + diet,old ID vs CD,
Tgfbr3,963.2289978,0.142835977,0.105683531,1.351544323,0.176521132,0.999946781,~cohort + diet,old ID vs CD,
Reep4,40.6124832,0.142816879,0.27886321,0.512139551,0.608553346,0.999946781,~cohort + diet,old ID vs CD,
Tm9sf1,444.2784418,0.142635675,0.084695003,1.684109679,0.092160474,0.999946781,~cohort + diet,old ID vs CD,
Rrm2,36.55907894,0.142555966,0.333331708,0.427669985,0.668891406,0.999946781,~cohort + diet,old ID vs CD,
Pamr1,128.7246119,0.142408934,0.275987652,0.515997485,0.605856166,0.999946781,~cohort + diet,old ID vs CD,
Gm7334,26.78816513,0.142375805,0.492086554,0.289330818,0.772328231,0.999946781,~cohort + diet,old ID vs CD,
Dip2b,282.1059381,0.142308844,0.148967081,0.955303976,0.339423998,0.999946781,~cohort + diet,old ID vs CD,
Plekhm3,262.6608667,0.142174553,0.135082112,1.052504661,0.292568073,0.999946781,~cohort + diet,old ID vs CD,
Fam13a,567.1599055,0.142102459,0.182211623,0.779875932,0.435463906,0.999946781,~cohort + diet,old ID vs CD,
Mmgt2,67.47210389,0.14209678,0.222240885,0.639381814,0.522574577,0.999946781,~cohort + diet,old ID vs CD,
Gabpb2,769.0714795,0.141984644,0.111707415,1.271040458,0.203714256,0.999946781,~cohort + diet,old ID vs CD,
Impdh2,997.8336655,0.141857236,0.083826061,1.692280837,0.09059244,0.999946781,~cohort + diet,old ID vs CD,
Slx4,162.4361148,0.141766343,0.162589838,0.871926218,0.38324863,0.999946781,~cohort + diet,old ID vs CD,
Tctn1,65.14953795,0.14175405,0.239753877,0.591248207,0.554354127,0.999946781,~cohort + diet,old ID vs CD,
Vangl1,78.9800656,0.141626967,0.170440937,0.830944543,0.406004959,0.999946781,~cohort + diet,old ID vs CD,
Kdm3b,911.1085503,0.141587169,0.073178681,1.934814455,0.053013069,0.999946781,~cohort + diet,old ID vs CD,
Zscan18,27.12652916,0.141550253,0.412934219,0.342791289,0.73175548,0.999946781,~cohort + diet,old ID vs CD,
Scrn2,184.173965,0.141499211,0.135081833,1.047507335,0.294865651,0.999946781,~cohort + diet,old ID vs CD,
Map3k2,557.7003958,0.141499105,0.093046643,1.520733061,0.128326839,0.999946781,~cohort + diet,old ID vs CD,
Daglb,402.7580254,0.141494083,0.146909829,0.963135576,0.33547949,0.999946781,~cohort + diet,old ID vs CD,
Zfp334,178.854709,0.141466178,0.128597207,1.100071927,0.271300784,0.999946781,~cohort + diet,old ID vs CD,
Tchp,92.38912737,0.141409957,0.16910632,0.836219229,0.403031583,0.999946781,~cohort + diet,old ID vs CD,
Calr3,140.2106456,0.141275399,0.192321836,0.734578049,0.462596511,0.999946781,~cohort + diet,old ID vs CD,
Ints5,207.9050773,0.141240631,0.115972097,1.217884605,0.223267827,0.999946781,~cohort + diet,old ID vs CD,
Lmbr1l,85.92839352,0.141185314,0.184890715,0.763614949,0.445096738,0.999946781,~cohort + diet,old ID vs CD,
Dcaf17,226.5788434,0.141133128,0.131639712,1.072116651,0.283667641,0.999946781,~cohort + diet,old ID vs CD,
Car3,81304.72585,0.141131474,0.169461317,0.832824135,0.404943921,0.999946781,~cohort + diet,old ID vs CD,
Csrp2,72.6544381,0.141101772,0.283998859,0.496839223,0.619302433,0.999946781,~cohort + diet,old ID vs CD,
Lrrk1,185.1670492,0.14109204,0.218279064,0.646383751,0.518030861,0.999946781,~cohort + diet,old ID vs CD,
Atxn3,319.615765,0.140824949,0.104250398,1.350833685,0.176748715,0.999946781,~cohort + diet,old ID vs CD,
Fam102a,146.1264815,0.140776505,0.180136351,0.7814997,0.434508653,0.999946781,~cohort + diet,old ID vs CD,
Phtf1,186.1267262,0.140689333,0.114957702,1.223835639,0.221014237,0.999946781,~cohort + diet,old ID vs CD,
Zrsr1,545.6471987,0.140685214,0.122729442,1.146303706,0.25166951,0.999946781,~cohort + diet,old ID vs CD,
Gm11808,250.3350859,0.140623177,0.293868621,0.478523964,0.632277322,0.999946781,~cohort + diet,old ID vs CD,
Samd9l,505.5148219,0.140462755,0.202964892,0.69205444,0.488903141,0.999946781,~cohort + diet,old ID vs CD,
Sema6b,83.84393057,0.140394537,0.196725559,0.71365682,0.475439413,0.999946781,~cohort + diet,old ID vs CD,
Obsl1,1214.408434,0.140217953,0.161023419,0.870792295,0.383867573,0.999946781,~cohort + diet,old ID vs CD,
Gem,76.59493901,0.140160547,0.19873323,0.705269809,0.480642345,0.999946781,~cohort + diet,old ID vs CD,
Scaf4,361.0013202,0.14010733,0.105864707,1.323456461,0.185683626,0.999946781,~cohort + diet,old ID vs CD,
Gmfg,45.04354572,0.140063787,0.362179738,0.386724525,0.698960158,0.999946781,~cohort + diet,old ID vs CD,
Mapk1ip1,376.6058556,0.139996594,0.128033826,1.09343443,0.274203104,0.999946781,~cohort + diet,old ID vs CD,
Map3k15,73.99577192,0.139923711,0.25666431,0.545162322,0.585641883,0.999946781,~cohort + diet,old ID vs CD,
Git2,507.4277056,0.139887755,0.110998146,1.260271102,0.207571581,0.999946781,~cohort + diet,old ID vs CD,
N4bp2,221.8757811,0.139873462,0.132998017,1.051695848,0.292939117,0.999946781,~cohort + diet,old ID vs CD,
Gm16001,49.51852936,0.13984868,0.233085358,0.599989124,0.548513484,0.999946781,~cohort + diet,old ID vs CD,
Acta1,452031.2988,0.139664504,0.099774379,1.399803299,0.16157223,0.999946781,~cohort + diet,old ID vs CD,
Jam3,187.8795826,0.139622144,0.222633987,0.627137598,0.530569043,0.999946781,~cohort + diet,old ID vs CD,
Plekha6,322.7960018,0.139532435,0.134059465,1.040824947,0.297956799,0.999946781,~cohort + diet,old ID vs CD,
Irf9,239.7798665,0.139385091,0.184264787,0.756439107,0.449385968,0.999946781,~cohort + diet,old ID vs CD,
Tgm2,2122.150054,0.139316749,0.09987104,1.394966434,0.163025962,0.999946781,~cohort + diet,old ID vs CD,
Spag1,51.54138572,0.139224305,0.270400555,0.514881728,0.60663567,0.999946781,~cohort + diet,old ID vs CD,
Ntn4,254.0713695,0.139115132,0.203939484,0.682139279,0.495150886,0.999946781,~cohort + diet,old ID vs CD,
Echdc3,109.7089471,0.138928612,0.180215659,0.770902,0.440765022,0.999946781,~cohort + diet,old ID vs CD,
Nelfe,167.5469494,0.138645712,0.131351541,1.055531672,0.291182232,0.999946781,~cohort + diet,old ID vs CD,
Nsg1,40.79888685,0.138600793,0.241185293,0.574665193,0.565517752,0.999946781,~cohort + diet,old ID vs CD,
Slc22a3,67.62596475,0.138557956,0.369691184,0.37479378,0.707813841,0.999946781,~cohort + diet,old ID vs CD,
Hspa1a,282.7756069,0.138489952,0.300484472,0.460888879,0.644878331,0.999946781,~cohort + diet,old ID vs CD,
Nup107,257.0581171,0.13841862,0.103146121,1.341966311,0.179606919,0.999946781,~cohort + diet,old ID vs CD,
Lipt1,140.8178709,0.138365304,0.141304669,0.97919839,0.327481964,0.999946781,~cohort + diet,old ID vs CD,
Scpep1,388.0972865,0.138277918,0.141978685,0.973934347,0.330089138,0.999946781,~cohort + diet,old ID vs CD,
Il10rb,186.3173834,0.138196376,0.153039107,0.903013475,0.366518743,0.999946781,~cohort + diet,old ID vs CD,
Cecr2,310.135921,0.138178467,0.188160017,0.734366787,0.462725223,0.999946781,~cohort + diet,old ID vs CD,
Avl9,244.1554953,0.138076818,0.109360532,1.262583635,0.206738852,0.999946781,~cohort + diet,old ID vs CD,
Cd59b,59.32757442,0.138068604,0.188954356,0.730698183,0.464963525,0.999946781,~cohort + diet,old ID vs CD,
Arntl2,42.34720113,0.138017668,0.24405267,0.565524107,0.571717332,0.999946781,~cohort + diet,old ID vs CD,
Ciita,58.55109446,0.137931225,0.412534143,0.334351053,0.73811467,0.999946781,~cohort + diet,old ID vs CD,
9430020K01Rik,1028.908612,0.137867458,0.144944768,0.951172367,0.341516884,0.999946781,~cohort + diet,old ID vs CD,
Gm9821,362.82613,0.137811218,0.148791772,0.92620187,0.354341081,0.999946781,~cohort + diet,old ID vs CD,
Zfp524,91.49546176,0.137709448,0.193363534,0.712178997,0.476353941,0.999946781,~cohort + diet,old ID vs CD,
Hace1,164.3307209,0.137697905,0.136708986,1.007233755,0.313822455,0.999946781,~cohort + diet,old ID vs CD,
Phf11d,122.9386942,0.137664511,0.235267359,0.585140719,0.558453102,0.999946781,~cohort + diet,old ID vs CD,
Capn15,144.9706274,0.137605508,0.172775017,0.79644332,0.425774407,0.999946781,~cohort + diet,old ID vs CD,
Tjp1,1064.793398,0.137555194,0.116399675,1.181748951,0.237305329,0.999946781,~cohort + diet,old ID vs CD,
Prkd3,622.6448196,0.137545125,0.073975639,1.859329996,0.062980378,0.999946781,~cohort + diet,old ID vs CD,
E4f1,207.8567899,0.137479453,0.135438387,1.015070071,0.310072427,0.999946781,~cohort + diet,old ID vs CD,
Igsf3,129.4273364,0.137350294,0.171480418,0.800967803,0.423150286,0.999946781,~cohort + diet,old ID vs CD,
Renbp,38.75349393,0.137324186,0.264199367,0.519774851,0.60322051,0.999946781,~cohort + diet,old ID vs CD,
Rgl1,344.6989378,0.137307876,0.153002501,0.897422426,0.36949355,0.999946781,~cohort + diet,old ID vs CD,
Gm17167,44.6930348,0.137220002,0.366351329,0.374558495,0.707988846,0.999946781,~cohort + diet,old ID vs CD,
Gm15675,274.7565074,0.137063542,0.176583725,0.776195781,0.437633397,0.999946781,~cohort + diet,old ID vs CD,
Colq,167.0310754,0.13696263,0.180354412,0.759408259,0.447608375,0.999946781,~cohort + diet,old ID vs CD,
Tgif2,15.61967072,0.136901121,0.816896601,0.167586841,0.866908324,0.999946781,~cohort + diet,old ID vs CD,
Neu3,131.5135887,0.136773473,0.130764149,1.045955444,0.295581604,0.999946781,~cohort + diet,old ID vs CD,
Scarf1,94.08556779,0.136740268,0.190440256,0.718021864,0.472743806,0.999946781,~cohort + diet,old ID vs CD,
Pibf1,317.117331,0.136733522,0.107781474,1.268618038,0.204577328,0.999946781,~cohort + diet,old ID vs CD,
Adcy4,238.4169025,0.13672626,0.156806169,0.871944393,0.383238714,0.999946781,~cohort + diet,old ID vs CD,
Arrb2,107.4154119,0.13672299,0.16772532,0.815160108,0.414980669,0.999946781,~cohort + diet,old ID vs CD,
Ppox,274.6013121,0.136584971,0.100749119,1.355693951,0.175196565,0.999946781,~cohort + diet,old ID vs CD,
Hmox1,172.8585891,0.13628228,0.192020973,0.709726013,0.477874058,0.999946781,~cohort + diet,old ID vs CD,
Nfat5,1241.429981,0.136221613,0.162001619,0.840865749,0.400423148,0.999946781,~cohort + diet,old ID vs CD,
Sbno2,276.7224339,0.136142547,0.162550945,0.837537711,0.402290389,0.999946781,~cohort + diet,old ID vs CD,
Fam214a,1144.273627,0.136116419,0.100660308,1.352235281,0.176300061,0.999946781,~cohort + diet,old ID vs CD,
Tet1,43.59155634,0.136075135,0.232348558,0.585650868,0.558110157,0.999946781,~cohort + diet,old ID vs CD,
Acacb,7093.77255,0.1359882,0.143489118,0.94772483,0.343269557,0.999946781,~cohort + diet,old ID vs CD,
Aasdh,236.7088198,0.135922753,0.105468375,1.288753653,0.197483743,0.999946781,~cohort + diet,old ID vs CD,
Tssc4,115.8677713,0.135841443,0.165237048,0.8221004,0.411019758,0.999946781,~cohort + diet,old ID vs CD,
Cma1,112.5388642,0.135820212,0.239058255,0.568146925,0.569935207,0.999946781,~cohort + diet,old ID vs CD,
Ppp1r35,65.81029585,0.135784378,0.173557632,0.782359011,0.434003616,0.999946781,~cohort + diet,old ID vs CD,
Senp8,307.4454598,0.135690735,0.135620798,1.000515686,0.31706101,0.999946781,~cohort + diet,old ID vs CD,
Zkscan3,746.2917648,0.135648885,0.119610882,1.13408481,0.256758975,0.999946781,~cohort + diet,old ID vs CD,
Acsl5,402.9749938,0.135625428,0.270883006,0.500678982,0.616597067,0.999946781,~cohort + diet,old ID vs CD,
Galk2,98.43911992,0.135615112,0.136772247,0.99153969,0.321422122,0.999946781,~cohort + diet,old ID vs CD,
Trim12a,175.059087,0.135575956,0.173135589,0.783062319,0.433590518,0.999946781,~cohort + diet,old ID vs CD,
Eef1a1,16148.50313,0.1355474,0.093213036,1.454167842,0.145899778,0.999946781,~cohort + diet,old ID vs CD,
Ice2,225.3154717,0.135508097,0.111591308,1.214324844,0.224623702,0.999946781,~cohort + diet,old ID vs CD,
Tacc2,11960.07219,0.135419735,0.217226149,0.623404389,0.533018814,0.999946781,~cohort + diet,old ID vs CD,
Lnx2,134.7618109,0.135410934,0.132843827,1.019324248,0.308049056,0.999946781,~cohort + diet,old ID vs CD,
5430416O09Rik,70.96134973,0.135290794,0.276729191,0.488892385,0.624917887,0.999946781,~cohort + diet,old ID vs CD,
Fnbp4,589.9734328,0.135286912,0.110504105,1.224270462,0.220850216,0.999946781,~cohort + diet,old ID vs CD,
Jdp2,66.87968554,0.135231293,0.219823823,0.615180332,0.538435635,0.999946781,~cohort + diet,old ID vs CD,
Map4k4,686.558851,0.135192914,0.138636652,0.975159969,0.329480915,0.999946781,~cohort + diet,old ID vs CD,
Lox,456.2698252,0.135140902,0.259966916,0.519838847,0.603175901,0.999946781,~cohort + diet,old ID vs CD,
Blvrb,97.16824106,0.135113319,0.176407913,0.765914164,0.443727377,0.999946781,~cohort + diet,old ID vs CD,
Slc39a13,456.8330405,0.135006035,0.092688993,1.456548729,0.145240989,0.999946781,~cohort + diet,old ID vs CD,
Retn,708.559427,0.134792113,0.384853478,0.350242678,0.72615658,0.999946781,~cohort + diet,old ID vs CD,
Srsf9,158.4314527,0.134668107,0.143450004,0.938780778,0.34784331,0.999946781,~cohort + diet,old ID vs CD,
