correlation_method,metabolite_tissue,metabolite,cytokine_sampling_tissue,cytokine,cytokine_measurement,n,n_unique_samples,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,cytokine_min,cytokine_max
pearson,Liver,"2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate",systemic blood,GDF-15,concentration_pg_ml,14,14,-0.5431102899227338,0.044744476513451696,0.5300714618818337,59225.9162270978,170829.59476041,92.8383732140298,669.743133000196
pearson,Liver,N-Acetylhistidine,systemic blood,IL-1a,concentration_pg_ml,13,13,0.5638583525704184,0.044744954316664254,0.5300714618818337,680131.755534145,3904504.06641502,8.102720967125885,325.5216403276355
pearson,Muscle,2-arachidonoylglycerol,portal blood,IFN-gamma,concentration_pg_ml,4,4,0.9552448816435078,0.044755118356492145,0.530073030269624,274400.425288504,51454546.8758879,11.486764464416169,165.9685216422923
pearson,Liver,leu-gln,systemic blood,IL-6,concentration_pg_ml,6,6,0.8218917017786257,0.04475882272955611,0.530073030269624,390709.342293607,1126657.69942589,20.169297065345663,377.91436816350176
pearson,Liver,"PE(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",portal blood,TNF-alpha,mfi,8,8,0.7182135035528225,0.0447816629551108,0.5302127594297474,50500.1113689687,349134.837777421,2677.86475,14788.66895
pearson,Liver,"3-Methoxyestra-1,3,5(10),16-tetraene",systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.5870265113106952,0.04478436095779378,0.5302127594297474,352070.654550202,2025407.10308798,3.47434991240654,39.26422696065878
pearson,Liver,Cincassiol B,systemic blood,IL-10,mfi,14,14,-0.5429277647878668,0.04483060820238576,0.5306788866656647,117169.577865522,723226.24002817,2005.2179,4715.10449
pearson,Liver,S-3-oxodecanoyl cysteamine,systemic blood,IL-6,mfi,14,14,0.5429017636986745,0.044842887695847,0.5307039205575986,71171.7574608133,753658.972351825,1981.80176,13671.38867
pearson,Muscle,1-octadecanoyl-2-eicosanoyl-sn-glycero-3-phosphoethanolamine,portal blood,IL-1a,mfi,8,8,0.7180661120282648,0.04484647538062527,0.5307039205575986,184203.489242177,1058300.79288884,0,18407.25
pearson,Liver,Thiorphan,systemic blood,IL-7,mfi,14,14,0.5428791427568185,0.04485357285192867,0.5307065388183128,10169.2971193745,44429.6588475553,1924.44104,4585.66553
pearson,Liver,Taurodeoxycholic acid,systemic blood,GDF-15,mfi,14,14,-0.5428146721460355,0.044884036193372966,0.5309855783881859,50421354.5912643,578160426.124346,20122.66992,120830.39062
pearson,Muscle,"PE(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",portal blood,IFN-gamma,mfi,8,8,0.7179383739927382,0.04490269142309523,0.531001421116136,495684.441373654,6619096.36420484,725.81201,6794.41602
pearson,Liver,"PG(16:0/18:2(9Z,12Z))",systemic blood,GDF-15,concentration_pg_ml,14,14,-0.5427568726906886,0.04491136016492758,0.531001421116136,8922111.38089897,41088627.2897951,92.8383732140298,669.743133000196
pearson,Liver,5b-Cyprinol sulfate,portal blood,IL-17A,concentration_pg_ml,4,4,-0.9550877954114245,0.04491220458857548,0.531001421116136,232765.353506568,917849.272039719,11.689201474353736,34.287789395062916
pearson,Muscle,3-Hydroxybenzyl alcohol,systemic blood,GDF-15,mfi,14,14,-0.5427536256350488,0.04491289553052781,0.531001421116136,2466148.53582376,16414684.6648748,20122.66992,120830.39062
pearson,Muscle,PC(18:1(9Z)/15:0),systemic blood,IL-1a,mfi,14,14,0.5426906433684737,0.04494268419346606,0.5311553601535277,379471.796216073,3820804.2185759,1950.86621,33647.1875
pearson,Liver,Biflorin,systemic blood,IFN-gamma,mfi,14,14,0.542688689102186,0.04494360873183073,0.5311553601535277,14335.3768022742,308002.394249975,1067.5177,25376.40039
pearson,Liver,"5,6-Dihydrouridine",systemic blood,IL-10,mfi,14,14,-0.5426824466990552,0.044946562025948295,0.5311553601535277,73609255.8347172,227387858.896672,2005.2179,4715.10449
pearson,Liver,Taurodeoxycholic acid,systemic blood,TNF-alpha,mfi,14,14,-0.5426636828782533,0.044955440083051496,0.5311789445208075,50421354.5912643,578160426.124346,938.71515,3738.94946
pearson,Muscle,Enterodiol,systemic blood,IL-1a,mfi,14,14,0.5426438484471053,0.0449648260900774,0.5312085225213798,541954.731007908,980031.752710667,1950.86621,33647.1875
pearson,Muscle,LysoPC(20:1(11Z)/0:0),portal blood,IFN-gamma,concentration_pg_ml,4,4,0.9550264077937708,0.0449735922062292,0.5312307692801913,218700.384544234,277340.560972869,11.486764464416169,165.9685216422923
pearson,Liver,5-Hydroxymethyl-dC,portal blood,IL-1a,concentration_pg_ml,7,7,0.7652482618273982,0.04498355412462845,0.5312671319569737,164676.104194433,344237.505040078,19.443753480309937,172.42545557283944
pearson,Muscle,Valylproline,portal blood,IL-17A,mfi,8,8,-0.7177233686527246,0.044997408944972,0.5313494526274386,1391917.80561883,2769215.66864311,2803.75122,3637.98047
pearson,Muscle,"PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",systemic blood,IL-7,mfi,14,14,-0.5425442935998799,0.0450119588556319,0.531439954792362,88406.3101163568,2683705.63950708,1924.44104,4585.66553
pearson,Liver,Pentadecanoic acid,systemic blood,IL-7,concentration_pg_ml,10,10,0.6427589400296537,0.045024373843134076,0.5314931460398796,16354884.5893078,44049975.0190868,0.2533119267556477,2.5477463523373465
pearson,Muscle,"2,6-Pyridinecarboxylic acid",portal blood,IFN-gamma,mfi,8,8,-0.7176406697181418,0.0450338729027602,0.5314931460398796,1076287.35189411,3583813.88663305,725.81201,6794.41602
pearson,Liver,irganox 330,portal blood,IL-10,concentration_pg_ml,4,4,-0.954960665856039,0.045039334143961,0.5314931460398796,164923.476080459,584323.683333524,51.44777336431313,1101.7441425819327
pearson,Liver,Asymmetric dimethylarginine,portal blood,IL-7,mfi,8,8,0.7175960941432331,0.045053534755042424,0.5314931460398796,3432204.18584195,7436542.08968042,1479.40015,5392.10449
pearson,Liver,5-Dodecenoylcarnitine,portal blood,IL-17F,concentration_pg_ml,3,3,0.9974968380276069,0.045053675954348824,0.5314931460398796,700093.752451405,1034057.59521809,24.621261975161335,748.6666386884577
pearson,Liver,Leu-pro,systemic blood,GDF-15,concentration_pg_ml,14,14,0.5424256997208231,0.04506815247391815,0.5314931460398796,131167.503378055,5523668.21980558,92.8383732140298,669.743133000196
pearson,Muscle,Glycerophosphocholine,systemic blood,TNF-alpha,mfi,14,14,0.5424209318668721,0.04507041270870709,0.5314931460398796,931039.921933188,5104180.52304584,938.71515,3738.94946
pearson,Liver,piroximone,systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.8865623844639241,0.04507525775723507,0.5314931460398796,220409.142748,359836.139171126,11.89636537814015,713.1829157063515
pearson,Muscle,"PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",portal blood,IFN-gamma,concentration_pg_ml,4,4,0.9549215582537308,0.04507844174626914,0.5314931460398796,137335.462555257,1018932.8966088,11.486764464416169,165.9685216422923
pearson,Muscle,2-Hexenoylcarnitine,systemic blood,IL-7,mfi,14,14,0.5423865516553933,0.045086713342370986,0.5315094754489373,52093.2383108105,267968.460741044,1924.44104,4585.66553
pearson,Liver,Hydroxyprolyl-Valine,systemic blood,IL-7,mfi,14,14,0.5423541765729357,0.04510206722511435,0.5315336529790634,851837.313851232,19178633.3486825,1924.44104,4585.66553
pearson,Muscle,tenocyclidine,systemic blood,IL-6,concentration_pg_ml,6,6,-0.8211815182306683,0.045105119828095806,0.5315336529790634,90794.582897161,208161.65189018,20.169297065345663,377.91436816350176
pearson,Liver,"PE(16:0/18:2(9Z,12Z))",systemic blood,IL-1a,concentration_pg_ml,13,13,0.5630723907241424,0.04510942507142868,0.5315336529790634,4011213.87167292,16359742.8297214,8.102720967125885,325.5216403276355
pearson,Liver,Maltopentaose,portal blood,IL-1a,concentration_pg_ml,7,7,-0.7649392877523411,0.04512359807898255,0.531549653069764,1083459.41241049,1920562.55416924,19.443753480309937,172.42545557283944
pearson,Liver,N1-[2-(4-Pyridyl)ethyl]ethanimidamide,systemic blood,IL-17A,mfi,14,14,0.5423067688525178,0.04512455722872627,0.531549653069764,31735.0828200363,4338428.87531057,2236.69092,3499.0564
pearson,Liver,Heptadecanoic acid,portal blood,IL-6,concentration_pg_ml,8,8,0.7174180971632813,0.045132099205751196,0.5315573655882615,15036899.6830775,42618872.5634117,52.928190916086855,2630.567917196553
pearson,Liver,LysoPC(P-18:1(9Z)/0:0),portal blood,IL-7,concentration_pg_ml,7,7,0.7648459154122991,0.04516596666459782,0.5318690033047887,388816.302659464,944846.029081855,0.36610414828367166,3.4675308683376382
pearson,Muscle,Deoxynivalenol,systemic blood,GDF-15,mfi,14,14,0.5421975743674377,0.045176389757380905,0.5318690033047887,59590.9858829368,1721474.63687498,20122.66992,120830.39062
pearson,Liver,NAD,systemic blood,IL-17A,mfi,14,14,-0.5421915876886864,0.045179232776188065,0.5318690033047887,1573036.61249542,44113956.4658734,2236.69092,3499.0564
pearson,Liver,Methyl isocyanate,systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.5861141876205668,0.04519997838261167,0.5320101849845126,3101561.67321795,5378835.62205911,3.47434991240654,39.26422696065878
pearson,Liver,N-{4-[(4-{2-[3-Chloro-4-(2-chloroethoxy)-5-cyanophenyl]-2-propanyl}phenoxy)methyl]-2-pyrimidinyl}methanesulfonamide,systemic blood,IL-17A,mfi,14,14,-0.5421340516962395,0.04520656275614202,0.5320101849845126,17554.0881529298,58256.5517701196,2236.69092,3499.0564
pearson,Liver,"1-(4,7-Dihydro-5H-thieno[2,3-c]pyran-7-yl)-N-methylmethanamine",systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.8863305024025078,0.04521190468143843,0.5320101849845126,489884.173097841,1655779.34373052,11.89636537814015,713.1829157063515
pearson,Liver,"2-(2-pyridin-3-yl-1,3-thiazol-4-yl)-n'-[4-(trifluoromethyl)benzoyl]acetohydrazide",portal blood,IL-6,mfi,8,8,0.7171433917110457,0.045253511297560486,0.5322076559662516,1479487.54268256,4828530.2923177,4212.57422,82863.64844
pearson,Liver,(Â±)-Metalaxyl,systemic blood,GDF-15,concentration_pg_ml,14,14,-0.5420266433612669,0.04525761474729874,0.5322076559662516,297396.184203202,1400068.13788791,92.8383732140298,669.743133000196
pearson,Muscle,(2R)-2-Hydroxy-3-(phosphonooxy)propyl (11Z)-11-docosenoate,portal blood,GDF-15,mfi,8,8,0.717125231689415,0.04526154446293224,0.5322076559662516,137484.531084216,2819210.99545097,98623.61719,358836.4375
pearson,Liver,12S-HHT,systemic blood,GDF-15,concentration_pg_ml,14,14,0.5420163145105414,0.0452625263466948,0.5322076559662516,80788.8059010445,599312.778060079,92.8383732140298,669.743133000196
pearson,Muscle,Alpha-Lactose,systemic blood,IL-1a,mfi,14,14,-0.5420149720848306,0.04526316472871826,0.5322076559662516,524492.384410085,2532845.87429418,1950.86621,33647.1875
pearson,Muscle,3-Hydroxybenzyl alcohol,systemic blood,GDF-15,concentration_pg_ml,14,14,-0.5419668270147595,0.04528606415931757,0.5323432022649552,2466148.53582376,16414684.6648748,92.8383732140298,669.743133000196
pearson,Muscle,Metronidazole,systemic blood,GDF-15,concentration_pg_ml,14,14,0.5419434663779348,0.04529717832048241,0.5323432022649552,45226.9717940757,290578.699508232,92.8383732140298,669.743133000196
pearson,Liver,1-[(3-Carboxypropyl)amino]-1-deoxy-β-D-fructofuranose,systemic blood,IFN-gamma,mfi,14,14,0.5419351292551656,0.045301145309732595,0.5323432022649552,420481.528979002,705760.967705861,1067.5177,25376.40039
pearson,Liver,2-pyridone,portal blood,IFN-gamma,concentration_pg_ml,4,4,0.9546977176408885,0.04530228235911151,0.5323432022649552,1308208.61757937,4247473.90043749,11.486764464416169,165.9685216422923
pearson,Liver,Shikimate-3-phosphate,portal blood,IL-17A,mfi,8,8,0.7169924238284549,0.04532031879512232,0.5323726389587148,55886.7925509682,115220.552772646,2803.75122,3637.98047
pearson,Muscle,"LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)",portal blood,IL-7,concentration_pg_ml,7,7,-0.7645014999315408,0.045322437653225855,0.5323726389587148,19922.1543822351,331231.506221667,0.36610414828367166,3.4675308683376382
pearson,Liver,Phenylalanylphenylalanine,portal blood,IFN-gamma,mfi,8,8,-0.7169693634125738,0.04533052891504167,0.5323726389587148,71832.9740114456,130518.082425805,725.81201,6794.41602
pearson,Liver,lifarizine,systemic blood,IL-17A,concentration_pg_ml,4,4,-0.9546568085254347,0.04534319147456533,0.5323726389587148,563416.34445955,3063092.18596243,12.814446799875316,24.97808587839473
pearson,Liver,2-amino-3-(3-carboxy-5-methyl-4-isoxazolyl)propionic acid,portal blood,IFN-gamma,mfi,8,8,-0.7169025230055907,0.045360130706616555,0.5323726389587148,773619.202261826,1577636.42926712,725.81201,6794.41602
pearson,Muscle,3-Oxododecanoic acid,systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.5857499662392458,0.04536666117537676,0.5323726389587148,100102.454755541,559433.369694492,3.47434991240654,39.26422696065878
pearson,Liver,Ethosuximide,systemic blood,IL-10,mfi,14,14,-0.5417946878568142,0.04536800861479724,0.5323726389587148,82939.8681389201,261010.39846123,2005.2179,4715.10449
pearson,Muscle,"1-(1Z-hexadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine",systemic blood,IL-17A,concentration_pg_ml,4,4,-0.9546230841236873,0.04537691587631265,0.5323726389587148,111367.797169003,53979211.722047,12.814446799875316,24.97808587839473
pearson,Liver,2-Methylbutyrylglycine,portal blood,IL-17F,concentration_pg_ml,3,3,-0.9974606564315953,0.045378255656956155,0.5323726389587148,44715.2319227838,208245.631820026,24.621261975161335,748.6666386884577
pearson,Liver,Hypotaurine,portal blood,IL-1a,concentration_pg_ml,7,7,0.7643476657974106,0.04539242204153365,0.5323726389587148,4941838.21060443,48186386.7486278,19.443753480309937,172.42545557283944
pearson,Liver,Acetylglycine,systemic blood,IL-17A,concentration_pg_ml,4,4,-0.9546040438100926,0.04539595618990743,0.5323726389587148,631784.719545792,1258530.00771394,12.814446799875316,24.97808587839473
pearson,Liver,6-Deoxohomodolichosterone,portal blood,GDF-15,mfi,8,8,0.7168168994165616,0.04539806811514413,0.5323726389587148,3836576.49227058,12448222.934152,98623.61719,358836.4375
pearson,Liver,Betulin,portal blood,GDF-15,mfi,8,8,0.7168168994165616,0.04539806811514413,0.5323726389587148,3836576.49227058,12448222.934152,98623.61719,358836.4375
pearson,Liver,Adenosine 5'-monophosphate,systemic blood,IL-17A,mfi,14,14,-0.5417246991970329,0.04540135669378415,0.5323726389587148,1454857.99292456,9462258.15971007,2236.69092,3499.0564
pearson,Liver,Tauroursodeoxycholic acid,systemic blood,IL-17A,concentration_pg_ml,4,4,-0.9545847421467771,0.04541525785322286,0.5324547472446818,70890.6234186022,2002550.68938792,12.814446799875316,24.97808587839473
pearson,Muscle,10Z-Pentadecenoic acid,systemic blood,IL-17F,mfi,14,14,0.5416538269917491,0.04543514400376317,0.5326069887925944,176431.109162402,675634.749762197,1297.72559,11042.40039
pearson,Liver,oxandrolone,portal blood,IL-10,mfi,8,8,-0.7166861696989815,0.04545602774692414,0.5327504664507994,73781.641199125,918301.915514991,2581.14136,23233.7168
pearson,Liver,Uralenol,portal blood,TNF-alpha,mfi,8,8,-0.7166745330723667,0.045461189065107085,0.5327504664507994,178783.324499604,893188.592236507,2677.86475,14788.66895
pearson,Liver,ubiquinol,portal blood,IL-1a,mfi,8,8,-0.7166400229490997,0.04547649779302774,0.5328489600221468,105903.867953688,263512.27870928,0,18407.25
pearson,Muscle,m-Coumaric acid,portal blood,IL-17F,concentration_pg_ml,3,3,0.9974488258015174,0.04548388481937928,0.5328546190588483,382617.379167012,5046586.39456665,24.621261975161335,748.6666386884577
pearson,Liver,Glutarylglycine,systemic blood,IL-1a,mfi,14,14,0.5414782251555931,0.04551893878444548,0.5329915259712905,13578208.026422,89066579.5607112,1950.86621,33647.1875
pearson,Liver,Octadecanamide,portal blood,IFN-gamma,mfi,8,8,-0.716541060047866,0.045520415110344055,0.5329915259712905,5106390.8877209,7291383.54470102,725.81201,6794.41602
pearson,Liver,L-Azaserine,systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.88580308920397,0.045523194340538316,0.5329915259712905,18016510.5756942,20408122.6750723,11.89636537814015,713.1829157063515
pearson,Liver,N-Methylethanolaminium phosphate,systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.88580308920397,0.045523194340538316,0.5329915259712905,18016510.5756942,20408122.6750723,11.89636537814015,713.1829157063515
pearson,Muscle,"DG(16:0/18:2(9Z,12Z)/0:0)",portal blood,IL-17A,mfi,8,8,-0.7165174827612979,0.0455308819112088,0.533000677371014,258920.451367542,3535047.25104683,2803.75122,3637.98047
pearson,Muscle,PC(14:0/14:0),portal blood,GDF-15,mfi,8,8,0.7164745603310536,0.045549940445319785,0.5331429183454324,359778.927302042,2128296.75564619,98623.61719,358836.4375
pearson,Liver,"PG(18:2(9Z,12Z)/18:2(9Z,12Z))",systemic blood,IL-17F,mfi,14,14,0.541375234648117,0.04556813691321973,0.5332750275909475,7596441.46064348,20140529.7293004,1297.72559,11042.40039
pearson,Liver,Ethinylestradiol,systemic blood,IL-17A,mfi,14,14,0.5413171841701104,0.045595884486096694,0.5334533020450938,414792.573582571,8449472.94616623,2236.69092,3499.0564
pearson,Muscle,Acetylphosphate,systemic blood,IL-17A,mfi,14,14,-0.5412966574354968,0.04560569902084495,0.5334533020450938,15599349.8315024,37145924.8474991,2236.69092,3499.0564
pearson,Liver,"PE(20:4(8Z,11Z,14Z,17Z)/22:0)",portal blood,IL-17F,concentration_pg_ml,3,3,0.9974347774204281,0.045608997875868244,0.5334533020450938,1954763.52048565,3304352.68408685,24.621261975161335,748.6666386884577
pearson,Liver,4-Guanidinobutanoic acid,systemic blood,IL-6,concentration_pg_ml,6,6,0.8201485745410366,0.04561101762367937,0.5334533020450938,1561936.3340257,8690734.77520544,20.169297065345663,377.91436816350176
pearson,Liver,10-Hydroxy-2-decenoic acid,portal blood,IL-10,concentration_pg_ml,4,4,-0.9543087987867094,0.0456912012132906,0.5342750268975253,230675.992771124,401103.818895939,51.44777336431313,1101.7441425819327
pearson,Muscle,4-Ethylguaiacol,systemic blood,GDF-15,concentration_pg_ml,14,14,0.5411097827348105,0.0456951211784214,0.5342750268975253,739073.714862471,5607023.56405979,92.8383732140298,669.743133000196
pearson,Muscle,Thymidine,systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.885454382644552,0.04572937918653975,0.5345945903691515,2961710.96535667,10649032.0054397,11.89636537814015,713.1829157063515
pearson,Liver,"6,7-Dihydroxy-3-isocyano-2H-chromen-2-one",systemic blood,TNF-alpha,mfi,14,14,0.5410046871062313,0.04574546711344686,0.5346728074897893,186576.610311925,1929034.59829726,938.71515,3738.94946
pearson,Liver,Isoleucyl-Tyrosine,systemic blood,IL-10,mfi,14,14,0.540989846621316,0.04575257969176049,0.5346728074897893,135678.039734255,1027169.81241776,2005.2179,4715.10449
pearson,Liver,Ciclopirox,systemic blood,IL-17A,concentration_pg_ml,4,4,-0.9542431472729974,0.04575685272700257,0.5346728074897893,839057.948298268,2186334.82436082,12.814446799875316,24.97808587839473
pearson,Liver,ser-arg,portal blood,TNF-alpha,concentration_pg_ml,8,8,0.7159654160835643,0.04577637967683385,0.5348200096061212,670426.7817139,4386534.84264108,24.992408060414455,171.61157708184535
pearson,Muscle,Dehydroascorbic acid,systemic blood,IL-17A,mfi,14,14,0.5409018775717029,0.04579475707298004,0.534953738594309,856538.632721405,3147651.77976099,2236.69092,3499.0564
pearson,Liver,10-Hydroxydecanoic acid,portal blood,IFN-gamma,concentration_pg_ml,4,4,0.954194426129715,0.04580557387028506,0.5349788791710094,469443.124507781,886830.084662196,11.486764464416169,165.9685216422923
pearson,Liver,Maltopentaose,systemic blood,TNF-alpha,mfi,14,14,-0.540849271149196,0.045819993152326675,0.5349788791710094,57459.9327788209,1552773.14458629,938.71515,3738.94946
pearson,Liver,L-(+)-Alanine,systemic blood,GDF-15,concentration_pg_ml,14,14,-0.5408257898222505,0.04583126076891827,0.5349788791710094,1348764.24992886,6562257.66355126,92.8383732140298,669.743133000196
pearson,Liver,Dimethylglycine,portal blood,IL-17F,mfi,8,8,0.7158169019776767,0.04584255833400031,0.5349788791710094,475947.57357051,1607203.11837443,811.51361,62971.27344
pearson,Liver,"N''-cyano-N,N'-diisopropylguanidine",portal blood,GDF-15,concentration_pg_ml,8,8,0.7157897294387799,0.04585467280655112,0.5349788791710094,1582483.69752375,16275702.8615783,539.243926392015,2125.05514624343
pearson,Liver,L-(+)-Alanine,systemic blood,GDF-15,mfi,14,14,-0.5407655841307104,0.04586015997310163,0.5349788791710094,1348764.24992886,6562257.66355126,20122.66992,120830.39062
pearson,Muscle,"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",systemic blood,TNF-alpha,mfi,14,14,-0.5407643212183539,0.0458607663233508,0.5349788791710094,17834.1491857042,592590.98940373,938.71515,3738.94946
pearson,Liver,Floribundoside,systemic blood,TNF-alpha,mfi,14,14,-0.5407432608955444,0.04587087868092216,0.5349788791710094,156539.461286225,1611937.71297273,938.71515,3738.94946
pearson,Muscle,Timonacic,portal blood,IL-17F,concentration_pg_ml,3,3,-0.9974031827056041,0.04588913220245484,0.5349788791710094,5498983.57775932,27439676.3188408,24.621261975161335,748.6666386884577
pearson,Muscle,4-Ethylguaiacol,systemic blood,GDF-15,mfi,14,14,0.5406670596774273,0.04590748117698004,0.5349788791710094,739073.714862471,5607023.56405979,20122.66992,120830.39062
pearson,Liver,"2-(2-pyridin-3-yl-1,3-thiazol-4-yl)-n'-[4-(trifluoromethyl)benzoyl]acetohydrazide",portal blood,IL-6,concentration_pg_ml,8,8,0.7156644158276012,0.04591056703062843,0.5349788791710094,1479487.54268256,4828530.2923177,52.928190916086855,2630.567917196553
pearson,Liver,"PC(18:2(9Z,12Z)/16:1(9Z))",portal blood,IL-10,concentration_pg_ml,4,4,0.9540889797858103,0.04591102021418965,0.5349788791710094,150005.191984755,313483.784859382,51.44777336431313,1101.7441425819327
pearson,Liver,Baicalin,portal blood,IL-10,concentration_pg_ml,4,4,0.954088979785809,0.04591102021419101,0.5349788791710094,113038.819179322,236230.735773269,51.44777336431313,1101.7441425819327
pearson,Liver,Mandelic acid,portal blood,IL-10,concentration_pg_ml,4,4,0.954088979785809,0.04591102021419101,0.5349788791710094,262438.145090034,548448.369858162,51.44777336431313,1101.7441425819327
pearson,Muscle,(−)-trans-Methyl dihydrojasmonate,portal blood,IL-17A,concentration_pg_ml,4,4,0.9540883255327042,0.045911674467295806,0.5349788791710094,319860.810733922,966866.387054586,11.689201474353736,34.287789395062916
pearson,Muscle,N-Undecanoylglycine,portal blood,IL-17A,concentration_pg_ml,4,4,0.9540883255327042,0.045911674467295806,0.5349788791710094,319860.810733922,966866.387054586,11.689201474353736,34.287789395062916
pearson,Muscle,"DG(16:0/18:3(6Z,9Z,12Z)/0:0)",portal blood,IL-1a,concentration_pg_ml,7,7,-0.7632036316029007,0.045914745991562145,0.5349788791710094,127481.272394446,1045585.54415323,19.443753480309937,172.42545557283944
pearson,Muscle,Allose,systemic blood,IL-1a,mfi,14,14,0.5406178572644168,0.04593112639043723,0.5350889561983313,10868643.9083535,23278672.4968166,1950.86621,33647.1875
pearson,Muscle,Cervonyl carnitine,portal blood,IL-7,mfi,8,8,-0.7155798734559573,0.045948299092333104,0.5352082287875444,25291.3214386241,916565.488105783,1479.40015,5392.10449
pearson,Liver,Furazolidone,systemic blood,IL-17A,mfi,14,14,-0.5405459372251227,0.04596570501067404,0.5353301814884295,53622.894901243,1445494.6420723,2236.69092,3499.0564
pearson,Liver,"PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",portal blood,IL-1a,mfi,8,8,0.7155032094120283,0.04598253116374062,0.5354453462911136,139154.059894587,2161441.65997972,0,18407.25
pearson,Liver,Leu-pro,systemic blood,GDF-15,mfi,14,14,0.5404365955348747,0.046018312080523635,0.5356079382435481,131167.503378055,5523668.21980558,20122.66992,120830.39062
pearson,Muscle,Galactitol,portal blood,IL-17F,mfi,8,8,-0.7154127219791198,0.046022955469214935,0.5356079382435481,627417.672081701,7939118.6344281,811.51361,62971.27344
pearson,Liver,"1-(4,7-Dihydro-5H-thieno[2,3-c]pyran-7-yl)-N-methylmethanamine",portal blood,IL-1a,mfi,8,8,0.7153826894869553,0.04603637690840189,0.5356079382435481,459452.191300376,1235134.74352529,0,18407.25
pearson,Muscle,PC(16:0/15:0),systemic blood,IFN-gamma,mfi,14,14,-0.540398103187656,0.04603684218207978,0.5356079382435481,83677.294099789,2794213.97958071,1067.5177,25376.40039
pearson,Liver,"5-Methyl-3-[(12Z)-2,8,16,17-tetrahydroxy-12-dotriaconten-1-yl]-2(5H)-furanone",systemic blood,TNF-alpha,mfi,14,14,-0.5403640304080805,0.0460532492601821,0.5356079382435481,2328717.61740731,9638962.71232115,938.71515,3738.94946
pearson,Liver,17-(4-Hydroxyphenyl)heptadecanoic acid,systemic blood,IL-17F,mfi,14,14,0.5403617710479414,0.04605433736155605,0.5356079382435481,1899749.28534257,5285370.97198453,1297.72559,11042.40039
pearson,Muscle,Amitrole,systemic blood,GDF-15,concentration_pg_ml,14,14,0.5403613111202134,0.046054558863731464,0.5356079382435481,15820.6458873921,6463926.86030567,92.8383732140298,669.743133000196
pearson,Liver,Melilotoside,systemic blood,IL-7,mfi,14,14,-0.5403523609930465,0.046058869418863176,0.5356079382435481,4193.64401064129,131773.750730019,1924.44104,4585.66553
pearson,Liver,Aminoadipic acid,portal blood,IL-1a,concentration_pg_ml,7,7,0.7628812850621182,0.04606251107891528,0.5356079382435481,8033909.48319059,120741979.165624,19.443753480309937,172.42545557283944
pearson,Liver,"PE(P-18:1(11Z)/18:3(6Z,9Z,12Z))",systemic blood,IL-1a,mfi,14,14,0.5403377824773389,0.046065891345694124,0.5356079382435481,982204.427592933,8697219.66648481,1950.86621,33647.1875
pearson,Muscle,Pemoline,portal blood,IL-1a,concentration_pg_ml,7,7,-0.7628207354313504,0.0460902964170453,0.5357669481570577,12748.2159714089,160511.165924102,19.443753480309937,172.42545557283944
pearson,Liver,Guanosine diphosphate mannose,portal blood,IL-17F,concentration_pg_ml,3,3,0.9973792943606121,0.04609980990157529,0.5357669481570577,310496.530771334,502618.307829953,24.621261975161335,748.6666386884577
pearson,Liver,Daminozide,systemic blood,IL-7,concentration_pg_ml,10,10,0.6403444436314631,0.04610039262387951,0.5357669481570577,183614.903368556,662616.098209524,0.2533119267556477,2.5477463523373465
pearson,Muscle,Cyprodenate,portal blood,IL-17A,concentration_pg_ml,4,4,0.9538829527387085,0.04611704726129148,0.5358798114463229,623445.884455144,1542266.717833,11.689201474353736,34.287789395062916
pearson,Liver,Falcarinone,systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.5840861108523103,0.04613363426685054,0.5359918549925523,155843.905284413,1092115.9071242,3.47434991240654,39.26422696065878
pearson,Muscle,N-Acetyl-b-glucosaminylamine,systemic blood,GDF-15,concentration_pg_ml,14,14,0.5401218758302178,0.04616997700975387,0.536333357256593,20478.2088957398,406620.828708708,92.8383732140298,669.743133000196
pearson,Muscle,17-(4-Hydroxyphenyl)heptadecanoic acid,systemic blood,IL-7,concentration_pg_ml,10,10,0.6401687994954527,0.046179332338605696,0.5363613047243925,27151.4926866514,246082.662574186,0.2533119267556477,2.5477463523373465
pearson,Liver,Carbocysteine,systemic blood,IL-6,mfi,14,14,0.5400292659444911,0.04621467553272913,0.536646050124109,251255.638431168,2755223.22358299,1981.80176,13671.38867
