correlation_method,metabolite_tissue,metabolite,cytokine_sampling_tissue,cytokine,cytokine_measurement,n,n_unique_samples,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,cytokine_min,cytokine_max
pearson,Muscle,Methylphosphonic acid,systemic blood,IFN-gamma,mfi,14,14,0.9888501517603044,2.7083610324788608e-11,1.0565169377393605e-6,180.488079732533,62249491.0803404,1067.5177,25376.40039
pearson,Liver,Thymidine,systemic blood,IFN-gamma,mfi,14,14,0.9888299627112277,2.7377997868343108e-11,1.0565169377393605e-6,1081573.36937594,11046348.8231213,1067.5177,25376.40039
pearson,Liver,Thymine,systemic blood,IFN-gamma,mfi,14,14,0.9867330454928469,7.651393274104276e-11,1.8345680103762476e-6,4240975.29181174,44674822.1694221,1067.5177,25376.40039
pearson,Muscle,Pyrocatechol sulfate,systemic blood,IL-17F,mfi,14,14,0.9862414506187169,9.507996944162983e-11,1.8345680103762476e-6,5618.08163170272,611108.290706714,1297.72559,11042.40039
pearson,Muscle,1-Phenylethanol,systemic blood,IL-17F,mfi,14,14,0.9850528698384057,1.5591491160508673e-10,2.406702575536119e-6,24207.8656905864,14236950.4939803,1297.72559,11042.40039
pearson,Liver,Deoxyinosine,systemic blood,IFN-gamma,mfi,14,14,0.9791930136196053,1.1202216248764874e-9,1.440978416799455e-5,92820.0242124555,857797.769748569,1067.5177,25376.40039
pearson,Muscle,Bethanechol,systemic blood,IFN-gamma,mfi,14,14,0.9757436635189637,2.7910100443157243e-9,3.07494709648146e-5,749365.030961705,10256387.7889994,1067.5177,25376.40039
pearson,Liver,Ammeline,systemic blood,IFN-gamma,mfi,14,14,0.9750279641519471,3.3178847776172425e-9,3.07494709648146e-5,9242.80214958478,7074340.3848602,1067.5177,25376.40039
pearson,Muscle,"N~6~,N~6~-Dimethyllysine",systemic blood,IFN-gamma,mfi,14,14,0.9746997755295687,3.5857118253865177e-9,3.07494709648146e-5,200849.816609061,2339134.92498861,1067.5177,25376.40039
pearson,Liver,Trepibutone,systemic blood,IFN-gamma,mfi,14,14,0.9731709094195906,5.081914316961863e-9,3.922221469831166e-5,189544.074106195,2986813.03739332,1067.5177,25376.40039
pearson,Muscle,2-Dodecylbenzenesulfonic acid,portal blood,IL-17F,mfi,8,8,0.9978868953718228,2.3551277812313774e-8,1.6524432923221608e-4,15654358.2676405,167751191.775588,811.51361,62971.27344
pearson,Liver,Proline betaine,systemic blood,IL-17F,mfi,14,14,0.963046698705233,3.394453290496734e-8,2.1831992080044828e-4,142579.562800141,4834326.86858143,1297.72559,11042.40039
pearson,Liver,"N~6~,N~6~-Dimethyllysine",systemic blood,IFN-gamma,mfi,14,14,0.9609341311288457,4.7167140248197256e-8,2.686458350031762e-4,152186.849262373,1440327.10359781,1067.5177,25376.40039
pearson,Liver,Deoxyuridine,systemic blood,IFN-gamma,mfi,14,14,0.9607181302499624,4.8730781161498664e-8,2.686458350031762e-4,3305406.57194371,29173200.2700816,1067.5177,25376.40039
pearson,Muscle,"PG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",portal blood,IL-17F,mfi,8,8,0.9971853880671726,5.562606676474957e-8,2.8621465552689147e-4,88778.1586140704,2670937.56263582,811.51361,62971.27344
pearson,Liver,Nelarabine,portal blood,IL-17F,mfi,8,8,0.9969205741035961,7.283593630889014e-8,3.369845305629182e-4,68196.4740978257,487463.036471943,811.51361,62971.27344
pearson,Muscle,L-Arginine,systemic blood,IFN-gamma,mfi,14,14,0.9578199170672983,7.422566752487186e-8,3.369845305629182e-4,57627932.1143844,250796380.237866,1067.5177,25376.40039
pearson,Muscle,2-Methylglutaric acid,portal blood,IL-17F,mfi,8,8,0.996680130355184,9.124753128431136e-8,3.912491369179528e-4,702127.670798162,5550030.48567103,811.51361,62971.27344
pearson,Muscle,Canrenone,portal blood,IL-17F,mfi,8,8,0.996551562990892,1.0225463304277469e-7,4.1536908306533425e-4,7379302.1149642,80130303.7733548,811.51361,62971.27344
pearson,Muscle,Benzoic acid,portal blood,IL-17F,mfi,8,8,0.996479988988689,1.0874888853985032e-7,4.196619608752824e-4,28291669.3469335,357909194.347381,811.51361,62971.27344
pearson,Muscle,O-propenoyl-D-carnitine,portal blood,IL-17F,mfi,8,8,0.9963823351433619,1.1804454055326868e-7,4.338417923762513e-4,5445.19238292709,818019.132701837,811.51361,62971.27344
pearson,Muscle,Cholesterol sulfate,portal blood,IL-17F,mfi,8,8,0.9963173793191967,1.2451185169835628e-7,4.368102142763244e-4,855751.094509324,22813676.8332371,811.51361,62971.27344
pearson,Muscle,15-Keto-prostaglandin E2,portal blood,IL-17F,mfi,8,8,0.996129415593461,1.4454665694557128e-7,4.850483036112692e-4,11311.7832099775,9978740.3669797,811.51361,62971.27344
pearson,Liver,N-Glycolylglucosamine,systemic blood,IFN-gamma,mfi,14,14,0.9523029799931139,1.5333127164592055e-7,4.874236974563215e-4,8997.05435002813,256011.774201902,1067.5177,25376.40039
pearson,Muscle,"(2E,5E,12Z,15Z)-1-Hydroxy-2,5,12,15-heneicosatetraen-4-one",portal blood,IL-17F,mfi,8,8,0.9959435513013627,1.663626247004531e-7,4.874236974563215e-4,3408.74990563588,9380012.72631205,811.51361,62971.27344
pearson,Muscle,Trihydroxycoprostanoic acid,portal blood,IL-17F,mfi,8,8,0.9959249571140235,1.6865852027380177e-7,4.874236974563215e-4,3319.72172742552,168541.963467638,811.51361,62971.27344
pearson,Muscle,"1,2-Dipalmitoylphosphatidylglycerol",portal blood,IL-17F,mfi,8,8,0.9958505600353975,1.780557174314571e-7,4.874236974563215e-4,391675.276208487,14622289.3723606,811.51361,62971.27344
pearson,Muscle,Rosterolone,portal blood,IL-17F,mfi,8,8,0.9958175479920984,1.823348137125264e-7,4.874236974563215e-4,2117.85583485189,3868245.19376006,811.51361,62971.27344
pearson,Muscle,Pregnenolone,portal blood,IL-17F,mfi,8,8,0.9958055700970716,1.8390418582316296e-7,4.874236974563215e-4,1119.28881819594,1628054.06155346,811.51361,62971.27344
pearson,Muscle,"DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",portal blood,IL-17F,mfi,8,8,0.9957636874244205,1.894624374668262e-7,4.874236974563215e-4,1079.2183363519,23203.9858919025,811.51361,62971.27344
pearson,Liver,1-Stearoylglycerophosphoglycerol,systemic blood,IFN-gamma,mfi,14,14,0.9466387380095945,2.969354384426254e-7,7.28464306577651e-4,42737.2050955882,1089548.40575435,1067.5177,25376.40039
pearson,Muscle,Mammea E/BB,portal blood,IL-17F,mfi,8,8,0.9950164044909108,3.082788199083053e-7,7.28464306577651e-4,4174.6465705289,461374.058898108,811.51361,62971.27344
pearson,Liver,N-CAFFEOYLTYRAMINE,systemic blood,IL-1a,mfi,14,14,0.9460075148977118,3.1820377728383123e-7,7.28464306577651e-4,12898.5270353303,108619.82169952,1950.86621,33647.1875
pearson,Muscle,Prostaglandin D2,portal blood,IL-17F,mfi,8,8,0.9949491669975743,3.209093861575555e-7,7.28464306577651e-4,3668.72204237801,49178924.506014,811.51361,62971.27344
pearson,Muscle,Indoxyl sulfate,portal blood,IL-17F,mfi,8,8,0.9947362754645754,3.6316449508332245e-7,8.008295923008808e-4,1599576.08503276,48268441.4311654,811.51361,62971.27344
pearson,Muscle,(R)-Lipoic acid,systemic blood,IFN-gamma,mfi,14,14,0.9444844017619198,3.7475466808248993e-7,8.034323689612936e-4,228686.923406221,1260745.06118071,1067.5177,25376.40039
pearson,Muscle,Lithocholic acid,portal blood,IL-17F,mfi,8,8,0.9944693974739504,4.2116684309055485e-7,8.750882808197078e-4,1646.71900622532,38432.8367521015,811.51361,62971.27344
pearson,Muscle,Lumazine,portal blood,IL-17F,mfi,8,8,0.9944272545695806,4.308545565062049e-7,8.750882808197078e-4,6760.68574410792,353792.337228161,811.51361,62971.27344
pearson,Muscle,Annoglabasin F,portal blood,IL-17F,mfi,8,8,0.9942274105319526,4.788173426760861e-7,9.241806010056472e-4,823438.397287905,35088822.9560532,811.51361,62971.27344
pearson,Muscle,7-Methylhypoxanthine,portal blood,IL-17F,mfi,8,8,0.9942267795800039,4.789741388990139e-7,9.241806010056472e-4,38929.4348861281,103120250.24676,811.51361,62971.27344
pearson,Muscle,L-Lysine,systemic blood,IFN-gamma,mfi,14,14,0.9415797405047863,5.056767002762033e-7,9.51905554324814e-4,37463484.5204828,166140915.900035,1067.5177,25376.40039
pearson,Liver,N~2~-(1-Carboxyethyl)-N~5~-(diaminomethylene)ornithine,systemic blood,IL-6,mfi,14,14,0.9411066268686391,5.302003178338246e-7,9.743062031051092e-4,6875.92808547572,1515097.168187,1981.80176,13671.38867
pearson,Muscle,2-Naphthalenesulfonic acid,portal blood,IL-17F,mfi,8,8,0.993803059349237,5.921767532141358e-7,0.0010628884142573722,94206.6472568992,2826931.98955143,811.51361,62971.27344
pearson,Liver,"PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",systemic blood,IL-1a,mfi,14,14,0.9396072888398109,6.144971448064259e-7,0.0010778838553672716,88231.6868936935,6801018.90716566,1950.86621,33647.1875
pearson,Muscle,1-Piperideine,systemic blood,IFN-gamma,mfi,14,14,0.9391102187254535,6.447707904859132e-7,0.001105853546882284,13826493.0465081,62862818.2967969,1067.5177,25376.40039
pearson,Liver,N-Glycolylneuraminic acid,systemic blood,IFN-gamma,mfi,14,14,0.936087632830214,8.56574092101257e-7,0.0014371823571385873,3625352.85850034,18860824.3676674,1067.5177,25376.40039
pearson,Muscle,Isoelemicin,systemic blood,IL-6,mfi,14,14,0.9354280551634322,9.096808653035212e-7,0.0014938121103005482,4466.31240415866,251104.622384664,1981.80176,13671.38867
pearson,Liver,Deoxycytidine,portal blood,IL-10,mfi,8,8,0.9925076175132742,1.0455774267047554e-6,0.0016468911386341432,165214.19239366899,1556188.64293742,2581.14136,23233.7168
pearson,Liver,amidinoproclavaminic acid,portal blood,IL-10,mfi,8,8,0.9925076175132742,1.0455774267047554e-6,0.0016468911386341432,165214.19239366899,1556188.64293742,2581.14136,23233.7168
pearson,Liver,N-CAFFEOYLTYRAMINE,systemic blood,IL-1a,concentration_pg_ml,13,13,0.9454003109408865,1.0863507058746501e-6,0.0016768909495881099,12898.5270353303,108619.82169952,8.102720967125885,325.5216403276355
pearson,Liver,18-Hydroxycortisol,systemic blood,IL-1a,mfi,14,14,0.931779782623936,1.2549275763330888e-6,0.0018991237321840744,33150.8992302823,5498984.85105971,1950.86621,33647.1875
pearson,Muscle,etamiphylline,portal blood,IL-6,mfi,8,8,0.9919404466496174,1.30090043342135e-6,0.0019308364509896116,6514.06327401992,1565827.97026733,4212.57422,82863.64844
pearson,Muscle,L-Asparagine,portal blood,IL-17F,mfi,8,8,0.9918086519874386,1.3656336729993672e-6,0.0019886718279639843,261157.698746959,3275415.13581671,811.51361,62971.27344
pearson,Muscle,Hypotaurine,portal blood,IL-17F,mfi,8,8,0.9915325755913201,1.508106050732688e-6,0.002155474536954609,781218.719955253,15573638.3703362,811.51361,62971.27344
pearson,Muscle,Dihydronepetalactone,portal blood,IL-17F,mfi,8,8,0.9914329409613164,1.5618546931902355e-6,0.0021917080949167703,237221.427602596,3140296.84040371,811.51361,62971.27344
pearson,Muscle,"PG(18:0/20:4(5Z,8Z,11Z,14Z))",portal blood,IL-17F,mfi,8,8,0.99126255949974,1.6566942931302424e-6,0.0022832797418534307,76299.2816891811,23107499.6629394,811.51361,62971.27344
pearson,Muscle,etamiphylline,portal blood,IL-6,concentration_pg_ml,8,8,0.9911250338824417,1.735980569584407e-6,0.0023505786028162196,6514.06327401992,1565827.97026733,52.928190916086855,2630.567917196553
pearson,Liver,N-acetyl-9-O-acetylneuraminic acid,systemic blood,IFN-gamma,mfi,14,14,0.9276556151122208,1.768570648591146e-6,0.0023534186665218042,62612.6779714368,384842.148594494,1067.5177,25376.40039
pearson,Muscle,Dracunculin,portal blood,IL-17F,mfi,8,8,0.9902594571580249,2.2935666959272274e-6,0.0029922737767984478,4240.99124676066,95063.3682183435,811.51361,62971.27344
pearson,Liver,PC(16:0/16:1(9Z)),systemic blood,IL-17F,mfi,14,14,0.92417752322666,2.3262040244610892e-06,0.0029922737767984478,13478.7014820961,450287.271532054,1297.72559,11042.40039
pearson,Muscle,propyl propanethiosulfinate,portal blood,IL-6,mfi,8,8,0.9899950721812313,2.4849482921496914e-6,0.0031440706424280852,13560.2225495967,1140979.46859046,4212.57422,82863.64844
pearson,Muscle,propyl propanethiosulfinate,portal blood,IL-6,concentration_pg_ml,8,8,0.9897987786595569,2.6337092284212315e-6,0.0032785431975733974,13560.2225495967,1140979.46859046,52.928190916086855,2630.567917196553
pearson,Muscle,Isoelemicin,systemic blood,IL-6,concentration_pg_ml,6,6,0.9986539610715476,2.716511804701917e-6,0.0033279425569348246,4466.31240415866,251104.622384664,20.169297065345663,377.91436816350176
pearson,Muscle,Glycylleucine,systemic blood,IFN-gamma,mfi,14,14,0.9217701403829218,2.7911637729945327e-6,0.0033636609217399466,181457.680998784,781175.705206308,1067.5177,25376.40039
pearson,Liver,"PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",systemic blood,IL-1a,concentration_pg_ml,13,13,0.9347606727911176,2.832831820589486e-6,0.0033636609217399466,160554.121244539,6801018.90716566,8.102720967125885,325.5216403276355
pearson,Liver,Melatonin,portal blood,IL-17F,mfi,8,8,0.9893148296800086,3.0255020414041243e-6,0.0035380037508419746,15683.5643090989,286707.324469466,811.51361,62971.27344
pearson,Muscle,"1,28-Octacosanediyl (2E,2′E)bis[3-(3-hydroxy-4-methoxyphenyl)acrylate]",portal blood,IFN-gamma,mfi,8,8,0.989100135003933,3.2110440537288044e-6,0.003698931045772972,411127.11873483,50861346.1158088,725.81201,6794.41602
pearson,Liver,dipipanone,portal blood,IL-17F,mfi,8,8,0.9889984370520067,3.3015115334340513e-6,0.003747215590447648,1776770.14440423,20518058.8159287,811.51361,62971.27344
pearson,Liver,Cyclodopa glucoside,systemic blood,IL-1a,mfi,14,14,0.9187869225605964,3.4708847465152044e-6,0.0038823606483484566,96494.8514379049,510970.453221933,1950.86621,33647.1875
pearson,Liver,"2,6-dihydroxypyridine",systemic blood,IL-17A,mfi,14,14,0.9161221499333644,4.1879885522593195e-6,0.004617556520905348,5641062.90885893,22794894.7224821,2236.69092,3499.0564
pearson,Liver,Tetracosahexaenoic acid,systemic blood,IL-10,mfi,14,14,0.9158327655553216,4.272692421088645e-6,0.004644597198022839,125213.551109311,10253328.5257079,2005.2179,4715.10449
pearson,Liver,18-Hydroxycortisol,systemic blood,IL-1a,concentration_pg_ml,13,13,0.9288842162671406,4.500301599063064e-6,0.0047675446106403944,33150.8992302823,5498984.85105971,8.102720967125885,325.5216403276355
pearson,Muscle,"PG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",portal blood,IL-17F,mfi,8,8,0.9877898926208604,4.509338644425353e-6,0.0047675446106403944,230662.82202211,8516496.84354747,811.51361,62971.27344
pearson,Muscle,Aziridine,portal blood,IL-17F,mfi,8,8,0.9874669304012895,4.875521803131248e-6,0.005085037469806348,48699.1506487422,8392326.10896931,811.51361,62971.27344
pearson,Muscle,Methylphosphonic acid,portal blood,IL-17F,mfi,8,8,0.987268938898896,5.109492663813585e-6,0.005258008583908433,1923442.07133307,75614866.5878749,811.51361,62971.27344
pearson,Muscle,"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",portal blood,IL-17F,mfi,8,8,0.9872100817140439,5.1804564235458846e-6,0.0052608898259114655,59055.2735183348,441809.213688042,811.51361,62971.27344
pearson,Liver,Uridine,systemic blood,IL-17A,mfi,14,14,0.9124759123632253,5.362611713101902e-6,0.005375147688535127,236983318.479418,896717882.535655,2236.69092,3499.0564
pearson,Muscle,Tetracosatetraenoic acid (24:4n-6),systemic blood,GDF-15,mfi,14,14,0.9119837411179124,5.540053058761619e-6,0.005385109158107108,50117.3730290727,369229.794062594,20122.66992,120830.39062
pearson,Muscle,Uracil,portal blood,IL-17F,mfi,8,8,0.9869109849423844,5.551211220823555e-6,0.005385109158107108,1817574.44618821,21207333.5851799,811.51361,62971.27344
pearson,Muscle,Tetracosatetraenoic acid (24:4n-6),systemic blood,GDF-15,concentration_pg_ml,14,14,0.9118696421973547,5.5818700783696375e-6,0.005385109158107108,50117.3730290727,369229.794062594,92.8383732140298,669.743133000196
pearson,Muscle,Cortexolone,systemic blood,IL-1a,mfi,14,14,0.9107715519343621,5.997744284048697e-6,0.005714887701763931,3595.81688365393,181828.404576471,1950.86621,33647.1875
pearson,Liver,Bethanechol,systemic blood,IFN-gamma,mfi,14,14,0.9101121343526377,6.259481813613093e-6,0.005891546419203153,979655.994855438,3648791.2091045,1067.5177,25376.40039
pearson,Liver,Glabric acid,portal blood,IL-17F,mfi,8,8,0.9862451724055791,6.438940498497242e-6,0.00595867986986457,1853.00312210605,19118.9952741608,811.51361,62971.27344
pearson,Muscle,Glutarylcarnitine,systemic blood,TNF-alpha,mfi,14,14,0.9095140752835055,6.504909156918298e-6,0.00595867986986457,33746.9149073094,304500.540843186,938.71515,3738.94946
pearson,Liver,3-Amino-4-hydroxybenzoic acid,systemic blood,IL-17A,mfi,14,14,0.9093766120644129,6.5624227641680285e-6,0.00595867986986457,2207851.19560358,9172463.5882417,2236.69092,3499.0564
pearson,Liver,4-Oxoproline,systemic blood,IL-17A,mfi,14,14,0.9082636033126747,7.043660679611879e-6,0.00632127594479587,6052613.75655858,18650217.2778985,2236.69092,3499.0564
pearson,Liver,Deoxycytidine,portal blood,TNF-alpha,mfi,8,8,0.9856943234961772,7.240921684044309e-6,0.006321322767944931,165214.19239366899,1556188.64293742,2677.86475,14788.66895
pearson,Liver,amidinoproclavaminic acid,portal blood,TNF-alpha,mfi,8,8,0.9856943234961772,7.240921684044309e-6,0.006321322767944931,165214.19239366899,1556188.64293742,2677.86475,14788.66895
pearson,Liver,Actinonin,systemic blood,IL-17A,mfi,14,14,-0.9075600202175673,7.362548856964081e-6,0.006321322767944931,170525.744802855,4587097.95651858,2236.69092,3499.0564
pearson,Liver,(1E)-N-Hydroxy-4-(methylsulfanyl)-1-butanimine,systemic blood,IFN-gamma,mfi,14,14,0.907541008267311,7.3713274049629925e-6,0.006321322767944931,28389.6979574401,410467.957735443,1067.5177,25376.40039
pearson,Muscle,Oxalic acid,portal blood,IL-17F,mfi,8,8,0.9846682789192873,8.90646639979136e-6,0.007553857986108761,2003925.15981263,39106992.1399002,811.51361,62971.27344
pearson,Muscle,Monuron,portal blood,IL-17F,mfi,8,8,0.9843204881267877,9.523934911896474e-6,0.007928225285782478,103959.386100257,2401560.16973064,811.51361,62971.27344
pearson,Muscle,N-a-Acetyl-L-arginine,systemic blood,IFN-gamma,mfi,14,14,0.9033060500618821,9.55331629408876e-6,0.007928225285782478,125768.446502287,444892.860102038,1067.5177,25376.40039
pearson,Liver,N-Acetylserine,systemic blood,IFN-gamma,mfi,14,14,0.9029484631332537,9.759486717168252e-6,0.008013161540755804,1674508.88060686,6383429.70095558,1067.5177,25376.40039
pearson,Liver,pC-HSL,systemic blood,IL-6,mfi,14,14,0.9026242551201484,9.949553719883519e-6,0.008042622921088824,468826.464856266,3615518.41193658,1981.80176,13671.38867
pearson,Liver,7-ACA,systemic blood,IL-1a,mfi,14,14,0.9025326889778581,1.0003780777721264e-5,0.008042622921088824,225384.116413706,4333285.96149526,1950.86621,33647.1875
pearson,Muscle,"N6,N6,N6-Trimethyl-L-lysine",systemic blood,IFN-gamma,mfi,14,14,0.9023002166909961,1.014254490950162e-5,0.008070119753766342,7616258.36751686,34429922.9307045,1067.5177,25376.40039
pearson,Muscle,5-Methylcytosine,systemic blood,IFN-gamma,mfi,14,14,0.9014822383499992,1.0643414470300723e-5,0.008382231926712344,130153.28054836301,1345030.7434881,1067.5177,25376.40039
pearson,Liver,Deoxycytidine,portal blood,TNF-alpha,concentration_pg_ml,8,8,0.9829045898131828,1.2330864744204901e-5,0.009516961409577342,165214.19239366899,1556188.64293742,24.992408060414455,171.61157708184535
pearson,Liver,amidinoproclavaminic acid,portal blood,TNF-alpha,concentration_pg_ml,8,8,0.9829045898131828,1.2330864744204901e-5,0.009516961409577342,165214.19239366899,1556188.64293742,24.992408060414455,171.61157708184535
pearson,Liver,Cyclodopa glucoside,systemic blood,IL-1a,concentration_pg_ml,13,13,0.9137732740045189,1.2605905172932557e-5,0.009632908527197373,96494.8514379049,510970.453221933,8.102720967125885,325.5216403276355
pearson,Muscle,Cortexolone,systemic blood,IL-1a,concentration_pg_ml,13,13,0.9133893683940504,1.2907938200033745e-5,0.009684430961973125,3595.81688365393,181828.404576471,8.102720967125885,325.5216403276355
pearson,Liver,dCMP,systemic blood,IL-17A,mfi,14,14,0.8981144872501678,1.2924285943032287e-5,0.009684430961973125,14046.8150016071,605644.148721461,2236.69092,3499.0564
pearson,Liver,Dihydroxyacetone phosphate,systemic blood,IL-1a,mfi,14,14,0.897154286164632,1.3643265056293232e-5,0.010124876894660689,361097.710410356,2451756.60579747,1950.86621,33647.1875
pearson,Liver,Brigatinib,systemic blood,IFN-gamma,mfi,14,14,0.894764608415647,1.5575929102357017e-5,0.011449049601142043,33057.4490562355,769793.031109738,1067.5177,25376.40039
pearson,Liver,7-ACA,systemic blood,IL-1a,concentration_pg_ml,13,13,0.9098968897143995,1.5932891123699502e-5,0.011600948461576676,225384.116413706,4333285.96149526,8.102720967125885,325.5216403276355
pearson,Muscle,Homoanserine,portal blood,IL-17F,mfi,8,8,0.9810739306605029,1.670845036964017e-5,0.012051945789989051,270855.944027699,2136684.13233676,811.51361,62971.27344
pearson,Muscle,Glutarylcarnitine,systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.9237876215807008,1.779915283693283e-5,0.012609420639225427,39988.1398506242,304500.540843186,3.47434991240654,39.26422696065878
pearson,Liver,Indoleacetic acid,systemic blood,IFN-gamma,mfi,14,14,0.8922899775817326,1.7808070091676234e-5,0.012609420639225427,84030.4723853921,243534.152446783,1067.5177,25376.40039
pearson,Liver,Calcitriol,portal blood,IL-10,mfi,8,8,0.9805962858804611,1.799918603209848e-5,0.012628883435976006,35786.8499319948,644628.956889636,2581.14136,23233.7168
pearson,Muscle,Dityrosine,portal blood,IL-17F,mfi,8,8,0.9803329942846691,1.873814717731537e-5,0.013028920713019821,13893.3645278172,235169.711801099,811.51361,62971.27344
pearson,Muscle,Guvacine,systemic blood,IFN-gamma,mfi,14,14,0.8896221838030576,2.0501130389409087e-5,0.014127475387987441,6698993.94597444,21944187.0474559,1067.5177,25376.40039
pearson,Liver,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",systemic blood,IL-1a,mfi,14,14,0.8894009882436235,2.0738596921776846e-5,0.014164645224979974,145637.70389755,8009453.74353312,1950.86621,33647.1875
pearson,Muscle,15-Keto-prostaglandin E2,systemic blood,IL-17F,mfi,14,14,0.8870058427596281,2.3457250231291118e-5,0.015880969937289897,6743.52303253135,1787134.61126882,1297.72559,11042.40039
pearson,Liver,Cervonyl carnitine,portal blood,IL-17F,mfi,8,8,0.9786594546251973,2.3909990916323047e-5,0.01589333734459736,200873.249068695,657862.559182047,811.51361,62971.27344
pearson,Liver,"2-(3-thienylcarbonyl)-3-(3,4,5-trimethoxyphenyl)acrylonitrile",systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.9992636086089856,2.3985508713129433e-5,0.01589333734459736,45591.3836979467,1628197.21647227,11.89636537814015,713.1829157063515
pearson,Liver,ETHYLENE GLYCOL DIOLEATE,systemic blood,IL-17A,mfi,14,14,-0.8863680535891082,2.4228294126385237e-5,0.01589333734459736,55297.5065175783,309638.827623255,2236.69092,3499.0564
pearson,Liver,(±)18-HEPE,systemic blood,IL-17F,mfi,14,14,0.8862511093305849,2.4371894867313664e-5,0.01589333734459736,2393500.03206223,8679880.34257702,1297.72559,11042.40039
pearson,Liver,L-Acetylcarnitine,systemic blood,IL-17A,mfi,14,14,-0.8860503173250025,2.4620079094390808e-5,0.01589333734459736,156483089.948233,932079247.761572,2236.69092,3499.0564
pearson,Liver,Xanthine,systemic blood,IL-17A,mfi,14,14,0.8859771152334138,2.471107127949836e-5,0.01589333734459736,59144976.1139111,243090403.893658,2236.69092,3499.0564
pearson,Liver,"12-(7,8-Difluoro-6,11-dihydrodibenzo[b,e]thiepin-11-yl)-7-hydroxy-3,4,12,12a-tetrahydro-1H-[1,4]oxazino[3,4-c]pyrido[2,1-f][1,2,4]triazine-6,8-dione",systemic blood,IL-6,mfi,14,14,0.8856339990497761,2.51412477605535e-5,0.01603637605090512,34638.4614876491,201444.726152725,1981.80176,13671.38867
pearson,Muscle,Diphenylamine,portal blood,IL-17F,mfi,8,8,0.9779937977330333,2.6204730392144693e-5,0.01657771386611252,176677.274964589,2790966.10951779,811.51361,62971.27344
pearson,Liver,"N,4-Dinitroso-N-methylaniline",systemic blood,IL-17A,mfi,14,14,0.8845718776107586,2.651185725701742e-5,0.016635651569891094,22644.2758123243,941381.07504716,2236.69092,3499.0564
pearson,Liver,"2-(3-thienylcarbonyl)-3-(3,4,5-trimethoxyphenyl)acrylonitrile",systemic blood,IFN-gamma,mfi,14,14,0.884207944983311,2.699530533297497e-5,0.016776225628994692,40246.2582954608,1628197.21647227,1067.5177,25376.40039
pearson,Muscle,Ketorolac,systemic blood,IL-17F,mfi,14,14,0.8839609548765167,2.7327493801283213e-5,0.016776225628994692,67866.7874330399,507407.949528807,1297.72559,11042.40039
pearson,Liver,2-Piperidinone,portal blood,IL-17F,mfi,8,8,0.9776530170877047,2.7434005302540323e-5,0.016776225628994692,246088.971773463,1877394.90583812,811.51361,62971.27344
pearson,Liver,Stearic acid,systemic blood,IFN-gamma,mfi,14,14,0.8837562426313321,2.7605346655640402e-5,0.016776225628994692,216289326.216412,614702590.136895,1067.5177,25376.40039
pearson,Liver,Ethylmalonic acid,systemic blood,IFN-gamma,mfi,14,14,0.8826206705361922,2.9188907442974545e-5,0.017599999034756057,135450.07602455,471458.681388329,1067.5177,25376.40039
pearson,Liver,Urocanic acid,portal blood,GDF-15,concentration_pg_ml,8,8,0.9770852831285329,2.9565798722823662e-5,0.01761271641463821,269660.375936007,742963.412130098,539.243926392015,2125.05514624343
pearson,Liver,N-Glycolylneuraminic acid,systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.9991514888291386,2.9666404948211543e-5,0.01761271641463821,5706703.80675382,18860824.3676674,11.89636537814015,713.1829157063515
pearson,Liver,Urocanic acid,portal blood,GDF-15,mfi,8,8,0.9769586558755832,3.005577843636529e-5,0.017707671600905903,269660.375936007,742963.412130098,98623.61719,358836.4375
pearson,Liver,Indoleacetic acid,portal blood,IL-17F,mfi,8,8,0.976799813075794,3.0677985778874624e-5,0.017937325321314725,90918.7295169751,236867.692221927,811.51361,62971.27344
pearson,Muscle,"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",portal blood,IL-17F,mfi,8,8,0.9766375451772642,3.1322363512201395e-5,0.01816656516082002,22703.942259467,4464674.82945446,811.51361,62971.27344
pearson,Liver,N-Acetyl-L-aspartic acid,systemic blood,IFN-gamma,mfi,14,14,0.8810236981368734,3.154081020406689e-5,0.01816656516082002,2945820.31751839,21322815.2045974,1067.5177,25376.40039
pearson,Liver,Galactosylhydroxylysine,portal blood,IL-10,mfi,8,8,0.9763195181702666,3.261116087025424e-5,0.018643921451601646,344829.21432933,820282.099431462,2581.14136,23233.7168
pearson,Muscle,Allyl propyl disulfide,portal blood,IL-6,concentration_pg_ml,8,8,0.9761356118676624,3.3372224887240854e-5,0.018938737623509186,15738.0634914508,1220317.09195838,52.928190916086855,2630.567917196553
