correlation_method,metabolite_tissue,metabolite,cytokine_sampling_tissue,cytokine,cytokine_measurement,n,n_unique_samples,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,cytokine_min,cytokine_max
spearman,Muscle,Allyl Methyl Sulfide,systemic blood,IL-10,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,3734.04882884901,8292.5336009187,2005.2179,4715.10449
spearman,Muscle,Caproylcholine,systemic blood,IL-6,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,1432046.2602556,19937373.6288955,1981.80176,13671.38867
spearman,Muscle,Capryloylglycine,systemic blood,IL-1a,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,46565.5602213971,200370.850040511,1950.86621,33647.1875
spearman,Muscle,Chenodeoxycholic acid,systemic blood,IL-1a,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,30111.7290216803,684921.581197788,1950.86621,33647.1875
spearman,Muscle,Cytidine monophosphate,systemic blood,IL-7,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,204862.5150962,4914393.83755029,1924.44104,4585.66553
spearman,Muscle,DROMOSTANOLONE TETRAHYDROPYRANYL ETHER,systemic blood,TNF-alpha,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,12015.842158629801,100344.452399573,938.71515,3738.94946
spearman,Muscle,Encelin,systemic blood,IL-17A,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,109362.953405734,206740.685917211,2236.69092,3499.0564
spearman,Muscle,Furfuranol,systemic blood,IL-17A,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,31264.6046665586,334639.737386812,2236.69092,3499.0564
spearman,Muscle,Guanosine diphosphate mannose,systemic blood,GDF-15,concentration_pg_ml,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,49120.2373277176,263497.443654454,92.8383732140298,669.743133000196
spearman,Muscle,Guanosine diphosphate mannose,systemic blood,GDF-15,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,49120.2373277176,263497.443654454,20122.66992,120830.39062
spearman,Muscle,Guanosine monophosphate,systemic blood,IL-17A,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,5760115.76323591,28150460.909294,2236.69092,3499.0564
spearman,Muscle,Indoxyl sulfate,systemic blood,IL-17F,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,779716.196315326,18820537.027422,1297.72559,11042.40039
spearman,Muscle,L-Glutamine,systemic blood,GDF-15,concentration_pg_ml,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,77756103.937164,139279938.36627,92.8383732140298,669.743133000196
spearman,Muscle,L-Glutamine,systemic blood,GDF-15,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,77756103.937164,139279938.36627,20122.66992,120830.39062
spearman,Muscle,LysoPC(20:0/0:0),systemic blood,TNF-alpha,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,58775.0135356968,209020.872157901,938.71515,3738.94946
spearman,Muscle,"LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)",systemic blood,IL-17A,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,82577.7781745213,330050.395929317,2236.69092,3499.0564
spearman,Muscle,N-Acetyl-D-lactosamine,systemic blood,TNF-alpha,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,56113.6365569535,183222.916774416,938.71515,3738.94946
spearman,Muscle,N-Formylglycine,systemic blood,IL-10,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,201320.891023697,2438157.63905383,2005.2179,4715.10449
spearman,Muscle,Netilmicin,systemic blood,TNF-alpha,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,479915.578527179,3285242.62663826,938.71515,3738.94946
spearman,Muscle,O-methoxycatechol-O-sulphate,systemic blood,GDF-15,concentration_pg_ml,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,14117.1863058639,812472.472139503,92.8383732140298,669.743133000196
spearman,Muscle,O-methoxycatechol-O-sulphate,systemic blood,GDF-15,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,14117.1863058639,812472.472139503,20122.66992,120830.39062
spearman,Muscle,O-ureido-D-serine,systemic blood,IFN-gamma,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,3837.28582175035,338218.750391175,1067.5177,25376.40039
spearman,Muscle,O-ureido-D-serine,systemic blood,IL-17F,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,3837.28582175035,338218.750391175,1297.72559,11042.40039
spearman,Muscle,"PC(16:0/18:4(6Z,9Z,12Z,15Z))",systemic blood,IL-6,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,2331.18104093199,13971842.6036383,1981.80176,13671.38867
spearman,Muscle,PC(18:1(9Z)/15:0),systemic blood,IL-1a,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,379471.796216073,3820804.2185759,1950.86621,33647.1875
spearman,Muscle,"PC(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",systemic blood,IL-10,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,213883.210499654,1746842.0244309,2005.2179,4715.10449
spearman,Muscle,PE(16:0/20:0),systemic blood,GDF-15,concentration_pg_ml,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,669165.725971855,1314094.0853687201,92.8383732140298,669.743133000196
spearman,Muscle,PE(16:0/20:0),systemic blood,GDF-15,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,669165.725971855,1314094.0853687201,20122.66992,120830.39062
spearman,Muscle,"PG(16:0/18:2(9Z,12Z))",systemic blood,IL-6,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,1699059.73400306,6802060.56352703,1981.80176,13671.38867
spearman,Muscle,"PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",systemic blood,IL-17A,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,350548.244299451,2502401.90767018,2236.69092,3499.0564
spearman,Muscle,"PS(18:0/18:2(9Z,12Z))",systemic blood,IL-1a,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,60812.0206939224,3055475.10492711,1950.86621,33647.1875
spearman,Muscle,Pentadecanoic acid,systemic blood,IL-17A,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,445199.91391694703,1031656.52035412,2236.69092,3499.0564
spearman,Muscle,Pregnanetriol,systemic blood,IL-7,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,15672.8971066682,506240.066211708,1924.44104,4585.66553
spearman,Muscle,Pteroic acid,systemic blood,IL-1a,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,7551.25357027989,50488.8043135746,1950.86621,33647.1875
spearman,Muscle,"Pyrido[3,4-c]psoralen",systemic blood,TNF-alpha,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,31920.9322402677,172800.936528252,938.71515,3738.94946
spearman,Muscle,Rolgamidine,systemic blood,TNF-alpha,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,1895037.61820795,6534021.06499486,938.71515,3738.94946
spearman,Muscle,Stearic acid,systemic blood,IL-17A,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,162142125.46823,314259813.52598,2236.69092,3499.0564
spearman,Muscle,Valeric acid,systemic blood,IL-10,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,1796693.71855288,8189720.88448625,2005.2179,4715.10449
spearman,Muscle,Valine-C13N15,systemic blood,IL-10,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,681894.050292715,956436.9508473284,2005.2179,4715.10449
spearman,Muscle,glu-thr,systemic blood,IL-10,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,163911.704185938,541514.53950871,2005.2179,4715.10449
spearman,Muscle,pe (39:7),systemic blood,IL-10,mfi,14,14,-0.48131868131868133,0.08141829504280487,0.5452376582562847,13175.1046170483,91737.9099629429,2005.2179,4715.10449
spearman,Muscle,sphingosylphosphorylcholine,systemic blood,IL-6,mfi,14,14,0.48131868131868133,0.08141829504280487,0.5452376582562847,9707.38046102243,126560.800389142,1981.80176,13671.38867
spearman,Liver,(R)-2-Benzylsuccinate,systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,617381.984484307,865435.797742211,0.2533119267556477,2.5477463523373465
spearman,Liver,2-Pyrocatechuic acid,systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,20960.3586356484,61018.9434002242,0.2533119267556477,2.5477463523373465
spearman,Liver,4-Oxoproline,systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,7508231.83265327,18650217.2778985,0.2533119267556477,2.5477463523373465
spearman,Liver,Curcumene,systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,162119.749599715,2651543.6730297,0.2533119267556477,2.5477463523373465
spearman,Liver,D-Glucono-δ-lactone,systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,566180.871263528,1847651.44453023,0.2533119267556477,2.5477463523373465
spearman,Liver,Heptadecanoic acid,systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,16200351.4708515,31722621.6023097,0.2533119267556477,2.5477463523373465
spearman,Liver,Limocitrol,systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,331829.530926197,2360213.61588076,0.2533119267556477,2.5477463523373465
spearman,Liver,LysoPC(18:0/0:0),systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,157922466.541161,348359044.041008,0.2533119267556477,2.5477463523373465
spearman,Liver,"LysoPC(22:4(7Z,10Z,13Z,16Z)/0:0)",systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,86840.0817911279,385009.511415224,0.2533119267556477,2.5477463523373465
spearman,Liver,"PG(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,51463.0284941514,110466.142880185,0.2533119267556477,2.5477463523373465
spearman,Liver,"PI(18:0/20:4(8Z,11Z,14Z,17Z))",systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,151445.425043683,5672348.89508363,0.2533119267556477,2.5477463523373465
spearman,Liver,Riboflavin,systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,359168.394468643,1131463.47149469,0.2533119267556477,2.5477463523373465
spearman,Liver,pentahomomethionine,systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,35194.824654209,105762.809040282,0.2533119267556477,2.5477463523373465
spearman,Muscle,"LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)",systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,82577.7781745213,257064.55121948,0.2533119267556477,2.5477463523373465
spearman,Muscle,"PE(20:0/22:5(7Z,10Z,13Z,16Z,19Z))",systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,1924.2757241183,748628.563448751,0.2533119267556477,2.5477463523373465
spearman,Muscle,Pregnanetriol,systemic blood,IL-7,concentration_pg_ml,10,10,0.5757575757575757,0.08155281477260244,0.5453341053673069,15672.8971066682,506240.066211708,0.2533119267556477,2.5477463523373465
spearman,Muscle,oxiracetam,systemic blood,IL-7,concentration_pg_ml,10,10,-0.5757575757575757,0.08155281477260244,0.5453341053673069,5159376.57325586,12958493.316921,0.2533119267556477,2.5477463523373465
spearman,Liver,4-Guanidinobutanoic acid,systemic blood,IL-1a,concentration_pg_ml,13,13,-0.5,0.08186423116569437,0.5469899888640196,1561936.3340257,10988294.2254978,8.102720967125885,325.5216403276355
spearman,Liver,"5-(2-Thienyl)-3,4,7,7a-tetrahydrocyclopenta[b]pyran-6(2H)-one",systemic blood,IL-1a,concentration_pg_ml,13,13,0.5,0.08186423116569437,0.5469899888640196,1524005.5730569,3286943.75306567,8.102720967125885,325.5216403276355
spearman,Liver,Ala-Tyr,systemic blood,IL-1a,concentration_pg_ml,13,13,-0.5,0.08186423116569437,0.5469899888640196,1616124.36289681,52367279.5536221,8.102720967125885,325.5216403276355
spearman,Liver,LysoPE(22:0/0:0),systemic blood,IL-1a,concentration_pg_ml,13,13,0.5,0.08186423116569437,0.5469899888640196,1182618.94562841,3885013.59799545,8.102720967125885,325.5216403276355
spearman,Liver,S-3-oxodecanoyl cysteamine,systemic blood,IL-1a,concentration_pg_ml,13,13,-0.5,0.08186423116569437,0.5469899888640196,71171.7574608133,753658.972351825,8.102720967125885,325.5216403276355
spearman,Muscle,7-Sulfocholic acid,systemic blood,IL-1a,concentration_pg_ml,13,13,0.5,0.08186423116569437,0.5469899888640196,4477.14730053874,297738.611223477,8.102720967125885,325.5216403276355
spearman,Muscle,Acetylglycine,systemic blood,IL-1a,concentration_pg_ml,13,13,-0.5,0.08186423116569437,0.5469899888640196,266876.198909453,4398907.29884936,8.102720967125885,325.5216403276355
spearman,Muscle,Alpha-Lactose,systemic blood,IL-1a,concentration_pg_ml,13,13,-0.5,0.08186423116569437,0.5469899888640196,524492.384410085,2532845.87429418,8.102720967125885,325.5216403276355
spearman,Muscle,"PE(16:0/20:4(5Z,8Z,11Z,14Z))",systemic blood,IL-1a,concentration_pg_ml,13,13,0.5,0.08186423116569437,0.5469899888640196,1719496.52472448,7364954.01472981,8.102720967125885,325.5216403276355
spearman,Liver,"(10E,12Z)-10,12-Hexadecadienal",systemic blood,IL-17F,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,93083.412832063,800145.021784153,1297.72559,11042.40039
spearman,Liver,(±)-Tartaric acid,systemic blood,IL-7,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,11365.6608481327,289861.480953702,1924.44104,4585.66553
spearman,Liver,"1-(1Z-octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",systemic blood,IFN-gamma,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,115072.292230252,3477737.7920667,1067.5177,25376.40039
spearman,Liver,1-Stearoyl lysophosphatidic acid,systemic blood,IFN-gamma,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,6050.05454961529,1390321.17128729,1067.5177,25376.40039
spearman,Liver,1-Stearoyl lysophosphatidic acid,systemic blood,IL-10,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,6050.05454961529,1390321.17128729,2005.2179,4715.10449
spearman,Liver,1-oleoyl-2-arachidonoyl-sn-glycero-3-phospho-L-serine,systemic blood,IL-1a,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,283737.230931257,2812307.92858552,1950.86621,33647.1875
spearman,Liver,11(R)-HETE,systemic blood,GDF-15,concentration_pg_ml,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,2164229.40088699,18668462.6140348,92.8383732140298,669.743133000196
spearman,Liver,11(R)-HETE,systemic blood,GDF-15,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,2164229.40088699,18668462.6140348,20122.66992,120830.39062
spearman,Liver,"15-Keto-13,14-dihydroprostaglandin A2",systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,590703.910722517,2733992.01935127,1981.80176,13671.38867
spearman,Liver,2-Amino-4-[(3-aminopropyl)amino]butanoic acid,systemic blood,IL-1a,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,88371066.8875382,181984347.359459,1950.86621,33647.1875
spearman,Liver,2-Methylthiazolidine,systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,712311.39198613,4220177.89587655,1981.80176,13671.38867
spearman,Liver,"3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate",systemic blood,IL-17F,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,368312.44472081,1024039.03168168,1297.72559,11042.40039
spearman,Liver,3-Amino-4-hydroxybenzoic acid,systemic blood,IFN-gamma,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,2207851.19560358,9172463.5882417,1067.5177,25376.40039
spearman,Liver,3-Hydroxyhexadecadienoylcarnitine,systemic blood,IL-17F,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,107340.889159393,20535184.6184992,1297.72559,11042.40039
spearman,Liver,3-Nitrosothiazolidine,systemic blood,IL-17F,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,384322.736202498,3078137.60365188,1297.72559,11042.40039
spearman,Liver,3-Tropanol,systemic blood,IL-1a,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,343019.607866172,1020599.7343317,1950.86621,33647.1875
spearman,Liver,4-Oxoproline,systemic blood,IL-10,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,6052613.75655858,18650217.2778985,2005.2179,4715.10449
spearman,Liver,5-Hydroxymethyl-4-methyluracil,systemic blood,IL-17A,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,693925.951357654,1772545.02803082,2236.69092,3499.0564
spearman,Liver,5-methyl-2-nitro-N'-(pyridin-3-ylmethylene)benzohydrazide,systemic blood,IL-10,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1037508.56913241,2274211.05012943,2005.2179,4715.10449
spearman,Liver,6-Keto-prostaglandin F1a,systemic blood,IL-1a,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,87559.0892084342,968274.1834137,1950.86621,33647.1875
spearman,Liver,"Adenosine 3',5'-diphosphate",systemic blood,IL-17F,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1935040.69747319,43049790.9801329,1297.72559,11042.40039
spearman,Liver,Arg-Gly,systemic blood,IFN-gamma,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,226841.252682819,683246.313417224,1067.5177,25376.40039
spearman,Liver,Cinnamoylglycine,systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,4488981.03910452,14988896.9461825,1981.80176,13671.38867
spearman,Liver,Creatinine,systemic blood,IL-10,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,16977619.640465,42126038.3091096,2005.2179,4715.10449
spearman,Liver,"DG(14:0/18:3(9Z,12Z,15Z)/0:0)",systemic blood,TNF-alpha,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,41927.5170718421,247487.492664017,938.71515,3738.94946
spearman,Liver,DL-Glutamic acid,systemic blood,IL-1a,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,421291.147448637,702025.041760549,1950.86621,33647.1875
spearman,Liver,DL-Glutamine,systemic blood,IL-7,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,23830.0253440096,33848333.6621941,1924.44104,4585.66553
spearman,Liver,Decanoylcarnitine,systemic blood,IFN-gamma,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,81831.2139351638,2040353.66635109,1067.5177,25376.40039
spearman,Liver,Diethyl tartrate,systemic blood,IL-7,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,28772.4007843361,429577.352232224,1924.44104,4585.66553
spearman,Liver,Docosahexaenoic acid,systemic blood,GDF-15,concentration_pg_ml,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,327546982.916038,1915003542.16362,92.8383732140298,669.743133000196
spearman,Liver,Docosahexaenoic acid,systemic blood,GDF-15,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,327546982.916038,1915003542.16362,20122.66992,120830.39062
spearman,Liver,Ethyl glucuronide,systemic blood,IL-7,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1942270.55603743,31716819.9451427,1924.44104,4585.66553
spearman,Liver,Flavin mononucleotide,systemic blood,IL-1a,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,19923.4754248209,234206.461617895,1950.86621,33647.1875
spearman,Liver,Fluoxetine,systemic blood,IL-1a,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,58726.2269192915,657326.924552637,1950.86621,33647.1875
spearman,Liver,Glycylglutamine,systemic blood,IL-1a,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,101833.259748252,1485070.69862749,1950.86621,33647.1875
spearman,Liver,Heptadecanoic acid,systemic blood,IL-10,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,13953783.0190394,33662165.0829466,2005.2179,4715.10449
spearman,Liver,Isoleucyl-Tyrosine,systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,135678.039734255,1027169.81241776,1981.80176,13671.38867
spearman,Liver,Juglone glucoside,systemic blood,IL-1a,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,160228.907890436,1063840.66214316,1950.86621,33647.1875
spearman,Liver,L-Allothreonine,systemic blood,IL-17F,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,5904706.28354515,16647393.9707636,1297.72559,11042.40039
spearman,Liver,L-Pyroglutamic acid,systemic blood,IL-1a,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,421291.147448637,702025.041760549,1950.86621,33647.1875
spearman,Liver,LysoPC(14:0/0:0),systemic blood,IL-7,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1470818.79154172,7237082.42960882,1924.44104,4585.66553
spearman,Liver,LysoPE(0:0/20:0),systemic blood,IL-10,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1020129.82861462,3176173.64049423,2005.2179,4715.10449
spearman,Liver,Momordicilin,systemic blood,TNF-alpha,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,915648.721169156,4882276.65106919,938.71515,3738.94946
spearman,Liver,N-Nitrosoproline,systemic blood,IL-17F,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,317334.321683375,2197335.12463105,1297.72559,11042.40039
spearman,Liver,N1-[2-(4-Pyridyl)ethyl]ethanimidamide,systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,31735.0828200363,4338428.87531057,1981.80176,13671.38867
spearman,Liver,Oleamide,systemic blood,IL-17F,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,170333.24211885,2555939.25999134,1297.72559,11042.40039
spearman,Liver,Oxidized glutathione,systemic blood,IL-17F,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1777704.37179617,10091452.2518231,1297.72559,11042.40039
spearman,Liver,PE(16:1(9Z)/16:0),systemic blood,IL-6,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,73870.3272930087,3740006.29794649,1981.80176,13671.38867
spearman,Liver,"PE(18:0/20:4(8Z,11Z,14Z,17Z))",systemic blood,IFN-gamma,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,17576531.8470046,70205565.4749354,1067.5177,25376.40039
spearman,Liver,"PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",systemic blood,TNF-alpha,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,134552.808585678,1200056.59148475,938.71515,3738.94946
spearman,Liver,Pentadecanoic acid,systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,16354884.5893078,44049975.0190868,1981.80176,13671.38867
spearman,Liver,Rosmarinic acid,systemic blood,IFN-gamma,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,7413.83118153816,19881.7116398382,1067.5177,25376.40039
spearman,Liver,S-Adenosylmethionine,systemic blood,IL-7,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,6314104.95154828,11869833.8913749,1924.44104,4585.66553
spearman,Liver,S-Allyl-L-cysteine,systemic blood,TNF-alpha,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,610349.997055008,15178600.0756272,938.71515,3738.94946
spearman,Liver,Thiophene,systemic blood,IL-7,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,175844.928398687,2230354.89108794,1924.44104,4585.66553
spearman,Liver,Uridine,systemic blood,IL-7,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,236983318.479418,896717882.535655,1924.44104,4585.66553
spearman,Liver,Xylitol,systemic blood,IL-1a,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,3480.33969158977,439498.92336265,1950.86621,33647.1875
spearman,Liver,c20:7,systemic blood,IL-10,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,1552177.84917092,29897430.5429362,2005.2179,4715.10449
spearman,Liver,pe (39:7),systemic blood,IL-1a,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,235658.768254619,893224.322970654,1950.86621,33647.1875
spearman,Liver,vinyl sulfide,systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,712311.39198613,4220177.89587655,1981.80176,13671.38867
spearman,Muscle,"(4R,5S,6R)-4-Amino-5,6-dihydroxy-2-oxo-7-(phosphonooxy)heptanoic acid",systemic blood,IL-17F,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,372378.062403506,1071344.58014397,1297.72559,11042.40039
spearman,Muscle,1-Methylhistidine,systemic blood,IL-6,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,234695.349496663,5985437.8112482,1981.80176,13671.38867
spearman,Muscle,2-O-Methylascorbic acid,systemic blood,IFN-gamma,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,22851.0983836199,1443584.81955208,1067.5177,25376.40039
spearman,Muscle,3-Methylglutaconic acid,systemic blood,TNF-alpha,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,41597.4445210409,5331655.68943,938.71515,3738.94946
spearman,Muscle,Aldosterone,systemic blood,IL-6,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,48100.1093579551,293030.798359909,1981.80176,13671.38867
spearman,Muscle,Allantoin,systemic blood,IL-7,mfi,14,14,0.47692307692307695,0.08464843419468661,0.5491878915800164,2661598.73100801,16346851.8587025,1924.44104,4585.66553
spearman,Muscle,Carbamoyl phosphate,systemic blood,IL-17A,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,868102.456017426,2704430.68101666,2236.69092,3499.0564
spearman,Muscle,"DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",systemic blood,IFN-gamma,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1203.89827325599,113630.080017866,1067.5177,25376.40039
spearman,Muscle,DL-Ornithine,systemic blood,IL-6,mfi,14,14,-0.47692307692307695,0.08464843419468661,0.5491878915800164,1318978.62341378,3332115.11586335,1981.80176,13671.38867
