"contrast","direction","gene.id","baseMean","log2FoldChange","pvalue","padj"
"young CD vs old CD","Downregulated","Gm14391",70.2083161919877,-0.919678198517177,0.0238131896471063,0.0768760373409644
"young CD vs old CD","Downregulated","A930011G23Rik",15.7327823457011,-0.994717929084028,0.0239245102457037,0.0771847781375271
"young CD vs old CD","Downregulated","Gm5532",85.0927106340074,-1.70048651789835,0.0241175047723013,0.0777211049675957
"young CD vs old CD","Downregulated","BC025446",9.40622678421215,-6.76030971507764,0.0241223398334704,0.0777211049675957
"young CD vs old CD","Downregulated","Fam208b",526.48357200133,-0.25455192221386,0.0243630957407207,0.0783088139386589
"young CD vs old CD","Downregulated","Gm17501",26.3842348785703,-0.65607162849447,0.0245193083857963,0.0787423427669155
"young CD vs old CD","Downregulated","Zfp120",478.039256043537,-0.263145598947024,0.0248874536608218,0.0795611689897601
"young CD vs old CD","Downregulated","2010300C02Rik",8.17207029802106,-1.24873785665418,0.0254326935105778,0.0809885363021268
"young CD vs old CD","Downregulated","Gm10123",137.14058448293,-0.545471411350584,0.0256960757397997,0.0816511334796951
"young CD vs old CD","Downregulated","Zfp948",129.233156735465,-0.376268972927914,0.026285639477023,0.0831231179055463
"young CD vs old CD","Downregulated","Gm12725",16.309377749327,-1.3332807475404,0.0272629780405509,0.0854886288115648
"young CD vs old CD","Downregulated","Diap2",194.764649564349,-0.335325856814632,0.0272887462170662,0.0855155509239119
"young CD vs old CD","Downregulated","Gm22009",80.3924455150216,-0.50139254874255,0.0281445640005066,0.087657847750945
"young CD vs old CD","Downregulated","Lilrb4",19.3514938290435,-1.50560732614236,0.0282212880398772,0.0878226971611945
"young CD vs old CD","Downregulated","Ero1lb",142.863507862852,-0.405146414653023,0.0283968470283445,0.088220255193487
"young CD vs old CD","Downregulated","Zfp958",192.267946116064,-0.353818474121272,0.0284801015050654,0.0883487578313261
"young CD vs old CD","Downregulated","Gm8923",66.3585015541072,-0.661558853889581,0.0295545664072009,0.0907852817040171
"young CD vs old CD","Downregulated","Zfp960",188.501797535572,-0.404141280141654,0.0296255247230656,0.0908897800263128
"young CD vs old CD","Downregulated","Cd244",7.15001546929542,-1.26169996738097,0.0296870269833098,0.0910217194921292
"young CD vs old CD","Downregulated","Atp5f1",14367.7998916126,-0.17461559264952,0.0297447093756832,0.0911382067997464
"young CD vs old CD","Downregulated","Gm7332",10.9215086974623,-1.11183028842173,0.0309630885451735,0.0940551597103695
"young CD vs old CD","Downregulated","Gm10182",7.14325626329067,-1.00099800645713,0.0311990093851135,0.0944220942091905
"young CD vs old CD","Downregulated","March7",1502.93556635209,-0.202808945253032,0.0315443476388171,0.0951181409673199
"young CD vs old CD","Downregulated","Sep15",2645.49031447472,-0.330839519116367,0.031649067231896,0.0953735822707655
"young CD vs old CD","Downregulated","Pydc4",25.7645581830022,-0.850824936753935,0.0319033934162126,0.0959832478099747
"young CD vs old CD","Downregulated","Dak",85.8475957855336,-0.580246026801836,0.0320422693083489,0.0962703643614995
"young CD vs old CD","Downregulated","Gm10451",8.18364835655207,-1.0473024519858,0.0325174649639977,0.0973545599804294
"young CD vs old CD","Downregulated","Gm1976",74.1116461108768,-0.384052431062807,0.0328203789089759,0.0978842937036791
"young CD vs old CD","Downregulated","Gm9797",9.15581680807981,-1.5500344878966,0.034130277765536,0.100934553415987
"young CD vs old CD","Downregulated","Gm11756",38.8564098384054,-0.475044462787168,0.034423953007599,0.101558916517023
"young CD vs old CD","Downregulated","H2afz",1820.44389071325,-0.256375976880865,0.0350847350578396,0.102993824549391
"young CD vs old CD","Downregulated","3110083C13Rik",14.4491393808197,-0.811224729753798,0.0353090579502239,0.103467173981571
"young CD vs old CD","Downregulated","Gm28187",16.3085753845221,-1.0857733249231,0.0353911016032341,0.10364587045597
"young CD vs old CD","Downregulated","Amica1",13.6301428479742,-0.813094717726604,0.0356009055937508,0.104007905222953
"young CD vs old CD","Downregulated","Ufd1l",1357.2742936936,-0.158060772966487,0.035606309896146,0.104007905222953
"young CD vs old CD","Downregulated","Olfr920",8.4259141391845,-1.44112435085999,0.0361468739193115,0.105129294655397
"young CD vs old CD","Downregulated","4930522L14Rik",23.3152915067863,-0.77956805978168,0.0361719554316529,0.105160807018017
"young CD vs old CD","Downregulated","Hoxd3os1",14.5488767132247,-1.21589052667553,0.0364618664950374,0.105816106755698
"young CD vs old CD","Downregulated","Fam58b",173.178478384746,-0.319302549614239,0.0367971458738141,0.106454294441528
"young CD vs old CD","Downregulated","Gm13251",8.91736019442286,-1.15082619905474,0.037242560733667,0.107343210486358
"young CD vs old CD","Downregulated","Lrrc16a",31.1022426892331,-0.61202472577746,0.0376236273334768,0.108152580816918
"young CD vs old CD","Downregulated","Hoxa11os",9.17174284049186,-1.66338640246136,0.0378303683388602,0.108549995682525
"young CD vs old CD","Downregulated","Gm15500",3761.0391521046,-0.236477459103379,0.0385427328632486,0.109910443357184
"young CD vs old CD","Downregulated","Slfn1",8.24500354368039,-1.39479112123242,0.0386024691294435,0.110038279930098
"young CD vs old CD","Downregulated","RP24-64D24.3",12.9273690751481,-0.752070141251663,0.0387971828383345,0.110327264249424
"young CD vs old CD","Downregulated","AA987161",186.777972027316,-0.360967148142489,0.0402333666920534,0.113287276840508
"young CD vs old CD","Downregulated","C78197",9.99357992388974,-1.23419952592964,0.0405527536288998,0.113969217937074
"young CD vs old CD","Downregulated","Lrmp",30.282396394935,-0.894436657987561,0.0410447097351713,0.11493572413288
"young CD vs old CD","Downregulated","AI413582",26.9944655180907,-0.573513722014521,0.041103051425432,0.115012196397584
"young CD vs old CD","Downregulated","A730020M07Rik",7.54222665141625,-1.15278283635962,0.0411348070871639,0.115035642551203
"young CD vs old CD","Downregulated","Rtfdc1",964.895470535042,-0.163489540676885,0.0419511556394978,0.116666001432232
"young CD vs old CD","Downregulated","Zfp758",373.23337760317,-0.211964289832381,0.0419548737792942,0.116666001432232
"young CD vs old CD","Downregulated","Llph-ps2",147.715329894818,-0.459968590141303,0.0422262519707599,0.117155827446782
"young CD vs old CD","Downregulated","6030443J06Rik",11.907514592993,-0.928186489776194,0.0429481878772815,0.118779336386719
"young CD vs old CD","Downregulated","2810025M15Rik",95.0043800778073,-0.310009367906088,0.0429707938973236,0.118819597360215
"young CD vs old CD","Downregulated","1810022K09Rik",487.697463704643,-0.367888188419354,0.0431543365217549,0.119126303304164
"young CD vs old CD","Downregulated","Gpr126",72.4318283407577,-0.460290537901863,0.0435398807519708,0.119988661478691
"young CD vs old CD","Downregulated","Olfr1033",14.4478395312014,-0.848445052054201,0.0436643317027616,0.120166970137237
"young CD vs old CD","Downregulated","Tsta3",464.118947990147,-0.181318313157479,0.0436850772112163,0.120166970137237
"young CD vs old CD","Downregulated","Gm15674",91.5296874663531,-0.40431013662207,0.0443783735264954,0.12163844655371
"young CD vs old CD","Downregulated","Gm14306",134.05942539062,-0.504183706828332,0.0446739589323146,0.122292166830662
"young CD vs old CD","Downregulated","Gm14327",211.379853752518,-0.303542921410322,0.0447672788097807,0.122456797678116
"young CD vs old CD","Downregulated","Gm17484",44.1700499463497,-0.554148836801703,0.044871389059875,0.122655885024374
"young CD vs old CD","Downregulated","Faim3",6.90318678145263,-2.30534403078571,0.0454122479290732,0.123613619328823
"young CD vs old CD","Downregulated","AI504432",11.855529513897,-0.976632833737256,0.0466812176479375,0.126195718025362
"young CD vs old CD","Downregulated","Gm21857",11.6868302791504,-3.15380022663388,0.0483142095230899,0.129636982040963
"young CD vs old CD","Downregulated","Zfp869",822.29103275464,-0.158230987460259,0.0493388099095926,0.131525614065604
"young CD vs old CD","Upregulated","Meg3",739.203810913268,2.11451714082345,3.92200216682208e-23,4.82504316573286e-20
"young CD vs old CD","Upregulated","4930516B21Rik",57.1731611556925,1.65887856615414,7.65184691539586e-18,4.03443628614246e-15
"young CD vs old CD","Upregulated","RP23-371A16.2",101.244515121214,1.87100691627952,5.69435897721397e-17,2.62705692439406e-14
"young CD vs old CD","Upregulated","Rian",1252.13069980889,1.98048870410265,4.84833630827461e-16,1.70419021235853e-13
"young CD vs old CD","Upregulated","Tmem110",294.320279293202,0.800306711900928,7.31234875302414e-12,1.27002593695171e-09
"young CD vs old CD","Upregulated","Lphn1",509.892661232261,0.995022844220512,1.08675348854544e-11,1.84410824728693e-09
"young CD vs old CD","Upregulated","Znf512b",561.105559811787,0.750214982098005,1.59449568117635e-11,2.58676260892378e-09
"young CD vs old CD","Upregulated","Fam19a3",182.475091954243,1.07687285247677,6.7032111247876e-11,9.1629172069666e-09
"young CD vs old CD","Upregulated","Hfe2",10556.50903615,0.809313521180526,3.21873219580452e-10,3.65524180051247e-08
"young CD vs old CD","Upregulated","Slc2a4rg-ps",59.008129147075,1.24820301912979,3.71919219181976e-10,4.12830333291994e-08
"young CD vs old CD","Upregulated","Frmd8os",90.4808944885744,1.43995202345062,5.24579987404639e-10,5.50166203416682e-08
"young CD vs old CD","Upregulated","C130080G10Rik",77.9788161188767,3.20614237881709,1.75071853676989e-09,1.53803777456726e-07
"young CD vs old CD","Upregulated","Gm12940",55.7325907976061,1.40516699562021,2.00959572173517e-09,1.71489373641481e-07
"young CD vs old CD","Upregulated","Setd8",3483.29474268123,0.666751106215951,1.11622062894188e-08,7.52455029455204e-07
"young CD vs old CD","Upregulated","AI480526",184.375784989109,1.36676138894951,1.19804966482476e-08,7.96703027108465e-07
"young CD vs old CD","Upregulated","6330403L08Rik",519.552544383589,0.89651560281508,1.14919191520911e-07,5.47274846588134e-06
"young CD vs old CD","Upregulated","RP23-118E21.11",73.489121521292,1.30402032655795,1.844016802064e-07,8.19976507496112e-06
"young CD vs old CD","Upregulated","Peo1",762.078349023918,0.524004309084866,2.0212705965919e-07,8.90746800521978e-06
"young CD vs old CD","Upregulated","Suv420h2",109.692816592857,0.994021725754501,2.32099591620055e-07,9.96071590432229e-06
"young CD vs old CD","Upregulated","Bai2",17.6305683167398,2.18704277419881,4.75978116724178e-07,1.78800634534327e-05
"young CD vs old CD","Upregulated","Gm28370",58.2290771290195,1.18858209287422,5.50287437638872e-07,1.99604261470827e-05
"young CD vs old CD","Upregulated","B230312C02Rik",412.838847953027,1.58200016573783,5.56356782542932e-07,2.01311156389248e-05
"young CD vs old CD","Upregulated","Gm12300",1074.24328546966,0.778098246557448,5.7931336212308e-07,2.05586614543823e-05
"young CD vs old CD","Upregulated","Gm10435",52.0287291095742,1.90701443199305,6.82341945840092e-07,2.33721905949821e-05
"young CD vs old CD","Upregulated","BC037032",51.9183722731903,1.06355992246679,7.08666235305084e-07,2.41617543459791e-05
"young CD vs old CD","Upregulated","Mllt4",1627.40961359939,0.425654249241501,8.6895472127787e-07,2.8698833445694e-05
"young CD vs old CD","Upregulated","Gm28042",48.8346316256695,1.26759370178,9.47834512114713e-07,3.08893618153411e-05
"young CD vs old CD","Upregulated","RP23-211F21.1",49.6693629212498,1.45625481645204,1.00830333765584e-06,3.24304622523162e-05
"young CD vs old CD","Upregulated","Gm16576",251.513812578164,0.812670846849436,1.39882602762038e-06,4.32026540706269e-05
"young CD vs old CD","Upregulated","A730017L22Rik",58.0426523661332,0.832093615068441,3.12584548273429e-06,8.29979439956948e-05
"young CD vs old CD","Upregulated","2700089E24Rik",5223.00004934814,0.438685441585474,3.92800930647368e-06,9.87890994743969e-05
"young CD vs old CD","Upregulated","2810403A07Rik",1111.48290143021,0.419345422114669,4.32414778979415e-06,0.000106218625325676
"young CD vs old CD","Upregulated","2700081O15Rik",244.508559894134,0.557673775931161,8.00504827698195e-06,0.000176649518255732
"young CD vs old CD","Upregulated","2310067B10Rik",1622.79460145353,0.653405504541589,9.08109641359673e-06,0.000194860794119082
"young CD vs old CD","Upregulated","Gm15800",751.759091031745,0.589500780574581,9.25951346932088e-06,0.000197918278692309
"young CD vs old CD","Upregulated","2610507B11Rik",13994.9268314256,0.589288127442109,1.0050088497719e-05,0.000211352502125107
"young CD vs old CD","Upregulated","2010315B03Rik",335.767801944949,0.468114291670367,1.20518380331242e-05,0.000243084285793306
"young CD vs old CD","Upregulated","Plet1os",163.717612649368,0.889486392794041,1.50046412365454e-05,0.000286563413421889
"young CD vs old CD","Upregulated","Gm26740",1773.96040025317,0.642159772723657,1.50570899532727e-05,0.000286862440732316
"young CD vs old CD","Upregulated","Gm9821",447.884429370914,0.777455248328556,1.52637137637797e-05,0.000290384286462217
"young CD vs old CD","Upregulated","Gm3235",62.5220232964835,1.03993554622965,1.92387397715435e-05,0.000348065582410903
"young CD vs old CD","Upregulated","Gm13490",27.9917930757974,1.16103470542532,2.31687283263695e-05,0.000400984684973262
"young CD vs old CD","Upregulated","Gm28651",104.0685343115,0.843470317423242,2.32694453089777e-05,0.000402256230792081
"young CD vs old CD","Upregulated","Gm17354",173.722073824454,0.57154448365287,2.47034662142923e-05,0.000420158147144698
"young CD vs old CD","Upregulated","5031434O11Rik",30.4453712509096,0.967011219772092,2.80575531123206e-05,0.00046746182122812
"young CD vs old CD","Upregulated","Ccbl1",294.602710652296,0.345759228603926,2.98728255713107e-05,0.000488992889575903
"young CD vs old CD","Upregulated","Cramp1l",388.297856996591,0.42155878776396,3.01538424703286e-05,0.00049243492963436
"young CD vs old CD","Upregulated","Mirg",22.3362346743312,1.97412884909337,3.26751378874965e-05,0.000524899957163342
"young CD vs old CD","Upregulated","1700123M08Rik",222.982043547051,0.557171801121442,3.44134815690103e-05,0.00054746360819321
"young CD vs old CD","Upregulated","Fam173b",307.150449372097,0.444462992855284,3.82276885540164e-05,0.000597834074282779
"young CD vs old CD","Upregulated","Gm26604",35.875460452682,1.60499014876096,3.94517699931256e-05,0.000614373924481555
"young CD vs old CD","Upregulated","March4",41.1561159847814,1.08623939463934,4.15442230823542e-05,0.000638207456154833
"young CD vs old CD","Upregulated","Mum1",452.303768840362,0.469118652613589,4.91478932397298e-05,0.000726296644542673
"young CD vs old CD","Upregulated","Hoxaas2",13.8704155678477,1.86541839040939,6.41575698087147e-05,0.00088189776823655
"young CD vs old CD","Upregulated","Gm21781",117.165825288217,0.768440460104945,7.40472994034456e-05,0.000988050871919914
"young CD vs old CD","Upregulated","RP24-167M10.4",41.8561903012518,0.811203179822775,7.98903981991238e-05,0.00105211592204609
"young CD vs old CD","Upregulated","Cecr5",341.118655823917,0.321447890185749,8.21240240650019e-05,0.00107242454315479
"young CD vs old CD","Upregulated","RP23-334M9.3",21.3690557082451,1.56244375433939,8.30099914653374e-05,0.00108162092144994
"young CD vs old CD","Upregulated","Ptpla",1145.60721552865,0.567211038044283,9.20852952192599e-05,0.00117093472293018
"young CD vs old CD","Upregulated","Gm16758",16.1550013904198,1.67060949037087,0.000112711440735925,0.00136726294131838
"young CD vs old CD","Upregulated","RP23-61D6.3",14.814586049729,2.00153854798722,0.000112934305224124,0.00136884166504413
"young CD vs old CD","Upregulated","A930016O22Rik",664.61114415595,0.72963065741679,0.000120011336351012,0.00143797502751918
"young CD vs old CD","Upregulated","Leprel2",99.206827307039,0.607057835500179,0.000120853275147371,0.00144349263835004
"young CD vs old CD","Upregulated","Gltscr1",158.112603811004,0.608994731394654,0.000123740627078063,0.00147559198509971
"young CD vs old CD","Upregulated","Fam160a2",385.45321318062,0.432508079809277,0.000132727150663227,0.00155388653865283
"young CD vs old CD","Upregulated","Ggnbp1",248.266150348058,0.507935277264235,0.000139611905559589,0.00162035421523287
"young CD vs old CD","Upregulated","Gm15751",24.6283197126125,1.23226938516551,0.000162236958403219,0.00182832382969979
"young CD vs old CD","Upregulated","1190002N15Rik",248.005997717108,0.518291614424274,0.000170323103384719,0.00189092068360853
"young CD vs old CD","Upregulated","3110056K07Rik",82.438901994247,0.682268954103818,0.000170583656816957,0.00189205599217786
"young CD vs old CD","Upregulated","BC023829",1088.79697839763,0.383103964627602,0.000173523662113763,0.0019188987444086
"young CD vs old CD","Upregulated","2900076A07Rik",1116.01998288643,0.48849839014434,0.000176778298886056,0.00194469301524206
"young CD vs old CD","Upregulated","Fam189b",290.537413761635,0.688985323494416,0.000178639362498268,0.00195641907163348
"young CD vs old CD","Upregulated","Dopey2",959.160600903373,0.569294692440215,0.000191702252723489,0.00207030018797137
"young CD vs old CD","Upregulated","D7Ertd715e",298.754807077792,0.548192486067138,0.000213035755329241,0.00224485856954003
"young CD vs old CD","Upregulated","2610203C20Rik",281.528188122018,0.512374213193616,0.000222760137499333,0.00233069306158941
"young CD vs old CD","Upregulated","Gm21685",2132.76655498167,0.341214074982028,0.000223844331642681,0.00233872177497587
"young CD vs old CD","Upregulated","Hist2h2be",238.645092914346,0.56015681133354,0.00022619246069137,0.00235492193031502
"young CD vs old CD","Upregulated","Casc4",291.03546520508,0.729964937725034,0.000228057792524151,0.00237266891545739
"young CD vs old CD","Upregulated","Adrbk2",356.93341096803,0.752889729071356,0.000239642078427115,0.00246024756872009
"young CD vs old CD","Upregulated","Mfsd7b",531.950710943522,0.766958174359631,0.000260555598941105,0.00262170266837931
"young CD vs old CD","Upregulated","Hist2h4",16.8645110330401,1.5748350116981,0.000269646769646527,0.00267526563191645
"young CD vs old CD","Upregulated","Gm16754",10.8672817676965,1.49947297622452,0.000271678045518563,0.00268819234985961
"young CD vs old CD","Upregulated","Gm20634",264.759563906841,0.622914182049053,0.000272592877257003,0.00269363363249339
"young CD vs old CD","Upregulated","Mkl2",1188.30634537892,0.515226777993666,0.000283254065317345,0.00277483727025876
"young CD vs old CD","Upregulated","Gm4980",1006.29340718322,0.551826091297799,0.000326291012302047,0.0030977711991094
"young CD vs old CD","Upregulated","RP23-395H6.2",60.9276611759767,0.98510399174564,0.000332368093526639,0.00314535266970114
"young CD vs old CD","Upregulated","Gm14319",34.1788728243037,1.70786889923954,0.000338528814307354,0.00318730923827772
"young CD vs old CD","Upregulated","Fam189a2",678.282289619913,0.489458878854745,0.000352235337321794,0.00327349317269472
"young CD vs old CD","Upregulated","Epb4.1l4a",64.0765291455835,0.669963552569041,0.000362930840482667,0.0033424504042705
"young CD vs old CD","Upregulated","Gm17251",56.860528362552,0.70326124356142,0.000391715795454917,0.00355651924249751
"young CD vs old CD","Upregulated","9330151L19Rik",88.3059630465712,0.553181313170192,0.000537149380216016,0.00452363736459158
"young CD vs old CD","Upregulated","E130307A14Rik",238.986939105579,0.317465548476921,0.000543658632997543,0.00456732505253293
"young CD vs old CD","Upregulated","Gm11266",88.3742167682464,0.815656735231848,0.000556128846753269,0.00464299544417601
"young CD vs old CD","Upregulated","Gm15737",31.0817912003019,1.05255268648319,0.000557868615347624,0.00465300246800959
"young CD vs old CD","Upregulated","Gm26885",61.7036902781118,0.842463226345957,0.000568458926727662,0.00472003133683435
"young CD vs old CD","Upregulated","RP23-456B9.23",385.241811836953,0.599284120092652,0.000615472665036197,0.00503950247028806
"young CD vs old CD","Upregulated","Mkl1",543.362600969809,0.80940691279401,0.000639145763728055,0.00518730561292868
"young CD vs old CD","Upregulated","9230112E08Rik",190.095526576873,0.630819501632151,0.000662687808649427,0.00533729411843507
"young CD vs old CD","Upregulated","Pgk1-rs7",67.2696140156428,9.44610375709903,0.00066853554227066,0.00536974440181814
"young CD vs old CD","Upregulated","Gm20544",327.534225738668,0.580495130847192,0.000718728505879646,0.00568322920851699
"young CD vs old CD","Upregulated","WI1-1616M8.3",1635.33986202199,0.503977182585835,0.00072099963791881,0.00569508702760588
"young CD vs old CD","Upregulated","Aes",8861.65593374693,0.175428772130554,0.000722211664701011,0.00570161005667435
"young CD vs old CD","Upregulated","Zfyve20",740.364358322119,0.24352864750251,0.000763324969863245,0.00595296699951986
"young CD vs old CD","Upregulated","RP24-191N24.2",25.505672546473,0.86087081065734,0.000797421750097994,0.00612504541971732
"young CD vs old CD","Upregulated","Gm12784",9.20348280357016,1.93867966624811,0.000818761664301315,0.00624670720934383
"young CD vs old CD","Upregulated","Impad1",4597.35661296694,0.306165564554714,0.000868376731794593,0.00651746095144056
"young CD vs old CD","Upregulated","Sept4",215.049857654923,0.530982478970917,0.000900221647522065,0.0066956755469516
"young CD vs old CD","Upregulated","Fam126a",293.492031154158,0.36055494759165,0.000903063928944129,0.00670673878170961
"young CD vs old CD","Upregulated","Gm15545",29.9689461817872,0.940812792631191,0.000929300041486305,0.00682172026991087
"young CD vs old CD","Upregulated","Agpat6",1434.37513369286,0.306618782453049,0.00102001011574851,0.00736566149580186
"young CD vs old CD","Upregulated","Pla2g16",5049.32155494053,0.337639215857811,0.0010408432417365,0.00749193992089512
"young CD vs old CD","Upregulated","D17Wsu92e",7613.20254915033,0.494990782191347,0.00106468486844667,0.00761528232213093
"young CD vs old CD","Upregulated","E230016M11Rik",17.3194587107167,1.22262644879881,0.00116636481260033,0.00818006827953384
"young CD vs old CD","Upregulated","Fam212b",215.576428822628,0.431995096796778,0.00117360404732196,0.00819875995293236
"young CD vs old CD","Upregulated","Diexf",254.973182860416,0.324206244769846,0.00117689150904809,0.00820710880872791
"young CD vs old CD","Upregulated","Gm15612",12.8600097607388,1.34156865839218,0.00119001102704734,0.00825958288307467
"young CD vs old CD","Upregulated","Gm10644",35.2132639800857,0.76207633749579,0.0012217019551246,0.00842803082406753
"young CD vs old CD","Upregulated","Gm20342",58.139153407635,0.580767530468287,0.00122982544858698,0.00846824304920221
"young CD vs old CD","Upregulated","8430419L09Rik",135.973994894138,0.669777236092398,0.00131384921396839,0.00887298991116895
"young CD vs old CD","Upregulated","Papd7",220.634229091588,0.433342117417341,0.00137640922713617,0.00920703643870016
"young CD vs old CD","Upregulated","Ppp2r4",1283.29037571989,0.247444878481854,0.00138284824932841,0.00922704387900007
"young CD vs old CD","Upregulated","Tmem191c",13.860027992276,1.20441155855068,0.00143981955777278,0.00952759127359908
"young CD vs old CD","Upregulated","Epb4.1",3434.57460066905,0.385564343245948,0.00149395427885922,0.00978059734758258
"young CD vs old CD","Upregulated","2310065F04Rik",995.860243354378,0.708778104634006,0.00152455905898957,0.00992812765234364
"young CD vs old CD","Upregulated","Afg3l1",1338.64123486207,0.391882644803532,0.00153109744530217,0.00995752933259734
"young CD vs old CD","Upregulated","RP23-135F22.6",82.8546025565623,0.604169616659659,0.00153743847319003,0.0099829966148842
"young CD vs old CD","Upregulated","Pnmal2",16.3677317310271,1.30238195242327,0.00155937092982958,0.0100792438866349
"young CD vs old CD","Upregulated","Mettl13",324.470805860633,0.368679294420374,0.00163343708336674,0.0104386735797174
"young CD vs old CD","Upregulated","Hist1h4m",17.6587772535253,1.81090389774549,0.00170141506176252,0.0107267197003221
"young CD vs old CD","Upregulated","Taf4a",249.958952575575,0.488006928953944,0.00174300526775979,0.010935820980849
"young CD vs old CD","Upregulated","Gm15337",59.7362015255033,0.869050167155868,0.00175405792877408,0.0109818308746784
"young CD vs old CD","Upregulated","C130046K22Rik",58.9306295942527,0.643287493553462,0.00176981003203447,0.0110616873424746
"young CD vs old CD","Upregulated","Lphn2",358.977425218986,0.372235856991044,0.00177695292401245,0.0111016318312297
"young CD vs old CD","Upregulated","Enthd2",110.051492152277,0.459397110887554,0.00196614292788872,0.0119498427519231
"young CD vs old CD","Upregulated","Fam73b",698.614334604488,0.681689079553202,0.00202692120601063,0.0121838101646315
"young CD vs old CD","Upregulated","Wbscr16",448.563291987574,0.428326229019524,0.00203788868363994,0.0122198824681464
"young CD vs old CD","Upregulated","1110002L01Rik",257.468562162272,0.440243320027331,0.00214351475478289,0.0127445462444059
"young CD vs old CD","Upregulated","Rab10os",396.430584264202,0.340713189009859,0.0021617290191756,0.0128404235823709
"young CD vs old CD","Upregulated","4921514A10Rik",9.01697189605557,1.56323874172767,0.00224808272424446,0.0132435934788591
"young CD vs old CD","Upregulated","Gm10602",24.8933063966749,0.981347736582604,0.00235084213983279,0.0136851271728515
"young CD vs old CD","Upregulated","2310014F06Rik",54.6415459092478,1.23246996088617,0.00236687457379457,0.0137621777601139
"young CD vs old CD","Upregulated","Dfna5",462.63493933288,0.583280623640481,0.00236844770856426,0.0137659029612339
"young CD vs old CD","Upregulated","AA415398",44.6413055755411,0.74087777946055,0.00239540375907807,0.0138803358698865
"young CD vs old CD","Upregulated","Gm26581",75.1431442346888,0.619640203620193,0.00242393655299251,0.0140221690171742
"young CD vs old CD","Upregulated","Mtss1l",1310.49304374003,0.650759814009071,0.0024907794926931,0.0143023639247873
"young CD vs old CD","Upregulated","A630072M18Rik",57.5654026754717,1.19122495452112,0.00254563969786677,0.0145607434558726
"young CD vs old CD","Upregulated","RP23-187M7.5",19.1622853823012,1.02945106842548,0.00256490720936795,0.0146266408332683
"young CD vs old CD","Upregulated","Zfp846",91.6258395394026,0.513196925120795,0.00258813991326893,0.0147183010553117
"young CD vs old CD","Upregulated","Gm12199",23.0596349970925,1.65178499401031,0.00268887805935574,0.0151313967905947
"young CD vs old CD","Upregulated","Gm10524",352.138627896543,0.756680485720982,0.00273382459086926,0.0153022590133178
"young CD vs old CD","Upregulated","Teddm2",60.777044669874,0.724742614347995,0.0029432314825218,0.0161828403636757
"young CD vs old CD","Upregulated","Pcnxl3",344.554572969529,0.386486388759205,0.0032187504656452,0.0173108973130492
"young CD vs old CD","Upregulated","Gm26724",14.0996653919856,1.11222695789427,0.00323799412545449,0.0174080507188946
"young CD vs old CD","Upregulated","Mars",1660.36686041177,0.322972116628673,0.00324727163128338,0.0174325349427769
"young CD vs old CD","Upregulated","C430049B03Rik",11.6882587007171,1.40849707497467,0.00358902481251817,0.0188079444883198
"young CD vs old CD","Upregulated","Fam19a4",10.0885081865417,1.63851426551955,0.0037805595570585,0.0195764295829024
"young CD vs old CD","Upregulated","Fam132a",179.859992192728,0.511525185401928,0.00394983038753147,0.0202399673763024
"young CD vs old CD","Upregulated","1700021K19Rik",965.989365429797,0.355438510199222,0.00403796642797709,0.0205702202816514
"young CD vs old CD","Upregulated","Atcayos",1531.67725474028,0.532049114957367,0.0040470969421662,0.0206025145369654
"young CD vs old CD","Upregulated","0610009O20Rik",1631.23644682322,0.239555201734985,0.00407226454888865,0.0206807160423953
"young CD vs old CD","Upregulated","Gm6161",7.06889434465313,2.02680863254903,0.00411614382878561,0.0208604982301277
"young CD vs old CD","Upregulated","C920021L13Rik",52.5991906925734,0.607110658243028,0.00420082980239635,0.0212434212688282
"young CD vs old CD","Upregulated","C130036L24Rik",25.9258331865504,0.959545527740949,0.00434187296673181,0.0217533848957934
"young CD vs old CD","Upregulated","6330408A02Rik",449.799090818729,0.493792743390933,0.00434758705872781,0.0217644719389619
"young CD vs old CD","Upregulated","Gm16023",16.7247081199345,0.954819829982829,0.00450346396548311,0.0223628114774393
"young CD vs old CD","Upregulated","9430008C03Rik",103.503318604367,0.527965535703877,0.00456480149132645,0.0225989820310035
"young CD vs old CD","Upregulated","Gpr125",526.385128984778,0.356870720545074,0.00465917570657483,0.0229310789545183
"young CD vs old CD","Upregulated","Gm16286",1209.16125367066,0.217427486526214,0.00503309652954131,0.0242624891423979
"young CD vs old CD","Upregulated","A230072C01Rik",81.3651816952473,0.450371517964665,0.00518185860773258,0.0247812693961633
"young CD vs old CD","Upregulated","D330041H03Rik",35.48544070527,0.608184243877271,0.00532084540587075,0.0253147408078859
"young CD vs old CD","Upregulated","A430110L20Rik",16.6030884691437,1.16994030852611,0.00543184937787925,0.0257185350755713
"young CD vs old CD","Upregulated","9130221H12Rik",74.1885296260943,0.51451835376957,0.00543754208377497,0.0257303969682954
"young CD vs old CD","Upregulated","Adrbk1",1356.24129321765,0.385509615057405,0.00549508958374058,0.0259264964924136
"young CD vs old CD","Upregulated","Gpr124",114.157988888737,0.461071109354328,0.00560574530590437,0.0263475383479994
"young CD vs old CD","Upregulated","B630005N14Rik",520.308676009465,0.259195159657121,0.00585786098366394,0.0272537231424671
"young CD vs old CD","Upregulated","2610015P09Rik",87.4381060571451,0.47620502808521,0.005956285213407,0.0276083637693964
