correlation_method,metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_med_adj_ic,n_raw_ion_count_fallback,n_cd,n_id,n_young,n_old,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,pv,SAC,CD,posi,NITROSOMORPHOLINE,C4H8N2O2,117.06587,7.105,PP,11,11,13,2,3M4;3M6,,3M4;3M6,11,0,5,6,4,7,-0.5577033448796905,0.07463865125942708,0.649625921219484,1745317.59313681,37394480.3445472,1.13,242.69
pearson,pv,SAC,CD,posi,"1-(2'-fluoro[1,1'-biphenyl]-4-yl)propan-1-one",C15H13FO,307.11748,2.362,Leptin,36,36,43,7,2M17;3M4;3M6;3M16;4M4;4M5;5M1,2M17;3M4;3M16;4M4;4M5;5M1,3M6,36,0,19,17,11,25,-0.30079799049204087,0.07464562555603525,0.649625921219484,6394.7827121398,440184.010525708,221.83,7640.21
pearson,pv,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,C-Peptide 2,28,28,43,15,3M1;3M4;3M6;3M7;3M14;3M26;3M28;3M33;3M37;5M2;5M6;5M7;5M8;5M9;5M10,3M1;3M4;3M6;3M7;3M14;3M26;3M28;3M33;3M37;5M6;5M7;5M8;5M9,3M14;5M2;5M10,28,0,13,15,8,20,0.3422310313113871,0.07464751369477776,0.649625921219484,4886.78369289434,24766.5809941066,29.61,1129.84
pearson,pv,SAC,CD,posi,"1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine",C43H74NO8P,764.51958,2.389,Insulin,28,28,43,15,3M1;3M6;3M7;3M13;3M14;3M21;3M26;3M34;3M37;4M2;4M4;5M1;5M2;5M8;5M10,3M1;3M6;3M7;3M13;3M26;3M34;4M2;4M4;5M1;5M8,3M6;3M14;3M21;3M37;5M2;5M10,28,0,14,14,8,20,0.3422100223310544,0.07466650291560221,0.6496782020317033,6148.87514790758,90509.0889635956,112.79,4361.97
pearson,pv,SAC,CD,nega,PS(18:0/18:0),C42H82NO10P,790.56177,2.943,Glucagon,38,38,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10,38,0,23,15,12,26,-0.2925652000390358,0.07467143446479418,0.6496782020317033,30529.3150121056,618800.005060394,44.03,596.46
pearson,tp4,GTT,CD,posi,DL-Citrulline,C6H13N3O3,176.10292,17.767,GIP,30,30,34,4,3M4;3M6;3M14;3M36,3M4;3M6;3M14;3M36,,0,30,14,16,0,30,0.33024385733630574,0.07469265460615378,0.6496839631523585,26282.5043394422,125560.697544021,9.74,290.77
pearson,tp4,GTT,CD,nega,Isoleucyl-Tyrosine,C15H22N2O4,293.15091,3.94,Secretin,32,32,34,2,3M6;3M12,3M12,3M6,0,32,15,17,0,32,-0.3194703017813285,0.07469475641570673,0.6496839631523585,10584.172704598,52736.2891198482,2.01,26.26
pearson,pv,SAC,CD,posi,Tetrahydrodeoxycorticosterone,C21H34O3,335.73806,2.433,Glucagon,34,34,43,9,3M14;3M15;3M31;3M34;3M37;3M40;4M1;4M3;5M10,3M14;3M31;3M34;3M40;4M1;5M10,3M14;3M15;3M37;4M3;5M10,34,0,22,12,11,23,-0.3096733413534742,0.07470821320555311,0.6496839631523585,22855.2526815137,163928.385865604,44.03,596.46
pearson,sys_sac,SAC,CD,posi,"(1R,5R)-3,3,5-Trimethylcyclohexyl 5-oxo-L-prolinate",C14H23NO3,524.37071,3.957,GIP,26,26,37,11,2M17;2M20;2M26;2M31;3M7;3M18;3M27;3M38;3M39;4M2;5M6,2M17;2M20;2M26;2M31;3M18;3M27;3M38;3M39;4M2;5M6,3M7;3M38,26,0,15,11,8,18,-0.35548528695772674,0.07471453159637688,0.6496839631523585,6811210.02580798,310439210.666291,49,1817.17
pearson,sys_sac,SAC,CD,posi,SM(d18:1/18:1(9Z)),C41H81N2O6P,729.5908,3.857,PP,8,8,11,3,3M4;3M6;5M2,,3M4;3M6;5M2,8,0,2,6,1,7,-0.66031943464974,0.07471688017835247,0.6496839631523585,67277.9820773122,3461767.72010594,1.13,72.59
pearson,pv,SAC,CD,nega,"4-(1,1,3,3-Tetramethylbutyl)-phenol",C14H22O,205.1598,2.341,GIP,40,40,42,2,3M7;3M38,,3M7;3M38,40,0,24,16,14,26,0.2849381777649003,0.0747311916201358,0.6496853623859031,380794.670806511,6058323.54203866,49,1817.17
pearson,pv,SAC,CD,posi,Pirimicarb,C11H18N4O2,494.32399,4.171,Resistin,42,42,43,1,5M9,5M9,,42,0,24,18,13,29,-0.27792215578381424,0.07473635739099437,0.6496853623859031,82522.9282507791,123622569.381187,5122.24,58609.94
pearson,tp4,GTT,CD,posi,"PE(P-18:0/22:4(7Z,10Z,13Z,16Z))",C45H82NO7P,783.82502,3.804,PYY,32,32,34,2,3M6;3M34,3M34,3M6,0,32,15,17,0,32,-0.31941150003170476,0.07475123106118647,0.6496853623859031,19466.0535925321,808564.722155194,1.63,80.39
pearson,pv,SAC,Maven,nega,L-Asparagine,C4H8N2O3,131.045731,14.548,GLP-1,41,41,43,2,3M6;4M5,4M5,3M6,41,0,23,18,13,28,0.28134499933807733,0.07475499866263863,0.6496853623859031,77861.9834603134,503910.469844531,28.62,467.7
pearson,pv,SAC,CD,nega,Sedoheptulose,C7H14O7,209.06811,12.002,C-Peptide 2,39,39,43,4,2M31;3M14;5M2;5M10,2M31;5M10,3M14;5M2;5M10,39,0,23,16,12,27,-0.2886050518852822,0.07477700942407425,0.6496853623859031,18700.1788522094,524093.579550033,29.61,1415.11
pearson,tp4,GTT,CD,posi,Norepinephrine,C8H11NO3,170.08116,7.458,GIP,33,33,34,1,3M15,3M15,,0,33,16,17,0,33,-0.3143607109781031,0.07479610515144891,0.6496853623859031,1786771.19165999,7366446.96565008,9.74,290.77
pearson,pv,SAC,CD,posi,Phytosphingosine,C18H39NO3,318.29992,8.102,Resistin,42,42,43,1,3M40,3M40,,42,0,25,17,14,28,-0.27786379982111037,0.07479991480670081,0.6496853623859031,115101.023141881,3820647.1263992,5122.24,58609.94
pearson,tp4,GTT,CD,nega,Isosorbide Mononitrate,C6H9NO6,190.03573,16.768,C-Peptide 2,33,33,34,1,3M14,3M14,,0,33,16,17,0,33,0.31433144264795343,0.07482463701997519,0.6496853623859031,205780.215321985,5238617.33482719,102.01,1743.56
pearson,sys_sac,SAC,CD,nega,Cinnamaldehyde,C9H8O,131.05016,3.767,Leptin,35,35,38,3,2M16;3M6;5M4,2M16;5M4,3M6,35,0,18,17,9,26,-0.3049897467762769,0.07482537097523902,0.6496853623859031,8111.30885620274,22982.1951222077,608.22,6548.22
pearson,pv,SAC,CD,posi,8-Hydroxyalanylclavam,C8H12N2O5,217.08178,17.279,Glucagon,32,32,43,11,3M4;3M6;3M11;3M14;3M15;3M27;3M28;3M37;4M3;5M8;5M10,3M4;3M6;3M11;3M15;3M27;3M28;5M8,3M14;3M15;3M37;4M3;5M10,32,0,18,14,11,21,0.31931065187883534,0.07484816513890567,0.6496853623859031,1262.61786350418,44448.3037134498,44.03,596.46
pearson,pv,SAC,CD,nega,2-Methylpropanal,C4H8O,71.05022,3.765,Glucagon,38,38,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10,38,0,23,15,12,26,-0.2923941026842333,0.07484929686028056,0.6496853623859031,49571.782698884,867276.80796187,44.03,596.46
pearson,pv,SAC,CD,posi,(S)-Homostachydrine,C8H15NO2,140.10699,2.548,Glucagon,38,38,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10,38,0,23,15,12,26,0.2923669736690811,0.0748775289370138,0.6496853623859031,10811.1884955869,3101403.44555012,44.03,596.46
pearson,sys_sac,SAC,CD,nega,2-Naphthalenesulfonic acid,C10H8O3S,207.01185,2.219,GIP,34,34,37,3,2M16;3M7;3M38,2M16,3M7;3M38,34,0,19,15,10,24,-0.30949989203798584,0.07487958792041627,0.6496853623859031,82236.073374163,426172.571007891,49,1817.17
pearson,sys_sac,SAC,CD,nega,Acipimox,C6H6N2O3,153.03065,10.044,GLP-1,34,34,38,4,3M1;3M4;3M6;5M4,3M1;3M4;5M4,3M6,34,0,17,17,9,25,-0.3094489592481902,0.07492996952275244,0.6496853623859031,844870.976803526,2827874.37598644,28.62,366.87
pearson,tp4,GTT,CD,nega,Hexadecanedioic acid,C16H30O4,285.20703,3.919,Resistin,33,33,34,1,3M30,,3M30,0,33,15,18,0,33,-0.31421636441949263,0.07493690152710376,0.6496853623859031,84128.9556312366,1622034.26801985,4345.62,24285.62
pearson,pv,SAC,CD,nega,"(15Z)-9,12,13-Trihydroxy-15-octadecenoic acid",C18H34O5,329.23353,2.881,GIP,37,37,42,5,3M7;3M38;3M39;5M1;5M3,3M39;5M1;5M3,3M7;3M38,37,0,22,15,12,25,0.29632420965845835,0.07493813687208295,0.6496853623859031,190556.278832937,719772.476174184,49,1817.17
pearson,pv,SAC,CD,nega,(Â±)-2-Hydroxy-4-(methylthio)butanoic acid,C5H10O3S,149.02771,3.773,GIP,38,38,42,4,2M26;3M7;3M11;3M38,2M26;3M11,3M7;3M38,38,0,24,14,14,24,-0.292295061601573,0.07495240522998929,0.6496853623859031,202368.092836042,1438466.73095507,49,1817.17
pearson,tp4,GTT,CD,posi,gemeprost,C23H38O5,377.26835,8.391,Insulin,31,31,36,5,3M21;3M26;3M30;3M36;3M38,3M21;3M38,3M26;3M30;3M36,0,31,13,18,0,31,0.32443516430192204,0.0749668957143842,0.6496853623859031,7753.5744673414,91258.2125611354,123.91,2921.26
pearson,sys_sac,SAC,CD,posi,7-Cyano-7-deazaguanine,C7H5N5O,176.05531,18.076,Glucagon,29,29,38,9,3M1;3M13;3M14;3M15;3M17;3M18;3M37;4M3;5M4,3M14;3M17;3M18;5M4,3M1;3M13;3M14;3M15;3M37;4M3,29,0,18,11,8,21,0.335749391401275,0.07497275659411566,0.6496853623859031,8729.11109871348,122366.769851173,44.03,459.23
pearson,sys_sac,SAC,CD,nega,4-Hydroxyphenylpyruvic acid,C9H8O4,179.03504,3.564,GLP-1,37,37,38,1,3M6,,3M6,37,0,20,17,10,27,0.2962739078673001,0.0749898970696705,0.6496853623859031,1602678.86671595,16348842.1872127,28.62,419.71
pearson,sys_sac,SAC,CD,posi,"2,4-Diaminobutanoic acid",C4H10N2O2,119.08157,6.828,Insulin,34,34,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2,34,0,19,15,9,25,0.30938749807635235,0.07499080065675962,0.6496853623859031,694010.145163163,446700877.92858,112.79,6851.38
pearson,tp4,GTT,CD,posi,3-Methylhistidine,C7H11N3O2,170.09239,14.555,Leptin,35,35,35,0,,,,0,35,16,19,0,35,0.3048183234662617,0.07499721685744411,0.6496853623859031,282680.594108682,9776110.27320972,324.41,7988.85
pearson,sys_sac,SAC,Maven,nega,L-Asparagine,C4H8N2O3,131.045731,14.548,PYY,37,37,38,1,3M38,,3M38,37,0,21,16,10,27,-0.29625179480459035,0.0750126600912399,0.6496853623859031,29238.4709952108,174653.325270668,29.88,352.53
pearson,sys_sac,SAC,CD,posi,"6-[(1Z)-1-Propen-1-yl]-2,3,4,5-tetrahydropyridine",C8H13N,107.08545,2.594,Resistin,35,35,38,3,2M20;2M23;5M3,2M20;2M23;5M3,,35,0,19,16,9,26,0.30479503703270355,0.0750205843822027,0.6496853623859031,1208611.55956668,15696383.0914399,5122.24,58609.94
pearson,sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Amylin,33,33,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37,33,0,17,16,10,23,0.3141285935361075,0.0750226142180573,0.6496853623859031,28201.6193467609,1312388.18880788,1.79,12.85
pearson,pv,SAC,CD,posi,"1-O-[(2E,4E,6E,8E,10E,12E,14E,16E,18E)-2,6,10,15,19,23-Hexamethyl-2,4,6,8,10,12,14,16,18,22-tetracosadecaenoyl]-6-O-(12-methyltetradecanoyl)-β-D-glucopyranose",C51H78O8,819.57252,2.961,GLP-1,39,39,43,4,3M6;3M11;3M16;3M39,3M11;3M16;3M39,3M6,39,0,24,15,14,25,-0.2883655005397491,0.07502942387085058,0.6496853623859031,6617.98328247854,5980170.55476774,28.62,467.7
pearson,tp4,GTT,CD,posi,4-one,C9H14O2,155.10632,3.013,Amylin,32,32,35,3,3M5;3M6;3M38,3M38,3M5;3M6,0,32,14,18,0,32,-0.3191152262001589,0.07503628326400986,0.6496853623859031,22284.1483932526,295217.018023797,1.81,25.01
pearson,tp4,GTT,CD,posi,Tegaserod,C16H23N5O,302.19549,8.895,Resistin,30,30,35,5,3M14;3M16;3M20;3M21;3M30,3M14;3M16;3M20,3M21;3M30,0,30,14,16,0,30,-0.32986882182371696,0.07504302141673108,0.6496853623859031,11625.2888599434,126679.15185391,4345.62,23250.84
pearson,sys_sac,SAC,CD,nega,c23:3,C23H40O2,347.2957,2.669,Amylin,27,27,38,11,2M20;3M4;3M6;3M11;3M18;3M26;3M31;3M33;3M34;3M37;3M39,3M11;3M18;3M31;3M33;3M34;3M37;3M39,2M20;3M4;3M6;3M26;3M37,27,0,17,10,10,17,0.3482592610510495,0.07504560332790071,0.6496853623859031,7744.31316043526,260236.624114119,3.65,11.24
pearson,sys_sac,SAC,CD,posi,1228222,C13H14N2O4,263.1001,12.504,GIP,35,35,37,2,3M7;3M38,,3M7;3M38,35,0,20,15,10,25,0.3047557393312233,0.07506003178713369,0.6496853623859031,61547.9253381873,902765.013620902,49,1817.17
pearson,tp4,GTT,CD,nega,gamma-Linolenic acid,C18H30O2,277.21734,2.236,GIP,32,32,33,1,3M31,3M31,,0,32,16,16,0,32,-0.31907584430660346,0.07507423685604658,0.6496853623859031,67922721.7630713,204030963.607541,9.74,290.77
pearson,pv,SAC,CD,posi,O-Succinyl-L-homoserine,C8H13NO6,220.08279,3.999,GLP-1,40,40,43,3,3M6;3M34;5M10,3M34;5M10,3M6,40,0,23,17,13,27,-0.28460876590922907,0.07508241022856689,0.6496853623859031,5721.83781609056,105974.999244836,28.62,419.71
pearson,sys_sac,SAC,CD,posi,PE(18:1(11Z)/P-18:1(11Z)),C41H78NO7P,728.5592,2.883,Resistin,38,38,38,0,,,,38,0,21,17,10,28,0.2921697557735984,0.07508301605631909,0.6496853623859031,20189.9229538515,577668.391593875,5122.24,58609.94
pearson,sys_sac,SAC,CD,nega,4-Oxoproline,C5H7NO3,128.03529,10.245,Amylin,30,30,38,8,2M16;2M20;2M23;2M31;3M4;3M6;3M26;3M37,2M16;2M23;2M31,2M20;3M4;3M6;3M26;3M37,30,0,16,14,10,20,0.32982590584862115,0.07508319523482064,0.6496853623859031,7686863.55206747,28755211.9485111,1.79,12.85
pearson,tp4,GTT,CD,posi,histidinol,C6H11N3O,142.09751,18.084,Insulin,30,30,36,6,3M10;3M15;3M23;3M26;3M30;3M36,3M10;3M15;3M23,3M26;3M30;3M36,0,30,12,18,0,30,-0.32982270442978,0.07508619276098046,0.6496853623859031,2123684.44075933,27815026.543754,315.23,3214.38
pearson,tp4,GTT,CD,posi,N-methylpyrrole,C5H7N,99.09162,13.563,Insulin,29,29,36,7,3M19;3M25;3M26;3M30;3M31;3M34;3M36,3M19;3M25;3M31;3M34,3M26;3M30;3M36,0,29,13,16,0,29,0.33561662150945965,0.07509512963942844,0.6496853623859031,1373566.07100533,22929236.0819438,123.91,3214.38
pearson,tp4,GTT,CD,posi,"9-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-6-hydroxy-6-oxido-5,7-dioxa-2-aza-6λ~5~-phosphadecan-10-yl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",C50H76NO8P,850.54321,3.053,GIP,34,34,34,0,,,,0,34,16,18,0,34,0.309280846076343,0.07509645047816373,0.6496853623859031,6478.72972872059,60301.9817754358,9.74,290.77
pearson,pv,SAC,CD,posi,Cholest-5-en-3-ol,C27H46O,369.35135,2.419,GLP-1,40,40,43,3,2M17;3M6;5M1,2M17;5M1,3M6,40,0,22,18,13,27,-0.2845781506718798,0.07511511775166145,0.6496853623859031,30682.8124819857,72756880.1894659,28.62,467.7
pearson,pv,SAC,CD,posi,Cinnamic acid,C9H8O2,166.08625,9.544,Insulin,36,36,43,7,3M6;3M14;3M21;3M37;5M1;5M2;5M10,5M1,3M6;3M14;3M21;3M37;5M2;5M10,36,0,20,16,11,25,0.3003330927725794,0.07511759361637835,0.6496853623859031,82898.7990291902,81037947.8191719,112.79,4792.38
pearson,sys_sac,SAC,CD,posi,PS(16:1(9Z)/14:0),C36H68NO10P,706.46458,3.344,Amylin,25,25,38,13,2M20;2M23;3M4;3M6;3M11;3M13;3M17;3M26;3M31;3M37;5M2;5M3;5M6,2M20;2M23;3M11;3M13;3M17;3M26;3M31;5M2;5M3;5M6,2M20;3M4;3M6;3M26;3M37,25,0,14,11,7,18,0.362284621536045,0.0751239858690107,0.6496853623859031,3065.43736460437,62352.8828401983,1.79,12.85
pearson,tp4,GTT,CD,posi,L-(−)-Threonine,C4H9NO3,120.06549,6.72,Resistin,32,32,35,3,3M15;3M21;3M30,3M15,3M21;3M30,0,32,14,18,0,32,-0.31902414430788156,0.07512408437554972,0.6496853623859031,2978712.37468847,6449650.36856329,4345.62,23250.84
pearson,sys_sac,SAC,CD,nega,Oxalic acid,C2H2O4,88.98803,14.882,Amylin,33,33,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37,33,0,17,16,10,23,-0.31400207097566124,0.0751463037479093,0.6496853623859031,369611.806737607,18200701.5291689,1.79,12.85
pearson,pv,SAC,CD,posi,"5-Hydroxy-2,2-dimethyl-7,10-bis(3-methyl-2-buten-1-yl)-8-(2,4,5-trihydroxyphenyl)-2H,6H-pyrano[3,2-g]chromen-6-one",C30H32O7,505.22069,2.801,Resistin,40,40,43,3,2M17;2M23;4M2,2M17;2M23;4M2,,40,0,23,17,13,27,0.2845469806276025,0.07514842946779167,0.6496853623859031,12501.9483285136,89075.2526217109,5122.24,58609.94
pearson,pv,SAC,CD,posi,Pirimicarb,C11H18N4O2,494.32399,4.171,GLP-1,41,41,43,2,3M6;5M9,5M9,3M6,41,0,23,18,13,28,-0.28098011774368825,0.07514871827315378,0.6496853623859031,82522.9282507791,123622569.381187,28.62,467.7
pearson,sys_sac,SAC,CD,posi,Aceclidine,C9H15NO2,170.11746,3.084,PYY,31,31,38,7,2M26;3M15;3M37;3M38;3M39;4M3;5M4,2M26;3M15;3M37;3M39;4M3;5M4,3M38,31,0,19,12,8,23,-0.3242428093221625,0.07514963321728647,0.6496853623859031,9885.62642525378,85262.2491225684,29.88,352.53
pearson,sys_sac,SAC,CD,posi,(2R)-2-(Pentadecanoyloxy)-3-(phosphonooxy)propyl (9Z)-9-hexadecenoate,C34H65O8P,633.45287,2.509,PYY,37,37,38,1,3M38,,3M38,37,0,21,16,10,27,0.29611627948669683,0.07515227641720898,0.6496853623859031,13099.0055773342,674363.185533145,29.88,352.53
pearson,sys_sac,SAC,CD,posi,pentetrazol,C6H10N4,139.09785,7.405,GIP,32,32,37,5,3M7;3M27;3M28;3M38;5M6,3M27;3M28;5M6,3M7;3M38,32,0,17,15,9,23,0.31896726537271675,0.07517895487984202,0.6496853623859031,165840.29368771,98745182.2063913,49,1817.17
pearson,pv,SAC,CD,posi,doramapimod,C31H37N5O3,537.21172,3.182,Amylin,37,37,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10,37,0,20,17,13,24,0.29607294435451476,0.07519696575743715,0.6496853623859031,9319.66693770188,354802.968475872,1.79,12.85
pearson,sys_sac,SAC,CD,posi,"(2Z,6Z,10E,14E)-3,7,11,15,19-Pentamethyl-2,6,10,14,18-icosapentaenal",C25H40O,357.31088,2.435,GLP-1,35,35,38,3,3M6;3M7;3M34,3M7;3M34,3M6,35,0,19,16,10,25,-0.3046158646527522,0.07520057037146592,0.6496853623859031,19550.4835389891,67468.3512217085,28.62,419.71
pearson,pv,SAC,CD,posi,2-[(2-Furanylmethyl)thio]-6-methylpyrazine,C10H10N2OS,207.05862,4.385,Insulin,31,31,43,12,3M6;3M11;3M14;3M16;3M21;3M31;3M37;5M1;5M2;5M4;5M8;5M10,3M11;3M16;3M31;5M1;5M4;5M8,3M6;3M14;3M21;3M37;5M2;5M10,31,0,18,13,9,22,-0.3241831346767986,0.07520639415154975,0.6496853623859031,8261.77204842562,110946.179895626,112.79,4792.38
pearson,pv,SAC,CD,posi,Diimidotricarbonic acid,C3H4N2O5,149.01868,8.739,Glucagon,38,38,43,5,3M14;3M15;3M37;4M3;5M10,3M14,3M14;3M15;3M37;4M3;5M10,38,0,23,15,12,26,-0.29204826676964607,0.07520981829559226,0.6496853623859031,11560.0974824816,423646.452935104,44.03,596.46
pearson,pv,SAC,CD,nega,Isoniazid alpha-ketoglutaric acid,C11H11N3O5,264.06303,18.026,Resistin,38,38,43,5,3M4;3M7;3M15;4M4;4M5,3M4;3M7;3M15;4M4;4M5,,38,0,21,17,12,26,0.29204676726125367,0.07521138442910395,0.6496853623859031,32269.1037566813,98744.3747442514,5122.24,52575.04
pearson,pv,SAC,CD,nega,Cinnamoylglycine,C11H11NO3,204.06653,3.741,Glucagon,37,37,43,6,3M7;3M14;3M15;3M37;4M3;5M10,3M7,3M14;3M15;3M37;4M3;5M10,37,0,22,15,12,25,0.2960433962398689,0.0752274491347252,0.6496853623859031,4111941.76111549,25505882.2446363,44.03,596.46
pearson,pv,SAC,CD,posi,2-Amino-6-purinethiol,C5H5N5S,168.03256,5.035,Secretin,38,38,43,5,3M13;3M15;3M34;3M38;3M40,3M13;3M15;3M38,3M34;3M40,38,0,25,13,14,24,0.29202351321160175,0.07523567494991762,0.6496853623859031,110096.93353598,1025737.44038296,6.73,93.25
pearson,pv,SAC,CD,posi,thiopentane,C5H12S,105.07393,17.624,GLP-1,39,39,43,4,3M4;3M6;5M1;5M8,3M4;5M1;5M8,3M6,39,0,21,18,12,27,-0.28816604288111375,0.07524010019554468,0.6496853623859031,1750.94088420341,43894.0052869344,32.54,467.7
pearson,tp4,GTT,CD,posi,Leonurine,C14H21N3O5,312.15522,1.977,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,-0.31390074589334976,0.07524547407687605,0.6496853623859031,19805.1664821123,1535469.38344661,123.91,3214.38
pearson,tp4,GTT,CD,nega,Acetylglycine,C4H7NO3,116.03539,9.879,GLP-1,27,27,34,7,3M1;3M3;3M5;3M6;3M12;3M23;3M38,3M5;3M12;3M38,3M1;3M3;3M6;3M23,0,27,11,16,0,27,-0.3480190638846817,0.07526032050175134,0.6496853623859031,768210.305394868,6609602.03211103,24.2,132.32
pearson,pv,SAC,CD,nega,2-Hydroxydecanedioic acid,C10H18O5,217.10946,14.63,C-Peptide 2,39,39,43,4,3M11;3M14;5M2;5M10,3M11,3M14;5M2;5M10,39,0,23,16,12,27,-0.2881467673589293,0.07526048439417116,0.6496853623859031,53530.6169168627,3068748.7883366,29.61,1415.11
pearson,pv,SAC,CD,posi,Citrulline,C6H13N3O3,176.10295,14.762,GIP,40,40,42,2,3M7;3M38,,3M7;3M38,40,0,24,16,14,26,-0.28443573619547097,0.07526741182067082,0.6496853623859031,28798.4748505941,17786734.6841692,49,1817.17
pearson,sys_sac,SAC,CD,posi,Acetylene,C2H2,70.06523,13.424,Glucagon,23,23,38,15,2M22;2M23;3M1;3M6;3M13;3M14;3M15;3M27;3M31;3M37;4M3;5M4;5M6;5M8;5M9,2M22;2M23;3M6;3M14;3M27;3M31;5M4;5M6;5M8;5M9,3M1;3M13;3M14;3M15;3M37;4M3,23,0,13,10,5,18,0.37808286929403667,0.07527119346106759,0.6496853623859031,910057.538376814,4878132.94189345,75.37,459.23
pearson,sys_sac,SAC,CD,posi,Indican,C14H17NO6,296.11523,4.064,Amylin,31,31,38,7,2M20;2M22;3M4;3M6;3M26;3M37;5M9,2M22;5M9,2M20;3M4;3M6;3M26;3M37,31,0,16,15,9,22,-0.3241095579226447,0.07527642402193237,0.6496853623859031,20862.1162191525,146560.231237917,1.79,12.85
pearson,tp4,GTT,CD,posi,Adenine,C5H5N5,136.06185,6.712,Amylin,33,33,35,2,3M5;3M6,,3M5;3M6,0,33,14,19,0,33,0.31385727259057866,0.07528805400694846,0.6496853623859031,938382.218736274,4761499.04706976,1.81,25.01
pearson,sys_sac,SAC,CD,posi,gemopatrilat,C19H26N2O4S,379.1692,2.456,Glucagon,32,32,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3,32,0,19,13,9,23,0.31885346820892535,0.0752888269774414,0.6496853623859031,11771.0360899824,456988.770352878,44.03,459.23
pearson,sys_sac,SAC,CD,nega,2-Aminobenzenesulfonic acid,C6H7NO3S,172.00745,3.567,PYY,35,35,38,3,3M6;3M7;3M38,3M6;3M7,3M38,35,0,19,16,10,25,-0.30452669332572657,0.07529027181283642,0.6496853623859031,88890.5005402456,887331.822420397,29.88,352.53
pearson,tp4,GTT,CD,posi,LysoPC(20:1(11Z)/0:0),C28H56NO7P,550.3864,3.972,Leptin,35,35,35,0,,,,0,35,16,19,0,35,0.30451603671444016,0.07530099734583458,0.6497006237037536,333457.545874941,17328550.6363941,324.41,7988.85
pearson,tp4,GTT,CD,posi,thiopentane,C5H12S,105.07393,17.624,Amylin,33,33,35,2,3M5;3M6,,3M5;3M6,0,33,14,19,0,33,0.31380877468008317,0.07533557734892836,0.6498261556049428,7721.83595603338,91111.5767046114,1.81,25.01
pearson,pv,SAC,CD,posi,Proline betaine,C7H13NO2,144.10179,11.129,Insulin,31,31,43,12,2M17;2M20;3M6;3M14;3M17;3M18;3M21;3M37;3M38;3M40;5M2;5M10,2M17;2M20;3M17;3M18;3M38;3M40,3M6;3M14;3M21;3M37;5M2;5M10,31,0,19,12,12,19,0.3240382222964385,0.07534436892244992,0.6498261556049428,27484.060631337,5818652.6442567,112.79,4792.38
pearson,tp4,GTT,CD,posi,N2-Acetylornithine,C7H14N2O3,175.16362,14.167,GIP,31,31,34,3,3M16;3M18;3M36,3M16;3M18;3M36,,0,31,16,15,0,31,-0.32403189540733196,0.0753503973697941,0.6498261556049428,10953.1697548993,934162.789625142,9.74,290.77
pearson,sys_sac,SAC,CD,posi,"(8E)-2-Amino-8-octadecene-1,3,4-triol",C18H37NO3,316.28436,8.639,Resistin,36,36,38,2,2M20;3M37,2M20;3M37,,36,0,20,16,10,26,-0.30008552530261295,0.07536987383937085,0.6498261556049428,17256.7490409843,350074.128913982,5122.24,58609.94
pearson,tp4,GTT,CD,posi,5-Indolol,C8H7NO,134.06003,11.544,Amylin,33,33,35,2,3M5;3M6,,3M5;3M6,0,33,14,19,0,33,0.3137691541792842,0.07537441894459487,0.6498261556049428,38729.5350427036,314286.673186344,1.81,25.01
pearson,sys_sac,SAC,CD,posi,Nornorcapsaicin,C16H23NO3,572.37046,3.892,C-Peptide 2,36,36,38,2,3M14;5M2,,3M14;5M2,36,0,20,16,9,27,-0.3000725285561215,0.07538313621850419,0.6498261556049428,10881.9182701709,3200559.52678289,29.61,1415.11
