correlation_method,metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_med_adj_ic,n_raw_ion_count_fallback,n_cd,n_id,n_young,n_old,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,tp4,GTT,CD,posi,SM(d16:1/24:1(15Z)),C45H89N2O6P,785.65103,3.835,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,0.7384784231792852,6.171170221355966e-7,0.044763200317627636,13836.6354260041,8592232.61456568,102.01,1743.56
pearson,tp4,GTT,CD,posi,2-(3-Phenylpropyl)pyridine,C14H15N,198.12773,2.695,Resistin,27,27,35,8,3M1;3M3;3M4;3M21;3M22;3M23;3M27;3M30,3M1;3M3;3M4;3M22;3M23;3M27,3M21;3M30,0,27,8,19,0,27,0.7719351880388325,2.410100596736182e-6,0.05281377711616929,8876.19733956885,382886.962587245,4345.62,23250.84
pearson,pv,SAC,CD,posi,Phosphoric acid,H3O4P,136.94019,14.935,PP,11,11,13,2,3M4;3M6,,3M4;3M6,11,0,5,6,4,7,0.9602839011600354,2.740831711375882e-6,0.05281377711616929,6304348.19079748,48496815.5989672,1.13,242.69
pearson,pv,SAC,CD,nega,Acamprosate,C5H11NO4S,180.03365,3.552,PYY,37,37,43,6,3M11;3M16;3M18;3M31;3M38;3M40,3M11;3M16;3M18;3M31;3M38;3M40,3M38,37,0,25,12,14,23,0.6823947435034756,3.288058273791097e-6,0.05281377711616929,167746.407563596,3575394.25734936,29.88,352.53
pearson,tp4,GTT,CD,posi,Mifepristone,C29H35NO2,876.55919,2.858,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,0.701046857087934,3.881073210109112e-6,0.05281377711616929,14705.4634539079,2721629.67714533,102.01,1743.56
pearson,sys_sac,SAC,CD,posi,PC(P-16:0/16:0),C40H80NO7P,718.57924,14.901,Insulin,33,33,38,5,3M6;3M14;3M15;3M37;5M2,3M15,3M6;3M14;3M37;5M2,33,0,19,14,9,24,0.703958598549754,4.855621495772598e-6,0.05281377711616929,18015.7010548629,550223.162536515,112.79,6851.38
pearson,tp4,GTT,CD,posi,"1,2-DIPHENYLCYCLOBUTANE",C16H16,209.13217,3.746,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.6973932895504823,6.479495247852811e-6,0.05281377711616929,10625.7514500298,192859.266960785,123.91,3214.38
pearson,sys_sac,SAC,CD,posi,Benzoxazolone,C7H5NO2,136.03936,4.475,Leptin,36,36,38,2,3M6;3M15,3M15,3M6,36,0,20,16,10,26,0.672264576871359,7.1110210468837e-6,0.05281377711616929,183735.99013953,2082396.96284829,608.22,7640.21
pearson,tp4,GTT,CD,posi,Agomelatine,C15H17NO2,244.13289,2.539,Resistin,27,27,35,8,3M4;3M5;3M21;3M23;3M24;3M28;3M29;3M30,3M4;3M5;3M21;3M23;3M24;3M28;3M29;3M30,3M21;3M30,0,27,8,19,0,27,0.7478536450490099,7.326000599361819e-6,0.05281377711616929,12462.9288474511,73928.3678648025,4345.62,23250.84
pearson,tp4,GTT,CD,posi,PC(16:0/16:1(9Z)),C40H78NO8P,732.55381,3.8,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,0.693515794087031,7.656143157004083e-6,0.05281377711616929,466541.023643118,33695654.5255866,4345.62,23250.84
pearson,tp4,GTT,CD,posi,Mifepristone,C29H35NO2,876.55919,2.858,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.6924580458575011,8.009147847659951e-6,0.05281377711616929,14705.4634539079,2458919.82453811,123.91,3214.38
pearson,pv,SAC,CD,nega,15beta-Hydroxydesogestrel,C22H30O2,325.21749,2.162,Leptin,38,38,43,5,3M6;3M27;3M28;4M1;5M10,3M27;3M28;4M1;5M10,3M6,38,0,20,18,12,26,0.6513842858051108,9.463956539752856e-6,0.05529514586674142,34964.2351467484,390475.569521821,561.67,7640.21
pearson,tp4,GTT,CD,nega,Deoxyuridine,C9H12N2O5,227.06745,5.02,Leptin,34,34,34,0,,,,0,34,16,18,0,34,-0.6794992584645203,9.910070809910092e-6,0.05529514586674142,745131.950852756,2227452.1339432,324.41,7988.85
pearson,tp4,GTT,CD,posi,"26-Hydroxy-24-methylene-9,19-cyclolanostan-3-one",C31H50O2,455.38414,2.29,Leptin,34,34,35,1,3M37,3M37,,0,34,16,18,0,34,-0.6741368098266678,1.236553899452587e-5,0.05702863269191363,8176.90868862919,412318.890469457,324.41,7988.85
pearson,pv,SAC,CD,posi,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C46H80NO8P,806.56847,3.038,Leptin,42,42,43,1,3M6,,3M6,42,0,24,18,14,28,0.6190613137873088,1.2401834371259137e-5,0.05702863269191363,108006722.780562,496309286.672995,221.83,7640.21
pearson,pv,SAC,CD,nega,Dihydrothymine,C5H8N2O2,127.05134,14.417,Resistin,42,42,43,1,5M10,5M10,,42,0,24,18,13,29,0.6154970584034818,1.43706176173046e-5,0.05702863269191363,2087620.6308181,24254135.9476099,5122.24,58609.94
pearson,pv,SAC,CD,nega,Dihomo-gamma-linolenic acid,C20H34O2,305.24834,2.188,PYY,40,40,43,3,3M38;4M1;5M10,4M1;5M10,3M38,40,0,23,17,12,28,-0.6273364748040208,1.4769244876690257e-5,0.05702863269191363,3964882.26608787,24502136.7979571,29.88,352.53
pearson,pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Resistin,41,41,43,2,2M17;2M20,2M17;2M20,,41,0,23,18,14,27,0.6195472622061063,1.5665154019183786e-5,0.05702863269191363,613454.85555326,5752618.19595773,5122.24,58609.94
pearson,tp4,GTT,CD,posi,Nitrosobenzene,C6H5NO,108.04437,4.447,Resistin,32,32,35,3,3M21;3M29;3M30,3M29,3M21;3M30,0,32,13,19,0,32,0.6839068693042392,1.5937837917786226e-5,0.05702863269191363,21181.3195121075,752055.138628005,4345.62,23250.84
pearson,sys_sac,SAC,CD,posi,"3-Acetyl-2,7-naphthyridine",C10H8N2O,173.07159,3.714,Secretin,34,34,38,4,2M31;3M27;3M34;3M40,2M31;3M27,3M34;3M40,34,0,20,14,10,24,0.6674310167141858,1.6207599952311717e-5,0.05702863269191363,741027.309509822,85149897.0035994,6.73,93.64
pearson,pv,SAC,CD,posi,2-Amino-6-purinethiol,C5H5N5S,168.03256,5.035,PYY,40,40,43,3,3M13;3M15;3M38,3M13;3M15;3M38,3M38,40,0,25,15,14,26,0.6230315327739222,1.7576788688769345e-5,0.05702863269191363,110096.93353598,1025737.44038296,29.88,352.53
pearson,sys_sac,SAC,CD,posi,"O-[{(2R)-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-3-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine",C48H72NO10P,854.50248,14.895,Insulin,33,33,38,5,3M6;3M14;3M15;3M37;5M2,3M15,3M6;3M14;3M37;5M2,33,0,19,14,9,24,0.6720363171243564,1.845786645931957e-5,0.05702863269191363,3307.44573149652,202189.975665029,112.79,6851.38
pearson,tp4,GTT,CD,nega,Thymidine,C10H14N2O5,241.08444,3.787,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,-0.6626736287775784,1.9557494143104113e-5,0.05702863269191363,807235.232107062,4540162.01464211,102.01,1743.56
pearson,sys_sac,SAC,CD,posi,2-Aminobenzoic acid,C7H7NO2,138.05501,7.296,PYY,36,36,38,2,2M26;3M38,2M26,3M38,36,0,21,15,10,26,0.6475522013312972,1.9642752690832618e-5,0.05702863269191363,30692.265624863,4306533.85416033,29.88,352.53
pearson,tp4,GTT,CD,posi,LysoPC(20:1(11Z)/0:0),C28H56NO7P,550.3864,3.972,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,0.6704324054224681,1.9655285889735314e-5,0.05702863269191363,333457.545874941,17328550.6363941,4345.62,23250.84
pearson,pv,SAC,CD,posi,LysoPC(18:1(9Z)/0:0),C26H52NO7P,522.35487,3,PYY,42,42,43,1,3M38,,3M38,42,0,25,17,14,28,-0.6064647053101029,2.0710041127383834e-5,0.05777782858522745,18703657.1050801,824128619.760352,29.88,352.53
pearson,tp4,GTT,CD,posi,"PC(16:0/18:4(6Z,9Z,12Z,15Z))",C42H76NO8P,754.53832,3.15,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,0.665951509561895,2.3381835567834292e-5,0.06281573424994179,24889.4458548046,2897135.60212675,4345.62,23250.84
pearson,sys_sac,SAC,CD,nega,Xanthine,C5H4N4O2,151.02616,8.963,Secretin,23,23,38,15,3M1;3M4;3M6;3M11;3M14;3M15;3M18;3M21;3M27;3M28;3M31;3M33;3M34;3M38;3M40,3M1;3M4;3M6;3M11;3M14;3M15;3M18;3M21;3M27;3M28;3M31;3M33;3M34;3M38;3M40,3M34;3M40,23,0,15,8,10,13,0.7598993386675408,2.5925277537120825e-5,0.06716128326544986,186366.156952163,12566965.7483526,9.97,93.25
pearson,tp4,GTT,CD,nega,18-Hydroxycorticosterone,C21H30O5,361.2022,3.75,C-Peptide 2,31,31,34,3,3M5;3M6;3M15,3M5;3M6;3M15,,0,31,14,17,0,31,-0.6773072968907756,2.8527937749097185e-5,0.07135525836443149,11557.5173929029,777887.678169715,102.01,1743.56
pearson,tp4,GTT,CD,nega,Indolepyruvate,C11H9NO3,202.05106,2.515,C-Peptide 2,33,33,34,1,3M12,3M12,,0,33,16,17,0,33,-0.6592910040799927,3.010651450871006e-5,0.07276934017342625,119174.890578554,4273596.6920784,102.01,1743.56
pearson,tp4,GTT,CD,nega,Artemether,C16H26O5,297.17061,3.589,Leptin,34,34,34,0,,,,0,34,16,18,0,34,-0.6505588417255569,3.109972352178523e-5,0.07276934017342625,14657.8357118655,258465.123289613,324.41,7988.85
pearson,pv,SAC,CD,nega,"PG(16:0/18:2(9Z,12Z))",C40H75O10P,745.50331,2.02,PYY,40,40,43,3,3M38;5M7;5M10,5M7;5M10,3M38,40,0,23,17,12,28,-0.6065641270206593,3.341421173497087e-5,0.07544973793090111,29417.0245225643,666436.18752698,29.88,352.53
pearson,tp4,GTT,CD,nega,"13,14-dihydro-15-keto-tetranor prostaglandin f1?",C16H28O5,299.18632,3.681,Leptin,34,34,34,0,,,,0,34,16,18,0,34,-0.6472654974255768,3.5156268023236147e-5,0.07544973793090111,9364.21754496409,517963.63337379,324.41,7988.85
pearson,tp4,GTT,CD,nega,Aprobarbital,C10H14N2O3,209.09331,18.945,C-Peptide 2,33,33,34,1,3M35,3M35,,0,33,16,17,0,33,0.6542019540228262,3.637051120649588e-5,0.07544973793090111,22972.1507136271,208229.282079736,102.01,1743.56
pearson,tp4,GTT,CD,posi,didecyldimethylammonium,C22H47N,326.37816,8.373,C-Peptide 2,33,33,34,1,3M6,3M6,,0,33,15,18,0,33,-0.6541754987332598,3.640593398562836e-5,0.07544973793090111,25181.7260729465,469849.287701308,102.01,1743.56
pearson,pv,SAC,CD,nega,4-Oxoproline,C5H7NO3,128.03529,10.245,Resistin,42,42,43,1,5M1,5M1,,42,0,24,18,13,29,0.5902053657393106,3.8900445392486534e-5,0.07653406465687344,3212061.19499427,14858783.4228452,5122.24,58609.94
pearson,tp4,GTT,CD,nega,Thymidine,C10H14N2O5,241.08444,3.787,Leptin,34,34,34,0,,,,0,34,16,18,0,34,-0.6444200735566794,3.9039378960851405e-5,0.07653406465687344,807235.232107062,4540162.01464211,324.41,7988.85
pearson,tp4,GTT,CD,posi,Betaine,C5H11NO2,118.08608,11.117,Leptin,35,35,35,0,,,,0,35,16,19,0,35,-0.63602643150452,4.0213857699370534e-5,0.0767619047916195,745740298.890594,2775037041.8576,324.41,7988.85
pearson,tp4,GTT,CD,posi,"PC(18:2(9Z,12Z)/18:1(11Z))",C44H82NO8P,806.56846,3.784,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,0.6407971015404501,4.454222767008307e-5,0.08284397503274732,3114037.92950658,415392295.599427,102.01,1743.56
pearson,pv,SAC,CD,posi,"PE(18:0/20:4(8Z,11Z,14Z,17Z))",C43H78NO8P,768.55384,3.048,Secretin,39,39,43,4,3M31;3M34;3M37;3M40,3M31;3M34;3M37;3M40,3M34;3M40,39,0,25,14,14,25,0.6039132805161596,4.6905003708735656e-5,0.08309817738832025,25411.3748386143,5695398.53859493,6.73,93.64
pearson,tp4,GTT,CD,posi,Phenylbutazone,C19H20N2O2,309.1568,3.755,GIP,33,33,34,1,3M14,3M14,,0,33,16,17,0,33,0.6471630306164027,4.697012894178243e-5,0.08309817738832025,12794.8934618824,193275.02774991,9.74,290.77
pearson,tp4,GTT,CD,posi,Compound III(S),C22H30N2O3,371.23612,2.706,Leptin,34,34,35,1,3M33,3M33,,0,34,16,18,0,34,-0.6369231518430983,5.1191721441991926e-5,0.08379950083225728,13051.8892356438,220287.094062692,324.41,7988.85
pearson,sys_sac,SAC,CD,nega,Homocysteinesulfinic acid,C4H9NO4S,166.01797,5.031,PYY,34,34,38,4,2M23;3M11;3M15;3M38,2M23;3M11;3M15,3M38,34,0,21,13,10,24,0.6363976083030801,5.215956650846526e-5,0.08379950083225728,6792020.35296912,25435372.1272688,29.88,352.53
pearson,sys_sac,SAC,CD,nega,Xanthine,C5H4N4O2,151.02616,8.963,C-Peptide 2,22,22,38,16,3M1;3M4;3M6;3M11;3M14;3M15;3M18;3M21;3M27;3M28;3M31;3M33;3M34;3M38;3M40;5M2,3M1;3M4;3M6;3M11;3M14;3M15;3M18;3M21;3M27;3M28;3M31;3M33;3M34;3M38;3M40,3M14;5M2,22,0,14,8,9,13,0.7528480503209466,5.276228232904515e-5,0.08379950083225728,186366.156952163,12566965.7483526,29.61,1415.11
pearson,tp4,GTT,CD,posi,1-Methoxypyrene,C17H12O,233.09591,2.428,Leptin,34,34,35,1,3M27,3M27,,0,34,15,19,0,34,0.6338291298463113,5.7131136269066986e-5,0.08379950083225728,31970.6725748524,302986.57899481,324.41,7988.85
pearson,tp4,GTT,CD,posi,"PI(18:1(9Z)/18:3(6Z,9Z,12Z))",C45H79O13P,859.53246,2.955,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.6410997762105458,5.824736690952981e-5,0.08379950083225728,9940.50436774368,1295834.1093303,123.91,3214.38
pearson,sys_sac,SAC,CD,nega,"PS(18:0/18:2(9Z,12Z))",C42H78NO10P,786.53076,3.759,C-Peptide 2,34,34,38,4,3M14;3M37;3M40;5M2,3M37;3M40,3M14;5M2,34,0,20,14,9,25,0.6317310758426457,6.150452853303853e-5,0.08379950083225728,27112.4808633357,329854.313226617,29.61,1354.08
pearson,sys_sac,SAC,CD,nega,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,300.04909,15.18,Leptin,31,31,38,7,3M4;3M6;3M7;3M33;3M38;5M3;5M6,3M4;3M7;3M33;3M38;5M3;5M6,3M6,31,0,16,15,8,23,0.6559844309003655,6.16338749947611e-5,0.08379950083225728,21394.6011528655,193922.103980131,608.22,7640.21
pearson,tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Amylin,27,27,35,8,3M3;3M5;3M6;3M11;3M19;3M20;3M27;3M37,3M3;3M11;3M19;3M20;3M27;3M37,3M5;3M6,0,27,12,15,0,27,0.6924331489446971,6.277862988787722e-5,0.08379950083225728,26649.8060429388,182188.291282959,1.81,24.65
pearson,tp4,GTT,CD,nega,Ethylene brassylate,C15H26O4,269.17601,2.531,C-Peptide 2,33,33,34,1,3M12,3M12,,0,33,16,17,0,33,-0.6384409372671659,6.391861086428679e-5,0.08379950083225728,24132.1856948454,327221.534482712,102.01,1743.56
pearson,tp4,GTT,CD,nega,Acetoin,C4H8O2,87.04516,12.26,C-Peptide 2,32,32,34,2,3M24;3M34,3M24;3M34,,0,32,15,17,0,32,-0.6460168461985563,6.50807279052371e-5,0.08379950083225728,279567.038894745,857844.823146108,102.01,1743.56
pearson,tp4,GTT,CD,posi,"PC(18:1(9Z)/20:2(11Z,14Z))",C46H86NO8P,812.60908,3.022,Resistin,31,31,35,4,3M21;3M28;3M29;3M30,3M28;3M29,3M21;3M30,0,31,12,19,0,31,0.6539664908587799,6.609071381546976e-5,0.08379950083225728,11122251.8798557,69713015.4424465,4345.62,23250.84
pearson,tp4,GTT,CD,posi,O-Succinyl-L-homoserine,C8H13NO6,220.08279,3.999,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,0.6293782362026609,6.676573789131823e-5,0.08379950083225728,7095.0081360305,127483.042031823,102.01,1743.56
pearson,pv,SAC,CD,posi,mephenesin,C10H14O3,183.1012,3.143,GLP-1,41,41,43,2,3M6;5M8,5M8,3M6,41,0,23,18,13,28,0.581085065542133,6.786470705736884e-5,0.08379950083225728,26100.9932766287,508807.381574865,32.54,467.7
pearson,sys_sac,SAC,CD,nega,Cucurbic acid,C12H20O3,211.13283,2.323,C-Peptide 2,36,36,38,2,3M14;5M2,,3M14;5M2,36,0,20,16,9,27,0.613838284950613,6.84703775892102e-5,0.08379950083225728,253515.165654893,2164295.29827334,29.61,1415.11
pearson,sys_sac,SAC,CD,posi,butalbital,C11H16N2O3,225.12274,4.644,C-Peptide 2,33,33,38,5,2M20;2M23;3M14;5M2;5M9,2M20;2M23;5M9,3M14;5M2,33,0,18,15,8,25,0.6357644480447624,7.01238742791119e-5,0.08379950083225728,15797.9734523601,56953.4981470527,29.61,1415.11
pearson,tp4,GTT,CD,posi,3-hydroxyoctanoylcarnitine,C15H29NO5,624.44625,2.485,Resistin,33,33,35,2,3M21;3M30,3M30,3M21;3M30,0,33,14,19,0,33,0.6350080319952892,7.197298443339142e-5,0.08379950083225728,42263.4738017347,4251273.13115514,4345.62,23250.84
pearson,tp4,GTT,CD,nega,"13,14-dihydro-15-keto-tetranor prostaglandin f1?",C16H28O5,299.18632,3.681,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,-0.6271355685613438,7.215405391940513e-5,0.08379950083225728,9364.21754496409,517963.63337379,102.01,1743.56
pearson,tp4,GTT,CD,posi,Dolichotheline,C10H17N3O,178.13397,9.617,Amylin,25,25,35,10,3M4;3M5;3M6;3M10;3M11;3M12;3M13;3M14;3M16;3M20,3M4;3M6;3M10;3M11;3M12;3M13;3M14;3M16;3M20,3M5;3M6,0,25,12,13,0,25,0.7090450471233104,7.252711588614853e-5,0.08379950083225728,13932.6261561527,869368.497734462,1.81,25.01
pearson,tp4,GTT,CD,posi,Phenylbutazone,C19H20N2O2,309.1568,3.755,Insulin,32,32,36,4,3M14;3M26;3M30;3M36,3M14,3M26;3M30;3M36,0,32,14,18,0,32,0.6428628103939651,7.254409381007532e-5,0.08379950083225728,12794.8934618824,193275.02774991,123.91,3214.38
pearson,tp4,GTT,CD,posi,Benzoxazolone,C7H5NO2,136.03936,4.475,GIP,31,31,34,3,3M24;3M28;3M29,3M24;3M28;3M29,,0,31,13,18,0,31,0.6510507616980515,7.304023209268146e-5,0.08379950083225728,317691.375939797,3739734.98306982,9.74,290.77
pearson,tp4,GTT,CD,nega,"13,14-dihydro-15-keto-tetranor prostaglandin f1?",C16H28O5,299.18632,3.681,Insulin,32,32,35,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,32,14,18,0,32,-0.6424434168950831,7.35922081117695e-5,0.08379950083225728,9364.21754496409,517963.63337379,123.91,3214.38
pearson,tp4,GTT,CD,nega,DG(18:2n6/0:0/18:3n3),C40H68O5,627.49973,2.228,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,0.6255759068246809,7.612869722672312e-5,0.08379950083225728,134899.434714365,10393525.5484485,102.01,1743.56
pearson,tp4,GTT,CD,posi,Mifepristone,C29H35NO2,876.55919,2.858,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,0.6329378173328296,7.725976115802002e-5,0.08379950083225728,14705.4634539079,2458919.82453811,4345.62,23250.84
pearson,tp4,GTT,CD,posi,"DG(18:2(9Z,12Z)/18:1(11Z)/0:0)",C39H70O5,601.51837,2.379,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,0.6324163304715045,7.864529565021407e-5,0.08379950083225728,44960.9206251417,1149948.64544474,4345.62,23250.84
pearson,tp4,GTT,CD,nega,"1-benzylhexahydropyrimidine-2,4,6-trione",C11H10N2O3,217.06185,4.135,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,-0.6234863601378706,8.176208956742964e-5,0.08379950083225728,439856.199574301,2710422.22786682,102.01,1743.56
pearson,tp4,GTT,CD,nega,glucosaminate,C6H13NO6,194.06818,16.188,Leptin,33,33,34,1,3M33,3M33,,0,33,16,17,0,33,0.6312493026382838,8.18270833938769e-5,0.08379950083225728,3216.56385617459,254516.716882865,324.41,7988.85
pearson,sys_sac,SAC,CD,nega,"(13Z,16Z)-hexacosa-13,16-dienoic acid",C26H48O2,391.3582,2.118,Glucagon,29,29,38,9,3M1;3M13;3M14;3M15;3M33;3M37;4M3;5M2;5M9,3M33;5M2;5M9,3M1;3M13;3M14;3M15;3M37;4M3,29,0,17,12,7,22,-0.6654202900224502,8.188744138905416e-5,0.08379950083225728,20297.736094126,97030.8443555472,44.03,459.23
pearson,sys_sac,SAC,CD,posi,Curcumene,C15H22,203.17936,2.474,Leptin,37,37,38,1,3M6,,3M6,37,0,20,17,10,27,0.6016151862249057,8.199603709397895e-5,0.08379950083225728,45232.8905384398,220000.372922686,608.22,7640.21
pearson,tp4,GTT,CD,posi,filibuvir,C29H37N5O3,504.29676,3.226,Amylin,27,27,35,8,3M1;3M3;3M5;3M6;3M13;3M15;3M16;3M17,3M1;3M3;3M6;3M13;3M15;3M16;3M17,3M5;3M6,0,27,12,15,0,27,0.6842757116792495,8.2823198622275e-5,0.08379950083225728,13150.9605434774,166333.109218459,1.81,22.9
pearson,tp4,GTT,CD,nega,Caprylic acid,C8H16O2,143.10774,3.629,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,-0.6227913075635595,8.371734439104195e-5,0.08379950083225728,1147985.17789314,4251664.13533556,102.01,1743.56
pearson,tp4,GTT,CD,posi,3-hydroxyoctanoylcarnitine,C15H29NO5,624.44625,2.485,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.6304727634474194,8.400775706316503e-5,0.08379950083225728,42263.4738017347,4251273.13115514,123.91,3214.38
pearson,tp4,GTT,CD,posi,"PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",C41H72NO8P,738.50629,2.957,Insulin,31,31,36,5,3M21;3M26;3M29;3M30;3M36,3M21;3M29,3M26;3M30;3M36,0,31,12,19,0,31,0.6468030490683299,8.433555146071994e-5,0.08379950083225728,11008.160192028,323320.755673313,123.91,3151.78
pearson,tp4,GTT,CD,posi,"PI(18:1(9Z)/18:3(6Z,9Z,12Z))",C45H79O13P,859.53246,2.955,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,0.6290778012383919,8.80564087848523e-5,0.0863143198326763,9940.50436774368,1295834.1093303,4345.62,23250.84
pearson,tp4,GTT,CD,posi,"PC(18:2(9Z,12Z)/18:1(11Z))",C44H82NO8P,806.56846,3.784,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,0.627944928884795,9.147223173975321e-5,0.08780683796011733,3114037.92950658,415392295.599427,4345.62,23250.84
pearson,pv,SAC,CD,nega,Limocitrol,C18H16O9,375.07008,11.044,Resistin,33,33,43,10,3M4;3M6;3M15;5M1;5M2;5M3;5M4;5M6;5M8;5M10,3M4;3M6;3M15;5M1;5M2;5M3;5M4;5M6;5M8;5M10,,33,0,16,17,7,26,0.627773252863923,9.200010594696312e-5,0.08780683796011733,18736.1623757954,259091.41848335,5122.24,58609.94
pearson,pv,SAC,CD,posi,FOSAMINE,C3H8NO4P,154.02648,12.745,Insulin,32,32,43,11,3M6;3M7;3M11;3M14;3M21;3M37;3M38;3M40;5M1;5M2;5M10,3M7;3M11;3M38;3M40;5M1,3M6;3M14;3M21;3M37;5M2;5M10,32,0,19,13,11,21,0.6354075779669306,9.332097717388485e-5,0.08791078441928457,3701.22027359257,82795.4620488364,112.79,4792.38
pearson,pv,SAC,CD,nega,"PG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C44H75O10P,793.50302,2,Leptin,39,39,43,4,2M16;2M17;3M6;3M28,2M16;2M17;3M28,3M6,39,0,21,18,14,25,0.5839551988775356,9.515320717397179e-5,0.08848760302014382,7624.35462547637,61867.1197821572,221.83,5191.15
pearson,pv,SAC,CD,nega,Cytidine,C9H13N3O5,242.07843,9.782,Resistin,43,43,43,0,,,,43,0,25,18,14,29,0.5590301939736599,9.758056405492878e-5,0.08959625056061157,302700.923989177,2303276.14179964,5122.24,58609.94
pearson,pv,SAC,CD,posi,Creatine,C4H9N3O2,132.07669,14.057,Resistin,43,43,43,0,,,,43,0,25,18,14,29,0.5585294159772937,9.930012035147536e-5,0.0900354191226827,10424928.0592023,546275932.260103,5122.24,58609.94
pearson,pv,SAC,CD,nega,N-Lauroylglycine,C14H27NO3,256.19174,2.896,C-Peptide 2,37,37,43,6,3M14;3M21;3M33;3M40;5M2;5M10,3M21;3M33;3M40,3M14;5M2;5M10,37,0,22,15,12,25,0.5954224408889005,1.0127820310177673e-4,0.09049430896833613,3943.43049707297,78726.1547791309,29.61,1415.11
pearson,sys_sac,SAC,CD,nega,Xanthurenic acid,C10H7NO4,204.03023,3.708,Resistin,38,38,38,0,,,,38,0,21,17,10,28,0.5872890468457104,1.0611190861134263e-4,0.09049430896833613,19966.3950411405,1016268.02991822,5122.24,58609.94
pearson,tp4,GTT,CD,nega,18-Oxocortisol,C21H28O6,375.18482,2.674,Leptin,33,33,34,1,3M12,3M12,,0,33,16,17,0,33,-0.6234260798955815,1.063109460369635e-4,0.09049430896833613,85135.7705384945,681969.31741361,324.41,7988.85
pearson,sys_sac,SAC,CD,posi,"PC(P-16:0/18:3(9Z,12Z,15Z))",C42H78NO7P,740.56199,14.862,Insulin,33,33,38,5,3M6;3M14;3M15;3M37;5M2,3M15,3M6;3M14;3M37;5M2,33,0,19,14,9,24,0.6228829374698512,1.0823236977052514e-4,0.09049430896833613,5004.96980554422,87391.3048835673,112.79,6851.38
pearson,pv,SAC,CD,posi,"PC(18:1(9Z)/20:2(11Z,14Z))",C46H86NO8P,812.60908,3.022,Leptin,42,42,43,1,3M6,,3M6,42,0,24,18,14,28,0.5613016997976122,1.1011301013359792e-4,0.09049430896833613,8305385.88278786,52382174.4782245,221.83,7640.21
pearson,sys_sac,SAC,CD,nega,4-Pyridoxic acid,C8H9NO4,182.04593,2.418,PYY,32,32,38,6,2M26;3M11;3M13;3M15;3M18;3M38,2M26;3M11;3M13;3M15;3M18,3M38,32,0,21,11,10,22,0.6303021519782066,1.1047120184793635e-4,0.09049430896833613,53158.4267286796,763355.100006257,29.88,352.53
pearson,tp4,GTT,CD,nega,Indoleacetaldehyde,C10H9NO,158.06115,2.677,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,-0.6143990184268671,1.1087434518851951e-4,0.09049430896833613,15160269.8635008,62570026.6216217,102.01,1743.56
