metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone
pv,SAC,CD,nega,(Â±)-2-Hydroxy-4-(methylthio)butanoic acid,C5H10O3S,149.02771,3.773,Secretin,43,5,2M22;2M26;3M11;3M34;3M40,2M22;2M26;3M11,3M34;3M40
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,Amylin,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,C-Peptide 2,43,3,3M14;5M2;5M10,,3M14;5M2;5M10
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,GIP,42,2,3M7;3M38,,3M7;3M38
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,GLP-1,43,1,3M6,,3M6
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,Ghrelin,2,0,,,
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,Glucagon,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,Leptin,43,1,3M6,,3M6
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,PP,13,3,3M4;3M6;3M15,3M15,3M4;3M6
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,PYY,43,1,3M38,,3M38
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,Resistin,43,0,,,
pv,SAC,CD,nega,(Â±)-2-Methylbutanal,C5H10O,85.0659,3.71,Secretin,43,2,3M34;3M40,,3M34;3M40
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,Amylin,43,8,2M20;3M4;3M6;3M26;3M37;4M2;4M4;5M10,4M2;4M4,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,C-Peptide 2,43,5,3M14;4M2;4M4;5M2;5M10,4M2;4M4,3M14;5M2;5M10
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,GIP,42,4,3M7;3M38;4M2;4M4,4M2;4M4,3M7;3M38
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,GLP-1,43,3,3M6;4M2;4M4,4M2;4M4,3M6
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,Ghrelin,2,0,,,
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,Glucagon,43,7,3M14;3M15;3M37;4M2;4M3;4M4;5M10,4M2;4M4,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,Insulin,43,8,3M6;3M14;3M21;3M37;4M2;4M4;5M2;5M10,4M2;4M4,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,Leptin,43,3,3M6;4M2;4M4,4M2;4M4,3M6
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,PYY,43,3,3M38;4M2;4M4,4M2;4M4,3M38
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,Resistin,43,2,4M2;4M4,4M2;4M4,
pv,SAC,CD,nega,"1,2,3-Trihydroxybenzene",C6H6O3,125.02445,14.471,Secretin,43,4,3M34;3M40;4M2;4M4,4M2;4M4,3M34;3M40
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,Amylin,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,C-Peptide 2,43,3,3M14;5M2;5M10,,3M14;5M2;5M10
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,GIP,42,2,3M7;3M38,,3M7;3M38
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,GLP-1,43,1,3M6,,3M6
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,Ghrelin,2,0,,,
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,Glucagon,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,Leptin,43,1,3M6,,3M6
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,PP,13,5,3M4;3M6;3M14;5M3;5M10,3M4;3M14;5M3;5M10,3M4;3M6
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,PYY,43,1,3M38,,3M38
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,Resistin,43,0,,,
pv,SAC,CD,nega,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,150.00192,3.027,Secretin,43,2,3M34;3M40,,3M34;3M40
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,Amylin,43,8,2M20;3M4;3M6;3M26;3M37;5M1;5M2;5M10,5M1;5M2,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,C-Peptide 2,43,4,3M14;5M1;5M2;5M10,5M1;5M2,3M14;5M2;5M10
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,GIP,42,4,3M7;3M38;5M1;5M2,5M1;5M2,3M7;3M38
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,GLP-1,43,3,3M6;5M1;5M2,5M1;5M2,3M6
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,Ghrelin,2,0,,,
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,Glucagon,43,7,3M14;3M15;3M37;4M3;5M1;5M2;5M10,5M1;5M2,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,Insulin,43,7,3M6;3M14;3M21;3M37;5M1;5M2;5M10,5M1;5M2,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,Leptin,43,3,3M6;5M1;5M2,5M1;5M2,3M6
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,PP,13,3,3M4;3M6;5M2,5M2,3M4;3M6
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,PYY,43,3,3M38;5M1;5M2,5M1;5M2,3M38
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,Resistin,43,2,5M1;5M2,5M1;5M2,
pv,SAC,CD,nega,"1,2-Cyclohexanediol",C6H12O2,115.07649,3.754,Secretin,43,4,3M34;3M40;5M1;5M2,5M1;5M2,3M34;3M40
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Amylin,43,7,2M17;2M20;3M4;3M6;3M26;3M37;5M10,2M17;2M20,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,C-Peptide 2,43,5,2M17;2M20;3M14;5M2;5M10,2M17;2M20,3M14;5M2;5M10
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,GIP,42,4,2M17;2M20;3M7;3M38,2M17;2M20,3M7;3M38
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,GLP-1,43,3,2M17;2M20;3M6,2M17;2M20,3M6
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Ghrelin,2,0,,,
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Glucagon,43,7,2M17;2M20;3M14;3M15;3M37;4M3;5M10,2M17;2M20,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Insulin,43,8,2M17;2M20;3M6;3M14;3M21;3M37;5M2;5M10,2M17;2M20,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Leptin,43,3,2M17;2M20;3M6,2M17;2M20,3M6
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,PP,13,3,2M20;3M4;3M6,2M20,3M4;3M6
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,PYY,43,3,2M17;2M20;3M38,2M17;2M20,3M38
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Resistin,43,2,2M17;2M20,2M17;2M20,
pv,SAC,CD,nega,"1,5-Anhydro-D-glucitol",C6H12O5,163.06258,17.256,Secretin,43,4,2M17;2M20;3M34;3M40,2M17;2M20,3M34;3M40
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,Amylin,43,8,2M20;3M4;3M6;3M11;3M26;3M37;4M4;5M10,3M11;4M4,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,C-Peptide 2,43,5,3M11;3M14;4M4;5M2;5M10,3M11;4M4,3M14;5M2;5M10
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,GIP,42,4,3M7;3M11;3M38;4M4,3M11;4M4,3M7;3M38
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,GLP-1,43,3,3M6;3M11;4M4,3M11;4M4,3M6
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,Ghrelin,2,0,,,
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,Glucagon,43,7,3M11;3M14;3M15;3M37;4M3;4M4;5M10,3M11;4M4,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,Insulin,43,8,3M6;3M11;3M14;3M21;3M37;4M4;5M2;5M10,3M11;4M4,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,Leptin,43,3,3M6;3M11;4M4,3M11;4M4,3M6
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,PP,13,3,3M4;3M6;3M14,3M14,3M4;3M6
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,PYY,43,3,3M11;3M38;4M4,3M11;4M4,3M38
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,Resistin,43,2,3M11;4M4,3M11;4M4,
pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,Secretin,43,4,3M11;3M34;3M40;4M4,3M11;4M4,3M34;3M40
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,Amylin,43,15,2M16;2M20;2M31;3M4;3M6;3M7;3M18;3M26;3M27;3M31;3M37;3M40;4M4;5M9;5M10,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,C-Peptide 2,43,12,2M16;2M31;3M7;3M14;3M18;3M27;3M31;3M40;4M4;5M2;5M9;5M10,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M14;5M2;5M10
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,GIP,42,10,2M16;2M31;3M7;3M18;3M27;3M31;3M38;3M40;4M4;5M9,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M7;3M38
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,GLP-1,43,10,2M16;2M31;3M6;3M7;3M18;3M27;3M31;3M40;4M4;5M9,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M6
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,Ghrelin,2,0,,,
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,Glucagon,43,14,2M16;2M31;3M7;3M14;3M15;3M18;3M27;3M31;3M37;3M40;4M3;4M4;5M9;5M10,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,Insulin,43,15,2M16;2M31;3M6;3M7;3M14;3M18;3M21;3M27;3M31;3M37;3M40;4M4;5M2;5M9;5M10,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,Leptin,43,10,2M16;2M31;3M6;3M7;3M18;3M27;3M31;3M40;4M4;5M9,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M6
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,PP,13,5,3M4;3M6;3M13;3M14;3M18,3M4;3M13;3M14;3M18,3M4;3M6
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,PYY,43,10,2M16;2M31;3M7;3M18;3M27;3M31;3M38;3M40;4M4;5M9,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M38
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,Resistin,43,9,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,
pv,SAC,CD,nega,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,255.09996,15.652,Secretin,43,10,2M16;2M31;3M7;3M18;3M27;3M31;3M34;3M40;4M4;5M9,2M16;2M31;3M7;3M18;3M27;3M31;3M40;4M4;5M9,3M34;3M40
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,Amylin,43,12,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M4;3M6;3M26;3M37;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,C-Peptide 2,43,10,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M14;5M2;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M14;5M2;5M10
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,GIP,42,8,2M16;2M17;2M20;2M23;2M26;2M31;3M7;3M38,2M16;2M17;2M20;2M23;2M26;2M31,3M7;3M38
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,GLP-1,43,8,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M6
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,Ghrelin,2,0,,,
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,Glucagon,43,12,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M14;3M15;3M37;4M3;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,Insulin,43,13,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M14;3M21;3M37;5M2;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,Leptin,43,8,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M6
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,PP,13,3,2M20;3M4;3M6,2M20,3M4;3M6
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,PYY,43,8,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M38,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M38
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,Resistin,43,7,2M16;2M17;2M20;2M22;2M23;2M26;2M31,2M16;2M17;2M20;2M22;2M23;2M26;2M31,
pv,SAC,CD,nega,1-Butanethiol,C4H10S,89.04375,13.979,Secretin,43,9,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M34;3M40,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M34;3M40
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,Amylin,43,9,2M20;3M4;3M6;3M11;3M14;3M26;3M37;4M5;5M10,3M11;3M14;4M5;5M10,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,C-Peptide 2,43,5,3M11;3M14;4M5;5M2;5M10,3M11;3M14;4M5;5M10,3M14;5M2;5M10
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,GIP,42,6,3M7;3M11;3M14;3M38;4M5;5M10,3M11;3M14;4M5;5M10,3M7;3M38
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,GLP-1,43,5,3M6;3M11;3M14;4M5;5M10,3M11;3M14;4M5;5M10,3M6
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,Ghrelin,2,0,,,
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,Glucagon,43,7,3M11;3M14;3M15;3M37;4M3;4M5;5M10,3M11;3M14;4M5;5M10,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,Insulin,43,8,3M6;3M11;3M14;3M21;3M37;4M5;5M2;5M10,3M11;3M14;4M5;5M10,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,Leptin,43,5,3M6;3M11;3M14;4M5;5M10,3M11;3M14;4M5;5M10,3M6
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,PP,13,3,3M4;3M6;5M10,5M10,3M4;3M6
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,PYY,43,5,3M11;3M14;3M38;4M5;5M10,3M11;3M14;4M5;5M10,3M38
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,Resistin,43,4,3M11;3M14;4M5;5M10,3M11;3M14;4M5;5M10,
pv,SAC,CD,nega,1-Hydroxybenzotriazol,C6H5N3O,134.0361,14.239,Secretin,43,6,3M11;3M14;3M34;3M40;4M5;5M10,3M11;3M14;4M5;5M10,3M34;3M40
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,Amylin,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,C-Peptide 2,43,3,3M14;5M2;5M10,,3M14;5M2;5M10
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,GIP,42,2,3M7;3M38,,3M7;3M38
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,GLP-1,43,1,3M6,,3M6
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,Ghrelin,2,0,,,
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,Glucagon,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,Leptin,43,1,3M6,,3M6
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,PYY,43,1,3M38,,3M38
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,Resistin,43,0,,,
pv,SAC,CD,nega,1-Hydroxyepiacorone,C15H24O3,251.16545,2.62,Secretin,43,2,3M34;3M40,,3M34;3M40
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,Amylin,43,21,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M4;3M6;3M7;3M11;3M13;3M14;3M15;3M17;3M26;3M37;5M2;5M3;5M4;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,C-Peptide 2,43,18,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M14;5M2;5M10
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,GIP,42,17,2M16;2M17;2M20;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;3M38;5M2;5M3;5M4,2M16;2M17;2M20;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M7;3M38
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,GLP-1,43,17,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M6
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,Ghrelin,2,0,,,
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,Glucagon,43,20,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;3M37;4M3;5M2;5M3;5M4;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,Insulin,43,20,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;3M21;3M37;5M2;5M3;5M4;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,Leptin,43,17,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M6
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,PYY,43,18,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;3M38;5M2;5M3;5M4,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M38
