correlation_method,metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_med_adj_ic,n_raw_ion_count_fallback,n_cd,n_id,n_young,n_old,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,pv,SAC,CD,posi,2-MeO-E1,C19H24O3,303.20317,2.461,Resistin,43,43,43,0,,,,43,0,25,18,14,29,-0.38961223625822994,0.009808227266078325,0.38642830619066504,104892.697956297,1628393.90944605,5122.24,58609.94
pearson,tp4,GTT,CD,posi,Methacholine,C8H17NO2,160.13318,14.799,GLP-1,30,30,35,5,3M3;3M6;3M13;3M14;3M23,3M6;3M13;3M14,3M3;3M6;3M23,0,30,13,17,0,30,0.46392768465319006,0.009812996988002351,0.38642830619066504,3328807.48900907,55945522.6666144,24.2,219.87
pearson,sys_sac,SAC,CD,posi,Amylbenzene,C11H16,149.13233,2.53,GIP,34,34,37,3,3M7;3M34;3M38,3M34,3M7;3M38,34,0,20,14,10,24,0.43671768542324424,0.009813071302569828,0.38642830619066504,105987.019177291,1314810.76422565,49,1397.63
pearson,pv,SAC,CD,posi,FOSAMINE,C3H8NO4P,154.02648,12.745,GIP,37,37,42,5,3M7;3M11;3M38;3M40;5M1,3M7;3M11;3M38;3M40;5M1,3M7;3M38,37,0,23,14,13,24,0.41911909098893085,0.00982293541879571,0.38660686030264,2502.87237946406,82795.4620488364,49,1817.17
pearson,sys_sac,SAC,CD,posi,(4-{[2-(3-Chlorophenyl)-6-(trifluoromethyl)-4-pyridinyl]methyl}phenyl)acetic acid,C21H15ClF3NO2,406.07894,12.81,Leptin,32,32,38,6,2M23;3M6;4M3;5M3;5M7;5M9,2M23;4M3;5M3;5M7;5M9,3M6,32,0,16,16,6,26,0.449603098928828,0.009832795510371006,0.38678506244049415,129345.401084572,1357541.27580838,608.22,7640.21
pearson,sys_sac,SAC,CD,posi,N1-Methyl-4-pyridone-3-carboxamide,C7H8N2O2,153.06587,4.685,GIP,35,35,37,2,3M7;3M38,,3M7;3M38,35,0,20,15,10,25,0.43044961303297224,0.00984676647480036,0.3868265531639204,32203.622491346,4026138.99429994,49,1817.17
pearson,tp4,GTT,CD,posi,Ascorbyl stearate,C24H42O7,443.30357,2.94,Resistin,28,28,35,7,3M6;3M10;3M11;3M18;3M21;3M30;3M31,3M6;3M10;3M11;3M18;3M21;3M31,3M21;3M30,0,28,12,16,0,28,0.47936216443460605,0.009849593418288666,0.3868265531639204,13229.3725183919,181565.302586566,4944.73,23250.84
pearson,sys_sac,SAC,CD,posi,Methacholine,C8H17NO2,160.13318,14.799,Leptin,36,36,38,2,3M6;3M40,3M40,3M6,36,0,20,16,10,26,0.42454396656366755,0.00985899027753264,0.3868265531639204,1215517.10566163,52019034.3322033,608.22,7640.21
pearson,tp4,GTT,CD,nega,3-Nitrotyrosine,C9H10N2O5,225.05322,12.699,Glucagon,24,24,30,6,3M21;3M22;3M24;3M26;3M34;3M39,3M21;3M22;3M24;3M26;3M34;3M39,,0,24,10,14,0,24,0.5159366548190193,0.009859220389229059,0.3868265531639204,15318.0622592497,103951.353878977,17.67,161.53
pearson,pv,SAC,CD,nega,Prostaglandin D2,C20H32O5,351.22009,1.874,Secretin,39,39,43,4,3M34;3M40;4M1;5M3,4M1;5M3,3M34;3M40,39,0,23,16,12,27,-0.40831023354183743,0.009865840190708526,0.3868265531639204,2786716.75839032,9200294.05098178,6.73,93.64
pearson,sys_sac,SAC,CD,posi,1-Aminocyclopropanecarboxylic acid,C4H7NO2,119.08152,12.782,PP,8,8,11,3,3M4;3M6;5M2,,3M4;3M6;5M2,8,0,2,6,1,7,-0.8350666965756917,0.00987496310526215,0.3868265531639204,13341057.1305334,55688730.4514832,1.13,72.59
pearson,sys_sac,SAC,CD,nega,"13,14-dihydro-15-keto-tetranor prostaglandin f1?",C16H28O5,299.18632,3.681,PYY,36,36,38,2,2M23;3M38,2M23,3M38,36,0,21,15,10,26,0.4244507383295648,0.009876911914985336,0.3868265531639204,7808.55006018551,507347.158656243,29.88,352.53
pearson,pv,SAC,CD,posi,1-arachidonoyl-sn-glycero-3-phosphocholine,C28H50NO7P,544.33932,8.329,Leptin,37,37,43,6,2M17;3M6;4M1;4M4;5M8;5M10,2M17;4M1;4M4;5M8;5M10,3M6,37,0,19,18,10,27,0.41883293383707276,0.009878432195544845,0.3868265531639204,13221.2731400192,1056200.06146701,561.67,7640.21
pearson,pv,SAC,CD,nega,dCTP,C9H16N3O13P3,465.98682,11.85,Resistin,42,42,43,1,3M21,3M21,,42,0,24,18,14,28,0.3937498752978307,0.009881846297186839,0.3868265531639204,41952.1646809044,154323.458364134,5122.24,58609.94
pearson,tp4,GTT,CD,posi,NP-016516,C16H24O4,281.17452,2.558,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,-0.4425980562996401,0.00990127949813107,0.3873782144964592,20311.4506505457,467945.890210924,123.91,3214.38
pearson,tp4,GTT,CD,posi,"PC(18:0/18:3(9Z,12Z,15Z))",C46H78NO8P,804.55281,3.03,GIP,32,32,34,2,3M27;3M29,3M27;3M29,,0,32,14,18,0,32,0.4491745170448415,0.009911742547114275,0.38757852150807603,170625.229143634,18042404.3496641,9.74,290.77
pearson,sys_sac,SAC,CD,posi,butoctamide,C16H29NO5,316.21061,2.826,Glucagon,27,27,38,11,2M17;2M22;3M1;3M7;3M13;3M14;3M15;3M37;3M39;4M3;5M9,2M17;2M22;3M7;3M39;5M9,3M1;3M13;3M14;3M15;3M37;4M3,27,0,16,11,8,19,0.48739734215030506,0.009918424748790454,0.38763084998828895,14724.815208749,55868.7137274798,44.03,459.23
pearson,sys_sac,SAC,CD,posi,ethoate-methyl,C6H14NO3PS2,244.02272,14.552,GIP,35,35,37,2,3M7;3M38,,3M7;3M38,35,0,20,15,10,25,0.42999995788868794,0.009932462266427466,0.38797042701000684,15025.6785485154,249961.060591183,49,1817.17
pearson,pv,SAC,CD,nega,Saccharopine,C11H20N2O6,275.12641,13.975,Insulin,37,37,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10,37,0,21,16,12,25,-0.41851626871156655,0.009940156692351296,0.38806200529407625,5020.27528451267,221659.1249555,112.79,4792.38
pearson,tp4,GTT,CD,posi,"N,N-Dimethyl-p-phenylenediamine",C8H12N2,137.10733,3.75,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.44235553696548746,0.009946648222815999,0.38810654948369083,43901.7044916171,661193.111344505,123.91,3214.38
pearson,sys_sac,SAC,CD,posi,N2-Acetylornithine,C7H14N2O3,175.16362,14.167,PYY,28,28,38,10,3M11;3M13;3M15;3M17;3M18;3M33;3M34;3M38;3M39;3M40,3M11;3M13;3M15;3M17;3M18;3M33;3M34;3M38;3M39;3M40,3M38,28,0,21,7,10,18,0.47877896816539545,0.009952461621253255,0.38812460008560545,19964.1089318195,413283.642168761,29.88,352.53
pearson,tp4,GTT,CD,posi,PE(16:0/18:1(9Z)),C39H76NO8P,740.52242,3.916,Secretin,31,31,35,4,3M6;3M12;3M15;3M19,3M12;3M15;3M19,3M6,0,31,15,16,0,31,0.4557842748003485,0.009971824382787778,0.3882538793604978,10433.159363874,1626004.37935969,2.01,26.26
pearson,sys_sac,SAC,CD,posi,Ethephon,C2H6ClO3P,144.98217,7.232,PYY,27,27,38,11,3M13;3M15;3M18;3M26;3M33;3M34;3M38;4M2;5M3;5M7;5M8,3M13;3M15;3M18;3M26;3M33;3M34;4M2;5M3;5M7;5M8,3M38,27,0,16,11,6,21,0.48705403585042495,0.009978505657859266,0.3882538793604978,1089588.37615895,8359481.7049308,29.88,352.53
pearson,sys_sac,SAC,CD,posi,PE(22:1(13Z)/18:1(9Z)),C45H86NO8P,800.61581,3.858,Insulin,34,34,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2,34,0,19,15,9,25,0.43583475914763936,0.009979648250813693,0.3882538793604978,34554.1547804554,11619227.8704227,112.79,6851.38
pearson,pv,SAC,CD,posi,Oxadixyl,C14H18N2O4,357.14708,2.037,C-Peptide 2,38,38,43,5,2M23;3M14;3M33;5M2;5M10,2M23;3M33;5M2,3M14;5M2;5M10,38,0,23,15,12,26,0.41292533234595974,0.00997968964709815,0.3882538793604978,7781.66789949568,78484.8760210075,29.61,1415.11
pearson,sys_sac,SAC,CD,nega,D-Ribose 5-phosphate,C5H11O8P,229.01217,15.087,Amylin,28,28,38,10,2M16;2M20;2M23;2M31;3M4;3M6;3M14;3M26;3M33;3M37,2M16;2M23;2M31;3M4;3M14;3M33,2M20;3M4;3M6;3M26;3M37,28,0,16,12,10,18,-0.4785925776566586,0.009985527602658842,0.3882538793604978,15551.3111149657,90846.1835507128,1.79,12.85
pearson,pv,SAC,CD,nega,pentalenic acid,C15H22O3,249.14969,1.972,C-Peptide 2,37,37,43,6,3M14;4M1;4M5;5M1;5M2;5M10,4M1;4M5;5M1;5M2,3M14;5M2;5M10,37,0,20,17,9,28,0.41827251825209677,0.009987892065825092,0.3882538793604978,83385.1491921936,312603.667534804,29.61,1415.11
pearson,pv,SAC,CD,posi,Octyl hydrogen phthalate,C16H22O4,279.15875,3.97,Glucagon,34,34,43,9,2M16;3M6;3M14;3M15;3M18;3M37;3M39;4M3;5M10,2M16;3M6;3M18;3M39;4M3,3M14;3M15;3M37;4M3;5M10,34,0,21,13,12,22,0.43570777524109944,0.010003801650360416,0.38866403669552396,105647.028867675,13472716.961355,44.03,596.46
pearson,sys_sac,SAC,CD,posi,LysoPC(14:0/0:0),C22H46NO7P,468.30833,4.324,Insulin,34,34,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2,34,0,19,15,9,25,-0.43567054363354335,0.01001089280058631,0.38873132772126795,191757.469157523,22002182.9208085,112.79,6851.38
pearson,tp4,GTT,CD,posi,Tangeritin,C20H20O7,373.12996,3.993,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.44191716305553763,0.010029102494032277,0.38900720988435006,14576.7016767683,164450.147246628,123.91,3214.38
pearson,tp4,GTT,CD,posi,deoxyhypusine,C10H23N3O2,452.39385,2.515,PYY,31,31,34,3,3M6;3M12;3M14,3M12;3M14,3M6,0,31,15,16,0,31,0.4554586162118333,0.010031800231714455,0.38900720988435006,30870.4336866342,2776358.18860828,1.63,80.39
pearson,tp4,GTT,CD,posi,"1,5,6,7-tetrahydropteridin",C6H8N4,137.08219,7.441,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.4418907637487274,0.010034086380467891,0.38900720988435006,58863.7374475822,184261985.078395,123.91,3214.38
pearson,sys_sac,SAC,CD,posi,7-Dehydrocholesterol,C27H44O,385.49917,2.449,GIP,35,35,37,2,3M7;3M38,,3M7;3M38,35,0,20,15,10,25,0.42934058407592846,0.010059271296964798,0.389775268587948,69166.419343184,2796309.86220953,49,1817.17
pearson,sys_sac,SAC,CD,posi,Styrene,C8H8,105.06978,2.574,Resistin,37,37,38,1,3M11,3M11,,37,0,21,16,10,27,0.41787259896652673,0.010066633928391851,0.3897891781006379,2091796.27183499,8099929.83611212,5122.24,58609.94
pearson,tp4,GTT,CD,posi,Diftalone,C16H12N2O2,265.09705,2.115,C-Peptide 2,25,25,34,9,3M1;3M12;3M14;3M15;3M16;3M17;3M18;3M19;3M20,3M1;3M12;3M14;3M15;3M16;3M17;3M18;3M19;3M20,,0,25,15,10,0,25,-0.504770162302707,0.010070839690543475,0.3897891781006379,2313.39994593775,43242.153370491,179.75,1743.56
pearson,tp4,GTT,CD,posi,"1-α,24R,25-Trihydroxyvitamin D2",C28H44O4,508.33975,3.01,Secretin,33,33,35,2,3M6;3M35,3M35,3M6,0,33,15,18,0,33,0.44167049962193566,0.010075751474284439,0.3897891781006379,12808.2133865761,4880877.26059141,2.01,26.26
pearson,tp4,GTT,CD,posi,Leucyl-Alanine,C9H18N2O3,203.13893,14.098,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,-0.43520267487395364,0.010100367140621788,0.39015910536447806,38354.5182608347,352229.515637643,102.01,1743.56
pearson,tp4,GTT,CD,posi,O-Succinyl-L-homoserine,C8H13NO6,220.08279,3.999,GIP,34,34,34,0,,,,0,34,16,18,0,34,0.435199051637432,0.010101062677288414,0.39015910536447806,7095.0081360305,127483.042031823,9.74,290.77
pearson,tp4,GTT,CD,posi,PEG n15,C30H62O16,348.72228,4.203,GLP-1,31,31,35,4,3M3;3M6;3M21;3M23,3M21,3M3;3M6;3M23,0,31,12,19,0,31,-0.45508248168196946,0.010101450312596363,0.39015910536447806,26113.6579710995,1308128.9832866,24.2,219.87
pearson,tp4,GTT,CD,posi,Thiorphan,C12H15NO3S,254.08436,3.781,Amylin,33,33,35,2,3M5;3M6,,3M5;3M6,0,33,14,19,0,33,-0.4413503830093804,0.010136565542392683,0.3913070346902584,40357.8558969989,541208.209308236,1.81,25.01
pearson,sys_sac,SAC,CD,posi,Creatinine,C4H7N3O,114.06621,7.68,PYY,36,36,38,2,3M13;3M38,3M13,3M38,36,0,21,15,10,26,0.4230656743162989,0.010146449866191681,0.39132009200360696,115557479.198222,410020780.661545,29.88,352.53
pearson,sys_sac,SAC,CD,nega,Docosahexaenoic acid,C22H32O2,327.2329,2.158,GIP,35,35,37,2,3M7;3M38,,3M7;3M38,35,0,20,15,10,25,-0.42882206895949393,0.010159953649575873,0.39132009200360696,21916812.7837628,180858648.645517,49,1817.17
pearson,tp4,GTT,CD,posi,Styrene,C8H8,105.06978,2.574,Glucagon,31,31,31,0,,,,0,31,14,17,0,31,-0.45475456329432895,0.01016250420169513,0.39132009200360696,1494251.35017893,8295281.81036989,17.67,161.53
pearson,pv,SAC,CD,posi,Mevalonic acid,C6H12O4,149.08216,7.022,C-Peptide 2,28,28,43,15,2M22;2M26;3M1;3M11;3M14;3M26;3M28;3M31;3M34;3M38;5M2;5M3;5M6;5M9;5M10,2M22;2M26;3M1;3M11;3M26;3M28;3M31;3M34;3M38;5M3;5M6;5M9,3M14;5M2;5M10,28,0,17,11,9,19,0.47759730639388825,0.010163651601571214,0.39132009200360696,360690.569047248,42880657.6511404,29.61,1415.11
pearson,tp4,GTT,CD,nega,Heneicosanoic acid,C21H42O2,325.3112,2.163,Leptin,30,30,34,4,3M3;3M11;3M12;3M14,3M3;3M11;3M12;3M14,,0,30,15,15,0,30,-0.46198959448414434,0.010165486254904502,0.39132009200360696,114544.915124116,719063.18628617,324.41,7988.85
pearson,sys_sac,SAC,CD,posi,Safrole,C10H10O2,163.07506,2.853,Resistin,34,34,38,4,2M22;3M11;3M34;5M6,2M22;3M11;3M34;5M6,,34,0,20,14,9,25,0.43484474956429836,0.010169272822140717,0.39132009200360696,30967.6152208669,313779.632959924,5122.24,58609.94
pearson,pv,SAC,CD,nega,"2,2',4,4'-Tetrahydroxybenzophenone",C13H10O5,245.04356,13.093,Secretin,37,37,43,6,3M4;3M6;3M7;3M34;3M40;5M3,3M4;3M6;3M7;5M3,3M34;3M40,37,0,21,16,13,24,-0.4173211052442266,0.010176086427894226,0.3913248577725677,135806.810116962,4876606.84271919,6.73,93.64
pearson,sys_sac,SAC,CD,posi,"3,4-Dihydrocadalene",C15H20,201.16372,2.459,Resistin,35,35,38,3,3M4;3M11;3M34,3M4;3M11;3M34,,35,0,20,15,10,25,-0.42871839630235464,0.01018018648142764,0.3913248577725677,10741.4625801623,98311.9771560386,5122.24,58609.94
pearson,sys_sac,SAC,CD,posi,indospicine,C7H15N3O2,157.09722,11.939,Secretin,35,35,38,3,2M16;3M34;3M40,2M16,3M34;3M40,35,0,20,15,10,25,-0.42866813870074355,0.010190007091469548,0.391494891094722,375048.629839019,15533550.4125807,6.73,93.64
pearson,sys_sac,SAC,CD,nega,Juglone glucoside,C16H16O8,335.0805,4.111,GLP-1,36,36,38,2,2M23;3M6,2M23,3M6,36,0,20,16,10,26,0.4226568715914817,0.010227189261414027,0.3927154051169549,553530.9751317,1143298.86749688,28.62,419.71
pearson,sys_sac,SAC,CD,posi,Favan-3-ol,C15H14O2,227.10652,1.993,GLP-1,32,32,38,6,2M16;2M20;3M4;3M6;3M7;3M34,2M16;2M20;3M4;3M6;3M7;3M34,3M6,32,0,16,16,10,22,0.447455753094267,0.010233750645204886,0.3927594374606252,6919.60357789688,85563.3876409917,28.62,366.87
pearson,pv,SAC,CD,posi,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C46H80NO8P,806.56847,3.038,Amylin,37,37,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10,37,0,20,17,13,24,-0.41693775329289756,0.010252763904983402,0.39310488785056497,108006722.780562,496309286.672995,1.79,12.85
pearson,tp4,GTT,CD,nega,Isobutyrylglycine,C6H11NO3,144.06661,7.609,Resistin,28,28,34,6,3M1;3M6;3M14;3M16;3M30;3M36,3M1;3M6;3M14;3M16;3M36,3M30,0,28,13,15,0,28,-0.47710030737705383,0.010253590600712322,0.39310488785056497,210133.186152612,2207806.55070497,4345.62,24285.62
pearson,tp4,GTT,CD,nega,4-Hydroxyphenylpyruvic acid,C9H8O4,179.03504,3.564,Leptin,34,34,34,0,,,,0,34,16,18,0,34,-0.4343437276591373,0.010266395354323667,0.3933878781939892,438537.784454414,3726704.45798058,324.41,7988.85
pearson,pv,SAC,CD,nega,1-Isomangostin hydrate,C24H28O7,427.17932,2.504,Insulin,23,23,43,20,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;3M21;3M37;5M2;5M3;5M4;5M10,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M6;3M7;3M11;3M13;3M14;3M15;3M17;5M2;5M3;5M4,3M6;3M14;3M21;3M37;5M2;5M10,23,0,15,8,10,13,-0.5240136801000286,0.010271917390157802,0.3933916577679442,4428.5331381719,453444.3781408,112.79,4792.38
pearson,tp4,GTT,CD,posi,Phytosphingosine,C18H39NO3,318.29992,8.102,C-Peptide 2,33,33,34,1,3M6,3M6,,0,33,15,18,0,33,-0.44060884836196795,0.010278632162831272,0.39344108842381487,184777.875438313,649658.19108033,102.01,1743.56
pearson,pv,SAC,CD,posi,"(2R)-2-Hydroxy-3-(phosphonooxy)propyl (13Z,16Z)-13,16-docosadienoate",C25H47O7P,508.33964,4.039,Resistin,40,40,43,3,4M3;5M4;5M7,4M3;5M4;5M7,,40,0,22,18,11,29,-0.40123858259967793,0.010287342702449194,0.39356681975994445,19178.1415341239,12465018.8022505,5122.24,58609.94
pearson,pv,SAC,CD,posi,Ethyl maltol,C7H8O3,141.05428,4.036,Secretin,41,41,43,2,3M34;3M40,,3M34;3M40,41,0,25,16,14,27,-0.3963891767278473,0.010296865154466732,0.39372346380832834,12379.7900398437,204064.684309789,6.73,93.64
pearson,tp4,GTT,CD,nega,myo-Inositol,C6H12O6,179.05751,15.982,C-Peptide 2,31,31,34,3,3M32;3M33;3M34,3M32;3M33;3M34,,0,31,16,15,0,31,0.4539941555299517,0.01030527934979927,0.3938375884705163,316369.435682587,47056465.1732222,102.01,1743.56
pearson,sys_sac,SAC,CD,posi,butalbital,C11H16N2O3,225.12274,4.644,Secretin,33,33,38,5,2M20;2M23;3M34;3M40;5M9,2M20;2M23;5M9,3M34;3M40,33,0,19,14,9,24,0.44036724627364027,0.010325281549081976,0.3942323288808757,15797.9734523601,56953.4981470527,6.73,93.64
pearson,tp4,GTT,CD,posi,"Bufa-20,22-dienolide",C24H34O2,355.26289,7.123,Secretin,26,26,35,9,3M6;3M14;3M15;3M16;3M18;3M19;3M20;3M23;3M33,3M14;3M15;3M16;3M18;3M19;3M20;3M23;3M33,3M6,0,26,14,12,0,26,0.4939529760293685,0.01032647822975714,0.3942323288808757,193191.936631378,7132393.56796659,2.01,26.26
pearson,tp4,GTT,CD,posi,"(3R,3′R)-3-Hydroxy-β,β-caroten-3′-yl 6-O-(6-methylheptanoyl)-D-glucopyranoside",C54H80O8,857.58599,2.935,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.440308834807638,0.01033658667600952,0.3944106528832333,6800.46967244588,1648830.80077621,123.91,3214.38
pearson,sys_sac,SAC,CD,posi,Vinpocetine,C22H26N2O2,351.20642,2.707,PP,8,8,11,3,3M4;3M6;5M2,,3M4;3M6;5M2,8,0,2,6,1,7,-0.8323773208206804,0.010343771524666005,0.39447729301428675,17363.7442783687,91050.6622041452,1.13,72.59
pearson,tp4,GTT,CD,posi,1-(4-Methoxyphenyl)-4-methyl-3-pentanyl hydrogen sulfate,C13H20O5S,289.1095,4.064,GIP,34,34,34,0,,,,0,34,16,18,0,34,-0.433743039719199,0.010383872771390615,0.39559979245907256,12042.9301965791,147353.781025358,9.74,290.77
pearson,sys_sac,SAC,CD,nega,Cucurbic acid,C12H20O3,211.13283,2.323,Insulin,34,34,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2,34,0,19,15,9,25,0.4337385218332379,0.010384760636117832,0.39559979245907256,253515.165654893,2027112.24338213,112.79,6851.38
pearson,tp4,GTT,CD,nega,Traumatic acid,C12H20O4,227.12893,3.785,Leptin,34,34,34,0,,,,0,34,16,18,0,34,-0.43371407231463943,0.01038956662394581,0.39559979245907256,362791.653688148,2958486.50845654,324.41,7988.85
pearson,pv,SAC,CD,posi,"(2R)-3-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-1,2-propanediyl dihexadecanoate",C41H79O13P,414.78483,14.881,PYY,30,30,43,13,3M1;3M4;3M6;3M7;3M11;3M13;3M15;3M16;3M38;4M2;4M3;4M4;4M5,3M1;3M4;3M6;3M7;3M11;3M13;3M15;3M16;4M2;4M3;4M4;4M5,3M38,30,0,17,13,10,20,0.46074152199874935,0.010398068216626343,0.39571577972781136,4405.2662212012,167287.444060225,29.88,352.53
pearson,tp4,GTT,CD,nega,"2',4'-Dihydroxyacetophenone",C8H8O3,151.04004,3.573,Amylin,30,30,34,4,3M3;3M5;3M6;3M17,,3M3;3M5;3M6;3M17,0,30,13,17,0,30,0.460699113335762,0.010406049110325317,0.3958118396783205,431439.416352933,1186079.54662539,1.81,22.9
pearson,tp4,GTT,CD,posi,"1,4-Dimethyl-5H-pyrido[4,3-b]indol-3-amine",C13H13N3,212.11923,1.978,GLP-1,32,32,35,3,3M3;3M6;3M23,3M6,3M3;3M6;3M23,0,32,13,19,0,32,0.44650490659564,0.010415653987969627,0.3958884397271946,3154.62603720011,32373.7645517987,24.2,219.87
pearson,tp4,GTT,CD,nega,N-alpha-Acetyl-L-citrulline,C8H15N3O4,216.09902,12.452,Resistin,32,32,34,2,3M30;3M31,3M31,3M30,0,32,15,17,0,32,-0.44648765901763776,0.010418978595996671,0.3958884397271946,5311.72296592924,207951.293206146,4345.62,24285.62
pearson,sys_sac,SAC,CD,posi,Hypotaurine,C2H7NO2S,110.02709,13.942,PYY,35,35,38,3,2M23;3M11;3M38,2M23;3M11,3M38,35,0,21,14,10,25,0.42747929359942555,0.010424669546260654,0.3958972933023889,62743.0328749629,873763.955768375,29.88,352.53
pearson,pv,SAC,CD,nega,Imidazoleacetic acid,C5H6N2O2,125.0357,14.38,Insulin,34,34,43,9,2M26;3M6;3M11;3M14;3M21;3M37;4M4;5M2;5M10,2M26;3M11;3M14;4M4;5M10,3M6;3M14;3M21;3M37;5M2;5M10,34,0,20,14,11,23,-0.433506143652914,0.01043051488114997,0.3959119976028751,379447.315965367,17594709.3129063,112.79,4792.38
pearson,tp4,GTT,CD,posi,"(2S)-1-{[11-(3,4-Dimethyl-5-pentyl-2-furyl)undecanoyl]oxy}-3-hydroxy-2-propanyl 13-(3-methyl-5-pentyl-2-furyl)tridecanoate",C48H82O7,771.60744,3.852,GIP,34,34,34,0,,,,0,34,16,18,0,34,-0.43336794934334677,0.010457805593645389,0.3967018613943138,28614.6810497546,1382198.65108457,9.74,290.77
pearson,pv,SAC,CD,posi,AMICYCLINE,C21H23N3O7,430.1613,17.968,GLP-1,38,38,43,5,3M6;3M17;3M26;4M3;4M5,3M17;3M26;4M3;4M5,3M6,38,0,21,17,12,26,0.4105381020123247,0.010462262336595928,0.3967018613943138,13123.7241692051,201821.152949381,28.62,467.7
pearson,tp4,GTT,CD,posi,Thalassemine,C8H19N4O6P,299.10939,13.705,GLP-1,32,32,35,3,3M3;3M6;3M23,,3M3;3M6;3M23,0,32,13,19,0,32,0.4461524410530765,0.010483772591833094,0.3970794350341342,58063.0155677731,11824914.7294305,24.2,219.87
pearson,tp4,GTT,CD,posi,"2,5-Dimethypyrrole",C6H9N,96.0808,7.469,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.43950767799648927,0.010492704270632841,0.3970794350341342,316595.291889152,14238628.2239731,123.91,3214.38
pearson,tp4,GTT,CD,posi,Megestrol,C22H30O3,343.22645,2.428,Secretin,34,34,35,1,3M6,,3M6,0,34,15,19,0,34,0.43314435468572515,0.010502089275203937,0.3970794350341342,22274.2660216427,158925.770627724,2.01,26.26
pearson,sys_sac,SAC,CD,posi,11-Hydroxyiridodial glucoside pentaacetate,C26H36O13,557.21881,13.765,C-Peptide 2,30,30,38,8,2M23;3M14;3M27;3M31;3M37;3M39;5M2;5M4,2M23;3M27;3M31;3M37;3M39;5M4,3M14;5M2,30,0,18,12,8,22,0.4601298048882983,0.01051368683621549,0.3970794350341342,27253.8047966826,83946.4405275262,29.61,1354.08
pearson,pv,SAC,CD,posi,2-Amino-1H-benzimidazole,C7H7N3,134.07122,3.575,GIP,31,31,42,11,3M1;3M7;3M11;3M26;3M34;3M38;4M4;5M1;5M3;5M7;5M9,3M1;3M11;3M26;3M34;4M4;5M1;5M3;5M7;5M9,3M7;3M38,31,0,17,14,9,22,0.45287193894052824,0.010519073197951333,0.3970794350341342,39806.9957162641,1414200.17094288,49,1397.63
pearson,sys_sac,SAC,CD,posi,1-stearoyl-sn-glycero-3-phospho-1D-myo-inositol,C27H53O12P,601.33499,8.446,C-Peptide 2,35,35,38,3,2M20;3M14;5M2,2M20,3M14;5M2,35,0,19,16,9,26,0.42699279915652893,0.010522010186717912,0.3970794350341342,7108.7955815363,124317.443771168,29.61,1415.11
pearson,sys_sac,SAC,CD,posi,Cetraxate,C17H23NO4,306.16693,3.872,PYY,32,32,38,6,2M23;3M4;3M14;3M38;5M2;5M9,2M23;3M4;3M14;5M2;5M9,3M38,32,0,18,14,8,24,-0.44594313342614084,0.010524401644561181,0.3970794350341342,10295.6968121846,111667.92449419,29.88,352.53
pearson,pv,SAC,CD,nega,Hexacosanoic acid,C26H52O2,395.38938,2.14,GLP-1,41,41,43,2,3M6;5M2,5M2,3M6,41,0,23,18,13,28,0.39529412560889976,0.010528544146162697,0.3970794350341342,22666.9615950518,156378.853145232,28.62,467.7
pearson,tp4,GTT,CD,posi,artecanin,C15H18O5,279.12234,2.566,Amylin,33,33,35,2,3M5;3M6,,3M5;3M6,0,33,14,19,0,33,0.43931815067773805,0.010529926647047444,0.3970794350341342,22292.0928524656,2018810.00616749,1.81,25.01
pearson,tp4,GTT,CD,posi,LysoPE(22:0/0:0),C27H56NO7P,538.3867,3.826,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,0.4392933458406878,0.010534806462442132,0.3970794350341342,209646.624317086,18985737.5550258,123.91,3214.38
