"direction","overlap_group","gene.id"
"Upregulated","Young CD vs old CD only","Hdac5"
"Upregulated","Young CD vs old CD only","Hdac7"
"Upregulated","Young CD vs old CD only","Hdgfrp2"
"Upregulated","Young CD vs old CD only","Hdhd2"
"Upregulated","Young CD vs old CD only","Heca"
"Upregulated","Young CD vs old CD only","Helb"
"Upregulated","Young CD vs old CD only","Helz"
"Upregulated","Young CD vs old CD only","Hemk1"
"Upregulated","Young CD vs old CD only","Herc2"
"Upregulated","Young CD vs old CD only","Heyl"
"Upregulated","Young CD vs old CD only","Hfe2"
"Upregulated","Young CD vs old CD only","Hgsnat"
"Upregulated","Young CD vs old CD only","Hhatl"
"Upregulated","Young CD vs old CD only","Hibadh"
"Upregulated","Young CD vs old CD only","Hic1"
"Upregulated","Young CD vs old CD only","Hif1an"
"Upregulated","Young CD vs old CD only","Hinfp"
"Upregulated","Young CD vs old CD only","Hipk2"
"Upregulated","Young CD vs old CD only","Hipk3"
"Upregulated","Young CD vs old CD only","Hipk4"
"Upregulated","Young CD vs old CD only","Hist1h1c"
"Upregulated","Young CD vs old CD only","Hist1h2bq"
"Upregulated","Young CD vs old CD only","Hist1h4m"
"Upregulated","Young CD vs old CD only","Hist2h2be"
"Upregulated","Young CD vs old CD only","Hist2h4"
"Upregulated","Young CD vs old CD only","Hist3h2a"
"Upregulated","Young CD vs old CD only","Hivep1"
"Upregulated","Young CD vs old CD only","Hjurp"
"Upregulated","Young CD vs old CD only","Hlf"
"Upregulated","Young CD vs old CD only","Hmbox1"
"Upregulated","Young CD vs old CD only","Hmcn1"
"Upregulated","Young CD vs old CD only","Hmcn2"
"Upregulated","Young CD vs old CD only","Hmg20a"
"Upregulated","Young CD vs old CD only","Hmgxb3"
"Upregulated","Young CD vs old CD only","Hnrnpd"
"Upregulated","Young CD vs old CD only","Hnrnph1"
"Upregulated","Young CD vs old CD only","Hnrnpm"
"Upregulated","Young CD vs old CD only","Hnrnpul2"
"Upregulated","Young CD vs old CD only","Homer2"
"Upregulated","Young CD vs old CD only","Hoxa10"
"Upregulated","Young CD vs old CD only","Hoxa3"
"Upregulated","Young CD vs old CD only","Hoxa7"
"Upregulated","Young CD vs old CD only","Hoxa9"
"Upregulated","Young CD vs old CD only","Hoxaas2"
"Upregulated","Young CD vs old CD only","Hoxb3os"
"Upregulated","Young CD vs old CD only","Hoxc10"
"Upregulated","Young CD vs old CD only","Hoxc6"
"Upregulated","Young CD vs old CD only","Hps4"
"Upregulated","Young CD vs old CD only","Hras"
"Upregulated","Young CD vs old CD only","Hs3st5"
"Upregulated","Young CD vs old CD only","Hs6st1"
"Upregulated","Young CD vs old CD only","Hsd17b14"
"Upregulated","Young CD vs old CD only","Hspg2"
"Upregulated","Young CD vs old CD only","Htatsf1"
"Upregulated","Young CD vs old CD only","Hus1"
"Upregulated","Young CD vs old CD only","Huwe1"
"Upregulated","Young CD vs old CD only","I830012O16Rik"
"Upregulated","Young CD vs old CD only","Ibtk"
"Upregulated","Young CD vs old CD only","Ice1"
"Upregulated","Young CD vs old CD only","Icmt"
"Upregulated","Young CD vs old CD only","Ids"
"Upregulated","Young CD vs old CD only","Iffo2"
"Upregulated","Young CD vs old CD only","Ifngr2"
"Upregulated","Young CD vs old CD only","Ifrd2"
"Upregulated","Young CD vs old CD only","Ift140"
"Upregulated","Young CD vs old CD only","Ift80"
"Upregulated","Young CD vs old CD only","Igf1r"
"Upregulated","Young CD vs old CD only","Igf2bp2"
"Upregulated","Young CD vs old CD only","Igfals"
"Upregulated","Young CD vs old CD only","Igfbp6"
"Upregulated","Young CD vs old CD only","Igsf3"
"Upregulated","Young CD vs old CD only","Igsf9b"
"Upregulated","Young CD vs old CD only","Il15ra"
"Upregulated","Young CD vs old CD only","Il6st"
"Upregulated","Young CD vs old CD only","Impad1"
"Upregulated","Young CD vs old CD only","Inafm1"
"Upregulated","Young CD vs old CD only","Ing4"
"Upregulated","Young CD vs old CD only","Ino80d"
"Upregulated","Young CD vs old CD only","Ino80dos"
"Upregulated","Young CD vs old CD only","Ino80e"
"Upregulated","Young CD vs old CD only","Inpp5b"
"Upregulated","Young CD vs old CD only","Inpp5e"
"Upregulated","Young CD vs old CD only","Inppl1"
"Upregulated","Young CD vs old CD only","Insr"
"Upregulated","Young CD vs old CD only","Ints1"
"Upregulated","Young CD vs old CD only","Ints5"
"Upregulated","Young CD vs old CD only","Ints7"
"Upregulated","Young CD vs old CD only","Ip6k1"
"Upregulated","Young CD vs old CD only","Ipmk"
"Upregulated","Young CD vs old CD only","Iqgap3"
"Upregulated","Young CD vs old CD only","Iqsec1"
"Upregulated","Young CD vs old CD only","Irak1"
"Upregulated","Young CD vs old CD only","Ireb2"
"Upregulated","Young CD vs old CD only","Irf2"
"Upregulated","Young CD vs old CD only","Irf2bp1"
"Upregulated","Young CD vs old CD only","Irf2bpl"
"Upregulated","Young CD vs old CD only","Irs1"
"Upregulated","Young CD vs old CD only","Isca1"
"Upregulated","Young CD vs old CD only","Isoc2a"
"Upregulated","Young CD vs old CD only","Itfg2"
"Upregulated","Young CD vs old CD only","Itga11"
"Upregulated","Young CD vs old CD only","Itsn1"
"Upregulated","Young CD vs old CD only","Ivd"
"Upregulated","Young CD vs old CD only","Jade1"
"Upregulated","Young CD vs old CD only","Jag2"
"Upregulated","Young CD vs old CD only","Jak2"
"Upregulated","Young CD vs old CD only","Jarid2"
"Upregulated","Young CD vs old CD only","Josd1"
"Upregulated","Young CD vs old CD only","Josd2"
"Upregulated","Young CD vs old CD only","Jph1"
"Upregulated","Young CD vs old CD only","Jph2"
"Upregulated","Young CD vs old CD only","Kank3"
"Upregulated","Young CD vs old CD only","Kansl1"
"Upregulated","Young CD vs old CD only","Kansl1l"
"Upregulated","Young CD vs old CD only","Kansl2"
"Upregulated","Young CD vs old CD only","Kansl3"
"Upregulated","Young CD vs old CD only","Kantr"
"Upregulated","Young CD vs old CD only","Kat2a"
"Upregulated","Young CD vs old CD only","Kat6a"
"Upregulated","Young CD vs old CD only","Kat6b"
"Upregulated","Young CD vs old CD only","Katnal1"
"Upregulated","Young CD vs old CD only","Katnb1"
"Upregulated","Young CD vs old CD only","Kazald1"
"Upregulated","Young CD vs old CD only","Kbtbd12"
"Upregulated","Young CD vs old CD only","Kbtbd13"
"Upregulated","Young CD vs old CD only","Kcmf1"
"Upregulated","Young CD vs old CD only","Kcna7"
"Upregulated","Young CD vs old CD only","Kcnc1"
"Upregulated","Young CD vs old CD only","Kcnc3"
"Upregulated","Young CD vs old CD only","Kcnc4"
"Upregulated","Young CD vs old CD only","Kcnd1"
"Upregulated","Young CD vs old CD only","Kcng4"
"Upregulated","Young CD vs old CD only","Kcnj11"
"Upregulated","Young CD vs old CD only","Kcnj12"
"Upregulated","Young CD vs old CD only","Kcnj2"
"Upregulated","Young CD vs old CD only","Kcnma1"
"Upregulated","Young CD vs old CD only","Kcnn1"
"Upregulated","Young CD vs old CD only","Kcnq4"
"Upregulated","Young CD vs old CD only","Kcp"
"Upregulated","Young CD vs old CD only","Kctd15"
"Upregulated","Young CD vs old CD only","Kctd20"
"Upregulated","Young CD vs old CD only","Kctd21"
"Upregulated","Young CD vs old CD only","Kctd3"
"Upregulated","Young CD vs old CD only","Kctd5"
"Upregulated","Young CD vs old CD only","Kctd6"
"Upregulated","Young CD vs old CD only","Kctd9"
"Upregulated","Young CD vs old CD only","Kdm1a"
"Upregulated","Young CD vs old CD only","Kdm2a"
"Upregulated","Young CD vs old CD only","Kdm2b"
"Upregulated","Young CD vs old CD only","Kdm3b"
"Upregulated","Young CD vs old CD only","Kdm4b"
"Upregulated","Young CD vs old CD only","Kdm5b"
"Upregulated","Young CD vs old CD only","Kdm6b"
"Upregulated","Young CD vs old CD only","Kdm8"
"Upregulated","Young CD vs old CD only","Kdr"
"Upregulated","Young CD vs old CD only","Keap1"
"Upregulated","Young CD vs old CD only","Kera"
"Upregulated","Young CD vs old CD only","Khnyn"
"Upregulated","Young CD vs old CD only","Khsrp"
"Upregulated","Young CD vs old CD only","Kif13a"
"Upregulated","Young CD vs old CD only","Kif16b"
"Upregulated","Young CD vs old CD only","Kif1c"
"Upregulated","Young CD vs old CD only","Kif2a"
"Upregulated","Young CD vs old CD only","Kifc2"
"Upregulated","Young CD vs old CD only","Kl"
"Upregulated","Young CD vs old CD only","Klc1"
"Upregulated","Young CD vs old CD only","Klc2"
"Upregulated","Young CD vs old CD only","Klf12"
"Upregulated","Young CD vs old CD only","Klf7"
"Upregulated","Young CD vs old CD only","Klhdc10"
"Upregulated","Young CD vs old CD only","Klhdc3"
"Upregulated","Young CD vs old CD only","Klhl12"
"Upregulated","Young CD vs old CD only","Klhl20"
"Upregulated","Young CD vs old CD only","Klhl21"
"Upregulated","Young CD vs old CD only","Klhl23"
"Upregulated","Young CD vs old CD only","Klhl26"
"Upregulated","Young CD vs old CD only","Klhl31"
"Upregulated","Young CD vs old CD only","Klhl33"
"Upregulated","Young CD vs old CD only","Klhl8"
"Upregulated","Young CD vs old CD only","Kmt2a"
"Upregulated","Young CD vs old CD only","Kmt2b"
"Upregulated","Young CD vs old CD only","Kmt2d"
"Upregulated","Young CD vs old CD only","Knop1"
"Upregulated","Young CD vs old CD only","Kpna6"
"Upregulated","Young CD vs old CD only","Krt222"
"Upregulated","Young CD vs old CD only","Ksr1"
"Upregulated","Young CD vs old CD only","Ky"
"Upregulated","Young CD vs old CD only","L2hgdh"
"Upregulated","Young CD vs old CD only","L3mbtl3"
"Upregulated","Young CD vs old CD only","Lama2"
"Upregulated","Young CD vs old CD only","Lamb2"
"Upregulated","Young CD vs old CD only","Lamc1"
"Upregulated","Young CD vs old CD only","Larp1"
"Upregulated","Young CD vs old CD only","Las1l"
"Upregulated","Young CD vs old CD only","Lbx1"
"Upregulated","Young CD vs old CD only","Ldb1"
"Upregulated","Young CD vs old CD only","Ldhd"
"Upregulated","Young CD vs old CD only","Ldlr"
"Upregulated","Young CD vs old CD only","Ldlrad4"
"Upregulated","Young CD vs old CD only","Ldoc1l"
"Upregulated","Young CD vs old CD only","Lemd2"
"Upregulated","Young CD vs old CD only","Leng1"
"Upregulated","Young CD vs old CD only","Leng8"
"Upregulated","Young CD vs old CD only","Leng9"
"Upregulated","Young CD vs old CD only","Leo1"
"Upregulated","Young CD vs old CD only","Lepre1"
"Upregulated","Young CD vs old CD only","Leprel2"
"Upregulated","Young CD vs old CD only","Letm2"
"Upregulated","Young CD vs old CD only","Lgalsl"
"Upregulated","Young CD vs old CD only","Lgr4"
"Upregulated","Young CD vs old CD only","Lif"
"Upregulated","Young CD vs old CD only","Lig3"
"Upregulated","Young CD vs old CD only","Lime1"
"Upregulated","Young CD vs old CD only","Lingo3"
"Upregulated","Young CD vs old CD only","Lman2l"
"Upregulated","Young CD vs old CD only","Lmbr1"
"Upregulated","Young CD vs old CD only","Lmf2"
"Upregulated","Young CD vs old CD only","Lmnb1"
"Upregulated","Young CD vs old CD only","Lmtk2"
"Upregulated","Young CD vs old CD only","Loh12cr1"
"Upregulated","Young CD vs old CD only","Lonp1"
"Upregulated","Young CD vs old CD only","Lonrf2"
"Upregulated","Young CD vs old CD only","Loxl2"
"Upregulated","Young CD vs old CD only","Lphn1"
"Upregulated","Young CD vs old CD only","Lphn2"
"Upregulated","Young CD vs old CD only","Lppr3"
"Upregulated","Young CD vs old CD only","Lrig1"
"Upregulated","Young CD vs old CD only","Lrp10"
"Upregulated","Young CD vs old CD only","Lrp3"
"Upregulated","Young CD vs old CD only","Lrp6"
"Upregulated","Young CD vs old CD only","Lrrc20"
"Upregulated","Young CD vs old CD only","Lrrc30"
"Upregulated","Young CD vs old CD only","Lrrc38"
"Upregulated","Young CD vs old CD only","Lrrc45"
"Upregulated","Young CD vs old CD only","Lrrc55"
"Upregulated","Young CD vs old CD only","Lrrc61"
"Upregulated","Young CD vs old CD only","Lrrfip1"
"Upregulated","Young CD vs old CD only","Lrsam1"
"Upregulated","Young CD vs old CD only","Lrtm1"
"Upregulated","Young CD vs old CD only","Lrtm2"
"Upregulated","Young CD vs old CD only","Lsm11"
"Upregulated","Young CD vs old CD only","Lsm12"
"Upregulated","Young CD vs old CD only","Lsm14b"
"Upregulated","Young CD vs old CD only","Ltbp3"
"Upregulated","Young CD vs old CD only","Ltbr"
"Upregulated","Young CD vs old CD only","Luc7l2"
"Upregulated","Young CD vs old CD only","Lurap1"
"Upregulated","Young CD vs old CD only","Lynx1"
"Upregulated","Young CD vs old CD only","Lyrm9"
"Upregulated","Young CD vs old CD only","Lysmd1"
"Upregulated","Young CD vs old CD only","Lzts2"
"Upregulated","Young CD vs old CD only","Macrod1"
"Upregulated","Young CD vs old CD only","Mad1l1"
"Upregulated","Young CD vs old CD only","Maf"
"Upregulated","Young CD vs old CD only","Maf1"
"Upregulated","Young CD vs old CD only","Mafa"
"Upregulated","Young CD vs old CD only","Mafb"
"Upregulated","Young CD vs old CD only","Mafg"
"Upregulated","Young CD vs old CD only","Mamdc4"
"Upregulated","Young CD vs old CD only","Mamld1"
"Upregulated","Young CD vs old CD only","Man1b1"
"Upregulated","Young CD vs old CD only","Man2a2"
"Upregulated","Young CD vs old CD only","Man2c1"
"Upregulated","Young CD vs old CD only","Manba"
"Upregulated","Young CD vs old CD only","Map2k2"
"Upregulated","Young CD vs old CD only","Map2k3"
"Upregulated","Young CD vs old CD only","Map2k6"
"Upregulated","Young CD vs old CD only","Map2k7"
"Upregulated","Young CD vs old CD only","Map3k10"
"Upregulated","Young CD vs old CD only","Map3k12"
"Upregulated","Young CD vs old CD only","Map3k13"
"Upregulated","Young CD vs old CD only","Map3k3"
"Upregulated","Young CD vs old CD only","Map3k4"
"Upregulated","Young CD vs old CD only","Map3k7cl"
"Upregulated","Young CD vs old CD only","Map7d1"
"Upregulated","Young CD vs old CD only","Mapk14"
"Upregulated","Young CD vs old CD only","Mapk7"
"Upregulated","Young CD vs old CD only","Mapk8ip1"
"Upregulated","Young CD vs old CD only","Mapk8ip3"
"Upregulated","Young CD vs old CD only","Mapk9"
"Upregulated","Young CD vs old CD only","Mapkapk2"
"Upregulated","Young CD vs old CD only","Mapkbp1"
"Upregulated","Young CD vs old CD only","March4"
"Upregulated","Young CD vs old CD only","March6"
"Upregulated","Young CD vs old CD only","March8"
"Upregulated","Young CD vs old CD only","Marf1"
"Upregulated","Young CD vs old CD only","Mark2"
"Upregulated","Young CD vs old CD only","Mars"
"Upregulated","Young CD vs old CD only","Mars2"
"Upregulated","Young CD vs old CD only","Mast4"
"Upregulated","Young CD vs old CD only","Mau2"
"Upregulated","Young CD vs old CD only","Mavs"
"Upregulated","Young CD vs old CD only","Maz"
"Upregulated","Young CD vs old CD only","Mbd1"
"Upregulated","Young CD vs old CD only","Mbd6"
"Upregulated","Young CD vs old CD only","Mbtd1"
"Upregulated","Young CD vs old CD only","Mbtps1"
"Upregulated","Young CD vs old CD only","Mc5r"
"Upregulated","Young CD vs old CD only","Mccc1"
"Upregulated","Young CD vs old CD only","Mccc2"
"Upregulated","Young CD vs old CD only","Mcm3ap"
"Upregulated","Young CD vs old CD only","Mcoln1"
"Upregulated","Young CD vs old CD only","Mdga1"
"Upregulated","Young CD vs old CD only","Me1"
"Upregulated","Young CD vs old CD only","Me3"
"Upregulated","Young CD vs old CD only","Mecp2"
"Upregulated","Young CD vs old CD only","Med1"
"Upregulated","Young CD vs old CD only","Med12"
"Upregulated","Young CD vs old CD only","Med12l"
"Upregulated","Young CD vs old CD only","Med13"
"Upregulated","Young CD vs old CD only","Med13l"
"Upregulated","Young CD vs old CD only","Med18"
"Upregulated","Young CD vs old CD only","Med20"
"Upregulated","Young CD vs old CD only","Med22"
"Upregulated","Young CD vs old CD only","Med25"
"Upregulated","Young CD vs old CD only","Mef2d"
"Upregulated","Young CD vs old CD only","Megf11"
"Upregulated","Young CD vs old CD only","Megf8"
"Upregulated","Young CD vs old CD only","Mepce"
"Upregulated","Young CD vs old CD only","Metrn"
"Upregulated","Young CD vs old CD only","Mettl13"
"Upregulated","Young CD vs old CD only","Mettl14"
"Upregulated","Young CD vs old CD only","Mettl17"
"Upregulated","Young CD vs old CD only","Mettl2"
"Upregulated","Young CD vs old CD only","Mettl7a3"
"Upregulated","Young CD vs old CD only","Mex3c"
"Upregulated","Young CD vs old CD only","Mex3d"
"Upregulated","Young CD vs old CD only","Mfap3l"
"Upregulated","Young CD vs old CD only","Mfn1"
"Upregulated","Young CD vs old CD only","Mfn2"
"Upregulated","Young CD vs old CD only","Mfsd2b"
"Upregulated","Young CD vs old CD only","Mfsd7b"
"Upregulated","Young CD vs old CD only","Mfsd8"
"Upregulated","Young CD vs old CD only","Mgat1"
"Upregulated","Young CD vs old CD only","Mgat4b"
"Upregulated","Young CD vs old CD only","Mgme1"
"Upregulated","Young CD vs old CD only","Mgrn1"
"Upregulated","Young CD vs old CD only","Mib2"
"Upregulated","Young CD vs old CD only","Mical1"
"Upregulated","Young CD vs old CD only","Mief1"
"Upregulated","Young CD vs old CD only","Mier2"
"Upregulated","Young CD vs old CD only","Mif4gd"
"Upregulated","Young CD vs old CD only","Miip"
"Upregulated","Young CD vs old CD only","Mink1"
"Upregulated","Young CD vs old CD only","Mipep"
"Upregulated","Young CD vs old CD only","Mir99ahg"
"Upregulated","Young CD vs old CD only","Mirg"
"Upregulated","Young CD vs old CD only","Mkl1"
"Upregulated","Young CD vs old CD only","Mkl2"
"Upregulated","Young CD vs old CD only","Mknk1"
"Upregulated","Young CD vs old CD only","Mkrn2"
"Upregulated","Young CD vs old CD only","Mlf1"
"Upregulated","Young CD vs old CD only","Mlf2"
"Upregulated","Young CD vs old CD only","Mllt1"
"Upregulated","Young CD vs old CD only","Mllt10"
"Upregulated","Young CD vs old CD only","Mllt4"
"Upregulated","Young CD vs old CD only","Mllt6"
"Upregulated","Young CD vs old CD only","Mlst8"
"Upregulated","Young CD vs old CD only","Mlxip"
"Upregulated","Young CD vs old CD only","Mlxipl"
"Upregulated","Young CD vs old CD only","Mmaa"
"Upregulated","Young CD vs old CD only","Mmab"
"Upregulated","Young CD vs old CD only","Mmp15"
"Upregulated","Young CD vs old CD only","Mn1"
"Upregulated","Young CD vs old CD only","Mob3c"
"Upregulated","Young CD vs old CD only","Mocs2"
"Upregulated","Young CD vs old CD only","Mon1b"
"Upregulated","Young CD vs old CD only","Mon2"
"Upregulated","Young CD vs old CD only","Morc2a"
"Upregulated","Young CD vs old CD only","Mospd3"
"Upregulated","Young CD vs old CD only","Mpdz"
"Upregulated","Young CD vs old CD only","Mpnd"
"Upregulated","Young CD vs old CD only","Mpp2"
"Upregulated","Young CD vs old CD only","Mpp6"
"Upregulated","Young CD vs old CD only","Mprip"
"Upregulated","Young CD vs old CD only","Mpst"
"Upregulated","Young CD vs old CD only","Mrc2"
"Upregulated","Young CD vs old CD only","Mreg"
"Upregulated","Young CD vs old CD only","Mrpl37"
"Upregulated","Young CD vs old CD only","Mrps2"
"Upregulated","Young CD vs old CD only","Mrps25"
"Upregulated","Young CD vs old CD only","Mrps5"
"Upregulated","Young CD vs old CD only","Msantd2"
"Upregulated","Young CD vs old CD only","Msantd3"
"Upregulated","Young CD vs old CD only","Msh2"
"Upregulated","Young CD vs old CD only","Msi2"
"Upregulated","Young CD vs old CD only","Msl1"
"Upregulated","Young CD vs old CD only","Msl2"
"Upregulated","Young CD vs old CD only","Msl3"
"Upregulated","Young CD vs old CD only","Msrb3"
"Upregulated","Young CD vs old CD only","Mta1"
"Upregulated","Young CD vs old CD only","Mtf1"
"Upregulated","Young CD vs old CD only","Mtfp1"
"Upregulated","Young CD vs old CD only","Mtfr1l"
"Upregulated","Young CD vs old CD only","Mthfd1"
"Upregulated","Young CD vs old CD only","Mthfr"
"Upregulated","Young CD vs old CD only","Mtmr14"
"Upregulated","Young CD vs old CD only","Mtmr3"
"Upregulated","Young CD vs old CD only","Mtrr"
"Upregulated","Young CD vs old CD only","Mtss1l"
"Upregulated","Young CD vs old CD only","Mtus1"
"Upregulated","Young CD vs old CD only","Mum1"
"Upregulated","Young CD vs old CD only","Mut"
"Upregulated","Young CD vs old CD only","Mvb12b"
"Upregulated","Young CD vs old CD only","Mxi1"
"Upregulated","Young CD vs old CD only","Mybpc2"
"Upregulated","Young CD vs old CD only","Mycn"
"Upregulated","Young CD vs old CD only","Myh4"
"Upregulated","Young CD vs old CD only","Mylip"
"Upregulated","Young CD vs old CD only","Myo19"
"Upregulated","Young CD vs old CD only","Myo5c"
"Upregulated","Young CD vs old CD only","Myod1"
"Upregulated","Young CD vs old CD only","Mzf1"
"Upregulated","Young CD vs old CD only","N4bp1"
"Upregulated","Young CD vs old CD only","Naa15"
"Upregulated","Young CD vs old CD only","Naa40"
"Upregulated","Young CD vs old CD only","Naa60"
"Upregulated","Young CD vs old CD only","Naca"
"Upregulated","Young CD vs old CD only","Nacc2"
"Upregulated","Young CD vs old CD only","Nadk2"
"Upregulated","Young CD vs old CD only","Naprt"
"Upregulated","Young CD vs old CD only","Narf"
"Upregulated","Young CD vs old CD only","Narfl"
"Upregulated","Young CD vs old CD only","Nat10"
"Upregulated","Young CD vs old CD only","Nav1"
"Upregulated","Young CD vs old CD only","Ncapd2"
"Upregulated","Young CD vs old CD only","Nck2"
"Upregulated","Young CD vs old CD only","Nckap5l"
"Upregulated","Young CD vs old CD only","Nckipsd"
"Upregulated","Young CD vs old CD only","Ncln"
"Upregulated","Young CD vs old CD only","Ncoa1"
"Upregulated","Young CD vs old CD only","Ncoa6"
"Upregulated","Young CD vs old CD only","Ncor1"
"Upregulated","Young CD vs old CD only","Ncstn"
"Upregulated","Young CD vs old CD only","Nde1"
"Upregulated","Young CD vs old CD only","Ndor1"
"Upregulated","Young CD vs old CD only","Ndrg2"
"Upregulated","Young CD vs old CD only","Ndst1"
"Upregulated","Young CD vs old CD only","Ndufa4l2"
"Upregulated","Young CD vs old CD only","Ndufs7"
"Upregulated","Young CD vs old CD only","Nek9"
"Upregulated","Young CD vs old CD only","Neurl4"
"Upregulated","Young CD vs old CD only","Nf2"
"Upregulated","Young CD vs old CD only","Nfatc2"
"Upregulated","Young CD vs old CD only","Nfatc3"
"Upregulated","Young CD vs old CD only","Nfatc4"
"Upregulated","Young CD vs old CD only","Nfia"
"Upregulated","Young CD vs old CD only","Nfib"
"Upregulated","Young CD vs old CD only","Nfic"
"Upregulated","Young CD vs old CD only","Nfix"
"Upregulated","Young CD vs old CD only","Nfkb1"
"Upregulated","Young CD vs old CD only","Nfrkb"
"Upregulated","Young CD vs old CD only","Nfya"
"Upregulated","Young CD vs old CD only","Nfyb"
"Upregulated","Young CD vs old CD only","Nhsl1"
"Upregulated","Young CD vs old CD only","Nim1k"
"Upregulated","Young CD vs old CD only","Nin"
"Upregulated","Young CD vs old CD only","Nkain1"
"Upregulated","Young CD vs old CD only","Nktr"
"Upregulated","Young CD vs old CD only","Nle1"
"Upregulated","Young CD vs old CD only","Nlgn2"
"Upregulated","Young CD vs old CD only","Nlrx1"
"Upregulated","Young CD vs old CD only","Nmt2"
"Upregulated","Young CD vs old CD only","Noa1"
"Upregulated","Young CD vs old CD only","Noc2l"
"Upregulated","Young CD vs old CD only","Nod1"
"Upregulated","Young CD vs old CD only","Nog"
"Upregulated","Young CD vs old CD only","Nol10"
"Upregulated","Young CD vs old CD only","Nol9"
"Upregulated","Young CD vs old CD only","Nomo1"
"Upregulated","Young CD vs old CD only","Nop2"
"Upregulated","Young CD vs old CD only","Nos2"
"Upregulated","Young CD vs old CD only","Notch3"
"Upregulated","Young CD vs old CD only","Nova2"
"Upregulated","Young CD vs old CD only","Npc1l1"
"Upregulated","Young CD vs old CD only","Npepl1"
"Upregulated","Young CD vs old CD only","Npff"
"Upregulated","Young CD vs old CD only","Npr1"
"Upregulated","Young CD vs old CD only","Npr2"
"Upregulated","Young CD vs old CD only","Nr1d1"
"Upregulated","Young CD vs old CD only","Nr2c2"
"Upregulated","Young CD vs old CD only","Nr2f6"
"Upregulated","Young CD vs old CD only","Nrarp"
"Upregulated","Young CD vs old CD only","Nrbf2"
"Upregulated","Young CD vs old CD only","Nrbp2"
"Upregulated","Young CD vs old CD only","Nrep"
"Upregulated","Young CD vs old CD only","Nrk"
"Upregulated","Young CD vs old CD only","Nsd1"
"Upregulated","Young CD vs old CD only","Nsmaf"
"Upregulated","Young CD vs old CD only","Ntf5"
"Upregulated","Young CD vs old CD only","Nthl1"
"Upregulated","Young CD vs old CD only","Ntmt1"
"Upregulated","Young CD vs old CD only","Ntpcr"
"Upregulated","Young CD vs old CD only","Nudt3"
"Upregulated","Young CD vs old CD only","Nudt4"
"Upregulated","Young CD vs old CD only","Nudt8"
"Upregulated","Young CD vs old CD only","Numa1"
"Upregulated","Young CD vs old CD only","Nup210"
"Upregulated","Young CD vs old CD only","Nup50"
"Upregulated","Young CD vs old CD only","Nxf1"
"Upregulated","Young CD vs old CD only","Nynrin"
"Upregulated","Young CD vs old CD only","Oaf"
"Upregulated","Young CD vs old CD only","Obscn"
"Upregulated","Young CD vs old CD only","Obsl1"
"Upregulated","Young CD vs old CD only","Ogdh"
"Upregulated","Young CD vs old CD only","Ogfod1"
"Upregulated","Young CD vs old CD only","Ogfod2"
"Upregulated","Young CD vs old CD only","Opa1"
"Upregulated","Young CD vs old CD only","Opa3"
"Upregulated","Young CD vs old CD only","Opcml"
"Upregulated","Young CD vs old CD only","Oplah"
"Upregulated","Young CD vs old CD only","Orai3"
"Upregulated","Young CD vs old CD only","Osbp"
"Upregulated","Young CD vs old CD only","Osbpl6"
"Upregulated","Young CD vs old CD only","Otoa"
"Upregulated","Young CD vs old CD only","Otud3"
"Upregulated","Young CD vs old CD only","Otud4"
"Upregulated","Young CD vs old CD only","Otud7b"
"Upregulated","Young CD vs old CD only","Ovgp1"
"Upregulated","Young CD vs old CD only","Oxa1l"
"Upregulated","Young CD vs old CD only","Oxct1"
"Upregulated","Young CD vs old CD only","Oxsr1"
"Upregulated","Young CD vs old CD only","P2rx6"
"Upregulated","Young CD vs old CD only","P2ry1"
"Upregulated","Young CD vs old CD only","P2ry2"
"Upregulated","Young CD vs old CD only","P2ry6"
"Upregulated","Young CD vs old CD only","P4htm"
"Upregulated","Young CD vs old CD only","PCDHGC5"
"Upregulated","Young CD vs old CD only","Pabpc4"
"Upregulated","Young CD vs old CD only","Pabpn1"
"Upregulated","Young CD vs old CD only","Pacs2"
"Upregulated","Young CD vs old CD only","Pag1"
"Upregulated","Young CD vs old CD only","Pald1"
"Upregulated","Young CD vs old CD only","Palld"
"Upregulated","Young CD vs old CD only","Pan2"
"Upregulated","Young CD vs old CD only","Pank2"
"Upregulated","Young CD vs old CD only","Papd7"
"Upregulated","Young CD vs old CD only","Parp1"
"Upregulated","Young CD vs old CD only","Parp10"
"Upregulated","Young CD vs old CD only","Parp6"
"Upregulated","Young CD vs old CD only","Parvb"
"Upregulated","Young CD vs old CD only","Patl1"
"Upregulated","Young CD vs old CD only","Patz1"
"Upregulated","Young CD vs old CD only","Pax7"
"Upregulated","Young CD vs old CD only","Paxbp1"
"Upregulated","Young CD vs old CD only","Pbx2"
"Upregulated","Young CD vs old CD only","Pcbp2"
"Upregulated","Young CD vs old CD only","Pccb"
"Upregulated","Young CD vs old CD only","Pcdh12"
"Upregulated","Young CD vs old CD only","Pcdh17"
"Upregulated","Young CD vs old CD only","Pcdh18"
"Upregulated","Young CD vs old CD only","Pcdhb20"
"Upregulated","Young CD vs old CD only","Pcdhb22"
"Upregulated","Young CD vs old CD only","Pcdhb5"
"Upregulated","Young CD vs old CD only","Pcgf2"
"Upregulated","Young CD vs old CD only","Pcgf5"
"Upregulated","Young CD vs old CD only","Pcif1"
"Upregulated","Young CD vs old CD only","Pcnx"
"Upregulated","Young CD vs old CD only","Pcnxl3"
