"direction","overlap_group","gene.id"
"Downregulated","Young CD vs old CD only","Il1rn"
"Downregulated","Young CD vs old CD only","Il20rb"
"Downregulated","Young CD vs old CD only","Il27ra"
"Downregulated","Young CD vs old CD only","Il2rb"
"Downregulated","Young CD vs old CD only","Il2rg"
"Downregulated","Young CD vs old CD only","Il33"
"Downregulated","Young CD vs old CD only","Il6ra"
"Downregulated","Young CD vs old CD only","Il7"
"Downregulated","Young CD vs old CD only","Il7r"
"Downregulated","Young CD vs old CD only","Ildr2"
"Downregulated","Young CD vs old CD only","Immp2l"
"Downregulated","Young CD vs old CD only","Impa1"
"Downregulated","Young CD vs old CD only","Impact"
"Downregulated","Young CD vs old CD only","Ing3"
"Downregulated","Young CD vs old CD only","Inmt"
"Downregulated","Young CD vs old CD only","Inpp5d"
"Downregulated","Young CD vs old CD only","Ints4"
"Downregulated","Young CD vs old CD only","Ip6k2"
"Downregulated","Young CD vs old CD only","Ip6k3"
"Downregulated","Young CD vs old CD only","Ipcef1"
"Downregulated","Young CD vs old CD only","Ipo11"
"Downregulated","Young CD vs old CD only","Ipo7"
"Downregulated","Young CD vs old CD only","Ippk"
"Downregulated","Young CD vs old CD only","Iqgap1"
"Downregulated","Young CD vs old CD only","Iqgap2"
"Downregulated","Young CD vs old CD only","Irak2"
"Downregulated","Young CD vs old CD only","Irak4"
"Downregulated","Young CD vs old CD only","Irf6"
"Downregulated","Young CD vs old CD only","Irf8"
"Downregulated","Young CD vs old CD only","Irgm1"
"Downregulated","Young CD vs old CD only","Irx3"
"Downregulated","Young CD vs old CD only","Ispd"
"Downregulated","Young CD vs old CD only","Itfg1"
"Downregulated","Young CD vs old CD only","Itga4"
"Downregulated","Young CD vs old CD only","Itgae"
"Downregulated","Young CD vs old CD only","Itgal"
"Downregulated","Young CD vs old CD only","Itgam"
"Downregulated","Young CD vs old CD only","Itgax"
"Downregulated","Young CD vs old CD only","Itgb1"
"Downregulated","Young CD vs old CD only","Itgb2"
"Downregulated","Young CD vs old CD only","Itgb7"
"Downregulated","Young CD vs old CD only","Itgb8"
"Downregulated","Young CD vs old CD only","Itih1"
"Downregulated","Young CD vs old CD only","Itih2"
"Downregulated","Young CD vs old CD only","Itih3"
"Downregulated","Young CD vs old CD only","Itih4"
"Downregulated","Young CD vs old CD only","Itm2b"
"Downregulated","Young CD vs old CD only","Itpr1"
"Downregulated","Young CD vs old CD only","Itpripl1"
"Downregulated","Young CD vs old CD only","Jmjd1c"
"Downregulated","Young CD vs old CD only","Junb"
"Downregulated","Young CD vs old CD only","Katnal2"
"Downregulated","Young CD vs old CD only","Kbtbd3"
"Downregulated","Young CD vs old CD only","Kcnj14"
"Downregulated","Young CD vs old CD only","Kcnj15"
"Downregulated","Young CD vs old CD only","Kcnk1"
"Downregulated","Young CD vs old CD only","Kcnk5"
"Downregulated","Young CD vs old CD only","Kcnmb1"
"Downregulated","Young CD vs old CD only","Kcnn3"
"Downregulated","Young CD vs old CD only","Kdm3a"
"Downregulated","Young CD vs old CD only","Kdsr"
"Downregulated","Young CD vs old CD only","Kif18a"
"Downregulated","Young CD vs old CD only","Kif20a"
"Downregulated","Young CD vs old CD only","Kif23"
"Downregulated","Young CD vs old CD only","Kif4"
"Downregulated","Young CD vs old CD only","Kifc3"
"Downregulated","Young CD vs old CD only","Kitl"
"Downregulated","Young CD vs old CD only","Klf10"
"Downregulated","Young CD vs old CD only","Klf5"
"Downregulated","Young CD vs old CD only","Klhdc8a"
"Downregulated","Young CD vs old CD only","Klhl13"
"Downregulated","Young CD vs old CD only","Klhl29"
"Downregulated","Young CD vs old CD only","Klhl38"
"Downregulated","Young CD vs old CD only","Klhl40"
"Downregulated","Young CD vs old CD only","Klhl5"
"Downregulated","Young CD vs old CD only","Klhl9"
"Downregulated","Young CD vs old CD only","Klra2"
"Downregulated","Young CD vs old CD only","Klrb1b"
"Downregulated","Young CD vs old CD only","Klrk1"
"Downregulated","Young CD vs old CD only","Kmo"
"Downregulated","Young CD vs old CD only","Kng1"
"Downregulated","Young CD vs old CD only","Kng2"
"Downregulated","Young CD vs old CD only","Kpna2"
"Downregulated","Young CD vs old CD only","Kpna3"
"Downregulated","Young CD vs old CD only","Krr1"
"Downregulated","Young CD vs old CD only","Krt18"
"Downregulated","Young CD vs old CD only","Krt19"
"Downregulated","Young CD vs old CD only","Krt20"
"Downregulated","Young CD vs old CD only","Krt8"
"Downregulated","Young CD vs old CD only","Kxd1"
"Downregulated","Young CD vs old CD only","Kynu"
"Downregulated","Young CD vs old CD only","L1cam"
"Downregulated","Young CD vs old CD only","Lamp2"
"Downregulated","Young CD vs old CD only","Lamtor5"
"Downregulated","Young CD vs old CD only","Lancl1"
"Downregulated","Young CD vs old CD only","Lancl2"
"Downregulated","Young CD vs old CD only","Laptm4a"
"Downregulated","Young CD vs old CD only","Laptm5"
"Downregulated","Young CD vs old CD only","Lars"
"Downregulated","Young CD vs old CD only","Lat2"
"Downregulated","Young CD vs old CD only","Lax1"
"Downregulated","Young CD vs old CD only","Layn"
"Downregulated","Young CD vs old CD only","Lbh"
"Downregulated","Young CD vs old CD only","Lcat"
"Downregulated","Young CD vs old CD only","Lclat1"
"Downregulated","Young CD vs old CD only","Lcn2"
"Downregulated","Young CD vs old CD only","Lcor"
"Downregulated","Young CD vs old CD only","Lcp1"
"Downregulated","Young CD vs old CD only","Lcp2"
"Downregulated","Young CD vs old CD only","Lepr"
"Downregulated","Young CD vs old CD only","Leprotl1"
"Downregulated","Young CD vs old CD only","Lgals1"
"Downregulated","Young CD vs old CD only","Lgals3"
"Downregulated","Young CD vs old CD only","Lgals9"
"Downregulated","Young CD vs old CD only","Lgi1"
"Downregulated","Young CD vs old CD only","Lgmn"
"Downregulated","Young CD vs old CD only","Lhfpl1"
"Downregulated","Young CD vs old CD only","Lhfpl2"
"Downregulated","Young CD vs old CD only","Lig1"
"Downregulated","Young CD vs old CD only","Lilrb4"
"Downregulated","Young CD vs old CD only","Limd2"
"Downregulated","Young CD vs old CD only","Lims1"
"Downregulated","Young CD vs old CD only","Lin7a"
"Downregulated","Young CD vs old CD only","Lipa"
"Downregulated","Young CD vs old CD only","Lipc"
"Downregulated","Young CD vs old CD only","Lipg"
"Downregulated","Young CD vs old CD only","Lipo1"
"Downregulated","Young CD vs old CD only","Litaf"
"Downregulated","Young CD vs old CD only","Llph-ps2"
"Downregulated","Young CD vs old CD only","Lmna"
"Downregulated","Young CD vs old CD only","Lmo7"
"Downregulated","Young CD vs old CD only","Lonp2"
"Downregulated","Young CD vs old CD only","Lpcat2"
"Downregulated","Young CD vs old CD only","Lpin2"
"Downregulated","Young CD vs old CD only","Lpxn"
"Downregulated","Young CD vs old CD only","Lrat"
"Downregulated","Young CD vs old CD only","Lrg1"
"Downregulated","Young CD vs old CD only","Lrmp"
"Downregulated","Young CD vs old CD only","Lrp11"
"Downregulated","Young CD vs old CD only","Lrp2bp"
"Downregulated","Young CD vs old CD only","Lrrc16a"
"Downregulated","Young CD vs old CD only","Lrrc3"
"Downregulated","Young CD vs old CD only","Lrrc48"
"Downregulated","Young CD vs old CD only","Lrrc52"
"Downregulated","Young CD vs old CD only","Lrrc57"
"Downregulated","Young CD vs old CD only","Lrrc8b"
"Downregulated","Young CD vs old CD only","Lrrcc1"
"Downregulated","Young CD vs old CD only","Lrrk2"
"Downregulated","Young CD vs old CD only","Lsm3"
"Downregulated","Young CD vs old CD only","Lsm5"
"Downregulated","Young CD vs old CD only","Lsr"
"Downregulated","Young CD vs old CD only","Ltb"
"Downregulated","Young CD vs old CD only","Ltn1"
"Downregulated","Young CD vs old CD only","Luzp2"
"Downregulated","Young CD vs old CD only","Ly6a"
"Downregulated","Young CD vs old CD only","Ly6c1"
"Downregulated","Young CD vs old CD only","Ly6c2"
"Downregulated","Young CD vs old CD only","Ly75"
"Downregulated","Young CD vs old CD only","Ly86"
"Downregulated","Young CD vs old CD only","Ly9"
"Downregulated","Young CD vs old CD only","Lyn"
"Downregulated","Young CD vs old CD only","Lypd8"
"Downregulated","Young CD vs old CD only","Lyrm1"
"Downregulated","Young CD vs old CD only","Lyrm2"
"Downregulated","Young CD vs old CD only","Lyrm4"
"Downregulated","Young CD vs old CD only","Lyz2"
"Downregulated","Young CD vs old CD only","Macf1"
"Downregulated","Young CD vs old CD only","Maff"
"Downregulated","Young CD vs old CD only","Magoh"
"Downregulated","Young CD vs old CD only","Magohb"
"Downregulated","Young CD vs old CD only","Mak16"
"Downregulated","Young CD vs old CD only","Mal2"
"Downregulated","Young CD vs old CD only","Mall"
"Downregulated","Young CD vs old CD only","Malsu1"
"Downregulated","Young CD vs old CD only","Man1a"
"Downregulated","Young CD vs old CD only","Man2a1"
"Downregulated","Young CD vs old CD only","Man2b2"
"Downregulated","Young CD vs old CD only","Manf"
"Downregulated","Young CD vs old CD only","Maoa"
"Downregulated","Young CD vs old CD only","Maob"
"Downregulated","Young CD vs old CD only","Map3k6"
"Downregulated","Young CD vs old CD only","Map7"
"Downregulated","Young CD vs old CD only","Marc1"
"Downregulated","Young CD vs old CD only","March1"
"Downregulated","Young CD vs old CD only","March7"
"Downregulated","Young CD vs old CD only","Marveld2"
"Downregulated","Young CD vs old CD only","Mat1a"
"Downregulated","Young CD vs old CD only","Matn2"
"Downregulated","Young CD vs old CD only","Matr3"
"Downregulated","Young CD vs old CD only","Mb"
"Downregulated","Young CD vs old CD only","Mb21d2"
"Downregulated","Young CD vs old CD only","Mbl2"
"Downregulated","Young CD vs old CD only","Mcam"
"Downregulated","Young CD vs old CD only","Mcm10"
"Downregulated","Young CD vs old CD only","Mcm3"
"Downregulated","Young CD vs old CD only","Mcm5"
"Downregulated","Young CD vs old CD only","Mcm6"
"Downregulated","Young CD vs old CD only","Mcoln2"
"Downregulated","Young CD vs old CD only","Mcpt4"
"Downregulated","Young CD vs old CD only","Mctp2"
"Downregulated","Young CD vs old CD only","Mcts1"
"Downregulated","Young CD vs old CD only","Mcts2"
"Downregulated","Young CD vs old CD only","Mdfic"
"Downregulated","Young CD vs old CD only","Mdh1"
"Downregulated","Young CD vs old CD only","Mdm4"
"Downregulated","Young CD vs old CD only","Mea1"
"Downregulated","Young CD vs old CD only","Med11"
"Downregulated","Young CD vs old CD only","Med14"
"Downregulated","Young CD vs old CD only","Med30"
"Downregulated","Young CD vs old CD only","Med6"
"Downregulated","Young CD vs old CD only","Meiob"
"Downregulated","Young CD vs old CD only","Mertk"
"Downregulated","Young CD vs old CD only","Mest"
"Downregulated","Young CD vs old CD only","Mettl11b"
"Downregulated","Young CD vs old CD only","Mettl7b"
"Downregulated","Young CD vs old CD only","Mettl8"
"Downregulated","Young CD vs old CD only","Mfap1b"
"Downregulated","Young CD vs old CD only","Mfge8"
"Downregulated","Young CD vs old CD only","Mfsd7a"
"Downregulated","Young CD vs old CD only","Mga"
"Downregulated","Young CD vs old CD only","Mgam"
"Downregulated","Young CD vs old CD only","Mgat2"
"Downregulated","Young CD vs old CD only","Mgat4a"
"Downregulated","Young CD vs old CD only","Mgat4c"
"Downregulated","Young CD vs old CD only","Mgat5"
"Downregulated","Young CD vs old CD only","Mgmt"
"Downregulated","Young CD vs old CD only","Mgp"
"Downregulated","Young CD vs old CD only","Mgst3"
"Downregulated","Young CD vs old CD only","Micu2"
"Downregulated","Young CD vs old CD only","Mid2"
"Downregulated","Young CD vs old CD only","Mif"
"Downregulated","Young CD vs old CD only","Mipol1"
"Downregulated","Young CD vs old CD only","Misp"
"Downregulated","Young CD vs old CD only","Mki67"
"Downregulated","Young CD vs old CD only","Mkln1"
"Downregulated","Young CD vs old CD only","Mknk2"
"Downregulated","Young CD vs old CD only","Mlip"
"Downregulated","Young CD vs old CD only","Mllt3"
"Downregulated","Young CD vs old CD only","Mmp12"
"Downregulated","Young CD vs old CD only","Mmp3"
"Downregulated","Young CD vs old CD only","Mnda"
"Downregulated","Young CD vs old CD only","Mob4"
"Downregulated","Young CD vs old CD only","Morc3"
"Downregulated","Young CD vs old CD only","Morf4l2"
"Downregulated","Young CD vs old CD only","Mospd1"
"Downregulated","Young CD vs old CD only","Mpc1"
"Downregulated","Young CD vs old CD only","Mpc1-ps"
"Downregulated","Young CD vs old CD only","Mpeg1"
"Downregulated","Young CD vs old CD only","Mphosph10"
"Downregulated","Young CD vs old CD only","Mphosph8"
"Downregulated","Young CD vs old CD only","Mpi"
"Downregulated","Young CD vs old CD only","Mpp7"
"Downregulated","Young CD vs old CD only","Mrgprb1"
"Downregulated","Young CD vs old CD only","Mrpl11"
"Downregulated","Young CD vs old CD only","Mrpl13"
"Downregulated","Young CD vs old CD only","Mrpl14"
"Downregulated","Young CD vs old CD only","Mrpl20"
"Downregulated","Young CD vs old CD only","Mrpl21"
"Downregulated","Young CD vs old CD only","Mrpl22"
"Downregulated","Young CD vs old CD only","Mrpl24"
"Downregulated","Young CD vs old CD only","Mrpl32"
"Downregulated","Young CD vs old CD only","Mrpl35"
"Downregulated","Young CD vs old CD only","Mrpl41"
"Downregulated","Young CD vs old CD only","Mrpl48"
"Downregulated","Young CD vs old CD only","Mrpl50"
"Downregulated","Young CD vs old CD only","Mrpl54"
"Downregulated","Young CD vs old CD only","Mrps12"
"Downregulated","Young CD vs old CD only","Mrps14"
"Downregulated","Young CD vs old CD only","Mrps16"
"Downregulated","Young CD vs old CD only","Mrps18c"
"Downregulated","Young CD vs old CD only","Mrps22"
"Downregulated","Young CD vs old CD only","Mrps28"
"Downregulated","Young CD vs old CD only","Mrps31"
"Downregulated","Young CD vs old CD only","Mrps6"
"Downregulated","Young CD vs old CD only","Mrrf"
"Downregulated","Young CD vs old CD only","Ms4a1"
"Downregulated","Young CD vs old CD only","Ms4a4a"
"Downregulated","Young CD vs old CD only","Ms4a4b"
"Downregulated","Young CD vs old CD only","Ms4a4c"
"Downregulated","Young CD vs old CD only","Ms4a6b"
"Downregulated","Young CD vs old CD only","Ms4a6c"
"Downregulated","Young CD vs old CD only","Ms4a6d"
"Downregulated","Young CD vs old CD only","Ms4a7"
"Downregulated","Young CD vs old CD only","Ms4a8a"
"Downregulated","Young CD vs old CD only","Msn"
"Downregulated","Young CD vs old CD only","Msr1"
"Downregulated","Young CD vs old CD only","Mss51"
"Downregulated","Young CD vs old CD only","Mt1"
"Downregulated","Young CD vs old CD only","Mt2"
"Downregulated","Young CD vs old CD only","Mt3"
"Downregulated","Young CD vs old CD only","Mterf2"
"Downregulated","Young CD vs old CD only","Mthfd1l"
"Downregulated","Young CD vs old CD only","Mtif3"
"Downregulated","Young CD vs old CD only","Mtm1"
"Downregulated","Young CD vs old CD only","Mtmr1"
"Downregulated","Young CD vs old CD only","Muc13"
"Downregulated","Young CD vs old CD only","Muc2"
"Downregulated","Young CD vs old CD only","Muc3"
"Downregulated","Young CD vs old CD only","Mug1"
"Downregulated","Young CD vs old CD only","Mug2"
"Downregulated","Young CD vs old CD only","Murc"
"Downregulated","Young CD vs old CD only","Musk"
"Downregulated","Young CD vs old CD only","Mustn1"
"Downregulated","Young CD vs old CD only","Mvb12a"
"Downregulated","Young CD vs old CD only","Mvp"
"Downregulated","Young CD vs old CD only","Mycbp"
"Downregulated","Young CD vs old CD only","Mycbp2"
"Downregulated","Young CD vs old CD only","Myeov2"
"Downregulated","Young CD vs old CD only","Myf6"
"Downregulated","Young CD vs old CD only","Myh11"
"Downregulated","Young CD vs old CD only","Myh7"
"Downregulated","Young CD vs old CD only","Myl12a"
"Downregulated","Young CD vs old CD only","Myl12b"
"Downregulated","Young CD vs old CD only","Myl2"
"Downregulated","Young CD vs old CD only","Myl3"
"Downregulated","Young CD vs old CD only","Myl4"
"Downregulated","Young CD vs old CD only","Myl9"
"Downregulated","Young CD vs old CD only","Mylk"
"Downregulated","Young CD vs old CD only","Myo15b"
"Downregulated","Young CD vs old CD only","Myo1a"
"Downregulated","Young CD vs old CD only","Myo1b"
"Downregulated","Young CD vs old CD only","Myo1d"
"Downregulated","Young CD vs old CD only","Myo1f"
"Downregulated","Young CD vs old CD only","Myo1h"
"Downregulated","Young CD vs old CD only","Myo5a"
"Downregulated","Young CD vs old CD only","Myo5b"
"Downregulated","Young CD vs old CD only","Myo7b"
"Downregulated","Young CD vs old CD only","Myo9a"
"Downregulated","Young CD vs old CD only","Myog"
"Downregulated","Young CD vs old CD only","Myot"
"Downregulated","Young CD vs old CD only","Mzb1"
"Downregulated","Young CD vs old CD only","N4bp2l2"
"Downregulated","Young CD vs old CD only","N6amt2"
"Downregulated","Young CD vs old CD only","Naa20"
"Downregulated","Young CD vs old CD only","Naa38"
"Downregulated","Young CD vs old CD only","Naaa"
"Downregulated","Young CD vs old CD only","Nabp1"
"Downregulated","Young CD vs old CD only","Nae1"
"Downregulated","Young CD vs old CD only","Naip1"
"Downregulated","Young CD vs old CD only","Naip2"
"Downregulated","Young CD vs old CD only","Naip5"
"Downregulated","Young CD vs old CD only","Naip6"
"Downregulated","Young CD vs old CD only","Nampt"
"Downregulated","Young CD vs old CD only","Napb"
"Downregulated","Young CD vs old CD only","Napsa"
"Downregulated","Young CD vs old CD only","Nat2"
"Downregulated","Young CD vs old CD only","Nbeal2"
"Downregulated","Young CD vs old CD only","Nbn"
"Downregulated","Young CD vs old CD only","Nbr1"
"Downregulated","Young CD vs old CD only","Ncbp1"
"Downregulated","Young CD vs old CD only","Ncf1"
"Downregulated","Young CD vs old CD only","Ncf2"
"Downregulated","Young CD vs old CD only","Nck1"
"Downregulated","Young CD vs old CD only","Nckap1l"
"Downregulated","Young CD vs old CD only","Ncl"
"Downregulated","Young CD vs old CD only","Ncoa4"
"Downregulated","Young CD vs old CD only","Ndfip1"
"Downregulated","Young CD vs old CD only","Ndufa11"
"Downregulated","Young CD vs old CD only","Ndufa13"
"Downregulated","Young CD vs old CD only","Ndufa2"
"Downregulated","Young CD vs old CD only","Ndufa3"
"Downregulated","Young CD vs old CD only","Ndufa4"
"Downregulated","Young CD vs old CD only","Ndufa5"
"Downregulated","Young CD vs old CD only","Ndufa6"
"Downregulated","Young CD vs old CD only","Ndufb2"
"Downregulated","Young CD vs old CD only","Ndufb3"
"Downregulated","Young CD vs old CD only","Ndufb5"
"Downregulated","Young CD vs old CD only","Ndufc2"
"Downregulated","Young CD vs old CD only","Ndufs1"
"Downregulated","Young CD vs old CD only","Ndufs4"
"Downregulated","Young CD vs old CD only","Ndufv2"
"Downregulated","Young CD vs old CD only","Nedd1"
"Downregulated","Young CD vs old CD only","Nedd8"
"Downregulated","Young CD vs old CD only","Nek5"
"Downregulated","Young CD vs old CD only","Nek6"
"Downregulated","Young CD vs old CD only","Nemf"
"Downregulated","Young CD vs old CD only","Neto2"
"Downregulated","Young CD vs old CD only","Nfe2l2"
"Downregulated","Young CD vs old CD only","Nfkb2"
"Downregulated","Young CD vs old CD only","Nfkbie"
"Downregulated","Young CD vs old CD only","Ngdn"
"Downregulated","Young CD vs old CD only","Ngly1"
"Downregulated","Young CD vs old CD only","Nhej1"
"Downregulated","Young CD vs old CD only","Nhp2"
"Downregulated","Young CD vs old CD only","Nhp2l1"
"Downregulated","Young CD vs old CD only","Nhs"
"Downregulated","Young CD vs old CD only","Ninj1"
"Downregulated","Young CD vs old CD only","Nip7"
"Downregulated","Young CD vs old CD only","Nipa1"
"Downregulated","Young CD vs old CD only","Nipbl"
"Downregulated","Young CD vs old CD only","Nipsnap1"
"Downregulated","Young CD vs old CD only","Nipsnap3b"
"Downregulated","Young CD vs old CD only","Nkain2"
"Downregulated","Young CD vs old CD only","Nkd1"
"Downregulated","Young CD vs old CD only","Nkx2-2os"
"Downregulated","Young CD vs old CD only","Nlrc4"
"Downregulated","Young CD vs old CD only","Nlrp10"
"Downregulated","Young CD vs old CD only","Nlrp6"
"Downregulated","Young CD vs old CD only","Nmb"
"Downregulated","Young CD vs old CD only","Nmd3"
"Downregulated","Young CD vs old CD only","Nme2"
"Downregulated","Young CD vs old CD only","Nme4"
"Downregulated","Young CD vs old CD only","Nmral1"
"Downregulated","Young CD vs old CD only","Nmrk2"
"Downregulated","Young CD vs old CD only","Nmt1"
"Downregulated","Young CD vs old CD only","Nnat"
"Downregulated","Young CD vs old CD only","Nnmt"
"Downregulated","Young CD vs old CD only","Nol3"
"Downregulated","Young CD vs old CD only","Nono"
"Downregulated","Young CD vs old CD only","Nop10"
"Downregulated","Young CD vs old CD only","Nop58"
"Downregulated","Young CD vs old CD only","Nosip"
"Downregulated","Young CD vs old CD only","Nostrin"
"Downregulated","Young CD vs old CD only","Npat"
"Downregulated","Young CD vs old CD only","Npl"
"Downregulated","Young CD vs old CD only","Npm1"
"Downregulated","Young CD vs old CD only","Npy1r"
"Downregulated","Young CD vs old CD only","Nqo1"
"Downregulated","Young CD vs old CD only","Nr1h4"
"Downregulated","Young CD vs old CD only","Nr4a3"
"Downregulated","Young CD vs old CD only","Nr6a1"
"Downregulated","Young CD vs old CD only","Nrcam"
"Downregulated","Young CD vs old CD only","Nrip1"
"Downregulated","Young CD vs old CD only","Nrn1"
"Downregulated","Young CD vs old CD only","Nsa2"
"Downregulated","Young CD vs old CD only","Nsfl1c"
"Downregulated","Young CD vs old CD only","Nsg1"
"Downregulated","Young CD vs old CD only","Nsun2"
"Downregulated","Young CD vs old CD only","Nsun6"
"Downregulated","Young CD vs old CD only","Nt5c"
"Downregulated","Young CD vs old CD only","Nt5dc1"
"Downregulated","Young CD vs old CD only","Nt5e"
"Downregulated","Young CD vs old CD only","Ntng2"
"Downregulated","Young CD vs old CD only","Nuak2"
"Downregulated","Young CD vs old CD only","Nubp2"
"Downregulated","Young CD vs old CD only","Nudcd1"
"Downregulated","Young CD vs old CD only","Nudcd2"
"Downregulated","Young CD vs old CD only","Nudt18"
"Downregulated","Young CD vs old CD only","Nufip2"
"Downregulated","Young CD vs old CD only","Nxn"
"Downregulated","Young CD vs old CD only","Nxpe2"
"Downregulated","Young CD vs old CD only","Nxpe5"
"Downregulated","Young CD vs old CD only","Oas3"
"Downregulated","Young CD vs old CD only","Ociad1"
"Downregulated","Young CD vs old CD only","Ocln"
"Downregulated","Young CD vs old CD only","Odc1"
"Downregulated","Young CD vs old CD only","Odf3l2"
"Downregulated","Young CD vs old CD only","Ogdhl"
"Downregulated","Young CD vs old CD only","Olfml2a"
"Downregulated","Young CD vs old CD only","Olfr1033"
"Downregulated","Young CD vs old CD only","Olfr920"
"Downregulated","Young CD vs old CD only","Onecut2"
"Downregulated","Young CD vs old CD only","Orai2"
"Downregulated","Young CD vs old CD only","Orc4"
"Downregulated","Young CD vs old CD only","Orm1"
"Downregulated","Young CD vs old CD only","Orm2"
"Downregulated","Young CD vs old CD only","Ormdl2"
"Downregulated","Young CD vs old CD only","Osbpl3"
"Downregulated","Young CD vs old CD only","Osbpl8"
"Downregulated","Young CD vs old CD only","Osgep"
"Downregulated","Young CD vs old CD only","Osmr"
"Downregulated","Young CD vs old CD only","Ost4"
"Downregulated","Young CD vs old CD only","Ostc"
"Downregulated","Young CD vs old CD only","Ostf1"
"Downregulated","Young CD vs old CD only","Ostn"
"Downregulated","Young CD vs old CD only","Otc"
"Downregulated","Young CD vs old CD only","Otud1"
"Downregulated","Young CD vs old CD only","Otud6b"
"Downregulated","Young CD vs old CD only","Otulin"
"Downregulated","Young CD vs old CD only","P2rx4"
"Downregulated","Young CD vs old CD only","P2ry10"
"Downregulated","Young CD vs old CD only","P4hb"
"Downregulated","Young CD vs old CD only","Pafah1b2"
"Downregulated","Young CD vs old CD only","Pah"
"Downregulated","Young CD vs old CD only","Paics"
"Downregulated","Young CD vs old CD only","Paip2"
"Downregulated","Young CD vs old CD only","Pak1ip1"
"Downregulated","Young CD vs old CD only","Pam16"
"Downregulated","Young CD vs old CD only","Papss2"
"Downregulated","Young CD vs old CD only","Pard6b"
"Downregulated","Young CD vs old CD only","Parp3"
"Downregulated","Young CD vs old CD only","Parp9"
"Downregulated","Young CD vs old CD only","Parvg"
"Downregulated","Young CD vs old CD only","Pawr"
"Downregulated","Young CD vs old CD only","Pbdc1"
"Downregulated","Young CD vs old CD only","Pcbd1"
"Downregulated","Young CD vs old CD only","Pcdh11x"
"Downregulated","Young CD vs old CD only","Pcna"
"Downregulated","Young CD vs old CD only","Pcnxl4"
"Downregulated","Young CD vs old CD only","Pcsk1"
"Downregulated","Young CD vs old CD only","Pdcd10"
"Downregulated","Young CD vs old CD only","Pdcd5"
"Downregulated","Young CD vs old CD only","Pdcd6"
"Downregulated","Young CD vs old CD only","Pdcl3"
"Downregulated","Young CD vs old CD only","Pde5a"
"Downregulated","Young CD vs old CD only","Pde7a"
"Downregulated","Young CD vs old CD only","Pde8a"
"Downregulated","Young CD vs old CD only","Pdgfd"
"Downregulated","Young CD vs old CD only","Pdia3"
"Downregulated","Young CD vs old CD only","Pdia4"
"Downregulated","Young CD vs old CD only","Pdia6"
"Downregulated","Young CD vs old CD only","Pdk3"
"Downregulated","Young CD vs old CD only","Pdlim3"
"Downregulated","Young CD vs old CD only","Pdlim5"
"Downregulated","Young CD vs old CD only","Pdss1"
"Downregulated","Young CD vs old CD only","Pdxdc1"
"Downregulated","Young CD vs old CD only","Pdzk1"
"Downregulated","Young CD vs old CD only","Pecam1"
"Downregulated","Young CD vs old CD only","Pef1"
"Downregulated","Young CD vs old CD only","Peg10"
"Downregulated","Young CD vs old CD only","Pemt"
"Downregulated","Young CD vs old CD only","Penk"
"Downregulated","Young CD vs old CD only","Perp"
"Downregulated","Young CD vs old CD only","Pes1"
"Downregulated","Young CD vs old CD only","Pet100"
"Downregulated","Young CD vs old CD only","Pex13"
"Downregulated","Young CD vs old CD only","Pfdn5"
"Downregulated","Young CD vs old CD only","Pfkfb1"
"Downregulated","Young CD vs old CD only","Pgap1"
"Downregulated","Young CD vs old CD only","Pgd"
"Downregulated","Young CD vs old CD only","Pglyrp2"
"Downregulated","Young CD vs old CD only","Pgm3"
"Downregulated","Young CD vs old CD only","Phax"
"Downregulated","Young CD vs old CD only","Phf11b"
"Downregulated","Young CD vs old CD only","Phf20l1"
"Downregulated","Young CD vs old CD only","Phf6"
"Downregulated","Young CD vs old CD only","Phgdh"
"Downregulated","Young CD vs old CD only","Phip"
"Downregulated","Young CD vs old CD only","Pi4k2b"
"Downregulated","Young CD vs old CD only","Picalm"
"Downregulated","Young CD vs old CD only","Pifo"
"Downregulated","Young CD vs old CD only","Pigh"
"Downregulated","Young CD vs old CD only","Pigr"
"Downregulated","Young CD vs old CD only","Pik3ap1"
"Downregulated","Young CD vs old CD only","Pik3c2a"
"Downregulated","Young CD vs old CD only","Pik3cg"
"Downregulated","Young CD vs old CD only","Pik3r5"
"Downregulated","Young CD vs old CD only","Pikfyve"
"Downregulated","Young CD vs old CD only","Pin1"
"Downregulated","Young CD vs old CD only","Pin4"
"Downregulated","Young CD vs old CD only","Pinx1"
"Downregulated","Young CD vs old CD only","Pipox"
"Downregulated","Young CD vs old CD only","Pir"
"Downregulated","Young CD vs old CD only","Pirb"
"Downregulated","Young CD vs old CD only","Pisd"
"Downregulated","Young CD vs old CD only","Pja2"
"Downregulated","Young CD vs old CD only","Pkdrej"
"Downregulated","Young CD vs old CD only","Pkig"
"Downregulated","Young CD vs old CD only","Pklr"
"Downregulated","Young CD vs old CD only","Pkp3"
"Downregulated","Young CD vs old CD only","Pla2g4a"
"Downregulated","Young CD vs old CD only","Pla2g5"
"Downregulated","Young CD vs old CD only","Plac8"
"Downregulated","Young CD vs old CD only","Plag1"
"Downregulated","Young CD vs old CD only","Plagl1"
"Downregulated","Young CD vs old CD only","Plcg2"
"Downregulated","Young CD vs old CD only","Plcl1"
"Downregulated","Young CD vs old CD only","Plcxd2"
"Downregulated","Young CD vs old CD only","Pld3"
"Downregulated","Young CD vs old CD only","Pld5"
"Downregulated","Young CD vs old CD only","Plek"
