"","gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design"
"22046","Gm8399",0.551195754572365,-2.09291314747667,1.92873984771604,-1.08511946282182,0.277868748220715,0.996616347260771,"~diet"
"22047","Hnf4g",5.14687700451228,-2.09340956698879,1.58721957754393,-1.31891617052011,0.187197139463992,0.996616347260771,"~diet"
"22048","Dmgdh",27.7705963930352,-2.0934428599301,2.13325754727702,-0.981336202280057,0.326426975704383,0.996616347260771,"~diet"
"22049","8430436N08Rik",1.75854093529936,-2.0937890388855,1.05288714339902,-1.98861677817258,0.0467435180356581,0.996616347260771,"~diet"
"22050","Urah",8.77148447300127,-2.09476205596615,2.51937296920065,-0.831461669857791,0.405712873036442,0.996616347260771,"~diet"
"22051","Ugt2b35",8.22043982271186,-2.09974243485884,2.45408665044852,-0.855610552494175,0.392213231067542,0.996616347260771,"~diet"
"22052","1300017J02Rik",43.6669376702166,-2.10076022547324,1.44481657386239,-1.45399787313994,0.145946895858395,0.996616347260771,"~diet"
"22053","Cfap46",0.562110317607098,-2.10191997593788,1.94602235327221,-1.08011091054711,0.280092793892801,0.996616347260771,"~diet"
"22054","Gm15937",0.356175295189618,-2.1050894777213,3.069232926638,-0.685868270032927,0.492796180591295,0.996616347260771,"~diet"
"22055","Slc17a4",15.9581731106735,-2.10805765621971,2.10241153211682,-1.00268554658146,0.316012605688415,0.996616347260771,"~diet"
"22056","Tmem61",0.556377253602374,-2.10926966170149,2.22885099889919,-0.946348438160846,0.343970895137505,0.996616347260771,"~diet"
"22057","Ces2e",38.9203116970701,-2.11190455785848,1.41245241607452,-1.49520403931757,0.134861199675106,0.996616347260771,"~diet"
"22058","Muc13",172.194039380383,-2.11511709402274,1.48481207269228,-1.42450154664191,0.154301337680281,0.996616347260771,"~diet"
"22059","Chga",2.3883948801596,-2.11732850582361,1.34550941424296,-1.57362593186679,0.115573954505141,0.996616347260771,"~diet"
"22060","Ighv7-3",12.4582557627278,-2.12555107140821,2.05377627605272,-1.03494771859642,NA,NA,"~diet"
"22061","Cgn",17.4995186942824,-2.12615603284094,1.1788037760053,-1.80365560080406,0.0712853139013062,0.996616347260771,"~diet"
"22062","Tff3",13.029424637436,-2.12668720866226,2.26989308043049,-0.93691074130193,0.348804473514636,0.996616347260771,"~diet"
"22063","Azgp1",74.0313107713439,-2.12742561093269,1.56728181740096,-1.35739825940214,0.174654701007515,0.996616347260771,"~diet"
"22064","Gm15401",2.36125708526923,-2.12767307425383,1.95872726453906,-1.08625285039595,0.277367140830792,0.996616347260771,"~diet"
"22065","Gm14866",0.362354785867155,-2.12901236587346,2.86112322686694,-0.744117675841883,0.45680528665317,0.996616347260771,"~diet"
"22066","Slc22a26",23.8280801577588,-2.13155468655035,2.47597531464715,-0.860894966900794,0.389295893958091,0.996616347260771,"~diet"
"22067","Igfbp1",5.57641242404915,-2.1329215171569,2.40918657748432,-0.885328490989726,0.375979487853165,0.996616347260771,"~diet"
"22068","Trim31",5.49420790977669,-2.13472969872789,2.4823234347361,-0.859972422954962,NA,NA,"~diet"
"22069","Slc30a10",10.8239884322402,-2.13503253862914,1.6871263959809,-1.26548463927495,0.2056976513575,0.996616347260771,"~diet"
"22070","Fgf23",0.559174780743568,-2.13513646707389,2.26225545913921,-0.943808736740237,0.345267395199217,0.996616347260771,"~diet"
"22071","Ndst4",0.365939166801503,-2.14073426737465,3.06744156967758,-0.697889175310245,0.485246504460898,0.996616347260771,"~diet"
"22072","Nyap2",0.365939166801503,-2.14073426737465,3.06744156967758,-0.697889175310245,0.485246504460898,0.996616347260771,"~diet"
"22073","Pyy",0.365939166801503,-2.14073426737465,3.06744156967758,-0.697889175310245,0.485246504460898,0.996616347260771,"~diet"
"22074","Scn9a",0.365939166801503,-2.14073426737465,3.06744156967758,-0.697889175310245,0.485246504460898,0.996616347260771,"~diet"
"22075","Ttc6",0.365939166801503,-2.14073426737465,3.06744156967758,-0.697889175310245,0.485246504460898,0.996616347260771,"~diet"
"22076","Gm26826",2.61796039865562,-2.145530340609,1.30346478739249,-1.64602094460949,0.0997594469591379,0.996616347260771,"~diet"
"22077","Otc",33.0858176377445,-2.14703652890892,2.12196025051389,-1.01181750618983,0.311625318055822,0.996616347260771,"~diet"
"22078","Gm14393",2.19531328431966,-2.14804864921426,0.98043673836395,-2.19090999466085,0.0284583063341195,0.996616347260771,"~diet"
"22079","Gm17213",0.570472114532564,-2.14909680560264,2.65169894574299,-0.81046033112197,0.417675655377683,0.996616347260771,"~diet"
"22080","Gm9378",0.367410762759603,-2.15033117287359,2.4059921367629,-0.893739900483094,0.371461071597275,0.996616347260771,"~diet"
"22081","1810019N24Rik",1.46742303754207,-2.15134177611288,1.15041772545795,-1.8700527021665,0.0614764996476656,0.996616347260771,"~diet"
"22082","Dmrta2os",0.368748116123777,-2.15162746528098,2.87256130988518,-0.749027516967771,0.453840620394088,0.996616347260771,"~diet"
"22083","Akr1c20",8.63164043840946,-2.15804464504265,1.84118472471374,-1.17209567083399,0.241158647833273,0.996616347260771,"~diet"
"22084","Mmp10",0.37112113008814,-2.15929620829097,2.8673302137244,-0.753068550652295,0.451408721724061,0.996616347260771,"~diet"
"22085","Gm11127",0.371837861462545,-2.16175866691703,3.06640504140102,-0.704981448220336,0.480821781347472,0.996616347260771,"~diet"
"22086","Ighv5-4",0.793209859654384,-2.16199914436615,1.82387700472759,-1.18538648097549,0.235864674422989,0.996616347260771,"~diet"
"22087","B930036N10Rik",2.66291746042207,-2.16436588040285,1.23123757329865,-1.75787835535609,0.0787682094009786,0.996616347260771,"~diet"
"22088","RP23-75P5.3",17.7365565803456,-2.16592495074554,2.31042659654222,-0.937456725085775,0.348523673915002,0.996616347260771,"~diet"
"22089","Itih3",108.412463280237,-2.16628989942676,1.53747554081128,-1.40899145509896,0.158837694820668,0.996616347260771,"~diet"
"22090","Car10",0.373724496031066,-2.16841017838518,3.06608017178384,-0.707225531263131,0.479426334804418,0.996616347260771,"~diet"
"22091","Sstr2",0.827954781098777,-2.16856740354472,2.14715321166298,-1.00997329476324,0.312508084752622,0.996616347260771,"~diet"
"22092","Apoh",137.502508452367,-2.16889739191886,1.0994485716496,-1.97271382022416,0.0485281765017086,0.996616347260771,"~diet"
"22093","Inhbe",5.61935192891597,-2.16950438107132,1.3963788567672,-1.5536645879142,0.120264444193731,0.996616347260771,"~diet"
"22094","Gm11815",0.823340241451835,-2.17013188447755,1.876587666987,-1.15642446268543,0.247507580319368,0.996616347260771,"~diet"
"22095","Rab25",4.94791220337397,-2.17208223645999,1.42739655614607,-1.5217090353115,NA,NA,"~diet"
"22096","Nr0b2",1.11707702154528,-2.1728095202207,1.84982627028509,-1.17460193701641,0.240154007995405,0.996616347260771,"~diet"
"22097","Gm2163",0.836168940292692,-2.17350533371953,2.49033888016665,-0.872774926749758,0.382785768633354,0.996616347260771,"~diet"
"22098","Nron",0.810278709697277,-2.17400599739335,1.65208838620868,-1.31591385517962,0.188202957862244,0.996616347260771,"~diet"
"22099","RP24-194G3.3",0.375548228791082,-2.17489446900867,2.83771819119293,-0.766423697659131,0.44342423681005,0.996616347260771,"~diet"
"22100","Hpd",85.0903518520303,-2.17543016891721,1.59107098011474,-1.36727411668355,0.171539401488093,0.996616347260771,"~diet"
"22101","Sun3",0.375770324569906,-2.17563451123108,3.06572897715529,-0.709663028742307,0.477913123983427,0.996616347260771,"~diet"
"22102","Vmn2r3",0.375770324569906,-2.17563451123108,3.06572897715529,-0.709663028742307,0.477913123983427,0.996616347260771,"~diet"
"22103","Mup16",0.376319605774254,-2.17753817643748,3.06563672021457,-0.710305354212052,0.477514800279882,0.996616347260771,"~diet"
"22104","Cfhr2",50.806043312768,-2.17899682933102,1.83115258954891,-1.18995917749694,0.234062437353271,0.996616347260771,"~diet"
"22105","Cdhr2",38.2262218024162,-2.18022678389048,1.71552125544961,-1.2708829907905,0.203770278380902,0.996616347260771,"~diet"
"22106","4930519A11Rik",0.816683758932778,-2.18053442614946,2.14678957002284,-1.01571875352751,0.309763334985611,0.996616347260771,"~diet"
"22107","Gm16523",0.584500034413955,-2.18060151263005,2.24561362874528,-0.971049286803823,0.331523735727217,0.996616347260771,"~diet"
"22108","Ugt1a1",64.527658749331,-2.18120194958797,2.60332527726509,-0.837852253284086,0.402113687511999,0.996616347260771,"~diet"
