"ontology","ID","Description","direction","age_NES","age_p.adjust","age_setSize","diet_NES","diet_p.adjust","diet_setSize","direction_label","best_p.adjust","worst_p.adjust"
"BP","GO:1901605","alpha-amino acid metabolic process","Down",-1.57194867732265,0.0122156458068385,178,-1.70781127975742,0.00780818146070734,182,"Down in young CD and old ID",0.00780818146070734,0.0122156458068385
"BP","GO:0016101","diterpenoid metabolic process","Down",-2.54372497273101,8.36338622833314e-09,65,-1.78798623866936,0.0146144564451325,70,"Down in young CD and old ID",8.36338622833314e-09,0.0146144564451325
"BP","GO:0008203","cholesterol metabolic process","Down",-1.61518698196955,0.014769470970097,133,-1.9248878512404,0.000992914458171789,137,"Down in young CD and old ID",0.000992914458171789,0.014769470970097
"BP","GO:0016125","sterol metabolic process","Down",-1.61596705464895,0.0155711721655998,137,-2.00531103117166,0.000194794669602139,141,"Down in young CD and old ID",0.000194794669602139,0.0155711721655998
"BP","GO:0050892","intestinal absorption","Down",-2.01208788588919,0.00208323953785077,34,-1.90604120854794,0.0161314053960019,38,"Down in young CD and old ID",0.00208323953785077,0.0161314053960019
"BP","GO:0006638","neutral lipid metabolic process","Down",-1.64362599318034,0.00686973922949998,131,-1.67174750149325,0.0188036543512878,131,"Down in young CD and old ID",0.00686973922949998,0.0188036543512878
"BP","GO:0006066","alcohol metabolic process","Down",-1.66688261961944,0.000715326244250944,294,-1.51460003875153,0.0218950443008697,302,"Down in young CD and old ID",0.000715326244250944,0.0218950443008697
"BP","GO:0006639","acylglycerol metabolic process","Down",-1.61488979688457,0.0139590050837941,130,-1.6739681727152,0.0227885956863363,130,"Down in young CD and old ID",0.0139590050837941,0.0227885956863363
"BP","GO:0032543","mitochondrial translation","Down",-1.61179743561857,0.0233080193572606,125,-2.23804776478535,5.00592042133518e-06,125,"Down in young CD and old ID",5.00592042133518e-06,0.0233080193572606
"BP","GO:0016050","vesicle organization","Down",-1.42583596793167,0.0254503379963668,319,-1.62102659944271,0.00291967502279299,321,"Down in young CD and old ID",0.00291967502279299,0.0254503379963668
"BP","GO:0051604","protein maturation","Down",-1.35867465970929,0.0265597885103212,468,-1.44611275052909,0.0113915498178263,478,"Down in young CD and old ID",0.0113915498178263,0.0265597885103212
"BP","GO:0019369","arachidonate metabolic process","Down",-2.51767136476758,1.34436369061731e-07,52,-1.76290991407932,0.0270453023630256,58,"Down in young CD and old ID",1.34436369061731e-07,0.0270453023630256
"BP","GO:0006631","fatty acid metabolic process","Down",-1.82591736085212,1.27814355917395e-06,376,-1.45381605036122,0.0281111089564531,389,"Down in young CD and old ID",1.27814355917395e-06,0.0281111089564531
"BP","GO:0097006","regulation of plasma lipoprotein particle levels","Down",-2.14294509008319,9.21222414035016e-05,69,-1.69460405355362,0.0293778292811346,70,"Down in young CD and old ID",9.21222414035016e-05,0.0293778292811346
"BP","GO:1902652","secondary alcohol metabolic process","Down",-1.51502225182111,0.0294927526179475,142,-1.84387901948551,0.00343201229886954,146,"Down in young CD and old ID",0.00343201229886954,0.0294927526179475
"BP","GO:0007586","digestion","Down",-1.8921496285461,0.00208323953785077,85,-1.65169771071558,0.0300822243870808,89,"Down in young CD and old ID",0.00208323953785077,0.0300822243870808
"BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","Down",-1.60599312512372,0.0304764995208703,87,-1.88492449979336,0.00425421642938414,88,"Down in young CD and old ID",0.00425421642938414,0.0304764995208703
"BP","GO:0022900","electron transport chain","Down",-1.58369254678412,0.031017788649167,97,-1.96830039299114,0.00179866020231618,97,"Down in young CD and old ID",0.00179866020231618,0.031017788649167
"BP","GO:0022904","respiratory electron transport chain","Down",-1.57309450156902,0.0334229392801308,91,-2.01015181928708,0.00083400194038968,91,"Down in young CD and old ID",0.00083400194038968,0.0334229392801308
