"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ontology","comparison","direction"
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",76,0.195924695263802,0.836435111165072,0.765726681127983,0.898407057576608,0.766036479021363,3051,"tags=25%, list=22%, signal=20%","22035/18787/18049/20319/67379/18708/20377/20684/19878/15234/15894/14082/20375/17153/97165/26885/12015/15368/21933","BP","old ID vs old CD","Up"
"GO:0097709","connective tissue replacement",18,0.2547061815913,0.772765314740857,0.765765765765766,0.898407057576608,0.766036479021363,1587,"tags=22%, list=11%, signal=20%","17312/211228/19878/68303","BP","old ID vs old CD","Up"
"GO:0048562","embryonic organ morphogenesis",252,0.173579247232702,0.897769464856189,0.767653758542141,0.89959510852358,0.767049483490375,2775,"tags=22%, list=20%, signal=18%","241226/18128/21813/14609/18595/14182/76365/22658/14118/17387/11941/13614/50769/18208/93840/19411/106633/15436/100503041/30791/504186/19664/14042/18764/12814/15530/192170/13543/15410/17877/17283/56847/18129/12614/17684/21414/213081/59024/20683/22289/15257/14365/30841/20897/14632/68588/19378/69871/20429/16658/15430/24069/15416/13617/75302","BP","old ID vs old CD","Up"
"GO:0042177","negative regulation of protein catabolic process",108,-0.191735478261446,-0.868380203254743,0.768774703557312,0.89959510852358,0.767049483490375,4167,"tags=32%, list=30%, signal=23%","15357/57320/17754/19025/545622/17127/22225/52892/56438/17772/30940/18752/56637/74841/225896/52551/18104/75744/105689/22284/13121/381629/80280/24086/20720/12306/55988/98170/59025/14070/192653/56207/239510/110595/228769","BP","old ID vs old CD","Down"
"GO:0050810","regulation of steroid biosynthetic process",77,-0.196321699046832,-0.840209030324778,0.768807339449541,0.89959510852358,0.767049483490375,3812,"tags=34%, list=28%, signal=25%","16211/11307/217166/238055/244373/192663/170459/13074/233912/14677/72999/11833/13122/11928/231474/12912/19302/13360/20280/270669/13897/13653/26424/67815/110196/16846","BP","old ID vs old CD","Down"
"GO:0007616","long-term memory",32,0.22619071518362,0.810776458890983,0.767699115044248,0.89959510852358,0.767049483490375,2863,"tags=25%, list=21%, signal=20%","432530/19699/17257/14534/60525/243961/11838/51791","BP","old ID vs old CD","Up"
"GO:2000191","regulation of fatty acid transport",26,0.231997777967598,0.792559217769757,0.76837416481069,0.89959510852358,0.767049483490375,731,"tags=12%, list=5%, signal=11%","18439/13614/18779","BP","old ID vs old CD","Up"
"GO:0043171","peptide catabolic process",17,-0.264707717315543,-0.782112203312973,0.767567567567568,0.89959510852358,0.767049483490375,2350,"tags=35%, list=17%, signal=29%","75805/19155/80898/12876/237553/12751","BP","old ID vs old CD","Down"
"GO:0000054","ribosomal subunit export from nucleus",13,-0.284849197470827,-0.779814848854426,0.768518518518518,0.89959510852358,0.767049483490375,4555,"tags=54%, list=33%, signal=36%","97112/16418/231452/19069/19384/67842/353258","BP","old ID vs old CD","Down"
"GO:0033750","ribosome localization",13,-0.284849197470827,-0.779814848854426,0.768518518518518,0.89959510852358,0.767049483490375,4555,"tags=54%, list=33%, signal=36%","97112/16418/231452/19069/19384/67842/353258","BP","old ID vs old CD","Down"
"GO:0060392","negative regulation of SMAD protein signal transduction",17,0.260471251699193,0.772030227076388,0.767337807606264,0.89959510852358,0.767049483490375,2694,"tags=29%, list=19%, signal=24%","16971/21814/52662/100952/214425","BP","old ID vs old CD","Up"
"GO:0032310","prostaglandin secretion",15,-0.270480052773289,-0.770536106331168,0.76808905380334,0.89959510852358,0.767049483490375,789,"tags=33%, list=6%, signal=31%","50790/26420/16176/21934/16846","BP","old ID vs old CD","Down"
"GO:0016558","protein import into peroxisome matrix",15,-0.270187396617791,-0.76970239555568,0.76808905380334,0.89959510852358,0.767049483490375,4249,"tags=53%, list=31%, signal=37%","74043/103737/72129/71382/22284/19302/56273/66887","BP","old ID vs old CD","Down"
"GO:1901525","negative regulation of mitophagy",10,-0.30063652244217,-0.756994365698571,0.76808905380334,0.89959510852358,0.767049483490375,1239,"tags=40%, list=9%, signal=36%","74374/269514/320717/68943","BP","old ID vs old CD","Down"
"GO:1903147","negative regulation of autophagy of mitochondrion",10,-0.30063652244217,-0.756994365698571,0.76808905380334,0.89959510852358,0.767049483490375,1239,"tags=40%, list=9%, signal=36%","74374/269514/320717/68943","BP","old ID vs old CD","Down"
"GO:0043534","blood vessel endothelial cell migration",125,0.187397861853449,0.870700069048378,0.76989247311828,0.900113601830533,0.767491582407458,3601,"tags=29%, list=26%, signal=21%","70945/18128/101540/14182/11501/20778/79221/11601/18803/17886/18709/14388/21814/72461/56233/17257/11350/20563/20683/12752/381290/23797/80837/12562/22339/15368/20401/16000/13731/109254/16542/105844/14181/21803/19016/13078","BP","old ID vs old CD","Up"
"GO:0070534","protein K63-linked ubiquitination",77,0.198337283570554,0.848069923972708,0.770240700218818,0.900113601830533,0.767491582407458,1437,"tags=13%, list=10%, signal=12%","672511/50883/671535/384309/209387/320311/66412/11920/27401/20128","BP","old ID vs old CD","Up"
"GO:0098926","postsynaptic signal transduction",45,-0.216254882059072,-0.827573922433971,0.770343580470163,0.900113601830533,0.767491582407458,3409,"tags=29%, list=25%, signal=22%","12569/11750/20866/11447/11443/12929/23936/231252/18795/14672/109305/16646/77531","BP","old ID vs old CD","Down"
"GO:0071472","cellular response to salt stress",16,0.260415337415408,0.767935387250212,0.770065075921909,0.900113601830533,0.767491582407458,56,"tags=6%, list=0%, signal=6%","98363","BP","old ID vs old CD","Up"
"GO:0070314","G1 to G0 transition",16,0.260158832976263,0.767178984659791,0.770065075921909,0.900113601830533,0.767491582407458,3592,"tags=31%, list=26%, signal=23%","11863/22059/268451/14056/18432","BP","old ID vs old CD","Up"
"GO:0071421","manganese ion transmembrane transport",11,-0.294658186393358,-0.765603364590439,0.770093457943925,0.900113601830533,0.767491582407458,3204,"tags=27%, list=23%, signal=21%","235574/213053/226781","BP","old ID vs old CD","Down"
"GO:0009200","deoxyribonucleoside triphosphate metabolic process",11,-0.292963906732501,-0.761201158003931,0.770093457943925,0.900113601830533,0.767491582407458,3124,"tags=45%, list=23%, signal=35%","14923/56248/214254/16434/382985","BP","old ID vs old CD","Down"
"GO:0046068","cGMP metabolic process",13,0.279927333016726,0.774801884548198,0.77056277056277,0.90018723338545,0.767554365147862,2598,"tags=31%, list=19%, signal=25%","11941/18160/234889/23984","BP","old ID vs old CD","Up"
"GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process",10,0.300925882667987,0.768979026754078,0.771058315334773,0.900583612885437,0.7678923424088,1402,"tags=20%, list=10%, signal=18%","69719/22245","BP","old ID vs old CD","Up"
"GO:0044458","motile cilium assembly",42,0.211711107988874,0.806936231199847,0.771300448430493,0.900683911011621,0.767977862689152,1447,"tags=14%, list=10%, signal=13%","67119/207686/67378/67946/380718/66573","BP","old ID vs old CD","Up"
"GO:0010562","positive regulation of phosphorus metabolic process",179,0.179959424111973,0.883246980854774,0.772300469483568,0.901223638890567,0.768438067493345,3077,"tags=26%, list=22%, signal=20%","18563/18439/12978/19699/11603/56644/268752/50490/83433/14118/76686/17886/12266/208659/18214/19013/14456/233571/19765/15559/11863/229841/18753/11539/13640/74205/19204/271639/13649/11517/17096/14360/58805/19228/18596/76089/70261/22339/13869/381293/13806/18799/279561/14056/21897/16000","BP","old ID vs old CD","Up"
"GO:0045937","positive regulation of phosphate metabolic process",179,0.179959424111973,0.883246980854774,0.772300469483568,0.901223638890567,0.768438067493345,3077,"tags=26%, list=22%, signal=20%","18563/18439/12978/19699/11603/56644/268752/50490/83433/14118/76686/17886/12266/208659/18214/19013/14456/233571/19765/15559/11863/229841/18753/11539/13640/74205/19204/271639/13649/11517/17096/14360/58805/19228/18596/76089/70261/22339/13869/381293/13806/18799/279561/14056/21897/16000","BP","old ID vs old CD","Up"
"GO:0007164","establishment of tissue polarity",30,-0.231829715351813,-0.806222589750372,0.772388059701492,0.901223638890567,0.768438067493345,3169,"tags=37%, list=23%, signal=28%","14368/22061/99683/380614/54612/53885/15378/18472/76260/105504/22418","BP","old ID vs old CD","Down"
"GO:0046326","positive regulation of D-glucose import",35,-0.219972893935275,-0.799981553856356,0.772151898734177,0.901223638890567,0.768438067493345,1020,"tags=11%, list=7%, signal=11%","384783/17258/56636/104215","BP","old ID vs old CD","Down"
"GO:0060674","placenta blood vessel development",32,-0.224608720775552,-0.799845540549717,0.772727272727273,0.901279954226513,0.768486085372656,3902,"tags=44%, list=28%, signal=31%","15205/217325/26395/20732/11819/15213/14367/18194/67836/22413/18815/56334/238328/16477","BP","old ID vs old CD","Down"
"GO:0032011","ARF protein signal transduction",19,0.248932799307676,0.76452052450507,0.773148148148148,0.901279954226513,0.768486085372656,3333,"tags=26%, list=24%, signal=20%","73728/26431/26921/72318/107338","BP","old ID vs old CD","Up"
"GO:0032012","regulation of ARF protein signal transduction",19,0.248932799307676,0.76452052450507,0.773148148148148,0.901279954226513,0.768486085372656,3333,"tags=26%, list=24%, signal=20%","73728/26431/26921/72318/107338","BP","old ID vs old CD","Up"
"GO:0031571","mitotic G1 DNA damage checkpoint signaling",15,0.262902425649505,0.763801192189689,0.773218142548596,0.901279954226513,0.768486085372656,2284,"tags=27%, list=17%, signal=22%","208768/104418/19090/22059","BP","old ID vs old CD","Up"
"GO:0019755","one-carbon compound transport",11,0.285197646154831,0.752984334968487,0.773019271948608,0.901279954226513,0.768486085372656,1506,"tags=18%, list=11%, signal=16%","108052/12351","BP","old ID vs old CD","Up"
"GO:0009157","deoxyribonucleoside monophosphate biosynthetic process",14,-0.273320895982769,-0.766105637053708,0.773654916512059,0.901606740553075,0.768764723262776,57,"tags=36%, list=0%, signal=36%","110074/13361/108037/18103/18102","BP","old ID vs old CD","Down"
"GO:0010977","negative regulation of neuron projection development",136,0.184274164465894,0.871999303076154,0.775109170305677,0.903118911995537,0.770054092572257,2509,"tags=24%, list=18%, signal=19%","19283/13643/12774/121021/103967/16971/16169/56216/18208/17136/17196/19347/19664/20562/21389/13132/14745/14964/14972/20563/213084/26921/27369/239667/171207/19246/244152/20346/14567/22240/76893/18053","BP","old ID vs old CD","Up"
"GO:0055062","phosphate ion homeostasis",12,0.281542092389014,0.767973229661427,0.775467775467775,0.903171601898617,0.770099019187086,537,"tags=17%, list=4%, signal=16%","19227/20750","BP","old ID vs old CD","Up"
"GO:0043116","negative regulation of vascular permeability",19,0.247700351140616,0.760735439045354,0.775462962962963,0.903171601898617,0.770099019187086,2652,"tags=32%, list=19%, signal=26%","54611/54409/11540/20563/19271/22339","BP","old ID vs old CD","Up"
"GO:0003205","cardiac chamber development",165,-0.176100099399895,-0.87230912139257,0.776041666666667,0.903457379216763,0.770342690303347,2026,"tags=17%, list=15%, signal=15%","14183/19662/27419/57342/59288/606496/18121/17246/21808/268902/12876/23796/22413/26357/20271/16911/13544/333654/20666/20348/112405/12166/22418/66513/18018/67451/230709/17260","BP","old ID vs old CD","Down"
"GO:0030166","proteoglycan biosynthetic process",56,0.203519880383268,0.817660728441129,0.776086956521739,0.903457379216763,0.770342690303347,3216,"tags=32%, list=23%, signal=25%","217119/93840/78923/231162/15476/53374/14042/235534/230815/212898/170441/56375/15478/66175/338362/74241/16000/17423","BP","old ID vs old CD","Up"
"GO:0021952","central nervous system projection neuron axonogenesis",25,0.235959567040655,0.79603617745426,0.776286353467561,0.903457379216763,0.770342690303347,2725,"tags=32%, list=20%, signal=26%","12552/110532/18080/20563/13845/244152/243743/11444","BP","old ID vs old CD","Up"
"GO:0044743","protein transmembrane import into intracellular organelle",16,-0.265915708407612,-0.768545943725179,0.77634011090573,0.903457379216763,0.770342690303347,4249,"tags=50%, list=31%, signal=35%","74043/103737/72129/71382/22284/19302/56273/66887","BP","old ID vs old CD","Down"
"GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",22,-0.245521801072807,-0.792254935259764,0.776769509981851,0.903774617588896,0.77061318702702,3937,"tags=36%, list=28%, signal=26%","229663/12193/11991/218693/18983/22695/56403/381305","BP","old ID vs old CD","Down"
"GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure",11,0.283924968175195,0.749624185980422,0.777301927194861,0.903846743665761,0.770674686105307,1369,"tags=27%, list=10%, signal=25%","70008/16527/17257","BP","old ID vs old CD","Up"
"GO:0030502","negative regulation of bone mineralization",11,0.283042321881203,0.747293806183624,0.777301927194861,0.903846743665761,0.770674686105307,2685,"tags=36%, list=19%, signal=29%","71458/19073/12768/13601","BP","old ID vs old CD","Up"
"GO:0071415","cellular response to purine-containing compound",11,0.282690247563959,0.746364252769688,0.777301927194861,0.903846743665761,0.770674686105307,3340,"tags=36%, list=24%, signal=28%","233571/20190/12373/12292","BP","old ID vs old CD","Up"
"GO:0006740","NADPH regeneration",25,-0.23547184358278,-0.789131752302271,0.778378378378378,0.904172001998712,0.770952021135174,885,"tags=12%, list=6%, signal=11%","18115/230163/66646","BP","old ID vs old CD","Down"
"GO:0007274","neuromuscular synaptic transmission",19,-0.253846314128226,-0.786097993223949,0.778947368421053,0.904172001998712,0.770952021135174,4190,"tags=47%, list=30%, signal=33%","237611/12286/228785/11443/19400/12484/13655/16561/19339","BP","old ID vs old CD","Down"
"GO:0009158","ribonucleoside monophosphate catabolic process",20,-0.249872574260674,-0.782771511468894,0.778378378378378,0.904172001998712,0.770952021135174,310,"tags=30%, list=2%, signal=29%","76974/50773/64705/99586/22262/103149","BP","old ID vs old CD","Down"
"GO:0003159","morphogenesis of an endothelium",19,-0.252586126342768,-0.782195509578927,0.778947368421053,0.904172001998712,0.770952021135174,3989,"tags=32%, list=29%, signal=22%","11684/12215/108655/12387/216527/15945","BP","old ID vs old CD","Down"
"GO:0061154","endothelial tube morphogenesis",19,-0.252586126342768,-0.782195509578927,0.778947368421053,0.904172001998712,0.770952021135174,3989,"tags=32%, list=29%, signal=22%","11684/12215/108655/12387/216527/15945","BP","old ID vs old CD","Down"
"GO:2000773","negative regulation of cellular senescence",23,0.232187076600475,0.766847485008164,0.778993435448578,0.904172001998712,0.770952021135174,4091,"tags=48%, list=30%, signal=34%","72739/11350/67141/19090/50721/23797/22608/14528/12571/19650/21750","BP","old ID vs old CD","Up"
"GO:0034349","glial cell apoptotic process",23,0.232096792735653,0.76654930323298,0.778993435448578,0.904172001998712,0.770952021135174,3111,"tags=35%, list=22%, signal=27%","83433/14456/18753/12367/22059/14573/16000/18858","BP","old ID vs old CD","Up"
"GO:0042104","positive regulation of activated T cell proliferation",17,0.257432867160295,0.763024531859705,0.778523489932886,0.904172001998712,0.770952021135174,3077,"tags=29%, list=22%, signal=23%","16453/12524/14082/27050/16000","BP","old ID vs old CD","Up"
"GO:0007000","nucleolus organization",20,0.236676254890595,0.752172592646788,0.778523489932886,0.904172001998712,0.770952021135174,2243,"tags=20%, list=16%, signal=17%","21408/20937/20017/20085","BP","old ID vs old CD","Up"
"GO:0007612","learning",134,-0.184286712004996,-0.875023653125646,0.780621572212066,0.904181372947672,0.770960011375996,1902,"tags=17%, list=14%, signal=15%","210274/22335/18821/18121/26889/14168/20510/228994/18795/12290/12038/22333/16653/13853/192653/22215/67979/22142/110893/14281/11606/20393/108012","BP","old ID vs old CD","Down"
"GO:0000724","double-strand break repair via homologous recombination",157,0.179520458575338,0.86885881247532,0.78110599078341,0.904181372947672,0.770960011375996,2336,"tags=19%, list=17%, signal=16%","71567/56045/108937/78656/225182/51869/19714/22376/75317/15201/11920/73247/18817/19365/27401/66634/59004/22632/11350/223970/67561/19090/21427/12545/17218/216853/19361/191578/50721/52864","BP","old ID vs old CD","Up"
"GO:0010563","negative regulation of phosphorus metabolic process",114,-0.187543672025973,-0.864453809935308,0.779661016949153,0.904181372947672,0.770960011375996,3374,"tags=26%, list=24%, signal=20%","66437/231103/19777/16413/66787/17928/15259/216805/15502/11812/545902/12398/23991/106504/14121/80280/67384/11789/228775/19052/26365/50523/13853/100037258/18519/56398/230163/208727/244923/69080","BP","old ID vs old CD","Down"
"GO:0045936","negative regulation of phosphate metabolic process",114,-0.187543672025973,-0.864453809935308,0.779661016949153,0.904181372947672,0.770960011375996,3374,"tags=26%, list=24%, signal=20%","66437/231103/19777/16413/66787/17928/15259/216805/15502/11812/545902/12398/23991/106504/14121/80280/67384/11789/228775/19052/26365/50523/13853/100037258/18519/56398/230163/208727/244923/69080","BP","old ID vs old CD","Down"
"GO:0007585","respiratory gaseous exchange by respiratory system",58,0.201699892846344,0.81866653271127,0.781115879828326,0.904181372947672,0.770960011375996,2791,"tags=28%, list=20%, signal=22%","17158/17984/30957/13614/320924/68339/12833/17257/11539/22289/52856/229658/16658/212139/13617/11774","BP","old ID vs old CD","Up"
"GO:0009112","nucleobase metabolic process",33,-0.22114573537624,-0.793554570929177,0.781981981981982,0.904181372947672,0.770960011375996,3174,"tags=36%, list=23%, signal=28%","26413/11486/11821/55936/76974/64705/99586/227231/22247/66588/22262/22139","BP","old ID vs old CD","Down"
"GO:0021895","cerebral cortex neuron differentiation",17,-0.260697124077673,-0.770262401782163,0.78018018018018,0.904181372947672,0.770960011375996,3902,"tags=41%, list=28%, signal=30%","15205/16874/19353/13046/320343/18472/170758","BP","old ID vs old CD","Down"
"GO:0032616","interleukin-13 production",12,0.280666024099188,0.765583544381218,0.781704781704782,0.904181372947672,0.770960011375996,1795,"tags=25%, list=13%, signal=22%","77125/16172/16364","BP","old ID vs old CD","Up"
"GO:0032656","regulation of interleukin-13 production",12,0.280666024099188,0.765583544381218,0.781704781704782,0.904181372947672,0.770960011375996,1795,"tags=25%, list=13%, signal=22%","77125/16172/16364","BP","old ID vs old CD","Up"
"GO:0098712","L-glutamate import across plasma membrane",12,0.280521912612069,0.765190445916776,0.781704781704782,0.904181372947672,0.770960011375996,895,"tags=17%, list=6%, signal=16%","18627/20512","BP","old ID vs old CD","Up"
