Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p	delabel
TS_Eye_radial glial cell	Adult	Sensory system	TS_Eye	radial glial cell	Glial cell	CL:0000125	Eye	UBERON:0000970	4.13895522544124e-126	4.11708882651482e-05	0.000738007380073801	5.5631854001259e-07	6.25467646641008	TS_Eye_radial glial cell
TS_Eye_limbal stem cell	Adult	Sensory system	TS_Eye	limbal stem cell	Stem cell	CL:0000034	Eye	UBERON:0000970	5.73721133456976e-118	4.11708882651482e-05	0.0014760147601476	1.07051533082547e-06	5.97040710880371	TS_Eye_limbal stem cell
TS_Eye_retinal blood vessel endothelial cell	Adult	Sensory system	TS_Eye	retinal blood vessel endothelial cell	Endothelial cell	CL:0000115	Eye	UBERON:0000970	5.62473856028794e-114	4.11708882651482e-05	0.0025830258302583	1.81388922615433e-06	5.74138923874167	TS_Eye_retinal blood vessel endothelial cell
TS_Muscle_pericyte cell	Adult	Muscular system	TS_Muscle	pericyte cell	Pericyte cell	CL:0000669	Muscle organ	UBERON:0001630	6.29762987863288e-111	4.11708882651482e-05	0.003690036900369	2.5370835176064e-06	5.59566523611347	TS_Muscle_pericyte cell
TS_Tongue_basal cell	Adult	Digestive system	TS_Tongue	basal cell	Basal cell	CL:0000646	Tongue	UBERON:0001723	3.2642471925036e-110	4.11708882651482e-05	0.0044280442804428	3.01126181323497e-06	5.52125148324509	TS_Tongue_basal cell
TS_Eye_corneal keratocyte	Adult	Sensory system	TS_Eye	corneal keratocyte	Fibroblast	CL:0000057	Eye	UBERON:0000970	5.62473856028794e-114	8.23417765302964e-05	0.0025830258302583	3.48035232977661e-06	5.45837678848664	NA
TS_Muscle_mesenchymal stem cell	Adult	Muscular system	TS_Muscle	mesenchymal stem cell	Mesenchymal stem cell	CL:0000134	Muscle organ	UBERON:0001630	2.190535213704e-99	4.11708882651482e-05	0.00516605166051661	3.48035232977661e-06	5.45837678848664	NA
TS_Bladder_smooth muscle cell	Adult	Urinary system	TS_Bladder	smooth muscle cell	Smooth muscle cell	CL:0000192	Bladder organ	UBERON:0018707	5.05704606835101e-94	4.11708882651482e-05	0.00590405904059041	3.94508732914911e-06	5.40394337872889	NA
TS_Skin_endothelial cell	Adult	Integumentary system	TS_Skin	endothelial cell	Endothelial cell	CL:0000115	Skin of body	UBERON:0002097	1.55286122998613e-88	4.11708882651482e-05	0.00738007380073801	4.86355828888119e-06	5.31304587481517	NA
TS_Eye_ocular surface cell	Adult	Sensory system	TS_Eye	ocular surface cell	Epithelial cell	CL:0000066	Eye	UBERON:0000970	1.94318572677244e-83	4.11708882651482e-05	0.00885608856088561	5.76979313093862e-06	5.23883975767657	NA
TS_Bladder_capillary endothelial cell	Adult	Urinary system	TS_Bladder	capillary endothelial cell	Capillary endothelial cell	CL:0002144	Bladder organ	UBERON:0018707	1.37841394879814e-82	4.11708882651482e-05	0.0103321033210332	6.6658524148222e-06	5.17614430605771	NA
TS_Prostate_basal cell of prostate epithelium	Adult	Reproductive system	TS_Prostate	basal cell of prostate epithelium	Basal cell	CL:0000646	Prostate gland	UBERON:0002367	6.68342903493669e-82	4.11708882651482e-05	0.011070110701107	7.11054010504863e-06	5.1480974097156	NA
TS_Lung_type ii pneumocyte	Adult	Respiratory system	TS_Lung	type ii pneumocyte	Pneumocyte	CL:0000322	Lung	UBERON:0002048	1.01286880904156e-76	4.11708882651482e-05	0.0132841328413284	8.43293290242464e-06	5.07402135517185	NA
TS_Eye_endothelial cell	Adult	Sensory system	TS_Eye	endothelial cell	Endothelial cell	CL:0000115	Eye	UBERON:0000970	5.62210374811564e-76	4.11708882651482e-05	0.0140221402214022	8.87021595341597e-06	5.05206580674829	NA
TS_Muscle_skeletal muscle satellite stem cell	Adult	Muscular system	TS_Muscle	skeletal muscle satellite stem cell	Skeletal muscle satellite cell	CL:0000594	Muscle organ	UBERON:0001630	1.4444684109763e-75	4.11708882651482e-05	0.014760147601476	9.30589908521018e-06	5.03124166134219	NA
TS_Fat_mesenchymal stem cell	Adult	Integumentary system	TS_Fat	mesenchymal stem cell	Mesenchymal stem cell	CL:0000134	Perirenal fat	UBERON:0005406	2.84127339839127e-70	4.11708882651482e-05	0.0169741697416974	1.06041124822154e-05	4.97452567417297	NA
TS_Blood_nk cell	Adult	Lymphatic system	TS_Blood	nk cell	Natural killer cell	CL:0000623	Blood	UBERON:0000178	3.39975821613075e-69	4.11708882651482e-05	0.0191881918819188	1.18904023789224e-05	4.9248034483259	NA
TS_Uterus_endothelial cell	Adult	Reproductive system	TS_Uterus	endothelial cell	Endothelial cell	CL:0000115	Uterus	UBERON:0000995	4.1048529608995e-67	4.11708882651482e-05	0.0214022140221402	1.31661511287851e-05	4.8805411641292	NA
TS_Blood_cd8-positive, alpha-beta cytokine secreting effector t cell	Adult	Lymphatic system	TS_Blood	cd8-positive, alpha-beta cytokine secreting effector t cell	T cell	CL:0000084	Blood	UBERON:0000178	4.94704111661978e-67	4.11708882651482e-05	0.022140221402214	1.35892539712135e-05	4.86680438470081	NA
TS_Spleen_endothelial cell	Adult	Lymphatic system	TS_Spleen	endothelial cell	Endothelial cell	CL:0000115	Spleen	UBERON:0002106	3.15174403558563e-85	0.000123512664795445	0.00811808118081181	1.48526132005555e-05	4.82819712892338	NA
TS_Salivary_Gland_fibroblast	Adult	Digestive system	TS_Salivary_Gland	fibroblast	Fibroblast	CL:0000057	Saliva-secreting gland	UBERON:0001044	2.28530879442008e-83	0.000123512664795445	0.00959409594095941	1.73551305145958e-05	4.76057211598533	NA
TS_Blood_type i nk t cell	Adult	Lymphatic system	TS_Blood	type i nk t cell	T cell	CL:0000084	Blood	UBERON:0000178	2.2847490120871e-64	4.11708882651482e-05	0.029520295202952	1.7769363185316e-05	4.75032813606971	NA
TS_Prostate_club cell of prostate epithelium	Adult	Reproductive system	TS_Prostate	club cell of prostate epithelium	Club cell	CL:0000158	Prostate gland	UBERON:0002367	6.43166002276633e-64	4.11708882651482e-05	0.0302583025830258	1.81828361663916e-05	4.74033837439537	NA
TS_Bladder_pericyte cell	Adult	Urinary system	TS_Bladder	pericyte cell	Pericyte cell	CL:0000669	Bladder organ	UBERON:0018707	9.45463287984843e-72	8.23417765302964e-05	0.0154981549815498	1.85955679905536e-05	4.73059055183602	NA
TS_Vasculature_pericyte cell	Adult	Cardiovascular system	TS_Vasculature	pericyte cell	Pericyte cell	CL:0000669	Vasculature	UBERON:0002049	4.55691945771307e-63	4.11708882651482e-05	0.0317343173431734	1.90075763077946e-05	4.72107325731957	NA
TS_Blood_classical monocyte	Adult	Lymphatic system	TS_Blood	classical monocyte	Monocyte	CL:0000576	Blood	UBERON:0000178	7.1005848713082e-90	0.000205854441325741	0.00664206642066421	1.98294889717232e-05	4.70268847790869	NA
TS_Eye_melanocyte	Adult	Sensory system	TS_Eye	melanocyte	Melanocyte	CL:0000148	Eye	UBERON:0000970	1.99645633893465e-62	4.11708882651482e-05	0.0339483394833948	2.02394247315052e-05	4.69380183568023	NA
TS_Prostate_smooth muscle cell	Adult	Reproductive system	TS_Prostate	smooth muscle cell	Smooth muscle cell	CL:0000192	Prostate gland	UBERON:0002367	2.4148054526601e-69	8.23417765302964e-05	0.018450184501845	2.18726996193963e-05	4.66009761122615	NA
TS_Lung_bronchial vessel endothelial cell	Adult	Respiratory system	TS_Lung	bronchial vessel endothelial cell	Endothelial cell	CL:0000115	Lung	UBERON:0002048	1.82904334257018e-61	4.11708882651482e-05	0.0376383763837638	2.22794673537807e-05	4.65209519626667	NA
TS_Uterus_fibroblast	Adult	Reproductive system	TS_Uterus	fibroblast	Fibroblast	CL:0000057	Uterus	UBERON:0000995	3.319388506545e-68	8.23417765302964e-05	0.0206642066420664	2.43045917007745e-05	4.61431167035533	NA
TS_Pancreas_fibroblast	Adult	Digestive system	TS_Pancreas	fibroblast	Fibroblast	CL:0000057	Pancreas	UBERON:0001264	4.65013165001854e-57	4.11708882651482e-05	0.0450184501845018	2.6316133494575e-05	4.57977791921169	NA
TS_Eye_adipocyte	Adult	Sensory system	TS_Eye	adipocyte	Epicardial adipocyte	CL:1000309	Eye	UBERON:0000970	8.27603822834654e-57	4.11708882651482e-05	0.0457564575645756	2.67169133969514e-05	4.57321371730811	NA
TS_Muscle_fast muscle cell	Adult	Muscular system	TS_Muscle	fast muscle cell	Cell of skeletal muscle	CL:0000188	Muscle organ	UBERON:0001630	2.02968791687071e-56	4.11708882651482e-05	0.0464944649446494	2.71172032068057e-05	4.56675510442467	NA
TS_Bladder_myofibroblast cell	Adult	Urinary system	TS_Bladder	myofibroblast cell	Myofibroblast cell	CL:0000186	Bladder organ	UBERON:0018707	1.20374193688256e-70	0.000123512664795445	0.0162361623616236	2.83152086757443e-05	4.54798023338796	NA
TS_Bladder_fibroblast	Adult	Urinary system	TS_Bladder	fibroblast	Fibroblast	CL:0000057	Bladder organ	UBERON:0018707	1.59428150462988e-78	0.000164683553060593	0.0125461254612546	2.91115648854978e-05	4.53593444853337	NA
TS_Thymus_vascular associated smooth muscle cell	Adult	Lymphatic system	TS_Thymus	vascular associated smooth muscle cell	Smooth muscle cell	CL:0000192	Thymus	UBERON:0002370	3.56919178798413e-70	0.000123512664795445	0.0177121771217712	3.06989656631007e-05	4.51287625691289	NA
TS_Spleen_type i nk t cell	Adult	Lymphatic system	TS_Spleen	type i nk t cell	Natural killer cell	CL:0000623	Spleen	UBERON:0002106	3.18108177874256e-54	4.11708882651482e-05	0.0542435424354244	3.12924793250957e-05	4.50456002603404	NA
TS_Small_Intestine_intestinal tuft cell	Adult	Digestive system	TS_Small_Intestine	intestinal tuft cell	Intestinal tuft cell	CL:0019032	Small intestine	UBERON:0002108	4.88256831028116e-53	4.11708882651482e-05	0.0575645756457565	3.30675128081825e-05	4.48059846956479	NA
TS_Mammary_pericyte cell	Adult	Endocrine system	TS_Mammary	pericyte cell	Pericyte cell	CL:0000669	Mammary gland	UBERON:0001911	4.99929292167488e-52	4.11708882651482e-05	0.0590405904059041	3.38538564003121e-05	4.470391852297	NA
TS_Blood_alpha-beta t cell	Adult	Lymphatic system	TS_Blood	alpha-beta t cell	T cell	CL:0000084	Blood	UBERON:0000178	2.84481266832428e-50	4.11708882651482e-05	0.0612546125461255	3.5030534605851e-05	4.45555323480336	NA
TS_Spleen_macrophage	Adult	Lymphatic system	TS_Spleen	macrophage	Macrophage	CL:0000235	Spleen	UBERON:0002106	2.11156310910403e-63	8.23417765302964e-05	0.0309963099630996	3.5422022512388e-05	4.45072664526641	NA
TS_Muscle_slow muscle cell	Adult	Muscular system	TS_Muscle	slow muscle cell	Cell of skeletal muscle	CL:0000188	Muscle organ	UBERON:0001630	8.74099246835213e-47	4.11708882651482e-05	0.0649446494464945	3.69843989266316e-05	4.43198143509289	NA
TS_Thymus_fibroblast	Adult	Lymphatic system	TS_Thymus	fibroblast	Fibroblast	CL:0000057	Thymus	UBERON:0002370	8.75493775981499e-80	0.000247025329590889	0.0118081180811808	4.00928131545353e-05	4.39693346994982	NA
TS_Salivary_Gland_pericyte cell	Adult	Digestive system	TS_Salivary_Gland	pericyte cell	Pericyte cell	CL:0000669	Saliva-secreting gland	UBERON:0001044	2.32850595310215e-65	0.000123512664795445	0.0247232472324723	4.1832278207643e-05	4.37848848287178	NA
TS_Bone_Marrow_myeloid progenitor	Adult	Lymphatic system	TS_Bone_Marrow	myeloid progenitor	Myeloid cell	CL:0000763	Bone marrow	UBERON:0002371	2.41461694711585e-61	8.23417765302964e-05	0.0383763837638376	4.31809475928135e-05	4.36470783143638	NA
TS_Bone_Marrow_cd24 neutrophil	Adult	Lymphatic system	TS_Bone_Marrow	cd24 neutrophil	Neutrophil	CL:0000775	Bone marrow	UBERON:0002371	8.78891481642489e-69	0.000164683553060593	0.0199261992619926	4.47179077305293e-05	4.34951852449423	NA
TS_Large_Intestine_monocyte	Adult	Digestive system	TS_Large_Intestine	monocyte	Monocyte	CL:0000576	Large intestine	UBERON:0000059	2.86348985030726e-65	0.000123512664795445	0.0265682656826568	4.47179077305293e-05	4.34951852449423	NA
TS_Muscle_smooth muscle cell	Adult	Muscular system	TS_Muscle	smooth muscle cell	Smooth muscle cell	CL:0000192	Muscle organ	UBERON:0001630	4.67078489350541e-40	4.11708882651482e-05	0.0811808118081181	4.54846890611815e-05	4.3421347698325	NA
TS_Vasculature_vein or capillary endothelial cell	Adult	Cardiovascular system	TS_Vasculature	vein or capillary endothelial cell	Capillary endothelial cell	CL:0002144	Vasculature	UBERON:0002049	1.15469450567122e-64	0.000123512664795445	0.0280442804428044	4.70149566094147e-05	4.3277639603701	NA
TS_Prostate_hillock cell of prostate epithelium	Adult	Reproductive system	TS_Prostate	hillock cell of prostate epithelium	Epithelial cell	CL:0000066	Prostate gland	UBERON:0002367	1.91981278465867e-37	4.11708882651482e-05	0.0907749077490775	5.04426828273896e-05	4.29720182324594	NA
TS_Pancreas_pancreatic ductal cell	Adult	Digestive system	TS_Pancreas	pancreatic ductal cell	Pancreatic ductal cell	CL:0002079	Pancreas	UBERON:0001264	2.07972064355968e-66	0.000164683553060593	0.0236162361623616	5.23382294556063e-05	4.28118097314945	NA
TS_Salivary_Gland_duct epithelial cell	Adult	Digestive system	TS_Salivary_Gland	duct epithelial cell	Epithelial cell	CL:0000066	Saliva-secreting gland	UBERON:0001044	2.32850595310215e-65	0.000164683553060593	0.0247232472324723	5.46050698765344e-05	4.26276703280471	NA
TS_Uterus_endothelial cell of lymphatic vessel	Adult	Reproductive system	TS_Uterus	endothelial cell of lymphatic vessel	Endothelial cell	CL:0000115	Uterus	UBERON:0000995	4.4629148370037e-55	8.23417765302964e-05	0.0494464944649447	5.46050698765344e-05	4.26276703280471	NA
TS_Pancreas_pancreatic acinar cell	Adult	Digestive system	TS_Pancreas	pancreatic acinar cell	Acinar cell	CL:0000622	Pancreas	UBERON:0001264	2.93376455901233e-34	4.11708882651482e-05	0.101845018450184	5.61117380747378e-05	4.25094627871096	NA
TS_Salivary_Gland_endothelial cell	Adult	Digestive system	TS_Salivary_Gland	endothelial cell	Endothelial cell	CL:0000115	Saliva-secreting gland	UBERON:0001044	3.50354528347966e-62	0.000123512664795445	0.0357933579335793	5.89273226649922e-05	4.22968329042079	NA
TS_Eye_fibroblast	Adult	Sensory system	TS_Eye	fibroblast	Fibroblast	CL:0000057	Eye	UBERON:0000970	2.39554811681653e-53	8.23417765302964e-05	0.0568265682656827	6.21041435991954e-05	4.20687942265383	NA
TS_Spleen_innate lymphoid cell	Adult	Lymphatic system	TS_Spleen	innate lymphoid cell	Innate lymphoid cell	CL:0001065	Spleen	UBERON:0002106	1.74233675027317e-28	4.11708882651482e-05	0.129520295202952	7.00776463350428e-05	4.15442049303959	NA
TS_Eye_eye photoreceptor cell	Adult	Sensory system	TS_Eye	eye photoreceptor cell	Photoreceptor cell	CL:0000210	Eye	UBERON:0000970	3.10892711597712e-46	8.23417765302964e-05	0.0664206642066421	7.17360410202872e-05	4.14426259490966	NA
TS_Prostate_endothelial cell	Adult	Reproductive system	TS_Prostate	endothelial cell	Endothelial cell	CL:0000115	Prostate gland	UBERON:0002367	3.88095106345446e-57	0.000123512664795445	0.044280442804428	7.17360410202872e-05	4.14426259490966	NA
TS_Prostate_luminal cell of prostate epithelium	Adult	Reproductive system	TS_Prostate	luminal cell of prostate epithelium	Luminal cell of prostate epithelium	CL:0002340	Prostate gland	UBERON:0002367	5.38624607165429e-45	8.23417765302964e-05	0.0686346863468635	7.39419306382549e-05	4.1311092141011	NA
TS_Spleen_nk cell	Adult	Lymphatic system	TS_Spleen	nk cell	Natural killer cell	CL:0000623	Spleen	UBERON:0002106	2.36124360258907e-62	0.000164683553060593	0.0346863468634686	7.46759107730366e-05	4.12681947188698	NA
TS_Vasculature_smooth muscle cell	Adult	Cardiovascular system	TS_Vasculature	smooth muscle cell	Smooth muscle cell	CL:0000192	Vasculature	UBERON:0002049	2.42954000441486e-56	0.000123512664795445	0.0472324723247232	7.61419383804585e-05	4.1183760713459	NA
TS_Salivary_Gland_endothelial cell of lymphatic vessel	Adult	Digestive system	TS_Salivary_Gland	endothelial cell of lymphatic vessel	Endothelial cell	CL:0000115	Saliva-secreting gland	UBERON:0001044	3.50354528347966e-62	0.000164683553060593	0.0357933579335793	7.68739993219913e-05	4.11422052444275	NA
TS_Small_Intestine_monocyte	Adult	Digestive system	TS_Small_Intestine	monocyte	Monocyte	CL:0000576	Small intestine	UBERON:0002108	5.1384088517536e-55	0.000123512664795445	0.0509225092250922	8.16174039808271e-05	4.0882172230243	NA
TS_Lymph_Node_hematopoietic stem cell	Adult	Lymphatic system	TS_Lymph_Node	hematopoietic stem cell	Hematopoietic stem cell	CL:0000037	Lymph node	UBERON:0000029	2.76011261919713e-42	8.23417765302964e-05	0.077859778597786	8.30718474207348e-05	4.08054613122599	NA
TS_Salivary_Gland_basal cell	Adult	Digestive system	TS_Salivary_Gland	basal cell	Basal cell	CL:0000646	Saliva-secreting gland	UBERON:0001044	3.88404486075644e-61	0.000164683553060593	0.0391143911439114	8.34350965519537e-05	4.07865122714868	NA
TS_Large_Intestine_fibroblast	Adult	Digestive system	TS_Large_Intestine	fibroblast	Fibroblast	CL:0000057	Large intestine	UBERON:0000059	7.02647130474748e-67	0.000288196217856037	0.0228782287822878	8.5249205722393e-05	4.0693096586931	NA
TS_Spleen_cd8-positive, alpha-beta memory t cell	Adult	Lymphatic system	TS_Spleen	cd8-positive, alpha-beta memory t cell	T cell	CL:0000084	Spleen	UBERON:0002106	3.18108177874256e-54	0.000123512664795445	0.0542435424354244	8.65169943928823e-05	4.06289857639498	NA
TS_Tongue_endothelial cell of artery	Adult	Digestive system	TS_Tongue	endothelial cell of artery	Endothelial cell	CL:0000115	Tongue	UBERON:0001723	9.8299372319123e-52	0.000123512664795445	0.0597785977859779	9.46278589549765e-05	4.02398098612211	NA
FetalMaleGonad_Immature sertoli cell (Pre-Sertoli cell)	Fetal	Reproductive system	FetalMaleGonad	Immature sertoli cell (Pre-Sertoli cell)	Sertoli cell	CL:0000216	Immature gonad	UBERON:2005272	9.6038177706501e-15	4.11708882651482e-05	0.182287822878229	9.6062986640999e-05	4.01744391507847	NA
TS_Mammary_vascular associated smooth muscle cell	Adult	Endocrine system	TS_Mammary	vascular associated smooth muscle cell	Smooth muscle cell	CL:0000192	Mammary gland	UBERON:0001911	6.19418388966968e-37	8.23417765302964e-05	0.0929889298892989	9.78541320142412e-05	4.00942083098609	NA
TS_Liver_endothelial cell of hepatic sinusoid	Adult	Digestive system	TS_Liver	endothelial cell of hepatic sinusoid	Endothelial cell	CL:0000115	Liver	UBERON:0002107	1.29748562847749e-46	0.000123512664795445	0.0656826568265683	0.000103209713367192	3.98627942806481	NA
TS_Lymph_Node_stromal cell	Adult	Lymphatic system	TS_Lymph_Node	stromal cell	Stromal cell	CL:0000499	Lymph node	UBERON:0000029	1.32580794263219e-59	0.000205854441325741	0.0398523985239852	0.000104277709620071	3.98180851634422	NA
TS_Mammary_fibroblast of breast	Adult	Endocrine system	TS_Mammary	fibroblast of breast	Fibroblast	CL:0000057	Mammary gland	UBERON:0001911	1.6833564237281e-54	0.000164683553060593	0.0523985239852399	0.000109248477501933	3.96158460668813	NA
TS_Lymph_Node_nk cell	Adult	Lymphatic system	TS_Lymph_Node	nk cell	Natural killer cell	CL:0000623	Lymph node	UBERON:0000029	2.30505906263993e-31	8.23417765302964e-05	0.113653136531365	0.000117721537812754	3.9291440732864	NA
TS_Small_Intestine_small intestine goblet cell	Adult	Digestive system	TS_Small_Intestine	small intestine goblet cell	Goblet cell	CL:0000160	Small intestine	UBERON:0002108	6.32098934008605e-41	0.000123512664795445	0.0797047970479705	0.000123338377519322	3.90890176889042	NA
TS_Fat_fibroblast	Adult	Integumentary system	TS_Fat	fibroblast	Fibroblast	CL:0000057	Perirenal fat	UBERON:0005406	7.53071809545036e-65	0.000370537994386334	0.0273062730627306	0.000126487220421412	3.89795335101645	NA
TS_Thymus_naive regulatory t cell	Adult	Lymphatic system	TS_Thymus	naive regulatory t cell	T cell	CL:0000084	Thymus	UBERON:0002370	1.22653566251059e-62	0.000329367106121185	0.0328413284132841	0.000134501136381249	3.87127404635287	NA
TS_Thymus_fast muscle cell	Adult	Lymphatic system	TS_Thymus	fast muscle cell	Cell of skeletal muscle	CL:0000188	Thymus	UBERON:0002370	7.98250579894023e-28	8.23417765302964e-05	0.13210332103321	0.000135195821523992	3.86903673085826	NA
TS_Thymus_cd8-positive, alpha-beta cytotoxic t cell	Adult	Lymphatic system	TS_Thymus	cd8-positive, alpha-beta cytotoxic t cell	T cell	CL:0000084	Thymus	UBERON:0002370	1.22653566251059e-62	0.000370537994386334	0.0328413284132841	0.000149880481383646	3.82425492071618	NA
TS_Lymph_Node_macrophage	Adult	Lymphatic system	TS_Lymph_Node	macrophage	Macrophage	CL:0000235	Lymph node	UBERON:0000029	4.79294489518161e-55	0.000247025329590889	0.0501845018450185	0.000152457228284608	3.81685198009034	NA
TS_Small_Intestine_fibroblast	Adult	Digestive system	TS_Small_Intestine	fibroblast	Fibroblast	CL:0000057	Small intestine	UBERON:0002108	1.57343155763212e-57	0.000288196217856037	0.0435424354243542	0.00015417272745788	3.81199244445688	NA
TS_Blood_cd4-positive, alpha-beta memory t cell	Adult	Lymphatic system	TS_Blood	cd4-positive, alpha-beta memory t cell	T cell	CL:0000084	Blood	UBERON:0000178	2.23824188561465e-48	0.000205854441325741	0.0634686346863469	0.000159991797291426	3.79590228285901	NA
TS_Fat_myofibroblast cell	Adult	Integumentary system	TS_Fat	myofibroblast cell	Myofibroblast cell	CL:0000186	Perirenal fat	UBERON:0005406	4.69921609854506e-40	0.000164683553060593	0.0819188191881919	0.000164768599812515	3.7831255488736	NA
TS_Lung_vascular associated smooth muscle cell	Adult	Respiratory system	TS_Lung	vascular associated smooth muscle cell	Smooth muscle cell	CL:0000192	Lung	UBERON:0002048	4.93350833827484e-32	0.000123512664795445	0.111439114391144	0.000167832291075753	3.77512447683969	NA
TS_Fat_endothelial cell	Adult	Integumentary system	TS_Fat	endothelial cell	Endothelial cell	CL:0000115	Perirenal fat	UBERON:0005406	4.84118906255382e-56	0.000288196217856037	0.0487084870848708	0.000170890549005875	3.76728195499778	NA
TS_Thymus_capillary endothelial cell	Adult	Lymphatic system	TS_Thymus	capillary endothelial cell	Capillary endothelial cell	CL:0002144	Thymus	UBERON:0002370	4.08094859567031e-39	0.000164683553060593	0.0878228782287823	0.000175637287573638	3.75538327847324	NA
TS_Blood_naive thymus-derived cd4-positive, alpha-beta t cell	Adult	Lymphatic system	TS_Blood	naive thymus-derived cd4-positive, alpha-beta t cell	T cell	CL:0000084	Blood	UBERON:0000178	3.16062344111819e-37	0.000164683553060593	0.0915129151291513	0.000182396725727618	3.73898296212159	NA
TS_Tongue_vein endothelial cell	Adult	Digestive system	TS_Tongue	vein endothelial cell	Endothelial cell	CL:0000115	Tongue	UBERON:0001723	7.14998143886049e-43	0.000205854441325741	0.0760147601476015	0.000188795474418746	3.72400842030555	NA
FetalMaleGonad_Fetal mesenchymal progenitor	Fetal	Reproductive system	FetalMaleGonad	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Immature gonad	UBERON:2005272	7.5649533906549e-12	8.23417765302964e-05	0.193357933579336	0.000191818977376634	3.71710842864479	NA
TS_Muscle_tendon cell	Adult	Muscular system	TS_Muscle	tendon cell	Cell of skeletal muscle	CL:0000188	Muscle organ	UBERON:0001630	1.71606774621396e-40	0.000205854441325741	0.0804428044280443	0.000198855687984945	3.70146198212258	NA
TS_Lung_pericyte cell	Adult	Respiratory system	TS_Lung	pericyte cell	Pericyte cell	CL:0000669	Lung	UBERON:0002048	4.57756828278273e-27	0.000123512664795445	0.135055350553506	0.000200193196672749	3.69855068558641	NA
TS_Tongue_capillary endothelial cell	Adult	Digestive system	TS_Tongue	capillary endothelial cell	Capillary endothelial cell	CL:0002144	Tongue	UBERON:0001723	4.67932005340622e-46	0.000247025329590889	0.0675276752767528	0.000200193196672749	3.69855068558641	NA
TS_Vasculature_artery endothelial cell	Adult	Cardiovascular system	TS_Vasculature	artery endothelial cell	Endothelial cell	CL:0000115	Vasculature	UBERON:0002049	7.93781920160237e-40	0.000205854441325741	0.0848708487084871	0.000208865700075722	3.68013287400202	NA
TS_Pancreas_endothelial cell	Adult	Digestive system	TS_Pancreas	endothelial cell	Endothelial cell	CL:0000115	Pancreas	UBERON:0001264	2.42741596571155e-65	0.000699905100507519	0.025830258302583	0.000215512457555689	3.66652762067113	NA
TS_Small_Intestine_gut endothelial cell	Adult	Digestive system	TS_Small_Intestine	gut endothelial cell	Endothelial cell	CL:0000115	Small intestine	UBERON:0002108	3.74751984414024e-43	0.000247025329590889	0.0752767527675277	0.000221146111430093	3.65532069273707	NA
TS_Lung_bronchial smooth muscle cell	Adult	Respiratory system	TS_Lung	bronchial smooth muscle cell	Smooth muscle cell	CL:0000192	Lung	UBERON:0002048	1.83011776137737e-21	0.000123512664795445	0.15719557195572	0.000230064342003455	3.63815068802921	NA
TS_Kidney_endothelial cell	Adult	Urinary system	TS_Kidney	endothelial cell	Endothelial cell	CL:0000115	Kidney	UBERON:0002113	5.13294211550381e-30	0.000164683553060593	0.118081180811808	0.000230393971915377	3.63752888808796	NA
AdultIleum_Enterocyte progenitor	Adult	Digestive system	AdultIleum	Enterocyte progenitor	Enterocyte	CL:0000584	Ileum	UBERON:0002116	1.14068962000145e-05	8.23417765302964e-05	0.242066420664207	0.000235661643636309	3.62771109763117	NA
TS_Mammary_vein endothelial cell	Adult	Endocrine system	TS_Mammary	vein endothelial cell	Endothelial cell	CL:0000115	Mammary gland	UBERON:0001911	4.39243028277258e-50	0.000329367106121185	0.0619926199261993	0.000240917456846956	3.61813172994095	NA
TS_Lymph_Node_endothelial cell	Adult	Lymphatic system	TS_Lymph_Node	endothelial cell	Endothelial cell	CL:0000115	Lymph node	UBERON:0000029	1.46815579024359e-53	0.000370537994386334	0.0560885608856089	0.000244851704991111	3.61109686748545	NA
TS_Lymph_Node_cd8-positive alpha-beta t cell	Adult	Lymphatic system	TS_Lymph_Node	cd8-positive alpha-beta t cell	T cell	CL:0000084	Lymph node	UBERON:0000029	4.35824570031018e-44	0.000288196217856037	0.0730627306273063	0.000247798186938764	3.60590187554418	NA
TS_Mammary_endothelial cell of lymphatic vessel	Adult	Endocrine system	TS_Mammary	endothelial cell of lymphatic vessel	Endothelial cell	CL:0000115	Mammary gland	UBERON:0001911	1.69271964124487e-28	0.000164683553060593	0.128413284132841	0.000248779556087264	3.60418531145425	NA
TS_Thymus_vein endothelial cell	Adult	Lymphatic system	TS_Thymus	vein endothelial cell	Endothelial cell	CL:0000115	Thymus	UBERON:0002370	1.72736989426789e-58	0.000535221547446926	0.040590405904059	0.000254985838920141	3.59348393819199	NA
VentoTormo_2018_decidua_decidual natural killer cell (dNK1)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	decidual natural killer cell (dNK1)	Natural killer cell	CL:0000623	Decidua	UBERON:0002450	7.57157083280335e-15	0.000123512664795445	0.181549815498155	0.000262478217456952	3.5809067319943	NA
TS_Thymus_endothelial cell of artery	Adult	Lymphatic system	TS_Thymus	endothelial cell of artery	Endothelial cell	CL:0000115	Thymus	UBERON:0002370	5.59468718790536e-58	0.000535221547446926	0.0420664206642066	0.000263453863802221	3.57929542770164	NA
