correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Liver,N-Palmitoyl tyrosine,GIP,12,12,12,0,,,,8,4,3,4,0.6572848994451683,0.02020028678420555,0.7795363683109683,TRUE,TRUE,-1.073608649211171,-0.44889601269907653,-1.0632117527709315,-1.169512315049918,784422.206349647,31242676.6394712,33.18,1104.9
pearson,Liver,acetyltaurine,GIP,12,12,12,0,,,,8,4,3,4,0.6567159284615938,0.020346388678721388,0.7816147382241978,TRUE,TRUE,-1.8741229141052527,-0.44889601269907653,-2.692169882757371,-1.169512315049918,468326.895339585,1491033.52019646,33.18,1104.9
pearson,Liver,PC(18:1(9Z)/15:0),GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.6555678720992354,0.020643536255832824,0.7830547388068597,TRUE,TRUE,1.7666887592317608,0.7707687524700032,1.6098792794563663,1.277845624706336,61135.1405511162,7026831.57352176,52.35,354.34
pearson,Liver,1-O-{[1-Methyl-5-(4-methylbenzoyl)-1H-pyrrol-2-yl]acetyl}-β-D-glucopyranuronic acid,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.6532314081620829,0.021258037755907577,0.7876744772888639,TRUE,TRUE,2.142110047427555,0.7707687524700032,2.7568607847379183,1.277845624706336,13260.0867447552,107602.464573013,52.35,354.34
pearson,Muscle,L-Proline,Glucagon,13,13,13,0,,,,8,5,3,5,0.6275380715226034,0.021670173952927908,0.7876744772888639,TRUE,FALSE,1.3420760464483936,0.8177262978081293,0.191949258107158,0.2722258385029136,34775073.2475349,77906620.034079,88.58,661.43
pearson,Liver,Glycerophosphoinositol,Insulin,13,13,13,0,,,,8,5,3,5,-0.6274214225008036,0.021701917490353013,0.7876744772888639,TRUE,TRUE,1.795553573897042,-0.7833395778180952,1.419324521851891,-0.015669237473629045,1718711.12456765,7346079.35826607,155.89,2555.98
pearson,Liver,L-Glutathione (reduced),Insulin,13,13,13,0,,,,8,5,3,5,0.6270947529480436,0.02179099730459604,0.7876744772888639,TRUE,FALSE,-1.310210341433292,-0.7833395778180952,-0.4097012742867693,-0.015669237473629045,1716988.89782124,4862043.90875474,155.89,2555.98
pearson,Liver,"1-(4,5-dihydro-1H-imidazol-2-yl)-3,5-dimethyl-1H-pyrazole hydrobromide",Insulin,12,12,13,1,2M26,2M26,,8,4,3,4,0.6503029904737831,0.022046925237262715,0.7876744772888639,TRUE,FALSE,-1.1638653139500799,-0.5729614552088214,-0.3768663536531626,0.18925405644351287,900772.510256069,28534251.6955886,155.89,2555.98
pearson,Liver,4-Hydroxyproline,Resistin,12,12,13,1,4M2,4M2,,7,5,3,5,0.650169232457868,0.022083459860866253,0.7876744772888639,TRUE,FALSE,1.0248268258317803,0.4514552437965252,0.6732661636272805,-0.5344974084591988,599582.8161262,1178653.81371065,10804.59,50393.88
pearson,Liver,2-Hydroxydecanedioic acid,Insulin,13,13,13,0,,,,8,5,3,5,0.6258477504331048,0.022133540420623488,0.7876744772888639,TRUE,FALSE,-1.8728012566334844,-0.7833395778180952,-0.23839011983087147,-0.015669237473629045,139391.096076031,422948.062095877,155.89,2555.98
