correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Liver,pg (39:7),Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.9464272348936255,3.377203752179575e-5,0.4151731042603,N/A,FALSE,N/A,N/A,0.8343989043366139,0.8291244991681774,45277.500016084,161413.189064855,221.83,3123.58
pearson,Muscle,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.9430843211431991,4.2848003742412034e-5,0.4151731042603,TRUE,TRUE,-2.48316702475957,1.714760623087141,-1.5315376804490346,1.5651901757184394,641660.882855275,2418976.32230467,72.52,114.78
pearson,Muscle,azolimine,Leptin,9,9,13,4,2M16;2M17;2M26;2M33,2M26,2M16;2M17;2M33,6,3,1,3,0.951413152233701,7.937013680373523e-5,0.4151731042603,N/A,TRUE,N/A,N/A,1.245385087964743,1.23456726319069,42046.330852231,206450.723129297,221.83,3123.58
pearson,Muscle,Epinephrine,Leptin,9,9,13,4,2M16;2M17;2M31;2M33,2M31,2M16;2M17;2M33,6,3,1,3,0.9500773719139548,8.715825103961522e-5,0.4151731042603,N/A,FALSE,N/A,N/A,0.5217143564562513,0.6177198778778412,112198.028996669,246787.05992222,221.83,3123.58
pearson,Muscle,4-Oxoproline,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.926711799487818,1.1545120972819888e-4,0.4151731042603,N/A,TRUE,N/A,N/A,1.0849536806046294,0.8291244991681774,6801634.93613011,27107753.816678,221.83,3123.58
pearson,Liver,7-Hydroxy-2-methyl-4-oxo-4H-1-benzopyran-5-carboxylic acid 7-glucoside,GIP,12,12,12,0,,,,8,4,3,4,0.8865939668049747,1.2176624641325959e-4,0.4151731042603,FALSE,TRUE,-0.320020858510311,-0.44889601269907653,-1.0156958820180617,-1.169512315049918,45554.6484717378,940044.929085586,33.18,1104.9
pearson,Muscle,ATPA,Leptin,8,8,13,5,2M16;2M17;2M31;2M33;4M2,2M16;2M31;2M33;4M2,2M16;2M17;2M33,5,3,1,3,0.961273862695555,1.410108206090803e-4,0.4151731042603,N/A,FALSE,N/A,N/A,0.5432474260835976,0.5593405275774465,9797.67946882702,39707.6021919644,221.83,3123.58
pearson,Liver,"1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)",Resistin,13,13,13,0,,,,8,5,3,5,0.86080446564732,1.5801550482988147e-4,0.4151731042603,TRUE,FALSE,1.8627363915285788,0.4514552437965252,-0.10266216566029808,-0.2597827710416183,848729.623351543,2282194.99903063,7458,50393.88
pearson,Liver,Heptyl 4-hydroxybenzoate,Insulin,13,13,13,0,,,,8,5,3,5,-0.8581141987988556,1.746117087189078e-4,0.4151731042603,FALSE,FALSE,0.42600924608199625,-0.7833395778180952,-0.003568952322377746,-0.015669237473629045,328652.853373632,609723.604472689,155.89,2555.98
pearson,Liver,5-Aminopentanoic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.9172834451282741,1.8517153751407164e-4,0.4151731042603,N/A,FALSE,N/A,N/A,-0.4048995838528026,0.8291244991681774,98546127.9817347,487706162.838637,221.83,3123.58
pearson,Muscle,4-Oxoproline,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.8656633454170423,2.7379373015519774e-4,0.437694107553917,FALSE,FALSE,0.17151302244037228,-0.32131110669417345,0.45782703437988714,-0.017775142969253886,2407949.64856936,27107753.816678,35.4,493.97
pearson,Muscle,9-Decenoic acid,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.8639012593541054,2.913246353603919e-4,0.437694107553917,FALSE,FALSE,-0.2359144331771355,-0.32131110669417345,0.180947229026136,-0.017775142969253886,146651.678625118,845048.787551127,35.4,493.97
pearson,Liver,"dTDP-4-amino-4,6-dideoxy-5-C-methyl-L-mannose",GIP,12,12,12,0,,,,8,4,3,4,0.8630879704168433,2.997050093296803e-4,0.437694107553917,TRUE,TRUE,-1.097948858724547,-0.44889601269907653,-1.67409020627075,-1.169512315049918,5644156.5333814,19646691.6713284,33.18,1104.9
pearson,Liver,Pomalidomide,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.9043343445036655,3.2602657235703144e-4,0.437694107553917,N/A,TRUE,N/A,N/A,1.0446856815782726,0.8291244991681774,15418.2527080586,359830.668154837,221.83,3123.58
pearson,Muscle,2-Amino-6-purinethiol,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.9037312075663635,3.3407590167391124e-4,0.437694107553917,N/A,FALSE,N/A,N/A,0.649201780824671,0.8291244991681774,40394.0999434805,260870.876979236,221.83,3123.58
pearson,Muscle,"2-trans,4-cis-Decadienoylcarnitine",Leptin,9,9,13,4,2M16;2M17;2M20;2M33,2M20,2M16;2M17;2M33,5,4,0,4,0.9259678288598955,3.37931362495649e-4,0.437694107553917,N/A,TRUE,N/A,N/A,1.601822144414399,1.2561500251691955,63692.4986673964,698474.627589063,221.83,3123.58
pearson,Liver,"3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.8595444179015324,3.384341141711965e-4,0.437694107553917,FALSE,TRUE,0.7912610980775063,0.7707687524700032,1.4289964021132666,1.277845624706336,377738.370476738,1351702.46066088,52.35,354.34
pearson,Muscle,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.8547079975934535,3.974541936772851e-4,0.437694107553917,FALSE,FALSE,0.3309979642799467,-0.32131110669417345,0.37739173154349187,-0.017775142969253886,198998.127786492,8234418.83126667,35.4,493.97
pearson,Muscle,1-Pentanesulfenothioic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8989211843037773,4.0359261213854296e-4,0.437694107553917,N/A,TRUE,N/A,N/A,1.2386875297086262,0.8291244991681774,11552683.3815099,35940273.9956134,221.83,3123.58
pearson,Liver,ser-arg,C-Peptide 2,11,11,13,2,2M16;2M23,2M23,2M16,7,4,2,4,0.875494952763938,4.135057625321223e-4,0.437694107553917,FALSE,FALSE,-0.02602919977673543,-0.33214359565903095,0.23780189474505478,-0.0786029619142268,670426.7817139,3077751.30106449,35.4,493.97
pearson,Muscle,"N,N,N,N′,N′,N′-Hexamethyl-1,10-decanediaminium",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.8970124148678504,4.339192225625202e-4,0.437694107553917,N/A,FALSE,N/A,N/A,-0.8613359383808867,0.8291244991681774,67324.7435410872,133660.27861635,221.83,3123.58
pearson,Liver,Pseudouridine,GIP,12,12,12,0,,,,8,4,3,4,-0.851067207535302,4.4693027334793343e-4,0.437694107553917,FALSE,TRUE,0.4287764323489278,-0.44889601269907653,1.1003793589658053,-1.169512315049918,1997849.90236465,3429138.56495415,33.18,1104.9
pearson,Liver,Sphingosine 1-phosphate,GIP,8,8,12,4,2M23;2M26;2M31;2M33,2M23;2M26;2M31;2M33,,8,0,3,0,-0.9427583051476411,4.489971220614643e-4,0.437694107553917,N/A,N/A,N/A,N/A,N/A,N/A,102721.867669113,514730.393825886,77.05,1104.9
pearson,Muscle,DEHYDROCOSTUS LACTONE,C-Peptide 2,8,8,13,5,2M16;2M17;2M20;2M26;2M33,2M17;2M20;2M26;2M33,2M16,5,3,0,3,-0.9397238360586195,5.230386879841828e-4,0.48720409008275867,N/A,TRUE,N/A,N/A,-0.9619115769579608,1.4282469506641307,5328.78425792881,760813.10931601,163.02,493.97
pearson,Muscle,TRILAURYLAMINE,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.8908517904675193,5.432452723816496e-4,0.48720409008275867,N/A,TRUE,N/A,N/A,-1.476885964532162,0.8291244991681774,126189.183781605,258465.317025364,221.83,3123.58
pearson,Muscle,Nitrosoguvacoline,GIP,12,12,12,0,,,,8,4,3,4,0.8406356174446139,6.154983967206849e-4,0.5307726751105567,TRUE,TRUE,-1.025785040386533,-0.44889601269907653,-1.7121570894655567,-1.169512315049918,84913.286844612,956371.83713576,33.18,1104.9
pearson,Liver,13-L-Hydroperoxylinoleic acid,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.8372029747052055,6.805458459837849e-4,0.5483923693665326,FALSE,FALSE,0.18103079731102248,-0.32131110669417345,0.1883419604869752,-0.017775142969253886,852882.163720892,5902891.66473087,35.4,493.97
pearson,Muscle,Trimethylamine N-oxide,GIP,12,12,12,0,,,,8,4,3,4,0.8369850265160887,6.848484163178677e-4,0.5483923693665326,FALSE,TRUE,-0.5310250633766475,-0.44889601269907653,-1.4553259631850213,-1.169512315049918,9598418.68927566,43863726.3746027,33.18,1104.9
pearson,Liver,L-Lysinamide,GIP,10,10,12,2,2M33;4M2,2M33;4M2,,7,3,3,3,0.8807442574436587,7.644518799777036e-4,0.5910267448613825,TRUE,TRUE,-1.198693872726335,-0.23084952860498786,-1.248859394070603,-0.8760084739210929,165046.989524859,376973.663207633,49,1104.9
pearson,Liver,oxiracetam,Insulin,13,13,13,0,,,,8,5,3,5,-0.8086709258705833,8.175828867717879e-4,0.5993076568054627,TRUE,FALSE,1.4326793942316975,-0.7833395778180952,0.23978738061543117,-0.015669237473629045,147938.282144342,10413473.619994,155.89,2555.98
pearson,Liver,Tetracosanoic acid,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.8286011123391835,8.670011514705099e-4,0.5993076568054627,TRUE,TRUE,1.0671757961318848,0.7707687524700032,1.394379340185114,1.277845624706336,531323.093173502,2086885.30140973,52.35,354.34
pearson,Liver,Ethylmalonic acid,GIP,12,12,12,0,,,,8,4,3,4,-0.8285270285177133,8.687617977207086e-4,0.5993076568054627,FALSE,TRUE,0.09826696179656451,-0.44889601269907653,1.1466155044759758,-1.169512315049918,135450.07602455,314467.324573046,33.18,1104.9
pearson,Muscle,Dihydrothymine,GIP,12,12,12,0,,,,8,4,3,4,0.826734952965438,9.121993628151217e-4,0.5993076568054627,FALSE,TRUE,-0.1802697285656616,-0.44889601269907653,-1.047247777100491,-1.169512315049918,917816.215923425,2390927.78500295,33.18,1104.9
pearson,Muscle,Urocanic acid,Leptin,9,9,13,4,2M16;2M17;2M22;2M33,2M22,2M16;2M17;2M33,6,3,1,3,0.9007888935746173,9.180087127076919e-4,0.5993076568054627,N/A,FALSE,N/A,N/A,0.7573513447986971,0.3626920003188535,750605.872467867,3004596.90561392,221.83,2198.03
pearson,Muscle,Didanosine,Insulin,13,13,13,0,,,,8,5,3,5,0.8013899351417811,9.890941906822565e-4,0.5993076568054627,FALSE,FALSE,-0.531082876663312,-0.7833395778180952,0.6480140293710281,-0.015669237473629045,159011.921608568,1078775.06007365,155.89,2555.98
pearson,Muscle,Nitrosoheptamethyleneimine,GIP,12,12,12,0,,,,8,4,3,4,0.8214892362338319,0.001049035458451679,0.5993076568054627,TRUE,TRUE,-1.2445913922516345,-0.44889601269907653,-1.9724478825157232,-1.169512315049918,2236332.91364237,7823646.8775659,33.18,1104.9
pearson,Liver,L-Dopa,Insulin,13,13,13,0,,,,8,5,3,5,-0.7976585195195046,0.001087317148533148,0.5993076568054627,TRUE,FALSE,1.0086807155412019,-0.7833395778180952,0.15029422830697955,-0.015669237473629045,47131.8561442442,161830.572151546,155.89,2555.98
pearson,Liver,Benzyl butyl phthalate,Leptin,9,9,13,4,2M16;2M17;2M26;2M33,2M26,2M16;2M17;2M33,6,3,1,3,-0.8955911430622303,0.0010919154362825803,0.5993076568054627,N/A,TRUE,N/A,N/A,-0.8640297038121075,1.23456726319069,546351.307204559,1678151.17835327,221.83,3123.58
pearson,Liver,c19:2,Resistin,13,13,13,0,,,,8,5,3,5,-0.7938283312243214,0.0011959505410093034,0.5993076568054627,TRUE,FALSE,-1.2291635358394002,0.4514552437965252,-0.582960239037257,-0.2597827710416183,205288.398510437,1059121.86159203,7458,50393.88
pearson,Liver,Glycylleucine,GIP,12,12,12,0,,,,8,4,3,4,0.8155068803549379,0.001223828736638698,0.5993076568054627,FALSE,TRUE,0.20077425235419125,-0.44889601269907653,-0.5589188878574373,-1.169512315049918,1288195.25483689,3455205.43929829,33.18,1104.9
pearson,Liver,"2,6-dihydroxypyridine",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8650569709468471,0.0012287459073408696,0.5993076568054627,N/A,TRUE,N/A,N/A,1.1637308928502177,0.8291244991681774,5641062.90885893,19472898.4339307,221.83,3123.58
pearson,Muscle,Nicotinamide,GIP,12,12,12,0,,,,8,4,3,4,0.8135481343957571,0.001285668643574133,0.5993076568054627,TRUE,TRUE,-1.2402360015254226,-0.44889601269907653,-1.8476130185749557,-1.169512315049918,4481680.20997562,35589524.4306363,33.18,1104.9
pearson,Liver,L-2-Amino-4-methylenepentanedioic acid,Insulin,12,12,13,1,2M22,2M22,,8,4,3,4,0.8131284703499864,0.0012992248864330033,0.5993076568054627,TRUE,FALSE,-1.507275637326396,-1.073115127423688,-0.5897669027771346,-0.28815235880172246,388809.703863708,2291787.23604204,155.89,2555.98
pearson,Liver,"3,4-Dihydroxyhydrocinnamic acid",GIP,12,12,12,0,,,,8,4,3,4,0.8116062256045401,0.0013493221670689325,0.5993076568054627,FALSE,TRUE,0.6028232639971202,-0.44889601269907653,-0.5414688726763243,-1.169512315049918,896661.129473826,5278093.03805407,33.18,1104.9
pearson,Muscle,Alchornine,GIP,12,12,12,0,,,,8,4,3,4,0.8108928414085614,0.001373304510770379,0.5993076568054627,TRUE,TRUE,-1.2034218598536681,-0.44889601269907653,-1.9307025730508585,-1.169512315049918,355973.221966076,2730021.72624243,33.18,1104.9
pearson,Liver,Methylmalonylcarnitine,Insulin,12,12,13,1,4M3,4M3,,7,5,3,5,-0.8107801453753131,0.0013771228600052592,0.5993076568054627,FALSE,FALSE,0.9311988738115267,-0.7833395778180952,0.06588394194093275,-0.04857424217376112,10153149.3394763,21112092.8745419,155.89,2555.98
pearson,Muscle,Glutarylglycine,C-Peptide 2,10,10,13,3,2M16;2M23;4M2,2M23;4M2,2M16,6,4,2,4,0.8608204962465587,0.0013830487777300247,0.5993076568054627,FALSE,FALSE,0.24595584185612737,-0.33214359565903095,0.41441966450816803,-0.17038374737484535,212370.387711635,723315.865203136,35.4,493.97
pearson,Muscle,myo-Inositol,C-Peptide 2,10,10,13,3,2M16;2M33;4M2,2M33;4M2,2M16,6,4,2,4,0.8601272573379863,0.0014095746940409298,0.5993076568054627,FALSE,FALSE,0.7359667165819141,-0.010982342605958558,0.8366261492678956,0.34120961920206816,1971100.79644265,3633773.76144753,120.06,493.97
pearson,Liver,Riboflavin,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.858077245938944,0.001490176396828759,0.5993076568054627,N/A,TRUE,N/A,N/A,1.2767505156646355,0.8291244991681774,317301.960853589,1029228.87277634,221.83,3123.58
pearson,Muscle,17-(4-Hydroxyphenyl)heptadecanoic acid,GIP,12,12,12,0,,,,8,4,3,4,-0.8063175512535797,0.0015350027696042524,0.5993076568054627,FALSE,TRUE,-0.5447363928814728,-0.44889601269907653,0.63505841544594,-1.169512315049918,20713.4991462787,314276.677274903,33.18,1104.9
pearson,Liver,"13-hydroxy-6-(1-hydroxyethyl)-12,14-dimethyl-3-methylidene-15-nonyl-9-(propan-2-yl)-1-oxa-4,7,10-triazacyclopentadecane-2,5,8,11-tetrone",Leptin,10,10,13,3,2M16;2M17;2M33,2M16;2M33,2M16;2M17;2M33,6,4,1,4,0.8558200739013693,0.0015827333711618385,0.5993076568054627,N/A,FALSE,N/A,N/A,0.38127869831028116,0.8291244991681774,1507431.57803131,2837651.12897403,221.83,3123.58
pearson,Liver,6-Deoxohomodolichosterone,Insulin,12,12,13,1,2M26,2M26,,8,4,3,4,0.8044582675039347,0.0016047331447222898,0.5993076568054627,FALSE,FALSE,-0.7972112319661213,-0.5729614552088214,0.009686616800407388,0.18925405644351287,3112376.10901426,8648421.82436053,155.89,2555.98
pearson,Liver,Betulin,Insulin,12,12,13,1,2M26,2M26,,8,4,3,4,0.8044582675039347,0.0016047331447222898,0.5993076568054627,FALSE,FALSE,-0.7972112319661213,-0.5729614552088214,0.009686616800407388,0.18925405644351287,3112376.10901426,8648421.82436053,155.89,2555.98
pearson,Liver,Pentadecanoic acid,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.8038795056389427,0.0016269272371498022,0.5993076568054627,FALSE,TRUE,0.8107112238092277,0.7707687524700032,1.3418872635196157,1.277845624706336,14486933.6735164,54717247.6424158,52.35,354.34
pearson,Liver,"LysoPE(0:0/20:2(11Z,14Z))",GIP,11,11,12,1,2M33,2M33,,8,3,3,3,0.8283295921113794,0.0016339308462527482,0.5993076568054627,FALSE,FALSE,-0.025566507128459377,-0.23084952860498786,-0.7369407974162053,-0.9604267193716179,11903.2527346103,86684.2011145295,49,1104.9
pearson,Liver,Threonylglutamine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8544148385258726,0.001642418679618976,0.5993076568054627,N/A,FALSE,N/A,N/A,0.5741924087851143,0.8291244991681774,778827.03318668,8215997.81696837,221.83,3123.58
pearson,Liver,Uridine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8542127405329364,0.0016511346399959192,0.5993076568054627,N/A,TRUE,N/A,N/A,1.1457035279521213,0.8291244991681774,236983318.479418,828692120.614306,221.83,3123.58
pearson,Liver,Oximonam,Insulin,13,13,13,0,,,,8,5,3,5,-0.7802454515339755,0.001651527445097669,0.5993076568054627,FALSE,FALSE,0.5842732004730559,-0.7833395778180952,0.20826796576565507,-0.015669237473629045,116771.069586779,212716.673589215,155.89,2555.98
pearson,Liver,L-(−)-methionine,GIP,12,12,12,0,,,,8,4,3,4,-0.8026147245938944,0.001676247776975341,0.5993076568054627,FALSE,TRUE,0.30373182364053664,-0.44889601269907653,1.236102145277507,-1.169512315049918,103590.57763759,314030.788644675,33.18,1104.9
pearson,Muscle,DROMOSTANOLONE TETRAHYDROPYRANYL ETHER,GIP,12,12,12,0,,,,8,4,3,4,-0.8024654375525563,0.0016821440600262498,0.5993076568054627,FALSE,TRUE,-0.21672006585391693,-0.44889601269907653,0.9576749108918072,-1.169512315049918,12015.842158629801,160112.474385701,33.18,1104.9
pearson,Liver,"PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C-Peptide 2,11,11,13,2,2M16;2M31,2M31,2M16,7,4,2,4,-0.8269738920153787,0.0016892969767346782,0.5993076568054627,TRUE,TRUE,1.179421115271415,-0.3204701284801976,1.109613687386622,-0.06284828746231183,530651.160951594,2111212.61575989,35.4,493.97
pearson,Liver,Tricosanoic acid,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.8018858805663361,0.0017051852793983835,0.5993076568054627,FALSE,TRUE,0.8562197658939427,0.7707687524700032,0.9253915990197743,1.277845624706336,218409.937399452,774204.610802457,52.35,354.34
pearson,Liver,mannosyl-glycerate,GIP,12,12,12,0,,,,8,4,3,4,0.8017788056326735,0.0017094685652081524,0.5993076568054627,FALSE,TRUE,-0.41908333135667003,-0.44889601269907653,-1.2157146188573058,-1.169512315049918,5028955.6683145,13698020.2291869,33.18,1104.9
pearson,Muscle,L-Carnitine,GIP,12,12,12,0,,,,8,4,3,4,0.8017479649106298,0.0017107038060545745,0.5993076568054627,TRUE,TRUE,-1.196577904120962,-0.44889601269907653,-1.8213377540216935,-1.169512315049918,400210207.799596,1180090466.07659,33.18,1104.9
pearson,Muscle,Glycylleucine,GIP,11,11,12,1,2M33,2M33,,8,3,3,3,0.8240164760040407,0.0018149365831093781,0.626041432767621,FALSE,TRUE,-0.7546152297067754,-0.23084952860498786,-1.4138335196894058,-0.9604267193716179,111963.121615614,279372.742383846,49,1104.9
pearson,Muscle,10-Hydroxy-2-decenoic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8486392804779688,0.001904961374993688,0.6423820927965666,N/A,FALSE,N/A,N/A,0.2657875879615257,0.8291244991681774,113790.786238445,312997.557977952,221.83,3123.58
pearson,Muscle,5'-Methylthioadenosine,GIP,12,12,12,0,,,,8,4,3,4,0.7964324841957328,0.001934044465364755,0.6423820927965666,FALSE,TRUE,-0.9741744316976457,-0.44889601269907653,-1.3494414595058328,-1.169512315049918,1031126.93157926,2717661.7843979,33.18,1104.9
pearson,Liver,Xanthosine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8476721748149869,0.0019517172585524416,0.6423820927965666,N/A,FALSE,N/A,N/A,0.768879025265349,0.8291244991681774,384685.29167524,6249995.86140549,221.83,3123.58
pearson,Liver,Pentacosanoic acid,Insulin,12,12,13,1,2M31,2M31,,8,4,3,4,0.7941288260741182,0.002037487925880949,0.6423820927965666,FALSE,FALSE,-0.17696224516720943,-0.874354441813883,0.22001401787782976,-0.15883492923277293,73774.6086113967,169650.903072762,155.89,2555.98
pearson,Liver,spermidine,GIP,12,12,12,0,,,,8,4,3,4,-0.7939863784683104,0.0020440205008545693,0.6423820927965666,FALSE,TRUE,0.5084356008665423,-0.44889601269907653,1.1577579306819061,-1.169512315049918,2785504.72428624,6184065.81506493,33.18,1104.9
pearson,Liver,Momordicilin,Resistin,11,11,13,2,4M2;4M3,4M2;4M3,,6,5,3,5,0.818770528859734,0.0020548198636681004,0.6423820927965666,FALSE,FALSE,0.4843557407623215,0.4514552437965252,-0.8947468621952597,-0.39003420015544005,107630.608358829,1572766.46536844,10804.59,50393.88
pearson,Liver,"PG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",GIP,12,12,12,0,,,,8,4,3,4,-0.7931654955254468,0.0020819786129283005,0.6423820927965666,FALSE,TRUE,-0.32599624383038434,-0.44889601269907653,1.0866427709363393,-1.169512315049918,2836286.82432286,12816596.2824067,33.18,1104.9
pearson,Liver,Nonadecenoic acid,GLP-1,12,12,13,1,2M33,2M33,2M33,8,4,3,4,0.7929610294331424,0.002091516559214547,0.6423820927965666,TRUE,TRUE,1.59140994293417,0.7707687524700032,2.2040009552976967,1.277845624706336,1198924.0188896,4057444.90687358,52.35,354.34
pearson,Liver,17-(4-Hydroxyphenyl)heptadecanoic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8441140431362777,0.0021309014472008455,0.6436831055945775,N/A,TRUE,N/A,N/A,1.0415556496199183,0.8291244991681774,2788512.20999733,8833041.87881302,221.83,3123.58
pearson,Muscle,PG(18:1(9Z)/18:1(9Z)),C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7914796735467046,0.0021616209811651044,0.6436831055945775,FALSE,FALSE,0.4372931408742609,-0.32131110669417345,0.635073112902774,-0.017775142969253886,1713295.70926433,7706996.08236088,35.4,493.97
pearson,Liver,dibutyl oxopropanedioate,Insulin,13,13,13,0,,,,8,5,3,5,0.7677335053395751,0.0021818793106992505,0.6436831055945775,TRUE,FALSE,-1.2317750110215084,-0.7833395778180952,0.053467516837534604,-0.015669237473629045,10267.2055221919,144485.918105637,155.89,2555.98
pearson,Muscle,Hypoxanthine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8425819039373572,0.0022116034156804236,0.6439787036749451,N/A,TRUE,N/A,N/A,1.3765073017885405,0.8291244991681774,21988706.0075544,238279432.403251,221.83,3123.58
pearson,Liver,"PG(18:2(9Z,12Z)/18:2(9Z,12Z))",Insulin,13,13,13,0,,,,8,5,3,5,0.7664979811866293,0.002240690409206914,0.6440835854465157,TRUE,FALSE,-1.256525269878048,-0.7833395778180952,0.018627060591219376,-0.015669237473629045,8071105.98649748,47092293.1264032,155.89,2555.98
pearson,Liver,Argininosuccinic acid,Resistin,11,11,13,2,4M1;4M2,4M1;4M2,,6,5,3,5,0.8129078459689555,0.002350074078852222,0.6577404384459886,FALSE,FALSE,0.7299701624558996,0.4514552437965252,-0.3759723339687659,-0.2869693738359395,1003332.0201147,4708297.30616374,10804.59,39946.52
pearson,Liver,"DG(14:0/18:3(9Z,12Z,15Z)/0:0)",GIP,12,12,12,0,,,,8,4,3,4,0.7873168267759306,0.0023682666604323012,0.6577404384459886,TRUE,TRUE,-1.3972050752710143,-0.44889601269907653,-1.5695962104195906,-1.169512315049918,20252.9012700175,247487.492664017,33.18,1104.9
pearson,Liver,desciclovir,GIP,11,11,12,1,2M16,2M16,,7,4,2,4,0.8124159273618251,0.002376208711213821,0.6577404384459886,FALSE,TRUE,0.7429776443219286,0.43712070869618985,-0.4617951407496322,-1.057623441134556,3340423.01773636,4778457.26941251,33.18,1104.9
pearson,Liver,Citrulline,Insulin,13,13,13,0,,,,8,5,3,5,-0.7625848914669234,0.0024351417900989915,0.6658330984854816,TRUE,FALSE,1.1778301306835999,-0.7833395778180952,0.048373506542331864,-0.015669237473629045,2559610.88328146,11622749.5606535,155.89,2555.98
pearson,Liver,Deoxynivalenol,Insulin,10,10,13,3,2M17;4M1;4M4,2M17;4M1;4M4,,5,5,2,5,0.838019835503125,0.002464970504535804,0.6658687190626177,FALSE,FALSE,0.012884468886138686,-0.20241293093825682,0.40327869281517725,0.48091052558961767,227749.667469274,1921595.79196275,155.89,1800.64
pearson,Muscle,Benzimidazole,GIP,11,11,12,1,2M26,2M26,,8,3,3,3,0.8090880463357277,0.00255874156902859,0.6776185814384534,FALSE,TRUE,-0.5290138753261155,-0.4510528398139309,-1.284667328687374,-1.1549310405074908,210129.785302279,702983.616292577,33.18,1104.9
pearson,Muscle,S-Aminoethyl-L-cysteine,GIP,10,10,12,2,4M1;4M2,4M1;4M2,,6,4,3,4,0.8359664875865375,0.0025855749934300086,0.6776185814384534,TRUE,TRUE,-1.1809139485077467,-0.44889601269907653,-1.3077308440426363,-1.0368876724401996,905181.730752476,12836745.8376126,33.18,1104.9
pearson,Liver,3-Methylhistidine,Insulin,13,13,13,0,,,,8,5,3,5,-0.7592135467135293,0.0026129862559209414,0.6776185814384534,TRUE,FALSE,1.241989008572686,-0.7833395778180952,0.6994927599234914,-0.015669237473629045,5028103.95861259,11282797.9693397,155.89,2555.98
pearson,Liver,"(E,E)-2,4-Dodecadienal",Resistin,12,12,13,1,4M5,4M5,,7,5,3,5,-0.7812546725401875,0.0026957726395516217,0.6776185814384534,FALSE,FALSE,-0.8195337305954983,0.4514552437965252,-0.112548430129383,-0.18827321702558458,720929.763128811,1923314.80343681,7458,50393.88
pearson,Liver,"PE(20:4(8Z,11Z,14Z,17Z)/22:0)",Insulin,12,12,13,1,2M31,2M31,,8,4,3,4,-0.7800042573383166,0.0027674145360449235,0.6776185814384534,TRUE,TRUE,1.89278554513998,-0.874354441813883,1.0195904174141104,-0.15883492923277293,372133.44589507,3304352.68408685,155.89,2555.98
