correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Liver,3-keto Fusidic acid,Leptin,10,10,13,3,2M16;2M17;2M33,2M17,2M16;2M17;2M33,6,4,1,4,0.8329629802908101,0.002769568631157723,0.6776185814384534,N/A,TRUE,N/A,N/A,1.6383817720985832,0.8291244991681774,69206.5884001748,188898.724638954,221.83,3123.58
pearson,Liver,alpha-D-Glucose,Glucagon,13,13,13,0,,,,8,5,3,5,-0.756173150993066,0.0027818854084508938,0.6776185814384534,FALSE,FALSE,-0.5506676707303432,0.8177262978081293,-0.2826943343879886,0.2722258385029136,69018171.1864134,491325600.56694,88.58,661.43
pearson,Liver,Ulodesine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8312352140048835,0.002879582507205389,0.6776185814384534,N/A,FALSE,N/A,N/A,0.1683175759882605,0.8291244991681774,2387358.45598072,6556108.77764117,221.83,3123.58
pearson,Liver,"PG(16:0/18:3(6Z,9Z,12Z))",GLP-1,11,11,13,2,2M17;2M33,2M17,2M33,7,4,2,4,-0.8030861547215182,0.0029140674844164217,0.6776185814384534,TRUE,TRUE,-1.058738019713053,1.5516247985424338,-0.9695271231335456,1.815129360805217,514096.833412807,2578229.91606558,52.35,354.34
pearson,Muscle,1-octadecanoyl-2-eicosanoyl-sn-glycero-3-phosphoethanolamine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.7772714368362489,0.0029290355816745553,0.6776185814384534,FALSE,FALSE,0.5080429935803729,-0.32131110669417345,0.41363470519558954,-0.017775142969253886,305150.998661758,1058300.79288884,35.4,493.97
pearson,Muscle,5-Sulfosalicylic acid,GLP-1,10,10,13,3,2M26;2M31;2M33,2M26;2M31,2M33,8,2,3,2,0.830301818389802,0.002940306458858647,0.6776185814384534,FALSE,TRUE,0.7513822178157504,0.136301499059897,1.2814011941705608,0.5065442969895358,25232.3958844252,76806.3384550229,52.35,267.85
pearson,Muscle,Argininosuccinic acid,Leptin,8,8,13,5,2M16;2M17;2M20;2M26;2M33,2M20;2M26;2M33,2M16;2M17;2M33,5,3,0,3,0.8909857168331351,0.0029798087177353993,0.6776185814384534,N/A,TRUE,N/A,N/A,2.5470825568622084,1.8062767551136163,884050.073532421,1278876.14320754,221.83,3123.58
pearson,Muscle,Uridine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7747174806009641,0.003086482690089529,0.6776185814384534,FALSE,FALSE,-0.14376316148081444,-0.32131110669417345,0.28134229239260056,-0.017775142969253886,1770610.99264092,32276400.5421388,35.4,493.97
pearson,Muscle,Pyrrolidine,GIP,12,12,12,0,,,,8,4,3,4,0.7744985245664466,0.0031002745028872085,0.6776185814384534,FALSE,TRUE,-0.0913809370169361,-0.44889601269907653,-0.8982260404666642,-1.169512315049918,6388884.12169167,21488193.9053508,33.18,1104.9
pearson,Muscle,"2,6-Pyridinecarboxylic acid",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7742194807917714,0.0031179190764603487,0.6776185814384534,FALSE,FALSE,-0.12194852434219738,-0.32131110669417345,0.05552900377645172,-0.017775142969253886,1076287.35189411,3583813.88663305,35.4,493.97
pearson,Liver,7-Dehydrocholesterol,Secretin,12,12,12,0,,,,8,4,3,4,-0.7734533492254376,0.003166756259951766,0.6776185814384534,TRUE,TRUE,1.2640362172740507,-0.34464222725767063,1.4572224355520798,-0.42963057685424855,73098.5678605151,3790011.40724107,11.69,60.26
pearson,Liver,Glycerophospho-N-palmitoyl ethanolamine,Glucagon,13,13,13,0,,,,8,5,3,5,-0.7487690223021732,0.003228740306058286,0.6776185814384534,FALSE,FALSE,-0.09903511141148229,0.8177262978081293,-0.48419398957522675,0.2722258385029136,44781.3585621635,296767.688578531,88.58,661.43
pearson,Muscle,Guvacine,GIP,12,12,12,0,,,,8,4,3,4,0.7720180852931574,0.003259811090806484,0.6776185814384534,FALSE,TRUE,-0.7641964034728917,-0.44889601269907653,-1.2344186546122486,-1.169512315049918,5269139.45414476,15039347.7086253,33.18,1104.9
pearson,Muscle,"PG(16:0/18:2(9Z,12Z))",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7710785900888021,0.003321838971029622,0.6776185814384534,FALSE,FALSE,-0.20604398292410897,-0.32131110669417345,-0.2689076095662282,-0.017775142969253886,1127526.55478517,7558267.11928188,35.4,493.97
pearson,Muscle,PC(o-16:1(9Z)/20:0),PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.8242177533370633,0.0033589272949606764,0.6776185814384534,TRUE,TRUE,4.259150508893189,1.714760623087141,1.5908761386124002,1.5651901757184394,298419.299117839,462297.353249139,72.52,114.78
pearson,Muscle,Tyrosol,GLP-1,11,11,13,2,2M16;2M33,2M16,2M33,7,4,2,4,-0.7961796960984032,0.0033669079772451764,0.6776185814384534,FALSE,TRUE,-0.7902989727553105,0.31853938293908696,-1.3812929668851472,1.1442115590037945,54299.836418268,294321.658109803,58.57,354.34
pearson,Liver,Epiguanine,GIP,11,11,12,1,2M20,2M20,,7,4,2,4,-0.7961563803347033,0.003368519880842609,0.6776185814384534,FALSE,TRUE,0.7542523193198535,-0.7045540162027267,2.08531183137812,-1.428594052743337,113459.359371625,283669.079723245,33.18,1104.9
pearson,Muscle,1-(4-Aminobutyl)urea,GIP,12,12,12,0,,,,8,4,3,4,0.7701169383232351,0.003386254593828772,0.6776185814384534,TRUE,TRUE,-1.2125148664966294,-0.44889601269907653,-1.487520335623284,-1.169512315049918,391414.11809339,1520459.95162825,33.18,1104.9
pearson,Liver,"Adenosine 2',3'-cyclic phosphate",Secretin,9,9,12,3,2M26;2M31;4M1,2M26;2M31;4M1,,7,2,3,2,-0.8539361584122922,0.00338919669155463,0.6776185814384534,FALSE,FALSE,0.10780042878555127,-0.24267750118165804,0.3044219295433118,-0.2222110651283806,156086.267760695,206023.250065428,11.69,60.26
pearson,Liver,Dimethylguanidino valeric acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.8235895969201,0.003404454755743577,0.6776185814384534,N/A,TRUE,N/A,N/A,-1.4176200568005985,0.8291244991681774,152724.621506795,438622.050107211,221.83,3123.58
pearson,Liver,ZAPA,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.7693750020137501,0.003436597862255548,0.6776185814384534,TRUE,TRUE,1.1700419696306854,0.7707687524700032,0.9333684053411907,1.277845624706336,926062.916501637,4820067.49808072,52.35,354.34
pearson,Liver,5-Hexyltetrahydro-2-oxo-3-furancarboxylic acid,Insulin,13,13,13,0,,,,8,5,3,5,-0.7450195055433382,0.0034752614195717986,0.6776185814384534,FALSE,FALSE,0.21679090742179571,-0.7833395778180952,-0.45264722984408584,-0.015669237473629045,384739.887510008,2065853.69834741,155.89,2555.98
pearson,Muscle,5-Dodecenoylcarnitine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8223685194699344,0.0034942211875792772,0.6776185814384534,N/A,FALSE,N/A,N/A,0.7088896993409403,0.8291244991681774,493074.472928612,3473744.49352919,221.83,3123.58
pearson,Liver,Xanthosine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7677069835023199,0.0035518544749637464,0.6776185814384534,FALSE,FALSE,0.10616401686696003,-0.32131110669417345,0.6035605178260417,-0.017775142969253886,384685.29167524,6249995.86140549,35.4,493.97
pearson,Muscle,9-Decenoic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8213026017536607,0.0035739591487556266,0.6776185814384534,N/A,FALSE,N/A,N/A,0.6503341835239854,0.8291244991681774,264414.80588141,845048.787551127,221.83,3123.58
pearson,Liver,Mono-trans-p-coumaroylmesotartaric acid,GIP,12,12,12,0,,,,8,4,3,4,0.7671022900787805,0.003594354088307816,0.6776185814384534,FALSE,TRUE,-1.165196201136459e-4,-0.44889601269907653,-0.5720065711268736,-1.169512315049918,575313.256016113,1983476.97543682,33.18,1104.9
pearson,Muscle,Pyroglutamic acid,Glucagon,13,13,13,0,,,,8,5,3,5,0.7431009229485875,0.0036069102795463818,0.6776185814384534,FALSE,FALSE,0.9502070717779109,0.8177262978081293,0.022224108293619507,0.2722258385029136,38804.0030968172,108981315.706011,88.58,661.43
pearson,Muscle,L-Fucose,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7657659859208921,0.003689642018443813,0.6776185814384534,FALSE,FALSE,0.10666848174561575,-0.32131110669417345,0.47494668896363085,-0.017775142969253886,1368224.8296618,4238130.69597592,35.4,493.97
pearson,Liver,Adenosine diphosphate ribose,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.7645183635969413,0.003780325187836967,0.6776185814384534,FALSE,FALSE,0.3501930973868065,-0.23804063697409028,0.07157661710563065,-0.08274014206296867,28967748.7276783,53765707.2606986,2.52,11.24
pearson,Liver,Glycodiazine,GIP,12,12,12,0,,,,8,4,3,4,-0.7638526231856001,0.0038294007979757265,0.6776185814384534,FALSE,TRUE,0.1795924163829521,-0.44889601269907653,0.6246964396924688,-1.169512315049918,51585.1084391234,121080.225751291,33.18,1104.9
pearson,Liver,Fasciculol C,Leptin,9,9,13,4,2M16;2M17;2M23;2M33,2M23,2M16;2M17;2M33,6,3,1,3,0.8478983784515132,0.003881264991095732,0.6776185814384534,N/A,TRUE,N/A,N/A,2.8498149521362675,1.2501553935819132,127452.316537875,342736.512905368,221.83,3123.58
pearson,Liver,(E)-3-O-Methyl entacapone,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.7624538722035618,0.00393408375152381,0.6776185814384534,FALSE,TRUE,0.825025722223554,0.7707687524700032,1.5857717842952903,1.277845624706336,27840.3344470006,164297.449281078,52.35,354.34
pearson,Muscle,Caproylcholine,Resistin,13,13,13,0,,,,8,5,3,5,0.7385087272690967,0.003937701205821868,0.6776185814384534,TRUE,FALSE,-1.1280130482137969,0.4514552437965252,-0.9943389237469882,-0.2597827710416183,1432046.2602556,20920103.1110354,7458,50393.88
pearson,Muscle,phenylurea,GIP,10,10,12,2,2M16;2M17,2M16;2M17,,6,4,1,4,0.8166169598856527,0.003940028503093204,0.6776185814384534,N/A,TRUE,N/A,N/A,-1.0925594885579564,-1.4184196971864707,783242.906089568,1982908.97017715,33.18,1104.9
pearson,Liver,dibutyl oxopropanedioate,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8157163963331591,0.004013345401419625,0.6776185814384534,N/A,TRUE,N/A,N/A,1.0754450257099524,0.8291244991681774,10267.2055221919,117638.624114978,221.83,3123.58
pearson,Muscle,didecyldimethylammonium,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.8155685213196214,0.0040254769605812014,0.6776185814384534,N/A,TRUE,N/A,N/A,-1.5880741674118548,0.8291244991681774,136577.402000802,269184.319326453,221.83,3123.58
pearson,Liver,"1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine",Leptin,10,10,13,3,2M16;2M17;2M33,2M17,2M16;2M17;2M33,6,4,1,4,0.8155039413308416,0.004030783287813154,0.6776185814384534,N/A,FALSE,N/A,N/A,0.5074267476020571,0.8291244991681774,3838015.51231701,16147552.2068239,221.83,3123.58
pearson,Muscle,Phenmetrazine,GIP,12,12,12,0,,,,8,4,3,4,0.7611498846451094,0.0040336151064749946,0.6776185814384534,FALSE,TRUE,-0.9859800355597329,-0.44889601269907653,-1.6834482321605975,-1.169512315049918,1552015.96932165,4440258.92058693,33.18,1104.9
pearson,Muscle,PS(16:0/18:1(9Z)),GIP,10,10,12,2,2M20;2M33,2M20;2M33,,7,3,2,3,-0.8153089278919184,0.004046837314254975,0.6776185814384534,FALSE,TRUE,0.3532572894429023,-0.4701040969600446,1.2957137296319277,-1.1996331199680246,21839.7776732952,168210.824603756,49,1104.9
pearson,Liver,Myristicin,Insulin,13,13,13,0,,,,8,5,3,5,0.7370463779310501,0.004047810637378315,0.6776185814384534,FALSE,FALSE,-0.6683239207342331,-0.7833395778180952,-0.07898693995441372,-0.015669237473629045,13964.8561489334,766861.677425295,155.89,2555.98
pearson,Liver,N1-[2-(4-Pyridyl)ethyl]ethanimidamide,Resistin,12,12,13,1,4M2,4M2,,7,5,3,5,-0.7608255235124831,0.004058666732733192,0.6776185814384534,FALSE,FALSE,-0.44950522248499625,0.4514552437965252,0.28095330797262563,-0.5344974084591988,2455755.28924372,3363811.24592098,10804.59,50393.88
pearson,Liver,PC(16:0/15:0),GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.7595505914330726,0.004158278618678103,0.6776185814384534,TRUE,TRUE,2.320239787678822,0.7707687524700032,2.0497099864300035,1.277845624706336,216970.20129628,4488586.77453962,52.35,354.34
pearson,Muscle,Cervonyl carnitine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8137273088985804,0.004178737040867768,0.6776185814384534,N/A,TRUE,N/A,N/A,1.4467058110345234,0.8291244991681774,250635.55488831401,916565.488105783,221.83,3123.58
pearson,Liver,2'-Deoxyguanosine 5'-monophosphate,GIP,12,12,12,0,,,,8,4,3,4,0.7580872004144417,0.00427488539734915,0.6776185814384534,FALSE,TRUE,0.3192790919990898,-0.44889601269907653,-0.9843172950802938,-1.169512315049918,195564698.933641,382722171.080967,33.18,1104.9
pearson,Muscle,3-MeO-PCP,GIP,12,12,12,0,,,,8,4,3,4,0.7580409996142763,0.004278606658724828,0.6776185814384534,TRUE,TRUE,-1.0367785234249325,-0.44889601269907653,-1.9905327733819973,-1.169512315049918,121821.068231497,430294.429850026,33.18,1104.9
pearson,Muscle,mannosyl-glycerate,Leptin,9,9,13,4,2M16;2M17;2M31;2M33,2M31,2M16;2M17;2M33,6,3,1,3,0.8428276309573097,0.00433067548591019,0.6776185814384534,N/A,FALSE,N/A,N/A,0.4190818672410566,0.6177198778778412,2016279.3249062,24640396.0179953,221.83,3123.58
pearson,Liver,Quinaldic acid,PYY,9,9,13,4,2M22;2M26;2M31;2M33,2M22,2M26;2M31;2M33,8,1,3,1,-0.8427035409847144,0.004342099298493678,0.6776185814384534,N/A,N/A,N/A,N/A,N/A,N/A,61718.4122157428,564869.159162685,72.52,114.78
pearson,Muscle,Tiformin,GIP,12,12,12,0,,,,8,4,3,4,0.7571429267177374,0.004351430637753435,0.6776185814384534,TRUE,TRUE,-1.2269863527698113,-0.44889601269907653,-2.0268615119516245,-1.169512315049918,360067.708574422,7342480.5867925,33.18,1104.9
pearson,Liver,D-Ornithine,Insulin,13,13,13,0,,,,8,5,3,5,-0.7331080559012002,0.004356201859046585,0.6776185814384534,FALSE,FALSE,0.7956887521390014,-0.7833395778180952,0.45563278996226286,-0.015669237473629045,11492821.411893,26259522.3224316,155.89,2555.98
pearson,Muscle,L-Allothreonine,GIP,12,12,12,0,,,,8,4,3,4,0.7570272606995361,0.004360877644862927,0.6776185814384534,FALSE,TRUE,0.13350592070412878,-0.44889601269907653,-0.9553348292755413,-1.169512315049918,3779528.06366523,17702602.0992213,33.18,1104.9
pearson,Liver,1-Methylhistamine,Glucagon,12,12,13,1,4M1,4M1,,7,5,3,5,-0.757004945189236,0.004362702046056067,0.6776185814384534,TRUE,FALSE,-1.0076492277420965,0.8177262978081293,-0.14926708219290802,0.13865879408586831,146454.00628045,1197557.37881186,88.58,661.43
pearson,Liver,DROMOSTANOLONE TETRAHYDROPYRANYL ETHER,GIP,12,12,12,0,,,,8,4,3,4,-0.7568261222003635,0.004377342561585359,0.6776185814384534,FALSE,TRUE,0.39426707598721605,-0.44889601269907653,1.4563212353664965,-1.169512315049918,3092474.70701624,12241846.1830249,33.18,1104.9
pearson,Muscle,2-Hexenoylcarnitine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8113977530913434,0.004378576458764426,0.6776185814384534,N/A,TRUE,N/A,N/A,1.5647408474454503,0.8291244991681774,54199.0135701391,230435.533926767,221.83,3123.58
pearson,Liver,Phosphorylcholine,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.7566136651305849,0.004394785046041908,0.6776185814384534,FALSE,TRUE,0.22852834598011926,0.7707687524700032,0.9959722383212856,1.277845624706336,133558512.836384,893103674.155376,52.35,354.34
pearson,Liver,5-Methoxytryptamine,Leptin,9,9,13,4,2M16;2M17;2M26;2M33,2M26,2M16;2M17;2M33,6,3,1,3,-0.8420920196860779,0.00439869803751725,0.6776185814384534,N/A,TRUE,N/A,N/A,-1.8079521184430163,1.23456726319069,485084.177774794,556985.928399828,221.83,3123.58
pearson,Liver,Orotidylic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8110378963229634,0.004410044739900507,0.6776185814384534,N/A,FALSE,N/A,N/A,0.6188157590873424,0.8291244991681774,15758.9286634937,653710.696295461,221.83,3123.58
pearson,Muscle,"PE(18:0/20:4(8Z,11Z,14Z,17Z))",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8106681403534717,0.00444254683789418,0.6776185814384534,N/A,FALSE,N/A,N/A,0.8036024921247708,0.8291244991681774,1383730.01799003,5039091.29056543,221.83,3123.58
pearson,Liver,"PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,0.756021559731497,0.004443673829257535,0.6776185814384534,FALSE,FALSE,-0.7662952679374716,-0.23804063697409028,-0.7034897701585598,-0.08274014206296867,37131.1320040035,18729871.4164181,2.52,11.24
pearson,Muscle,"(5Z,8Z)-Tetradecadienoylcarnitine",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.8104222820184304,0.004464252748476263,0.6776185814384534,N/A,TRUE,N/A,N/A,1.0747914541975703,0.8291244991681774,800166.224241937,8007582.74509468,221.83,3123.58
pearson,Liver,Deoxynivalenol,Leptin,8,8,13,5,2M16;2M17;2M33;4M1;4M4,2M17;4M1;4M4,2M16;2M17;2M33,4,4,1,4,0.8746471671003395,0.004472929398906878,0.6776185814384534,N/A,FALSE,N/A,N/A,0.7741203971159121,0.5260970221263376,227749.667469274,1921595.79196275,628.94,3123.58
pearson,Liver,Behenic acid,GIP,11,11,12,1,2M31,2M31,,8,3,3,3,-0.781109978127955,0.004533868166868146,0.6822406588547028,TRUE,TRUE,1.7337867388776638,-0.8161454479980477,2.4414587901871374,-1.4562274710052876,1087080.43114634,2355000.12069695,33.18,1104.9
pearson,Liver,Isobutyrylglycine,GIP,12,12,12,0,,,,8,4,3,4,0.7532487319375893,0.004678117294157392,0.6992537856820192,FALSE,TRUE,-0.27035637534948076,-0.44889601269907653,-1.377736295187619,-1.169512315049918,1161543.27913909,3233036.21939446,33.18,1104.9
pearson,Liver,3-Methylglutaconic acid,Glucagon,13,13,13,0,,,,8,5,3,5,0.7287375931085834,0.00471932126214891,0.7007410729711304,FALSE,FALSE,-0.6675298944028684,0.8177262978081293,-0.10525794930678281,0.2722258385029136,832452.260892364,14073954.8458658,88.58,661.43
pearson,Muscle,2-O-Methylascorbic acid,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7512633872486787,0.004851636644894191,0.7156483237840306,FALSE,FALSE,0.23755977135980377,-0.32131110669417345,0.7161003300695052,-0.017775142969253886,15740.2334667961,1413043.0407283,35.4,493.97
pearson,Muscle,tenocyclidine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.8044721063595935,0.005013029833573256,0.7273700474951355,N/A,FALSE,N/A,N/A,-0.5624179953640499,0.8291244991681774,2485.79578338926,4040.73514194717,221.83,3123.58
pearson,Liver,2-Methylpropanal,Leptin,8,8,13,5,2M16;2M17;2M23;2M26;2M33,2M23;2M26,2M16;2M17;2M33,6,2,1,2,0.8694652961170046,0.005030381215842492,0.7273700474951355,N/A,TRUE,N/A,N/A,6.1211932376369935,2.5838522814736633,112875.01169019,277326.744148677,221.83,3123.58
pearson,Liver,Homocitrulline,GIP,12,12,12,0,,,,8,4,3,4,0.7491409485073083,0.005042469570100614,0.7273700474951355,TRUE,TRUE,-1.2921259066622663,-0.44889601269907653,-1.9755684326862222,-1.169512315049918,608272.463724502,2327872.11571454,33.18,1104.9
pearson,Liver,N1-(2-Chlorobenzoyl)-4-[2-nitro-4-(trifluoromethyl)phenyl]piperazine-1-carboxamide,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.7489395432262799,0.0050608682667695965,0.7273700474951355,TRUE,TRUE,-1.6546399685284083,0.7707687524700032,-1.967252952229834,1.277845624706336,647349.469765931,4379077.82041518,52.35,354.34
pearson,Liver,ser-arg,Leptin,9,9,13,4,2M16;2M17;2M23;2M33,2M23,2M16;2M17;2M33,6,3,1,3,0.8347394958766933,0.005119264092942216,0.7310765619608752,N/A,TRUE,N/A,N/A,1.3850343738257516,1.2501553935819132,1420765.7640745,3077751.30106449,221.83,3123.58
pearson,Muscle,ATPA,C-Peptide 2,9,9,13,4,2M16;2M31;2M33;4M2,2M16;2M31;2M33;4M2,2M16,6,3,2,3,0.8343118566179903,0.005163496850368897,0.7327263473551965,FALSE,FALSE,0.18682341511653064,0.04608454819971952,0.673098552876939,0.4017929418186061,9797.67946882702,39707.6021919644,120.06,493.97
pearson,Muscle,3-(2-Hydroxyphenyl)propanoic acid,GLP-1,9,9,13,4,2M20;2M22;2M26;2M33,2M20;2M22;2M26,2M33,7,2,2,2,0.8333573623069398,0.005263165108946451,0.7419089106738171,FALSE,TRUE,-0.1465147010351396,0.9505721836239313,0.6422525617186751,1.9726326211752605,497324.710163702,1562267.47934904,52.35,354.34
pearson,Muscle,3-Methylpentanoylcarnitine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.7464300883403313,0.005294385875197839,0.7419089106738171,FALSE,FALSE,0.04152349398891474,-0.32131110669417345,0.7416475136295977,-0.017775142969253886,1193673.14413438,6116173.72634613,35.4,493.97
pearson,Liver,Guanosine diphosphate mannose,Insulin,12,12,13,1,4M1,4M1,,7,5,3,5,-0.7460342335376374,0.005331951541237767,0.7419230451409876,TRUE,FALSE,2.1823653437250887,-0.7833395778180952,0.2995704282842846,0.01524897605490673,217001.428966932,502618.307829953,155.89,2555.98
pearson,Liver,asn-val,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.7457330468439344,0.005360667825379777,0.7419230451409876,TRUE,TRUE,1.2119256978865403,0.7707687524700032,1.8407428407912245,1.277845624706336,10157.6669231222,115088.548942587,52.35,354.34
pearson,Muscle,Uridine 5'-monophosphate,GIP,12,12,12,0,,,,8,4,3,4,-0.7450077110949167,0.005430302713211495,0.7469497983614413,TRUE,TRUE,1.6042825298603187,-0.44889601269907653,2.3387164502823357,-1.169512315049918,2330274.88505894,5871631.21683588,33.18,1104.9
pearson,Liver,gamma-Glutamylglutamic acid,Insulin,12,12,13,1,2M26,2M26,,8,4,3,4,0.7440953725020449,0.0055188564191880176,0.7545017059427717,FALSE,FALSE,-0.44417328519477767,-0.5729614552088214,0.3140823306058885,0.18925405644351287,34772.8225571238,5154529.14873934,155.89,2555.98
pearson,Liver,Sphingosine 1-phosphate,GLP-1,9,9,13,4,2M22;2M23;2M26;2M33,2M22;2M23;2M26;2M33,2M33,8,1,3,1,0.8297517630822838,0.005651518549461235,0.7584310403709481,N/A,N/A,N/A,N/A,N/A,N/A,102721.867669113,1838260.06784182,52.35,354.34
pearson,Muscle,3-Methylhistidine,Insulin,13,13,13,0,,,,8,5,3,5,-0.7174872920269105,0.005761659301561797,0.7584310403709481,TRUE,FALSE,1.217334762741798,-0.7833395778180952,0.5099930758265615,-0.015669237473629045,1292013.19557384,2604015.11775335,155.89,2555.98
pearson,Liver,"(2R)-2-Hydroxy-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]propyl palmitate",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.7415963821897932,0.005766991369476094,0.7584310403709481,FALSE,TRUE,0.2269239541785303,0.7707687524700032,0.556350389682337,1.277845624706336,51530.0102803081,170934.303524444,52.35,354.34
