correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Liver,Nonadecenoic acid,PYY,13,13,0.9311204833337379,3.791616784474201e-6,0.044206393583054414,1198924.0188896,4857874.77742036,72.52,454.75
pearson,Liver,4-Aminophenol,Amylin,13,13,0.9275132479754261,4.98523111517996e-6,0.044206393583054414,625417.480773714,5820494.43549611,2.52,30.76
pearson,Muscle,cis-2-Methylaconitate,GLP-1,13,13,0.9197488683008676,8.592698734901456e-6,0.044206393583054414,10054.8048245646,756027.495978365,52.35,613.77
pearson,Muscle,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Amylin,13,13,0.9181099715404114,9.572381394476137e-6,0.044206393583054414,864486.738619843,44167869.2602692,2.52,30.76
pearson,Muscle,cis-2-Methylaconitate,PYY,13,13,0.9178478666524411,9.737091097589077e-6,0.044206393583054414,10054.8048245646,756027.495978365,72.52,454.75
pearson,Liver,7-Dehydrocholesterol,GLP-1,13,13,0.9123383728610711,1.3764754223775977e-5,0.05207665347995245,73098.5678605151,9230838.84584321,52.35,613.77
pearson,Liver,Terpestacin,Leptin,13,13,0.9067868374520592,1.908468569209255e-5,0.0603216325435775,928460.931944994,33891525.8435425,221.83,7640.21
pearson,Liver,Desogestrel,Leptin,13,13,0.9048751394435334,2.1258725125489868e-5,0.0603216325435775,2062959.72740164,14304058.2729692,221.83,7640.21
pearson,Muscle,Methylmalonylcarnitine,GLP-1,13,13,0.901221148782791,2.59676986731756e-5,0.06549630665345402,2263495.67119023,19535643.0536624,52.35,613.77
pearson,Liver,"PG(18:0/20:4(5Z,8Z,11Z,14Z))",Leptin,13,13,0.8964932520402107,3.3269149855586344e-5,0.06758681093200367,1139648.41910703,10811869.1083448,221.83,7640.21
pearson,Liver,"1,2-Diarachidonoyl-sn-glycero-3-PC",Leptin,13,13,0.893321134766269,3.903119101229471e-5,0.06758681093200367,76713.7469370107,1368225.41057292,221.83,7640.21
pearson,Liver,4-Pyridoxic acid,PYY,13,13,0.8930416479341778,3.9574965354148653e-5,0.06758681093200367,67240.3142811666,1136267.77304574,72.52,454.75
pearson,Muscle,Propionylcarnitine,PYY,13,13,0.8924040224447114,4.083832858403428e-5,0.06758681093200367,86874.7092400667,75941493.0701579,72.52,454.75
pearson,Liver,Nonadecenoic acid,GLP-1,13,13,0.8919862496543306,4.168349572898905e-5,0.06758681093200367,1198924.0188896,4857874.77742036,52.35,613.77
pearson,Liver,Uridine diphosphate-N-acetylgalactosamine,GLP-1,13,13,0.8881218690549281,5.018704760790102e-5,0.07594973204662354,37032460.1910635,112798819.549934,52.35,613.77
pearson,Muscle,Docosadienoate (22:2n6),GLP-1,13,13,0.8854710852530844,5.6785149958567935e-5,0.08056393150371825,16093.6806652313,585239.196814317,52.35,613.77
pearson,Liver,"(6Z,9Z,12Z,15Z,23R,29S)-26,29,30-Trihydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphatriaconta-6,9,12,15-tetraen-23-yl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",Leptin,13,13,0.8787386812548059,7.670842670004927e-5,0.09682442674304098,176510.826063218,803224.768740312,221.83,7640.21
pearson,Muscle,Homoanserine,GLP-1,13,13,0.8777526317659794,8.004468571812865e-5,0.09682442674304098,128307.796032343,2136684.13233676,52.35,613.77
pearson,Liver,Integerressine,GLP-1,13,13,0.875132282616728,8.947803765073772e-5,0.09682442674304098,258496.377048811,814120.845852687,52.35,613.77
pearson,Liver,"13-hydroxy-6-(1-hydroxyethyl)-12,14-dimethyl-3-methylidene-15-nonyl-9-(propan-2-yl)-1-oxa-4,7,10-triazacyclopentadecane-2,5,8,11-tetrone",Leptin,13,13,0.8742018883454373,9.303362589725872e-5,0.09682442674304098,1507431.57803131,3747939.60615025,221.83,7640.21
pearson,Muscle,Azelaic acid,GLP-1,13,13,-0.8727387494805813,9.885295993013619e-5,0.09682442674304098,322632.684178626,2807350.48662021,52.35,613.77
pearson,Muscle,Methylmalonic acid,PYY,13,13,0.8717176474348759,1.0308389030811798e-4,0.09682442674304098,15941717.9640944,141970123.770923,72.52,454.75
pearson,Liver,ADP-glucose,PYY,13,13,0.8716252903911281,1.0347359665524319e-4,0.09682442674304098,398356.82320966,1228839.05331157,72.52,454.75
pearson,Liver,S-(hydroxymethyl)mycothiol,Leptin,13,13,0.8711950822851756,1.0530443825445083e-4,0.09682442674304098,2467.81991224884,257389.884185566,221.83,7640.21
pearson,Liver,Elaidic acid,Leptin,13,13,0.869943484887741,1.1077858477363769e-4,0.09682442674304098,1517199562.92813,8407300653.12374,221.83,7640.21
pearson,Liver,Bethanechol,Amylin,13,13,0.8690047948534656,1.1503149316027068e-4,0.09682442674304098,979655.994855438,1867688.05080576,2.52,30.76
pearson,Liver,MG(18:1(9Z)/0:0/0:0),Leptin,13,13,0.8689756454026457,1.1516561771198707e-4,0.09682442674304098,111897.68317083,4207556.96287336,221.83,7640.21
pearson,Liver,7-Hydroxy-2-methyl-4-oxo-4H-1-benzopyran-5-carboxylic acid 7-glucoside,GIP,12,12,0.8865939668049747,1.2176624641325959e-4,0.09871763548503544,45554.6484717378,940044.929085586,33.18,1104.9
pearson,Muscle,Indole-3-acetylglycine,GLP-1,13,13,0.8624559621993628,1.4846785744582436e-4,0.10346680608071107,15949.278245418,121809.404193349,52.35,613.77
pearson,Muscle,1-octadecanoyl-2-eicosanoyl-sn-glycero-3-phosphoethanolamine,C-Peptide 2,13,13,-0.862425389510534,1.4864031783152072e-4,0.10346680608071107,184203.489242177,1058300.79288884,35.4,730.47
pearson,Liver,3-keto Fusidic acid,Leptin,13,13,0.8617994572308633,1.5220648205704998e-4,0.10346680608071107,69206.5884001748,248220.542523896,221.83,7640.21
pearson,Muscle,L-Pipecolic acid,PYY,13,13,0.8614101207152257,1.544588793012956e-4,0.10346680608071107,962342.699805938,2907763.62357006,72.52,454.75
pearson,Liver,"1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)",Resistin,13,13,0.86080446564732,1.5801550482988147e-4,0.10346680608071107,848729.623351543,2282194.99903063,7458,50393.88
pearson,Liver,Eglumetad,GLP-1,13,13,0.8605163048823965,1.5973046130910367e-4,0.10346680608071107,2543989.5312274,7022132.54434965,52.35,613.77
pearson,Liver,Uridine diphosphate-N-acetylgalactosamine,PYY,13,13,0.8602764616961139,1.611691515931208e-4,0.10346680608071107,37032460.1910635,112798819.549934,72.52,454.75
pearson,Liver,Glycerylphosphorylethanolamine,GLP-1,13,13,0.8597950076594445,1.6408832682403518e-4,0.10346680608071107,7000940.2032125,28424311.3879756,52.35,613.77
pearson,Liver,Heptyl 4-hydroxybenzoate,Insulin,13,13,-0.8581141987988556,1.746117087189078e-4,0.10712664291673533,328652.853373632,609723.604472689,155.89,2555.98
pearson,Muscle,Aranidipine,Amylin,13,13,0.8564799276947883,1.8535279307805292e-4,0.10885165010901915,42316.6874779691,337491.602057871,2.52,30.76
pearson,Muscle,Shikimate-3-phosphate,GLP-1,13,13,0.8557611184515259,1.9024068431741002e-4,0.10885165010901915,27909.8112883949,257982.730281319,52.35,613.77
pearson,Liver,Heptadecanoic acid,PYY,13,13,0.8555335912647506,1.9180907508197206e-4,0.10885165010901915,13953783.0190394,42618872.5634117,72.52,454.75
pearson,Liver,7-Ketocholesterol,GLP-1,13,13,0.8529579038537595,2.1029293282145395e-4,0.10996344076763365,4338202.48382865,18282052.9118991,52.35,613.77
pearson,Liver,4-Oxo-2-phenyl-4H-chromen-3-yl benzene-1-sulfonate,Leptin,13,13,0.8525693797989994,2.1320001247804833e-4,0.10996344076763365,118750.249851395,2423321.95299183,221.83,7640.21
pearson,Liver,L-Tyrosine,PYY,13,13,0.8514118268378396,2.2205138608850803e-4,0.10996344076763365,14011973.8880608,28163010.9805193,72.52,454.75
pearson,Liver,"PG(18:2(9Z,12Z)/18:2(9Z,12Z))",Leptin,13,13,0.8512029570834915,2.236792239986381e-4,0.10996344076763365,8071105.98649748,47092293.1264032,221.83,7640.21
pearson,Liver,Thiophenol,Leptin,13,13,-0.8503791581259194,2.3019240009666096e-4,0.10996344076763365,63093.715992697,178509.63075597,221.83,7640.21
pearson,Muscle,Hexacosanoic acid,GLP-1,13,13,0.848890739865937,2.4234236378552603e-4,0.10996344076763365,33605.6640031858,424665.128774607,52.35,613.77
pearson,Muscle,2-Oxo-3-(phosphonooxy)propyl formate,PYY,13,13,0.8487682993825397,2.4336410777781018e-4,0.10996344076763365,1172785.47772935,17327807.7829817,72.52,454.75
pearson,Liver,2-Hydroxypyridine,Amylin,13,13,0.848606080559771,2.4472306918459395e-4,0.10996344076763365,238397.26058722,755586.921334979,2.52,30.76
pearson,Muscle,2-Oxo-3-(phosphonooxy)propyl formate,GLP-1,13,13,0.8474892321610217,2.542439816274212e-4,0.10996344076763365,1172785.47772935,17327807.7829817,52.35,613.77
pearson,Liver,"PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",GLP-1,13,13,0.8473661030691507,2.553114005376118e-4,0.10996344076763365,139154.059894587,2161441.65997972,52.35,613.77
pearson,Liver,Maleamic Acid,C-Peptide 2,13,13,-0.847139032599536,2.5728924248596643e-4,0.10996344076763365,136371.03752701,95380979.2752745,35.4,730.47
pearson,Muscle,Pimelic acid,GLP-1,13,13,0.8467868936365698,2.6038054227877765e-4,0.10996344076763365,34238.1533507655,919828.296639936,52.35,613.77
pearson,Liver,O-{Hydroxy[2-hydroxy-3-(stearoyloxy)propoxy]phosphoryl}serine,Leptin,13,13,0.8466714540590854,2.614003459787074e-4,0.10996344076763365,3051980.13265491,7011529.47085304,221.83,7640.21
pearson,Liver,Cer(d18:1/18:0),C-Peptide 2,13,13,0.8466503595225118,2.615870397115514e-4,0.10996344076763365,562132.659176405,2555959.02336926,35.4,730.47
pearson,Liver,Janthitrem E,Leptin,13,13,0.8455163703731766,2.7178038204186175e-4,0.11217117586091385,9477254.3615698,33614553.5365544,221.83,7640.21
pearson,Liver,Melatonin,GLP-1,13,13,0.8430934227030813,2.946186220667895e-4,0.11729833985834039,15683.5643090989,286707.324469466,52.35,613.77
pearson,Muscle,Benzoic acid,GLP-1,13,13,0.8428684705598621,2.968139506689055e-4,0.11729833985834039,19472534.0353424,357909194.347381,52.35,613.77
pearson,Liver,"dTDP-4-amino-4,6-dideoxy-5-C-methyl-L-mannose",GIP,12,12,0.8630879704168433,2.997050093296803e-4,0.11729833985834039,5644156.5333814,19646691.6713284,33.18,1104.9
pearson,Muscle,"(2E,4E)-5-(3-diazo-4-oxocyclohexa-1,5-dien-1-yl)penta-2,4-dienoic acid",Leptin,13,13,0.8407778796419101,3.1784429077284115e-4,0.12228924407700838,4464255.53025253,14062718.4872254,221.83,7640.21
pearson,Muscle,Carbamoyl phosphate,GLP-1,13,13,0.8397106033617463,3.290273422232266e-4,0.12448201114112073,989857.633622436,3994480.92437338,52.35,613.77
pearson,Liver,Palmitic acid,Leptin,13,13,0.8383286986699058,3.4396871911454113e-4,0.1254107092625119,1233148282.80065,4518118222.13595,221.83,7640.21
pearson,Liver,Bibenzyl,GLP-1,13,13,-0.8378013021118171,3.498109181260379e-4,0.1254107092625119,451620.899754781,1354368.95252578,52.35,613.77
pearson,Liver,2-Arachidonoyl glycerol,Leptin,13,13,0.8377672720967799,3.501905697225345e-4,0.1254107092625119,548220.822753725,4207556.96287336,221.83,7640.21
pearson,Muscle,Indoxyl sulfate,GLP-1,13,13,0.8374646751372516,3.5358085430840363e-4,0.1254107092625119,779716.196315326,48268441.4311654,52.35,613.77
pearson,Liver,trans-trans-Muconic acid,Leptin,13,13,0.8362220024977739,3.6777781350458787e-4,0.12660312608413918,7089.14305712552,461209.913858605,221.83,7640.21
pearson,Muscle,Palmitoylcarnitine,Amylin,13,13,0.8354980642669332,3.762545357164999e-4,0.12660312608413918,14985301.5441824,61948433.7377199,2.52,30.76
pearson,Muscle,moroxydine,C-Peptide 2,13,13,-0.8351003227316125,3.8097726960041156e-4,0.12660312608413918,1965560.89647155,10255097.9730839,35.4,730.47
pearson,Muscle,glutaral,Leptin,13,13,0.8344387650150474,3.889365377290637e-4,0.12660312608413918,271482.457115302,741023.024939817,221.83,7640.21
pearson,Muscle,3-Methoxy-4-hydroxyphenylethyleneglycol sulfate,GLP-1,13,13,0.8342228666470617,3.915623674169202e-4,0.12660312608413918,6327.34430785354,66934.914362606,52.35,613.77
pearson,Muscle,LysoPC(20:0/0:0),Amylin,13,13,0.8341729560845085,3.9217139208871926e-4,0.12660312608413918,117072.109946699,480520.843524732,2.52,30.76
pearson,Muscle,7-Methylhypoxanthine,GLP-1,13,13,0.8338619486227603,3.959833459019331e-4,0.12660312608413918,38929.4348861281,103120250.24676,52.35,613.77
pearson,Muscle,Uracil,GLP-1,13,13,0.8324038306272286,4.142487878004744e-4,0.13060343726487178,1817574.44618821,21207333.5851799,52.35,613.77
pearson,Liver,2-Nonenoic acid,Leptin,13,13,0.8318401202711438,4.214865629792823e-4,0.1310649997209549,160877.024962537,487073.252816719,221.83,7640.21
pearson,Muscle,"1,2-Dipalmitoylphosphatidylglycerol",GLP-1,13,13,0.8308264412735745,4.347535854557979e-4,0.13175736629867646,362674.59184616,14622289.3723606,52.35,613.77
pearson,Liver,4-Pyridoxic acid,GLP-1,13,13,0.8304288124732504,4.4004717439204843e-4,0.13175736629867646,67240.3142811666,1136267.77304574,52.35,613.77
pearson,Liver,Pentadecanoic acid,PYY,13,13,0.8300123149207637,4.4564657633919713e-4,0.13175736629867646,14486933.6735164,54717247.6424158,72.52,454.75
pearson,Liver,Pseudouridine,GIP,12,12,-0.851067207535302,4.4693027334793343e-4,0.13175736629867646,1997849.90236465,3429138.56495415,33.18,1104.9
pearson,Muscle,Oxalic acid,GLP-1,13,13,0.8285547625034368,4.656877711229087e-4,0.13198062634685342,2003925.15981263,39106992.1399002,52.35,613.77
pearson,Muscle,Phenol sulphate,Amylin,13,13,0.8284538842516068,4.6710079147150696e-4,0.13198062634685342,209564.619688173,10281892.3696829,2.52,30.76
pearson,Liver,Phenol sulphate,Amylin,13,13,0.8284158396502962,4.6763456988247154e-4,0.13198062634685342,347647.95686046,21029036.119384,2.52,30.76
pearson,Muscle,Ascorbic acid,GLP-1,13,13,0.8281807211421889,4.709440852024285e-4,0.13198062634685342,176799.969571873,1392881.47793571,52.35,613.77
pearson,Muscle,"PG(18:0/20:4(5Z,8Z,11Z,14Z))",GLP-1,13,13,0.8269824606150313,4.8809997224389046e-4,0.1343169237299501,76299.2816891811,23107499.6629394,52.35,613.77
pearson,Liver,Tetradecenoic acid,Leptin,13,13,0.8265858791496419,4.938855905783913e-4,0.1343169237299501,7506389.65924411,33977800.1340986,221.83,7640.21
pearson,Liver,15beta-Hydroxydesogestrel,Leptin,13,13,0.8263717607264283,4.970317882517977e-4,0.1343169237299501,718906.735739881,3932124.00687612,221.83,7640.21
pearson,Liver,Quinone,Glucagon,13,13,0.8259670195116973,5.030222604681308e-4,0.13433653308972435,1154548.17698629,6910794.41274887,88.58,661.43
pearson,Liver,Nelarabine,GLP-1,13,13,0.8252264502293903,5.141310498886275e-4,0.13570668409850983,47711.0532155531,487463.036471943,52.35,613.77
pearson,Muscle,Glycerol,PYY,13,13,-0.8241289650249118,5.309497181717737e-4,0.13777904655149592,65886.955093581,986553.912737682,72.52,454.75
pearson,Liver,N2-Acetylornithine,GLP-1,13,13,0.8239250899581291,5.341214139441252e-4,0.13777904655149592,50619.1808340717,1210760.00750875,52.35,613.77
pearson,Muscle,Rosterolone,GLP-1,13,13,0.8220720687735565,5.636414935971458e-4,0.14243160488962875,2117.85583485189,3868245.19376006,52.35,613.77
pearson,Muscle,15-Keto-prostaglandin E2,GLP-1,13,13,0.8220066460422569,5.647068035271624e-4,0.14243160488962875,11311.7832099775,9978740.3669797,52.35,613.77
pearson,Muscle,Pregnenolone,GLP-1,13,13,0.8213309303831462,5.758032040583569e-4,0.14363442562774398,1119.28881819594,1628054.06155346,52.35,613.77
pearson,Muscle,Tetracosatetraenoic acid (24:4n-6),GLP-1,13,13,0.8200706696295295,5.969588752692948e-4,0.14729311378927165,50117.3730290727,361950.148068549,52.35,613.77
pearson,Muscle,Nitrosoguvacoline,GIP,12,12,0.8406356174446139,6.154983967206849e-4,0.14845752292203898,84913.286844612,956371.83713576,33.18,1104.9
pearson,Muscle,N-Nonanoylglycine,GLP-1,13,13,0.8185717244200222,6.229158889463723e-4,0.14845752292203898,533870.249284609,3014007.92121387,52.35,613.77
pearson,Muscle,"1,28-Octacosanediyl (2E,2′E)bis[3-(3-hydroxy-4-methoxyphenyl)acrylate]",PYY,13,13,0.8183109762851255,6.275208322047445e-4,0.14845752292203898,393098.619403501,50861346.1158088,72.52,454.75
pearson,Muscle,Glycerol,GLP-1,13,13,-0.818293073815244,6.278379824015745e-4,0.14845752292203898,65886.955093581,986553.912737682,52.35,613.77
pearson,Muscle,"(2E,5E,12Z,15Z)-1-Hydroxy-2,5,12,15-heneicosatetraen-4-one",GLP-1,13,13,0.8173240965478653,6.451936552760783e-4,0.15098861829656676,3408.74990563588,9380012.72631205,52.35,613.77
pearson,Liver,Annoglabasin F,Leptin,13,13,0.8169044162064056,6.528272428102222e-4,0.15121610624277596,5534572.91800444,14271080.4472925,221.83,7640.21
pearson,Muscle,Trimethylamine N-oxide,GIP,12,12,0.8369850265160887,6.848484163178677e-4,0.15687429698366967,9598418.68927566,43863726.3746027,33.18,1104.9
pearson,Muscle,Myristoylcarnitine,Amylin,13,13,0.8148580704807287,6.910761981659457e-4,0.15687429698366967,4900460.90222871,34901704.5489925,2.52,30.76
pearson,Liver,"(2R)-2-Hydroxy-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]propyl palmitate",GLP-1,13,13,0.8134424820938561,7.185543290830352e-4,0.15891962824248826,51530.0102803081,177311.993488652,52.35,613.77
pearson,Muscle,Cholesterol sulfate,GLP-1,13,13,0.8128829797101484,7.296495182427849e-4,0.15891962824248826,855751.094509324,22813676.8332371,52.35,613.77
pearson,Muscle,Methylmalonylcarnitine,PYY,13,13,0.8126938995663828,7.334294565900141e-4,0.15891962824248826,2263495.67119023,19535643.0536624,72.52,454.75
pearson,Liver,Butylphthalide,Amylin,13,13,0.8123481243099464,7.403818541841388e-4,0.15891962824248826,51466.5155504006,456414.400935154,2.52,30.76
pearson,Muscle,D-Threitol,PYY,13,13,0.8123442824670064,7.404593918057846e-4,0.15891962824248826,13029.5586325144,174619.159539799,72.52,454.75
pearson,Muscle,Ethylene brassylate,GLP-1,13,13,0.8121500976061994,7.443868592725907e-4,0.15891962824248826,20957.8171553678,170488.476759051,52.35,613.77
pearson,Liver,L-2-Amino-4-methylenepentanedioic acid,Insulin,13,13,0.8119184977901921,7.490925207905834e-4,0.15891962824248826,388809.703863708,2377123.11105866,155.89,2555.98
pearson,Liver,10Z-Nonadecenoic acid,GLP-1,13,13,0.8114124560319507,7.594559426661398e-4,0.15903286655251564,4337139.56301383,17113943.5280274,52.35,613.77
pearson,Liver,Propylthiouracil,Leptin,13,13,0.8109452443822939,7.691242042027483e-4,0.15903286655251564,1331185.37211023,16874018.6892383,221.83,7640.21
pearson,Liver,"N-Butyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Glucagon,13,13,0.8108722304477425,7.70643846730252e-4,0.15903286655251564,44102.5179757798,837941.548540391,88.58,661.43
pearson,Liver,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",Leptin,13,13,0.8100531740092342,7.878536741810557e-4,0.159679050394594,35004.3605652447,594835.039913694,221.83,7640.21
pearson,Muscle,O-propenoyl-D-carnitine,GLP-1,13,13,0.8098549715647695,7.920634243478843e-4,0.159679050394594,5445.19238292709,818019.132701837,52.35,613.77
pearson,Muscle,N-Palmitoyl Glutamic acid,Amylin,13,13,0.8097229147183014,7.948780922726486e-4,0.159679050394594,561849.522902817,10774673.5394503,2.52,30.76
pearson,Muscle,Trihydroxycoprostanoic acid,GLP-1,13,13,0.8087001796861867,8.169446808506614e-4,0.16010646176156818,3319.72172742552,168541.963467638,52.35,613.77
pearson,Liver,oxiracetam,Insulin,13,13,-0.8086709258705833,8.175828867717879e-4,0.16010646176156818,147938.282144342,10413473.619994,155.89,2555.98
pearson,Liver,Aldosterone,GLP-1,13,13,0.8085015434777333,8.212858867644584e-4,0.16010646176156818,99145.6518780472,2552970.25436231,52.35,613.77
pearson,Liver,ADP-glucose,GLP-1,13,13,0.8083223235742112,8.252183271411223e-4,0.16010646176156818,398356.82320966,1228839.05331157,52.35,613.77
pearson,Muscle,N-[(4-Amino-2-methylpyrimidin-5-yl)methyl]formamide,GLP-1,13,13,0.8076502402280767,8.400974899940935e-4,0.16066775511489031,6640.97236291138,2075140.08326983,52.35,613.77
pearson,Liver,pe (39:7),PYY,13,13,0.8073502320357522,8.468071683334861e-4,0.16066775511489031,543818.62667632,2749826.77884561,72.52,454.75
pearson,Muscle,Janthitrem E,Insulin,13,13,0.8068686991744826,8.576648217446041e-4,0.16066775511489031,18334.5175869249,1686030.00601072,155.89,2555.98
pearson,Liver,Ethylmalonic acid,GIP,12,12,-0.8285270285177133,8.687617977207086e-4,0.16066775511489031,135450.07602455,314467.324573046,33.18,1104.9
pearson,Muscle,"PG(18:0/20:3(5Z,8Z,11Z))",GLP-1,13,13,0.8063039139804624,8.70539053610976e-4,0.16066775511489031,14154.9773309067,162996.040126766,52.35,613.77
pearson,Liver,Palmitoleic acid,Leptin,13,13,0.8062758100531906,8.711836318404044e-4,0.16066775511489031,256097767.928887,2222693922.86303,221.83,7640.21
pearson,Muscle,Methylphosphonic acid,GLP-1,13,13,0.8059944955209394,8.776564596584316e-4,0.16066775511489031,1690931.42619284,75614866.5878749,52.35,613.77
pearson,Muscle,Dihydrothymine,GIP,12,12,0.826734952965438,9.121993628151217e-4,0.1656554042872261,917816.215923425,2390927.78500295,33.18,1104.9
pearson,Liver,Amfepramone,Amylin,13,13,-0.8040246353495474,9.240496192637649e-4,0.16567818627377126,288987.505328969,672789.499627738,2.52,30.76
pearson,Muscle,Azelaic acid,PYY,13,13,-0.8039052541744398,9.269220113114075e-4,0.16567818627377126,322632.684178626,2807350.48662021,72.52,454.75
pearson,Liver,Glycerophosphoinositol,PYY,13,13,0.8033448320680583,9.405002085646658e-4,0.16670786281858593,1718711.12456765,7346079.35826607,72.52,454.75
pearson,Liver,2-Hydroxybenzaldehyde,Leptin,13,13,0.8030636850945849,9.473706741672945e-4,0.16670786281858593,38044835.4876123,673074274.550619,221.83,7640.21
pearson,Muscle,Prostaglandin D2,GLP-1,13,13,0.8024740868423961,9.619070872202981e-4,0.16733870536308043,3668.72204237801,49178924.506014,52.35,613.77
pearson,Liver,Pirimicarb,C-Peptide 2,13,13,0.8023214346395909,9.656991366768078e-4,0.16733870536308043,747977.803671175,11931867.8015829,35.4,730.47
pearson,Liver,11Z-Eicosenoic acid,Leptin,13,13,0.8018874992260537,9.76542835041777e-4,0.16766236479132599,27125208.8747121,117624097.947548,221.83,7640.21
pearson,Muscle,Didanosine,Insulin,13,13,0.8013899351417811,9.890941906822565e-4,0.16766236479132599,159011.921608568,1078775.06007365,155.89,2555.98
pearson,Liver,L-(+)-Alanine,Leptin,13,13,-0.8010990645180724,9.964901250936115e-4,0.16766236479132599,1291412.93526857,6562257.66355126,221.83,7640.21
pearson,Liver,Docosadienoate (22:2n6),GLP-1,13,13,0.8010747245886838,9.9711098003652e-4,0.16766236479132599,480311.130724453,2604893.03572148,52.35,613.77
pearson,Muscle,Diphenylamine,GLP-1,13,13,0.8005741823134821,0.0010099462467694743,0.16857191030637547,176677.274964589,2790966.10951779,52.35,613.77
pearson,Liver,"(2Z,4E,6E,8E,10E,12E,14Z)-15-(6-Hydroxy-4,4,7a-trimethyl-2,4,5,6,7,7a-hexahydro-1-benzofuran-2-yl)-2,6,11-trimethyl-2,4,6,8,10,12,14-hexadecaheptaenal",Leptin,13,13,0.8002619615131621,0.0010180179925837814,0.16867889366169225,18278.96361881,316053.759644336,221.83,7640.21
pearson,Muscle,Nitrosoheptamethyleneimine,GIP,12,12,0.8214892362338319,0.001049035458451679,0.17193872612162753,2236332.91364237,7823646.8775659,33.18,1104.9
pearson,Muscle,acrolein,GLP-1,13,13,0.7988765491342558,0.0010544486124413194,0.17193872612162753,257096.710095619,11670617.2713795,52.35,613.77
pearson,Liver,Scoparone,Leptin,13,13,0.7986532516868275,0.0010604150509703901,0.17193872612162753,3513.77765683351,1495181.7233124,221.83,7640.21
pearson,Liver,.alpha.-Aminoadipic acid,PYY,13,13,0.7977741129279111,0.0010841637291041006,0.1738176005049469,129187.406184113,280235.650147776,72.52,454.75
pearson,Liver,L-Dopa,Insulin,13,13,-0.7976585195195046,0.001087317148533148,0.1738176005049469,47131.8561442442,161830.572151546,155.89,2555.98
pearson,Muscle,Creatinine,C-Peptide 2,13,13,-0.7966365269939668,0.0011155120564098153,0.17682767878671704,13157751.0776642,353118534.728538,35.4,730.47
pearson,Liver,dTDP-D-glucose,GLP-1,13,13,0.7964140129413176,0.0011217262442857821,0.17682767878671704,62135.5340648742,164355.109385131,52.35,613.77
pearson,Liver,17-(4-Hydroxyphenyl)heptadecanoic acid,Leptin,13,13,0.7957807943600045,0.0011395591475967745,0.17707095504300016,2788512.20999733,11359398.2269674,221.83,7640.21
pearson,Muscle,Mammea E/BB,GLP-1,13,13,0.7956159659720219,0.0011442374154947573,0.17707095504300016,4174.6465705289,461374.058898108,52.35,613.77
pearson,Liver,5-Indolol,Leptin,13,13,-0.7954136253902891,0.0011500009869927304,0.17707095504300016,51589.7092771517,269027.784836442,221.83,7640.21
pearson,Muscle,Lyso-PAF C-18,Amylin,13,13,0.7952572302748722,0.001154471424949957,0.17707095504300016,65309.8891441135,341008.11354371,2.52,30.76
pearson,Liver,c19:2,Resistin,13,13,-0.7938283312243214,0.0011959505410093034,0.1819585670928925,205288.398510437,1059121.86159203,7458,50393.88
pearson,Muscle,"6,7-Dihydroxycoumarin",GIP,12,12,0.8158919261458014,0.0012119465482282703,0.1819585670928925,6646313.03182799,152283186.939979,33.18,1104.9
pearson,Liver,Cucurbic acid,C-Peptide 2,13,13,-0.7930112221992014,0.0012201904441713177,0.1819585670928925,412725.493793787,1109173.01950468,35.4,730.47
pearson,Liver,Glycylleucine,GIP,12,12,0.8155068803549379,0.001223828736638698,0.1819585670928925,1288195.25483689,3455205.43929829,33.18,1104.9
pearson,Muscle,Tyrosol,C-Peptide 2,13,13,0.7928033958428629,0.0012264167737979098,0.1819585670928925,54299.836418268,2580257.43124611,35.4,730.47
pearson,Liver,10-Hydroxy-2-decenoic acid,Leptin,13,13,0.791873433195941,0.0012545838608760073,0.18437213482311815,198152.972389954,401103.818895939,221.83,7640.21
pearson,Liver,oxazolidinone,Leptin,13,13,-0.7917314471895704,0.0012589286739023487,0.18437213482311815,3016191.47425144,9958229.63038511,221.83,7640.21
pearson,Liver,Bumetanide,Leptin,13,13,0.7910590916444963,0.001279663516141587,0.18548473160839163,5436.72953430576,406490.950337419,221.83,7640.21
pearson,Muscle,Nicotinamide,GIP,12,12,0.8135481343957571,0.001285668643574133,0.18548473160839163,4481680.20997562,35589524.4306363,33.18,1104.9
pearson,Muscle,Annoglabasin F,GLP-1,13,13,0.7906938458907092,0.001291039101062814,0.18548473160839163,823438.397287905,35088822.9560532,52.35,613.77
