metabolite_tissue,metabolite,hormone,correlation_direction,pearson_r,pearson_p_value,pearson_p_adj_bh,n,n_outlier_removed,removed_samples,n_old_cd,n_old_id,clustering_category,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,mean_metabolite_abundance__Old CD,mean_metabolite_abundance__Old ID,mean_metabolite_abundance__Young CD,mean_hormone_abundance__Old CD,mean_hormone_abundance__Old ID,mean_hormone_abundance__Young CD
Liver,"PE(18:0/18:3(9Z,12Z,15Z))",Resistin,positive,0.5722489948044662,0.04098508754332173,0.8342054032317431,13,0,,3,5,Mixed/no strong centroid clustering,-1.4333252369841725,0.4514552437965252,54271087.02490117,43659425.23821482,60347158.35638496,19981.716666666667,24078.628,31818.62
Muscle,L-(-)-Malic acid,Resistin,negative,-0.5598106731736493,0.04664482330766329,0.8423081545572892,13,0,,3,5,Mixed/no strong centroid clustering,1.6175658728595415,0.4514552437965252,5715808.034948266,10613285.288113575,9041040.831868893,19981.716666666667,24078.628,31818.62
Liver,"1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)",Resistin,positive,0.86080446564732,1.5801550482988147e-4,0.4151731042603,13,0,,3,5,Old ID resembles Young CD,1.8627363915285788,0.4514552437965252,1054253.977434031,1446894.810712324,1752124.66906738,19981.716666666667,24078.628,31818.62
Liver,oxiracetam,Insulin,negative,-0.8086709258705833,8.175828867717879e-4,0.5993076568054627,13,0,,3,5,Old ID resembles Young CD,1.4326793942316975,-0.7833395778180952,2626998.9127708576,5731347.31687407,6552786.139732208,1614.1266666666666,1006.546,660.682
Liver,L-Dopa,Insulin,negative,-0.7976585195195046,0.001087317148533148,0.5993076568054627,13,0,,3,5,Old ID resembles Young CD,1.0086807155412019,-0.7833395778180952,71185.7959490682,111735.94353272034,126696.9814482678,1614.1266666666666,1006.546,660.682
Liver,c19:2,Resistin,negative,-0.7938283312243214,0.0011959505410093034,0.5993076568054627,13,0,,3,5,Old ID resembles Young CD,-1.2291635358394002,0.4514552437965252,750676.4258575673,511881.59130099916,605131.3614489702,19981.716666666667,24078.628,31818.62
Liver,L-2-Amino-4-methylenepentanedioic acid,Insulin,positive,0.8131284703499864,0.0012992248864330033,0.5993076568054627,12,1,2M22,3,4,Old ID resembles Young CD,-1.507275637326396,-1.073115127423688,1616213.70596207,829786.6068286992,846040.5626053378,1614.1266666666666,808.0225,660.682
Liver,dibutyl oxopropanedioate,Insulin,positive,0.7677335053395751,0.0021818793106992505,0.6436831055945775,13,0,,3,5,Old ID resembles Young CD,-1.2317750110215084,-0.7833395778180952,108648.54950754347,63964.42772139038,33379.42096554754,1614.1266666666666,1006.546,660.682
Liver,Citrulline,Insulin,negative,-0.7625848914669234,0.0024351417900989915,0.6658330984854816,13,0,,3,5,Old ID resembles Young CD,1.1778301306835999,-0.7833395778180952,3768071.0723634036,6159043.319654294,7389893.811523954,1614.1266666666666,1006.546,660.682
Liver,3-Methylhistidine,Insulin,negative,-0.7592135467135293,0.0026129862559209414,0.6776185814384534,13,0,,3,5,Old ID resembles Young CD,1.241989008572686,-0.7833395778180952,6400769.222505554,9019911.930322094,8499508.457952077,1614.1266666666666,1006.546,660.682
Liver,"PE(20:4(8Z,11Z,14Z,17Z)/22:0)",Insulin,negative,-0.7800042573383166,0.0027674145360449235,0.6776185814384534,12,1,2M31,3,4,Old ID resembles Young CD,1.89278554513998,-0.874354441813883,911653.7164974284,2361286.954220375,1858327.9170708025,1614.1266666666666,896.5550000000001,660.682
Liver,1-Methylhistamine,Glucagon,negative,-0.757004945189236,0.004362702046056067,0.6776185814384534,12,1,4M1,3,5,Old ID resembles Young CD,-1.0076492277420965,0.8177262978081293,991745.3167494166,788578.9608396048,713238.1270844805,224.83333333333334,306.004,327.7075
Liver,Guanosine diphosphate mannose,Insulin,negative,-0.7460342335376374,0.005331951541237767,0.7419230451409876,12,1,4M1,3,5,Old ID resembles Young CD,2.1823653437250887,-0.7833395778180952,260531.80700570566,407901.5290941298,465575.6369791012,1614.1266666666666,1006.546,530.0550000000001
Muscle,3-Methylhistidine,Insulin,negative,-0.7174872920269105,0.005761659301561797,0.7584310403709481,13,0,,3,5,Old ID resembles Young CD,1.217334762741798,-0.7833395778180952,1449084.2189418233,1947404.07609858,1888902.697233614,1614.1266666666666,1006.546,660.682
Liver,Arginylglutamic acid,Insulin,positive,0.7047610541863051,0.007144510610025407,0.7711717773115192,13,0,,3,5,Old ID resembles Young CD,-1.3696555361837948,-0.7833395778180952,114964.0382321569,82076.9662027115,74922.11303456672,1614.1266666666666,1006.546,660.682
Liver,"PG(18:0/22:5(4Z,7Z,10Z,13Z,16Z))",Insulin,positive,0.722679769324368,0.007927617449447174,0.7718346777285694,12,1,2M23,3,4,Old ID resembles Young CD,-2.7492305043849643,-0.7586560630287424,256716.239586734,110473.25316958007,87161.4052183751,1614.1266666666666,971.7,660.682
Liver,"1,3,5-Heptatriene, (E,E)-",Resistin,negative,-0.7400197039997433,0.009218359670249523,0.7718346777285694,11,2,2M22;2M31,3,3,Old ID resembles Young CD,-0.6689555411287388,1.0141294913274848,7810658.39700479,7337260.12154438,8079888.857084418,19981.716666666667,28241.176666666666,31818.62
Liver,Succinic acid,Insulin,negative,-0.6879781708121191,0.009340040694026728,0.7718346777285694,13,0,,3,5,Old ID resembles Young CD,1.112786209181777,-0.7833395778180952,4842846.889900964,6752137.514349106,8465582.941185297,1614.1266666666666,1006.546,660.682
Liver,Uridine diphosphate glucose,Insulin,negative,-0.6830935900561179,0.010066206769750816,0.7718346777285694,13,0,,3,5,Old ID resembles Young CD,1.0120067229749123,-0.7833395778180952,41051573.89954903,56581315.79793164,67645666.55629137,1614.1266666666666,1006.546,660.682
Liver,(E)-p-coumaric acid,Insulin,positive,0.6806820711802533,0.010440125400824087,0.7718346777285694,13,0,,3,5,Old ID resembles Young CD,-1.9011443027298334,-0.7833395778180952,1703676.0773716501,992944.9712783865,1015068.4077384329,1614.1266666666666,1006.546,660.682
Liver,5-Aminopentanoic acid,Insulin,negative,-0.6624155642926463,0.013624758394246953,0.7718346777285694,13,0,,3,5,Old ID resembles Young CD,1.323991913123965,-0.7833395778180952,152384529.52077335,327198307.4131851,407647880.5201972,1614.1266666666666,1006.546,660.682
Liver,Linoleyl ethanolamide,Resistin,negative,-0.7400826946977325,0.014388889070343549,0.7718346777285694,10,3,2M22;2M26;4M2,3,3,Old ID resembles Young CD,-1.1036561986473175,0.7691688886287478,18213.606524610117,9234.893719049227,8457.244537918305,19981.716666666667,26111.416666666668,37908.774999999994
Liver,Pemoline,Insulin,positive,0.6441824893644937,0.017483237919553033,0.7718346777285694,13,0,,3,5,Old ID resembles Young CD,-2.3280645157925504,-0.7833395778180952,683562.7045660446,369058.58471380436,249694.9905445486,1614.1266666666666,1006.546,660.682
Liver,"LysoPC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",Insulin,positive,0.6411559513097472,0.018195316813961058,0.7718346777285694,13,0,,3,5,Old ID resembles Young CD,-1.0824238622048667,-0.7833395778180952,3029778.27692129,1891619.6020014558,2380377.252205592,1614.1266666666666,1006.546,660.682
Liver,1-[(3-Carboxypropyl)amino]-1-deoxy-β-D-fructofuranose,Insulin,negative,-0.6639554746302102,0.01854401800303138,0.7718346777285694,12,1,2M33,3,4,Old ID resembles Young CD,2.126926004244318,-0.5497272878061951,484549.79249606235,625734.0050203968,570656.4846223862,1614.1266666666666,1196.14,660.682
Muscle,D-Ornithine,Insulin,negative,-0.6393170665349199,0.018638408595731914,0.7718346777285694,13,0,,3,5,Old ID resembles Young CD,1.3097610980563348,-0.7833395778180952,950774.6181794883,1699534.8994999395,1500565.4177810675,1614.1266666666666,1006.546,660.682
Liver,Tetradecenoic acid,Insulin,positive,0.6376632207598374,0.019043744718683774,0.7721153713157484,13,0,,3,5,Old ID resembles Young CD,-1.7142494642150858,-0.7833395778180952,25771652.658173434,12640358.423201669,13185947.99158792,1614.1266666666666,1006.546,660.682
Liver,Homocysteinesulfinic acid,Insulin,positive,0.6352013136905612,0.01965925114259438,0.7760212497677969,13,0,,3,5,Old ID resembles Young CD,-1.3552424229991473,-0.7833395778180952,257966508.42199066,168592377.24379912,207658779.775062,1614.1266666666666,1006.546,660.682
Liver,PG(16:0/18:1(11Z)),Glucagon,negative,-0.6590091246323632,0.019762213324767224,0.777282054507849,12,1,4M1,3,5,Old ID resembles Young CD,-1.0585854429333763,0.8177262978081293,11958472.680199267,10043224.90605105,10459139.25166928,224.83333333333334,306.004,327.7075
Muscle,L-Proline,Glucagon,positive,0.6275380715226034,0.021670173952927908,0.7876744772888639,13,0,,3,5,Old ID resembles Young CD,1.3420760464483936,0.8177262978081293,39717240.162284136,54469955.733855076,58842224.42671802,224.83333333333334,306.004,284.392
Liver,Glycerophosphoinositol,Insulin,negative,-0.6274214225008036,0.021701917490353013,0.7876744772888639,13,0,,3,5,Old ID resembles Young CD,1.795553573897042,-0.7833395778180952,3140871.7331788037,6025545.966038186,4567741.4510684805,1614.1266666666666,1006.546,660.682
Liver,L-Glutathione (reduced),Insulin,positive,0.6270947529480436,0.02179099730459604,0.7876744772888639,13,0,,3,5,Old ID resembles Young CD,-1.310210341433292,-0.7833395778180952,3597684.004450233,2610057.377429878,2572165.821364354,1614.1266666666666,1006.546,660.682
Liver,2-Hydroxydecanedioic acid,Insulin,positive,0.6258477504331048,0.022133540420623488,0.7876744772888639,13,0,,3,5,Old ID resembles Young CD,-1.8728012566334844,-0.7833395778180952,349839.8868061733,233264.100946504,194166.5657554684,1614.1266666666666,1006.546,660.682
Liver,Testosterone isocaproate,Insulin,positive,0.6417088738134454,0.02448513940347752,0.8001162917927692,12,1,2M33,3,4,Old ID resembles Young CD,-4.272823877379334,-0.5497272878061951,17980172.177697,10328869.835663112,6988287.261994968,1614.1266666666666,1196.14,660.682
Muscle,Stearoylcarnitine,Glucagon,negative,-0.6367833506518046,0.02596763141935901,0.802990002341614,12,1,2M26,3,4,Old ID resembles Young CD,-1.2970696064784655,0.5554877620462959,2838882.0731283766,1589673.7388164396,1630095.7713970717,224.83333333333334,267.6975,284.392
Liver,"PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",Insulin,positive,0.6598160094520948,0.027168627327762485,0.8045118274706039,11,2,2M31;2M33,3,3,Old ID resembles Young CD,-2.989080954475927,-0.5985808232883367,613331.5141916487,260762.699491432,320770.080030083,1614.1266666666666,1112.6833333333334,660.682
Muscle,acrolein,Insulin,positive,0.6300133238650164,0.028109883580823676,0.8053673965337975,12,1,2M33,3,4,Old ID resembles Young CD,-1.3320810898471367,-0.5497272878061951,1876235.904659073,603229.5853091113,800329.4148836618,1614.1266666666666,1196.14,660.682
Muscle,ODA,Resistin,positive,0.6037922033913962,0.02887504707011609,0.8053673965337975,13,0,,3,5,Old ID resembles Young CD,-1.1319771689771623,0.4514552437965252,1248089.4408562868,905733.7655961325,1164098.8163624161,19981.716666666667,24078.628,31818.62
Liver,ACPC,Glucagon,positive,0.6525481148715891,0.02952634320478259,0.8053673965337975,11,2,4M1;4M4,3,5,Old ID resembles Young CD,1.3323786509290896,0.8177262978081293,8446220.73497858,10179589.769667404,11079764.484106833,224.83333333333334,306.004,407.41666666666663
Muscle,glutaral,Insulin,positive,0.6255122100646373,0.029602947197222153,0.8053673965337975,12,1,2M33,3,4,Old ID resembles Young CD,-1.5290409734872428,-0.5497272878061951,656660.5593708666,422863.531465747,307926.71635116497,1614.1266666666666,1196.14,660.682
Liver,Actinonin,Insulin,negative,-0.6234210357990163,0.030315687132858357,0.8053673965337975,12,1,2M33,3,4,Old ID resembles Young CD,1.1163628403999966,-0.5497272878061951,1925449.4782323933,2979048.701739815,3390692.876404256,1614.1266666666666,1196.14,660.682
Muscle,D-Ornithine,Glucagon,positive,0.5955487439608748,0.03174553925824465,0.8053673965337975,13,0,,3,5,Old ID resembles Young CD,1.3097610980563348,0.8177262978081293,950774.6181794883,1699534.8994999395,1500565.4177810675,224.83333333333334,306.004,284.392
Muscle,"(2R)-2,3-Dihydroxypropanoic acid",Resistin,positive,0.6759246810145529,0.03190720358562627,0.8053673965337975,10,3,2M22;2M31;4M3,3,3,Old ID resembles Young CD,0.8661938384362671,1.0141294913274848,735792.7056316433,1369541.407468564,1420337.3747537553,19981.716666666667,28241.176666666666,29786.644999999997
Liver,Mevalonic acid,Insulin,positive,0.6144318878828955,0.033520586833975,0.8151465047771729,12,1,2M26,3,4,Old ID resembles Young CD,-2.00469545285438,-0.5729614552088214,16160205.964337673,7096077.74655733,4609521.082859746,1614.1266666666666,1160.3125,660.682
Muscle,Creatinine,Insulin,negative,-0.5899934978745529,0.033794191355784,0.8174338581188143,13,0,,3,5,Old ID resembles Young CD,1.1463440010970696,-0.7833395778180952,155326518.58770642,255556535.1884748,326186331.7554816,1614.1266666666666,1006.546,660.682
Liver,"6-HYDROXYMETHYL-7,8-DIHYDROPTERIN",Insulin,positive,0.5854386447430657,0.035544559620802774,0.8254855449604329,13,0,,3,5,Old ID resembles Young CD,-2.4060422292090524,-0.7833395778180952,801595.0627053156,364191.1022030358,328207.9937698474,1614.1266666666666,1006.546,660.682
Muscle,"6-methyl-8-{[5-(2-naphthyl)-1,3,4-oxadiazol-2-yl]methoxy}[1,2,4]triazolo[4,3-b]pyridazine",Insulin,negative,-0.6316391990627159,0.037106450428619105,0.8268879132604197,11,2,2M33;4M3,3,4,Old ID resembles Young CD,1.2627740910753347,-0.5497272878061951,137678.90690445426,174451.52523478025,217134.948800114,1614.1266666666666,1196.14,617.095
Liver,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Glucagon,negative,-0.5796521204191348,0.03786229173066293,0.827402214621848,13,0,,3,5,Old ID resembles Young CD,-1.7523055942058405,0.8177262978081293,35574068.1882108,13944288.680507876,13684718.376530904,224.83333333333334,306.004,284.392
Liver,"PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Insulin,negative,-0.6027408940269962,0.03804281784312216,0.8279473488550837,12,1,2M31,3,4,Old ID resembles Young CD,1.502452810929189,-0.874354441813883,530662.8778855193,1320956.829860971,952077.4774030435,1614.1266666666666,896.5550000000001,660.682
Liver,"PC(18:2(9Z,12Z)/14:0)",Insulin,negative,-0.578692137444801,0.038257154772201166,0.8279473488550837,13,0,,3,5,Old ID resembles Young CD,1.9377952882884133,-0.7833395778180952,3732709.606156216,20885463.9470417,30438601.61437391,1614.1266666666666,1006.546,660.682
Liver,2-[(5Z)-5-tetradecenyl]cyclobutanone,Secretin,negative,-0.626417048578583,0.039192515816554974,0.8284645979623956,11,1,4M5,3,4,Old ID resembles Young CD,-1.0570064128775452,-0.34464222725767063,401733.99547355436,248816.32716860325,182467.08040433674,39.31666666666667,32.71,45.7
Liver,Phosphoenolpyruvic acid,Insulin,negative,-0.5761957311929813,0.0392979632878162,0.8284645979623956,13,0,,3,5,Old ID resembles Young CD,1.0675001975983338,-0.7833395778180952,1667725.8128234732,2584431.245481186,2664611.6946991985,1614.1266666666666,1006.546,660.682
Liver,Ceramide (d18:1/16:0),Insulin,positive,0.5727066324673147,0.04078682268289757,0.8342054032317431,13,0,,3,5,Old ID resembles Young CD,-1.5355173352970095,-0.7833395778180952,27143621.184177864,18719125.61913664,22278114.52854536,1614.1266666666666,1006.546,660.682
Liver,Chamazulene,Insulin,negative,-0.5951262954716363,0.04121213198172823,0.8342054032317431,12,1,4M1,3,5,Old ID resembles Young CD,2.566661810355763,-0.7833395778180952,1007362.2807137707,1574607.66192314,1595757.0394405476,1614.1266666666666,1006.546,530.0550000000001
Liver,JH-III,Resistin,positive,0.5923198311205228,0.04242609152152243,0.8342054032317431,12,1,4M1,3,5,Old ID resembles Young CD,-1.292772133453391,0.4514552437965252,776819.8544449663,718581.7681414564,752590.8680625885,19981.716666666667,24078.628,27174.805
Liver,Succinic semialdehyde,Glucagon,negative,-0.5682478620807625,0.04274831341627368,0.8342054032317431,13,0,,3,5,Old ID resembles Young CD,-1.7813150534140918,0.8177262978081293,4178571.3203635667,2578293.337612142,2587060.04878013,224.83333333333334,306.004,284.392
Liver,Annoglabasin F,Resistin,negative,-0.5673903067271364,0.043133232113059944,0.8342054032317431,13,0,,3,5,Old ID resembles Young CD,-1.2184156127571162,0.4514552437965252,12218468.32021078,8837415.818725133,8146657.62073839,19981.716666666667,24078.628,31818.62
Liver,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Insulin,positive,0.566810680114926,0.04339481285328067,0.8342054032317431,13,0,,3,5,Old ID resembles Young CD,-1.7523055942058405,-0.7833395778180952,35574068.1882108,13944288.680507876,13684718.376530904,1614.1266666666666,1006.546,660.682
Liver,oxazolidinone,Insulin,negative,-0.5647943310828168,0.04431368866860256,0.8342054032317431,13,0,,3,5,Old ID resembles Young CD,1.1577571105198747,-0.7833395778180952,5062436.1435612235,7538446.631402584,7662838.136039644,1614.1266666666666,1006.546,660.682
Liver,"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Insulin,positive,0.5608338979071678,0.046159176477966156,0.8423081545572892,13,0,,3,5,Old ID resembles Young CD,-1.0801714619458542,-0.7833395778180952,9382121.983860126,5179893.015440096,3435314.2813384538,1614.1266666666666,1006.546,660.682
Liver,Modafinil,Insulin,negative,-0.5568605510017257,0.04806556201628736,0.8493022723764553,13,0,,3,5,Old ID resembles Young CD,1.780276004955931,-0.7833395778180952,383187.50167306367,599105.1183368744,565110.3876461685,1614.1266666666666,1006.546,660.682
Muscle,9-Hexadecenoylcarnitine,Resistin,negative,-0.5542841183894008,0.04933150015434796,0.8541690911969478,13,0,,3,5,Old ID resembles Young CD,-1.188729604426315,0.4514552437965252,43678545.629825704,26702909.73504096,16612362.07182378,19981.716666666667,24078.628,31818.62
Liver,Hexaethylene glycol,Insulin,negative,-0.6331117090382508,0.04942616245851088,0.8541690911969478,10,3,2M22;4M1;4M5,3,4,Old ID resembles Young CD,1.164679230022373,-1.073115127423688,1586581.2540118,1767788.052366095,1769687.85183599,1614.1266666666666,808.0225,628.7966666666666
Liver,"dTDP-4-amino-4,6-dideoxy-5-C-methyl-L-mannose",GIP,positive,0.8630879704168433,2.997050093296803e-4,0.437694107553917,12,0,,3,4,Old groups cluster; Young CD separate,-1.097948858724547,-0.44889601269907653,11037287.377380706,8013859.5321202595,15030298.20401528,293.11333333333334,183.1375,648.106
Muscle,Nitrosoguvacoline,GIP,positive,0.8406356174446139,6.154983967206849e-4,0.5307726751105567,12,0,,3,4,Old groups cluster; Young CD separate,-1.025785040386533,-0.44889601269907653,329326.96928135096,200819.54718993773,682560.0184820852,293.11333333333334,183.1375,648.106
Liver,L-Lysinamide,GIP,positive,0.8807442574436587,7.644518799777036e-4,0.5910267448613825,10,2,2M33;4M2,3,3,Old groups cluster; Young CD separate,-1.198693872726335,-0.23084952860498786,232098.24191441,195085.81252632133,292635.65342075477,293.11333333333334,233.12333333333333,663.5225
Muscle,Nitrosoheptamethyleneimine,GIP,positive,0.8214892362338319,0.001049035458451679,0.5993076568054627,12,0,,3,4,Old groups cluster; Young CD separate,-1.2445913922516345,-0.44889601269907653,5523466.46254234,3866936.9266082426,6562582.993518428,293.11333333333334,183.1375,648.106
Muscle,Nicotinamide,GIP,positive,0.8135481343957571,0.001285668643574133,0.5993076568054627,12,0,,3,4,Old groups cluster; Young CD separate,-1.2402360015254226,-0.44889601269907653,12556693.57303434,5746477.353200955,28170031.8578127,293.11333333333334,183.1375,648.106
Muscle,Alchornine,GIP,positive,0.8108928414085614,0.001373304510770379,0.5993076568054627,12,0,,3,4,Old groups cluster; Young CD separate,-1.2034218598536681,-0.44889601269907653,1674013.8887330366,1003615.5705995939,2197773.1920913598,293.11333333333334,183.1375,648.106
Muscle,L-Carnitine,GIP,positive,0.8017479649106298,0.0017107038060545745,0.5993076568054627,12,0,,3,4,Old groups cluster; Young CD separate,-1.196577904120962,-0.44889601269907653,633053080.629429,480415181.55438125,922943899.5215622,293.11333333333334,183.1375,648.106
Liver,"PG(18:2(9Z,12Z)/18:2(9Z,12Z))",Insulin,positive,0.7664979811866293,0.002240690409206914,0.6440835854465157,13,0,,3,5,Old groups cluster; Young CD separate,-1.256525269878048,-0.7833395778180952,32741755.339804232,19587976.15953268,11336641.332361743,1614.1266666666666,1006.546,660.682
Muscle,S-Aminoethyl-L-cysteine,GIP,positive,0.8359664875865375,0.0025855749934300086,0.6776185814384534,10,2,4M1;4M2,3,4,Old groups cluster; Young CD separate,-1.1809139485077467,-0.44889601269907653,2619287.8487512735,1372498.6056662393,8980798.847730499,293.11333333333334,183.1375,728.0733333333334
Muscle,3-MeO-PCP,GIP,positive,0.7580409996142763,0.004278606658724828,0.6776185814384534,12,0,,3,4,Old groups cluster; Young CD separate,-1.0367785234249325,-0.44889601269907653,249756.81313206165,175625.5040095265,389497.8770144292,293.11333333333334,183.1375,648.106
Muscle,Tiformin,GIP,positive,0.7571429267177374,0.004351430637753435,0.6776185814384534,12,0,,3,4,Old groups cluster; Young CD separate,-1.2269863527698113,-0.44889601269907653,3771987.3108775904,1030747.6527858918,4944690.721175294,293.11333333333334,183.1375,648.106
Liver,Behenic acid,GIP,negative,-0.781109978127955,0.004533868166868146,0.6822406588547028,11,1,2M31,3,3,Old groups cluster; Young CD separate,1.7337867388776638,-0.8161454479980477,1656875.5531449567,2151699.0302862497,1349423.242413228,293.11333333333334,101.58333333333333,648.106
Muscle,Uridine 5'-monophosphate,GIP,negative,-0.7450077110949167,0.005430302713211495,0.7469497983614413,12,0,,3,4,Old groups cluster; Young CD separate,1.6042825298603187,-0.44889601269907653,4156317.40724213,5291965.301768603,2933999.248129046,293.11333333333334,183.1375,648.106
Liver,Bumetanide,Insulin,positive,0.713135201303207,0.0062090913590452925,0.7584310403709481,13,0,,3,5,Old groups cluster; Young CD separate,-1.2193563917086114,-0.7833395778180952,316370.82467108365,186822.4797832346,14521.359246043105,1614.1266666666666,1006.546,660.682
Muscle,Isoleucylproline,GIP,positive,0.7320190423588147,0.006796483375637956,0.7584310403709481,12,0,,3,4,Old groups cluster; Young CD separate,-1.3198033257396966,-0.44889601269907653,445989165.6396677,301204778.98648846,591182984.4456922,293.11333333333334,183.1375,648.106
Liver,D-Glucono-δ-lactone,GIP,positive,0.7167234364171982,0.0087190837440461,0.7718346777285694,12,0,,3,4,Old groups cluster; Young CD separate,-1.4403641874794437,-0.44889601269907653,1097228.4011883242,787359.2484627903,1910089.1894490721,293.11333333333334,183.1375,648.106
Liver,L-Methionine,GIP,negative,-0.7088476393254273,0.009854426813019575,0.7718346777285694,12,0,,3,4,Old groups cluster; Young CD separate,1.224681185524427,-0.44889601269907653,13327673.989664333,17629347.02793015,6835677.00633739,293.11333333333334,183.1375,648.106
Liver,Glycerol 1-myristate,GIP,positive,0.7036334645306165,0.010664368238552045,0.7718346777285694,12,0,,3,4,Old groups cluster; Young CD separate,-2.0378847039389725,-0.44889601269907653,5613006.917605223,3897619.348373507,8393044.516369792,293.11333333333334,183.1375,648.106
Liver,Dihydroactinidiolide,Resistin,positive,0.7008600205367168,0.011114818398661805,0.7718346777285694,12,1,4M2,3,5,Old groups cluster; Young CD separate,-1.0591898773767818,0.4514552437965252,1798923.6863141032,1181388.320986654,3061494.4161270726,19981.716666666667,24078.628,37908.774999999994
Liver,1-arachidoyl-2-arachidonoyl-sn-glycero-3-phosphate,GIP,positive,0.7000799543632727,0.01124402066158409,0.7718346777285694,12,0,,3,4,Old groups cluster; Young CD separate,-1.0132674355189155,-0.44889601269907653,352728.13955347636,191183.55321084318,762178.0838493108,293.11333333333334,183.1375,648.106
Liver,Ethyl glucuronide,GIP,positive,0.7562982484431708,0.011361086942131242,0.7718346777285694,10,2,4M1;4M2,3,4,Old groups cluster; Young CD separate,-1.0895879638807553,-0.44889601269907653,11310418.321740057,8033260.750684263,12581181.080236085,293.11333333333334,183.1375,728.0733333333334
Muscle,2'-Deoxyguanosine 5'-monophosphate,GIP,negative,-0.6950668426199802,0.01210112833425374,0.7718346777285694,12,0,,3,4,Old groups cluster; Young CD separate,1.7184742552711147,-0.44889601269907653,64544602.564814694,138661338.62937075,75044377.2647998,293.11333333333334,183.1375,648.106
Liver,pro-met,GLP-1,positive,0.6872068688672176,0.01354117932237948,0.7718346777285694,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.4216361713094703,0.7707687524700032,52395.68699899137,84341.48573637198,21703.688508597123,148.54000000000002,228.4175,113.734
Liver,4-Oxoproline,Insulin,positive,0.6738795697457789,0.016266953464030277,0.7718346777285694,12,1,2M26,3,4,Old groups cluster; Young CD separate,-1.1619385875715171,-0.5729614552088214,14281116.767927866,11722808.2132758,9222090.850647097,1614.1266666666666,1160.3125,660.682
Liver,val-arg,GLP-1,positive,0.6731281889546188,0.01643176221326703,0.7718346777285694,12,1,2M33,3,4,Old groups cluster; Young CD separate,2.267622999816602,0.7707687524700032,534011.1271261033,865724.2860815055,252240.12173827598,148.54000000000002,228.4175,113.734
Liver,ser-asn,GLP-1,positive,0.6678437492882053,0.017625736974823395,0.7718346777285694,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.8908401957995038,0.7707687524700032,780409.7194335606,1453057.4802182915,329844.4695726506,148.54000000000002,228.4175,113.734
Liver,"Galactose-beta-1,4-xylose",Resistin,positive,0.724362894683804,0.01782238598320515,0.7718346777285694,10,3,2M26;2M33;4M2,3,3,Old groups cluster; Young CD separate,1.25612759397589,0.300165265160203,4903.460915050403,8225.60456561717,13889.084171988201,19981.716666666667,23066.373333333333,37908.774999999994
Liver,PEG n5,Resistin,positive,0.693591383838616,0.017928453894050966,0.7718346777285694,11,2,2M22;4M2,3,4,Old groups cluster; Young CD separate,0.7478569966302516,1.0019507238607326,2084117.6492598834,2425165.0425533075,3282679.7108662575,19981.716666666667,27397.1375,37908.774999999994
Liver,N-Acetyl-L-tyrosine,GIP,positive,0.6639403903756839,0.018547647192589188,0.7718346777285694,12,0,,3,4,Old groups cluster; Young CD separate,1.8146055792538955,-0.44889601269907653,723569.320417581,1038821.6913051307,1731879.07062122,293.11333333333334,183.1375,648.106
Muscle,Isopropyl cyanide,GIP,positive,0.6624544938162994,0.018907701521647478,0.7721153713157484,12,0,,3,4,Old groups cluster; Young CD separate,1.2089485219244331,-0.44889601269907653,4103642.6765523264,5083421.902970193,6342785.359576972,293.11333333333334,183.1375,648.106
Liver,Dimethylglycine,GIP,negative,-0.6573957380747395,0.020171914744962206,0.7795363683109683,12,0,,3,4,Old groups cluster; Young CD separate,1.0271077393000807,-0.44889601269907653,762295.738614319,1111918.5511924895,590649.5637740042,293.11333333333334,183.1375,648.106
Liver,N-Palmitoyl tyrosine,GIP,positive,0.6572848994451683,0.02020028678420555,0.7795363683109683,12,0,,3,4,Old groups cluster; Young CD separate,-1.073608649211171,-0.44889601269907653,15618785.001693837,7208825.413409254,19002302.778191995,293.11333333333334,183.1375,648.106
Liver,"1-(4,5-dihydro-1H-imidazol-2-yl)-3,5-dimethyl-1H-pyrazole hydrobromide",Insulin,positive,0.6503029904737831,0.022046925237262715,0.7876744772888639,12,1,2M26,3,4,Old groups cluster; Young CD separate,-1.1638653139500799,-0.5729614552088214,16779569.48033122,6563980.723940405,5811343.361296996,1614.1266666666666,1160.3125,660.682
Liver,4-Hydroxyproline,Resistin,positive,0.650169232457868,0.022083459860866253,0.7876744772888639,12,1,4M2,3,5,Old groups cluster; Young CD separate,1.0248268258317803,0.4514552437965252,750463.796350401,956298.3826896396,906072.732845178,19981.716666666667,24078.628,37908.774999999994
