"tissue","raw.file","source","sequence.id","sample","sample.id","ion.mode","name","formula","mz","rt","ion.count","val.ic","med.val","val.adj.ic","med.adj.ic"
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Heptadecanoyl carnitine","C24H47NO4",412.3433,2.479,101445.916455875,873842.31,907295.31,105329.535049713,100253.313368308
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Heptyl 4-hydroxybenzoate","C14H20O3",235.13376,2.648,449535.726139308,873842.31,907295.31,466745.14536111,444250.962457387
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Hexadecanedioic acid","C16H30O4",285.20679,3.088,989958.162693995,873842.31,907295.31,1027856.38533396,978320.16677817
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Hexanoylglycine","C8H15NO3",172.09789,3.892,1172660.41594659,873842.31,907295.31,1217552.96514653,1158874.56352804
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Hippuric acid","C9H9NO3",178.05082,3.581,516065686.747436,873842.31,907295.31,535822049.218328,509998793.639226
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Homocysteinesulfinic acid","C4H9NO4S",166.01785,4.288,305798680.644704,873842.31,907295.31,317505464.748128,302203696.603436
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Indole","C8H7N",116.05044,9.74,599360.962791506,873842.31,907295.31,622306.089227721,592314.846399991
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Indoleacetaldehyde","C10H9NO",158.06101,2.813,10411899.7329637,873842.31,907295.31,10810494.8545101,10289496.937437
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Indoleacetic acid","C10H9NO2",174.05588,2.872,92518.89301794,873842.31,907295.31,96060.7614909018,91431.2364485459
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Indoxyl sulfate","C8H7NO4S",212.00226,2.063,8976617.64478122,873842.31,907295.31,9320266.36335937,8871088.09472065
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Inosine","C10H12N4O5",267.0734,9.238,271732384.737808,873842.31,907295.31,282135020.73129,268537885.714566
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Inosinic acid","C10H13N4O8P",347.03956,14.774,28458485.6842105,873842.31,907295.31,29547951.9536955,28123926.3536807
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Isobutyric acid","C4H8O2",87.04515,9.907,944519.210831662,873842.31,907295.31,980677.90994518,933415.397425888
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Isobutyrylglycine","C6H11NO3",144.06646,5.47,1730456.39977438,873842.31,907295.31,1796702.85783573,1710113.07086209
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Isoleucyl-Tyrosine","C15H22N2O4",293.15069,3.927,192355.747184715,873842.31,907295.31,199719.635081801,190094.403741645
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Isoliquiritigenin","C15H12O4",255.06596,2.469,75673.7479899281,873842.31,907295.31,78570.7396582613,74784.1237580865
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Isopentenyl pyrophosphate","C5H12O7P2",244.99836,13.142,337723.410134943,873842.31,907295.31,350652.357509034,333753.117433751
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Isosorbide Mononitrate","C6H9NO6",190.0356,5.458,45571437.3661236,873842.31,907295.31,47316032.788848,45035697.3500991
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Itaconic acid","C5H6O4",129.01918,12.432,661559.743306061,873842.31,907295.31,686886.003936332,653782.415050372
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Janthitrem E","C37H49NO6",602.34673,4.071,24982254.6895806,873842.31,907295.31,25938641.6218299,24688562.0983157
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Jasmonic acid","C12H18O3",269.13946,2.272,926864.007126012,873842.31,907295.31,962346.818241425,915967.749146681
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Kynurenic acid","C10H7NO3",188.03525,3.899,564047.389771226,873842.31,907295.31,585640.619023329,557416.42144765
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-(-)-Malic acid","C4H6O5",133.01414,17.094,27494326.0424844,873842.31,907295.31,28546881.7250986,27171101.4192134
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Arabitol","C5H12O5",151.06113,10.45,4638641.43880837,873842.31,907295.31,4816220.92915424,4584109.34628749
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Asparagine","C4H8N2O3",131.04619,14.545,2067528.01840327,873842.31,907295.31,2146678.4715321,2043222.05928218
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Aspartic acid","C4H7NO4",132.03022,14.468,20548119.5632804,873842.31,907295.31,21334756.0489301,20306554.8784612
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Cystathionine","C7H14N2O4S",221.06,15.403,4008117.73794555,873842.31,907295.31,4161559.10963593,3960998.11246823
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Dopa","C9H11NO4",196.06145,12.445,47692.5318493341,873842.31,907295.31,49518.3283914537,47131.8561442442
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Fucose","C6H12O5",163.06118,9.61,3030799.92171887,873842.31,907295.31,3146826.97673897,2995169.69163454
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Glutathione oxidized","C20H32N6O12S2",611.14713,16.565,1295587.91459595,873842.31,907295.31,1345186.45429927,1280356.92057331
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Gulonolactone","C6H10O6",177.04019,7.921,8775266.78315884,873842.31,907295.31,9111207.25701506,8672104.32354059
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Homocysteic acid","C4H9NO5S",182.01273,5.91,540643.971054054,873842.31,907295.31,561341.255400095,534288.134449889
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Isoleucine","C6H13NO2",130.08711,10.254,105537380.342756,873842.31,907295.31,109577631.019799,104296677.808365
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Lactic acid","C3H6O3",89.0243,7.919,2951196763.40166,873842.31,907295.31,3064176398.51005,2916502351.88653
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Menthyl acetoacetate","C14H24O3",239.16518,2.373,1308147.46873595,873842.31,907295.31,1358226.8214645,1292768.82398897
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Phenylalanine","C9H11NO2",164.07166,9.668,42339903.8158968,873842.31,907295.31,43960787.568199,41842153.8641767
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","L-Tyrosine","C9H11NO3",180.06644,11.642,19293907.7257237,873842.31,907295.31,20032529.6575785,19067087.6157695
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Lactapiperanol C","C16H26O4",281.17603,2.857,95911.7427664024,873842.31,907295.31,99583.4985214705,94784.1996916956
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Limocitrol","C18H16O9",375.07016,12.381,9988243.2709992,873842.31,907295.31,10370619.7001569,9870821.00127638
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Linoleic acid","C18H32O2",279.23272,2.238,4148905304.705,873842.31,907295.31,4307736397.64933,4100130573.80132
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Lithocholyltaurine","C26H45NO5S",482.29373,2.369,185982.772556737,873842.31,907295.31,193102.686091641,183796.350110824
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Lumichrome","C12H10N4O2",241.07262,4.011,348216.264539977,873842.31,907295.31,361546.906195055,344122.617336229
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","LysoPE(0:0/18:3(6Z,9Z,12Z))","C23H42NO7P",474.26308,4.112,679647.349397084,873842.31,907295.31,705666.05153498,671657.382371649
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","LysoPE(0:0/20:0)","C25H52NO7P",508.34086,4.169,5506233.34673035,873842.31,907295.31,5717026.55511616,5441501.80188764
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z))","C25H42NO7P",498.26264,3.107,85693.1542297576,873842.31,907295.31,88973.7153283019,84685.7413748283
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))","C27H46NO7P",526.29429,2.999,203512.424178555,873842.31,907295.31,211303.419244982,201119.922302552
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Macrocarpal C","C28H38O5",453.26401,2.79,6141.91349538741,873842.31,907295.31,6377.04222491894,6069.70886405213
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Maleic acid","C4H4O4",115.00349,5.275,1974739.7916168,873842.31,907295.31,2050338.06546206,1951524.65536588
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Malonic acid","C3H4O4",103.0037,13.972,1897877.33240297,873842.31,907295.31,1970533.10756322,1875565.79493038
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Mammea E/BB","C24H30O7",429.19396,2.605,40521.7841439736,873842.31,907295.31,42073.0654557796,40045.408094822
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Mandelic acid","C8H8O3",151.03996,4.034,157014.333111791,873842.31,907295.31,163025.257995468,155168.465037419
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Melatonin","C13H16N2O2",231.11351,3.095,16551.1360875264,873842.31,907295.31,17184.757450557,16356.5601332611
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Melibiose","C12H22O11",341.1087,16.461,5658262.11720367,873842.31,907295.31,5874875.38991968,5591743.31480147
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Melilotoside","C15H18O8",325.09531,13.756,1013904.32773483,873842.31,907295.31,1052719.27304883,1001984.81954763
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Melleolide B","C24H32O7",431.21074,2.443,2560328.66911599,873842.31,907295.31,2658344.83746556,2530229.32177261
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Meprobamate","C9H18N2O4",217.1193,9.226,1819011.88435098,873842.31,907295.31,1888648.481104,1797627.49289013
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Mesylate","CH4O3S",94.98049,5.516,13035041.5739599,873842.31,907295.31,13534057.51858,12881800.9964111
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Methionyl-Glycine","C7H14N2O3S",205.06504,10.294,2361011.03519746,873842.31,907295.31,2451396.79617127,2333254.87557343
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Methyl 2-[(methylsulfonyl)amino]benzoate","C9H11NO4S",228.03342,2.672,26047031.8435363,873842.31,907295.31,27044181.2677406,25740821.680685
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Methyl beta-D-glucopyranoside","C7H14O6",193.0716,9.437,118366.961595386,873842.31,907295.31,122898.362651316,116975.433884895
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Methylglutaric acid","C6H10O4",145.0505,13.922,426917.729488176,873842.31,907295.31,443261.271842595,421898.864065969
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Methylmalonic acid","C4H6O4",117.01931,13.503,16750629.7288968,873842.31,907295.31,17391888.237335,16553708.5177601
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Mono-trans-p-coumaroylmesotartaric acid","C14H14O8",309.06434,13.063,1777283.63368091,873842.31,907295.31,1845322.76238541,1756389.80154789
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Monomethyl glutaric acid","C6H10O4",145.05032,3.096,222548.446256171,873842.31,907295.31,231068.190708242,219932.155986333
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Morphine 3-Sulfate","C17H19NO6S",364.0875,10.651,427793.759266926,873842.31,907295.31,444170.838363447,422764.59519638
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Myristic acid","C14H28O2",227.20156,2.297,249862327.965376,873842.31,907295.31,259427720.212663,246924934.384554
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Myristicin","C11H12O3",191.07313,6.501,652205.190725268,873842.31,907295.31,677173.334285783,644537.835040978
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N'-Formylkynurenine","C11H12N2O4",235.07208,7.301,10327388.8404895,873842.31,907295.31,10722748.6610513,10205979.5590915
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetyl-L-alanine","C5H9NO3",130.05094,8.9,1894113.07286532,873842.31,907295.31,1966624.74219221,1871845.78820944
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetyl-L-aspartic acid","C6H9NO5",174.04071,13.865,6245213.87967311,873842.31,907295.31,6484297.22174281,6171794.844037
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetyl-L-methionine","C7H13NO3S",190.05401,4.058,8648227.81962668,873842.31,907295.31,8979304.90520516,8546558.83619202
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetyl-L-phenylalanine","C11H13NO3",206.08213,3.892,522076.658885949,873842.31,907295.31,542063.137304134,515939.100499312
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetyl-L-tyrosine","C11H13NO4",222.07694,5.647,741464.720129352,873842.31,907295.31,769849.9550838,732748.025111543
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetyl-b-glucosaminylamine","C8H16N2O5",219.09851,12.064,742244.920922381,873842.31,907295.31,770660.024031335,733519.053826413
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetylglucosamine 6-sulfate","C8H15NO9S",300.03932,5.287,8941838.41669703,873842.31,907295.31,9284155.69423165,8836717.73291955
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetylneuraminic acid","C11H19NO9",308.09851,12.932,826567.83575277,873842.31,907295.31,858211.043563842,816850.664402351
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Acetylserine","C5H9NO4",146.04581,10.13,1592030.51171935,873842.31,907295.31,1652977.65984788,1573314.52422465
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Decanoylglycine","C12H23NO3",228.16035,2.673,12249.8579203235,873842.31,907295.31,12718.8149533248,12105.8479996838
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Glycolylglucosamine","C8H15NO7",236.07723,14.713,24313.640250615,873842.31,907295.31,25244.4308497837,24027.8079229483
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N-Glycolylneuraminic acid","C11H19NO10",324.09347,14.556,9755479.6142992,873842.31,907295.31,10128945.2336707,9640793.72535298
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","N6-Galacturonyl-L-lysine","C12H22N2O8",321.13038,15.075,72474.3069502622,873842.31,907295.31,75248.815534548,71622.2955016227
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","NADP","C21H28N7O17P3",742.07003,15.154,587050.29360253,873842.31,907295.31,609524.134989182,580148.902031862
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","NADPH","C21H30N7O17P3",744.08092,15.181,10754.7242743564,873842.31,907295.31,11166.4436281035,10628.2912169834
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Nervonic acid","C24H46O2",365.34216,2.142,1940166.5248045,873842.31,907295.31,2014441.24234969,1917357.83354602
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Nonadecenoic acid","C19H38O2",297.27962,2.25,1716885.38107478,873842.31,907295.31,1782612.30456638,1696701.59371299
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Nonoxynol-9","C19H32O3",307.22738,2.422,309903.911219523,873842.31,907295.31,321767.854431459,306260.665889583
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Norspermidine","C6H17N3",130.13473,10.273,79397.9747301597,873842.31,907295.31,82437.5396702552,78464.5683091047
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Octanal","C8H16O",173.11816,2.725,78797.6223624013,873842.31,907295.31,81814.2042224504,77871.2737127424
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Orotic acid","C5H4N2O4",155.00951,8.108,1310761.19130279,873842.31,907295.31,1360940.60425963,1295351.81950723
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Oxalic acid","C2H2O4",88.98801,14.971,3545043.77060946,873842.31,907295.31,3680757.44331798,3503368.06503065
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","Oxoadipic acid","C6H8O5",159.0297,12.989,1597327.08770832,873842.31,907295.31,1658477.00280582,1578548.83341079
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","PC(18:2(9Z,12Z)/16:1(9Z))","C42H78NO8P",754.53955,4.045,89245.522448704,873842.31,907295.31,92662.0776192547,88196.3477816279
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M16_neg","2M16","Liver_2M16","nega","PC(18:3(9Z,12Z,15Z)/19:1(9Z))","C45H82NO8P",776.55322,3.876,137044.317408944,873842.31,907295.31,142290.737155181,135433.21780252
