"name","formula","ion.mode","source","mz","rt","Liver_1M1","Liver_1M10","Liver_1M11","Liver_1M2","Liver_1M4","Liver_1M5","Liver_1M6","Liver_1M7","Liver_1M9","Liver_2M16","Liver_2M17","Liver_2M20","Liver_2M22","Liver_2M23","Liver_2M26","Liver_2M31","Liver_2M33","Liver_4M1","Liver_4M2","Liver_4M3","Liver_4M4","Liver_4M5","Muscle_1M_01","Muscle_1M_02","Muscle_1M_04","Muscle_1M_05","Muscle_1M_06","Muscle_1M_07","Muscle_1M_09","Muscle_1M_10","Muscle_1M_11","Muscle_2M_16","Muscle_2M_17","Muscle_2M_20","Muscle_2M_22","Muscle_2M_23","Muscle_2M_26","Muscle_2M_31","Muscle_2M_33","Muscle_4M_01","Muscle_4M_02","Muscle_4M_03","Muscle_4M_04","Muscle_4M_05"
"Glabric acid","C30H46O5","nega","CD",485.32703,2.08,202007.792544709,41068.0668379772,136281.577985676,241280.131255638,275501.562341419,189440.555081124,93832.431089153,43744.8226214268,195148.447467616,2041.12601460816,2897.2818025111,2559.85069214021,1903.80634063669,4148.72369287559,1853.00312210605,2152.07828771929,19118.9952741608,3961.54893588432,2018.05745472565,75258.0658676686,1683.90004320703,92964.3736600451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gln-Gln","C10H18N4O5","posi","CD",275.13421,14.044,160535.831209498,418709.893889688,860915.894792015,570084.38334962,566480.993229517,175986.364782541,474877.649402503,416096.901041416,968261.338408175,316246.037743848,329882.679265501,416923.991269429,399039.366311922,475644.586308242,474124.083497795,704302.939685319,127449.657682186,50620.2458389169,129447.015604944,391744.002801457,224407.698037789,212477.830462186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gluconic acid","C6H12O7","nega","CD",195.0508,14.4,3515038.44932935,3799223.73280804,4855337.97927899,4700478.55658248,4412500.14872759,5022774.72581056,5764690.68940639,5008781.07274598,8214334.32644724,6034026.27351758,4433318.40384811,6564324.06760279,3728547.95517965,3510360.88195785,3828550.52933988,6201934.35870573,4563684.87452657,6234675.95433145,6074073.63797889,4483658.1517861,5481868.37527803,3950700.8562127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glucosaminate","C6H13NO6","posi","CD",196.08133,13.105,469831.252803872,611234.8428461,261637.251657209,424114.683990185,597528.764111067,176687.304372448,1566843.93999057,411061.020424129,316721.184853238,639322.57886924,1052019.5282843,696208.792497525,654817.236532629,169125.79970502,382232.663236015,320071.457233661,284028.3709603,285884.136037736,269817.280487073,577584.067828719,921439.109067178,501090.91240363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glucosamine 6-phosphate","C6H14NO8P","nega","CD",258.03804,14.737,500864.423160497,501718.251841344,853180.254310856,581400.536546528,429206.606725929,453960.332647323,298626.618181047,528371.82373715,455641.734371282,760299.700970714,546606.73541986,981404.78667558,719590.04735134,603047.25271024,945668.052544779,708466.660513762,427278.803682595,760167.447667731,866890.710127828,1044084.09076426,1111296.25492126,832859.273965105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glucose 1-phosphate","C6H13O9P","nega","CD",259.0224,16.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130553.485118302,69848.834426167,65393.81653289,25177.941215016,15059.4846905594,9442.28192881574,41062.9248133026,5376.4968282001,22484.6357429708,32179.6252799716,16414.0799228686,62870.3154260718,103363.556801657,34224.829766937,45622.0786526502,408175.600072804,10106.8671625962,123057.080634759,72350.9760059574,230099.792420147,37144.7929392025,3299.11296411241
"Glucose 6-phosphate","C6H13O9P","posi","CD",298.99235,15.873,338997.906340924,631452.56485713,386964.845748331,465731.539693099,544104.352606375,270181.95239618,613139.381017128,495031.97289521,545756.021055345,1068487.650113,878003.129686981,516342.908344858,698899.601269951,489878.573779301,904841.529690936,440262.379419503,739678.996296997,537151.721471281,404750.343501014,886780.186832731,584596.020468487,638395.489766552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glucosylceramide (d18:1/16:0)","C40H77NO8","posi","CD",700.57078,3.066,410233.942719968,193732.668441276,468962.261341071,344717.780286138,312238.2688289,537466.933852813,177862.654045395,242589.691539952,412468.279491226,965477.568505654,733986.835182692,773675.27017248,1191248.97525576,1743107.2984253,647248.299358812,1096641.33144556,606364.472883988,767629.79944219,760043.136760428,426992.291385307,543077.680635988,948882.960133357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glutaconic acid","C5H6O4","nega","CD",129.01911,14.754,8949412.69574524,6668057.48793581,9379058.79811866,10471855.0694931,8091892.82284274,9860875.59820256,13210929.2658563,1780541.42002261,7791898.87552655,4349734.49889576,3673791.33721205,7911860.14513291,1616068.8528351,10150868.3548219,7129418.37701706,9841799.65490979,6989705.88636082,11155082.8750709,10234819.9670336,4160840.60827377,8443999.19798204,8082999.46035253,2756900.20114659,989418.629426714,2372332.39550499,352262.228658901,2883633.06205841,1969889.2807705,2560911.16706879,1956140.04257051,2585716.08189419,2224798.52633519,609337.654113409,3088597.07501533,470842.643662681,1017878.50806569,2451334.45033103,2294461.84497162,2219970.49917603,1766156.26245184,3124364.4781619,2650377.011332,3690695.54916645,2850450.22423025
"Glutaminylhistidine","C11H17N5O4","nega","CD",282.12051,14.123,133658.974003419,730943.095809941,1285577.93761425,648859.372063917,683151.472786989,197444.464959837,679186.116251447,514188.552122262,934795.34478962,309114.886232946,409557.898415396,396238.058743106,432831.165058226,636559.059242974,577149.699370592,790307.215689015,149023.718218411,59755.5705390243,121087.879763921,436449.981265947,246462.72441467,211882.178998538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glutamylalanine","C8H14N2O5","posi","CD",221.55402,15.022,124977.661820697,243257.057934081,60699.1192051307,338988.765377014,325657.036197393,411783.655112472,399147.097482109,2254041.9568543,640458.431650872,366429.245303634,1152075.42694786,2986890.89336918,3952533.69250697,30232.1851041042,79577.691871175,37247.2221181771,850644.25622967,327346.98971049,396644.557288344,3387563.55307227,2122563.61162558,423385.658150787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glutamylproline","C10H16N2O5","posi","CD",245.11267,14.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182655.443650051,337754.804844763,195029.395365679,194859.52460519,184516.650951368,163294.883822308,178912.387070762,154754.196332375,279513.345367694,173649.67475627,147478.432121279,135662.941847784,130416.684779144,98323.093432202,202428.424675483,163195.155336135,167709.851642029,121844.326344819,141073.933217496,132949.158063404,132365.119176903,138696.706706297
"Glutaric acid","C5H8O4","nega","CD",131.03471,13.08,9700561.98937706,13291184.2999837,6954133.83650003,12121335.5787499,10973959.7516437,7817825.02483214,8971507.25457429,10567950.4065029,8393204.80526634,10743561.626615,9229829.89732219,9218973.14446931,8986737.79248917,5478913.13904699,7132316.91102371,9018742.14277613,7705864.80490809,9589822.969399,6617694.86018903,11460389.9346011,8848097.00418405,9604173.33923105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glutarimide","C5H7NO2","posi","CD",96.04423,14.737,1841215.28576364,1203128.58765609,1508839.22486266,3345292.23117412,1272219.58454091,1726371.53215632,1472100.2311502,1604010.12968216,3276505.85342618,1449558.42836174,1482117.17243012,1678185.99988293,1673121.05475724,1308208.61757937,4247473.90043749,1737405.72522247,6691536.45121219,1553287.48130975,2462564.06533553,2013331.56443439,2649815.07878612,3002027.45218234,3105980.90549339,1941706.80936545,2692662.43446166,2234006.1433329,3688532.18352865,2448352.48709643,2447393.9562025,3886521.95555363,4042384.58619138,3792599.06343907,2003570.39262986,775142.532883877,297077.035545073,2027610.08122528,297382.29775569,287747.396340883,809568.494484978,800973.110444003,1986626.755125,3570673.61721252,2735177.0643878,1801147.16007121
"Glutarylcarnitine","C12H21NO6","posi","CD",276.14343,14.443,169048108.315094,156229650.450496,89424622.6417743,52106156.1976561,153688366.03511,152844832.870804,117241129.00492,170998290.105868,90996191.5691859,171801887.409724,62222479.2035182,185524945.022581,116331158.35654,66486824.9343091,106610992.627251,106766987.298263,169567910.095144,147132560.711707,99932951.5042341,83249028.6324691,86859977.8759758,97764523.8570818,82576.8063107149,304500.540843186,83959.1345437695,252160.656207278,79023.7744523719,83078.5884494141,134927.896663174,91090.7879133654,145118.466097473,114748.593913201,38839.7192265385,42770.9938771111,49040.0257901768,61471.61339025,136903.897932727,52683.6818539751,48200.6318341516,48814.1666206664,89829.5556698299,52356.3416733159,33746.9149073094,39988.1398506242
"Glutarylglycine","C7H11NO5","nega","CD",188.05641,13.509,29768999.0389118,24318496.4594176,51249847.5036935,63205585.1763028,15312925.0573896,55681651.9246716,34682484.8078029,13578208.026422,60321783.6216173,22615042.8807904,19207850.496961,61688319.705169,8168188.0899564,22591977.4552784,51422017.5700042,99076927.4499336,34585330.8812738,89066579.5607112,70247854.5949313,72299971.646086,62400387.9114006,41466921.0364025,478045.759525292,956537.810060843,227829.703160821,810997.571715053,207014.345481757,230274.457514404,711681.994421823,322123.246805525,267650.489336621,425190.930904392,413553.172518758,413483.57410031,723315.865203136,1018971.44680721,347004.40856696,564649.494143977,212370.387711635,400047.350099973,870224.547311108,404789.909207036,496642.259660915,267935.75334989
"Glutathione","C10H17N3O6S","posi","CD",308.0904,14.431,7498371.8023638,64738466.127656,48918668.7592012,35177901.3349918,64306010.5785316,25581802.5257315,73550428.0112788,32687697.726968,55126254.4236589,100109620.047711,72551348.4697383,91493078.0523095,54012164.2161052,45543734.2081727,110860608.916378,48425871.0440723,94102191.5971314,92623683.6599625,114053267.566955,104595475.900992,112319206.698053,75666134.1517965,1238572.97555282,489351.679764913,429597.850648837,424184.372219222,169025.76538631,216918.312070476,111495.973190312,246314.043315889,269666.163649328,286242.312647728,138190.35330183,330447.05520329,415551.502064858,406927.006202805,356055.548451196,348018.337120877,172828.448591839,811073.069850065,689455.164702124,813645.130581538,595793.214942971,385327.538566111
"Gly-Leu","C8H16N2O3","posi","CD",189.12316,9.111,1461517.2147025,2368003.39476185,4633817.1090058,2731551.34903677,2590431.32676384,1471140.57210657,2455259.88552099,2084577.33586625,3827694.04998841,645161.297144888,1768270.1801814,2444824.74344607,1988806.42804857,2961345.84480331,2711500.60958364,2921123.22891252,841208.009734496,702894.432461804,930107.551144515,1484995.26048364,1172083.89356833,1196523.64354587,42331.8154100166,319993.973598604,124625.962343806,128630.725953308,95687.3080408236,139228.384399366,180714.93849473,163959.014266903,207537.862729927,138001.552003364,106278.87727473,185732.219294634,57102.3829107812,129853.190511941,75804.2127307962,66831.3372253934,164737.063898628,81833.5705466646,118570.333562901,13342.0575360347,69391.8737365565,128837.751395435
"Gly-Ser","C5H10N2O4","posi","CD",163.07107,13.147,1956449.27668697,12108724.355806,14114060.5752269,10854587.7107523,10984036.8255478,1705382.381652,6673412.87406581,284431.929806307,12713757.3604239,7160577.25743052,6771632.08729086,10792858.8335675,9271382.39710278,6929108.02287898,6575242.72495303,9496025.14568913,3096979.62006615,890263.648728193,1307242.67144786,336635.944922464,4841258.81676012,4045854.87116196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glyceric acid","C3H6O4","nega","CD",105.01931,10.231,1059653.98014215,1038710.97326005,784203.718577741,1358949.33035691,877995.277744533,939190.788307997,892392.952350609,1100831.72526743,811930.554894626,1033085.33299209,853926.054877774,986553.621286117,947180.836713667,748148.194753593,954637.278141091,1022468.61058906,1425463.95408022,1416794.41678574,1221437.40685732,743227.369862283,1216621.58514734,1402721.87737775,1654663.25737842,1998668.32994744,1426965.51499334,2015351.79826595,1772641.22519354,1485519.58141869,1203400.225688,2312953.56810466,1276367.76188031,773164.250834088,1051350.47251841,932350.683194683,1075473.97446128,1212572.90638116,643148.990879402,1064602.50409402,421975.988086384,1046928.56239436,724824.389261329,1400751.65815062,2512791.81076018,2149523.77284346
"Glycerol","C3H8O3","nega","CD",151.06107,6.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867447.826768719,656759.714621746,815342.668668502,633969.035721377,659546.570526644,616836.077675428,517079.298890936,843642.824149116,495395.069400415,794252.703725117,745261.394647736,588018.704014001,775963.366553312,530021.738047102,471864.406478562,500219.386303759,65886.955093581,712141.742187622,986553.912737682,735548.316317559,599000.04517041,773670.585452196
"Glycerol 1-myristate","C17H34O4","posi","CD",285.2418,2.449,5868964.41217963,4172293.8186561,2775620.71898882,2960346.91841775,4355837.95982239,3764047.49036979,2929417.15914698,3827609.54490566,4504279.13955374,5583146.81632644,6694052.33959425,4561821.59689498,3658894.97370748,4400295.64832907,3070028.80020236,4432763.95888103,3687388.98608157,6452294.33665214,10738976.0028912,10056993.1460947,8467352.47510688,6249606.62110404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycerol 3-phosphate","C3H9O6P","nega","CD",171.00634,14.652,28243354.8332178,44935795.5722637,20935911.7320558,20685502.3390977,34742854.3617651,34622715.8554769,47632383.9261616,31318274.5092715,33059155.5639039,26209883.1422963,15954898.7175496,8493616.62156711,39019484.1777649,7103969.59481251,15007837.9874951,26267554.9721625,26450469.8626112,108548376.777771,69819201.3703954,37998410.2177981,41394667.7676666,38968373.3737992,1700174.55487622,4492853.31364706,1016165.14503363,1229716.03312844,573003.639431634,787468.539111673,1303152.12054676,781872.036170893,781701.020473666,982544.36971714,709748.324599757,2586566.58702505,1451133.58970833,1169294.76957002,957142.937705884,2603284.42335775,765966.314054936,2077276.35376793,1760084.89390152,1302423.50594292,684612.270727578,560311.301158671
"Glycerophospho-N-palmitoyl ethanolamine","C21H44NO7P","nega","CD",452.27834,4.1,39591.0380920549,189421.534937551,152957.363019033,106922.006077481,113431.238672619,92316.978881142,30584.873565523,73380.4285474235,134461.620442057,52747.1284049856,193589.300795649,222746.149265189,157076.694216036,156434.730662574,103935.050757451,102870.175977028,228220.208654561,294849.452371692,166322.189797874,44781.3585621635,253065.881521254,296767.688578531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycerophosphocholine","C8H20NO6P","nega","CD",316.11653,14.746,117104.98609977,47171.2513690332,81197.9746855745,57103.598450591,80122.2271976717,211689.107448293,270624.64946919,74833.33154756,149045.719943786,98098.2255893718,149561.010521224,147057.857521405,130133.15278503,220094.843260714,135858.24361583,186389.826641891,216812.103958272,102311.105970952,108099.488609633,134333.318637116,74218.5320275761,119332.696986898,1905541.63652572,5104180.52304584,1654137.0718197,1608025.5095378,1278342.65338876,1181322.22472739,1445905.60509163,1325030.31982636,1610333.83441759,1854036.42998836,2237913.53343245,2212669.82865276,2673929.16026218,2180705.36292404,1626378.05797792,2248833.06618938,1807443.60282341,1264111.51088016,1689148.52394702,931039.921933188,953991.619997121,1025110.9170494
"Glycerophosphoinositol","C9H19O11P","nega","CD",333.05927,14.829,1838744.00252184,2325355.28352487,4433775.78546593,3441035.04202541,1524221.19723526,2221092.85653858,1725365.72962654,2165842.88503123,2604624.82756855,3073770.80529244,1718711.12456765,4630133.26967632,3446124.47070113,5204867.24120715,7346079.35826607,7000774.9142333,7129883.84578328,3930805.70786867,5462172.53323522,5074892.42669938,4745617.9373082,3625218.65023093,220746.213364331,485847.471736726,208437.717522024,296024.090205388,165126.81060536,195644.587713339,253545.979160511,267550.744047246,316043.272024022,501624.377689058,472673.446902842,268817.926712971,230976.970674989,342090.407791134,239090.041785866,197238.427307556,219134.947103093,102425.917572494,277055.261327312,66879.6007315055,85853.9812565501,90175.1162141945
"Glycerylphosphorylethanolamine","C5H14NO6P","nega","CD",214.0485,14.594,8094930.18741126,8195498.81847449,9322487.13712783,6207605.89107818,6104007.54834962,12546073.7967937,13783969.5397979,5739253.13397067,11861343.3998868,7000940.2032125,10766258.7843231,12313436.6851551,9524137.58404738,18942689.6676765,10348658.6075542,12962774.3696498,28424311.3879756,8698786.13039405,9572339.91083458,10110112.9670144,9543396.35293396,8670337.77977003,790158.54617743,1095363.49674151,423784.575897539,414211.27339104,329343.751480312,223407.727858819,350348.413045602,302879.964313134,360607.259266656,329779.792090628,359295.39457341,397510.493792291,440837.817284695,426547.765190325,278478.211900804,371469.773401221,892371.169417955,433579.775375494,647299.629111883,249012.216479739,234568.041059738,164933.394665868
"Glycidyl Stearate","C21H40O3","posi","CD",341.30462,2.388,1050731.89549255,857141.505240767,624981.413699837,850079.625527844,604856.953018902,774248.442384224,527878.922314772,1167708.48225986,103397.153275511,1817101.75227919,1290928.2560719,1539283.8593486,1540957.45136128,1468555.77421614,1717646.89652066,1957599.98947399,1121266.70887928,2170801.68360117,2026379.71012906,1860664.07526121,1653417.32712576,1824089.06190262,81254.4397574731,729519.085632684,38960.2585281356,288947.725052313,157186.388714463,462677.991212863,477872.144009127,387625.661804164,65793.0215353812,171447.884307549,322440.86975683,330914.717507102,214516.69025468,130271.22587523,596471.38435511,407241.137593778,621260.882417134,553334.889133083,304645.902889754,392194.1528226,180794.887114861,941640.732719079
"Glycine","C2H5NO2","nega","CD",74.02462,14.238,11308407.7514508,13518252.9674481,15595564.4442138,15015898.8602059,12660331.6704679,14558068.8667273,13964852.49214,12403524.5274912,14966173.5838262,6546635.50542496,6497380.70493391,9285542.4216507,4729265.54944111,7705382.4095413,7048583.86831229,8604176.7746274,7261216.72898993,14995784.2651371,13918949.435795,14241419.7684621,15068878.764113,13221902.2830854,10160441.1094864,22001160.4524465,13541722.27553,15897499.4771337,12105820.453851,8743143.6798053,14626752.2094626,14466024.9945317,18847101.2889834,4322165.908885,7218086.71521131,9480581.9481576,7764344.35393102,10991483.4514271,6117924.92489387,8233014.52189587,20565348.477504,17673747.2686041,26687291.5325043,28109653.8086299,30078538.4370438,20637677.9860631
"Glycodiazine","C13H15N3O4S","nega","CD",308.07363,8.365,50774.6465661994,63738.347668241,109103.247814078,82438.9723967014,40703.073305989,76755.6680227128,95197.4870150548,152235.094966671,67904.5391579449,63043.3686335914,101649.813142913,121080.225751291,88629.2539038502,114636.768368575,117489.606571454,51585.1084391234,120055.21972454,100867.920147681,87083.0578716492,62830.1576675142,65482.2437619376,78079.6691073164,44937.0203384936,119903.866097474,23839.9466254811,50308.1418779546,57230.3911272242,40520.3955788872,21425.6086297461,24581.6748921038,38127.1247203661,23321.9050475337,56061.7347171443,94706.194945335,66911.4072223644,98279.8615643244,37262.0527156029,60127.9715701046,91449.3449018966,49676.7994529446,37772.4225053398,48813.2924955546,32931.813260383,39235.1383725822
"Glycogen","C24H42O21","posi","CD",684.2549,16.448,740652.588109902,16550845.8675754,2649108.76564479,8006120.85862017,6491483.8357673,642936.022837613,4568376.30924866,9339029.17464685,11541206.123055,67621316.6865305,53793511.2279252,16561973.4596349,22936243.8081816,13869895.0417304,58935592.005692,14955900.7073082,38506146.671649,2691964.19903642,3293506.50657734,10754141.8316029,12899918.4241655,16573225.9983873,1602114.53721227,690835.956110583,2644726.74093903,2180533.76720978,2041546.38966368,3887393.2083952,2914236.45230048,1962995.28145596,2622814.96989036,6150821.13882757,1366300.89977382,2903684.85108383,2503023.51982922,3899733.64174456,4092790.11801173,9335065.97771498,3313250.57199605,633718.162947003,592657.173053157,576101.990541765,428007.958791148,489983.240254527
"Glycolic acid","C2H4O3","nega","CD",75.00862,7.748,8831785.90085316,5824122.15378828,7317013.25124223,6707959.22406432,5572494.72346463,6275221.40738998,5332611.87043818,5823301.50288847,3128093.38890306,5939588.27808259,4944443.42707569,3711942.6499698,6432798.88361048,4494598.76503883,5081324.12182423,5029518.85178394,5628443.61634189,5032198.03952684,4588294.71798963,5170627.76716019,4883512.6069052,5577831.13897317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycyl-L-asparaginyl-D-leucine","C12H22N4O5","posi","CD",303.16559,14.534,68155.9852589925,83385.8157064519,175203.947513373,177278.410250868,206954.371429708,184655.356938827,418361.466220787,455231.777279617,120144.026232154,117193.880319959,139994.283789868,100738.200217466,214443.947784251,170295.653144247,85052.3467798279,120751.336276781,305699.364542996,157271.155958663,103523.611081518,222183.017176965,146848.924041942,154935.942488802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycyl-Lysine","C8H17N3O3","posi","CD",204.13422,13.386,3343513.54260946,2916436.58511556,13645847.7500937,4008762.10803517,3343196.87167292,1471047.82606539,2048286.77262117,3862366.48671738,4985489.09472691,8740952.37564192,9613666.38780381,6293532.45791586,4199824.88299365,4190137.13100274,4985761.00890193,4280455.41682971,6805481.4588548,5731059.63257706,5397971.05733672,5797445.62795213,6089283.04173853,4659331.67958411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycylglutamine","C7H13N3O4","posi","CD",204.09748,13.958,185012.616572656,761012.885671538,1216548.45050187,691651.61968095,740215.401528347,230359.632988869,773228.50382773,566269.162480029,1485070.69862749,424035.097842449,453255.096275419,651235.274101563,581468.59547336,876513.035379996,819235.519234828,1190261.55506399,135408.150349862,101833.259748252,153550.744236182,476355.977898829,363110.517000332,360954.349293487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycylglycylglycine","C6H11N3O4","posi","CD",228.03773,14.444,121972.838115708,79011.0863345936,156582.8836932,77120.3274901555,47832.3261014618,119021.464354704,42823.6641027578,39427.4988392977,125400.908293894,34202.5196192464,41869.9345210838,103811.137631392,54018.0647845098,176833.742337277,105663.725396392,117034.974847718,31997.7730370852,40713.3511900933,41195.7875507715,32885.9658301082,31435.1175385352,36097.585568017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycylleucine","C8H16N2O3","posi","CD",189.12321,14.019,1866745.6686695,1579913.18283641,1689115.94765974,17878.9831279262,774691.351253734,1313181.70355832,945472.833066697,1258304.58020019,1578597.74197857,2264085.86486483,1288195.25483689,1349149.74066062,1176944.18948447,1409445.21548263,1714606.77909042,2512233.3310899,1334205.6297853,1626253.82063562,3455205.43929829,3160997.33835061,2013312.34556358,2038680.52308634,262515.21900969,213187.599620117,276895.347000312,272276.504805279,293641.091893884,315803.396701641,461932.061877818,298241.721387282,781175.705206308,231129.096472334,142372.942436965,173110.689611841,87053.8009429624,111963.121615614,175937.630506705,167582.928080979,415951.01829433,272306.20822799,217074.137507671,279372.742383846,230655.012809722,181457.680998784
"Glycylprolylhydroxyproline","C12H19N3O5","posi","CD",286.13923,15.053,319425.854335228,375593.781511666,509324.855072915,467110.46332238,440310.457088041,38974.58941097,40867.5399718961,227181.774054006,337731.15870127,96014.4456613709,24848.1230217186,407900.096695416,172366.014861145,379667.815815082,61867.6220767388,290981.969999293,141885.515355164,37726.8132349755,1029195.78092766,71056.529785889,744470.158902918,782288.266488271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycyltyrosine","C11H14N2O4","nega","CD",237.0879,9.529,152177.03747269,648740.699069313,1739899.4380234,904261.552391779,827000.058060927,199041.927409209,542492.453623655,530452.592939136,1209958.30484322,425885.338753311,584578.351259554,647646.466129016,480323.378731481,885046.78027973,684466.059571259,867584.460842688,284897.93622291,58660.3789426697,93174.9760195439,438695.550441841,264233.97762112,271840.309753148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glyoxylic acid","C2H2O3","nega","CD",72.99296,13.069,5910993.01069257,6641716.5116881,6417787.65098152,7005619.82438158,6123412.05044512,5162756.6040055,5752415.59820462,6137638.73292788,6550374.67011521,5790996.84419681,5298170.68253113,5170718.79349561,5078214.94773231,4283597.66477316,4777937.87538034,5829167.893621,5324944.60861888,5253552.10946664,4535486.18804194,5941081.62486101,6441486.81248212,5576291.18576612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goshuyic acid","C14H24O2","nega","CD",223.17005,2.382,4902124.18934246,3863321.12657104,3311968.64098659,8438923.57162535,6407540.48620482,4664798.6725036,8016457.57315321,9333320.12735971,7349596.37867793,4924623.48316918,5405744.62464397,3553531.59812752,4940283.78046415,3006743.25178233,7298782.47520113,3228618.73837717,4647177.9565472,2319775.59737968,1931215.81398017,2614301.85807557,5430642.15361091,3200224.1839388,1334810.63755245,310930.486495853,338698.260488058,126206.653412474,315612.932450091,1180237.22815539,186491.946486844,46547.2102900195,198917.321607922,812561.761782823,40815.4586659916,366075.30974041,396755.28535147,74072.533309011,171297.108775267,98071.1804288287,25448.477710267,507637.925591024,688045.972275459,324402.137828862,614034.193559221,155332.79392557
"Guanidinoethyl Sulfonate","C3H9N3O3S","posi","CD",168.04344,11.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3478957.55271277,2557557.64805279,2132714.11929486,2388695.01123449,2456821.52172674,2694305.12521279,4872792.44484949,2933142.70421227,3149386.59025337,4722422.83786685,1696761.22734453,2831075.26490195,2041378.13275093,2254794.14954256,5171034.83051299,3322930.92404628,2259288.4575814,2864152.53304163,1960120.96365359,2914817.95506394,2760256.2454612,2333510.22545362
"Guanidinoethyl sulfonate","C3H9N3O3S","posi","CD",168.04341,12.072,8683126.77622046,6556505.49432212,5834518.8771889,7771087.35612373,5642449.22391638,7919741.17950707,8839014.40566056,9425484.7761861,11935570.7202454,11547212.1820928,4858208.43444002,7083508.28358253,6986469.7518531,5495144.34501933,14695774.0591567,7963242.67465391,9348269.48945536,8714802.22565628,7275734.62867572,6219657.67018797,7215006.8277957,7768722.10966564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guanidinosuccinic acid","C5H9N3O4","posi","CD",176.06625,14.657,8483553.35771536,8631380.9862002,8641124.45883689,8043208.79052446,7196394.13075224,12506518.7460939,15614113.8335269,5538538.85941192,14097941.5564148,6079665.4123944,4591015.37131499,10604028.2648826,5349730.17870109,7274327.71123709,6862965.11875455,17610825.8625273,4719413.05484393,26904772.4490005,29023084.1853495,29394778.6193952,27802615.2781023,21921058.8294957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
