"name","formula","ion.mode","source","mz","rt","Liver_1M1","Liver_1M10","Liver_1M11","Liver_1M2","Liver_1M4","Liver_1M5","Liver_1M6","Liver_1M7","Liver_1M9","Liver_2M16","Liver_2M17","Liver_2M20","Liver_2M22","Liver_2M23","Liver_2M26","Liver_2M31","Liver_2M33","Liver_4M1","Liver_4M2","Liver_4M3","Liver_4M4","Liver_4M5","Muscle_1M_01","Muscle_1M_02","Muscle_1M_04","Muscle_1M_05","Muscle_1M_06","Muscle_1M_07","Muscle_1M_09","Muscle_1M_10","Muscle_1M_11","Muscle_2M_16","Muscle_2M_17","Muscle_2M_20","Muscle_2M_22","Muscle_2M_23","Muscle_2M_26","Muscle_2M_31","Muscle_2M_33","Muscle_4M_01","Muscle_4M_02","Muscle_4M_03","Muscle_4M_04","Muscle_4M_05"
"3-(2,4-Cyclopentadien-1-ylidene)-5α-androstan-17β-ol","C24H34O","posi","CD",339.26779,2.755,236053.13653836,393260.954534744,26861.6462598302,204612.2310017,91420.4627796797,177753.931760552,130488.262147113,357170.95605999,147489.060587953,157890.220733992,305723.909724636,287450.264161051,570568.909726037,7547.81261188695,146513.103068017,553355.891573927,167589.403999134,959377.181732001,963325.963724177,967426.001091946,947023.892026798,803973.550744038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-(2-Hydroxyphenyl)propanoic acid","C9H10O3","nega","CD",165.0555,3.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906021.912561532,10333701.8716602,866550.093157846,2847824.29856667,275939.106846992,552984.248363968,716206.70901804,1212103.75785323,1329656.25841052,716020.296732079,1562267.47934904,3737490.03380133,4764285.49673814,788161.093867701,2453057.43556412,1341949.94054228,283591.060161484,968834.573871007,732344.981824064,704172.525613739,497324.710163702,680559.844018435
"3-Acetyl-2,7-naphthyridine","C10H8N2O","posi","CD",173.07081,3.664,2609977.89625149,1583315.85358541,1732749.49037628,20214.6985627372,1753588.79248181,90117.8884085602,1910691.4753603,1444756.54805585,1271195.33028742,631300.008438376,764574.421839599,1043028.59846372,1626098.35631902,962222.107968079,896217.192549043,1011997.01302254,1677744.26557932,12128096.8600552,5951472.20369253,1914977.31781035,2266911.54256863,1819397.15570384,865497.76530941,1714231.49075363,869610.180926811,98406.0031612982,866886.024776873,1207046.6156169,1337377.93014665,165960.014940339,1890316.13194403,454363.024137499,1051637.63131573,2082226.10800804,1204637.60432402,1250839.09401651,4149722.57971874,1246222.17388484,1655225.28376514,568763.078088004,764796.603278297,1002880.02185496,842453.366075346,731243.357117807
"3-Amino-2-piperidone","C5H10N2O","posi","CD",98.06025,15.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019421.41286628,2093065.21571195,1645490.85214355,2172990.73490459,2638859.56424561,627024.881412688,1143649.67074028,1473454.77940565,2798436.26806098,2470185.00503109,747723.611351061,478639.004854602,535006.282479854,1215101.40494862,207243.7231336,193016.568803565,609702.008545051,1674897.97044984,2567024.11098921,2399559.92649486,2438360.9525505,2001394.92406115
"3-Amino-4-hydroxybenzoic acid","C7H7NO3","nega","CD",152.03504,8.034,6813127.69730541,6886225.45231166,7970837.77395212,9172463.5882417,7433022.52852477,5106904.98075119,6950131.42901085,4394610.47984866,7735208.94575747,7395330.90841877,6703609.34309746,3702722.6421914,8159729.22135827,3618973.11889563,5074249.14554456,5132629.86134371,5549399.51470041,2744846.516169,2207851.19560358,4418281.35527962,3541454.82530395,3979652.56421332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Aminopropionitrile","C3H6N2","posi","CD",103.08682,1.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253539.69466587,4091338.34967114,114485.828883312,966643.843367842,8184450.68704884,34595.7043966224,40652.966802673,12045143.935481,314445.509528672,2188427.42092626,117799.389755082,39076.2355817786,74025.6122193815,105633.150209055,87147.574745006,366293.462134599,366611.18961901,85115.7793375675,4929872.27877729,1911958.46046362,83037.9860619807,119339.017450679
"3-Furoic acid","C5H4O3","nega","CD",111.00856,14.824,2720980.577058,4813497.40479038,8658385.04774138,5524699.29818209,5984804.67393686,4217891.14728179,5649705.88692439,6223941.00628402,8131151.72067606,8495647.46103583,13649601.6732328,13235773.7800768,6538948.05801077,10293278.4265618,12355977.1023693,10564472.9828136,4787554.19545733,5791133.89366613,5784603.1490484,13032432.5112469,16657830.2392499,9153767.57866745,2448919.50531992,2151065.60548082,2372332.39550499,3252087.99625231,2883633.06205841,1969889.2807705,2560911.16706879,1956140.04257051,1672449.53030446,2224798.52633519,2685943.99957341,3088597.07501533,622084.306539733,1550935.26729757,2451334.45033103,2294461.84497162,2219970.49917603,1766156.26245184,3124364.4781619,2650377.011332,3690695.54916645,2850450.22423025
"3-Hydroxy-1-phenyl-1-eicosanone","C26H44O2","nega","CD",387.32673,2.198,105433.083677633,211457.238583085,383420.755112874,179968.304761256,116947.990497495,164364.497547698,132724.706007827,140369.105450219,231615.566945021,246903.201448642,112036.2599754,79464.2575482058,165624.45120978,209936.690952674,220629.286736196,122481.759929964,439999.22333045,47523.172252611,116375.344775392,154781.238220713,68629.4307164326,82597.7058031864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Hydroxybenzyl alcohol","C7H8O2","nega","CD",123.04516,2.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10995791.1236375,2466148.53582376,11857775.7404621,9628115.80091352,6195019.22763313,10587512.2973547,3720659.29908908,4926095.29316216,4356016.83900998,2253396.877274,3428972.26238339,3775485.72032047,5894915.66566166,4463029.24700104,5330633.36947108,18086565.7856038,7691702.5553973,12412445.7601879,13065417.8391442,7459957.26403823,16414684.6648748,10338371.3743581
"3-Hydroxybutyrylcarnitine","C11H21NO5","posi","CD",248.14893,13.068,187911057.106064,124800359.831589,77725530.0496724,93031514.0372612,114975461.207244,271142470.435788,144842463.561526,172565458.237009,103726568.29878,153747863.369756,144731631.250612,158044329.172253,188438915.653089,99951677.1611917,71796580.9178531,89893588.2355318,101788425.778324,104013872.784777,85992660.7257412,100955079.858121,96799274.6910512,118206057.874393,14703293.7478383,16109951.2392037,9246135.29575694,11765480.8204117,13134733.836595,16447519.3895903,7873862.43454438,9998776.17548208,7129395.93016185,8358148.4164083,11472893.5941663,6365131.5570829,4564262.35914518,5231889.65201908,5742044.44020427,4240940.09549862,5481694.60603534,8529598.33822256,10005596.26022,7453554.57510661,7827619.85626684,6729577.36954408
"3-Hydroxyhexadecadienoylcarnitine","C23H41NO5","posi","CD",412.30476,8.482,2738729.56953959,3132884.41938444,7722372.22268819,9507666.87116824,2455519.70753449,1507046.24702477,493152.278144505,20535184.6184992,2428294.54418454,5521171.58323511,5880138.19485798,5944636.33059203,56541127.182939,4327608.54115135,13332813.6349804,3323446.63800746,1007698.33532369,343894.779357365,156533.805758074,107340.889159393,327687.663914947,352659.341083417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Hydroxyhexanoylcarnitine","C13H25NO5","nega","CD",274.16559,9.112,167686.201951076,8480.52313136436,5736.3273787305,112042.959976908,13640.6407953885,45165.2482885008,11369.5305135577,9595.21464365669,4922.89247403116,4438.2646797764,4280.08965551767,3767.10757660694,4270.37381353219,5055.97861121315,4369.44016904038,4560.013055571,4360.62374801921,4885.60906508161,4460.35532301753,4297.40588521169,4404.60087686018,4186.09562142101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Hydroxymelatonin","C13H18N2O3","posi","CD",251.13635,9.157,123593.784780583,266880.8650792,201216.493392556,375857.340091645,267857.0830131,85986.8674903257,247380.167713133,155189.865022185,206087.900809718,184733.173016628,236090.775517352,266094.365064502,271072.375600137,264299.507275767,20017.0402987668,249906.976150095,12117.9571565612,6683.04212373006,15986.7310993512,187429.272975695,365209.515927875,376925.122712425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Hydroxymethylglutaric acid","C6H10O5","nega","CD",221.0666,11.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5046110.20859362,701568.817114719,1596642.88116298,2264348.33150767,2553071.14879444,3053194.99610269,2437559.71637021,2200615.62893135,2109899.00942218,3184257.87647011,2700113.44535443,2798465.59138668,2996823.46348903,3573443.77955755,2529734.18573546,5265491.52346244,556498.033722454,396978.7788222,710979.631414031,494220.197595925,439122.499577451,2245570.20533825
"3-Indoleacetonitrile","C10H8N2","posi","CD",157.07585,9.777,474837.045999024,794296.917422338,1299234.76802412,1087978.50688696,714174.053477425,757566.032858138,1139202.82267994,966279.351546025,906964.819122887,68954.1794970177,717072.410789444,859552.058241758,1055062.21898717,815404.54190763,1591445.16800574,781836.169475042,837580.001299093,205427.449316769,527333.938573816,723106.416438137,735642.424066343,743609.779512708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Ketosphingosine","C18H35NO2","posi","CD",298.27364,2.47,95559.2431970674,1088785.78872177,1099879.6770089,910597.980804079,1223046.87994395,109309.742477061,1125403.76235823,1153921.92910318,1016968.6278895,894442.466545997,868419.349342863,746504.804342891,762279.698165918,788120.064170884,634240.037204566,756589.11022301,775725.730436398,768010.844913606,1924515.08553043,1005926.09322901,732702.872231772,990256.608701904,130555.860127454,47488.8493366704,179422.074482856,182944.341562415,241097.780209572,153962.919372015,258200.430122346,106079.062751624,187938.458675385,695347.606617863,254997.179554616,171851.862651684,66477.4570875174,78181.7830465843,353129.862589948,217325.211402936,185218.425469169,278642.79614112,83746.6344258368,54114.6223306733,203095.906159635,24917.9810952513
"3-MeO-PCP","C18H27NO","posi","CD",274.21602,8.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162952.884208703,331810.431973469,352397.181115988,334728.847044123,281390.358369644,368105.477710186,312833.622299711,252276.872857727,356668.876268822,302593.173084958,310048.521092456,136628.745218771,150602.194593611,164372.816856474,232647.928220466,183660.202729669,121821.068231497,412716.441723896,366608.738628364,430294.429850026,374075.673471043,363794.101398817
"3-Methoxy-4-hydroxyphenylethyleneglycol sulfate","C9H12O7S","nega","CD",263.02289,2.49,148166.143489695,74084.3844546915,58913.6229644562,437133.130932044,108808.120044686,84522.8365914226,49371.4513764362,188989.252202125,103939.70758905,134698.371843826,213715.651286986,84502.7141692181,82133.5821688088,118407.877665012,105724.267421374,66893.3352526661,168063.366853852,117648.416163439,191704.732627228,129079.82238811,201355.335295577,109331.209517505,15529.9725673726,365557.033573487,18963.1208733771,72404.948640597,6024.51532407448,6252.43876484628,7707.77992887884,13553.4100350043,8540.32303852377,14250.5995841162,18945.8149851612,16436.052216523,9923.49986390527,12361.9731238674,31377.053813564,11121.5014648632,66934.914362606,7882.91568522341,7180.75437556365,10322.9511071014,6327.34430785354,11786.599178002
"3-Methoxyestra-1,3,5(10),16-tetraene","C19H24O","posi","CD",269.18947,2.48,1075052.89346178,1686433.08254861,1085593.98162865,2025407.10308798,635965.445994213,1475784.05078624,352070.654550202,598415.990329128,1665177.60395902,991835.440900783,971070.852926976,880701.786034289,776358.59718772,819806.177033251,733302.469027502,810984.244036521,881263.554463453,975136.066516341,955192.510882143,1086631.15946397,916000.627709165,940087.382299869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Methyl-1-phenyl-2-butene","C11H14","posi","CD",147.11658,2.481,4915730.94742361,8026577.8401227,5389679.70673838,5073565.85992779,3575329.90446088,3758784.95216944,288092.119681999,4343943.58055678,4980522.25752447,2454611.30360493,2140309.00306066,187977.75101586,755127.629135971,2778008.35454409,267594.331639256,2387016.76392377,2418923.64384869,3123699.49106931,2453595.50472628,3051137.61706622,1543977.33731535,198407.98861516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Methyl-2-oxovaleric acid","C6H10O3","nega","CD",129.05573,2.518,1040940.88847928,394422.5434803,344074.688137435,471986.544897237,358926.118566052,643904.69948588,379872.353694281,790145.950939543,426241.569340791,280710.407757425,478097.361532354,432025.954847224,301760.78453085,705601.202774644,317095.951126328,816087.490144925,334316.99128157,948122.227505345,561336.848321313,354864.825682516,327698.546062105,412817.645305748,8915859.12388618,6736413.07438539,4831804.04542288,7894939.53970824,3219873.43720255,6187218.0921647,1926550.69676771,13697585.1489243,4337565.27927993,4262931.3243308,7514113.62062366,4980497.73720832,5327399.72165372,5362802.78844993,3322267.40968348,3145245.7456211,12557976.2075419,5354795.79715931,8395809.91122873,7732080.36230173,3876555.80894209,10376164.2892304
"3-Methylbutyl glucosinolate","C12H23NO9S2","nega","CD",388.07462,14.854,20723.7231341347,30385.8751020814,37267.1905954297,12624.9374757832,25166.6454673241,56273.4439854316,66576.3608607325,17973.183875939,59460.004917146,3533.25032276542,6543.01716304676,3610.56258940511,13208.6502892112,19263.4063642275,13364.7641126436,21765.0610112561,5244.93930395624,5389.28001938838,4567.30383576026,5501.52844031226,5569.93185169479,4763.77616942256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Methylcyclopentene","C6H10","posi","CD",100.11232,1.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.9560060685248,3022086.56195714,1792732.85576631,1316359.3246138,1809362.70869165,1454697.29208415,376847.629045664,1618307.37622089,2080744.75957429,1663830.68698207,710479.651413432,795302.77772718,987137.842797027,1409860.9982043,935349.957640579,732305.516215036,5243876.1484776,1226245.99565444,1375576.90912321,1556385.12240461,1071541.07382502,1666422.80039944
"3-Methylglutaconic acid","C6H8O4","posi","CD",127.03902,15.167,546305.376403882,6267049.38845586,1506119.89340394,2462546.70370532,2131784.83640985,536313.112390766,1837058.28352047,5861525.74826809,3333862.21624636,9329723.86861973,7844433.97621544,2496118.66493434,3819222.83979174,2557082.55178919,8216878.37234516,2921741.0654693,5828289.46070368,832452.260892364,880659.482038666,14073954.8458658,2281310.12383012,3045829.21789989,5331655.68943,3196249.87142018,70240.3400171002,887919.03031119,814076.060530063,1107179.42564404,194473.418279336,866395.945122556,1244908.22278929,2089742.81320195,407586.604658881,3042167.46586034,1887198.82955796,1803917.61424434,1723512.03374418,127664.331264115,730386.448781363,2356733.12959173,41597.4445210409,300864.02538314,1043834.35876775,337735.421857688
"3-Methylhistamine","C6H11N3","posi","CD",126.10267,17.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2596909.72430964,16544701.9747947,2147187.7216083,2421285.62122423,2481571.94667848,2313956.63020533,2146179.63754858,3119147.35689638,2938570.01974802,4191694.29903584,3070844.61402147,1841335.91975291,2034121.8303655,2466376.502893,3265706.76226963,1408919.44112562,2710897.34399389,1002015.78933106,911629.05323775,825290.329001841,1385765.63066242,1217165.3552087
"3-Methylhistidine","C7H11N3O2","posi","CD",170.0921,14.559,8187553.30816094,9559369.43314941,8627146.30758555,10857568.7142381,7836797.9448589,16158957.9310357,13175032.0550244,8758900.1302435,12662628.4724087,5028103.95861259,5634236.93114983,8539966.77775424,5586040.73379087,10487476.8692595,9384050.02060428,8359194.05861612,11282797.9693397,7243812.1837714,9747431.05339904,8937641.38679415,8470018.0392655,8098639.62653029,1136550.49954743,1363204.95197549,1472966.87511439,2917471.79030641,3424250.99875836,2885865.04368946,2316498.0425097,2335646.91303412,2837898.90970798,1336490.27994445,1292013.19557384,1718749.18130718,1316988.51063326,2416512.89582212,2035503.5810634,1618341.029052,2349674.36392212,1475063.92836513,2604015.11775335,1714276.72377732,1930616.00287471,1720541.71339756
"3-Methylpentanoylcarnitine","C13H25NO4","posi","CD",260.18524,8.601,3495553.0790574,1134436.47759384,735488.1528488,1934981.23753035,1051075.88791595,6464405.85403108,2039724.02396634,1918410.62338976,1409566.3003673,2272947.87872895,1275429.75461947,1240827.85631899,672642.415007766,616118.979788616,1748264.57065404,933986.311357368,2197091.16708154,1687694.51631278,2090049.05263411,1242908.013361,1895378.61701295,915120.612989297,3644620.825227,1474854.89783505,4883000.17485485,7712317.47678465,6773568.14486651,7170529.52572467,4961946.11519862,4085192.18662714,4285429.86569192,4566806.53289824,3100776.14201236,3162765.61702492,6116173.72634613,3035383.70154176,2761175.6083747,2354469.34849871,1708760.20478721,1934082.30422477,1711779.53321553,1193673.14413438,3024319.77926294,1763446.66087817
"3-Methylphenylacetic acid","C9H10O2","nega","CD",149.06074,2.633,1401826.41812412,1133727.32053472,640227.589517228,784564.282894198,874590.686170388,700264.015040277,749124.938931123,995271.581622313,664317.558752804,13527498.5627533,9972144.5448947,793030.649952995,17755916.0097136,549133.594949227,2067580.84850863,861512.092957506,4614883.6920818,1163030.48096784,624579.321806878,624849.534959364,1237276.66358448,662970.983881637,699827.202988507,671477.92807664,466738.529472856,642280.567981209,475691.363984593,344424.045296287,746205.22081291,235516.599630955,472177.246091805,548171.378473588,326774.261049233,420044.390955472,1147959.74305564,515750.045543761,418715.197538867,634504.418975491,298310.131835888,457987.496359386,179984.588319532,598601.285366636,596859.602665039,694072.265210646
"3-Methylsulfolene","C5H8O2S","posi","CD",133.03158,11.075,1582026.13052822,6036061.61914831,10696965.2078371,6287465.73468671,4506688.71707956,2609591.40659254,5758207.28134256,3937758.67646736,8527288.47552065,4120818.40957438,4294947.31823708,5524080.16809696,4487585.75488156,6527958.83372501,6806582.88838714,5454805.00621804,3712057.02595366,1647896.8103833,2310195.76200987,3368680.03414471,3665394.79265764,3745705.00238485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Methyluric acid","C6H6N4O3","nega","CD",181.03665,10.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275814.236076866,388683.403627062,286855.950922817,456117.545888156,969929.738533268,787296.966371516,649521.919381006,869482.388572373,764208.314686854,1068785.84735454,975621.527431464,938787.023185821,533608.788043783,877389.828917037,568459.79587855,487854.267201512,17507.0147759003,133881.565353352,1018251.76199023,309643.889732009,499877.365923257,655205.9295125
"3-Nitrosothiazolidine","C3H6N2OS","posi","CD",101.01677,13.789,857444.151610954,1067036.55819374,1253067.74846647,1035177.87745966,2501912.32216548,713823.030990454,384322.736202498,1342204.36098768,1657032.16102172,326013.769889374,3743191.18987101,1148359.61607316,477284.582315765,1160717.4102278,1617344.93705992,467459.556611993,142808.51702007,399815.513910438,619791.03896797,918696.08479007,580611.11377869,3078137.60365188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Nitrotyrosine","C9H10N2O5","nega","CD",225.0516,12.469,129052.928291115,105586.771642879,96056.5490252395,89127.1484599406,126867.661197872,127215.828158904,113676.108034672,112509.190487797,113981.369206665,197261.77970523,163887.503611719,168299.275400915,146359.741507168,156253.057629423,169680.823143951,209725.521409631,199876.0821752,194704.667823589,187989.667012521,184837.236401654,170994.066631483,194582.170710493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-O-p-Coumaroylquinic acid","C16H18O8","nega","CD",337.09171,15.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25722637.4999981,18010388.664279,17270541.6199259,20918301.4883636,15413319.369039,13982846.3005309,11973171.5857639,19051992.3387413,15269380.5596313,20680894.346666,30226201.7664995,19205212.271551,21451228.1077626,29312668.6593349,15527706.409402,21070094.8045656,19639465.3478234,12263080.030491,16345717.4957134,11918149.5207808,16872696.4823906,9386551.46626668
"3-Oxocholic acid","C24H38O5","posi","CD",407.27821,8.403,9780.6934315669,10971.2125955061,16373.1732409996,11626.6676323688,9952.48889167608,28615.4945275642,26950.735895244,240410.244335266,65042.295747356,11901.2760716183,11282.1535937426,25866.0679055458,209497.920377552,109869.608483122,68724.4868932398,20216.8564073537,26014.9852179211,6716.79350915279,6103.10779833165,8629.54666808914,6694.31100287741,8132.51929483317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Oxododecanoic acid","C12H22O3","nega","CD",213.1496,2.489,443946.682839342,452433.529753811,396546.047679734,948209.290064849,586012.73148071,496164.46726018,1170399.03887873,1114369.01638645,478025.495116385,1498476.09938883,2576982.07690142,1615523.59947366,1527128.43148991,1342046.4311506,2154965.67812116,986680.566602993,1165094.32413616,611455.801890337,462661.423920365,947671.637411273,2059414.0984594,1059372.46919658,355411.936209998,461375.844422177,489393.54396874,559433.369694492,403968.657209492,450264.485339192,423629.924120911,475595.294517656,208987.846774266,341237.141133463,466662.737892518,1027231.58819232,578573.977647437,573940.985427267,276680.162309534,463538.255779241,88785.9569923355,236794.165622891,224383.589833018,100102.454755541,341735.567820137,137918.345468956
"3-Oxooctadecanoic acid","C18H34O3","nega","CD",297.24339,2.198,17799494.1272247,27991304.3754652,16529920.6009316,26690866.5216573,27156818.681928,15231153.7911134,23032803.1412086,20659389.2064026,26476297.9102974,29007579.5307754,17207509.4913127,20041266.4166107,12273420.7408771,15015738.6105857,21597771.2087934,14005719.6931423,17141642.0633339,7731971.96139582,12675396.4762733,23247467.1315818,27272047.7527587,19598217.43322,6320342.28761117,14351511.2082125,7301982.84229983,8751687.7021762,3697437.39383991,9034951.85330231,10644085.5090037,7518406.00235363,5759931.95832423,5568471.17869262,3751012.22496097,5512994.69080383,6162571.78119458,5806619.43658559,4194266.31035031,4963760.63479276,1475125.52267815,5965800.68627133,8746032.59325986,6337696.08425889,9480934.26192451,15415221.7592631
"3-Sulfino-L-alanine","C3H7NO4S","posi","CD",329.00623,16.72,119932.61297306,124317.111171929,154423.65840488,96168.8451141723,175475.408014496,120896.155486463,96802.1986003094,185128.459295992,178154.611028112,103671.535656961,136284.879227127,121326.299628461,80969.797325714,223594.652915373,115169.063369015,135932.852152589,85046.2577814384,204946.693003321,76274.1742916074,50638.4149180572,160209.205217424,152109.228985621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Tropanol","C8H15NO","posi","CD",142.1225,2.856,583361.248748481,391374.631153538,461705.427499578,895247.848264154,516362.198489224,755423.056060692,433898.362763227,343019.607866172,392989.783005786,434251.671621258,474275.182861921,399281.375984019,453324.798885338,1043438.27378543,344493.996985016,444502.030116986,507911.684252126,487656.421110609,401378.932612535,1020599.7343317,459891.96389501,465139.24472007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-[(17Z)-13,14-Dihydroxy-17-triaconten-1-yl]-5-methyl-2(5H)-furanone","C35H64O4","posi","CD",549.48719,2.224,421229.15496585,233311.240978018,179595.219026791,138612.122643593,609342.835623211,328188.29820206,210073.581765932,223545.197255388,121136.948487477,1468126.78295693,2146644.06640149,1124303.97807536,437336.3761565,675004.794859487,243946.379537349,278843.560614367,549976.663068362,751129.965773474,1383540.77082289,1830694.32193849,1567931.30038424,1063819.0057643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-[(19Z)-15,16-Dihydroxy-19-dotriaconten-1-yl]-5-methyl-2(5H)-furanone","C37H68O4","posi","CD",577.51827,2.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6905776.05920425,5136380.89624751,8940616.10266082,14487860.1675812,6749159.26826428,19645342.7068882,9195419.92419364,13958220.551843,3753064.97753063,20987085.976596,39968485.8187814,15959365.2354724,8913916.49621913,19703056.8301215,17761149.8480281,7920441.66241113,22847219.9778593,18002958.0983316,9773754.00724924,11296258.1924828,21741143.569381,16789065.4019388
"3-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-2-[(1Z,11Z)-1,11-octadecadien-1-yloxy]propyl 2-(trimethylammonio)ethyl phosphate","C48H82NO7P","posi","CD",816.58851,3.097,445640.517712881,434613.229402868,1541192.2959519,996109.197960643,152496.594092228,167995.56874683,173321.572212906,465295.107895123,1272464.0739692,1781247.16166045,1147108.45996582,1033020.97482785,1456479.18774403,3112015.0915432,1404978.82838561,263282.061073428,661138.713587204,200834.650929655,964955.732691111,109200.163241261,207341.644716998,1914536.21452836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-amino-5,7-dimethyladamantan-1-ol","C12H21NO","posi","CD",228.19549,2.715,15410947.0079488,1574589.67656948,7070760.59816189,2684506.05152563,4484255.75662689,9670421.8146355,7245127.484719,2683356.07708377,177113.424499694,2387078.42119401,3456714.9968208,2755809.71410396,3815280.5397658,6298709.43329905,11023490.3398868,3915505.90764005,4239568.6857649,21283928.8290824,9089519.94855049,2642374.47545569,7637109.82712195,5227978.36795478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-hydroxy-3-methyloxindole","C9H9NO2","posi","CD",164.07046,12.547,11576.1484499859,137514.588710758,90758.2186552296,82026.5363548238,76309.7482853123,19443.3952405593,62868.115649871,47461.6418396031,85554.251325553,35337.3473901039,88738.0276247634,92671.975958958,24829.3844265986,87312.952660649,152554.955854542,73581.6330236683,13913.6994047571,31925.8113526205,19224.6782932035,49196.4147236027,50325.4248755306,16770.2168075555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-hydroxydodec-2-enedioic acid","C12H20O5","nega","CD",243.12364,12.47,123592.061279556,113721.247984351,97267.0171236573,122106.824499788,258247.643268374,190556.847663537,120701.324174891,105871.685280959,108696.489625163,129654.655297641,205529.605906057,102800.202459716,168471.521931749,184468.919619912,126193.701534538,114191.107085254,121865.182388325,153732.346019009,175155.092001288,113632.75212176,184060.499636675,112933.234703478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
