"tissue","raw.file","source","sequence.id","sample","ion.mode","name","formula","mz","rt","ion.count"
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Threonylglutamine","C9H17N3O5",248.12366,13.063,10100849.7570739
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Threonylserine","C7H14N2O5",207.09719,12.889,21826561.5079687
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Thymine","C5H6N2O2",127.0502,4.365,4180510.2079646
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Tiglylcarnitine","C12H21NO4",244.15397,9.591,89533.9105191472
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Timonacic","C4H7NO2S",134.02704,7.177,1171296.2438383
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Tiotidine","C10H16N8S2",313.09987,13.201,33319.5671463147
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Toluene","C7H8",93.06973,2.487,5896370.81184349
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Traumatic acid","C12H20O4",229.14308,2.591,189762.920130708
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Trepibutone","C16H22O6",311.14582,8.62,348181.999763307
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Triethanolamine","C6H15NO3",150.11227,7.604,900749.225093009
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Trimethylaminoacetone","C6H13NO",116.10695,10.058,2017789.55616019
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Tripropylamine","C9H21N",144.17448,7.291,647685.783777894
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Tris(hydroxymethyl)aminomethane","C4H11NO3",122.08123,7.729,62132564.7290137
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Trp-Phe","C20H21N3O3",352.165,2.893,782472.579169694
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Ulodesine","C12H16N4O3",546.28167,4.163,4602081.68367873
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Uralenol","C20H18O7",371.1122,14.558,549054.343338037
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Uridine 5'-diphosphate","C9H14N2O12P2",405.00851,14.494,20614147.6777504
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Uridine 5'-monophosphate","C9H13N2O9P",325.04254,14.707,12749958.4683309
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Urocanic acid","C6H6N2O2",139.0501,9.614,760479.186425886
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Valerophenone","C11H14O",163.11145,2.424,2773881.50389708
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Valerylcarnitine","C12H23NO4",246.16961,9.124,3132414.12165235
"Liver","labeled_valine_liver_posi.csv","Maven","1M4_pos","1M4","posi","Valine-C13N15","C5H11NO2",124.100052,12.306,626637.94
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Valpromide","C8H17NO",144.13821,19.314,1312608.77258302
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Vitamin A","C20H30O",269.22584,2.521,28104081.2592591
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Vitamin A2 aldehyde","C20H26O",283.20494,2.418,7523840.25824587
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Vorinostat","C14H20N2O3",265.15405,3.12,427235.413000634
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","Xylitol","C5H12O5",231.09079,13.476,57735.728660814
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ZAPA","C4H6N2O2S",147.02212,15.195,4893256.08100563
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ZINGEROL","C11H16O3",179.10635,2.59,94075.8735961544
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","[6]-Gingerdiol 3,5-diacetate","C21H32O6",381.22363,2.992,296756.894451977
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","acetyltaurine","C4H9NO4S",168.03243,13.551,917193.394122731
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","all-trans-Retinoic acid","C20H28O2",301.21558,2.419,6503346.28889728
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","alpha-D-Glucose","C6H12O6",203.05233,13.006,357499140.840382
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","alpha-Ketoisovaleric acid","C5H8O3",134.08107,14.967,18676.2621809654
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","amidinoproclavaminic acid","C9H16N4O4",228.09752,8.902,43968.8880222404
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","arg-gln","C11H22N6O4",303.17698,15.57,619960.499486434
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","arg-leu","C12H25N5O3",288.20269,13.412,455715.52248452
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","asn-asn","C8H14N4O5",247.10304,14.275,118129.301146642
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","asn-lys","C10H20N4O4",261.15551,16.239,80305.0742332453
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","asn-phe","C13H17N3O4",280.1287,9.048,586768.719714067
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","asn-val","C9H17N3O4",232.12896,12.514,81370.0546460229
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","beta-Damascenone","C13H18O",173.13237,2.388,2995375.41895297
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","beta-Glycerophosphoric acid","C3H9O6P",173.02086,12.545,18877178.9669257
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","bis-β-D-fructofuranose 1,2′:2,3′-dianhydride","C12H20O10",325.11246,15.723,9873531.71380935
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","c19:2","C19H34O2",295.26251,2.463,388587.539438472
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","c19:3","C19H32O2",293.24686,2.47,153928.106639498
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","c19:4","C19H30O2",291.23121,2.491,51888.3810760459
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","c20:7","C20H26O2",299.19999,2.446,1419939.87386973
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","cetrimonium","C19H41N",284.33054,8.405,1104637.62046896
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","cis-5-Tetradecenoylcarnitine","C21H39NO4",370.29448,3.918,836413.096582476
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","dTDP-4-amino-4,6-dideoxy-5-C-methyl-L-mannose","C17H29N3O14P2",290.07527,12.96,9214307.93377856
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","dTDP-5,5-di-C-methyl-β-L-lyxose","C17H28N2O15P2",601.06679,13.09,177174.92713087
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","dehydrocarnitine","C7H13NO3",160.09676,14.33,3121566.71531252
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","delgocitinib","C16H18N6O",311.16354,2.5,842546.199019926
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","desciclovir","C8H11N5O2",210.1001,16.61,734543.168398756
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","didecyldimethylammonium","C22H47N",326.37759,8.238,234491.052131232
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","dipipanone","C24H31NO",716.5214,3.207,2047952.83076953
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","doripenem","C15H24N4O6S2",421.12076,13.102,143558.355231635
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","dribendazole","C15H19N3O2S",306.12885,14.868,835195.637918659
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ethyl 1-{[1-benzyl-3-(tert-butyl)-1h-pyrazol-5-yl]carbonyl}-4-piperidinecarboxylate","C23H31N3O3",398.24053,2.547,3163023.18941684
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ethylestrenol","C20H32O",289.252,2.516,760036.790922833
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","fencamfamin","C15H21N",238.15866,8.446,89648.0746306069
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","g-Butyrobetaine","C7H15NO2",146.11738,3.083,754610.319545546
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","gamma-Glutamylglutamic acid","C10H16N2O7",277.10256,15.014,1268386.57777434
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","gamma-Glutamylphenylalanine","C14H18N2O5",295.12824,12.676,219480.796862494
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","gamma-Glutamyltyrosine","C14H18N2O6",311.123,13.197,69436.8941149787
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","gemeprost","C23H38O5",377.26786,8.478,130862.010337266
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","geranyl quinone","C16H20O2",511.28184,2.432,71578.8320386076
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","gln-asn","C9H16N4O5",243.10822,14.215,648320.826989123
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","gln-ser","C8H15N3O5",234.1081,13.14,1593017.14453516
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","glu-thr","C9H16N2O6",231.09711,14.734,4679800.09359096
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","glycodehydrocholate","C26H37NO6",460.26849,2.52,18548102.4931645
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","guaiazulene","C15H18",199.14772,2.819,237907.843413471
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","heptaminol","C8H19NO",313.284,8.403,36947.3283487242
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","his-asn","C10H15N5O4",253.09266,6.377,440916.211502547
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","hodgkinsine","C33H38N6",519.32708,3.095,28722.493841854
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","indeloxazine","C14H17NO2",232.1329,2.725,244394.028408544
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ionene","C13H18",175.14782,2.495,2676045.64012697
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","irgafos 168","C42H63O3P",647.45758,2.37,1130943.7945555
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","isopentenyl phosphate","C5H11O4P",371.04129,14.312,3550749.76003717
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","leu-gln","C11H21N3O4",260.15997,9.853,672879.14788922
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","lifarizine","C29H32N4",515.28716,3.039,1314488.41571858
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","m-Coumaric acid","C9H8O3",182.08086,11.637,12637039.6194738
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","met-arg","C11H23N5O3S",306.15871,14.456,236113.506268316
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","methaniazide","C7H9N3O4S",249.06324,15.363,666651.843680033
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","moroxydine","C6H13N5O",172.11906,8.074,432469.437612974
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","nabilone","C24H36O3",373.27304,6.994,371409.468605459
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","nicotine imine","C10H13N2",364.25111,2.163,79806.2973430982
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","noxytiolin","C3H8N2OS",263.06074,12.399,301663.429220583
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","oleoyl ethyl amide","C20H39NO",310.30974,2.475,6133183.39725448
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ophthalmic acid","C11H19N3O6",290.13413,15.235,320230.605508373
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","oxandrolone","C19H30O3",307.2261,2.503,430473.924550191
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","oxazolidinone","C3H5NO2",88.0397,14.479,6278038.3487078
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","oxiracetam","C6H10N2O3",159.07622,14.796,5294558.19822402
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","p-Isopropyl-α-methylstyrene","C12H16",161.13218,2.506,3233811.67587564
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","p-Xylene","C8H10",107.08566,2.509,7050596.02682543
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","p-cymene","C10H14",135.11656,2.51,3806150.9199649
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","pC-HSL","C13H13NO4",248.09295,14.636,1493464.56628648
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","pentahomomethionine","C10H21NO2S",220.13639,8.675,88057.0844394599
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","phe-gln","C14H19N3O4",294.14433,8.865,906096.677564018
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","phenylurea","C7H8N2O",137.07068,14.934,14458758.9486298
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","phosphonoacetaldehyde","C2H5O4P",124.99972,2.998,18839867.8331445
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","piminodine","C23H30N2O2",367.23725,2.488,4570230.23026063
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","piroximone","C11H11N3O2",218.09195,9.772,211724.053744304
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","pro-gln","C10H17N3O4",227.10235,12.824,72456.8953078016
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","pro-met","C10H18N2O3S",247.11063,10.143,88508.1188918574
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","propane-1,3-dithiol","C3H8S2",254.97825,14.465,79352.3020568642
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","pyrazinamide","C5H5N3O",247.09336,14.538,1501563.12549126
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","riboprine","C15H21N5O4",336.16467,15.123,144584.992158331
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ser-arg","C9H19N5O4",262.15054,15.398,3547499.82420576
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ser-asn","C7H13N3O5",220.09231,14.048,893478.999863975
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","spermidine","C7H19N3",146.16496,16.749,2817662.91834832
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","sphingosine d20:1","C20H41NO2",328.32038,2.474,6133183.39725448
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","sphingosylphosphorylcholine","C23H50N2O5P",466.35169,4.074,208191.748713817
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","streptidine","C8H18N6O4",263.14556,14.149,5901274.51836005
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","sulfadimidine","C12H14N4O2S",279.09288,2.717,346242.844184297
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","thioinosine","C10H12N4O4S",285.06458,8.382,612752.105396094
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","thr-arg","C10H21N5O4",276.16619,15.169,1809819.41782668
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","trans-trans-Muconic acid","C6H6O4",143.03261,15.327,729357.173074683
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","trihexyphenidyl","C20H31NO",302.24723,2.5,339624.908983843
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","trimethadione","C6H9NO3",144.06539,14.689,11563487.6019141
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ubiquinol","C49H78O4",731.60431,8.385,69860.3725515747
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","val-arg","C11H23N5O3",274.18686,15.033,408600.923555291
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","verofylline","C12H18N4O2",518.32361,4.245,3010790.05663889
