"tissue","raw.file","source","sequence.id","sample","ion.mode","name","formula","mz","rt","ion.count"
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Mollicellin F","C21H17ClO8",433.06837,11.968,66076.5192589386
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Montecristin","C37H66O4",575.50282,2.111,5826342.09803806
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Muscimol","C4H6N2O2",115.0503,11.968,233719.704915022
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Myristoylcarnitine","C21H41NO4",372.31003,3.885,18287138.747916
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N,N,N,N′,N′,N′-Hexamethyl-1,10-decanediaminium","C16H38N2",242.28391,8.263,73774.0099503284
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-(2-Sulfoethyl)alanine","C5H11NO5S",198.04292,12.45,451927.086023356
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Acetyl-1-aspartylglutamic acid","C11H16N2O8",305.09731,14.473,1329110.14004631
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Acetyl-D-lactosamine","C14H25NO11",384.14899,14.795,156179.615580595
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-DEMETHYLTAPENTADOL","C13H21NO",208.16943,2.391,483140.858070227
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Desmethyldiphenhydramine","C16H19NO",305.16223,8.23,181826.282849479
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Methyl-L-histidine","C7H11N3O2",170.09227,15.722,9927381.72583028
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Methyl-L-isoleucine","C7H15NO2",146.11737,10.215,395103.258921675
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Methylethanolaminium phosphate","C3H10NO4P",156.04189,15.906,6579357.36026613
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Methylpyrrolidone","C5H9NO",100.07555,18.781,1587394.04582527
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Nitrosodiethylamine","C4H10N2O",103.08683,21.604,2744400.33556779
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Nonanoylglycine","C11H21NO3",448.34119,2.983,3671715.40981681
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Palmitoyl Glutamic acid","C21H39NO5",386.2894,5.509,3702726.66774111
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Pentacosanoylglycine","C27H53NO3",440.40929,2.357,115965.339566815
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Stearoyltyrosine","C27H45NO4",448.34125,3.605,3671715.40981681
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Succinyl-L-diaminopimelic acid","C11H18N2O7",323.14447,14.91,202973.945078062
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Undecanoylglycine","C13H25NO3",244.19046,2.387,1177852.98027766
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-Vinylmethanimine","C3H5N",111.09183,1.307,3322734.11809134
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-[(4-Amino-2-methylpyrimidin-5-yl)methyl]formamide","C7H10N4O",167.09229,9.705,2527970.73545903
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-[2-(1,5-dimethyl-4-nitro-1H-pyrazol-3-yl)vinyl]-N,N-dimethylamine","C9H14N4O2",211.11862,15.181,678946.179921513
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-a-Acetyl-L-arginine","C8H16N4O3",217.12915,14.527,207635.644765381
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-isobutyl-(2E,4E,14Z)-eicosatrienamide","C24H43NO",362.34128,2.421,99646.5740009419
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N-{(2S,3R,4E)-3-Hydroxy-1-[(3-O-sulfo-β-D-threo-hexopyranosyl)oxy]-4-octadecen-2-yl}docosanamide","C46H89NO11S",864.62531,2.11,439846.29465274
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N2-gamma-Glutamylglutamine","C10H17N3O6",276.11876,14.611,221359.642525197
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N3-Metyladenine","C6H9N5",135.06647,1.055,676986.604436001
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N6,N6,N6-Trimethyl-L-lysine","C9H20N2O2",189.15957,19.303,16293903.267897
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","NAD","C21H27N7O14P2",664.11516,14.843,12556108.8725124
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Naftidrofuryl","C24H33NO3",384.2527,4.014,26036.0094051179
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Naphthalen-2-amine","C10H9N",144.08064,9.609,51746.0723086879
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Netilmicin","C21H41N5O7",476.30586,4.161,959530.092003336
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Ng-nitro-L-arginine methyl ester","C7H15N5O4",467.23517,15.239,3328737.42849757
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Niacinamide","C6H6N2O",123.05532,3.744,451582072.442055
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Nicotinamide","C6H6N2O",123.05528,14.853,5809541.84029283
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Nicotinamide 1-oxide","C6H6N2O2",139.05016,7.511,1681173.64774111
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Nitrosoguvacoline","C7H10N2O3",171.07613,14.497,448033.41193365
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Nitrosoheptamethyleneimine","C7H14N2O",143.11777,9.875,3942956.7385262
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","N~6~,N~6~-Dimethyllysine","C8H18N2O2",175.14388,20.686,348664.969251285
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","O-Phosphoethanolamine","C2H8NO4P",142.02625,14.958,2570828.96984526
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","O-propenoyl-D-carnitine","C10H17NO4",216.12425,5.259,996524.738347956
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","O-ureido-D-serine","C4H9N3O4",146.05569,14.997,6843.19135479826
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","ODA","C18H39N",270.31507,4.659,1355931.88988898
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","OLOPATADINE N-OXIDE","C21H23NO4",337.14202,15.628,612719.476812275
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Octadecanamide","C18H37NO",284.29439,2.386,966275.061182958
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Octyl hydrogen phthalate","C16H22O4",279.15881,2.329,16979780.2998277
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Octylamine","C8H19N",130.159,1.043,617130.373944305
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Oleamide","C18H35NO",282.27873,2.267,449560.080115538
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Oleoylcarnitine","C25H47NO4",426.35704,8.235,25873.8244198552
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Orotidylic acid","C10H13N2O11P",369.03576,7.821,1300222.40085404
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Oxidized glutathione","C20H32N6O12S2",613.15811,15.002,749047.702646149
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Oxyphenonium","C21H34NO3",349.26288,14.779,316642.218009518
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(14:0/14:0)","C36H72NO8P",678.50518,2.983,1402604.85584898
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(14:0/16:0)","C38H76NO8P",706.53674,2.992,34695286.8213386
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))","C42H74NO8P",752.5156,2.881,567224.845711471
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(14:1(9Z)/16:1(9Z))","C38H72NO8P",702.50628,2.993,387836.740393408
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(16:0/15:0)","C39H78NO8P",720.55295,2.997,8346033.72589048
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(16:0/16:1(9Z))","C40H78NO8P",732.54842,2.673,88576108.0813174
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(16:0/18:4(6Z,9Z,12Z,15Z))","C42H76NO8P",754.76371,3.187,6965.48495541088
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(16:1(9Z)/14:0)","C38H74NO8P",704.52149,2.968,2872844.63260941
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:0/18:3(9Z,12Z,15Z))","C46H78NO8P",804.55199,2.95,47185437.0331438
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:1(9Z)/15:0)","C41H80NO8P",746.56848,3.835,5955363.90674308
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:1(9Z)/18:3(6Z,9Z,12Z))","C44H80NO8P",782.56785,2.99,534040805.300477
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C48H84NO8P",834.59773,3.162,1821941.19508352
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:2(9Z,12Z)/14:0)","C40H76NO8P",730.53693,2.98,18840287.1307607
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:2(9Z,12Z)/16:0)","C42H80NO8P",758.56749,3.121,236755946.171259
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:2(9Z,12Z)/17:0)","C43H82NO8P",772.58345,3.839,3714307.66581444
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:2(9Z,12Z)/18:1(11Z))","C44H82NO8P",806.56729,2.978,612783730.144402
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C46H80NO8P",806.56725,2.985,612783730.144402
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C46H76NO8P",802.53457,3.103,7856.41568411953
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))","C48H86NO8P",836.60841,3.836,5990190.50581577
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))","C44H76NO8P",778.53654,2.98,19140860.0728265
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","C48H78NO8P",828.55088,3.118,1684339.60601481
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PC(o-16:1(9Z)/20:0)","C44H88NO7P",774.63188,16.637,603136.283028035
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C42H72NO8P",750.50535,2.974,623689.124649826
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(16:0/18:2(9Z,12Z))","C39H74NO8P",716.52112,3.057,199854.138061761
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(16:0/18:3(6Z,9Z,12Z))","C39H72NO8P",714.50551,3.037,483378.858851813
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(16:0/20:4(5Z,8Z,11Z,14Z))","C41H74NO8P",740.52173,2.936,8698059.18586343
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(16:1(9Z)/16:0)","C37H72NO8P",690.5048,3.428,611523.457233029
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(16:1(9Z)/22:0)","C43H84NO8P",774.6001,3.144,3253970.47496954
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(18:0/18:2(9Z,12Z))","C41H78NO8P",744.55299,3.724,2340966.21745046
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(18:0/18:3(9Z,12Z,15Z))","C41H76NO8P",764.52083,3.833,1240187.50978877
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(18:1(11Z)/P-18:1(11Z))","C41H78NO7P",728.55842,2.375,6199.95208721628
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))","C43H70NO8P",760.48947,2.912,197855.880742608
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:0/22:5(7Z,10Z,13Z,16Z,19Z))","C47H84NO8P",822.59658,3.437,6763.26965701335
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))","C45H76NO8P",790.53521,2.9,81638258.6655765
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:3(8Z,11Z,14Z)/18:0)","C43H80NO8P",770.56758,2.991,4195740.87212445
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","C45H74NO8P",788.52067,2.922,102688190.530061
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))","C43H76NO7P",750.54036,3.831,4153295.44870062
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:4(6E,8Z,11Z,14Z)+=O(5)/P-18:1(9Z))","C43H74NO8P",764.52122,2.929,107150270.309552
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C45H72NO8P",786.50501,2.956,3070171.52925759
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","C43H72NO8P",762.50577,2.926,3723028.63550193
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(22:1(13Z)/18:1(9Z))","C45H86NO8P",800.61464,3.509,514775.982303769
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","C47H82NO8P",820.58238,2.984,5714766.52868721
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z))","C47H80NO8P",818.56637,2.972,2256733.09092965
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C49H74NO8P",836.52096,2.863,1260583.05335877
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C45H78NO7P",776.55699,2.879,3412152.72157257
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(P-18:1(11Z)/18:3(6Z,9Z,12Z))","C41H74NO7P",724.52691,2.929,4239191.35528717
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C45H80NO7P",778.57091,2.966,489054.313208143
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PEG n5","C10H22O6",239.14858,4,705771.812860654
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PG(16:0/16:1(9Z))","C38H73O10P",721.50551,2.288,380296.179857653
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PI(18:0/20:4(8Z,11Z,14Z,17Z))","C47H83O13P",887.56311,2.832,11056481.8671851
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PI(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))","C47H81O13P",885.54676,2.921,52542.2524670663
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PPG n4","C12H26O5",251.18485,2.913,288370.331180647
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PPG n5","C15H32O6",309.22663,2.867,192011.483007346
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PS(16:0/18:1(9Z))","C40H76NO10P",762.5264,3.903,367986.69919992
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C44H74NO10P",808.51119,3.877,4293744.56363276
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PS(18:0/18:0)","C42H82NO10P",792.57372,2.801,16274.5298579062
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PS(18:0/20:3(8Z,11Z,14Z))","C44H80NO10P",814.5568,3.863,276559.961797846
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46H78NO10P",836.54148,3.803,15689821.5946098
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46H76NO10P",834.52568,3.859,313693.212322299
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C50H78NO10P",884.54159,3.818,394386.12264985
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Palmitic amide","C16H33NO",256.26309,2.443,896727.705988326
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Palmitoylcarnitine","C23H45NO4",400.34125,3.841,35569928.1354568
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Paxilline","C27H33NO4",436.24665,8.222,30150.9309193608
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Pemoline","C9H8N2O2",177.06567,4.547,15530.0922404489
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Phenmetrazine","C11H15NO",178.12249,9.956,1890692.09497798
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Phentermine","C10H15N",150.12762,9.48,105492.84191371
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Phenyl phosphate","C6H7O4P",175.01488,11.201,1098556.61904735
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Phosphocreatine","C4H10N3O5P",212.04279,14.674,1661620.87345292
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Phosphoric acid","H3O4P",136.93999,15.945,229920653.955814
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Phosphorylcholine","C5H14NO4P",184.07305,15.456,22892026.6430157
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Phytosphingosine","C18H39NO3",318.29958,8.065,379083.511271969
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Piperazine","C4H10N2",87.09203,21.827,5445060.71211375
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Piracetam","C6H10N2O2",143.08143,13.789,202274.806736435
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Piroctone","C14H23NO2",238.1797,7.979,16900.2423750848
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Pregnanetriol","C21H36O3",337.27305,3.591,302264.364461076
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Proline betaine","C7H13NO2",144.10173,11.128,447331.158830836
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Propionylcarnitine","C10H19NO4",218.1384,10.982,55722749.8404125
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Pyrido[3,4-c]psoralen","C14H7NO3",516.12036,14.593,265049.747952814
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Pyroglutamic acid","C5H7NO3",130.04979,14.473,84986946.5084624
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Pyrrolidine","C4H9N",72.08128,12.037,11058394.0659785
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Quinone","C6H4O2",109.02861,15.081,425420.057532541
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Rasagiline","C12H13N",172.11178,1.024,23923.5093047908
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Ricinin","C8H8N2O2",148.03911,3.649,8796341.94828496
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Rilmenidine","C10H16N2O",181.13333,8.605,170562.937455383
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Rolgamidine","C9H16N4O",197.13945,15.177,5098745.08993877
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","S-Aminoethyl-L-cysteine","C5H12N2O2S",148.04256,13.663,2773291.61809611
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","S-acetylcysteamine","C4H9NOS",102.03745,10.91,964201.386928743
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","SM(d18:1/16:0)","C39H79N2O6P",703.57388,3.846,34985784.6209841
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","SM(d18:1/18:0)","C41H83N2O6P",731.60488,3.848,607760.546022297
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","SM(d18:1/18:1(9Z))","C41H81N2O6P",729.58949,3.849,521864.308062018
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","SM(d18:1/22:0)","C45H91N2O6P",787.66683,3.89,2225435.19456877
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","SM(d18:1/23:0)","C46H93N2O6P",801.68141,3.856,780351.770404075
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","SM(d18:1/24:0)","C47H95N2O6P",815.6976,3.919,450939.179356585
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","SM(d18:1/24:1(15Z))","C47H93N2O6P",813.68236,3.836,8702362.91850287
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Salbutamol","C13H21NO3",496.33872,3.308,13418785.9096726
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Stearoylcarnitine","C25H49NO4",428.37232,3.573,2518358.58358138
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Succinimide","C4H5NO2",100.03954,11.976,605090.51624236
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Sulfoacetic acid","C2H4O5S",140.9856,3.656,90440946.451133
"Muscle","Muscle compound_Discover_pos_raw_file.csv","CD","2M_33_pos","2M_33","posi","Sulforaphane","C6H11NOS2",178.03523,1.03,191016.227584012
