"gene.id","age_baseMean","age_log2FoldChange","age_lfcSE","age_stat","age_pvalue","age_padj","id_baseMean","id_log2FoldChange","id_lfcSE","id_stat","id_pvalue","id_padj","age_direction","id_direction","same_direction","direction_class","rescue_fraction","rescue_interpretation","age_nominal","id_nominal","significance_class","limiting_pvalue","limiting_neg_log10_p","shared_effect_size","youth_shift_score"
"Piwil2",60.951333985751,1.02199900894104,0.249894363361129,4.08972413461011,4.31886548388603e-05,0.000657991859015578,49.6185531545634,0.514736075611045,0.210807758374115,2.44173212400255,0.0146169880866973,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.503656139690778,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0146169880866973,1.83514210700089,0.514736075611045,0.944613846346224
"Fosb",65.5040245310255,-2.08373308100809,0.781313823195014,-2.66696046984951,0.00765406740387337,0.0333422829989326,118.353138800873,-1.0769312751621,0.718935390788871,-1.4979527909739,0.134145516407253,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.516827843727994,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.134145516407253,0.872423838326591,1.0769312751621,0.93954051669087
"Ces2c",57.4776874442709,-3.70722291949927,0.79114058715804,-4.68592179402206,2.78702679214265e-06,7.60533762151608e-05,88.4867201570587,-0.758795943574677,0.403574867567115,-1.88018631623162,0.060082689864311,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.204680419832203,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.060082689864311,1.2212506324773,0.758795943574677,0.926680026011785
"Hbegf",232.126202016871,0.791409154327109,0.142481935354076,5.55445258629041,2.78483087943848e-08,1.65110274189358e-06,207.584707177572,0.523055894879567,0.219507471801461,2.38286146064612,0.0171786579126138,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.660917165311655,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0171786579126138,1.76501076855562,0.523055894879567,0.923199287018934
"Lsr",17.6830982922361,-2.64912800747542,0.591705850462064,-4.47710294803865,7.56627690059181e-06,0.000167719137963119,22.9207115131998,-0.802136046268344,0.444392814047033,-1.80501578988955,0.071072211209007,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.302792482660273,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.071072211209007,1.14830017251408,0.802136046268344,0.9210929603097
"Ccdc149",29.0675586106173,0.705955072403375,0.332975894556381,2.12013867653665,0.0339943521148961,0.100653554005658,27.5009927061132,0.621184542017717,0.259270185916737,2.39589654252497,0.0165797693226871,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.879920785756149,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0339943521148961,1.46859323146021,0.621184542017717,0.912267413894931
"2310007L24Rik",22.9930859072142,0.7245727291519,0.379418953935879,1.90969038746112,0.0561730893724973,0.144222165787299,26.1030996734823,0.904785627108946,0.368025060726043,2.45848917278616,0.0139522983582375,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.24871609254185,"Partial/full youth-like shift",FALSE,TRUE,"ID contrast only",0.0561730893724973,1.25047169041026,0.7245727291519,0.906057685447755
"Gm14296",245.90867211849,0.614684359153677,0.289275432364955,2.12491034626881,0.0335940944935343,0.0996749620331208,254.389150335274,0.711162465998071,0.282643417893931,2.51611189567823,0.0118657504228127,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.15695552588523,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0335940944935343,1.47373706053529,0.614684359153677,0.905883120616159
"Apoh",109.424410233151,-5.04254817103007,0.950249593284795,-5.30655125418064,1.11718757854951e-07,5.37232580525289e-06,137.691130516208,-1.11000429975764,0.781480477214993,-1.42038647428971,0.155495198336081,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.220127654136201,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.155495198336081,0.808283017366025,1.11000429975764,0.897197624697367
"Lypd8",217.601081087917,-6.33314754134335,1.94840013235472,-3.25043477270221,0.0011522869813594,0.00811216628793938,285.344025420785,-1.46594377865964,1.28081820649623,-1.14453696178307,0.252401018309353,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.231471597509742,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.252401018309353,0.597908897267678,1.46594377865964,0.876500828154799
"Sncg",317.083344664475,-1.97924925966404,0.346614480369058,-5.7102324679472,1.12821959238063e-08,7.57086629196148e-07,466.023202411356,-0.574463562879974,0.26515500043207,-2.16651981649935,0.0302714872415585,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.290243161681154,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0302714872415585,1.51896624158273,0.574463562879974,0.872590759034019
"Mettl7b",37.0198755011824,-5.23436526412399,1.23324171925372,-4.2443952247184,2.1918374846444e-05,0.000385674574324259,50.1086877131705,-1.19157589572764,0.90596426653043,-1.31525705786501,0.188423524879827,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.227644773645169,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.188423524879827,0.724864876024643,1.19157589572764,0.863731513930568
"Fgb",571.020171300949,-11.4358000904341,2.02277983743117,-5.65350705935302,1.5720665179647e-08,1.01791307038214e-06,674.701548138029,-1.43654387254264,1.25520645400316,-1.14446820119603,0.252429518087018,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.125618134383469,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.252429518087018,0.597859861817973,1.43654387254264,0.858851921133799
"Serpina3n",182.533539449714,-3.00193040586027,0.36436221248894,-8.2388631503641,1.7385465721178e-16,6.75425343267765e-14,289.988522773444,-0.644319444428726,0.32582605210365,-1.97749517041,0.0479856858907403,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.214635037231678,"Weak youth-like shift",TRUE,TRUE,"Nominal in both",0.0479856858907403,1.31888829316125,0.644319444428726,0.849785372313206
"Hpx",456.022673071942,-10.5822476858122,2.04421089519317,-5.17669077622845,2.2585609106466e-07,9.74945459762449e-06,535.69914062535,-1.49171378391359,1.35933112477313,-1.0973880879558,0.272471778439485,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.14096379410147,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.272471778439485,0.564678473580803,1.49171378391359,0.84233866251977
"RP23-334M9.3",21.3690557082451,1.56244375433939,0.397008779590315,3.93553955142182,8.30099914653374e-05,0.00108162092144994,15.3345546249056,0.840404718357969,0.512058484505816,1.64122799208969,0.100750097136601,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.537878381877047,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.100750097136601,0.996754526468546,0.840404718357969,0.837677207088829
"Acsm3",123.34664060137,1.22044543358067,0.954299117168914,1.27889192353161,0.200935117125376,0.356068315222894,103.869514047257,1.1970815141044,0.600145072923476,1.99465357313204,0.0460806762486165,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.980856235900918,"Partial/full youth-like shift",FALSE,TRUE,"ID contrast only",0.200935117125376,0.696944155631138,1.1970815141044,0.834298965069135
"Maml3",57.6906987914729,0.633162495102745,0.232366118742934,2.72484860756835,0.00643309774112472,0.0293303959086548,58.2099885645475,0.551496592119062,0.256857172126856,2.14709438538352,0.0317857682081892,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.871019045481475,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0317857682081892,1.49776728794452,0.551496592119062,0.826013555088815
"Pon1",71.189626708724,-2.3100912340758,0.863033141319167,-2.67671207915002,0.00743484954205537,0.0325239776908223,81.1381983948977,-1.04265402775575,0.746342008068722,-1.39701908305253,0.162407832656293,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.451347553886929,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.162407832656293,0.789393029298189,1.04265402775575,0.823063821480069
"Adamts8",36.3774805478268,1.94662133050128,0.675140042717211,2.88328525540684,0.00393550878852417,0.0202090276291107,21.0906429101531,0.858475880748824,0.540809424702574,1.58739075455454,0.112424171954269,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.441008154640818,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.112424171954269,0.949140302488204,0.858475880748824,0.814814057132767
"Slc2a4rg-ps",59.008129147075,1.24820301912979,0.199222262305045,6.2653792035479,3.71919219181976e-10,4.12830333291994e-08,43.3022377458413,0.557840505533818,0.264420913960878,2.10966862332362,0.0348869089314464,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.446914882422515,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0348869089314464,1.45733750843913,0.557840505533818,0.812961892441078
"Slc5a3",262.146804052285,-0.853133891614959,0.302988869288606,-2.81572684045473,0.00486670263548545,0.0236718047825111,293.701358656697,-0.583551983912975,0.285139390677149,-2.04654987347471,0.0407023008456032,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.68400984845219,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0407023008456032,1.3903810400056,0.583551983912975,0.811359614290252
"Aass",19.0982912028775,-2.70189754779435,0.712512509003156,-3.79207033371871,0.000149396586117134,0.00172039142031767,23.9149234546999,-0.925893237470781,0.617325538142479,-1.49984599739187,0.13365429924059,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.34268258551351,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.13365429924059,0.87401706678822,0.925893237470781,0.809246491573261
"Abi3bp",575.612637129234,0.471165271240801,0.133118322067791,3.53944719195648,0.000400965983875514,0.00362046533330533,579.215028743561,0.455243401459173,0.190479005464574,2.38999253670421,0.0168487151782549,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.966207463169562,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0168487151782549,1.77343321124776,0.455243401459173,0.807343767349095
"Gm17081",26.1953662601189,0.993041255410894,0.413124147519589,2.40373568423232,0.016228502267464,0.0580240685334393,21.2875063873732,0.683988577279106,0.37321404125916,1.83269786680975,0.0668475147131507,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.688781632739004,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0668475147131507,1.17491473449666,0.683988577279106,0.803628257672632
"Cntfr",218.002257295122,0.497363979990476,0.204178947906956,2.43592194537668,0.0148538893747658,0.0544394823766392,218.529330442825,0.470724855179366,0.205282622404111,2.29305749150415,0.021844695259926,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.946439376627917,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.021844695259926,1.6606540094509,0.470724855179366,0.781711118101807
"Baiap2l1",31.1510520310534,-1.51343163869395,0.582978996271183,-2.59603115785315,0.00943075128501638,0.0390426756087204,35.0583629305521,-0.843716300761274,0.546254324470706,-1.54454850600733,0.122455509887102,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.557485570665999,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.122455509887102,0.912021669014327,0.843716300761274,0.769487548794891
"Serpina1d",213.48626046833,-10.8520379146934,1.79758621417395,-6.03700552948457,1.57000345385359e-09,1.39626271019521e-07,265.931572316988,-1.26893622461465,1.10021771003192,-1.15335011702169,0.24876670721274,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.116930684779173,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.24876670721274,0.604207742314324,1.26893622461465,0.766701091415279
"Orm1",181.482866537013,-1.57136749453025,0.784830225142871,-2.00217504906134,0.0452659081840105,0.123477568832326,207.990362532096,-0.886412665371972,0.595937552647785,-1.48742542139456,0.136902486893562,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.564102712101067,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.136902486893562,0.86358866264511,0.886412665371972,0.765495928240268
"Lrfn4",92.5707950083002,1.80717738322837,0.396696205398626,4.55557012805909,5.22436816370715e-06,0.000125003804215249,46.8503724627193,0.523822994494071,0.248086897104946,2.11144965980401,0.0347336804845011,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.289856988780097,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0347336804845011,1.45924919511077,0.523822994494071,0.764388283095986
"Clec11a",21.0088512978735,0.613986913884289,0.323145478543715,1.90003250749872,0.0574288537517155,0.146494182597738,25.5516395682593,1.11601502441322,0.298889973719119,3.73386571160795,0.000188563060340289,0.480986654316009,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.81765278571319,"Overshoot past young CD",FALSE,TRUE,"ID contrast only",0.0574288537517155,1.24086985191094,0.613986913884289,0.761877850906854
"Gm15751",24.6283197126125,1.23226938516551,0.326727617300563,3.77154951071039,0.000162236958403219,0.00182832382969979,18.1380886127988,0.607837091125372,0.31918221063606,1.90435767054212,0.056863618100238,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.493266406227995,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.056863618100238,1.24516551061502,0.607837091125372,0.756857781941871
"Gm5601",108.6161549689,0.807435539063194,0.391656394840177,2.06159161372224,0.0392466331321374,0.111230187162554,103.184270164038,0.657122301488761,0.363906494048857,1.80574491589187,0.0709581932298486,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.813838714916079,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0709581932298486,1.14899745124139,0.657122301488761,0.755031849564462
"Trim67",15.4532739323118,-1.16947324007565,0.974379845355745,-1.20022314259659,0.230052689684877,0.39150061761589,15.8356358230375,-1.50439979895988,0.719951932386707,-2.08958366702712,0.0366552149794453,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",1.28639095569435,"Partial/full youth-like shift",FALSE,TRUE,"ID contrast only",0.230052689684877,0.638172684770532,1.16947324007565,0.746325877386371
"Cd5l",18.8235582896028,-5.02089140976711,1.46108449055214,-3.43641414458498,0.000589469148166826,0.00486435608406196,27.1150375265118,-1.29414913010463,1.16389477076368,-1.11191248780634,0.26617577890274,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.25775286188965,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.26617577890274,0.574831466395047,1.29414913010463,0.743917642191919
"Sec14l2",25.374847582713,-3.42767634110116,0.82811710272415,-4.13912033675621,3.48640051308094e-05,0.000552250330199721,31.5078404775553,-0.906377348217628,0.631678608689888,-1.43487104953177,0.151323846818879,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.264429093654289,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.151323846818879,0.82009262699483,0.906377348217628,0.743313380548403
