tissue,name,PC1,pc1_variance_explained,variance_explained,abs_variance_explained,rank
Liver,"PI(18:1(9Z)/18:3(6Z,9Z,12Z))",0.04096885662990329,0.20931212974484736,3.51319360934877e-4,0.008575278634416367,190
Liver,4-Pyridoxic acid,-0.04095699048886706,0.20931212974484736,3.511158794757329e-4,0.00857279490716422,191
Liver,N-{4-[(4-{2-[3-Chloro-4-(2-chloroethoxy)-5-cyanophenyl]-2-propanyl}phenoxy)methyl]-2-pyrimidinyl}methanesulfonamide,0.04085844458391266,0.20931212974484736,3.4942828450342233e-4,0.008552168053920584,192
Liver,Tetracosanoic acid,0.04069725875110171,0.20931212974484736,3.4667674595499875e-4,0.008518429903970226,193
Liver,Phosphoric acid,-0.040526676461432626,0.20931212974484736,3.437766500310072e-4,0.008482724961622837,194
Liver,Melibiose,0.04041959704466909,0.20931212974484736,3.4196239952128754e-4,0.008460311940848226,195
Liver,leu-gln,-0.040390337257700644,0.20931212974484736,3.4146748487060404e-4,0.00845418751252198,196
Liver,"(2R)-1-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(palmitoyloxy)-2-propanyl (9Z)-9-hexadecenoate",-0.04037723116721114,0.20931212974484736,3.412459181309578e-4,0.008451444248808993,197
Liver,[4]-Gingerol,-0.040348662541360755,0.20931212974484736,3.4076319666720244e-4,0.008445464488888365,198
Liver,"SM(d18:1/22:2(13Z,16Z))",0.04018353507490387,0.20931212974484736,3.37979747689623e-4,0.008410901307204902,199
Liver,Integerressine,0.040172995699960176,0.20931212974484736,3.378024796547025e-4,0.00840869528818926,200
Liver,Monocrotophos,0.040161992239131944,0.20931212974484736,3.376174554989691e-4,0.008406392130368739,201
Liver,"PE(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.04014043097143636,0.20931212974484736,3.3725504786356804e-4,0.008401879095507377,202
Liver,ethylestrenol,-0.04013302303163199,0.20931212974484736,3.3713057812094336e-4,0.008400328523849903,203
Liver,LysoPC(14:0/0:0),0.040099701755186505,0.20931212974484736,3.3657099118381104e-4,0.00839335397651128,204
Liver,6-(α-D-glucosaminyl)-1D-myo-inositol,0.040088240907904124,0.20931212974484736,3.3637862878094937e-4,0.008390955082157925,205
Liver,"LysoPC(18:3(6Z,9Z,12Z)/0:0)",-0.039978484422698204,0.20931212974484736,3.345392267819225e-4,0.008367981718486166,206
Liver,verofylline,-0.039978484422698204,0.20931212974484736,3.345392267819225e-4,0.008367981718486166,207
Liver,Cytidine,0.039973006143378224,0.20931212974484736,3.344475487813061e-4,0.008366835048174363,208
Liver,PC(16:0/0:0),0.03996066179376512,0.20931212974484736,3.342410144029298e-4,0.00836425122606653,209
Liver,Diethyl tartrate,-0.03993923961357651,0.20931212974484736,3.338827494645031e-4,0.008359767303907474,210
Liver,L-Menthyl acetoacetate,0.03991927834729208,0.20931212974484736,3.3354908978291324e-4,0.008355589168749076,211
Liver,7-Ketocholesterol,0.03991774541089866,0.20931212974484736,3.33523473101324e-4,0.008355268306567805,212
Liver,p-cymene,-0.039913237629832926,0.20931212974484736,3.334481499140224e-4,0.008354324773312513,213
Liver,"PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.039760743086196405,0.20931212974484736,3.309050394935156e-4,0.008322405815609484,214
Liver,5-Phenylvaleric acid,-0.0397592572788275,0.20931212974484736,3.308803089718223e-4,0.00832209481810471,215
Liver,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",0.03972809299690872,0.20931212974484736,3.3036180804023985e-4,0.008315571755884321,216
Liver,ETHYLENE GLYCOL DIOLEATE,0.03967606596124567,0.20931212974484736,3.294971055123123e-4,0.008304681866245375,217
Liver,L-Azaserine,-0.03955274192568639,0.20931212974484736,3.274519551387831e-4,0.008278868649713734,218
Liver,"(6Z,9Z,12Z,15Z,23R,29S)-26,29,30-Trihydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphatriaconta-6,9,12,15-tetraen-23-yl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",0.03951572390431916,0.20931212974484736,3.268393072931481e-4,0.008271120328822417,219
