"ontology","ID","Description","age_direction","age_NES","age_p.adjust","age_setSize","diet_direction","diet_NES","diet_p.adjust","diet_setSize","NES_delta","abs_NES_delta","direction_switch","NES_change_class","best_p.adjust","worst_p.adjust"
"BP","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","Down",-1.91157765744609,0.00706745999983047,12,"Up",1.91134346060126,0.0294139221005698,12,3.82292111804735,3.82292111804735,TRUE,"Switched: young-down, ID-up",0.00706745999983047,0.0294139221005698
"BP","GO:0071675","regulation of mononuclear cell migration","Down",-2.03012441420354,4.37880514491287e-05,117,"Up",1.78578613840156,0.00603630492143216,122,3.8159105526051,3.8159105526051,TRUE,"Switched: young-down, ID-up",4.37880514491287e-05,0.00603630492143216
"BP","GO:0001774","microglial cell activation","Down",-1.92824301945975,0.0061626011835382,41,"Up",1.87815768471092,0.0214022034302938,43,3.80640070417067,3.80640070417067,TRUE,"Switched: young-down, ID-up",0.0061626011835382,0.0214022034302938
"BP","GO:1902624","positive regulation of neutrophil migration","Down",-1.87256572597814,0.0110913772900934,35,"Up",1.92919001906512,0.0222829623837575,37,3.80175574504326,3.80175574504326,TRUE,"Switched: young-down, ID-up",0.0110913772900934,0.0222829623837575
"BP","GO:0002283","neutrophil activation involved in immune response","Down",-2.00124855421542,0.00605044075816987,17,"Up",1.79918294625331,0.0544338574135988,18,3.80043150046873,3.80043150046873,TRUE,"Switched: young-down, ID-up",0.00605044075816987,0.0544338574135988
"BP","GO:0050729","positive regulation of inflammatory response","Down",-2.11752702437046,4.16782749422829e-06,130,"Up",1.67618622656341,0.0150778227858092,135,3.79371325093387,3.79371325093387,TRUE,"Switched: young-down, ID-up",4.16782749422829e-06,0.0150778227858092
"BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","Down",-2.19066735256194,2.53877138839958e-05,71,"Up",1.59625609948018,0.0790832638440903,76,3.78692345204212,3.78692345204212,TRUE,"Switched: young-down, ID-up",2.53877138839958e-05,0.0790832638440903
"BP","GO:0002269","leukocyte activation involved in inflammatory response","Down",-1.90131577658925,0.00367350423681264,44,"Up",1.88370002074856,0.0200256636871057,46,3.7850157973378,3.7850157973378,TRUE,"Switched: young-down, ID-up",0.00367350423681264,0.0200256636871057
"BP","GO:0061900","glial cell activation","Down",-1.98023129653943,0.00186140640276798,51,"Up",1.79611955902904,0.0294139221005698,53,3.77635085556847,3.77635085556847,TRUE,"Switched: young-down, ID-up",0.00186140640276798,0.0294139221005698
"BP","GO:0050764","regulation of phagocytosis","Down",-2.06475060908511,2.68199229400835e-05,105,"Up",1.71138664729504,0.0131635049132776,109,3.77613725638015,3.77613725638015,TRUE,"Switched: young-down, ID-up",2.68199229400835e-05,0.0131635049132776
"BP","GO:0032722","positive regulation of chemokine production","Down",-2.00180069297526,0.00054418067495736,65,"Up",1.76766170206219,0.0251444657186459,66,3.76946239503746,3.76946239503746,TRUE,"Switched: young-down, ID-up",0.00054418067495736,0.0251444657186459
"BP","GO:0002446","neutrophil mediated immunity","Down",-2.07066096358179,0.00176749966685214,31,"Up",1.69845215355746,0.0872408588576686,33,3.76911311713924,3.76911311713924,TRUE,"Switched: young-down, ID-up",0.00176749966685214,0.0872408588576686
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","Down",-2.25527781889395,2.76221642736204e-07,116,"Up",1.51048381497895,0.0502029666263681,123,3.7657616338729,3.7657616338729,TRUE,"Switched: young-down, ID-up",2.76221642736204e-07,0.0502029666263681
"BP","GO:0002699","positive regulation of immune effector process","Down",-2.10742004660733,1.24604075697222e-07,212,"Up",1.65089471209073,0.00639121634737101,222,3.75831475869805,3.75831475869805,TRUE,"Switched: young-down, ID-up",1.24604075697222e-07,0.00639121634737101
"BP","GO:0006909","phagocytosis","Down",-1.9663594903988,5.48061702843223e-06,200,"Up",1.77990822484054,0.00140470747665298,206,3.74626771523935,3.74626771523935,TRUE,"Switched: young-down, ID-up",5.48061702843223e-06,0.00140470747665298
"BP","GO:1902622","regulation of neutrophil migration","Down",-1.69545122530068,0.029654426331905,44,"Up",2.04298748469432,0.00291967502279299,48,3.738438709995,3.738438709995,TRUE,"Switched: young-down, ID-up",0.00291967502279299,0.029654426331905
"BP","GO:0097028","dendritic cell differentiation","Down",-2.03983211381926,0.00151699187441781,33,"Up",1.69498753633023,0.0730984837109159,36,3.73481965014948,3.73481965014948,TRUE,"Switched: young-down, ID-up",0.00151699187441781,0.0730984837109159
"BP","GO:0002437","inflammatory response to antigenic stimulus","Down",-1.77840110990833,0.00895194186488552,49,"Up",1.94223390685291,0.0115840058658066,54,3.72063501676124,3.72063501676124,TRUE,"Switched: young-down, ID-up",0.00895194186488552,0.0115840058658066
"BP","GO:0002279","mast cell activation involved in immune response","Down",-1.91649001223574,0.00402118091044893,42,"Up",1.79353409099193,0.0549398279822415,45,3.71002410322768,3.71002410322768,TRUE,"Switched: young-down, ID-up",0.00402118091044893,0.0549398279822415
"BP","GO:0032602","chemokine production","Down",-1.99571435003517,0.000316981185860187,86,"Up",1.70711380548306,0.0295151040603467,87,3.70282815551823,3.70282815551823,TRUE,"Switched: young-down, ID-up",0.000316981185860187,0.0295151040603467
"BP","GO:0032642","regulation of chemokine production","Down",-1.99571435003517,0.000316981185860187,86,"Up",1.70711380548306,0.0295151040603467,87,3.70282815551823,3.70282815551823,TRUE,"Switched: young-down, ID-up",0.000316981185860187,0.0295151040603467
"BP","GO:0061760","antifungal innate immune response","Down",-1.84837148133812,0.0217655234320964,13,"Up",1.84849411822777,0.0502029666263681,17,3.69686559956588,3.69686559956588,TRUE,"Switched: young-down, ID-up",0.0217655234320964,0.0502029666263681
"BP","GO:0090025","regulation of monocyte chemotaxis","Down",-1.87596128366836,0.0194495246871742,21,"Up",1.81777197992818,0.0595976379960787,23,3.69373326359655,3.69373326359655,TRUE,"Switched: young-down, ID-up",0.0194495246871742,0.0595976379960787
"BP","GO:0009620","response to fungus","Down",-1.93303541653515,0.004437805387916,43,"Up",1.7522471910914,0.0402183975612957,48,3.68528260762655,3.68528260762655,TRUE,"Switched: young-down, ID-up",0.004437805387916,0.0402183975612957
"BP","GO:0006935","chemotaxis","Down",-1.76423790642288,1.38365089097124e-05,353,"Up",1.92040814805167,4.52049168206507e-07,363,3.68464605447455,3.68464605447455,TRUE,"Switched: young-down, ID-up",4.52049168206507e-07,1.38365089097124e-05
"BP","GO:0042330","taxis","Down",-1.76423790642288,1.38365089097124e-05,353,"Up",1.92040814805167,4.52049168206507e-07,363,3.68464605447455,3.68464605447455,TRUE,"Switched: young-down, ID-up",4.52049168206507e-07,1.38365089097124e-05
"BP","GO:0031343","positive regulation of cell killing","Down",-2.06985920844581,0.000648279417336949,50,"Up",1.59893082936413,0.0767070238160535,55,3.66879003780993,3.66879003780993,TRUE,"Switched: young-down, ID-up",0.000648279417336949,0.0767070238160535
"BP","GO:0050727","regulation of inflammatory response","Down",-1.96100292758695,1.08148921656639e-07,313,"Up",1.70629405204681,0.000362151131566601,322,3.66729697963376,3.66729697963376,TRUE,"Switched: young-down, ID-up",1.08148921656639e-07,0.000362151131566601
"BP","GO:0072678","T cell migration","Down",-1.86423958516455,0.00650524446953588,56,"Up",1.80125413813657,0.0269448379027347,59,3.66549372330112,3.66549372330112,TRUE,"Switched: young-down, ID-up",0.00650524446953588,0.0269448379027347
"BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","Down",-1.83630568410536,0.00176749966685214,97,"Up",1.82738564879666,0.00763386776519556,99,3.66369133290202,3.66369133290202,TRUE,"Switched: young-down, ID-up",0.00176749966685214,0.00763386776519556
"BP","GO:0002714","positive regulation of B cell mediated immunity","Down",-1.80740193688536,0.0166312517867759,33,"Up",1.85215811717995,0.0297575594957333,33,3.6595600540653,3.6595600540653,TRUE,"Switched: young-down, ID-up",0.0166312517867759,0.0297575594957333
"BP","GO:0002891","positive regulation of immunoglobulin mediated immune response","Down",-1.80740193688536,0.0166312517867759,33,"Up",1.85215811717995,0.0297575594957333,33,3.6595600540653,3.6595600540653,TRUE,"Switched: young-down, ID-up",0.0166312517867759,0.0297575594957333
"BP","GO:0009595","detection of biotic stimulus","Down",-1.88743591450185,0.00988023748946017,35,"Up",1.75734576527865,0.0552583404894178,36,3.6447816797805,3.6447816797805,TRUE,"Switched: young-down, ID-up",0.00988023748946017,0.0552583404894178
"BP","GO:0032635","interleukin-6 production","Down",-1.98693333751535,4.37880514491287e-05,130,"Up",1.65479246417036,0.0152862098225298,133,3.64172580168572,3.64172580168572,TRUE,"Switched: young-down, ID-up",4.37880514491287e-05,0.0152862098225298
"BP","GO:0032675","regulation of interleukin-6 production","Down",-1.98693333751535,4.37880514491287e-05,130,"Up",1.65479246417036,0.0152862098225298,133,3.64172580168572,3.64172580168572,TRUE,"Switched: young-down, ID-up",4.37880514491287e-05,0.0152862098225298
"BP","GO:0002688","regulation of leukocyte chemotaxis","Down",-1.93495891102174,0.000239814576531239,102,"Up",1.70327213597228,0.0170033590234502,110,3.63823104699402,3.63823104699402,TRUE,"Switched: young-down, ID-up",0.000239814576531239,0.0170033590234502
"BP","GO:0032760","positive regulation of tumor necrosis factor production","Down",-1.84059575228324,0.00171986689895227,96,"Up",1.78179916123237,0.00752740654658801,98,3.62239491351561,3.62239491351561,TRUE,"Switched: young-down, ID-up",0.00171986689895227,0.00752740654658801
"BP","GO:0001913","T cell mediated cytotoxicity","Down",-1.76354812088294,0.0278656343961513,39,"Up",1.8514699968578,0.0188036543512878,42,3.61501811774074,3.61501811774074,TRUE,"Switched: young-down, ID-up",0.0188036543512878,0.0278656343961513
"BP","GO:0043303","mast cell degranulation","Down",-1.84992315230934,0.0129351331425898,39,"Up",1.76074646478977,0.0376892665445301,42,3.61066961709912,3.61066961709912,TRUE,"Switched: young-down, ID-up",0.0129351331425898,0.0376892665445301
"BP","GO:0150076","neuroinflammatory response","Down",-1.90358727663255,0.00190399737420945,78,"Up",1.70307934917749,0.0303883975632502,80,3.60666662581004,3.60666662581004,TRUE,"Switched: young-down, ID-up",0.00190399737420945,0.0303883975632502
"BP","GO:0002577","regulation of antigen processing and presentation","Down",-1.67607235305536,0.0704938006116305,17,"Up",1.9295857348363,0.0392002113228997,20,3.60565808789166,3.60565808789166,TRUE,"Switched: young-down, ID-up",0.0392002113228997,0.0704938006116305
"BP","GO:0042116","macrophage activation","Down",-1.92953465391056,0.000424281587648754,95,"Up",1.67217123761432,0.0345201166333501,97,3.60170589152488,3.60170589152488,TRUE,"Switched: young-down, ID-up",0.000424281587648754,0.0345201166333501
"BP","GO:0001819","positive regulation of cytokine production","Down",-1.89320671145264,3.23517477493353e-08,409,"Up",1.7025075064141,4.93255205474078e-05,423,3.59571421786674,3.59571421786674,TRUE,"Switched: young-down, ID-up",3.23517477493353e-08,4.93255205474078e-05
"BP","GO:0032944","regulation of mononuclear cell proliferation","Down",-2.21398731702849,3.30000483312462e-09,201,"Up",1.37729619475625,0.0874413692850175,205,3.59128351178474,3.59128351178474,TRUE,"Switched: young-down, ID-up",3.30000483312462e-09,0.0874413692850175
"BP","GO:0006911","phagocytosis, engulfment","Down",-1.77487913837724,0.0167290499175774,51,"Up",1.8128922527095,0.0248674371711482,52,3.58777139108674,3.58777139108674,TRUE,"Switched: young-down, ID-up",0.0167290499175774,0.0248674371711482
"BP","GO:0002456","T cell mediated immunity","Down",-1.9999508478563,4.97347288282223e-05,98,"Up",1.58587959736474,0.0386839543377117,105,3.58583044522104,3.58583044522104,TRUE,"Switched: young-down, ID-up",4.97347288282223e-05,0.0386839543377117
"BP","GO:0050670","regulation of lymphocyte proliferation","Down",-2.18873227679951,8.32740694822608e-09,196,"Up",1.39030978654562,0.0971168634946097,200,3.57904206334513,3.57904206334513,TRUE,"Switched: young-down, ID-up",8.32740694822608e-09,0.0971168634946097
"BP","GO:0033627","cell adhesion mediated by integrin","Down",-1.66250758609857,0.0229120933682359,68,"Up",1.91302320222619,0.00597046803388498,69,3.57553078832476,3.57553078832476,TRUE,"Switched: young-down, ID-up",0.00597046803388498,0.0229120933682359
"BP","GO:1905517","macrophage migration","Down",-1.80645214827273,0.0082595415244103,58,"Up",1.76289880975563,0.0281111089564531,61,3.56935095802836,3.56935095802836,TRUE,"Switched: young-down, ID-up",0.0082595415244103,0.0281111089564531
"BP","GO:0002694","regulation of leukocyte activation","Down",-1.94890061776415,1.24899058701771e-09,473,"Up",1.61532338461365,0.00025168839412488,492,3.5642240023778,3.5642240023778,TRUE,"Switched: young-down, ID-up",1.24899058701771e-09,0.00025168839412488
"BP","GO:0072676","lymphocyte migration","Down",-1.86511143568809,0.00171330454510197,82,"Up",1.69869795420858,0.0289095034828497,85,3.56380938989667,3.56380938989667,TRUE,"Switched: young-down, ID-up",0.00171330454510197,0.0289095034828497
"BP","GO:0002821","positive regulation of adaptive immune response","Down",-2.04407179958375,4.01856533824003e-05,110,"Up",1.51873618101913,0.0709971286447912,117,3.56280798060287,3.56280798060287,TRUE,"Switched: young-down, ID-up",4.01856533824003e-05,0.0709971286447912
"BP","GO:0046651","lymphocyte proliferation","Down",-2.16813019801284,1.24899058701771e-09,253,"Up",1.39032608430205,0.089328718257069,262,3.55845628231489,3.55845628231489,TRUE,"Switched: young-down, ID-up",1.24899058701771e-09,0.089328718257069
"BP","GO:0002524","hypersensitivity","Down",-1.83373185868183,0.0245682370340632,14,"Up",1.72415236593759,0.0925275695652378,15,3.55788422461942,3.55788422461942,TRUE,"Switched: young-down, ID-up",0.0245682370340632,0.0925275695652378
"BP","GO:0002690","positive regulation of leukocyte chemotaxis","Down",-1.91376374037338,0.000809603791339194,81,"Up",1.64346008163287,0.0468518617681792,85,3.55722382200624,3.55722382200624,TRUE,"Switched: young-down, ID-up",0.000809603791339194,0.0468518617681792
"BP","GO:0032943","mononuclear cell proliferation","Down",-2.17934491660901,9.54112408694259e-10,260,"Up",1.37267458267711,0.0939564369700696,269,3.55201949928612,3.55201949928612,TRUE,"Switched: young-down, ID-up",9.54112408694259e-10,0.0939564369700696
"BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","Down",-2.02669620981918,5.05007375508423e-05,102,"Up",1.52385042789462,0.0605561825329927,109,3.5505466377138,3.5505466377138,TRUE,"Switched: young-down, ID-up",5.05007375508423e-05,0.0605561825329927
"BP","GO:0071353","cellular response to interleukin-4","Down",-1.68571600892624,0.0426371187736951,30,"Up",1.83774255931853,0.0482480770227366,30,3.52345856824477,3.52345856824477,TRUE,"Switched: young-down, ID-up",0.0426371187736951,0.0482480770227366
"BP","GO:0045123","cellular extravasation","Down",-1.77091539075145,0.0152893284695712,63,"Up",1.73685514432714,0.0301290597832231,64,3.5077705350786,3.5077705350786,TRUE,"Switched: young-down, ID-up",0.0152893284695712,0.0301290597832231
"BP","GO:0019221","cytokine-mediated signaling pathway","Down",-1.72960812999764,1.51872380916534e-05,401,"Up",1.76958927300284,1.88291205896811e-05,414,3.49919740300048,3.49919740300048,TRUE,"Switched: young-down, ID-up",1.51872380916534e-05,1.88291205896811e-05
"BP","GO:0071622","regulation of granulocyte chemotaxis","Down",-1.68248547203801,0.0361858506514527,47,"Up",1.81327604877331,0.0274602194401186,51,3.49576152081132,3.49576152081132,TRUE,"Switched: young-down, ID-up",0.0274602194401186,0.0361858506514527
"BP","GO:0032731","positive regulation of interleukin-1 beta production","Down",-1.73526765469722,0.0305524485118422,41,"Up",1.759783837839,0.0503343516742454,44,3.49505149253622,3.49505149253622,TRUE,"Switched: young-down, ID-up",0.0305524485118422,0.0503343516742454
"BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","Down",-2.02544716541315,8.71680029801441e-06,159,"Up",1.46943288202909,0.0549398279822415,170,3.49488004744224,3.49488004744224,TRUE,"Switched: young-down, ID-up",8.71680029801441e-06,0.0549398279822415
"BP","GO:0032755","positive regulation of interleukin-6 production","Down",-1.95231757204012,0.000887660287183183,83,"Up",1.53877601357812,0.0972632114219934,85,3.49109358561825,3.49109358561825,TRUE,"Switched: young-down, ID-up",0.000887660287183183,0.0972632114219934
"BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","Down",-1.9824442318078,7.66232273096676e-07,244,"Up",1.50729659036277,0.0247046801737841,261,3.48974082217057,3.48974082217057,TRUE,"Switched: young-down, ID-up",7.66232273096676e-07,0.0247046801737841
"BP","GO:0099024","plasma membrane invagination","Down",-1.75299202035227,0.014769470970097,59,"Up",1.7279223995019,0.0303883975632502,60,3.48091441985417,3.48091441985417,TRUE,"Switched: young-down, ID-up",0.014769470970097,0.0303883975632502
"BP","GO:1905523","positive regulation of macrophage migration","Down",-1.7051105992219,0.0419420787876348,26,"Up",1.76703583648232,0.0599598316621041,27,3.47214643570422,3.47214643570422,TRUE,"Switched: young-down, ID-up",0.0419420787876348,0.0599598316621041
"BP","GO:0002819","regulation of adaptive immune response","Down",-1.96886209402083,1.96992058353905e-05,172,"Up",1.49522988370046,0.0468518617681792,183,3.46409197772129,3.46409197772129,TRUE,"Switched: young-down, ID-up",1.96992058353905e-05,0.0468518617681792
"BP","GO:0002448","mast cell mediated immunity","Down",-1.76653916180232,0.0257906903012045,41,"Up",1.69322158494223,0.0734920706844184,44,3.45976074674456,3.45976074674456,TRUE,"Switched: young-down, ID-up",0.0257906903012045,0.0734920706844184
"BP","GO:0014002","astrocyte development","Down",-1.69192383713536,0.0326984290282831,34,"Up",1.76036487461376,0.060096927295239,35,3.45228871174912,3.45228871174912,TRUE,"Switched: young-down, ID-up",0.0326984290282831,0.060096927295239
"BP","GO:0001914","regulation of T cell mediated cytotoxicity","Down",-1.63375158161494,0.0572201826877738,30,"Up",1.81210428034433,0.0378756241737058,33,3.44585586195927,3.44585586195927,TRUE,"Switched: young-down, ID-up",0.0378756241737058,0.0572201826877738
"BP","GO:0042113","B cell activation","Down",-2.02494970203056,2.51637642949329e-07,233,"Up",1.41718271328636,0.0560582132107746,240,3.44213241531691,3.44213241531691,TRUE,"Switched: young-down, ID-up",2.51637642949329e-07,0.0560582132107746
"BP","GO:0051249","regulation of lymphocyte activation","Down",-1.87247614238934,1.34436369061731e-07,413,"Up",1.56822377441051,0.001876053715401,428,3.44069991679985,3.44069991679985,TRUE,"Switched: young-down, ID-up",1.34436369061731e-07,0.001876053715401
"BP","GO:0050866","negative regulation of cell activation","Down",-1.93539252696259,2.23021543167652e-05,182,"Up",1.48487147648781,0.0331493496252956,188,3.4202640034504,3.4202640034504,TRUE,"Switched: young-down, ID-up",2.23021543167652e-05,0.0331493496252956
"BP","GO:0070670","response to interleukin-4","Down",-1.62734866026278,0.0544305993771058,32,"Up",1.78292428698766,0.0460407101802049,33,3.41027294725044,3.41027294725044,TRUE,"Switched: young-down, ID-up",0.0460407101802049,0.0544305993771058
"BP","GO:0002683","negative regulation of immune system process","Down",-1.90103364301734,3.1847510497922e-08,440,"Up",1.50447620935066,0.0056504369828463,459,3.405509852368,3.405509852368,TRUE,"Switched: young-down, ID-up",3.1847510497922e-08,0.0056504369828463
"BP","GO:0071216","cellular response to biotic stimulus","Down",-1.82741107845075,5.39146932603176e-05,214,"Up",1.56646042841409,0.0211749103720512,219,3.39387150686484,3.39387150686484,TRUE,"Switched: young-down, ID-up",5.39146932603176e-05,0.0211749103720512
"BP","GO:0002532","production of molecular mediator involved in inflammatory response","Down",-1.50676767637869,0.0507296100090055,86,"Up",1.88675775114302,0.00404325237595246,91,3.3935254275217,3.3935254275217,TRUE,"Switched: young-down, ID-up",0.00404325237595246,0.0507296100090055
"BP","GO:0050867","positive regulation of cell activation","Down",-1.72839802500124,5.58076586876744e-05,312,"Up",1.66351638371209,0.001876053715401,325,3.39191440871333,3.39191440871333,TRUE,"Switched: young-down, ID-up",5.58076586876744e-05,0.001876053715401
"BP","GO:0050921","positive regulation of chemotaxis","Down",-1.67868011876918,0.0100841514562029,129,"Up",1.70349272416086,0.0135444439043707,134,3.38217284293004,3.38217284293004,TRUE,"Switched: young-down, ID-up",0.0100841514562029,0.0135444439043707
"BP","GO:0002285","lymphocyte activation involved in immune response","Down",-1.79409382026593,0.00054182558777107,172,"Up",1.5857108797316,0.018398942021782,181,3.37980469999753,3.37980469999753,TRUE,"Switched: young-down, ID-up",0.00054182558777107,0.018398942021782
"BP","GO:0007159","leukocyte cell-cell adhesion","Down",-1.93891689901638,9.9494247609539e-08,336,"Up",1.42247886574498,0.0372777435791983,350,3.36139576476136,3.36139576476136,TRUE,"Switched: young-down, ID-up",9.9494247609539e-08,0.0372777435791983
"BP","GO:0071624","positive regulation of granulocyte chemotaxis","Down",-1.66910064484151,0.0608867512425422,24,"Up",1.68963402498578,0.0924375307572024,27,3.35873466982729,3.35873466982729,TRUE,"Switched: young-down, ID-up",0.0608867512425422,0.0924375307572024
"BP","GO:0071219","cellular response to molecule of bacterial origin","Down",-1.77521730691028,0.000623946487490982,192,"Up",1.57838912568108,0.0215400646180056,197,3.35360643259136,3.35360643259136,TRUE,"Switched: young-down, ID-up",0.000623946487490982,0.0215400646180056
"BP","GO:0010324","membrane invagination","Down",-1.68368332170978,0.0247499928245873,67,"Up",1.66345904171523,0.0410871688591154,68,3.347142363425,3.347142363425,TRUE,"Switched: young-down, ID-up",0.0247499928245873,0.0410871688591154
"BP","GO:0050853","B cell receptor signaling pathway","Down",-1.60741544415971,0.0532445636638467,53,"Up",1.73905713463011,0.0355413446258641,55,3.34647257878982,3.34647257878982,TRUE,"Switched: young-down, ID-up",0.0355413446258641,0.0532445636638467
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","Down",-1.86738798413205,2.26034258758685e-05,231,"Up",1.45855167895487,0.0392125693644486,247,3.32593966308692,3.32593966308692,TRUE,"Switched: young-down, ID-up",2.26034258758685e-05,0.0392125693644486
"BP","GO:0022409","positive regulation of cell-cell adhesion","Down",-1.81191139728918,4.88551676541575e-05,266,"Up",1.50325779929787,0.0237823758533747,277,3.31516919658705,3.31516919658705,TRUE,"Switched: young-down, ID-up",4.88551676541575e-05,0.0237823758533747
"BP","GO:0050728","negative regulation of inflammatory response","Down",-1.73164173192208,0.00244804999763543,134,"Up",1.58141443831126,0.0289011852390857,139,3.31305617023334,3.31305617023334,TRUE,"Switched: young-down, ID-up",0.00244804999763543,0.0289011852390857
"BP","GO:0002286","T cell activation involved in immune response","Down",-1.54094181030085,0.0360277911534321,102,"Up",1.7712321871505,0.00913875575581698,110,3.31217399745135,3.31217399745135,TRUE,"Switched: young-down, ID-up",0.00913875575581698,0.0360277911534321
"BP","GO:2000107","negative regulation of leukocyte apoptotic process","Down",-1.70301679798698,0.031366289669435,50,"Up",1.58727935363072,0.0815654492342079,55,3.2902961516177,3.2902961516177,TRUE,"Switched: young-down, ID-up",0.031366289669435,0.0815654492342079
"BP","GO:0002696","positive regulation of leukocyte activation","Down",-1.75660454615666,0.000102211942018204,294,"Up",1.52839483584732,0.0138309256125966,307,3.28499938200398,3.28499938200398,TRUE,"Switched: young-down, ID-up",0.000102211942018204,0.0138309256125966
"BP","GO:0002237","response to molecule of bacterial origin","Down",-1.79386540004655,1.75909654995503e-05,298,"Up",1.48478296604505,0.0227885956863363,305,3.27864836609159,3.27864836609159,TRUE,"Switched: young-down, ID-up",1.75909654995503e-05,0.0227885956863363
"BP","GO:2000404","regulation of T cell migration","Down",-1.62865003297302,0.04594869495701,42,"Up",1.64613870289212,0.0953877955619742,44,3.27478873586513,3.27478873586513,TRUE,"Switched: young-down, ID-up",0.04594869495701,0.0953877955619742
"BP","GO:0031589","cell-substrate adhesion","Down",-1.31569822433048,0.0727459532351414,328,"Up",1.95239132173749,1.45157981228846e-06,330,3.26808954606796,3.26808954606796,TRUE,"Switched: young-down, ID-up",1.45157981228846e-06,0.0727459532351414
"BP","GO:0032611","interleukin-1 beta production","Down",-1.6933212069533,0.0161553317371335,70,"Up",1.56742072321193,0.0790832638440903,72,3.26074193016523,3.26074193016523,TRUE,"Switched: young-down, ID-up",0.0161553317371335,0.0790832638440903
"BP","GO:0032651","regulation of interleukin-1 beta production","Down",-1.6933212069533,0.0161553317371335,70,"Up",1.56742072321193,0.0790832638440903,72,3.26074193016523,3.26074193016523,TRUE,"Switched: young-down, ID-up",0.0161553317371335,0.0790832638440903
"BP","GO:0045785","positive regulation of cell adhesion","Down",-1.54773055125115,0.00118354740690103,434,"Up",1.70787325066177,4.11486386251851e-05,446,3.25560380191293,3.25560380191293,TRUE,"Switched: young-down, ID-up",4.11486386251851e-05,0.00118354740690103
"BP","GO:0050920","regulation of chemotaxis","Down",-1.66029491291687,0.0049289080985797,177,"Up",1.58811069334668,0.0185606176259575,186,3.24840560626355,3.24840560626355,TRUE,"Switched: young-down, ID-up",0.0049289080985797,0.0185606176259575
"BP","GO:0071222","cellular response to lipopolysaccharide","Down",-1.71713883241199,0.00194496393808279,184,"Up",1.52300723911297,0.0242990774761243,188,3.24014607152496,3.24014607152496,TRUE,"Switched: young-down, ID-up",0.00194496393808279,0.0242990774761243
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","Down",-1.69569633910682,0.000966603013760513,220,"Up",1.52554470251213,0.0222803267796767,231,3.22124104161895,3.22124104161895,TRUE,"Switched: young-down, ID-up",0.000966603013760513,0.0222803267796767
"BP","GO:0051251","positive regulation of lymphocyte activation","Down",-1.6779649211525,0.000409201202220536,268,"Up",1.54267701597981,0.00550932649774003,279,3.22064193713231,3.22064193713231,TRUE,"Switched: young-down, ID-up",0.000409201202220536,0.00550932649774003
"BP","GO:0046631","alpha-beta T cell activation","Down",-1.64340242210586,0.0084333207980222,160,"Up",1.57095570748096,0.0270982531326077,171,3.21435812958682,3.21435812958682,TRUE,"Switched: young-down, ID-up",0.0084333207980222,0.0270982531326077
"BP","GO:0030168","platelet activation","Down",-1.60811406274858,0.031366289669435,89,"Up",1.58116331880533,0.0790832638440903,87,3.18927738155391,3.18927738155391,TRUE,"Switched: young-down, ID-up",0.031366289669435,0.0790832638440903
"BP","GO:0002764","immune response-regulating signaling pathway","Down",-1.72996497264692,1.05764121626616e-05,437,"Up",1.44469103635582,0.018663081262335,457,3.17465600900274,3.17465600900274,TRUE,"Switched: young-down, ID-up",1.05764121626616e-05,0.018663081262335
"BP","GO:0032496","response to lipopolysaccharide","Down",-1.74689579581696,8.84140476265819e-05,285,"Up",1.37971697259256,0.0722995633273931,290,3.12661276840952,3.12661276840952,TRUE,"Switched: young-down, ID-up",8.84140476265819e-05,0.0722995633273931
"BP","GO:1904018","positive regulation of vasculature development","Down",-1.58271116540937,0.0187897340195034,154,"Up",1.54369207040786,0.0355618916486388,155,3.12640323581723,3.12640323581723,TRUE,"Switched: young-down, ID-up",0.0187897340195034,0.0355618916486388
"BP","GO:0007162","negative regulation of cell adhesion","Down",-1.62319405334798,0.00182592850050824,266,"Up",1.48788182697638,0.0244133641690805,268,3.11107588032435,3.11107588032435,TRUE,"Switched: young-down, ID-up",0.00182592850050824,0.0244133641690805
"BP","GO:0022407","regulation of cell-cell adhesion","Down",-1.69423387537718,1.99529904276956e-05,413,"Up",1.41494826248294,0.016911658175754,425,3.10918213786013,3.10918213786013,TRUE,"Switched: young-down, ID-up",1.99529904276956e-05,0.016911658175754
"BP","GO:0031348","negative regulation of defense response","Down",-1.5869459204614,0.00608214262334344,216,"Up",1.52174014867179,0.0242990774761243,221,3.10868606913319,3.10868606913319,TRUE,"Switched: young-down, ID-up",0.00608214262334344,0.0242990774761243
"BP","GO:0045766","positive regulation of angiogenesis","Down",-1.51357867810798,0.0375487949637235,151,"Up",1.59495865229967,0.0372777435791983,152,3.10853733040765,3.10853733040765,TRUE,"Switched: young-down, ID-up",0.0372777435791983,0.0375487949637235
