"source","ion.mode","name","formula","mz","rt","med.ic","n.samples"
"CD","posi","(3-Hydroxy-2-oxo-2,3-dihydro-1H-indol-3-yl)acetonitrile","C10H8N2O2",189.06562,3.793,106940.332094653,22
"CD","posi","(3r,4s)-Tofacitinib","C4H5N3O2",128.04534,1.34,2603871.69011229,22
"CD","posi","(3s,6R,7S)-6,7-Dihydroxy-8-methyl-8-azabicyclo[3.2.1]oct-3-yl (2E)-2-methyl-2-butenoate","C13H21NO4",511.30218,2.602,1245018.32191003,22
"CD","posi","(4E)-5-[(2R,3aS,5R,5′R,6S,6″S,7aS)-2-{(S)-Hydroxy[(2R,3R,5S,6S)-2-hydroxy-3,5-dimethyl-6-{3-[(1′R,2R,2′S,3R,5S,6′S,8′R,10′R)-3,5,10′-trimethyl-8′H-spiro[piperidine-2,4′-[3,7,12]trioxatricyclo[6.3.1.0
~2,6~]dodecan]-8′-yl]-1-propen-2-yl}tetrahydro-2H-pyran-2-yl]methyl}-6-methyl-2,3,3′,3a,4′,5″,6,6″,7,7a-decahydrodispiro[furo[3,2-b]pyran-5,2′-furan-5′,2″-pyran]-6″-yl]-4-pentenoic acid","C47H71NO12",842.50209,2.044,547433.447366646,22
"CD","posi","(4R,5S,6R)-4-Amino-5,6-dihydroxy-2-oxo-7-(phosphonooxy)heptanoic acid","C7H14NO9P",575.08875,14.396,956031.220237697,22
"CD","posi","(4Z,7Z,9E,11E,13R)-13-{[(2S)-2-Amino-2-carboxyethyl]sulfanyl}-14-hydroxy-4,7,9,11-octadecatetraenedioic acid","C21H31NO7S",442.18854,1.991,52851.0059183481,22
"CD","posi","(5Z,8Z)-Tetradecadienoylcarnitine","C21H37NO4",368.27891,4.009,1493318.32933553,44
"CD","posi","(5α)-Androst-3-en-17-one","C19H28O",273.22067,2.503,785257.8726423,22
"CD","posi","(6E,10E)-3,7,11,15-Tetramethyl-6,10,14-hexadecatrien-1-ol","C20H36O",310.31001,2.379,230748.074716617,22
"CD","posi","(6Z,9Z,12Z,15Z)-6,9,12,15-Octadecatetraenal","C18H28O",261.22077,2.418,2614365.06268464,22
"CD","posi","(6Z,9Z,12Z,15Z,23R,29S)-26,29,30-Trihydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphatriaconta-6,9,12,15-tetraen-23-yl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate","C48H75O10P",825.50485,2.041,194239.49358641,22
"CD","posi","(7Z,10Z)-Hexadecadienoylcarnitine","C23H41NO4",396.31003,3.825,2751324.4786025,44
"CD","posi","(8E,15Z)-1,8,15-Heptadecatriene-11,13-diyne","C17H22",227.17899,2.456,942954.107836455,22
"CD","posi","(8Z,10E)-Dodeca-8,10-dienoylcarnitine","C19H33NO4",340.24763,4.192,252067.916076298,44
"CD","posi","(9Z)-9-Octadecenamide","C18H35NO",282.2786,4.414,573739.44210662,22
"CD","posi","(E)-3-O-Methyl entacapone","C15H17N3O5",320.12677,9.037,82071.3861880353,22
"CD","posi","(E)-p-coumaric acid","C9H8O3",182.0809,13.114,1151670.08444818,22
"CD","posi","(E,E)-2,4-Dodecadienal","C12H20O",163.14799,2.388,1066148.16903801,44
"CD","posi","(Methylthio)pyrazine","C5H6N2S",127.03239,13.474,5308.06615813366,22
"CD","posi","(R)-Lipoic acid","C8H14O2S2",207.05032,18.762,492783.270024418,44
"CD","posi","(S)-Succinyldihydrolipoamide","C12H21NO4S2",330.07874,14.283,353571.465064983,22
"CD","posi","(±)-Tartaric acid","C4H6O6",168.05142,9.277,133387.177936602,22
"CD","posi","(±)-Tetrahydropalmatine","C21H25NO4",356.18853,2.336,81707.906360201,22
"CD","posi","(±)-Tropinone","C8H13NO",123.07971,3.614,836034.503370278,22
"CD","posi","(Â±)-Metalaxyl","C15H21NO4",280.15401,8.935,108463.328947663,44
"CD","posi","(−)-Inosine","C10H12N4O5",251.07561,14.311,46675.8951109645,22
"CD","posi","(−)-trans-Methyl dihydrojasmonate","C13H22O3",244.19045,2.387,1297465.79459742,44
"CD","posi",".alpha.-Aminoadipic acid","C6H11NO4",162.07591,10.101,175294.641061067,22
"CD","posi","1,1,6-Trimethyl-1,2-dihydronaphthalene","C13H16",173.13223,2.528,2372366.8180403,22
"CD","posi","1,1′-MONOGLYCERIDE CITRATE","C9H14O9",267.07105,9.173,107126.109343098,22
"CD","posi","1,2,3-Trihydroxybenzene","C6H6O3",127.039,15.063,3946098.78018765,44
"CD","posi","1,2-DIPHENYLCYCLOBUTANE","C16H16",209.13208,2.588,943048.737588851,22
"CD","posi","1,2-Diarachidonoyl-sn-glycero-3-PC","C48H80NO8P",830.57133,2.193,249617.271190146,22
"CD","posi","1,2-Dioleoyl-sn-glycerol","C39H72O5",621.54505,2.542,1450446.28750484,22
"CD","posi","1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)","C42H79O10P",775.54514,3.67,1731736.76894293,44
"CD","posi","1,28-Octacosanediyl (2E,2′E)bis[3-(3-hydroxy-4-methoxyphenyl)acrylate]","C48H74O8",779.54123,3.068,1829717.4992856,44
"CD","posi","1,3,5-Heptatriene, (E,E)-","C7H10",95.08583,2.399,1346975.37568604,44
"CD","posi","1,4,3-Oxathiazinane 4,4-dioxide","C3H7NO3S",179.04817,14.554,1461297.16356716,22
"CD","posi","1,4-Naphthoquinone","C10H6O2",355.04189,14.575,77795.048043078,22
"CD","posi","1,5-Anhydro-1-(2,4,6-trihydroxyphenyl)hexitol","C12H16O8",289.09138,15.72,124752.514368423,22
"CD","posi","1,5-DAN","C10H10N2",159.0916,3.556,196535.021052608,22
"CD","posi","1,5-Naphthalenediamine","C10H10N2",159.09156,9.598,412941.516403071,44
"CD","posi","1,6,7-Trimethylnaphthalene","C13H14",174.88707,2.471,2296806.80749196,22
"CD","posi","1-(1Z,9Z-octadecadienyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","C45H76NO7P",774.54175,3.827,5042965.63306572,22
"CD","posi","1-(1Z-hexadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","C43H74NO7P",748.51994,2.111,994706.021173001,22
"CD","posi","1-(1Z-hexadecenyl)-2-(8Z,11Z,14Z-icosatrienoyl)-sn-glycero-3-phosphoethanolamine","C41H76NO7P",748.52645,3.832,18967734.8454469,22
"CD","posi","1-(1Z-hexadecenyl)-2-linoleoyl-sn-glycero-3-phosphoethanolamine","C39H74NO7P",700.52594,3.831,697208.365530621,22
"CD","posi","1-(1Z-hexadecenyl)-2-oleoyl-sn-glycero-3-phosphoethanolamine","C39H76NO7P",724.52616,4.083,2568503.05987198,22
"CD","posi","1-(1Z-octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","C48H84NO7P",818.604,3.341,909154.430033486,22
"CD","posi","1-(4,5-dihydro-1H-imidazol-2-yl)-3,5-dimethyl-1H-pyrazole hydrobromide","C8H12N4",165.11325,7.529,5660986.58618629,22
"CD","posi","1-(4,7-Dihydro-5H-thieno[2,3-c]pyran-7-yl)-N-methylmethanamine","C9H13NOS",367.14898,14.157,688969.76993037,22
"CD","posi","1-(4-Amino-4-carboxybutanoyl)-2-piperidinecarboxylic acid","C11H18N2O5",276.15453,14.733,403243.822273405,22
"CD","posi","1-(4-Aminobutyl)urea","C5H13N3O",115.08666,18.89,1199624.23047466,22
"CD","posi","1-Aminocyclopropanecarboxylic acid","C4H7NO2",84.04428,13.11,2157927.30207983,22
"CD","posi","1-Isomangostin hydrate","C24H28O7",429.19364,2.343,409278.021668678,22
"CD","posi","1-Methyl-4-(2-aminoethyl)piperazine","C7H17N3",144.1494,8.684,250797.36910834,22
"CD","posi","1-Methyladenosine","C11H15N5O4",282.11922,4.967,87137.7823891038,22
"CD","posi","1-Methylguanosine","C11H16N5O5",299.12082,15.105,90120.9849382004,22
"CD","posi","1-Methylhistamine","C6H11N3",126.1024,20.997,911090.38892917,22
"CD","posi","1-Methylhistidine","C7H11N3O2",170.09225,17.485,3463302.15624816,22
"CD","posi","1-Methylpyrrole","C5H7N",82.06508,7.649,1868352.95392603,22
"CD","posi","1-Nitrosonaphthalene","C10H7NO",175.08637,4.049,363373.861258286,22
"CD","posi","1-O-[(2E,4E,6E,8E,10E,12E,14E,16E,18E)-2,6,10,15,19,23-Hexamethyl-2,4,6,8,10,12,14,16,18,22-tetracosadecaenoyl]-6-O-(12-methyltetradecanoyl)-β-D-glucopyranose","C51H78O8",819.5702,2.971,2626922.99399636,22
"CD","posi","1-O-{[1-Methyl-5-(4-methylbenzoyl)-1H-pyrrol-2-yl]acetyl}-β-D-glucopyranuronic acid","C21H23NO9",434.14148,15.164,48175.5915993864,22
"CD","posi","1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine","C46H78NO10P",836.5418,2.053,6399590.98832334,22
"CD","posi","1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine","C46H80NO8P",806.57243,2.113,1178557.85445028,22
"CD","posi","1-Palmitoyl-2-linoleoyl-sn-glycero-3-PC","C42H80NO8P",758.56768,8.325,4777721.43795148,22
"CD","posi","1-Pentanesulfenothioic acid","C5H12S2",137.04548,8.289,87877185.0028877,44
"CD","posi","1-Phenylethanol","C8H10O",105.06967,2.48,3583407.33576793,44
"CD","posi","1-Piperideine","C5H9N",84.08069,18.766,23019272.7409327,44
"CD","posi","1-Stearoyl lysophosphatidic acid","C21H43O7P",461.26337,2.321,47793.3359627552,22
"CD","posi","1-Stearoyl-2-arachidonoylplasmenylcholine","C46H84NO7P",794.60354,4.082,3294956.59334154,22
"CD","posi","1-Stearoylglycerophosphoglycerol","C24H49O9P",513.31904,2.754,187532.978690402,22
"CD","posi","1-[(3-Carboxypropyl)amino]-1-deoxy-β-D-fructofuranose","C10H19NO7",266.12297,14.95,553720.99262876,22
"CD","posi","1-[(9Z)-octadecenoyl]-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine","C48H82NO8P",832.58243,3.107,75410243.613982,22
"CD","posi","1-[(9Z)-octadecenyl]-2-hexadecanoyl-sn-glycero-3-phosphocholine","C42H84NO7P",746.60438,3.021,1793542.28759734,22
"CD","posi","1-arachidoyl-2-arachidonoyl-sn-glycero-3-phosphate","C43H77O8P",753.54126,2.055,337179.25616573,22
"CD","posi","1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-icosatetraenoyl)-sn-glycero-3-phosphoethanolamine","C41H74NO8P",740.521,2.049,151391.6521222,22
"CD","posi","1-hexadecyl-2-[(9Z,12Z)-octadecadienoyl]-sn-glycero-3-phosphocholine","C42H82NO7P",744.58798,3.06,733179.744672175,22
"CD","posi","1-octadecanoyl-2-eicosanoyl-sn-glycero-3-phosphoethanolamine","C43H86NO8P",776.61095,16.654,874470.646829025,22
"CD","posi","1-oleoyl-2-arachidonoyl-sn-glycero-3-phosphate","C41H71O8P",723.4938,2.58,37345.4353332679,22
"CD","posi","1-oleoyl-2-arachidonoyl-sn-glycero-3-phospho-L-serine","C44H76NO10P",810.52682,4.194,1501135.52203572,22
"CD","posi","1-oleoyl-2-arachidonoyl-sn-glycerol-3-phosphoethanolamine","C43H76NO8P",766.53652,2.041,1712691.4976587,22
"CD","posi","1-oleoyl-2-linoleyl-sn-glycero-3-phosphoethanolamine","C41H76NO8P",742.53678,2.054,1557849.5164063,22
"CD","posi","1-stearoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphoserine","C46H82NO10P",840.57399,2.091,195425.163645031,22
"CD","posi","1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine","C44H78NO10P",812.54234,2.079,798413.320582456,22
"CD","posi","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoserine","C42H80NO10P",790.55661,8.298,270119.529609064,22
"CD","posi","1-tetradecyl-2-[(9Z)-hexadecenoyl]-sn-glycero-3-phosphocholine","C38H76NO7P",690.54885,2.384,413199.260321851,22
"CD","posi","1-tetradecyl-2-hexadecanoyl-sn-glycero-3-phosphocholine","C38H78NO7P",692.56433,2.392,291303.351442368,22
"CD","posi","1-α,24R,25-Trihydroxyvitamin D2","C28H44O4",508.33832,4.312,753375.50104531,22
"CD","posi","12-(7,8-Difluoro-6,11-dihydrodibenzo[b,e]thiepin-11-yl)-7-hydroxy-3,4,12,12a-tetrahydro-1H-[1,4]oxazino[3,4-c]pyrido[2,1-f][1,2,4]triazine-6,8-dione","C24H19F2N3O4S",162.04151,14.42,52852.8831260958,22
"CD","posi","12-Aminododecanoic acid","C12H25NO2",216.19548,2.911,738977.89879889,22
"CD","posi","12-oxo-PDA","C18H28O3",293.21055,2.473,522314.196474881,44
"CD","posi","13-Docosenamide","C22H43NO",338.34122,2.394,13233375.0040837,22
"CD","posi","13-hydroxy-6-(1-hydroxyethyl)-12,14-dimethyl-3-methylidene-15-nonyl-9-(propan-2-yl)-1-oxa-4,7,10-triazacyclopentadecane-2,5,8,11-tetrone","C28H49N3O7",540.36523,4.863,1625752.78016385,22
"CD","posi","16-Heptadecyne-1,2,4-triol","C17H32O3",285.2421,2.319,453226.605766383,22
"CD","posi","17-(4-Hydroxyphenyl)heptadecanoic acid","C23H38O3",363.28885,1.996,912771.665468091,44
"CD","posi","17alpha-Estradiol","C18H24O2",273.18433,2.503,1248302.37756903,22
"CD","posi","2'-Deoxyguanosine 5'-monophosphate","C10H14N5O7P",348.06965,14.619,205584233.101132,44
"CD","posi","2,2,2-Trifluoroethanol","C2H3F3O",179.03495,14.32,836794.279123072,22
"CD","posi","2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","C9H16N2O",169.13333,16.593,1757236.10507481,22
"CD","posi","2,2,6,6-Tetramethyl-4-piperidinol","C9H19NO",158.15384,9.328,5014210.92619967,22
"CD","posi","2,3,6-trihydroxypyridine","C5H5NO3",128.0341,11.921,105793.155868776,44
"CD","posi","2,4-Diaminobutanoic acid","C4H10N2O2",119.08168,21.757,4450534.43250678,22
"CD","posi","2,4-Dimethylbenzaldehyde","C9H10O",135.08015,2.449,2266710.23595233,44
"CD","posi","2,4-Pentadiynylbenzene","C11H8",141.06959,2.048,469716.303845276,22
"CD","posi","2,5-Diethyl-3,6-dimethylpyrazine","C10H16N2",165.13855,8.538,904339.065206435,22
"CD","posi","2,5-Dihydro-2,4,5-trimethyloxazole","C6H11NO",114.0915,3.68,4429992.02280383,44
"CD","posi","2,5-Dimethylpyrazine","C6H8N2",109.07593,7.854,360830.385607031,44
"CD","posi","2,6-Di-iso-propylnaphthalene","C16H20",213.16339,2.519,1422180.5532249,22
"CD","posi","2,6-Dimethylnaphthalene","C12H12",157.10096,2.436,2315453.04976866,22
"CD","posi","2,6-di-tert-butylhydroquinone","C14H22O2",223.16894,2.926,436857.528593272,22
"CD","posi","2,6-diamino-4-hydroxy-5-(N-methylformamido)pyrimidine","C6H9N5O2",247.09282,13.105,2471901.55850164,22
"CD","posi","2-(2-pyridin-3-yl-1,3-thiazol-4-yl)-n'-[4-(trifluoromethyl)benzoyl]acetohydrazide","C18H13F3N4O2S",407.07483,13.075,2351268.5921331,22
"CD","posi","2-(3-Aminopropoxy)guanidine","C4H12N4O",133.108,10.099,17678.1616459052,22
"CD","posi","2-(3-thienylcarbonyl)-3-(3,4,5-trimethoxyphenyl)acrylonitrile","C17H15NO4S",330.0788,14.461,119641.73477486,22
"CD","posi","2-(Diethylamino)ethanol","C6H15NO",118.12269,11.806,4880557.11256945,22
"CD","posi","2-(Hydroxymethyl)-1-methylpiperidine-3,4,5-triol","C7H15NO4",160.0967,14.031,186802.263899691,22
"CD","posi","2-Amino-1,3-hexadecanediol","C16H35NO2",274.27342,3.691,327491.742188258,22
"CD","posi","2-Amino-4-[(3-aminopropyl)amino]butanoic acid","C7H17N3O2",176.13905,11.202,79639498.085057,44
"CD","posi","2-Amino-4-[(4-aminobutyl)amino]butanoic acid","C8H19N3O2",190.15492,13.222,56774.8867561287,22
"CD","posi","2-Amino-6-purinethiol","C5H5N5S",168.0325,12.923,151459.478719264,22
"CD","posi","2-Aminoisobutyric acid","C4H9NO2",104.07046,12.647,3905945.86725304,44
"CD","posi","2-Arachidonoyl glycerol","C23H38O4",379.28359,2.536,1322034.43554986,22
"CD","posi","2-Butylfuran","C8H12O",107.08534,2.575,4057914.13942142,22
"CD","posi","2-Docosahexaenoyl glycerol","C25H38O4",403.28383,2.424,74971.6737400803,22
"CD","posi","2-Fluoro-6-(4-methoxyphenoxy)benzonitrile","C14H10FNO2",244.0789,13.114,2825577.7020801,22
"CD","posi","2-Hexenoylcarnitine","C13H23NO4",258.16961,8.74,103352.019145972,44
"CD","posi","2-Methyl-2-thiazoline","C4H7NS",102.03747,11.085,1203977.68054065,22
"CD","posi","2-Methylnaphthalene","C11H10",143.08529,2.462,2383741.09121238,22
"CD","posi","2-Methylthiazolidine","C4H9NS",104.05309,10.915,1031858.19147156,44
"CD","posi","2-Monolinolein","C21H38O4",393.23914,8.391,328129.160072605,22
"CD","posi","2-Oxo-3-(phosphonooxy)propyl formate","C4H7O7P",199.00112,8.376,3571525.8380189,22
"CD","posi","2-Phenylbutyric acid","C10H12O2",165.09097,2.36,1714947.01695948,44
"CD","posi","2-Piperidinone","C5H9NO",100.07556,14.499,510138.07861718,22
"CD","posi","2-Propionylthiazole","C6H7NOS",142.03183,8.39,58662.0506356776,22
"CD","posi","2-Thenoic Acid","C5H4O2S",129.00021,16.715,165444.332834769,22
"CD","posi","2-Thiouracil","C4H4N2OS",129.01162,13.677,452304.412239425,22
"CD","posi","2-[(2R,4aS,6R,7R,8aR)-6,7-Dihydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl]-2-propanyl β-D-glucopyranoside","C21H36O8",417.24488,13.561,117764.736856453,22
"CD","posi","2-[(5Z)-5-tetradecenyl]cyclobutanone","C18H32O",265.25205,2.066,254658.21261203,22
"CD","posi","2-[2-oxo-2-(pyridin-3-ylamino)ethoxy]acetic acid","C9H10N2O4",211.07095,12.699,147415.816464612,22
"CD","posi","2-amino-3-(3-carboxy-5-methyl-4-isoxazolyl)propionic acid","C8H10N2O5",247.09328,14.35,1148648.70033696,22
"CD","posi","2-arachidonoylglycerol","C23H38O4",779.54105,2.99,20474457.5144903,22
"CD","posi","2-fluoro-6-(4-methoxyphenoxy)benzonitrile","C14H10FNO2",244.07878,10.958,1569518.88572794,22
"CD","posi","2-methylquinolin-4-ol","C10H9NO",160.07553,10.732,272572.893776305,22
"CD","posi","2-monolinolenin","C21H36O4",370.29469,3.763,2484503.55496947,22
"CD","posi","2-oxa-4-azatetracyclo[6.3.1.1~6,10~.0~1,5~]tridecan-3-one","C11H15NO2",194.11731,14.255,24791061.704564,22
"CD","posi","2-piperazinopyrimidine","C8H12N4",165.11329,7.162,29876.2267959968,22
"CD","posi","2-pyridone","C5H5NO",96.04426,14.779,1418588.00856677,22
"CD","posi","2-trans,4-cis-Decadienoylcarnitine","C17H29NO4",312.21639,5.567,400176.77961504,22
"CD","posi","2-{2-[2-(1-Benzo[b]thiophen-3-ylethylidene)hydrazono]-4-oxo-1,3-thiazolan-5-yl}acetic acid","C15H13N3O3S2",348.04641,14.11,462027.934829163,22
"CD","posi","20-Hydroxyrhodopin","C40H60O2",573.46598,2.462,1115234.07296511,22
"CD","posi","2S-Amino-tridecanoic acid","C13H27NO2",230.21113,2.829,202381.539629868,22
"CD","posi","3,4-Diaminopyridine","C5H7N3",110.07151,17.551,7487430.50726223,22
"CD","posi","3,4-Dihydrocadalene","C15H20",201.16348,2.495,1476921.04113161,22
"CD","posi","3,6,9,12-tetraoxatridecan-1-ol","C9H20O5",480.27686,4.104,21428921.9153473,22
"CD","posi","3-(2,4-Cyclopentadien-1-ylidene)-5α-androstan-17β-ol","C24H34O",339.26779,2.755,263205.113784306,22
"CD","posi","3-Acetyl-2,7-naphthyridine","C10H8N2O",173.07081,3.664,1385123.79890157,44
"CD","posi","3-Amino-2-piperidone","C5H10N2O",98.06025,15.189,1840251.01552399,22
"CD","posi","3-Aminopropionitrile","C3H6N2",103.08682,1.252,207131.025731593,22
"CD","posi","3-Hydroxybutyrylcarnitine","C11H21NO5",248.14893,13.068,49061202.5604621,44
"CD","posi","3-Hydroxyhexadecadienoylcarnitine","C23H41NO5",412.30476,8.482,3053891.97282908,22
"CD","posi","3-Hydroxymelatonin","C13H18N2O3",251.13635,9.157,223679.044978723,22
"CD","posi","3-Indoleacetonitrile","C10H8N2",157.07585,9.777,803787.705058065,22
"CD","posi","3-Ketosphingosine","C18H35NO2",298.27364,2.47,344762.676702074,44
"CD","posi","3-MeO-PCP","C18H27NO",274.21602,8.582,350625.573357255,22
"CD","posi","3-Methoxyestra-1,3,5(10),16-tetraene","C19H24O",269.18947,2.48,874941.02832273,22
"CD","posi","3-Methyl-1-phenyl-2-butene","C11H14",147.11658,2.481,2628764.53902632,22
"CD","posi","3-Methylcyclopentene","C6H10",100.11232,1.026,1466998.06383128,22
"CD","posi","3-Methylglutaconic acid","C6H8O4",127.03902,15.167,1885790.6639432,44
"CD","posi","3-Methylhistamine","C6H11N3",126.10267,17.485,2537697.86001224,22
"CD","posi","3-Methylhistidine","C7H11N3O2",170.0921,14.559,4706819.71784804,44
"CD","posi","3-Methylpentanoylcarnitine","C13H25NO4",260.18524,8.601,2067723.57536328,44
"CD","posi","3-Methylsulfolene","C5H8O2S",133.03158,11.075,4355806.02613289,22
"CD","posi","3-Nitrosothiazolidine","C3H6N2OS",101.01677,13.789,1005383.84607897,22
"CD","posi","3-Oxocholic acid","C24H38O5",407.27821,8.403,14822.4052516977,22
"CD","posi","3-Sulfino-L-alanine","C3H7NO4S",329.00623,16.72,136557.93370176,22
"CD","posi","3-Tropanol","C8H15NO",142.1225,2.856,449449.657127785,22
"CD","posi","3-[(17Z)-13,14-Dihydroxy-17-triaconten-1-yl]-5-methyl-2(5H)-furanone","C35H64O4",549.48719,2.224,492540.524248373,22
"CD","posi","3-[(19Z)-15,16-Dihydroxy-19-dotriaconten-1-yl]-5-methyl-2(5H)-furanone","C37H68O4",577.51827,2.115,14784213.1084337,22
"CD","posi","3-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-2-[(1Z,11Z)-1,11-octadecadien-1-yloxy]propyl 2-(trimethylammonio)ethyl phosphate","C48H82NO7P",816.58851,3.097,776901.390361376,22
"CD","posi","3-amino-5,7-dimethyladamantan-1-ol","C12H21NO",228.19549,2.715,4289378.81994982,22
"CD","posi","3-hydroxy-3-methyloxindole","C9H9NO2",164.07046,12.547,53806.1215180446,22
"CD","posi","3-sulfopropanediol","C3H8O5S",198.04319,12.827,194800.977550759,22
"CD","posi","3β-Fluoroandrost-5-en-17β-ol","C19H29FO",293.22578,2.457,1793783.2977948,22
"CD","posi","3β-hydroxy-5α-cholest-8-ene-4α-carboxylic acid","C28H46O3",431.35116,2.166,122208.690173413,22
"CD","posi","4,6-Diamino-3-({3-amino-6-[1-(methylamino)ethyl]tetrahydro-2H-pyran-2-yl}oxy)-2-hydroxycyclohexyl 3-deoxy-4-C-methyl-3-(methylamino)pentopyranoside","C21H43N5O7",478.32282,16.635,285800.244940631,22
"CD","posi","4,6-Diamino-3-hydroxy-2-(pentofuranosyl-3-uloseoxy)cyclohexyl 2,6-diamino-2,6-dideoxyhexopyranoside","C17H32N4O10",453.21953,15.267,1904489.27375222,22
"CD","posi","4,7-Dioxoheptanoic acid","C7H10O4",159.06495,11.129,151260.013459962,22
"CD","posi","4,7-dimethylpyrazolo[5,1-c][1,2,4]triazine-3-carbonitrile","C8H7N5",174.0786,3.383,1132777.11687474,44
"CD","posi","4-(1,2-Dihydroxypropan-2-yl)-1-methylcyclohexane-1,2-diol","C10H20O4",205.14309,1.03,1127590.24518398,22
"CD","posi","4-(1H-1,2,4-triazol-1-yl)aniline","C8H8N4",161.08188,3.555,2614312.11994006,22
"CD","posi","4-(1h-pyrazol-1-yl)-n,n-bis(2-pyridinylmethyl)benzenesulfonamide","C21H19N5O2S",406.13085,14.618,586027.997079519,22
"CD","posi","4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone","C9H11N3O2",194.60298,15.18,430086.391673121,22
"CD","posi","4-Acetyl-2(3H)-benzoxazolone","C9H7NO3",355.09079,14.759,11863307.6185861,22
"CD","posi","4-Aminophenol","C6H7NO",110.06026,15.078,1339593.44260088,44
"CD","posi","4-Aminopyridine","C5H6N2",95.06033,18.224,5789976.05835057,22
"CD","posi","4-Dodecylphenol","C18H30O",263.23668,2.335,369292.812727993,22
"CD","posi","4-Ethylguaiacol","C9H12O2",153.08998,3.952,3639396.39183124,22
"CD","posi","4-Guanidinobutanoic acid","C5H11N3O2",163.11756,14.351,2565922.36016302,44
"CD","posi","4-Hydroxy-5-methyl-3(2H)-thiophenone","C5H6O2S",148.04246,4.533,12185414.3382852,22
"CD","posi","4-Hydroxy-5-methyl-3-furanone","C5H6O3",97.02871,15.724,2194442.60920407,44
"CD","posi","4-Imino-1-(β-D-ribofuranosyl)-1,4-dihydro-3-pyridinecarboxylic acid","C11H14N2O6",271.09213,8.734,635766.44045529,22
"CD","posi","4-Methoxyaniline","C7H9NO",124.07489,7.685,923820.013035022,22
"CD","posi","4-Methoxychalcone","C16H14O2",239.10549,11.09,23163481.3729857,22
"CD","posi","4-Nitroaniline","C6H6N2O2",139.05001,4.416,1202612.07649196,22
"CD","posi","4-Oxo-2-phenyl-4H-chromen-3-yl benzene-1-sulfonate","C21H14O5S",379.06312,12.807,420416.011484392,22
"CD","posi","4-Phenyltoluene","C13H12",169.10089,2.477,1442335.99605548,22
"CD","posi","4-Trimethylammoniobutanoic acid","C7H15NO2",146.11736,14.739,52152918.4281873,44
"CD","posi","4-Vinylcyclohexene","C8H12",109.10099,2.488,801646.26303419,44
"CD","posi","4-[(2-Amino-2-carboxyethyl)amino]-2-{2-[(2-aminoethyl)amino]-2-oxoethyl}-2-hydroxy-4-oxobutanoic acid","C11H20N4O7",321.14107,15.16,1130373.60167196,22
"CD","posi","4-[4-(methoxymethyl)-6-piperidinopyrimidin-2-yl]-2-methyl-1,3-thiazole","C15H20N4OS",305.14506,15.196,1138399.19491932,22
"CD","posi","4-nitrobenzene-1,2-diamine","C6H7N3O2",154.061,6.916,775611.749986445,44
"CD","posi","4-oxo-Retinoic acid","C20H26O3",315.19515,2.388,1823509.931109,44
"CD","posi","5'-Deoxyadenosine","C10H13N5O3",252.10873,4.974,90149.9132506322,22
"CD","posi","5'-Methylthioadenosine","C11H15N5O3S",298.09635,4.015,2117854.03186063,44
"CD","posi","5,6,7,8-Tetrahydro-2,4-dimethylquinoline","C11H15N",162.12749,9.8,117262.449383665,22
"CD","posi","5,6,7,8-Tetrahydro-4a(4H)-pteridinol","C6H10N4O",172.119,8.38,597275.473880762,22
"CD","posi","5,6-Dihydrouridine","C9H14N2O6",247.09338,14.926,54790930.1552354,44
"CD","posi","5,7-Dihydro-4H-purin-8-ol","C5H6N4O",139.06101,14.783,319310.711524821,22
"CD","posi","5-(2-Thienyl)-3,4,7,7a-tetrahydrocyclopenta[b]pyran-6(2H)-one","C12H12O2S",221.06279,13.025,2055543.8434046,22
"CD","posi","5-(5-Methyl-2-furyl)-2,3-dihydro-1H-pyrrolizine","C12H13NO",188.10675,1.03,47255.2766289592,22
"CD","posi","5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol","C14H16ClF3N4OS",381.07872,15.862,142350.685606335,22
