"source","ion.mode","name","formula","mz","rt","med.ic","n.samples"
"CD","nega","Isobutyric acid","C4H8O2",87.04515,9.907,854144.38330899,44
"CD","nega","Isobutyrylglycine","C6H11NO3",144.06646,5.47,2787324.36042887,44
"CD","nega","Isoelemicin","C12H16O3",207.10257,3.409,10708.4539005291,22
"CD","nega","Isoleucyl-Tyrosine","C15H22N2O4",293.15069,3.927,168922.701767034,44
"CD","nega","Isoliquiritigenin","C15H12O4",255.06596,2.469,27183.8602146869,22
"CD","nega","Isopentenyl pyrophosphate","C5H12O7P2",244.99836,13.142,427359.765584902,22
"CD","nega","Isosorbide Mononitrate","C6H9NO6",190.0356,5.458,16658257.0215696,44
"CD","nega","Itaconic acid","C5H6O4",129.01918,12.432,734691.646583712,22
"CD","nega","Janthitrem E","C37H49NO6",602.34673,4.071,5340530.91537609,44
"CD","nega","Jasmonic acid","C12H18O3",269.13946,2.272,716481.910523376,44
"CD","nega","Ketorolac","C15H13NO3",254.08211,3.784,132340.947895941,22
"CD","nega","Kynurenic acid","C10H7NO3",188.03525,3.899,189383.326945455,44
"CD","nega","L-(-)-Malic acid","C4H6O5",133.01414,17.094,13288448.8245227,44
"CD","nega","L-Arabitol","C5H12O5",151.06113,10.45,2162781.74786436,44
"CD","nega","L-Asparagine","C4H8N2O3",131.04619,14.545,1593128.01655809,44
"CD","nega","L-Aspartic acid","C4H7NO4",132.03022,14.468,18730366.2473603,44
"CD","nega","L-Cystathionine","C7H14N2O4S",221.06,15.403,3902493.60291749,22
"CD","nega","L-Dopa","C9H11NO4",196.06145,12.445,110439.845739228,22
"CD","nega","L-Fucose","C6H12O5",163.06118,9.61,2870419.93408332,44
"CD","nega","L-Glutathione oxidized","C20H32N6O12S2",611.14713,16.565,693807.645967736,22
"CD","nega","L-Gulonolactone","C6H10O6",177.04019,7.921,7173015.52550407,22
"CD","nega","L-Homocysteic acid","C4H9NO5S",182.01273,5.91,1231909.6582322,44
"CD","nega","L-Isoleucine","C6H13NO2",130.08711,10.254,61468351.42139,44
"CD","nega","L-Lactic acid","C3H6O3",89.0243,7.919,4703450111.98924,44
"CD","nega","L-Menthyl acetoacetate","C14H24O3",239.16518,2.373,696320.019291657,44
"CD","nega","L-Phenylalanine","C9H11NO2",164.07166,9.668,39542889.3767323,44
"CD","nega","L-Tyrosine","C9H11NO3",180.06644,11.642,7275332.62614386,44
"CD","nega","Lactapiperanol C","C16H26O4",281.17603,2.857,59815.2321607145,22
"CD","nega","Limocitrol","C18H16O9",375.07016,12.381,1594894.51857706,22
"CD","nega","Linoleic acid","C18H32O2",279.23272,2.238,1229413262.79594,44
"CD","nega","Lithocholic acid","C24H40O3",375.29004,2.666,2921.86157533342,22
"CD","nega","Lithocholyltaurine","C26H45NO5S",482.29373,2.369,259927.116802205,22
"CD","nega","Lumazine","C6H4N4O2",163.02475,3.57,14083.1281333206,22
"CD","nega","Lumichrome","C12H10N4O2",241.07262,4.011,72265.3184872755,22
"CD","nega","LysoPE(0:0/18:3(6Z,9Z,12Z))","C23H42NO7P",474.26308,4.112,861610.558853516,22
"CD","nega","LysoPE(0:0/20:0)","C25H52NO7P",508.34086,4.169,4557769.90356782,44
"CD","nega","LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z))","C25H42NO7P",498.26264,3.107,126137.807544647,22
"CD","nega","LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))","C27H46NO7P",526.29429,2.999,139641.859682393,44
"CD","nega","Macrocarpal C","C28H38O5",453.26401,2.79,15636.6320273097,22
"CD","nega","Maleic acid","C4H4O4",115.00349,5.275,2101750.37410401,22
"CD","nega","Malonic acid","C3H4O4",103.0037,13.972,3227971.35487694,44
"CD","nega","Mammea E/BB","C24H30O7",429.19396,2.605,27651.592309619,44
"CD","nega","Mandelic acid","C8H8O3",151.03996,4.034,188873.684179813,22
"CD","nega","Melatonin","C13H16N2O2",231.11351,3.095,17956.1220687668,22
"CD","nega","Melibiose","C12H22O11",341.1087,16.461,86090.4293280437,44
"CD","nega","Melilotoside","C15H18O8",325.09531,13.756,86346.4017320555,22
"CD","nega","Melleolide B","C24H32O7",431.21074,2.443,952217.457503237,22
"CD","nega","Meprobamate","C9H18N2O4",217.1193,9.226,1505377.81429286,44
"CD","nega","Mesylate","CH4O3S",94.98049,5.516,27821677.631137,22
"CD","nega","Metharbital","C9H14N2O3",197.09295,16.695,921409.431720161,22
"CD","nega","Methionine sulfoxide","C5H11NO3S",164.03854,14.217,85509.2326900105,22
"CD","nega","Methionyl-Glycine","C7H14N2O3S",205.06504,10.294,2439995.41085334,22
"CD","nega","Methyl 2-[(methylsulfonyl)amino]benzoate","C9H11NO4S",228.03342,2.672,183316.328264541,22
"CD","nega","Methyl beta-D-glucopyranoside","C7H14O6",193.0716,9.437,64011.9860048885,22
"CD","nega","Methylgingerol","C18H28O4",307.19138,2.717,30425.903246224,22
"CD","nega","Methylglutaric acid","C6H10O4",145.0505,13.922,438020.499719637,22
"CD","nega","Methylmalonic acid","C4H6O4",117.01931,13.503,33186624.8775505,44
"CD","nega","Methyprylon","C10H17NO2",182.11848,2.452,15902.1753168023,22
"CD","nega","Mono-trans-p-coumaroylmesotartaric acid","C14H14O8",309.06434,13.063,1420223.94460277,22
"CD","nega","Monomethyl glutaric acid","C6H10O4",145.05032,3.096,182215.390149373,22
"CD","nega","Monuron","C9H11ClN2O",197.04859,2.203,375834.953948517,22
"CD","nega","Morphine 3-Sulfate","C17H19NO6S",364.0875,10.651,228949.901453265,22
"CD","nega","Myristic acid","C14H28O2",227.20156,2.297,70643495.0335661,44
"CD","nega","Myristicin","C11H12O3",191.07313,6.501,477883.719292994,44
"CD","nega","N'-Formylkynurenine","C11H12N2O4",235.07208,7.301,153784.920846158,44
"CD","nega","N-Acetyl-L-alanine","C5H9NO3",130.05094,8.9,1589048.29319532,44
"CD","nega","N-Acetyl-L-aspartic acid","C6H9NO5",174.04071,13.865,5887530.37355956,44
"CD","nega","N-Acetyl-L-methionine","C7H13NO3S",190.05401,4.058,2412214.96250102,44
"CD","nega","N-Acetyl-L-phenylalanine","C11H13NO3",206.08213,3.892,426721.312057563,44
"CD","nega","N-Acetyl-L-tyrosine","C11H13NO4",222.07694,5.647,1054202.15392969,22
"CD","nega","N-Acetyl-b-glucosaminylamine","C8H16N2O5",219.09851,12.064,382868.017114517,44
"CD","nega","N-Acetylglucosamine 6-sulfate","C8H15NO9S",300.03932,5.287,8828857.58942984,22
"CD","nega","N-Acetylneuraminic acid","C11H19NO9",308.09851,12.932,1393639.79140216,22
"CD","nega","N-Acetylserine","C5H9NO4",146.04581,10.13,2964684.34821965,44
"CD","nega","N-Acetyltryptophan","C13H14N2O3",245.09303,3.915,77417.6564646668,22
"CD","nega","N-Butylbenzenesulfonamide","C10H15NO2S",212.07499,12.235,20372771.4237395,22
"CD","nega","N-Decanoylglycine","C12H23NO3",228.16035,2.673,44185.294954011,44
"CD","nega","N-Formyl-L-methionine","C6H11NO3S",176.03857,3.935,656492.080236424,22
"CD","nega","N-Formylglycine","C3H5NO3",102.01966,9.801,1038111.0606604,22
"CD","nega","N-Glycolylglucosamine","C8H15NO7",236.07723,14.713,11340.0387990955,22
"CD","nega","N-Glycolylneuraminic acid","C11H19NO10",324.09347,14.556,6353210.39415521,22
"CD","nega","N6-Galacturonyl-L-lysine","C12H22N2O8",321.13038,15.075,101218.058751035,22
"CD","nega","NADP","C21H28N7O17P3",742.07003,15.154,460102.776687586,22
"CD","nega","NADPH","C21H30N7O17P3",744.08092,15.181,33778.8991083584,22
"CD","nega","Nervonic acid","C24H46O2",365.34216,2.142,553802.166090669,44
"CD","nega","Nonadecenoic acid","C19H38O2",297.27962,2.25,1660329.7539818,22
"CD","nega","Nonoxynol-9","C19H32O3",307.22738,2.422,439734.880485335,22
"CD","nega","Norspermidine","C6H17N3",130.13473,10.273,341884.456143424,22
"CD","nega","O-methoxycatechol-O-sulphate","C7H8O5S",203.00186,1.969,42247.127711845,22
"CD","nega","Octanal","C8H16O",173.11816,2.725,170607.18763983,44
"CD","nega","Orotic acid","C5H4N2O4",155.00951,8.108,1320796.68170999,22
"CD","nega","Oxalic acid","C2H2O4",88.98801,14.971,3283721.74712562,44
"CD","nega","Oxoadipic acid","C6H8O5",159.0297,12.989,386623.402919786,44
"CD","nega","PC(18:2(9Z,12Z)/16:1(9Z))","C42H78NO8P",754.53955,4.045,160092.873307535,22
"CD","nega","PC(18:3(9Z,12Z,15Z)/19:1(9Z))","C45H82NO8P",776.55322,3.876,427200.788908412,44
"CD","nega","PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)","C43H76NO8P",764.52716,3.053,4658410.29244541,44
"CD","nega","PE(16:0/16:0)","C37H74NO8P",690.50586,2.396,252934.425915816,22
"CD","nega","PE(16:0/20:0)","C41H82NO8P",792.57336,3.014,1092339.5282599,22
"CD","nega","PE(16:1(9Z)/16:1(9Z))","C37H70NO8P",686.47815,2.993,70699.9320149026,44
"CD","nega","PE(18:0/18:1(9Z))","C41H80NO8P",744.55223,4.666,1167384.24425661,22
"CD","nega","PE(18:0/20:4(8Z,11Z,14Z,17Z))","C43H78NO8P",766.5396,3.766,4749775.57187719,44
"CD","nega","PE(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C41H70NO8P",734.47772,2.957,178997.753266374,44
"CD","nega","PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))","C41H72NO7P",720.49178,2.218,538794.714620532,44
"CD","nega","PE(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C47H78NO8P",814.54126,2.927,47231.7066021997,44
"CD","nega","PE(P-18:0/22:4(7Z,10Z,13Z,16Z))","C45H82NO7P",778.57739,3.831,77929.1541947297,22
"CD","nega","PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C45H76NO7P",772.52611,2.224,5171209.64818555,44
"CD","nega","PG(16:0/18:1(11Z))","C40H77O10P",747.51832,2.134,13080310.500999,44
"CD","nega","PG(16:0/18:2(9Z,12Z))","C40H75O10P",745.50444,2.04,9155384.90288647,44
"CD","nega","PG(16:0/18:3(6Z,9Z,12Z))","C40H73O10P",743.48773,2.002,1261541.81691555,44
"CD","nega","PG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C44H75O10P",793.50359,1.985,2701268.42766801,44
"CD","nega","PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C44H73O10P",791.48722,1.985,881946.668333993,44
"CD","nega","PG(18:0/16:0)","C40H79O10P",749.53305,2.211,751793.469214626,44
"CD","nega","PG(18:0/20:3(5Z,8Z,11Z))","C44H81O10P",799.55218,2.079,272775.905462311,44
"CD","nega","PG(18:0/20:4(5Z,8Z,11Z,14Z))","C44H79O10P",797.53722,2.178,1133882.9299935,44
"CD","nega","PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46H79O10P",821.53475,2.328,185850.611688055,22
"CD","nega","PG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))","C44H77O10P",795.52176,2.064,1743724.14490621,44
"CD","nega","PG(18:1(9Z)/18:1(9Z))","C42H79O10P",773.53717,2.079,5738210.93496286,44
"CD","nega","PG(18:2(9Z,12Z)/18:2(9Z,12Z))","C42H75O10P",769.50323,2.002,7880858.35696344,44
"CD","nega","PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C42H73O10P",767.49127,2.179,264569.140259946,44
"CD","nega","PG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C46H77O10P",819.51904,2.065,455494.47151992,44
"CD","nega","PG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46H75O10P",817.50325,1.982,926572.200877857,44
"CD","nega","PG(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))","C42H71O10P",765.47535,2.077,68895.6593027889,22
"CD","nega","PS(18:0/18:2(9Z,12Z))","C42H78NO10P",786.52998,3.901,3315409.54724045,44
"CD","nega","PS(18:1(9Z)/18:0)","C42H80NO10P",788.54532,3.911,2537006.2913958,44
"CD","nega","PS(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C46H72NO10P",828.48236,2.789,51718.3364290522,22
"CD","nega","Palmitic acid","C16H32O2",255.23274,2.253,1054602870.67033,44
"CD","nega","Palmitic acid alkyne","C16H28O2",251.20168,2.3,13587995.5844121,44
"CD","nega","Palmitoleic Acid","C16H30O2",253.21694,4.065,4673073.9823423,22
"CD","nega","Palmitoleic acid","C16H30O2",253.21729,2.268,291987189.068833,44
"CD","nega","Panthenol","C9H19NO4",204.12381,4.253,25965.84535443,22
"CD","nega","Pantothenic acid","C9H17NO5",218.10326,9.314,18204156.4500985,44
"CD","nega","Paraxanthine","C7H8N4O2",179.05714,3.899,39206.7764168584,22
"CD","nega","Pentacosanoic acid","C25H50O2",381.37381,2.164,108982.552037434,44
"CD","nega","Pentadecanoic acid","C15H30O2",241.21695,2.338,8041515.65053031,44
"CD","nega","Perillic acid","C10H14O2",165.09199,2.515,1668698.94187565,44
"CD","nega","Phenol","C6H6O",93.03443,2.632,1736394.01597275,44
"CD","nega","Phenol sulphate","C6H6O4S",172.99123,2.006,2188143.12528844,44
"CD","nega","Phosphocreatinine","C4H8N3O4P",192.01614,4.364,788494.872959316,22
"CD","nega","Phosphoenolpyruvic acid","C3H5O6P",166.97494,14.77,2061133.30878067,44
"CD","nega","Pimelic acid","C7H12O4",159.06622,14.121,319051.551385146,22
"CD","nega","Pregnenolone","C21H32O2",315.23306,2.252,206499.795636297,44
"CD","nega","Propionic acid","C3H6O2",73.02948,3.085,5864141.29166513,44
"CD","nega","Prostaglandin D2","C20H32O5",351.22099,2.017,3396609.42972197,44
"CD","nega","Prostaglandin E3","C20H30O5",349.20207,3.986,50491.8805851055,22
"CD","nega","Pseudouridine","C9H12N2O6",243.06209,10.139,2032994.30465193,44
"CD","nega","Pteroic acid","C14H12N6O3",293.07986,3.902,18028.0330772508,22
"CD","nega","Pubescenol","C28H42O6",473.28653,2.495,39345.2660001014,22
"CD","nega","Pyrocatechol sulfate","C6H6O5S",188.98623,2.123,10771.1538576545,22
"CD","nega","Pyruvaldehyde","C3H4O2",71.01383,14.288,2774817.69004358,44
"CD","nega","Pyruvic acid","C3H4O3",87.00866,3.775,135676941.789271,44
"CD","nega","Quinaldic acid","C10H7NO2",172.04011,3.804,249741.051531287,44
"CD","nega","Rosmarinic acid","C18H16O8",359.07426,2.637,13469.703064065,22
"CD","nega","Rosterolone","C23H38O2",345.28189,2.536,5109.64995756792,22
"CD","nega","S-3-oxodecanoyl cysteamine","C12H23NO2S",244.13762,2.392,78201.4129673165,44
"CD","nega","S-Adenosylhomocysteine","C14H20N6O5S",383.11415,14.664,389468.23398614,22
"CD","nega","S-Carboxymethyl-L-cysteine","C5H9NO4S",178.01784,12.752,443534.265142308,22
"CD","nega","Salvigenin","C18H16O6",327.09058,2.041,115203.184845941,22
"CD","nega","Sebacic acid","C10H18O4",201.11316,12.477,429748.913583462,22
"CD","nega","Secoisolariciresinol","C20H26O6",361.16573,2.803,91770.0579616733,44
"CD","nega","Sedoheptulose","C7H14O7",209.06659,12.519,479476.67671371,22
"CD","nega","Sedoheptulose 7-phosphate","C7H15O10P",289.0327,15.144,4828257.75954675,22
"CD","nega","Shikimate-3-phosphate","C7H11O8P",253.01307,14.768,64468.7848466283,44
"CD","nega","Shikimic acid","C7H10O5",173.04544,13.98,148698.243483411,22
"CD","nega","Sphingosine","C18H37NO2",358.29636,2.528,182181.885470657,22
"CD","nega","Stearic acid","C18H36O2",283.26362,2.216,276168337.271075,44
"CD","nega","Suberic acid","C8H14O4",173.08181,12.37,818364.026239273,44
"CD","nega","Succinic acid semialdehyde","C4H6O3",101.02435,6.385,77141469.4573157,22
"CD","nega","Succinic semialdehyde","C4H6O3",101.02423,14.33,2128530.72548589,22
"CD","nega","Taurine","C2H7NO3S",124.00719,11.885,2170313480.35705,44
"CD","nega","Taurochenodeoxycholate-3-sulfate","C26H45NO9S2",288.61938,2.385,25115.8324786251,44
"CD","nega","Taurodeoxycholic acid","C26H45NO6S",498.28933,3.601,39129110.9433992,44
"CD","nega","Tauroursodeoxycholic acid","C26H45NO6S",498.28879,6.144,406366.871223453,22
"CD","nega","Tetracosanoic acid","C24H48O2",367.35793,2.171,559353.653941672,44
"CD","nega","Tetracosapentenoic acid","C24H38O2",357.27971,2.173,4030310.14931784,44
"CD","nega","Tetracosatetraenoic acid (24:4n-6)","C24H40O2",359.29542,2.178,997962.934340111,44
"CD","nega","Tetradecenoic acid","C14H26O2",225.1859,2.349,8880373.61930249,44
"CD","nega","Tetrahydrocortisol","C21H34O5",403.1889,3.922,59559.918122206,44
"CD","nega","Thiamine pyrophosphate","C12H18N4O7P2S",423.02963,15.428,56651.2861786782,22
"CD","nega","Thiodiacetic acid","C4H6O4S",148.99084,7.457,617460.288411201,44
"CD","nega","Thymidine","C10H14N2O5",241.08264,4.441,3092245.76302192,44
"CD","nega","Trehalose 6-phosphate","C12H23O14P",421.07535,15.873,160932.796534088,22
"CD","nega","Tricosanoic acid","C23H46O2",353.34226,2.215,266539.051441519,22
"CD","nega","Tridecanoic acid","C13H26O2",213.18571,2.393,1149891.18552055,22
"CD","nega","Trihydroxycoprostanoic acid","C28H48O5",463.34564,2.426,7241.36975759668,22
"CD","nega","Tyrosol","C8H10O2",183.06609,3.523,170791.375197863,22
"CD","nega","Tyrosol 4-sulfate","C8H10O5S",217.01716,3.685,47976.4730317485,44
"CD","nega","UDP-D-Xylose","C14H22N2O16P2",535.0359,14.802,568447.042336416,22
"CD","nega","Uracil","C4H4N2O2",111.02006,4.472,3825780.87918759,44
"CD","nega","Ureidosuccinic acid","C5H8N2O5",175.03578,14.614,104615.397784855,22
"CD","nega","Uric acid","C5H4N4O3",167.02095,12.574,1333270.09414619,22
"CD","nega","Uridine","C9H12N2O6",243.06194,7.669,143761271.498151,44
"CD","nega","Uridine diphosphate glucose","C15H24N2O17P2",565.04783,14.632,11085320.0276814,44
"CD","nega","Uridine diphosphate glucuronic acid","C15H22N2O18P2",579.02688,14.821,300545.469102155,44
"CD","nega","Uridine diphosphate-N-acetylgalactosamine","C17H27N3O17P2",606.0746,14.491,10416661.0246806,44
"CD","nega","Valeric acid","C5H10O2",101.06081,13.007,2707969.06897768,22
"Maven","nega","Valine-C13N15","C5H11NO2",122.0854495,12.186,913168.405,44
"CD","nega","Valylvaline","C10H20N2O3",215.13984,4.699,662309.54031638,22
"CD","nega","Vanillic acid 4-O-sulfate","C8H8O7S",246.99148,3.809,513030.213931841,22
"CD","nega","Vanylglycol","C9H12O4",183.0661,2.918,854912.147883918,44
"CD","nega","Xanthine","C5H4N4O2",151.02607,8.926,50175566.2992295,44
"CD","nega","Xanthosine","C10H12N4O6",283.06831,11.051,2523540.04142897,22
"CD","nega","Yuccaol C","C30H22O10",541.11774,14.863,34384.9174672625,44
"CD","nega","[4]-Gingerol","C15H22O4",265.1441,2.614,511929.457984155,22
"CD","nega","alpha-Tocopherol","C29H50O2",429.37355,2.327,923247.385002946,44
"CD","nega","beta-Alanine","C3H7NO2",88.04032,13.931,196716557.304461,44
"CD","nega","c24:3","C24H42O2",361.31098,2.212,159343.687879379,22
"CD","nega","c26:6","C26H40O2",383.29542,2.205,404696.075306418,22
"CD","nega","cis-2-Decenoic acid","C10H18O2",169.12321,3.992,485985.825584917,22
"CD","nega","cis-2-Methylaconitate","C7H8O6",187.02472,14.51,44309.8017726773,22
"CD","nega","cortisol 21-acetate","C23H32O6",403.21258,2.799,161621.169765735,22
"CD","nega","d-mannosamine","C6H13NO5",178.07187,11.421,109325.739076839,22
"CD","nega","dCMP","C9H14N3O7P",306.05122,14.242,75035.804007993,22
"CD","nega","dIMP","C10H13N4O7P",331.04652,11.873,1284255.65586542,44
"CD","nega","dTDP","C10H16N2O11P2",401.01414,14.479,29957.371228731,22
"CD","nega","dTDP-D-glucose","C16H26N2O16P2",563.0695,14.733,61411.9564677498,22
"CD","nega","delta-Valerolactone","C5H8O2",99.04507,3.702,1176223.7031339,22
"CD","nega","dg (39:5)","C42H72O5",655.5318,2.324,684927.557266984,22
"CD","nega","dibutyl oxopropanedioate","C11H18O5",229.10786,12.823,68156.4501263059,22
"CD","nega","ethyl (E)-2-cyano-3-(2,5-dichloroanilino)prop-2-enoate","C12H10Cl2N2O2",283.00277,12.283,92300.6194857186,22
"CD","nega","gamma-Linolenic acid","C18H30O2",277.21712,2.261,146046733.038261,44
"CD","nega","hesperetin 3'-O-sulfate","C16H14O9S",381.02629,3.473,5095.59019772042,22
"CD","nega","irganox 330","C54H78O3",773.58863,2.237,176166.957798989,44
"CD","nega","lysops(22:0)","C28H56NO9P",580.36205,4.08,5640079.43509959,44
"CD","nega","mannosyl-glycerate","C9H16O9",267.07184,7.232,7709715.44869523,44
"CD","nega","myo-Inositol","C6H12O6",179.05592,15.004,5059701.0787194,44
"CD","nega","n6-(delta2-isopentenyl)-adenine","C10H13N5",202.10842,3.86,886894.335297707,44
"CD","nega","nicotinamide hypoxanthine dinucleotide","C21H26N6O15P2",663.08736,14.791,145671.368315882,22
"CD","nega","o-succinyl-homoserine","C8H13NO6",218.06686,13.858,77435.1792181685,22
"CD","nega","p-Coumaraldehyde","C9H8O2",147.04511,2.75,555783.170462935,44
"CD","nega","p-Synephrine","C9H13NO2",166.08632,4.599,411788.754630209,22
"CD","nega","pe (39:7)","C44H74NO8P",774.50887,2.951,162228.705166065,44
"CD","nega","pentalenic acid","C15H22O3",249.1495,1.973,109500.864276157,22
"CD","nega","pg (39:7)","C45H75O10P",805.50609,2.059,57833.3492857242,22
"CD","nega","trans-4-Hydroxycyclohexylacetic acid","C8H14O3",157.08693,2.68,281172.877392279,44
"CD","nega","trans-Aconitic acid","C6H6O6",173.00899,14.518,2313489.22516959,44
"CD","nega","β-D-Glucopyranuronic acid","C6H10O7",193.03557,7.896,951625.383365136,22
"CD","posi","(+)-Nootkatone","C15H22O",219.174,2.435,1404942.91357508,22
"CD","posi","(+)-castanospermine","C8H15NO4",190.10839,3.989,8432228.94604808,22
"CD","posi","(10E,12Z)-10,12-Hexadecadienal","C16H28O",219.21041,2.487,399519.303025089,22
"CD","posi","(10Z,12Z)-octadeca-10,12-dienoylcarnitine","C25H45NO4",424.34113,3.48,19114234.021458,44
"CD","posi","(11E)-15-Oxo-11-icosenoic acid","C20H36O3",307.26253,2.448,1167138.27794725,22
"CD","posi","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18H34O5",313.23679,2.926,468672.745154769,22
"CD","posi","(15R,21S)-18,21,22-Trihydroxy-3-methyl-18-oxido-12-oxo-13,17,19-trioxa-18λ~5~-phosphadocosan-15-yl 22-methyltricosanoate","C43H85O10P",793.59203,3.807,1015617.30077757,22
"CD","posi","(1E)-N-Hydroxy-4-(methylsulfanyl)-1-butanimine","C5H11NOS",134.06297,14.598,142618.856107724,22
"CD","posi","(1R,5R)-3,3,5-Trimethylcyclohexyl 5-oxo-L-prolinate","C14H23NO3",524.36985,3.12,53921769.4036243,44
"CD","posi","(1aR,2R,3S,11cS)-6,11-Dimethyl-1a,2,3,11c-tetrahydrotetrapheno[1,2-b]oxirene-2,3-diol","C20H18O3",307.13363,15.111,494950.234407793,22
"CD","posi","(24Z)-3-Acetoxy-15-hydroxy-7-methoxylanosta-8,24-dien-26-oic acid","C33H52O6",545.38744,2.427,25568.9275883565,22
"CD","posi","(2E,4E)-5-(3-diazo-4-oxocyclohexa-1,5-dien-1-yl)penta-2,4-dienoic acid","C11H8N2O3",234.08707,15.053,6127727.37092852,22
"CD","posi","(2E,4E,12Z)-N-Isobutyl-2,4,12-octadecatrienamide","C22H39NO",334.31001,2.416,96008.7334350548,22
"CD","posi","(2E,4Z)-N-Isobutyl-2,4-octadecadienamide","C22H41NO",336.32562,2.403,1450082.71909473,44
"CD","posi","(2E,5Z,7E)-Decatrienoylcarnitine","C17H27NO4",310.20066,6.462,23441013.3197234,22
"CD","posi","(2R)-1-(Octanoyloxy)-3-(phosphonooxy)-2-propanyl palmitate","C27H53O8P",537.35219,8.918,9817.25607486613,22
"CD","posi","(2R)-1-(Phosphonooxy)-3-(tetradecanoyloxy)-2-propanyl docosanoate","C39H77O8P",705.54088,2.283,104728.89690574,22
"CD","posi","(2R)-1-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(palmitoyloxy)-2-propanyl (9Z)-9-hexadecenoate","C41H77O13P",809.51429,2.859,2875503.89082413,22
"CD","posi","(2R)-1-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(stearoyloxy)-2-propanyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate","C49H83O13P",911.56321,3.859,167537.763426374,22
"CD","posi","(2R)-1-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(stearoyloxy)-2-propanyl (5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoate","C47H83O13P",887.56217,8.315,1149448.33255854,22
"CD","posi","(2R)-1-[(Hydroxy{[(2R,3R,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(palmitoyloxy)-2-propanyl stearate","C43H83O13P",839.56085,3.822,428001.220799388,22
"CD","posi","(2R)-2-Hydroxy-3-(phosphonooxy)propyl (11Z)-11-docosenoate","C25H49O7P",476.30572,4.112,992400.003476996,22
"CD","posi","(2R)-2-Hydroxy-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]propyl palmitate","C25H49O12P",573.30243,8.389,79298.7449340339,22
"CD","posi","(2R)-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-3-[(11Z)-11-icosenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","C50H86NO8P",860.61445,3.575,7595.28213234154,22
"CD","posi","(2R)-3-(Icosanoyloxy)-2-[(9Z,12Z)-9,12-octadecadienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","C46H88NO8P",814.62627,3.191,229103.879983095,22
"CD","posi","(2R)-3-[(Hydroxy{[(1s,3R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-1,2-propanediyl dihexadecanoate","C41H79O13P",811.53005,2.059,964619.297243471,22
"CD","posi","(2S)-1-Hydroxy-3-[(9Z)-9-tetradecenoyloxy]-2-propanyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate","C39H62O5",636.666,2.522,1201552.2851813,22
"CD","posi","(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)","C10H19NO8",282.11817,13.173,122648.801691464,22
"CD","posi","(2S,3R,5S)-3-(2-Aminoethyl)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C8H12N2O4",201.08674,13.07,2948004.95827421,22
"CD","posi","(2Z,4E,6E,8E,10E,12E,14Z)-15-(6-Hydroxy-4,4,7a-trimethyl-2,4,5,6,7,7a-hexahydro-1-benzofuran-2-yl)-2,6,11-trimethyl-2,4,6,8,10,12,14-hexadecaheptaenal","C30H40O3",449.30189,2.275,117809.559945464,22
