V1
AdultAdipose_Macrophage	ABHD2;ACTR2;AFTPH;AHNAK;AHR;AIF1;AKR1B1;ALDH1A1;ALOX5AP;ANXA1;ARHGDIB;ARPC1B;ARPC2;ARPC3;ASAH1;ATF3;ATP2A2;ATP6AP2;AVPI1;B2M;BLVRA;C1QA;C1QB;C1QC;C3AR1;C5AR1;CAB39;CAP1;CAPNS1;CCR1;CD163;CD209;CD36;CD37;CD53;CD74;CD84;CERS6;CLEC7A;CLTA;CLTC;CMPK1;CMTM7;CNOT2;COTL1;CPNE2;CPT1A;CRYL1;CTSD;CTSH;CTSS;CTSZ;CYBB;CYFIP1;DAZAP2;DBNL;DDX3X;DMXL2;DOCK2;EFHD2;EIF2S3;ELF1;EMB;EMP1;ETF1;EVI2B;EZR;FAH;FBP1;FCER1G;FCGR2A;FCGR2B;FCGR3A;FMN1;FNIP1;FOSB;FTL;GDI2;GLIPR1;GMFG;GNA13;GPNMB;GPX1;GUSB;HEXB;HLA-DMB;HLA-DQB1;HMOX1;HNMT;HSP90AA1;ICAM1;IL10RA;IL13RA1;IL18;IL1RN;IQGAP1;IQGAP2;IRF8;ITGAM;ITGB2;ITM2B;JUNB;KLF10;LAPTM5;LAT2;LCP1;LCP2;LGALS9;LGMN;LHFPL2;LIMD2;LIPA;LMNA;LPXN;LYZ;MAN1A1;MAN2B2;MDFIC;MERTK;MGAT4A;MPEG1;MS4A4A;MS4A6A;MS4A7;MSN;MSR1;MYO1F;MYO5A;NCF2;NCKAP1L;NCOA4;NFE2L2;NPL;NR4A3;PAPSS2;PARVG;PICALM;PIK3AP1;PLD3;PLEK;PLEKHO1;PMAIP1;POU2F2;PPP1R15A;PPT1;PRKCD;PTBP3;PTK2B;PTPN6;PTPRC;PTPRJ;PYCARD;RAP1A;RGCC;RGS1;RIT1;RNASE6;RNF13;RNF144B;RRAD;SARAF;SAT1;SCARB2;SDCBP;SERINC1;SERINC5;SERPINB6;SGK3;SH3BGRL;SKAP2;SLA;SLC11A1;SMPDL3A;SPG21;SPI1;SPP1;SPTLC2;SQSTM1;SRGN;STK17B;SYAP1;SYK;TGFBR1;THBD;THBS1;TLR2;TLR4;TNFRSF1B;TP53INP1;TPM3;TPT1;TSC22D3;TSPO;TYROBP;UCP2;VAMP8;VAT1;VIM;VSIG4;WLS;YME1L1;YWHAZ;ZC3H12D;ZEB2
AdultAdipose_Stromal cell	ACOX2;ADAMTS5;ADH1C;AKR1C2;ANXA2;APOD;ASS1;BNIP3;BTF3;C11orf96;C1GALT1C1;C1QTNF7;C1S;C7;CALD1;CAV1;CCDC136;CCDC80;CCL2;CD63;CFH;CHCHD5;CHL1;CHRDL1;CILP;CMC1;COX16;COX7A1;COX7B;CRIPT;CRYAB;CXCL12;CYP1B1;DAD1;DSTN;DYNLT1;EFEMP1;EIF3L;ELOVL2;EMC3;ERLIN1;ERRFI1;FAU;FBLN5;FCF1;FHL1;GLRX;GPX4;HIGD1A;HINT1;HP;HSPB2;ID3;IER3IP1;IFITM3;IGFBP4;LAMTOR5;LAPTM4A;LBP;LGALS1;LSM3;LSM5;LYRM1;MAOA;MED6;MEST;MFGE8;MGP;MGST3;MIF;MMP3;MPC1;MRPL24;MRPS18C;MT2A;MYL12B;MYL9;NAA38;NDUFA2;NDUFA3;NDUFA4;NDUFA6;NDUFB2;NDUFC2;NDUFS4;NEDD8;NHP2;NIP7;NME1;NMT1;NNMT;NT5E;OSMR;OST4;OSTC;PDCD5;PDIA3;PDLIM3;PEMT;PET100;PGM3;PKIG;PLSCR1;PNO1;POLR2K;PRDX1;PRDX6;PRR16;PSMA4;PSMB1;PSMB3;PSMB5;PSMB6;PSMB7;PSMC3;RABAC1;RAN;RARRES2;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL22;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL3;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL6;RPL7;RPLP0;RPP40;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS19;RPS20;RPS23;RPS25;RPS26;RPS27;RPS27A;RPS27L;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS6;RPS7;S100A10;S100A11;S100A6;SBDS;SDHD;SEC61G;SERPINA3;SERPING1;SFRP1;SH3D19;SLC27A5;SLIRP;SLPI;SNRPB2;SNRPE;SNRPG;SPCS1;SRI;SRP14;SRP9;STOM;STOML2;SUMO1;TAGLN;TIMM8B;TMBIM4;TMEM100;TMEM161B;TMEM50A;TMSB4X;TTLL1;TXN;TYW5;UAP1;UQCRH
AdultAdipose_Fibroblast	AASS;ADAMTS5;ADH1C;ADH5;AIF1L;AKR1C2;AKR1C3;ANXA2;APOA1;APOD;ARHGAP29;BLK;C1QTNF7;C1S;C7;C8orf48;CAB39L;CALD1;CAMK2D;CAV1;CCDC80;CFH;CHL1;CHRDL1;CILP;CREB3;CX3CL1;CXCL12;DHCR24;EFEMP1;EGFR;F3;F5;FAM107A;FBLN5;FBXO6;FHL1;FOLH1;GBE1;GOLM1;GPR176;GPRC5A;HEG1;HMGN2;HSD17B13;IFITM3;IGFBP4;IL33;LEPR;LGALS1;MAGOHB;MFGE8;MGP;MIPOL1;MPP7;MRPL24;MS4A1;MT2A;MYCBP;MYLK;NAE1;NIPA1;NMB;NNMT;NSUN6;PDGFD;PERP;PET100;PEX13;PIN4;PPARGC1A;PRDX6;PSMA3;PTPRF;RAB30;RAN;RARRES2;RPL10;RPL10A;RPL23A;RPL35;RPL6;RPS18;RPS5;RUNX1T1;SARDH;SEMA3G;SERPINA3;SERPINF2;SERPING1;SLC13A3;SLC15A5;SLPI;SNRPD1;SNX7;TAF4B;TAGLN;TGFA;THBS2;TIMP4;TMA16;TMBIM1;TSPAN8;TTPA;UAP1;UCHL1;YDJC
AdultAdrenalGland_Fasciculata cell	AADAC;ABCB1;ABCC3;ACAT2;ACP1;ACTR10;ACYP2;AKR1B1;AKR1C3;ALDH3A2;APEX1;ASS1;ATP6V1D;ATP6V1G1;BEX2;BNIP3;BTF3;C11orf1;CCT3;CD63;CETN3;CFL2;CHCHD1;CHCHD2;CHMP2A;CIB1;CKB;CLDN1;CMAS;CMBL;CNBP;COBLL1;COX17;COX5B;COX7A1;COX7A2;COX7B;COX7C;CTTN;CYB5R3;CYP17A1;CYP3A5;DAD1;DECR1;DHCR24;DLD;DNAJC19;DSTN;DYNLRB1;DYNLT1;ECH1;ECI2;EEF1E1;EIF3M;EIF4A2;ESD;FADS1;FADS2;FAH;FAM162A;FAU;FIS1;FKBP3;GIPC2;GPX4;GRB14;GRPEL1;GSTA3;HADHB;HAGH;HDDC2;HIBCH;HIGD1A;HINT1;HSBP1;IP6K2;ITM2B;KRT18;KRT8;LAMTOR5;LAPTM4A;LSM5;LUZP2;MAOB;MCFD2;MDH1;MED11;MGP;MGST3;MIF;MRPL13;MRPL20;MRPL22;MRPL24;MRPL32;MRPL41;MRPL50;MRPL54;MRPS14;MRPS16;MRPS18C;MRPS22;MRPS28;MRPS6;MT1F;MT2A;MT3;MTIF3;MYL12B;MYL9;NAA38;NDUFA11;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFB2;NDUFB3;NDUFB5;NDUFC2;NDUFS4;NEDD8;NHP2;NIPSNAP1;NOL3;NQO1;NRCAM;NT5DC1;OST4;PAIP2;PCBD1;PDCD5;PDCD6;PDGFD;PEG10;PFDN5;PIGH;PIN1;PKIG;PLEKHA5;PLP2;PMPCB;POLR1D;POLR2G;POLR2K;PON2;PRDX2;PRDX6;PSMA7;PSMB5;PSMB7;RAB11A;RAN;RARRES2;RDH11;RGN;RNASEH2C;RORA;RPL10;RPL10A;RPL11;RPL13A;RPL15;RPL18;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL29;RPL3;RPL30;RPL31;RPL34;RPL35A;RPL36;RPL37;RPL37A;RPL39;RPL5;RPL6;RPL7;RPL7A;RPL9;RPLP0;RPS10;RPS13;RPS14;RPS15A;RPS16;RPS17;RPS18;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L;RPS28;RPS29;RPS5;RPS6;RPS8;RPS9;SCCPDH;SDF2;SF3B6;SH3YL1;SLIRP;SMARCA1;SMIM4;SMPDL3A;SNCG;SNRPE;SNRPG;SORBS2;SPCS1;SRI;SRP14;SRP9;STOML2;SULT2A1;SUMO1;TAX1BP1;TBCA;TCEAL1;TECR;TEX264;TIMM8B;TMBIM4;TMCO1;TMEM167A;TMEM205;TMEM50A;TMX2;TOMM7;TPD52L1;TRAPPC2L;TXNDC17;UBB;UCHL3;UQCR10;UQCRB;UXT;ZSWIM7
AdultAdrenalGland_Macrophage	ABRACL;ACTR2;ACTR3;AHNAK;AIF1;ALOX5AP;ANPEP;ANXA1;ANXA2;APBB1IP;AQP9;ARHGAP30;ARHGDIA;ARHGDIB;ARPC1B;ARPC2;ARPC3;ASAH1;ATP13A3;ATP2A2;ATP6AP2;ATP6V1A;ATP6V1C1;ATP6V1F;B2M;B3GNT5;BACH1;BCL2A1;BID;BIN2;BLOC1S1;BST1;BTG1;BTK;C1QA;C1QB;C1QC;C2;C3AR1;C5AR1;CAB39;CANX;CAP1;CAPG;CAPZA1;CASP1;CCL2;CCL7;CCR1;CCR5;CD163;CD164;CD180;CD209;CD302;CD36;CD37;CD4;CD44;CD52;CD53;CD72;CD74;CD82;CD84;CDC42;CEP170;CFL1;CLEC12A;CLEC7A;CLIC1;CLTC;CMTM7;CNDP2;CORO1A;COTL1;CSF3R;CST3;CSTB;CTSD;CTSH;CTSS;CTSZ;CYBB;CYFIP1;CYP1B1;CYP27A1;DDX3X;DHRS9;DMXL2;DNAJC3;DNTTIP2;DOCK2;DOCK8;EDEM1;EFHD2;EHD1;ELL2;EMP1;ENTPD1;EVI2B;FBP1;FCER1G;FCGR2A;FCGR2B;FCGR3A;FGR;FLNA;FMN1;FTL;FXYD5;GALNT6;GJB2;GLA;GLDN;GLIPR1;GMFG;GNA13;GPNMB;GPX1;HCK;HEXA;HEXB;HLA-DMB;HLA-DQA1;HLA-DQB1;HMOX1;HNMT;HSP90AA1;HSPA5;ICAM1;IFNGR1;IL10RA;IL13RA1;IL18;IL1B;IL1R2;IL1RN;IL27RA;IL6R;IQGAP1;IRAK2;IRF8;ITGAM;ITGAX;ITGB2;KMO;KYNU;LAPTM5;LAT2;LCP1;LCP2;LGALS3;LGALS9;LGMN;LHFPL2;LILRB1;LILRB2;LIMS1;LIPA;LITAF;LMNA;LPCAT2;LPXN;LY86;LYN;LYZ;MDFIC;MGAT4A;MPEG1;MS4A4A;MS4A6A;MS4A7;MSN;MSR1;MYO1F;MYO5A;NABP1;NAMPT;NBN;NCF2;NCKAP1L;NCOA4;NEK6;NFE2L2;NFKBIE;NINJ1;NOP10;NPL;NR4A3;OSTF1;OTUD1;P2RX4;PARVG;PGD;PICALM;PIK3AP1;PIK3R5;PLAC8;PLD3;PLEK;POU2F2;PPT1;PRKCB;PTGER2;PTPN6;PTPRC;PTPRJ;PYCARD;RAB20;RAB8B;RAC2;RANBP2;RASSF4;RB1;RGCC;RGS1;RHOA;RNASE2;RNASE6;RNF13;RNF144B;RUNX1;S100A11;S100A6;S100A8;S100A9;SAMSN1;SAT1;SCARB2;SDCBP;SDS;SERPINA1;SERPINB8;SH3BGRL;SIRPA;SKAP2;SLA;SLAMF7;SLC11A1;SLC25A24;SLC2A5;SLC2A6;SLC43A2;SLC43A3;SMIM3;SPHK1;SPI1;SPP1;SRGN;ST14;STK17B;STX11;SYK;TGFB1;TGFBR1;THBS1;TLR2;TLR7;TMEM176B;TMSB4X;TNFAIP8;TNFAIP8L2;TNFRSF11A;TNFRSF1B;TPM3;TPM4;TUBA1B;TUBA1C;TUBB;TXN;TYROBP;UCP2;UPP1;VAMP8;VIM;VMA21;VSIG4;WDFY4;YWHAZ;ZEB2
AdultAdrenalGland_Myeloid cell	ABRACL;ACAP1;AIF1;AIM2;ALOX5AP;ANKRD12;ANXA1;APBB1IP;AQP9;ARHGAP30;ARHGDIA;ARHGDIB;ARPC2;B2M;BCL2A1;BID;BIN2;BIRC3;BTG1;BUB3;C16orf54;C1QA;C1QB;CAPZA1;CCL2;CCL5;CCNA2;CCNB2;CCR5;CD2;CD226;CD37;CD3E;CD3G;CD44;CD52;CD53;CD55;CD82;CDCA2;CDCA7;CHEK1;CHRNA1;CMTM7;CORO1A;COTL1;CREB3L3;CREM;CTLA4;CTSS;CXCR6;CYLD;CYTIP;DDX6;DHX9;DNTTIP2;EHD1;ELF1;EMB;EMD;EVI2B;EZR;FCER1G;FCGR3B;FEZ1;FGD3;FLNA;FXYD5;GABARAPL1;GGT6;GLIPR1;GMFG;GNG2;GNGT2;GPR132;GPR35;GPR65;GRAP2;GUK1;HBA1;HBA2;HBB;HMGB2;HMOX1;HSP90AA1;HSPA5;ICAM1;ID2;IFI16;IGHM;IGKC;IKZF1;IKZF3;IL10RA;IL1RN;IL2RB;IL2RG;IL7R;IPCEF1;IRAK2;ITGA4;ITGAL;ITGB2;ITGB7;ITIH3;KLRB1;KPNA2;KYNU;LAPTM5;LAX1;LBH;LCP1;LCP2;LEPROTL1;LGMN;LIMD2;LITAF;LMNA;LPXN;LTB;MANF;MCM6;MCOLN2;MED6;MGAT2;MPZL3;MSN;NCKAP1L;NINJ1;NOP58;OSBPL3;OSTF1;P2RY10;PARVG;PDCL3;PDIA3;PDK3;PIK3AP1;PIK3CG;PLAC8;PLCXD2;PLEK;PMAIP1;POLQ;PRR5L;PTK2B;PTPN22;PTPRC;RAB27A;RAB8B;RAC2;RALGAPA1;RASGRP1;RASSF5;RELB;RGCC;RGS1;RHOH;RNF115;RPL13;RPL18A;RPL21;RPL27A;RPL36AL;RPL4;RPN1;RPS14;RPS18;RPS19;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS6;RPSA;RRM2;S100A8;S1PR1;SAMSN1;SARAF;SASH3;SDCBP;SDS;SELL;SELPLG;SERPINA1;SLA;SLAMF7;SLC2A6;SLC38A1;SLC43A2;SLC9A3R1;SLFN12L;SLFN13;SNAI3;SNX20;SPHK1;SPN;SPOCK2;SPP1;SQSTM1;SRGN;STK17B;STMN1;STX11;SUB1;SYAP1;TANK;TC2N;TES;TGFB1;TM4SF1;TMEM154;TMEM43;TMSB4X;TNFAIP8;TNFRSF1B;TNFSF8;TPM3;TSC22D3;TUBA1B;TUBA4A;TYROBP;UCP2;UNC13D;UPP1;VAMP8;VCAM1;WDR55;YWHAZ;ZAP70
AdultAdrenalGland_T cell	ABRACL;ACAP1;AIM2;ALOX5AP;ANXA1;ARHGAP30;ARHGDIB;ARPC1B;ARPC2;AURKA;B2M;BACH1;BIN2;BIRC3;BTG1;BTLA;BUB3;C16orf54;CCL5;CCNB2;CD2;CD3E;CD3G;CD44;CD52;CD53;CDCA7;CDK5RAP1;CES3;CMC1;CMTM7;COPB1;CORO1A;COTL1;CREM;CRIP1;CRNKL1;CTLA4;CXCL13;CXCR6;CYTIP;DDOST;DNTTIP2;DTL;ELF1;EMB;EMD;FXYD5;GLIPR1;GMFG;GNG2;GNGT2;GOLPH3L;GPR65;GRAP2;HMGB2;HMGN2;HNRNPC;HSPA5;IFI16;IKZF1;IKZF3;IL10RA;IL27RA;IL2RB;IL2RG;IL7R;IPCEF1;IPPK;ITGAL;ITGB7;ITPRIPL1;KIF4A;KLRB1;KPNA2;LAX1;LCP1;LEPROTL1;LITAF;LPXN;LTB;MCM3;METTL8;MGAT4A;MPZL3;MSN;NAAA;NAPSA;NUDT1;ODC1;P2RY10;PCNA;PDCL3;PHGDH;PINX1;PMAIP1;POLA1;PRELID1;PRR5L;PTK2B;PTPN22;PTPRC;RAB27A;RAB8B;RAC2;RANBP1;RASGRP1;RASSF5;RELB;RGCC;RGS1;RHOH;RPL13;RPL18A;RPL21;RPL27A;RPL36AL;RPL4;RPS14;RPS15A;RPS18;RPS19;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS6;RPSA;RRM2;S1PR4;SAMSN1;SARAF;SELL;SELPLG;SEMA7A;SLA;SLC33A1;SLC38A1;SNX20;SPOCK2;SRGN;STK17B;STMN1;SUB1;SUCNR1;SYF2;TES;TGFB1;TM4SF4;TMSB4X;TNFRSF1B;TNFSF8;TPP2;TSC22D3;TUBA1B;TUBA4A;UBA52;UBE2T;UCP2;UPF3B;YWHAZ;ZAP70;ZNHIT2;ZWINT
AdultAdrenalGland_Smooth muscle cell	A1BG;A4GALT;ACTA2;ACTG2;ACTN1;ACTN4;AGT;AIF1L;ATF3;ATOH8;B4GALNT1;BCAP29;C11orf96;C1QTNF7;C8orf48;CALD1;CAV1;CAV2;CCDC107;CCDC136;CCL2;CCND1;CD151;CD2;CD82;CDH19;CHMP4C;CKB;CNN1;COL18A1;COX7A1;CRIM1;CRYAB;CSRP1;CX3CL1;DCTN3;DNAJC10;DSTN;EDNRB;EHD3;EIF5B;ENTPD1;EPS8;ESD;ETNK2;F10;FEZ1;FHL1;FLNA;GMDS;GPR176;GRPEL2;GUK1;HBB;HIGD1B;HSPB2;HSPB7;HSPB8;ID3;IFITM3;IGFBP2;ITIH3;JUNB;KCNMB1;LBH;LGALS1;MAP1LC3A;MAP3K6;MCAM;MCM10;MFGE8;MGP;MGST3;MRPL11;MYH11;MYL9;MYLK;MYO1B;NDUFA4;NMRK2;NPY1R;ODF3L2;OLFML2A;PDE5A;PDLIM3;PDLIM5;PHGDH;PLA2G5;PLN;PLS3;POP4;PPFIBP2;PPP1R12A;PTPRF;RABAC1;RHPN2;RPS27;RRAD;RRAS;RUNX1T1;SCHIP1;SDCBP2;SEMA3G;SERPING1;SH3BGRL;SLC22A18;SLC45A3;SLIT3;SNCG;SORBS2;STBD1;TAGLN;TCEAL7;THOC5;TIMP4;TINAGL1;TM4SF1;TMEM100;TMEM47;TNNC1;TNNT2;TSPAN8;TTC33;TTLL7;TUBA1B;UPB1;VIM;WDR62;ZC2HC1A;ZSCAN21
AdultAdrenalGland_Endothelial cell (APC)	ACTN1;ADAM15;ADAMTS9;AHNAK;AIF1L;APOL1;ARHGAP29;ATF3;ATP8B1;B2M;C11orf96;C14orf132;C6orf141;C7;CA2;CAV1;CAV2;CCDC50;CCL2;CCL23;CCL8;CD74;CDC27;CDKN1A;CEACAM1;CFH;CLIC4;COL18A1;CP;CPD;CPNE2;CRIM1;CSRNP1;CSRP1;CX3CL1;CXCL10;DDX3X;DNASE1L3;DOC2B;EDNRB;EHD3;EMP1;ENDOD1;F8;FAM107A;FCGR2B;FLNB;FOSB;FOXO1;GCNT2;GIMAP6;GMFG;GPIHBP1;GPRC5B;HECW2;HEG1;HLA-DQA1;HLA-DQB1;HLA-DRB5;ICAM1;ID3;IFI16;IFITM3;IGFBP4;IL1R1;IL1RL1;IL33;INMT;IPO11;IRX3;ITGB1;ITM2B;ITPR1;JMJD1C;JUNB;KCNN3;KLF10;KLHL5;LAYN;LEPR;LRG1;LRP11;MACF1;MAN1A1;MAP3K6;MATN2;MCAM;MCTP2;MSN;MYL12A;MYLK;MYO1B;NNMT;NOSTRIN;NPY1R;NRN1;NT5E;OLFML2A;OSMR;PECAM1;PICALM;PIK3C2A;PIK3R3;PLK2;PLS3;PLSCR1;PODXL;PPFIBP1;PXDC1;RAB5A;RASAL2;RBP7;RGCC;S1PR1;SCHIP1;SEMA3F;SERPING1;SH3BGRL2;SH3D19;SLC2A3;SLC38A2;SLC9A3R2;SOX4;SPTBN1;ST6GAL1;STOM;TEAD4;TFPI;TFPI2;THBD;TINAGL1;TM4SF1;TMEM47;TMSB15A;TPT1;TUBB6;TXNIP;UBE2J1;UBE2QL1;UPP1;VCAM1;VIM
AdultAdrenalGland_Endothelial cell	ACTN4;ADAM15;ADAMDEC1;ADAMTS9;AHNAK;ANXA2R;ARHGEF3;ATRX;BIRC5;BLNK;C11orf96;C5;CA2;CAST;CAV1;CAV2;CCDC15;CCL2;CCNA2;CCNB1;CCNB2;CD79B;CDC20;CDCA2;CDK14;CENPE;CENPF;CENPL;CHRDL1;CIITA;CKAP2;CLIC4;COL18A1;CX3CL1;DLGAP5;DNASE1L3;EDNRB;EHD3;EMP1;F8;FAM111A;GIMAP6;GMFG;HECW2;HEG1;HMGB2;HMMR;ID3;IFI16;IFITM3;IGFBP4;IGHA1;IL1RL1;IPO11;ITGB1;ITPR1;KCNN3;KIF20A;KIF23;KIF4A;KITLG;LMO7;LRRC57;MATN2;MKI67;MSN;MYL12A;MYO15B;NBEAL2;NNMT;NRIP1;NT5E;NUDCD2;NXN;ODC1;PLK2;PLS3;PODXL;PPFIBP1;PRKCZ;RABGAP1L;RB1;RGCC;RRM2;S1PR1;SEMA3F;SH3BGRL2;SLC2A3;SLC44A1;SLC9A3R2;SOX4;SPAG5;SPSB1;ST6GAL1;STMN1;TCEAL7;TEAD4;TFCP2L1;TFPI;TFPI2;THBD;TINAGL1;TLR1;TM4SF1;TMSB15A;TOP2A;TPM4;TPT1;TUBA1B;TUBB;TUBB2A;UBE2J1;VIM;XYLB;ZAP70;ZDHHC14;ZNF611;ZWINT
