"contrast","direction","Developmental_stage","primary_tissue","plotted_gene_n","human_symbol","primary_tissue_cell_type_name","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"JOSD1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KAT2A","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KCMF1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KCNC4","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KCTD15","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KCTD9","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KDM1A","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KDM2A","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KDM6B","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KEAP1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KHNYN","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KHSRP","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KIAA0930","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KLHL21","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KMT2B","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KPNA2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LAMC1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LARP1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LAS1L","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LDB1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LDLR","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LEO1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LMF2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LRIG1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LRRC45","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LRRFIP1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LTBP4","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LTBR","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"LZTS2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAFG","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAP2K3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAP2K7","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAP3K4","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAP7D1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAPKAPK2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAPKBP1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MARK2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAST4","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MAZ","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MDGA1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MED1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MED13L","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MEPCE","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MEX3C","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MEX3D","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MFN2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MGAT4B","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MGME1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MIB2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MIEF1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MLLT1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MLXIP","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MOB3C","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MRPL37","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MRPS5","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MSANTD3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MSL1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MTHFD1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MYO19","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"NAA15","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"NAA60","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"NAT10","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"NCAPD2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"NCK2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"NCKAP5L","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"NDE1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
