"contrast","direction","Developmental_stage","human_symbol","best_muscle_combined_p","best_muscle_combined_log10p","muscle_tissue_cell_type_hits","muscle_specific_cell_type_hits","muscle_general_cell_type_hits"
"young CD vs old CD","Downregulated","Adult","LIMD2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","LIPA",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Dendritic cell; TS_Muscle_endothelial cell of artery; AdultMuscle_Macrophage; TS_Muscle_capillary endothelial cell","macrophage; endothelial cell of vascular tree; Dendritic cell; endothelial cell of artery; Macrophage; capillary endothelial cell","Macrophage; Endothelial cell; Dendritic cell; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","LITAF",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_smooth muscle cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; TS_Muscle_pericyte cell; TS_Muscle_tendon cell","macrophage; Dendritic cell; smooth muscle cell; mature nk t cell; Macrophage; mast cell; t cell; cd4-positive, alpha-beta t cell; pericyte cell; tendon cell","Macrophage; Dendritic cell; Smooth muscle cell; Natural killer cell; Mast cell; T cell; Pericyte cell; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","LPXN",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; AdultMuscle_T cell","macrophage; Dendritic cell; mature nk t cell; Macrophage; mast cell; t cell; cd4-positive, alpha-beta t cell; T cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","LY86",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","LYN",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell","macrophage; Dendritic cell; mature nk t cell","Macrophage; Dendritic cell; Natural killer cell"
"young CD vs old CD","Downregulated","Adult","LYZ",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","MANF",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_tendon cell","macrophage; tendon cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","MAP7",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell","macrophage; skeletal muscle satellite stem cell","Macrophage; Skeletal muscle satellite cell"
"young CD vs old CD","Downregulated","Adult","MB21D2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree","macrophage; endothelial cell of vascular tree","Macrophage; Endothelial cell"
"young CD vs old CD","Downregulated","Adult","MCM5",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","MCTP2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell","macrophage; endothelial cell of vascular tree; mature nk t cell; mast cell; t cell","Macrophage; Endothelial cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","MERTK",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_smooth muscle cell; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell","macrophage; smooth muscle cell; endothelial cell of artery; pericyte cell","Macrophage; Smooth muscle cell; Endothelial cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","MGAM",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","MGAT4A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_mature nk t cell; TS_Muscle_capillary endothelial cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; mature nk t cell; capillary endothelial cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Endothelial cell; Natural killer cell; Capillary endothelial cell; T cell"
"young CD vs old CD","Downregulated","Adult","MGAT5",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_t cell; TS_Muscle_pericyte cell","macrophage; t cell; pericyte cell","Macrophage; T cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","MKI67",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; t cell; cd4-positive, alpha-beta t cell","Macrophage; T cell"
"young CD vs old CD","Downregulated","Adult","MNDA",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","MORC3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","MPEG1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","MS4A4A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage; TS_Muscle_mast cell","macrophage; Dendritic cell; Macrophage; mast cell","Macrophage; Dendritic cell; Mast cell"
"young CD vs old CD","Downregulated","Adult","MS4A6A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","MS4A7",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","MSN",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_mature nk t cell; TS_Muscle_capillary endothelial cell; TS_Muscle_t cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; mature nk t cell; capillary endothelial cell; t cell","Macrophage; Endothelial cell; Natural killer cell; Capillary endothelial cell; T cell"
"young CD vs old CD","Downregulated","Adult","MSR1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","MT-ND6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; skeletal muscle satellite stem cell; endothelial cell of vascular tree; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Skeletal muscle satellite cell; Endothelial cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","MT1F",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_mast cell; TS_Muscle_pericyte cell","macrophage; skeletal muscle satellite stem cell; mast cell; pericyte cell","Macrophage; Skeletal muscle satellite cell; Mast cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","MTM1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell","macrophage; endothelial cell of artery; capillary endothelial cell","Macrophage; Endothelial cell; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","MYO15B",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell","macrophage; endothelial cell of vascular tree; capillary endothelial cell","Macrophage; Endothelial cell; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","MYO1F",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; Macrophage; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","MYO5A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","NAIP",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","NAMPT",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Dendritic cell","macrophage; endothelial cell of vascular tree; Dendritic cell","Macrophage; Endothelial cell; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","NAT1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell","macrophage; mature nk t cell","Macrophage; Natural killer cell"
"young CD vs old CD","Downregulated","Adult","NBEAL2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell; TS_Muscle_mast cell; TS_Muscle_t cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; capillary endothelial cell; mast cell; t cell","Macrophage; Endothelial cell; Capillary endothelial cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","NCF1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","NCF2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","NCKAP1L",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","NCOA4",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Macrophage","macrophage; endothelial cell of vascular tree; Macrophage","Macrophage; Endothelial cell"
"young CD vs old CD","Downregulated","Adult","NEK6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mast cell","macrophage; Dendritic cell; mast cell","Macrophage; Dendritic cell; Mast cell"
"young CD vs old CD","Downregulated","Adult","NETO2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_capillary endothelial cell","macrophage; capillary endothelial cell","Macrophage; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","NFKB2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_mast cell; AdultMuscle_T cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; mast cell; T cell","Macrophage; Endothelial cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","NFKBIE",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","NINJ1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_smooth muscle cell","macrophage; Dendritic cell; smooth muscle cell","Macrophage; Dendritic cell; Smooth muscle cell"
"young CD vs old CD","Downregulated","Adult","NLRC4",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","NOP10",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree","macrophage; endothelial cell of vascular tree","Macrophage; Endothelial cell"
"young CD vs old CD","Downregulated","Adult","NPL",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","NR4A3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_smooth muscle cell; AdultMuscle_Macrophage; TS_Muscle_mast cell; TS_Muscle_pericyte cell; AdultMuscle_T cell","macrophage; Dendritic cell; smooth muscle cell; Macrophage; mast cell; pericyte cell; T cell","Macrophage; Dendritic cell; Smooth muscle cell; Mast cell; Pericyte cell; T cell"
"young CD vs old CD","Downregulated","Adult","ORM1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","OSBPL3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; mature nk t cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","OSTF1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of artery; TS_Muscle_mature nk t cell; TS_Muscle_capillary endothelial cell; TS_Muscle_mast cell; TS_Muscle_pericyte cell","macrophage; endothelial cell of artery; mature nk t cell; capillary endothelial cell; mast cell; pericyte cell","Macrophage; Endothelial cell; Natural killer cell; Capillary endothelial cell; Mast cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","OTUD1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_fast muscle cell","macrophage; fast muscle cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","OTULIN",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_t cell","macrophage; t cell","Macrophage; T cell"
"young CD vs old CD","Downregulated","Adult","P2RX4",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Macrophage","macrophage; Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","PAPSS2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_capillary endothelial cell","macrophage; capillary endothelial cell","Macrophage; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","PARVG",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","PGD",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","PICALM",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell; TS_Muscle_pericyte cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; capillary endothelial cell; pericyte cell","Macrophage; Endothelial cell; Capillary endothelial cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","PIK3AP1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; mature nk t cell; Macrophage","Macrophage; Dendritic cell; Natural killer cell"
"young CD vs old CD","Downregulated","Adult","PIK3CG",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","PIK3R5",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; mature nk t cell; Macrophage; t cell; cd4-positive, alpha-beta t cell","Macrophage; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","PIKFYVE",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","PISD",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","PKP2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell","macrophage; skeletal muscle satellite stem cell","Macrophage; Skeletal muscle satellite cell"
"young CD vs old CD","Downregulated","Adult","PLCG2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_capillary endothelial cell; TS_Muscle_mast cell; TS_Muscle_t cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; mature nk t cell; Macrophage; capillary endothelial cell; mast cell; t cell","Macrophage; Endothelial cell; Natural killer cell; Capillary endothelial cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","PLEK",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; mature nk t cell; Macrophage","Macrophage; Dendritic cell; Natural killer cell"
"young CD vs old CD","Downregulated","Adult","PLEKHO1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_smooth muscle cell; TS_Muscle_t cell; TS_Muscle_pericyte cell; TS_Muscle_tendon cell","macrophage; smooth muscle cell; t cell; pericyte cell; tendon cell","Macrophage; Smooth muscle cell; T cell; Pericyte cell; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","PMAIP1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Dendritic cell; TS_Muscle_endothelial cell of artery; TS_Muscle_mature nk t cell; TS_Muscle_capillary endothelial cell; TS_Muscle_t cell; TS_Muscle_pericyte cell","macrophage; endothelial cell of vascular tree; Dendritic cell; endothelial cell of artery; mature nk t cell; capillary endothelial cell; t cell; pericyte cell","Macrophage; Endothelial cell; Dendritic cell; Natural killer cell; Capillary endothelial cell; T cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","POU2F2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage; TS_Muscle_t cell","macrophage; endothelial cell of vascular tree; Dendritic cell; Macrophage; t cell","Macrophage; Endothelial cell; Dendritic cell; T cell"
"young CD vs old CD","Downregulated","Adult","PPFIBP2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_tendon cell","macrophage; tendon cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","PPP1R15A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_smooth muscle cell; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell; TS_Muscle_pericyte cell","macrophage; Dendritic cell; smooth muscle cell; endothelial cell of artery; capillary endothelial cell; pericyte cell","Macrophage; Dendritic cell; Smooth muscle cell; Endothelial cell; Capillary endothelial cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","PPP2CA",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell","macrophage; skeletal muscle satellite stem cell","Macrophage; Skeletal muscle satellite cell"
"young CD vs old CD","Downregulated","Adult","PPT1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","PRKCB",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; AdultMuscle_T cell","macrophage; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell; T cell","Macrophage; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","PRKCD",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mast cell","macrophage; mast cell","Macrophage; Mast cell"
"young CD vs old CD","Downregulated","Adult","PRODH2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","PSD4",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; TS_Muscle_t cell; AdultMuscle_T cell","macrophage; mature nk t cell; t cell; T cell","Macrophage; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","PSMA6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_mature nk t cell; TS_Muscle_fast muscle cell","macrophage; endothelial cell of vascular tree; mature nk t cell; fast muscle cell","Macrophage; Endothelial cell; Natural killer cell; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","PTBP3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","PTGER2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","PTK2B",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_mature nk t cell; TS_Muscle_t cell; AdultMuscle_T cell","macrophage; endothelial cell of vascular tree; mature nk t cell; t cell; T cell","Macrophage; Endothelial cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","PTPN2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell","macrophage; skeletal muscle satellite stem cell","Macrophage; Skeletal muscle satellite cell"
"young CD vs old CD","Downregulated","Adult","PTPN22",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; AdultMuscle_T cell","macrophage; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell; T cell","Macrophage; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","PTPN6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_mast cell","macrophage; Dendritic cell; mature nk t cell; Macrophage; mast cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell"
"young CD vs old CD","Downregulated","Adult","PTPRC",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; AdultMuscle_T cell","macrophage; Dendritic cell; mature nk t cell; Macrophage; mast cell; t cell; cd4-positive, alpha-beta t cell; T cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","PTPRJ",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of artery; TS_Muscle_mature nk t cell; TS_Muscle_t cell","macrophage; endothelial cell of artery; mature nk t cell; t cell","Macrophage; Endothelial cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","PYCARD",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","RAB11FIP1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_smooth muscle cell; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; endothelial cell of vascular tree; smooth muscle cell; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Endothelial cell; Smooth muscle cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","RAB20",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_smooth muscle cell; TS_Muscle_pericyte cell","macrophage; Dendritic cell; smooth muscle cell; pericyte cell","Macrophage; Dendritic cell; Smooth muscle cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","RAB8A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell","macrophage; mature nk t cell","Macrophage; Natural killer cell"
