"contrast","direction","Developmental_stage","human_symbol","best_muscle_combined_p","best_muscle_combined_log10p","muscle_tissue_cell_type_hits","muscle_specific_cell_type_hits","muscle_general_cell_type_hits"
"young CD vs old CD","Upregulated","Adult","TWIST1",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell","mesenchymal stem cell; tendon cell","Mesenchymal stem cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","TYW3",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","UBE2H",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","UBE2R2",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","UBL3",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","UBQLN2",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","UGGT2",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","USP10",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_skeletal muscle satellite stem cell","mesenchymal stem cell; skeletal muscle satellite stem cell","Mesenchymal stem cell; Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","VAPB",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","VEGFB",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_smooth muscle cell; TS_Muscle_tendon cell","mesenchymal stem cell; smooth muscle cell; tendon cell","Mesenchymal stem cell; Smooth muscle cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","VKORC1L1",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","WDFY3",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_macrophage","mesenchymal stem cell; macrophage","Mesenchymal stem cell; Macrophage"
"young CD vs old CD","Upregulated","Adult","WIPF1",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_macrophage","mesenchymal stem cell; macrophage","Mesenchymal stem cell; Macrophage"
"young CD vs old CD","Upregulated","Adult","WNT5A",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","XYLT1",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","ZBTB44",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_skeletal muscle satellite stem cell","mesenchymal stem cell; skeletal muscle satellite stem cell","Mesenchymal stem cell; Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ZCCHC24",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","ZEB1",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","ZFHX3",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_smooth muscle cell","mesenchymal stem cell; skeletal muscle satellite stem cell; smooth muscle cell","Mesenchymal stem cell; Skeletal muscle satellite cell; Smooth muscle cell"
"young CD vs old CD","Upregulated","Adult","ZFHX4",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell","mesenchymal stem cell; skeletal muscle satellite stem cell; tendon cell","Mesenchymal stem cell; Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","ZHX3",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_skeletal muscle satellite stem cell","mesenchymal stem cell; skeletal muscle satellite stem cell","Mesenchymal stem cell; Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ZNF106",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","mesenchymal stem cell; fast muscle cell; slow muscle cell","Mesenchymal stem cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","ZNF217",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","ZNF395",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_skeletal muscle satellite stem cell","mesenchymal stem cell; skeletal muscle satellite stem cell","Mesenchymal stem cell; Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ZNF503",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell","mesenchymal stem cell; tendon cell","Mesenchymal stem cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","ZNF652",3.48035232977661e-06,5.45837678848664,"TS_Muscle_mesenchymal stem cell","mesenchymal stem cell","Mesenchymal stem cell"
"young CD vs old CD","Upregulated","Adult","ABCC5",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ABLIM2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","ACTC1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; TS_Muscle_smooth muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell; smooth muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle; Smooth muscle cell"
"young CD vs old CD","Upregulated","Adult","ACTG1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","ADHFE1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ADO",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","AEN",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","AGO2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ALDH5A1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","AMOTL1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_slow muscle cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; slow muscle cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Cell of skeletal muscle; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","ANK1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; TS_Muscle_endothelial cell of artery","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell; endothelial cell of artery","Skeletal muscle satellite cell; Cell of skeletal muscle; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","ANO5",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","ANP32B",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_smooth muscle cell","skeletal muscle satellite stem cell; smooth muscle cell","Skeletal muscle satellite cell; Smooth muscle cell"
"young CD vs old CD","Upregulated","Adult","APOL2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ARHGAP28",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ARMCX2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell; TS_Muscle_endothelial cell of artery","skeletal muscle satellite stem cell; tendon cell; endothelial cell of artery","Skeletal muscle satellite cell; Cell of skeletal muscle; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","ARSI",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","ATXN2L",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","B4GALT5",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","BCKDHB",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","BCL7A",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","BEND3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","BEST3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","BMS1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","BYSL",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","C1orf109",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","C4orf54",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","C8orf33",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of artery","skeletal muscle satellite stem cell; endothelial cell of artery","Skeletal muscle satellite cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","CACUL1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CAMSAP1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CBLL1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CCNT2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CDC37L1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","CDH4",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CDK5RAP2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell","skeletal muscle satellite stem cell; tendon cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","CDV3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CECR2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CEP95",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CHD7",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","CHTOP",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CIB2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","CISH",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CITED4",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; TS_Muscle_smooth muscle cell; TS_Muscle_endothelial cell of artery","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell; smooth muscle cell; endothelial cell of artery","Skeletal muscle satellite cell; Cell of skeletal muscle; Smooth muscle cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","CLU",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_smooth muscle cell; TS_Muscle_tendon cell; TS_Muscle_endothelial cell of artery; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; smooth muscle cell; tendon cell; endothelial cell of artery; endothelial cell of vascular tree","Skeletal muscle satellite cell; Smooth muscle cell; Cell of skeletal muscle; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","CLUH",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell","skeletal muscle satellite stem cell; fast muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","COL26A1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","COL4A3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_endothelial cell of artery","skeletal muscle satellite stem cell; fast muscle cell; endothelial cell of artery","Skeletal muscle satellite cell; Cell of skeletal muscle; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","COL4A4",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell","skeletal muscle satellite stem cell; fast muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","CREBBP",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CRY1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CS",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell","skeletal muscle satellite stem cell; fast muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","CSNK1D",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","CUL3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","CXXC5",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; TS_Muscle_smooth muscle cell; TS_Muscle_tendon cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell; smooth muscle cell; tendon cell","Skeletal muscle satellite cell; Cell of skeletal muscle; Smooth muscle cell"
"young CD vs old CD","Upregulated","Adult","DAG1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","DDR1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","DDX17",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","DDX5",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell","skeletal muscle satellite stem cell; endothelial cell of vascular tree; capillary endothelial cell","Skeletal muscle satellite cell; Endothelial cell; Capillary endothelial cell"
"young CD vs old CD","Upregulated","Adult","DDX55",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","DLK1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","DNAJC21",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_smooth muscle cell","skeletal muscle satellite stem cell; smooth muscle cell","Skeletal muscle satellite cell; Smooth muscle cell"
"young CD vs old CD","Upregulated","Adult","DOT1L",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_macrophage","skeletal muscle satellite stem cell; macrophage","Skeletal muscle satellite cell; Macrophage"
"young CD vs old CD","Upregulated","Adult","DPH2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","DUSP15",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","DYRK2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","DZIP1L",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","E2F3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_macrophage","skeletal muscle satellite stem cell; macrophage","Skeletal muscle satellite cell; Macrophage"
"young CD vs old CD","Upregulated","Adult","ECHDC3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","EIF1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","ELK1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","EMC9",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; TS_Muscle_smooth muscle cell","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell; smooth muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle; Smooth muscle cell"
"young CD vs old CD","Upregulated","Adult","EMID1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","EMILIN3",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell","skeletal muscle satellite stem cell; tendon cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","ETV5",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_macrophage","skeletal muscle satellite stem cell; macrophage","Skeletal muscle satellite cell; Macrophage"
"young CD vs old CD","Upregulated","Adult","FBLN7",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","FBXO10",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_slow muscle cell","skeletal muscle satellite stem cell; slow muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","FGF11",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","FGFR4",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","FOXO6",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","GAN",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","GATAD2A",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","GEN1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_capillary endothelial cell","skeletal muscle satellite stem cell; capillary endothelial cell","Skeletal muscle satellite cell; Capillary endothelial cell"
"young CD vs old CD","Upregulated","Adult","GGCX",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","GIGYF1",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"young CD vs old CD","Upregulated","Adult","GLI2",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell","skeletal muscle satellite stem cell; tendon cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Upregulated","Adult","GMPR",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; TS_Muscle_endothelial cell of artery","skeletal muscle satellite stem cell; fast muscle cell; slow muscle cell; endothelial cell of artery","Skeletal muscle satellite cell; Cell of skeletal muscle; Endothelial cell"
"young CD vs old CD","Upregulated","Adult","GNAS",9.30589908521018e-06,5.03124166134219,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of artery","skeletal muscle satellite stem cell; endothelial cell of artery","Skeletal muscle satellite cell; Endothelial cell"
