"Tissue_cell_type_name","Developmental_stage","Organ_system","Tissue","Specific_cell_type","General_cell_type","Cell_Ontology_ID","General_tissue_name","Uber_anatomy_ontology_ID","input_list_raw_p","input_list_permutated_p","input_list_rank_p","input_list_combined_p","input_list_combined_log10p","delabel","webcsea_job","contrast","direction"
"VentoTormo_2018_decidua_decidual natural killer cell (dNK2)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","decidual natural killer cell (dNK2)","Natural killer cell","CL:0000623","Decidua","UBERON:0002450",0.00083594001993354,0.0603153513084421,0.27380073800738,0.0842815623554896,1.07426742232736,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Placenta_Stromal cells","Fetal","Reproductive system","Fetal_HCA_Placenta","Stromal cells","Stromal cell","CL:0000499","Placenta","UBERON:0001987",0.00745766771413493,0.05278107875592,0.314391143911439,0.0846076670921442,1.07259027969224,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Adrenal_Adrenocortical cells","Fetal","Endocrine system","Fetal_HCA_Adrenal","Adrenocortical cells","Cortical cell of adrenal gland","CL:0002097","Adrenal gland","UBERON:0002369",0.00157427263653447,0.0606035475262981,0.280442804428044,0.0862502167608871,1.06423980480032,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_mast cell","Adult","Digestive system","TS_Small_Intestine","mast cell","Mast cell","CL:0000097","Small intestine","UBERON:0002108",6.26893447422917e-10,0.0915228846134244,0.202952029520295,0.0926128352968913,1.03332881988046,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Pancreas_plasma cell","Adult","Digestive system","TS_Pancreas","plasma cell","Plasma cell","CL:0000786","Pancreas","UBERON:0001264",2.97598864005019e-11,0.0997158913781889,0.197047970479705,0.0968635109814109,1.01383979326782,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_Per","Adult","Nervous system","Lake_2017_VisualCortex","Per","Pericyte cell","CL:0000669","Visual cortex","UBERON:0000411",0.0004717934583086,0.0729548140058426,0.270848708487085,0.097299018865474,1.01189153900666,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_cd8-positive, alpha-beta t cell","Adult","Lymphatic system","TS_Thymus","cd8-positive, alpha-beta t cell","T cell","CL:0000084","Thymus","UBERON:0002370",0.00041167612299657,0.0734900355532895,0.269372693726937,0.0974421825832167,1.01125299694815,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_Ex4","Adult","Nervous system","Lake_2017_VisualCortex","Ex4","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",3.25164433897091e-06,0.0834533905134553,0.237638376383764,0.0975814671764884,1.01063265638298,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Spleen_naive thymus-derived cd8-positive, alpha-beta t cell","Adult","Lymphatic system","TS_Spleen","naive thymus-derived cd8-positive, alpha-beta t cell","T cell","CL:0000084","Spleen","UBERON:0002106",9.55502251785356e-07,0.0869940869042581,0.228782287822878,0.0978596076015694,1.00939653001093,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"VentoTormo_2018_decidua_plasmacytoid dendritic cell (DC2)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","plasmacytoid dendritic cell (DC2)","Plasmacytoid dendritic cell","CL:0000784","Decidua","UBERON:0002450",1.75358924382553e-05,0.0825064600833569,0.243542435424354,0.0986072829115254,1.00609100786324,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_FrontalCortex_In7","Adult","Nervous system","Lake_2017_FrontalCortex","In7","Inhibitory neuron","CL:0008029","Frontal cortex","UBERON:0001870",0.00284599635237416,0.070566902486464,0.290774907749077,0.100264452165113,0.998853014785686,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Kidney_Stromal cells","Fetal","Urinary system","Fetal_HCA_Kidney","Stromal cells","Stromal cell","CL:0000499","Kidney","UBERON:0002113",0.00254713118392614,0.0757544344078726,0.286346863468635,0.104790139666728,0.979679580804549,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultLung_Endothelial cell (endothelial to mesenchymal transition)","Adult","Respiratory system","AdultLung","Endothelial cell (endothelial to mesenchymal transition)","Endothelial cell","CL:0000115","Lung","UBERON:0002048",0.00552274111581566,0.0727077886762517,0.305535055350554,0.106786384010987,0.971484119272575,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultArtery_T cell","Adult","Cardiovascular system","AdultArtery","T cell","T cell","CL:0000084","Artery","UBERON:0001637",0.00980872774878445,0.071143294922176,0.318081180811808,0.108360787610146,0.965127846998991,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Bone_Marrow_macrophage","Adult","Lymphatic system","TS_Bone_Marrow","macrophage","Macrophage","CL:0000235","Bone marrow","UBERON:0002371",1.01812549841381e-14,0.124294911672482,0.183763837638376,0.109161323833924,0.961931206143567,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Large_Intestine_intestinal crypt stem cell","Adult","Digestive system","TS_Large_Intestine","intestinal crypt stem cell","Intestinal crypt stem cell","CL:0002250","Large intestine","UBERON:0000059",1.31526836340889e-10,0.113466968058748,0.201476014760148,0.109236757674111,0.961631198912565,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalKidney_Endothelial cell","Fetal","Urinary system","FetalKidney","Endothelial cell","Endothelial cell","CL:0000115","Kidney","UBERON:0002113",0.00362364782636481,0.0811889916588722,0.295940959409594,0.113614073670497,0.944567868106871,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalSpinalCord_Endothelial cell","Fetal","Nervous system","FetalSpinalCord","Endothelial cell","Endothelial cell","CL:0000115","Spinal cord","UBERON:0002240",0.013702123101063,0.0751368710838954,0.323985239852399,0.114790564254506,0.940093809330195,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Vasculature_endothelial cell","Adult","Cardiovascular system","TS_Vasculature","endothelial cell","Endothelial cell","CL:0000115","Vasculature","UBERON:0002049",5.37976948707244e-08,0.113219942729157,0.21549815498155,0.114996531503481,0.939315258530002,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Spleen_intermediate monocyte","Adult","Lymphatic system","TS_Spleen","intermediate monocyte","Monocyte","CL:0000576","Spleen","UBERON:0002106",9.19918947814059e-09,0.117913423991384,0.208856088560886,0.115843002682751,0.936130193967639,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_medullary thymic epithelial cell","Adult","Lymphatic system","TS_Thymus","medullary thymic epithelial cell","Epithelial cell","CL:0000066","Thymus","UBERON:0002370",9.96646476280322e-15,0.135905102163254,0.183025830258303,0.116757402002843,0.932715577167941,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Skin_nkt cell","Adult","Integumentary system","TS_Skin","nkt cell","Natural killer cell","CL:0000623","Skin of body","UBERON:0002097",1.73240841300213e-06,0.110996714762839,0.231734317343173,0.11987410787222,0.921274611918162,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultOmentum_Fibroblast","Adult","Integumentary system","AdultOmentum","Fibroblast","Fibroblast","CL:0000057","Omentum","UBERON:0003688",0.0154010048821515,0.0803244030053041,0.328413284132841,0.122273783619216,0.912666648850904,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Trachea_mast cell","Adult","Respiratory system","TS_Trachea","mast cell","Mast cell","CL:0000097","Trachea","UBERON:0003126",4.44937624538407e-05,0.11396101871793,0.249446494464945,0.129639571112859,0.887262414415721,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"VentoTormo_2018_decidua_decidual macrophage (dM2)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","decidual macrophage (dM2)","Macrophage","CL:0000235","Decidua","UBERON:0002450",1.58539506118573e-07,0.130017665141338,0.220664206642066,0.130574988547916,0.88414000358078,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalCalvaria_Fetal stromal cell","Fetal","Skeletal system","FetalCalvaria","Fetal stromal cell","Stromal cell","CL:0000499","Vault of skull","UBERON:0004339",0.0310687809442993,0.0850590551557961,0.342435424354244,0.132123510887135,0.879019894421657,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_In6a","Adult","Nervous system","Lake_2017_VisualCortex","In6a","Inhibitory neuron","CL:0008029","Visual cortex","UBERON:0000411",0.00535541084296975,0.0979043722945224,0.304059040590406,0.134384809535141,0.87164981988273,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalAdrenalGland_Fetal mesenchymal progenitor","Fetal","Endocrine system","FetalAdrenalGland","Fetal mesenchymal progenitor","Mesenchymal stem cell","CL:0000134","Adrenal gland","UBERON:0002369",0.0117470198638955,0.0938284543562727,0.321033210332103,0.135624464105458,0.867661964836905,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Madissoon_2020_lung_Muscle_cells","Adult","Respiratory system","Madissoon_2020_lung","Muscle_cells","Muscle cell","CL:0000187","Lung","UBERON:0002048",0.0119263360163532,0.0967515874230982,0.321771217712177,0.139144637189849,0.85653352726553,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalKidney_Fetal stromal cell","Fetal","Urinary system","FetalKidney","Fetal stromal cell","Stromal cell","CL:0000499","Kidney","UBERON:0002113",0.0182518799849711,0.0967927583113634,0.329889298892989,0.141906685228367,0.847997144433996,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Liver_macrophage","Adult","Digestive system","TS_Liver","macrophage","Macrophage","CL:0000235","Liver","UBERON:0002107",3.07706774474408e-12,0.165836337932017,0.192619926199262,0.141949693709467,0.847865540231691,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalSpinalCord_Fetal chondrocyte","Fetal","Nervous system","FetalSpinalCord","Fetal chondrocyte","Chondrocyte","CL:0000138","Spinal cord","UBERON:0002240",0.0227388713049253,0.0959693405460604,0.333579335793358,0.142190702007468,0.847128801629271,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Liver_monocyte","Adult","Digestive system","TS_Liver","monocyte","Monocyte","CL:0000576","Liver","UBERON:0002107",1.77944969965632e-11,0.168471274780986,0.196309963099631,0.145818716468963,0.836186728847212,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalIntestine_Enterocyte progenitor","Fetal","Digestive system","FetalIntestine","Enterocyte progenitor","Enterocyte","CL:0000584","Intestine","UBERON:0000160",0.0248104344623428,0.0984395938419693,0.337269372693727,0.146255067026157,0.834889078795324,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_intestinal crypt stem cell","Adult","Digestive system","TS_Small_Intestine","intestinal crypt stem cell","Intestinal crypt stem cell","CL:0002250","Small intestine","UBERON:0002108",1.34634250406456e-06,0.1445921595872,0.230258302583026,0.14657122845145,0.83395127219892,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Salivary_Gland_plasma cell","Adult","Digestive system","TS_Salivary_Gland","plasma cell","Plasma cell","CL:0000786","Saliva-secreting gland","UBERON:0001044",2.37522413492642e-07,0.152496970134109,0.222140221402214,0.148546923039749,0.828136339624019,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lung_cd8-positive alpha-beta t cell","Adult","Respiratory system","TS_Lung","cd8-positive alpha-beta t cell","T cell","CL:0000084","Lung","UBERON:0002048",0.00020452116412621,0.130923424683171,0.259778597785978,0.149004965766014,0.826799257971335,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Spleen_cd8-positive, alpha-beta t cell","Adult","Lymphatic system","TS_Spleen","cd8-positive, alpha-beta t cell","T cell","CL:0000084","Spleen","UBERON:0002106",4.47663722684512e-13,0.179093363953395,0.190405904059041,0.14930688003306,0.825920179605518,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_Oli","Adult","Nervous system","Lake_2017_VisualCortex","Oli","Oligodendrocyte","CL:0000128","Visual cortex","UBERON:0000411",0.00700921121516764,0.110626176768453,0.311808118081181,0.150634730485508,0.822074885245071,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Cerebrum_10k_Oligodendrocytes","Fetal","Nervous system","Fetal_HCA_Cerebrum_10k","Oligodendrocytes","Oligodendrocyte","CL:0000128","Cerebral hemisphere","UBERON:0001869",0.00448621675599863,0.116390101125574,0.301845018450185,0.152775759013971,0.815945549959565,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_dn1 thymic pro-t cell","Adult","Lymphatic system","TS_Thymus","dn1 thymic pro-t cell","T cell","CL:0000084","Thymus","UBERON:0002370",2.52316614618328e-07,0.160937002228464,0.222878228782288,0.155237972737265,0.809002037374743,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Trachea_cd8-positive, alpha-beta t cell","Adult","Respiratory system","TS_Trachea","cd8-positive, alpha-beta t cell","T cell","CL:0000084","Trachea","UBERON:0003126",5.02361487404803e-07,0.159043141368267,0.227306273062731,0.156175824082079,0.80638619376449,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Bone_Marrow_memory b cell","Adult","Lymphatic system","TS_Bone_Marrow","memory b cell","B cell","CL:0000236","Bone marrow","UBERON:0002371",2.17588609587892e-06,0.159248995809593,0.233210332103321,0.159439372515304,0.797404423500226,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalAdrenalGland_Endothelial cell","Fetal","Endocrine system","FetalAdrenalGland","Endothelial cell","Endothelial cell","CL:0000115","Adrenal gland","UBERON:0002369",0.00904509642379084,0.118366303762301,0.316605166051661,0.160547202928462,0.79439725635918,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_Ex5a","Adult","Nervous system","Lake_2017_VisualCortex","Ex5a","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",8.07372939336697e-05,0.148503393972389,0.253505535055351,0.161108550514766,0.792881409656283,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_FrontalCortex_Oli","Adult","Nervous system","Lake_2017_FrontalCortex","Oli","Oligodendrocyte","CL:0000128","Frontal cortex","UBERON:0001870",0.00664039051869566,0.123389152130649,0.309594095940959,0.162921740466519,0.788020959063773,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultTemporalLobe_Oligodendrocyte","Adult","Nervous system","AdultTemporalLobe","Oligodendrocyte","Oligodendrocyte","CL:0000128","Temporal lobe","UBERON:0001871",0.017961913727679,0.117460544220468,0.329151291512915,0.164426488109779,0.784028218953633,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Enge_2017_Pancreas_acinar cell","Adult","Digestive system","Enge_2017_Pancreas","acinar cell","Acinar cell","CL:0000622","Pancreas","UBERON:0001264",0.00096526458093609,0.140969121419867,0.275276752767528,0.164892141641523,0.782800041281169,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_In1a","Adult","Nervous system","Lake_2017_VisualCortex","In1a","Inhibitory neuron","CL:0008029","Visual cortex","UBERON:0000411",0.00700921121516764,0.125612380096967,0.311808118081181,0.166064844879251,0.779722295850136,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_intestinal enteroendocrine cell","Adult","Digestive system","TS_Small_Intestine","intestinal enteroendocrine cell","Endocrine cell","CL:0000163","Small intestine","UBERON:0002108",2.99135082929248e-09,0.192268048198242,0.205166051660517,0.166970754445285,0.777359590500907,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Cerebrum_10k_Limbic system neurons","Fetal","Nervous system","Fetal_HCA_Cerebrum_10k","Limbic system neurons","Neuron","CL:0000540","Cerebral hemisphere","UBERON:0001869",0.00188162433997982,0.140228045431095,0.283394833948339,0.167916967675835,0.774905417050376,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Muscle_t cell","Adult","Muscular system","TS_Muscle","t cell","T cell","CL:0000084","Muscle organ","UBERON:0001630",5.57167390026051e-05,0.157931527385108,0.25239852398524,0.168309572846319,0.773891182205399,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalIntestine_Erythroid cell","Fetal","Digestive system","FetalIntestine","Erythroid cell","Erythroid lineage cell","CL:0000764","Intestine","UBERON:0000160",0.0312616929760993,0.116307759349044,0.343173431734317,0.168477256862279,0.773458717260642,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultFallopiantube_Stromal cell","Adult","Reproductive system","AdultFallopiantube","Stromal cell","Stromal cell","CL:0000499","Fallopian tube","UBERON:0003889",0.0405120771130654,0.115566683360271,0.34760147601476,0.169305577040375,0.771328735701063,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_memory b cell","Adult","Lymphatic system","TS_Thymus","memory b cell","B cell","CL:0000236","Thymus","UBERON:0002370",3.58526278397069e-05,0.164189502401411,0.247970479704797,0.171047454595273,0.76688338428776,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
