"contrast","direction","Developmental_stage","human_symbol","primary_tissue","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","primary_tissue_cell_type_name","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Downregulated","Fetal","ATP9A","Stomach","Digestive system","MUC13_DMBT1 positive cells","Epithelial cell","Fetal_HCA_Stomach_MUC13_DMBT1 positive cells",0.00021219167590114,3.67327165710343,1.50442067539429e-20,4.11708882651482e-05,0.431734317343173,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","ATR","Heart","Cardiovascular system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Heart_Lymphoid cells",0.00017495995677108,3.75706133727542,1.2564987433318e-28,4.11708882651482e-05,0.349815498154982,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","ATRX","Immature gonad","Reproductive system","Fetal fibroblast","Fibroblast","FetalMaleGonad_Fetal fibroblast",0.00023796250410457,3.62349146959631,3.88412402572195e-16,4.11708882651482e-05,0.48929889298893,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","AURKA","Intestine","Digestive system","Dendritic cell","Dendritic cell","FetalIntestine_Dendritic cell",0.000120533034898,3.91889390821204,2.77641403428952e-41,4.11708882651482e-05,0.233210332103321,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","AURKAIP1","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","AVPI1","Stomach","Digestive system","Dendritic cell","Dendritic cell","FetalStomach_Dendritic cell",8.34350965519537e-05,4.07865122714868,3.56934237920307e-58,4.11708882651482e-05,0.156457564575646,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","AZGP1","Liver","Digestive system","Hepatoblasts","Hepatoblast","Fetal_HCA_Liver_Hepatoblasts",0.00012298804099619,3.91013711605543,2.83318156601637e-40,4.11708882651482e-05,0.238376383763838,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","B2M","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","B3GALT1","Spleen","Lymphatic system","Mesothelial cells","Mesothelial cell","Fetal_HCA_Spleen_Mesothelial cells",0.00022577479873564,3.64632453619696,3.18602577167968e-18,4.11708882651482e-05,0.461992619926199,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","B3GNT5","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","B4GALNT1","Intestine","Digestive system","T cell","T cell","FetalIntestine_T cell",0.00040782657857929,3.38952447410917,1.02781952720908e-19,8.23417765302964e-05,0.441328413284133,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","B4GALT4","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BAAT","Liver","Digestive system","Hepatoblasts","Hepatoblast","Fetal_HCA_Liver_Hepatoblasts",0.00012298804099619,3.91013711605543,2.83318156601637e-40,4.11708882651482e-05,0.238376383763838,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BACH1","Cerebral hemisphere","Nervous system","Microglia","Microglial cell","Fetal_HCA_Cerebrum_10k_Microglia",0.00010960271738913,3.96017867821956,3.59763043286026e-44,4.11708882651482e-05,0.210332103321033,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BAIAP2L1","Intestine","Digestive system","Intestinal epithelial cells","Epithelial cell","Fetal_HCA_Intestine_Intestinal epithelial cells",0.00010320971336719,3.98627942806481,1.41505689316596e-47,4.11708882651482e-05,0.197047970479705,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BANK1","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BBOX1","Eye","Sensory system","Corneal and conjunctival epithelial cells","Epithelial cell","Fetal_HCA_Eye_Corneal and conjunctival epithelial cells",8.0525032566614e-05,4.09406909086719,4.02305355893205e-59,4.11708882651482e-05,0.150553505535055,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BCAP29","Cerebellum","Nervous system","Vascular endothelial cells","Endothelial cell","Fetal_HCA_Cerebellum_10k_Vascular endothelial cells",0.00016579044064557,3.78044051416309,8.00386756613276e-31,4.11708882651482e-05,0.329889298892989,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BCAP31","Immature gonad","Reproductive system","Primordial germ cell","Primordial germ cell","FetalMaleGonad_Primordial germ cell",7.13678073205326e-05,4.14649764614936,1.65586893562056e-63,4.11708882651482e-05,0.13210332103321,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BCL2","Pancreas","Digestive system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Pancreas_Lymphoid cells",0.00010605545813746,3.97446697563413,8.61563327207333e-47,4.11708882651482e-05,0.202952029520295,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BCL2A1","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BCL2L1","Cerebellum","Nervous system","Microglia","Microglial cell","Fetal_HCA_Cerebellum_10k_Microglia",0.00011736966006825,3.93044415324038,2.90831074690683e-42,4.11708882651482e-05,0.226568265682657,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BCL6","Eye","Sensory system","Corneal and conjunctival epithelial cells","Epithelial cell","Fetal_HCA_Eye_Corneal and conjunctival epithelial cells",8.0525032566614e-05,4.09406909086719,4.02305355893205e-59,4.11708882651482e-05,0.150553505535055,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BCLAF1","Pancreas","Digestive system","Fetal acinar cell","Acinar cell","FetalPancreas_Fetal acinar cell",0.00023993288197354,3.61991022939325,1.09581330146053e-15,4.11708882651482e-05,0.493726937269373,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BEX1","Kidney","Urinary system","Fetal epithelial progenitor","Epithelial fate stem cell","FetalKidney_Fetal epithelial progenitor",0.00012263761040343,3.91137632030889,2.53478480770203e-40,4.11708882651482e-05,0.237638376383764,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BEX2","Kidney","Urinary system","Fetal epithelial progenitor","Epithelial fate stem cell","FetalKidney_Fetal epithelial progenitor",0.00012263761040343,3.91137632030889,2.53478480770203e-40,4.11708882651482e-05,0.237638376383764,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BHMT","Liver","Digestive system","Hepatoblasts","Hepatoblast","Fetal_HCA_Liver_Hepatoblasts",0.00012298804099619,3.91013711605543,2.83318156601637e-40,4.11708882651482e-05,0.238376383763838,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BICD1","Brain","Nervous system","Fetal neuron","Neuron","FetalBrain_Fetal neuron",0.00025335411082361,3.59627204462562,1.39583325521876e-13,4.11708882651482e-05,0.523985239852399,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BID","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BIN2","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BIN3","Spinal cord","Nervous system","Neutrophil (RPS high)","Neutrophil","FetalSpinalCord_Neutrophil (RPS high)",0.0002484524767774,3.60475666949443,2.09523556695927e-14,4.11708882651482e-05,0.512915129151292,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BIRC3","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BIRC5","Kidney","Urinary system","Fetal epithelial progenitor","Epithelial fate stem cell","FetalKidney_Fetal epithelial progenitor",0.00012263761040343,3.91137632030889,2.53478480770203e-40,4.11708882651482e-05,0.237638376383764,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLK","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLNK","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLOC1S1","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLOC1S3","Muscle organ","Muscular system","Macrophage","Macrophage","FetalMuscle_Macrophage",0.00014936462243897,3.82575225458847,1.99960985255819e-34,4.11708882651482e-05,0.294464944649447,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLOC1S5","Lung","Respiratory system","Fetal chondrocyte","Chondrocyte","FetalLung_Fetal chondrocyte",0.489535005781943,0.310216247120585,0.083091235609422,0.215117891185399,0.839114391143911,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLOC1S6","Thymus","Lymphatic system","Dendritic cell","Dendritic cell","FetalThymus_Dendritic cell",0.00023006434200345,3.63815068802921,1.15160382029905e-17,4.11708882651482e-05,0.471586715867159,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLVRA","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BLZF1","Kidney","Urinary system","Intermediated cell","Kidney cell","FetalKidney_Intermediated cell",0.00013345846794077,3.87465386501415,6.47403303583762e-38,4.11708882651482e-05,0.260516605166052,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BMP3","Eye","Sensory system","Corneal and conjunctival epithelial cells","Epithelial cell","Fetal_HCA_Eye_Corneal and conjunctival epithelial cells",8.0525032566614e-05,4.09406909086719,4.02305355893205e-59,4.11708882651482e-05,0.150553505535055,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BMPER","Heart","Cardiovascular system","Endocardial cells","Endocardial cell","Fetal_HCA_Heart_Endocardial cells",0.00022709552405442,3.64379142543514,5.52869906617289e-18,4.11708882651482e-05,0.464944649446494,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BMPR1B","Eye","Sensory system","Skeletal muscle cells","Cell of skeletal muscle","Fetal_HCA_Eye_Skeletal muscle cells",0.00016885230877605,3.77249299672921,4.45257669213456e-30,4.11708882651482e-05,0.336531365313653,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BNIP3","Intestine","Digestive system","Hepatocyte/Endodermal cell","Hepatocyte","FetalIntestine_Hepatocyte/Endodermal cell",0.0001141982673537,3.94234048527085,8.96732159591738e-43,4.11708882651482e-05,0.219926199261993,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BRCC3","Pancreas","Digestive system","Antigen presenting cell (RPS high)","Professional antigen presenting cell","FetalPancreas_Antigen presenting cell (RPS high)",0.00011631343170537,3.93437013068254,1.98668498716285e-42,4.11708882651482e-05,0.224354243542435,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BRMS1","Pancreas","Digestive system","Monocyte","Monocyte","FetalPancreas_Monocyte",0.0001131393132524,3.94638646172425,6.34110677614014e-43,4.11708882651482e-05,0.217712177121771,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BRWD1","Adrenal gland","Endocrine system","CSH1_CSH2 positive cells","Trophoblast cell","Fetal_HCA_Adrenal_CSH1_CSH2 positive cells",0.00104139392872471,2.98238495856838,2.74694133126837e-08,0.00016468355306059,0.620664206642066,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BST1","Pancreas","Digestive system","Monocyte","Monocyte","FetalPancreas_Monocyte",0.0001131393132524,3.94638646172425,6.34110677614014e-43,4.11708882651482e-05,0.217712177121771,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BTF3","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BTF3L4","Immature gonad","Reproductive system","Primordial germ cell","Primordial germ cell","FetalMaleGonad_Primordial germ cell",7.13678073205326e-05,4.14649764614936,1.65586893562056e-63,4.11708882651482e-05,0.13210332103321,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BTG1","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BTK","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BTLA","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BUB3","Immature gonad","Reproductive system","Primordial germ cell","Primordial germ cell","FetalMaleGonad_Primordial germ cell",7.13678073205326e-05,4.14649764614936,1.65586893562056e-63,4.11708882651482e-05,0.13210332103321,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BUD31","Rib","Skeletal system","Fetal chondrocyte","Chondrocyte","FetalRib_Fetal chondrocyte",0.00018576719230889,3.73103098279286,1.68971803157516e-26,4.11708882651482e-05,0.373431734317343,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","BZW1","Immature gonad","Reproductive system","Primordial germ cell","Primordial germ cell","FetalMaleGonad_Primordial germ cell",7.13678073205326e-05,4.14649764614936,1.65586893562056e-63,4.11708882651482e-05,0.13210332103321,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C11orf1","Spinal cord","Nervous system","Erythroid progenitor cell (RP high)","Erythroid progenitor cell","FetalSpinalCord_Erythroid progenitor cell (RP high)",9.96422628622984e-05,4.00155641825466,9.23422157856407e-50,4.11708882651482e-05,0.189667896678967,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C11orf96","Cerebellum","Nervous system","Vascular endothelial cells","Endothelial cell","Fetal_HCA_Cerebellum_10k_Vascular endothelial cells",0.00016579044064557,3.78044051416309,8.00386756613276e-31,4.11708882651482e-05,0.329889298892989,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C11orf98","Spinal cord","Nervous system","Erythroid cell","Erythroid lineage cell","FetalSpinalCord_Erythroid cell",0.771532904566021,0.112645547284929,0.321725714382647,0.461937366334963,0.877859778597786,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C14orf132","Muscle organ","Muscular system","Fetal skeletal muscle cell","Cell of skeletal muscle","FetalMuscle_Fetal skeletal muscle cell",0.00012788432170418,3.89318269566774,4.65010409455101e-39,4.11708882651482e-05,0.248708487084871,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C15orf40","Stomach","Digestive system","Fetal enterocyte","Enterocyte","FetalStomach_Fetal enterocyte",0.00018677715588166,3.72867624203108,2.89239278514639e-26,4.11708882651482e-05,0.375645756457565,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C16orf54","Kidney","Urinary system","Lymphoid cells","Innate lymphoid cell","Fetal_HCA_Kidney_Lymphoid cells",6.95240733926683e-05,4.15786479064263,9.26698621075187e-64,4.11708882651482e-05,0.128413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C18orf32","Adrenal gland","Endocrine system","Neutrophil (RPS high)","Neutrophil","FetalAdrenalGland_Neutrophil (RPS high)",0.00023368767201781,3.63136419781683,3.62806467942675e-17,4.11708882651482e-05,0.47970479704797,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C19orf33","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C19orf38","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1D","Kidney","Urinary system","Ureteric bud cell","Epithelial cell","FetalKidney_Ureteric bud cell",0.00019818659954062,3.70292571383817,3.96590862948535e-24,4.11708882651482e-05,0.400738007380074,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1GALT1C1","Immature gonad","Reproductive system","Primordial germ cell","Primordial germ cell","FetalMaleGonad_Primordial germ cell",7.13678073205326e-05,4.14649764614936,1.65586893562056e-63,4.11708882651482e-05,0.13210332103321,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1QA","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1QB","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1QC","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1QTNF7","Kidney","Urinary system","Fetal epithelial progenitor","Epithelial fate stem cell","FetalKidney_Fetal epithelial progenitor",0.00012263761040343,3.91137632030889,2.53478480770203e-40,4.11708882651482e-05,0.237638376383764,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1S","Placenta","Reproductive system","AFP_ALB positive cells","Hepatocyte","Fetal_HCA_Placenta_AFP_ALB positive cells",0.00020620111900837,3.68570898222494,4.067314580189e-22,4.11708882651482e-05,0.418450184501845,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C1orf226","Muscle organ","Muscular system","Dendritic cell","Dendritic cell","FetalMuscle_Dendritic cell",0.00010889413062698,3.96299552800373,1.86068802737032e-44,4.11708882651482e-05,0.208856088560886,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C2","Eye","Sensory system","Corneal and conjunctival epithelial cells","Epithelial cell","Fetal_HCA_Eye_Corneal and conjunctival epithelial cells",8.0525032566614e-05,4.09406909086719,4.02305355893205e-59,4.11708882651482e-05,0.150553505535055,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C20orf27","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C3AR1","Stomach","Digestive system","Dendritic cell","Dendritic cell","FetalStomach_Dendritic cell",8.34350965519537e-05,4.07865122714868,3.56934237920307e-58,4.11708882651482e-05,0.156457564575646,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C4B","Muscle organ","Muscular system","Erythroid cell","Erythroid lineage cell","FetalMuscle_Erythroid cell",0.97002713544564,0.0132161166518265,0.959781047502389,0.795915611941845,0.961623616236162,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C4BPA","Muscle organ","Muscular system","Fetal mesenchymal progenitor","Mesenchymal stem cell","FetalMuscle_Fetal mesenchymal progenitor",0.957460991748739,0.0188789107414468,0.815603055165227,0.771254249871021,0.937269372693727,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C4orf19","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C4orf3","Immature gonad","Reproductive system","Primordial germ cell","Primordial germ cell","FetalMaleGonad_Primordial germ cell",7.13678073205326e-05,4.14649764614936,1.65586893562056e-63,4.11708882651482e-05,0.13210332103321,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C5","Liver","Digestive system","Hepatoblasts","Hepatoblast","Fetal_HCA_Liver_Hepatoblasts",0.00012298804099619,3.91013711605543,2.83318156601637e-40,4.11708882651482e-05,0.238376383763838,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C5AR1","Pancreas","Digestive system","Dendritic cell","Dendritic cell","FetalPancreas_Dendritic cell",7.8336248116373e-05,4.10603723265253,3.85725942071268e-60,4.11708882651482e-05,0.146125461254613,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C6","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C6orf141","Adrenal gland","Endocrine system","Fetal enterocyte","Enterocyte","FetalAdrenalGland_Fetal enterocyte",7.43090019477144e-05,4.12895857171174,5.81364308856055e-62,4.11708882651482e-05,0.138007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C6orf89","Spinal cord","Nervous system","Macrophage","Microglial cell","FetalSpinalCord_Macrophage",0.00018913165367318,3.72323578017052,1.37219139203498e-25,4.11708882651482e-05,0.380811808118081,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C7","Heart","Cardiovascular system","Endocardial cells","Endocardial cell","Fetal_HCA_Heart_Endocardial cells",0.00022709552405442,3.64379142543514,5.52869906617289e-18,4.11708882651482e-05,0.464944649446494,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C8G","Adrenal gland","Endocrine system","Hepatocyte/Endodermal cell","Hepatocyte","FetalAdrenalGland_Hepatocyte/Endodermal cell",8.95889338742295e-05,4.04774563156739,1.05746326960683e-55,4.11708882651482e-05,0.1690036900369,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C8orf48","Rib","Skeletal system","Kidney intercalated cell","Renal intercalated cell","FetalRib_Kidney intercalated cell",0.00021783396105168,3.66187441132235,1.30170373477295e-19,4.11708882651482e-05,0.444280442804428,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C9","Kidney","Urinary system","Myeloid cells","Myeloid cell","Fetal_HCA_Kidney_Myeloid cells",9.06708402882428e-05,4.04253235944536,7.53550488465841e-55,4.11708882651482e-05,0.171217712177122,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","C9orf85","Muscle organ","Muscular system","Smooth muscle cell","Smooth muscle cell","FetalMuscle_Smooth muscle cell",0.00029914461830182,3.52411880583495,6.00300381265587e-08,4.11708882651482e-05,0.628413284132841,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","CA1","Adrenal gland","Endocrine system","Erythroid progenitor cell (RP high)","Erythroid progenitor cell","FetalAdrenalGland_Erythroid progenitor cell (RP high)",0.00014661046509956,3.83383502851632,1.37833478615228e-34,4.11708882651482e-05,0.288560885608856,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","CA14","Kidney","Urinary system","Fetal epithelial progenitor","Epithelial fate stem cell","FetalKidney_Fetal epithelial progenitor",0.00012263761040343,3.91137632030889,2.53478480770203e-40,4.11708882651482e-05,0.237638376383764,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Fetal","CA2","Immature gonad","Reproductive system","Primordial germ cell","Primordial germ cell","FetalMaleGonad_Primordial germ cell",7.13678073205326e-05,4.14649764614936,1.65586893562056e-63,4.11708882651482e-05,0.13210332103321,"JOB1565_YoungvOld_downregulated"
