"contrast","direction","Developmental_stage","human_symbol","primary_tissue","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","primary_tissue_cell_type_name","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Downregulated","Adult","ASB11","Saliva-secreting gland","Digestive system","ionocyte","Ionocyte","TS_Salivary_Gland_ionocyte",4.66327954723456e-05,4.3313085493359,5.71002012390356e-91,4.11708882651482e-05,0.0833948339483395,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ASB5","Muscle organ","Muscular system","skeletal muscle satellite stem cell","Skeletal muscle satellite cell","TS_Muscle_skeletal muscle satellite stem cell",3.26737591460624e-05,4.48580089667016,2.51754007201893e-115,4.11708882651482e-05,0.0568265682656827,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ASCC3","Trachea","Respiratory system","basal cell","Basal cell","TS_Trachea_basal cell",1.73551305145958e-05,4.76057211598533,1.01597143169019e-142,4.11708882651482e-05,0.0287822878228782,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ASGR1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ASGR2","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ASL","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ASPA","Small intestine","Digestive system","immature enterocyte","Enterocyte","TS_Small_Intestine_immature enterocyte",5.76979313093862e-06,5.23883975767657,1.21928257303058e-201,4.11708882651482e-05,0.00885608856088561,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ASS1","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATAD1","Mammary gland","Endocrine system","luminal epithelial cell of mammary gland","Epithelial cell","TS_Mammary_luminal epithelial cell of mammary gland",7.99396095874094e-06,5.09723797709728,3.6947385620457e-176,4.11708882651482e-05,0.0125461254612546,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATAD2","Bone marrow","Lymphatic system","granulocyte","Granulocyte","TS_Bone_Marrow_granulocyte",3.48035232977661e-06,5.45837678848664,6.13268186356858e-222,4.11708882651482e-05,0.00516605166051661,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATF3","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATG3","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATG4A","Prostate gland","Reproductive system","epithelial cell","Epithelial cell","TS_Prostate_epithelial cell",6.21899255959235e-06,5.20627996277643,9.32382798277227e-182,4.11708882651482e-05,0.00959409594095941,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATM","Pancreas","Digestive system","myeloid cell","Myeloid cell","TS_Pancreas_myeloid cell",2.5370835176064e-06,5.59566523611347,1.82608252926311e-231,4.11708882651482e-05,0.003690036900369,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATOH8","Spleen","Lymphatic system","classical monocyte","Monocyte","TS_Spleen_classical monocyte",3.94508732914911e-06,5.40394337872889,4.01201124144712e-217,4.11708882651482e-05,0.00590405904059041,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP13A3","Liver","Digestive system","macrophage","Macrophage","TS_Liver_macrophage",2.05678716302948e-06,5.68681064690723,4.26896331288875e-239,4.11708882651482e-05,0.0029520295202952,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP2A2","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP2A3","Liver","Digestive system","monocyte","Monocyte","TS_Liver_monocyte",3.01126181323497e-06,5.52125148324509,8.10940402263875e-227,4.11708882651482e-05,0.0044280442804428,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP5IF1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP5MF","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP5MG","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP5PD","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP5PF","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6AP2","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V0E1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V1A","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V1C1","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.07051533082547e-06,5.97040710880371,1.07621877611341e-293,4.11708882651482e-05,0.0014760147601476,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V1D","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.07051533082547e-06,5.97040710880371,1.07621877611341e-293,4.11708882651482e-05,0.0014760147601476,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V1E1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V1F","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V1G1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP6V1H","Liver","Digestive system","macrophage","Macrophage","TS_Liver_macrophage",2.05678716302948e-06,5.68681064690723,4.26896331288875e-239,4.11708882651482e-05,0.0029520295202952,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP8B1","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP8B4","Liver","Digestive system","macrophage","Macrophage","TS_Liver_macrophage",2.05678716302948e-06,5.68681064690723,4.26896331288875e-239,4.11708882651482e-05,0.0029520295202952,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATP9A","Large intestine","Digestive system","immature enterocyte","Enterocyte","TS_Large_Intestine_immature enterocyte",8.43293290242464e-06,5.07402135517185,2.34911689259899e-174,4.11708882651482e-05,0.0132841328413284,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATR","Blood","Lymphatic system","cd8-positive, alpha-beta cytokine secreting effector t cell","T cell","TS_Blood_cd8-positive, alpha-beta cytokine secreting effector t cell",2.30912268486261e-05,4.63655299218313,3.3217446833351e-131,4.11708882651482e-05,0.0391143911439114,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","ATRX","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.07051533082547e-06,5.97040710880371,1.07621877611341e-293,4.11708882651482e-05,0.0014760147601476,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","AURKA","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","AURKAIP1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","AVPI1","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","AZGP1","Small intestine","Digestive system","immature enterocyte","Enterocyte","TS_Small_Intestine_immature enterocyte",5.76979313093862e-06,5.23883975767657,1.21928257303058e-201,4.11708882651482e-05,0.00885608856088561,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","B2M","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","B3GALT1","Large intestine","Digestive system","immature enterocyte","Enterocyte","TS_Large_Intestine_immature enterocyte",8.43293290242464e-06,5.07402135517185,2.34911689259899e-174,4.11708882651482e-05,0.0132841328413284,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","B3GNT5","Liver","Digestive system","macrophage","Macrophage","TS_Liver_macrophage",2.05678716302948e-06,5.68681064690723,4.26896331288875e-239,4.11708882651482e-05,0.0029520295202952,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","B4GALNT1","Pancreas","Digestive system","pancreatic stellate cell","Pancreatic stellate cell","TS_Pancreas_pancreatic stellate cell",2.79163434253604e-05,4.55414146764583,4.29694126030088e-124,4.11708882651482e-05,0.0479704797047971,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","B4GALNT2","Large intestine","Digestive system","immature enterocyte","Enterocyte","TS_Large_Intestine_immature enterocyte",8.43293290242464e-06,5.07402135517185,2.34911689259899e-174,4.11708882651482e-05,0.0132841328413284,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","B4GALT4","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BAAT","Pancreas","Digestive system","pancreatic ductal cell","Pancreatic ductal cell","TS_Pancreas_pancreatic ductal cell",2.59148554645483e-05,4.58645120901716,8.39241072308294e-129,4.11708882651482e-05,0.044280442804428,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BACH1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BAIAP2L1","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BANK1","Small intestine","Digestive system","b cell","B cell","TS_Small_Intestine_b cell",8.87021595341597e-06,5.05206580674829,3.40598415122905e-170,4.11708882651482e-05,0.0140221402214022,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BBOX1","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BCAP29","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BCAP31","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BCL2","Liver","Digestive system","macrophage","Macrophage","TS_Liver_macrophage",2.05678716302948e-06,5.68681064690723,4.26896331288875e-239,4.11708882651482e-05,0.0029520295202952,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BCL2A1","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BCL2L1","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BCL6","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.07051533082547e-06,5.97040710880371,1.07621877611341e-293,4.11708882651482e-05,0.0014760147601476,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BCLAF1","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.07051533082547e-06,5.97040710880371,1.07621877611341e-293,4.11708882651482e-05,0.0014760147601476,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BEX1","Bone marrow","Lymphatic system","granulocyte","Granulocyte","TS_Bone_Marrow_granulocyte",3.48035232977661e-06,5.45837678848664,6.13268186356858e-222,4.11708882651482e-05,0.00516605166051661,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BEX2","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BHMT","Kidney","Urinary system","kidney epithelial cell","Epithelial cell","TS_Kidney_kidney epithelial cell",7.11054010504863e-06,5.1480974097156,4.43712040902305e-178,4.11708882651482e-05,0.011070110701107,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BICD1","Small intestine","Digestive system","b cell","B cell","TS_Small_Intestine_b cell",8.87021595341597e-06,5.05206580674829,3.40598415122905e-170,4.11708882651482e-05,0.0140221402214022,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BID","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BIN2","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BIN3","Large intestine","Digestive system","b cell","B cell","TS_Large_Intestine_b cell",1.48526132005555e-05,4.82819712892338,6.33909468438406e-152,4.11708882651482e-05,0.0243542435424354,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BIRC3","Liver","Digestive system","macrophage","Macrophage","TS_Liver_macrophage",2.05678716302948e-06,5.68681064690723,4.26896331288875e-239,4.11708882651482e-05,0.0029520295202952,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BIRC5","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLK","Small intestine","Digestive system","b cell","B cell","TS_Small_Intestine_b cell",8.87021595341597e-06,5.05206580674829,3.40598415122905e-170,4.11708882651482e-05,0.0140221402214022,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLNK","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLOC1S1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLOC1S3","Lung","Respiratory system","macrophage","Macrophage","TS_Lung_macrophage",4.40601432283305e-06,5.35595409540194,1.07702600841947e-211,4.11708882651482e-05,0.00664206642066421,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLOC1S5","Small intestine","Digestive system","b cell","B cell","TS_Small_Intestine_b cell",8.87021595341597e-06,5.05206580674829,3.40598415122905e-170,4.11708882651482e-05,0.0140221402214022,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLOC1S6","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLVRA","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BLZF1","Eye","Sensory system","corneal epithelial cell","Epithelial cell","TS_Eye_corneal epithelial cell",4.86355828888119e-06,5.31304587481517,2.48120233887656e-204,4.11708882651482e-05,0.00738007380073801,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BMP3","Small intestine","Digestive system","immature enterocyte","Enterocyte","TS_Small_Intestine_immature enterocyte",5.76979313093862e-06,5.23883975767657,1.21928257303058e-201,4.11708882651482e-05,0.00885608856088561,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BMPER","Muscle organ","Muscular system","mesenchymal stem cell","Mesenchymal stem cell","TS_Muscle_mesenchymal stem cell",1.10341252708146e-05,4.95726208978967,8.68677773279844e-165,4.11708882651482e-05,0.0177121771217712,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BMPR1B","Trachea","Respiratory system","basal cell","Basal cell","TS_Trachea_basal cell",1.73551305145958e-05,4.76057211598533,1.01597143169019e-142,4.11708882651482e-05,0.0287822878228782,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BNIP3","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BOLA2","Eye","Sensory system","melanocyte","Melanocyte","TS_Eye_melanocyte",5.08222783398571e-05,4.29394586962314,2.17109853348636e-84,4.11708882651482e-05,0.0915129151291513,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BRCC3","Bone marrow","Lymphatic system","granulocyte","Granulocyte","TS_Bone_Marrow_granulocyte",3.48035232977661e-06,5.45837678848664,6.13268186356858e-222,4.11708882651482e-05,0.00516605166051661,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BRMS1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BRWD1","Blood","Lymphatic system","cd8-positive, alpha-beta t cell","T cell","TS_Blood_cd8-positive, alpha-beta t cell",1.27420003399603e-05,4.89476238766687,2.30705883363736e-157,4.11708882651482e-05,0.0206642066420664,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BST1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BTF3","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BTF3L4","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BTG1","Liver","Digestive system","macrophage","Macrophage","TS_Liver_macrophage",2.05678716302948e-06,5.68681064690723,4.26896331288875e-239,4.11708882651482e-05,0.0029520295202952,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BTK","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BTLA","Small intestine","Digestive system","b cell","B cell","TS_Small_Intestine_b cell",8.87021595341597e-06,5.05206580674829,3.40598415122905e-170,4.11708882651482e-05,0.0140221402214022,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BTNL2","Saliva-secreting gland","Digestive system","naive b cell","B cell","TS_Salivary_Gland_naive b cell",3.62039173975592e-05,4.44124443465754,4.70419422665263e-105,4.11708882651482e-05,0.0634686346863469,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BUB3","Small intestine","Digestive system","cd4-positive, alpha-beta t cell","T cell","TS_Small_Intestine_cd4-positive, alpha-beta t cell",9.74006236253988e-06,5.01143826246222,3.64762147745561e-167,4.11708882651482e-05,0.0154981549815498,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BUD31","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","BZW1","Blood","Lymphatic system","monocyte","Monocyte","TS_Blood_monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C10orf88","Spleen","Lymphatic system","innate lymphoid cell","Innate lymphoid cell","TS_Spleen_innate lymphoid cell",0.00014867654387051,3.82775754305256,1.81318115011259e-34,4.11708882651482e-05,0.292988929889299,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C11orf1","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C11orf52","Pancreas","Digestive system","pancreatic ductal cell","Pancreatic ductal cell","Enge_2017_Pancreas_pancreatic ductal cell",8.08893043487968e-05,4.09210889951731,6.1924655997546e-59,4.11708882651482e-05,0.151291512915129,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C11orf96","Tongue","Digestive system","epithelial cell","Epithelial cell","TS_Tongue_epithelial cell",1.56881353052807e-06,5.80442867366948,8.50284556931066e-293,4.11708882651482e-05,0.0022140221402214,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C11orf98","Heart","Cardiovascular system","hepatocyte","Hepatocyte","TS_Heart_hepatocyte",2.10573285595039e-05,4.67659672647708,5.12658602973845e-136,4.11708882651482e-05,0.0354243542435424,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C14orf132","Prostate gland","Reproductive system","epithelial cell","Epithelial cell","TS_Prostate_epithelial cell",6.21899255959235e-06,5.20627996277643,9.32382798277227e-182,4.11708882651482e-05,0.00959409594095941,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C15orf40","Kidney","Urinary system","kidney epithelial cell","Epithelial cell","TS_Kidney_kidney epithelial cell",7.11054010504863e-06,5.1480974097156,4.43712040902305e-178,4.11708882651482e-05,0.011070110701107,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C16orf54","Pancreas","Digestive system","myeloid cell","Myeloid cell","TS_Pancreas_myeloid cell",2.5370835176064e-06,5.59566523611347,1.82608252926311e-231,4.11708882651482e-05,0.003690036900369,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","C18orf32","Bone marrow","Lymphatic system","macrophage","Macrophage","TS_Bone_Marrow_macrophage",5.31805872860946e-06,5.27424687095891,5.44291690820957e-203,4.11708882651482e-05,0.00811808118081181,"JOB1565_YoungvOld_downregulated"
