plate,assay_group,well_id,raw_sample_id,sample,sample_suffix,sampling_tissue,sampling_time,sampling_month,diet,cohort,animal,age,group,cytokine,concentration_pg_ml,mfi
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,IFN-gamma,340.21131325762656,12645.35645
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,IL-10,N/A,3127.15161
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,IL-17A,N/A,3226.5625
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,IL-17F,N/A,1481.35864
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,IL-1a,739.6915837362541,75380.49219
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,IL-6,N/A,2509.19214
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,IL-7,1.282890071146414,3453.83984
Plate 1,Unknown Group 1,165,3M13_10mon,3M13,10mon,systemic blood,intermediary month sample,10,N/A,3,13,N/A,N/A,TNF-alpha,7.858322053683475,1496.41187
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,GDF-15,283.79924259024,54369.06641
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,IFN-gamma,21.116925422268285,2062.64282
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,IL-10,N/A,3747.03369
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,IL-17A,N/A,3189.43701
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,IL-17F,N/A,1222.26672
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,IL-1a,2100.4774791085574,210181.10938
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,IL-6,36.51060371606799,3753.90967
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,IL-7,1.8890286676139003,4000.3645
Plate 1,Unknown Group 1,67,3M13_20mon,3M13,20mon,systemic blood,intermediary month sample,20,N/A,3,13,N/A,N/A,TNF-alpha,10.254762230450892,1652.13293
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,GDF-15,767.578474300855,137343.875
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,IFN-gamma,43.340539127512,2770.61426
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,IL-10,305.4728666910301,8060.12695
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,IL-17A,84.41130097068803,4455.39795
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,IL-17F,N/A,1242.33044
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,IL-1a,186.17869410159733,19765.25977
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,IL-6,58.42095010429481,4366.99463
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,IL-7,6.173090305217852,7715.57666
Plate 1,Unknown Group 1,46,3M13_pv_sac,3M13,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,13,N/A,N/A,TNF-alpha,635.3682831046731,58387.28125
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,GDF-15,184.354654478012,36724.65234
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,IFN-gamma,N/A,1275.92493
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,IL-10,N/A,2742.33765
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,IL-17A,N/A,2797.48975
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,IL-17F,N/A,1104.24292
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,IL-1a,231.90472768357196,24299.25391
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,IL-6,N/A,1900.34595
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,IL-7,N/A,1974.46826
Plate 1,Unknown Group 1,126,3M14_6mon,3M14,6mon,systemic blood,intermediary month sample,6,N/A,3,14,N/A,N/A,TNF-alpha,3.56955119029293,1231.75171
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,GDF-15,101.240716265721,21668.04297
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,IFN-gamma,N/A,1298.31885
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,IL-10,N/A,2382.74829
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,IL-17A,N/A,2527.46167
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,IL-17F,N/A,2006.34717
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,IL-1a,521.3087572029726,53343.50781
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,IL-6,N/A,2320.26245
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,IL-7,N/A,2432.32495
Plate 1,Unknown Group 1,166,3M14_10mon,3M14,10mon,systemic blood,intermediary month sample,10,N/A,3,14,N/A,N/A,TNF-alpha,N/A,1016.20398
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,GDF-15,284.998599213361,54580.05469
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,IFN-gamma,29.028848640957364,2313.12891
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,IL-10,N/A,3060.35571
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,IL-17A,N/A,3220.36548
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,IL-17F,N/A,1798.81201
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,IL-1a,3851.3329319600825,372592.15625
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,IL-6,39.58990541775494,3839.56152
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,IL-7,2.2394804740944485,4312.7002
Plate 1,Unknown Group 1,68,3M14_20mon,3M14,20mon,systemic blood,intermediary month sample,20,N/A,3,14,N/A,N/A,TNF-alpha,2.704539103145085,1181.61023
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,GDF-15,613.201562975982,111235.92969
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,IFN-gamma,14.94601781043691,1868.98157
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,IL-10,N/A,3441.3313
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,IL-17A,19.102973349203868,3414.74146
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,IL-17F,N/A,2203.18213
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,IL-1a,46.87650174324491,6226.14111
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,IL-6,38.46723117474145,3808.31152
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,IL-7,3.109617468521406,5079.58301
Plate 1,Unknown Group 1,30,3M14_pv_sac,3M14,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,14,N/A,N/A,TNF-alpha,18.79379482357206,2235.17554
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,GDF-15,120.05368577208,25109.91797
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,IFN-gamma,N/A,1174.01929
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,IL-10,N/A,2398.41602
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,IL-17A,N/A,2806.16699
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,IL-17F,N/A,1208.6073
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,IL-1a,299.47261239907294,31039.26953
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,IL-6,N/A,2370.18237
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,IL-7,N/A,1933.62585
Plate 1,Unknown Group 1,127,3M15_6mon,3M15,6mon,systemic blood,intermediary month sample,6,N/A,3,15,N/A,N/A,TNF-alpha,7.969003899537805,1503.50244
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,GDF-15,139.443592785499,28634.36328
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,IFN-gamma,1149.2936554914618,40424.13281
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,IL-10,340.57415163200164,8687.91504
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,IL-17A,71.79152044341096,4241.23682
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,IL-17F,N/A,1699.85852
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,IL-1a,888.1245572683198,90341.21875
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,IL-6,112.30944900289876,5899.53125
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,IL-7,2.0907227702810567,4180.40234
Plate 1,Unknown Group 1,167,3M15_10mon,3M15,10mon,systemic blood,intermediary month sample,10,N/A,3,15,N/A,N/A,TNF-alpha,4.857293413631435,1308.80469
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,GDF-15,367.559911301134,69020.41406
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,IFN-gamma,3735.531252285667,130240.71875
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,IL-10,795.350920004471,17219.43555
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,IL-17A,61.02726429767988,4062.44287
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,IL-17F,N/A,1615.73645
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,IL-1a,1855.2785736167607,186376.04688
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,IL-6,138.88813057402774,6663.93408
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,IL-7,4.072760751415865,5917.37891
Plate 1,Unknown Group 1,69,3M15_20mon,3M15,20mon,systemic blood,intermediary month sample,20,N/A,3,15,N/A,N/A,TNF-alpha,34.00132521555425,3341.92017
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,GDF-15,798.494646651188,142540.6875
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,IFN-gamma,22.604131965880097,2109.56079
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,IL-10,N/A,3640.93945
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,IL-17A,57.44911431144891,4003.89551
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,IL-17F,N/A,1645.39966
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,IL-1a,170.69694725342865,18236.79102
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,IL-6,126.17476566168574,6297.73291
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,IL-7,4.651645281200351,6416.49268
Plate 1,Unknown Group 1,47,3M15_pv_sac,3M15,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,15,N/A,N/A,TNF-alpha,155.43675975978618,13369.33105
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,GDF-15,110.843961993029,23427.95117
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,IFN-gamma,N/A,1306.43872
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,IL-10,N/A,2371.29028
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,IL-17A,N/A,2618.93872
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,IL-17F,41.57131489833916,6898.56592
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,IL-1a,222.3047279375788,23345.21484
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,IL-6,N/A,2591.78442
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,IL-7,1.2891138477655684,3459.50073
Plate 1,Unknown Group 1,128,3M16_6mon,3M16,6mon,systemic blood,intermediary month sample,6,N/A,3,16,N/A,N/A,TNF-alpha,5.23207314122708,1331.67749
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,GDF-15,108.433166420893,22986.74805
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,IFN-gamma,8.230289290224242,1660.73877
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,IL-10,N/A,2431.89624
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,IL-17A,N/A,2517.22607
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,IL-17F,N/A,2270.59985
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,IL-1a,686.3433647093395,69997.54688
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,IL-6,N/A,2256.6333
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,IL-7,0.5292349950464691,2757.10498
Plate 1,Unknown Group 1,168,3M16_10mon,3M16,10mon,systemic blood,intermediary month sample,10,N/A,3,16,N/A,N/A,TNF-alpha,15.380881262004277,1997.75562
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,GDF-15,319.628608687765,60656.35156
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,IFN-gamma,N/A,1212.28845
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,IL-10,N/A,2650.31738
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,IL-17A,N/A,2757.29077
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,IL-17F,N/A,1623.42749
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,IL-1a,495.5360937978279,50744.70312
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,IL-6,67.6283682416386,4626.74414
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,IL-7,0.3859463919625639,2620.91138
Plate 1,Unknown Group 1,70,3M16_20mon,3M16,20mon,systemic blood,intermediary month sample,20,N/A,3,16,N/A,N/A,TNF-alpha,13.317665180562434,1856.87329
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,GDF-15,458.715585148429,84800.47656
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,IFN-gamma,N/A,1246.23315
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,IL-10,N/A,2962.70288
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,IL-17A,N/A,2686.07056
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,IL-17F,N/A,977.77765
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,IL-1a,111.9931686294603,12482.90234
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,IL-6,N/A,2649.27368
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,IL-7,0.8500222406523075,3056.83911
Plate 1,Unknown Group 1,48,3M16_pv_sac,3M16,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,16,N/A,N/A,TNF-alpha,22.38828285053307,2490.26465
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,GDF-15,131.461613304515,27186.09961
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,IFN-gamma,N/A,1301.59253
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,IL-10,N/A,2689.58716
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,IL-17A,N/A,2884.34204
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,IL-17F,N/A,1913.24048
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,IL-1a,156.06695093339735,16796.12305
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,IL-6,N/A,1201.00928
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,IL-7,N/A,2261.75073
Plate 1,Unknown Group 1,129,3M17_6mon,3M17,6mon,systemic blood,intermediary month sample,6,N/A,3,17,N/A,N/A,TNF-alpha,7.408939899475099,1467.73499
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,GDF-15,122.90526944662,25629.61719
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,IFN-gamma,6984.850989879707,241581.375
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,IL-10,193.45689297798685,6104.65723
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,IL-17A,92.5803254527498,4596.35156
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,IL-17F,N/A,1704.22583
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,IL-1a,499.1022166863242,51104.23047
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,IL-6,46.011356952941064,4018.76294
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,IL-7,0.607521300095361,2830.8269
Plate 1,Unknown Group 1,169,3M17_10mon,3M17,10mon,systemic blood,intermediary month sample,10,N/A,3,17,N/A,N/A,TNF-alpha,21.51507556713213,2427.86475
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,GDF-15,230.258820270655,44909.08203
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,IFN-gamma,4140.436914845598,144246.48438
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,IL-10,N/A,3541.60718
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,IL-17A,32.99592000379268,3618.36694
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,IL-17F,N/A,1779.00562
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,IL-1a,1181.2891689711676,119760.82031
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,IL-6,N/A,3233.646
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,IL-7,1.2680741307120933,3440.35913
Plate 1,Unknown Group 1,71,3M17_20mon,3M17,20mon,systemic blood,intermediary month sample,20,N/A,3,17,N/A,N/A,TNF-alpha,10.173127803115792,1646.75781
Plate 1,Unknown Group 1,31,3M17_pv_sac,3M17,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,17,N/A,N/A,GDF-15,470.44424371089,86820.13281
Plate 1,Unknown Group 1,31,3M17_pv_sac,3M17,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,17,N/A,N/A,IFN-gamma,102.356622659175,4690.88818
Plate 1,Unknown Group 1,31,3M17_pv_sac,3M17,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,17,N/A,N/A,IL-10,N/A,2904.52026
