plate,assay_group,well_id,raw_sample_id,sample,sample_suffix,sampling_tissue,sampling_time,sampling_month,diet,cohort,animal,age,group,cytokine,concentration_pg_ml,mfi
Plate 1,Unknown Group 1,77,3M24_20mon,3M24,20mon,systemic blood,intermediary month sample,20,N/A,3,24,N/A,N/A,IL-17A,N/A,3014.45288
Plate 1,Unknown Group 1,77,3M24_20mon,3M24,20mon,systemic blood,intermediary month sample,20,N/A,3,24,N/A,N/A,IL-17F,N/A,2439.97314
Plate 1,Unknown Group 1,77,3M24_20mon,3M24,20mon,systemic blood,intermediary month sample,20,N/A,3,24,N/A,N/A,IL-1a,570.6725122127824,58323.53125
Plate 1,Unknown Group 1,77,3M24_20mon,3M24,20mon,systemic blood,intermediary month sample,20,N/A,3,24,N/A,N/A,IL-6,532.1848453477241,18270.12891
Plate 1,Unknown Group 1,77,3M24_20mon,3M24,20mon,systemic blood,intermediary month sample,20,N/A,3,24,N/A,N/A,IL-7,0.7364442624019384,2951.38086
Plate 1,Unknown Group 1,77,3M24_20mon,3M24,20mon,systemic blood,intermediary month sample,20,N/A,3,24,N/A,N/A,TNF-alpha,1751.8819253562235,167595.01562
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,GDF-15,177.364418790738,35471.34375
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,IFN-gamma,16.343182023460493,1912.6687
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,IL-10,139.49858191437298,5196.83496
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,IL-17A,110.76243835414016,4915.85645
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,IL-17F,N/A,3627.38745
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,IL-1a,515.9212381743713,52800.16797
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,IL-6,29.368236069937353,3556.05273
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,IL-7,2.99128997750016,4975.91943
Plate 1,Unknown Group 1,137,3M25_6mon,3M25,6mon,systemic blood,intermediary month sample,6,N/A,3,25,N/A,N/A,TNF-alpha,2.014815866466237,1142.84082
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,GDF-15,264.073691702743,50893.41797
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,IFN-gamma,N/A,1219.47913
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,IL-10,N/A,2340.78369
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,IL-17A,N/A,2446.6062
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,IL-17F,N/A,1366.80859
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,IL-1a,146.01049985892703,15808.1543
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,IL-6,N/A,1407.52234
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,IL-7,2.0663093750583075,4158.65186
Plate 1,Unknown Group 1,177,3M25_10mon,3M25,10mon,systemic blood,intermediary month sample,10,N/A,3,25,N/A,N/A,TNF-alpha,N/A,888.43781
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,GDF-15,569.689682935122,103824.6875
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,IFN-gamma,N/A,1324.30811
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,IL-10,N/A,3218.22119
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,IL-17A,11.693510322369962,3313.41479
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,IL-17F,N/A,1605.85828
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,IL-1a,682.4816003782577,69607.82031
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,IL-6,35.53931307218828,3726.93408
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,IL-7,1.0966832485181528,3283.90186
Plate 1,Unknown Group 1,78,3M25_20mon,3M25,20mon,systemic blood,intermediary month sample,20,N/A,3,25,N/A,N/A,TNF-alpha,34.483278684923455,3378.02368
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,GDF-15,390.992922308328,73091.85938
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,IFN-gamma,N/A,1269.66345
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,IL-10,N/A,2585.50146
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,IL-17A,9.67004359778881,3287.02539
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,IL-17F,N/A,3129.53174
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,IL-1a,357.7430905970279,36878.65234
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,IL-6,N/A,2605.08618
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,IL-7,2.1858543637936374,4265.05322
Plate 1,Unknown Group 1,138,3M26_6mon,3M26,6mon,systemic blood,intermediary month sample,6,N/A,3,26,N/A,N/A,TNF-alpha,6.03083238060584,1381.00415
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,GDF-15,665.620760981535,120132.1875
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,IFN-gamma,N/A,869.5177
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,IL-10,N/A,2411.96826
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,IL-17A,N/A,2750.61475
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,IL-17F,N/A,1738.33484
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,IL-1a,1245.642898705825,126188.29688
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,IL-6,N/A,1389.3241
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,IL-7,1.675648649235968,3808.9834
Plate 1,Unknown Group 1,178,3M26_10mon,3M26,10mon,systemic blood,intermediary month sample,10,N/A,3,26,N/A,N/A,TNF-alpha,11.234705202919338,1717.00586
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,GDF-15,603.046195508923,109508.42969
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,IFN-gamma,6.64888682642428,1612.2627
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,IL-10,293.7776060834652,7852.37012
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,IL-17A,449.0767023306424,11661.31055
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,IL-17F,N/A,1960.64441
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,IL-1a,1321.5015064526667,133748.5
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,IL-6,55.38000042695125,4281.4502
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,IL-7,35.52053752572797,31225.16016
Plate 1,Unknown Group 1,79,3M26_20mon,3M26,20mon,systemic blood,intermediary month sample,20,N/A,3,26,N/A,N/A,TNF-alpha,331.812567256079,29374.98633
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,GDF-15,1001.33402208933,176409.39062
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,IFN-gamma,N/A,1244.42468
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,IL-10,N/A,3698.16455
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,IL-17A,50.345187079923264,3889.10962
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,IL-17F,N/A,1306.56018
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,IL-1a,4.7676108920874745,2360.00415
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,IL-6,27.784459156670007,3512.35132
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,IL-7,0.48543582540338087,2715.66211
Plate 1,Unknown Group 1,50,3M26_pv_sac,3M26,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,26,N/A,N/A,TNF-alpha,18.717306427013177,2229.80054
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,GDF-15,365.928015117198,68736.46094
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,IFN-gamma,N/A,1113.96387
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,IL-10,N/A,2537.43994
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,IL-17A,N/A,2778.69116
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,IL-17F,N/A,1582.71387
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,IL-1a,347.479191422572,35848.6875
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,IL-6,N/A,2178.98706
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,IL-7,N/A,2484.5896
Plate 1,Unknown Group 1,139,3M27_6mon,3M27,6mon,systemic blood,intermediary month sample,6,N/A,3,27,N/A,N/A,TNF-alpha,9.223600143972492,1584.58655
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,GDF-15,296.132530685064,56536.92578
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,IFN-gamma,87.11286217026968,4191.14551
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,IL-10,440.35037357674133,10502.78809
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,IL-17A,140.64341075877675,5455.82666
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,IL-17F,N/A,1251.32947
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,IL-1a,408.7921653480568,42008.41797
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,IL-6,104.20038635757794,5667.27197
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,IL-7,4.477180983208855,6266.38281
Plate 1,Unknown Group 1,179,3M27_10mon,3M27,10mon,systemic blood,intermediary month sample,10,N/A,3,27,N/A,N/A,TNF-alpha,121.548965876223,10442.81836
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,GDF-15,494.907257469058,91025.44531
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,IFN-gamma,8209.387250324433,282816.125
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,IL-10,6784.490045651125,143980.8125
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,IL-17A,3293.4773949403875,84160.00781
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,IL-17F,N/A,1471.41614
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,IL-1a,1794.9454757407366,180481.375
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,IL-6,2860.735937686964,90071.44531
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,IL-7,113.93810065023372,88406.25
Plate 1,Unknown Group 1,80,3M27_20mon,3M27,20mon,systemic blood,intermediary month sample,20,N/A,3,27,N/A,N/A,TNF-alpha,17.563802797653707,2149.03076
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,GDF-15,742.855133705296,133180.82812
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,IFN-gamma,1953.3919800138904,68340.85156
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,IL-10,67.61491013615623,4041.34961
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,IL-17A,45.93053270381143,3818.83301
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,IL-17F,N/A,1167.80786
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,IL-1a,29.647047421931653,4612.44873
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,IL-6,181.12087308309088,7886.76514
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,IL-7,1.1575797635905782,3339.60425
Plate 1,Unknown Group 1,51,3M27_pv_sac,3M27,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,27,N/A,N/A,TNF-alpha,8.679448781177003,1549.26233
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,GDF-15,257.031710629592,49649.98828
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,IFN-gamma,N/A,1339.30408
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,IL-10,N/A,2412.43286
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,IL-17A,N/A,2762.07959
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,IL-17F,N/A,1523.03003
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,IL-1a,413.9004259998606,42522.29297
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,IL-6,N/A,2743.13818
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,IL-7,1.282064789789773,3453.08911
Plate 1,Unknown Group 1,140,3M28_6mon,3M28,6mon,systemic blood,intermediary month sample,6,N/A,3,28,N/A,N/A,TNF-alpha,5.9521939705621145,1376.11499
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,GDF-15,742.121548330403,133057.20312
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,IFN-gamma,17.230285905385323,1940.45923
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,IL-10,133.89128916642622,5104.17139
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,IL-17A,371.4237741171845,10020.1709
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,IL-17F,77.49329682183001,9980.83008
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,IL-1a,565.390109663844,57790.50781
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,IL-6,65.6825594537167,4571.76367
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,IL-7,39.50540230746934,34287.97656
Plate 1,Unknown Group 1,180,3M28_10mon,3M28,10mon,systemic blood,intermediary month sample,10,N/A,3,28,N/A,N/A,TNF-alpha,444.84648972387816,40038.03906
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,GDF-15,778.96948319916,139259.78125
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,IFN-gamma,67.98174737900138,3567.21753
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,IL-10,N/A,3143.55566
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,IL-17A,28.873950813768896,3556.48169
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,IL-17F,12.770518628981309,4332.0708
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,IL-1a,392.6236258227116,40382.53516
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,IL-6,31.114765286276867,3604.32153
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,IL-7,2.3569662300923975,4416.91455
Plate 1,Unknown Group 1,81,3M28_20mon,3M28,20mon,systemic blood,intermediary month sample,20,N/A,3,28,N/A,N/A,TNF-alpha,13.037536184326909,1837.91748
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,GDF-15,1244.53259149815,216565.34375
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,IFN-gamma,5.9129523946219456,1589.8044400000001
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,IL-10,147.85303853236928,5335.53711
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,IL-17A,96.32741967687544,4661.56836
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,IL-17F,N/A,3647.48682
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,IL-1a,23.619777859066648,4055.43091
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,IL-6,52.86352380810282,4210.75879
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,IL-7,3.273055423799237,5222.48096
Plate 1,Unknown Group 1,52,3M28_pv_sac,3M28,pv_sac,portal blood,sacrificed sample,N/A,N/A,3,28,N/A,N/A,TNF-alpha,40.52711145538062,3835.08691
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,GDF-15,289.720901995895,55410.42578
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,IFN-gamma,120.78737838884857,5297.64697
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,IL-10,65.89295431032625,4014.73877
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,IL-17A,N/A,3087.23828
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,IL-17F,N/A,955.10498
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,IL-1a,515.5743340870912,52765.18359
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,IL-6,N/A,3190.02319
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,IL-7,1.6101937069543852,3750.07129
Plate 1,Unknown Group 1,141,3M29_6mon,3M29,6mon,systemic blood,intermediary month sample,6,N/A,3,29,N/A,N/A,TNF-alpha,11.897984006217568,1761.26489
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,GDF-15,741.364541541845,132929.625
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,IFN-gamma,N/A,1284.39502
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,IL-10,N/A,2474.13208
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,IL-17A,N/A,2936.18481
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,IL-17F,N/A,1850.22583
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,IL-1a,427.59408565205325,43900.26172
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,IL-6,78.79956136002126,4943.21826
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,IL-7,0.6055498977546786,2828.97559
Plate 1,Unknown Group 1,181,3M29_10mon,3M29,10mon,systemic blood,intermediary month sample,10,N/A,3,29,N/A,N/A,TNF-alpha,17.384244112640797,2136.50781
Plate 1,Unknown Group 1,115,3M3_6mon,3M3,6mon,systemic blood,intermediary month sample,6,N/A,3,3,N/A,N/A,GDF-15,79.8591019028636,17724.15234
Plate 1,Unknown Group 1,115,3M3_6mon,3M3,6mon,systemic blood,intermediary month sample,6,N/A,3,3,N/A,N/A,IFN-gamma,38.583086336478,2618.0166
Plate 1,Unknown Group 1,115,3M3_6mon,3M3,6mon,systemic blood,intermediary month sample,6,N/A,3,3,N/A,N/A,IL-10,N/A,2954.48315
Plate 1,Unknown Group 1,115,3M3_6mon,3M3,6mon,systemic blood,intermediary month sample,6,N/A,3,3,N/A,N/A,IL-17A,N/A,2659.99536
Plate 1,Unknown Group 1,115,3M3_6mon,3M3,6mon,systemic blood,intermediary month sample,6,N/A,3,3,N/A,N/A,IL-17F,N/A,1397.42969
