Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p	delabel
FetalStomach_Fetal stromal cell	Fetal	Digestive system	FetalStomach	Fetal stromal cell	Stromal cell	CL:0000499	Stomach	UBERON:0000945	1.21180035824205e-07	0.000205854441325741	0.166789667896679	0.000387270091143366	3.41198604226763	NA
AdultUterus_Stromal cell	Adult	Reproductive system	AdultUterus	Stromal cell	Stromal cell	CL:0000499	Ureter	UBERON:0000056	1.29730433980006e-07	0.000205854441325741	0.168265682656827	0.000390392075402812	3.40849900669121	NA
AdultTrachea_Endothelial cell (endothelial to mesenchymal transition)	Adult	Respiratory system	AdultTrachea	Endothelial cell (endothelial to mesenchymal transition)	Endothelial cell	CL:0000115	Trachea	UBERON:0003126	6.65010676835896e-07	0.000205854441325741	0.19409594095941	0.000444614700673251	3.35201618195254	NA
AdultOmentum_Stromal cell	Adult	Integumentary system	AdultOmentum	Stromal cell	Stromal cell	CL:0000499	Omentum	UBERON:0003688	9.95354411133327e-11	0.00045287977091663	0.0900369003690037	0.000452914927302706	3.34398336547654	NA
AdultDuodenum_Endothelial cell (APC)	Adult	Digestive system	AdultDuodenum	Endothelial cell (APC)	Endothelial cell	CL:0000115	Duodenum	UBERON:0002114	1.50081865813547e-06	0.000205854441325741	0.212546125461255	0.000482905349765694	3.31613798333262	NA
Braga_2020_lung_Fibroblast	Adult	Respiratory system	Braga_2020_lung	Fibroblast	Fibroblast	CL:0000057	Lung	UBERON:0002048	1.17465291864846e-09	0.000411708882651482	0.109225092250923	0.000495087284414053	3.30531822773785	NA
TS_Lymph_Node_stromal cell	Adult	Lymphatic system	TS_Lymph_Node	stromal cell	Stromal cell	CL:0000499	Lymph node	UBERON:0000029	2.54957061272284e-29	0.00918110808312804	0.00516605166051661	0.000519655987106571	3.28428406471686	NA
AdultBladder_Stromal cell	Adult	Urinary system	AdultBladder	Stromal cell	Stromal cell	CL:0000499	Bladder organ	UBERON:0018707	1.8920863947532e-07	0.000288196217856037	0.172693726937269	0.00054289286468856	3.2652858662956	NA
TS_Trachea_connective tissue cell	Adult	Respiratory system	TS_Trachea	connective tissue cell	Connective tissue cell	CL:0002320	Trachea	UBERON:0003126	8.40937816714802e-25	0.00522870280967382	0.00959409594095941	0.000546804977445969	3.26216754079866	NA
AdultEsophagus_Macrophage	Adult	Digestive system	AdultEsophagus	Macrophage	Macrophage	CL:0000235	Esophagus	UBERON:0001043	1.38417270422443e-10	0.000535221547446926	0.0959409594095941	0.00055852275104884	3.25295913149425	NA
FetalPancreas_Fetal stromal cell	Fetal	Digestive system	FetalPancreas	Fetal stromal cell	Stromal cell	CL:0000499	Pancreas	UBERON:0001264	3.31940888324415e-06	0.000247025329590889	0.233210332103321	0.000619976990491544	3.2076244283856	NA
Fetal_HCA_Spleen_Myeloid cells	Fetal	Lymphatic system	Fetal_HCA_Spleen	Myeloid cells	Myeloid cell	CL:0000763	Spleen	UBERON:0002106	9.32457110993726e-07	0.000288196217856037	0.200738007380074	0.000622349339707728	3.20596576688733	NA
Madissoon_2020_spleen_Monocyte	Adult	Lymphatic system	Madissoon_2020_spleen	Monocyte	Monocyte	CL:0000576	Spleen	UBERON:0002106	9.53356280442217e-07	0.000288196217856037	0.201476014760148	0.000624424307317351	3.2045201992542	NA
TS_Salivary_Gland_adventitial cell	Adult	Digestive system	TS_Salivary_Gland	adventitial cell	Adventitial cell	CL:0002503	Saliva-secreting gland	UBERON:0001044	4.3798843821931e-23	0.00514636103314352	0.0118081180811808	0.000650739063994155	3.18659312170033	NA
