tissue,name,sample.clean,diet,med.adj.ic,n_obs
Liver,Ceramide (d18:1/16:0),2M23,ID,20657403.7439688,1
Liver,Ceramide (d18:1/16:0),2M26,ID,16916604.4323015,1
Liver,Ceramide (d18:1/16:0),2M31,ID,19248037.4906892,1
Liver,Ceramide (d18:1/16:0),2M33,ID,12347616.0303813,1
Liver,Cervonyl carnitine,1M1,CD,672119.309642453,1
Liver,Cervonyl carnitine,1M10,CD,344166.773681268,1
Liver,Cervonyl carnitine,1M11,CD,288852.317537572,1
Liver,Cervonyl carnitine,1M2,CD,198743.770873665,1
Liver,Cervonyl carnitine,1M4,CD,224608.057261166,1
Liver,Cervonyl carnitine,1M5,ID,1311310.0879818,1
Liver,Cervonyl carnitine,1M6,ID,382977.520774282,1
Liver,Cervonyl carnitine,1M7,ID,254864.238211757,1
Liver,Cervonyl carnitine,1M9,ID,191937.995979534,1
Liver,Cervonyl carnitine,2M16,CD,207195.69308595,1
Liver,Cervonyl carnitine,2M17,CD,216496.704619358,1
Liver,Cervonyl carnitine,2M20,CD,208744.208038233,1
Liver,Cervonyl carnitine,2M22,ID,226268.811067402,1
Liver,Cervonyl carnitine,2M23,ID,283838.103532478,1
Liver,Cervonyl carnitine,2M26,ID,226830.147795152,1
Liver,Cervonyl carnitine,2M31,ID,200873.249068695,1
Liver,Cervonyl carnitine,2M33,ID,657862.559182047,1
Liver,Cetrimonium,1M1,CD,56611545.0378547,1
Liver,Cetrimonium,1M10,CD,7937179.6449792,1
Liver,Cetrimonium,1M11,CD,5867533.56588763,1
Liver,Cetrimonium,1M2,CD,58871983.5161902,1
Liver,Cetrimonium,1M4,CD,24902367.4512969,1
Liver,Cetrimonium,1M5,ID,44143662.4883424,1
Liver,Cetrimonium,1M6,ID,11784085.7870688,1
Liver,Cetrimonium,1M7,ID,7118006.59410645,1
Liver,Cetrimonium,1M9,ID,6585462.48948118,1
Liver,Cetrimonium,2M16,CD,21185650.435956,1
Liver,Cetrimonium,2M17,CD,7977922.21385208,1
Liver,Cetrimonium,2M20,CD,5103597.65477525,1
Liver,Cetrimonium,2M22,ID,13113342.7155383,1
Liver,Cetrimonium,2M23,ID,15131832.2356024,1
Liver,Cetrimonium,2M26,ID,9287174.05065095,1
Liver,Cetrimonium,2M31,ID,6748416.62895104,1
Liver,Cetrimonium,2M33,ID,8452970.54189642,1
Liver,Chamazulene,1M1,CD,2455152.1337872,1
Liver,Chamazulene,1M10,CD,3945002.82006144,1
Liver,Chamazulene,1M11,CD,2936108.12182427,1
Liver,Chamazulene,1M2,CD,2680568.92695455,1
Liver,Chamazulene,1M4,CD,2466001.51621326,1
Liver,Chamazulene,1M5,ID,2092547.62218159,1
Liver,Chamazulene,1M6,ID,2148854.13402675,1
Liver,Chamazulene,1M7,ID,2629106.71705457,1
Liver,Chamazulene,1M9,ID,2620174.06831323,1
Liver,Chamazulene,2M16,CD,749639.131012165,1
Liver,Chamazulene,2M17,CD,945215.704267027,1
Liver,Chamazulene,2M20,CD,1327232.00686212,1
Liver,Chamazulene,2M22,ID,1512323.2182219,1
Liver,Chamazulene,2M23,ID,1655327.37198267,1
Liver,Chamazulene,2M26,ID,1333463.46342172,1
Liver,Chamazulene,2M31,ID,1569526.92121181,1
Liver,Chamazulene,2M33,ID,1802397.3347776,1
Liver,Chenodeoxycholic acid,1M1,CD,59374.7328221077,1
Liver,Chenodeoxycholic acid,1M10,CD,260601.569909763,1
Liver,Chenodeoxycholic acid,1M11,CD,68222.9432364637,1
Liver,Chenodeoxycholic acid,1M2,CD,40488.6837523979,1
Liver,Chenodeoxycholic acid,1M4,CD,36764.4908377346,1
Liver,Chenodeoxycholic acid,1M5,ID,79185.7671833199,1
Liver,Chenodeoxycholic acid,1M6,ID,145851.962737795,1
Liver,Chenodeoxycholic acid,1M7,ID,40674.5046948061,1
Liver,Chenodeoxycholic acid,1M9,ID,36134.9598688319,1
Liver,Chenodeoxycholic acid,2M16,CD,75874.5567251867,1
Liver,Chenodeoxycholic acid,2M17,CD,108401.759121278,1
Liver,Chenodeoxycholic acid,2M20,CD,530991.90125511,1
Liver,Chenodeoxycholic acid,2M22,ID,267420.903199075,1
Liver,Chenodeoxycholic acid,2M23,ID,831379.598827938,1
Liver,Chenodeoxycholic acid,2M26,ID,168761.554048062,1
Liver,Chenodeoxycholic acid,2M31,ID,86417.6933199883,1
Liver,Chenodeoxycholic acid,2M33,ID,312812.830709106,1
Liver,Cholesterol sulfate,1M1,CD,79817906.5656212,1
Liver,Cholesterol sulfate,1M10,CD,62979160.8477929,1
Liver,Cholesterol sulfate,1M11,CD,54186427.9712489,1
Liver,Cholesterol sulfate,1M2,CD,52316580.4046332,1
Liver,Cholesterol sulfate,1M4,CD,81606227.0128125,1
Liver,Cholesterol sulfate,1M5,ID,125538773.798497,1
Liver,Cholesterol sulfate,1M6,ID,96906947.2136359,1
Liver,Cholesterol sulfate,1M7,ID,60860890.851611,1
Liver,Cholesterol sulfate,1M9,ID,57174339.9061996,1
Liver,Cholesterol sulfate,2M16,CD,80641109.331318,1
Liver,Cholesterol sulfate,2M17,CD,104126622.165581,1
Liver,Cholesterol sulfate,2M20,CD,99569653.859898,1
Liver,Cholesterol sulfate,2M22,ID,122779648.095548,1
Liver,Cholesterol sulfate,2M23,ID,107932350.822173,1
Liver,Cholesterol sulfate,2M26,ID,154322063.032804,1
Liver,Cholesterol sulfate,2M31,ID,144493701.735969,1
Liver,Cholesterol sulfate,2M33,ID,148061878.831897,1
Liver,Cholic acid,1M1,CD,1440237.23282338,1
Liver,Cholic acid,1M10,CD,4943682.06345931,1
Liver,Cholic acid,1M11,CD,1873990.50662451,1
Liver,Cholic acid,1M2,CD,6093384.73408427,1
Liver,Cholic acid,1M4,CD,3213699.84658459,1
Liver,Cholic acid,1M5,ID,9022097.93678725,1
Liver,Cholic acid,1M6,ID,13921228.333357,1
Liver,Cholic acid,1M7,ID,33154565.5818836,1
Liver,Cholic acid,1M9,ID,10440438.2974879,1
Liver,Cholic acid,2M16,CD,2678738.64777704,1
Liver,Cholic acid,2M17,CD,8981329.70557422,1
Liver,Cholic acid,2M20,CD,51288802.6848191,1
Liver,Cholic acid,2M22,ID,58821645.9615002,1
Liver,Cholic acid,2M23,ID,185025886.830294,1
Liver,Cholic acid,2M26,ID,46807597.3375485,1
Liver,Cholic acid,2M31,ID,12105575.2214491,1
Liver,Cholic acid,2M33,ID,41135979.2454915,1
Liver,Cibaric acid,1M1,CD,214589.714224973,1
Liver,Cibaric acid,1M10,CD,3138634.34266851,1
Liver,Cibaric acid,1M11,CD,1431926.0809456,1
Liver,Cibaric acid,1M2,CD,1566984.84748888,1
Liver,Cibaric acid,1M4,CD,81269.9774640028,1
Liver,Cibaric acid,1M5,ID,1066163.88937115,1
Liver,Cibaric acid,1M6,ID,238572.186113822,1
Liver,Cibaric acid,1M7,ID,1358286.86423541,1
Liver,Cibaric acid,1M9,ID,1322578.67099475,1
Liver,Cibaric acid,2M16,CD,197561.9356158,1
Liver,Cibaric acid,2M17,CD,157880.572587105,1
Liver,Cibaric acid,2M20,CD,92450.9267511825,1
Liver,Cibaric acid,2M22,ID,176958.584902853,1
Liver,Cibaric acid,2M23,ID,188724.243733199,1
Liver,Cibaric acid,2M26,ID,106749.26410212,1
Liver,Cibaric acid,2M31,ID,24666.1683768959,1
Liver,Cibaric acid,2M33,ID,177752.018698366,1
Liver,Ciclopirox,1M1,CD,2079168.26774005,1
Liver,Ciclopirox,1M10,CD,828293.075548906,1
Liver,Ciclopirox,1M11,CD,1422481.32536156,1
Liver,Ciclopirox,1M2,CD,839057.948298268,1
Liver,Ciclopirox,1M4,CD,1453632.20440008,1
Liver,Ciclopirox,1M5,ID,1146027.63634789,1
Liver,Ciclopirox,1M6,ID,2186334.82436082,1
Liver,Ciclopirox,1M7,ID,486593.255772747,1
Liver,Ciclopirox,1M9,ID,462722.004426008,1
Liver,Ciclopirox,2M16,CD,1008256.10277795,1
Liver,Ciclopirox,2M17,CD,1836173.59608639,1
Liver,Ciclopirox,2M20,CD,1231497.43693417,1
Liver,Ciclopirox,2M22,ID,1918866.95485001,1
Liver,Ciclopirox,2M23,ID,1009634.88998997,1
Liver,Ciclopirox,2M26,ID,1829101.69877098,1
Liver,Ciclopirox,2M31,ID,915811.296302408,1
Liver,Ciclopirox,2M33,ID,1807162.2267942,1
Liver,Cimaterol,1M1,CD,5632423.60811752,1
Liver,Cimaterol,1M10,CD,7595064.33285427,1
Liver,Cimaterol,1M11,CD,5663713.70248775,1
Liver,Cimaterol,1M2,CD,5664129.14460792,1
Liver,Cimaterol,1M4,CD,4015473.41541271,1
Liver,Cimaterol,1M5,ID,5937012.24977356,1
Liver,Cimaterol,1M6,ID,4283262.33182724,1
Liver,Cimaterol,1M7,ID,5419283.35273243,1
Liver,Cimaterol,1M9,ID,6221428.69070218,1
Liver,Cimaterol,2M16,CD,4526166.8823807,1
Liver,Cimaterol,2M17,CD,5879865.97693807,1
Liver,Cimaterol,2M20,CD,3636401.63131629,1
Liver,Cimaterol,2M22,ID,6366511.93211073,1
Liver,Cimaterol,2M23,ID,3561771.34707204,1
Liver,Cimaterol,2M26,ID,3611309.34394921,1
Liver,Cimaterol,2M31,ID,3197316.75821789,1
Liver,Cimaterol,2M33,ID,4055645.58620764,1
Liver,Cincassiol B,1M1,CD,290831.713244119,1
Liver,Cincassiol B,1M10,CD,262414.584724226,1
Liver,Cincassiol B,1M11,CD,334213.290697337,1
Liver,Cincassiol B,1M2,CD,258188.993188347,1
Liver,Cincassiol B,1M4,CD,207735.798109121,1
Liver,Cincassiol B,1M5,ID,312276.673374978,1
Liver,Cincassiol B,1M6,ID,117169.577865522,1
Liver,Cincassiol B,1M7,ID,242679.501409727,1
Liver,Cincassiol B,1M9,ID,184341.77375433,1
Liver,Cincassiol B,2M16,CD,367019.192355501,1
Liver,Cincassiol B,2M17,CD,397458.561847635,1
Liver,Cincassiol B,2M20,CD,329207.080670181,1
Liver,Cincassiol B,2M22,ID,330942.957686049,1
Liver,Cincassiol B,2M23,ID,330751.945820809,1
Liver,Cincassiol B,2M26,ID,334771.653011414,1
Liver,Cincassiol B,2M31,ID,393676.189019369,1
Liver,Cincassiol B,2M33,ID,247022.062051336,1
Liver,Cinnamic acid,1M1,CD,39189149.3132538,1
Liver,Cinnamic acid,1M10,CD,66009478.4568166,1
Liver,Cinnamic acid,1M11,CD,86402410.6836173,1
Liver,Cinnamic acid,1M2,CD,57604627.6964554,1
Liver,Cinnamic acid,1M4,CD,58105489.6627113,1
Liver,Cinnamic acid,1M5,ID,52294336.4444503,1
Liver,Cinnamic acid,1M6,ID,60276347.7351654,1
Liver,Cinnamic acid,1M7,ID,60985710.4943241,1
Liver,Cinnamic acid,1M9,ID,74490719.7452415,1
Liver,Cinnamic acid,2M16,CD,42047732.9833995,1
Liver,Cinnamic acid,2M17,CD,48148555.2851674,1
Liver,Cinnamic acid,2M20,CD,63523879.13109,1
Liver,Cinnamic acid,2M22,ID,53008221.5850331,1
Liver,Cinnamic acid,2M23,ID,60012338.4039805,1
Liver,Cinnamic acid,2M26,ID,58865856.0889435,1
Liver,Cinnamic acid,2M31,ID,52556316.6009641,1
Liver,Cinnamic acid,2M33,ID,57979381.4806146,1
Liver,Cinnamoylglycine,1M1,CD,7790002.25207793,1
Liver,Cinnamoylglycine,1M10,CD,4488981.03910452,1
Liver,Cinnamoylglycine,1M11,CD,11504275.1268677,1
Liver,Cinnamoylglycine,1M2,CD,14988896.9461825,1
Liver,Cinnamoylglycine,1M4,CD,5297396.38152837,1
Liver,Cinnamoylglycine,1M5,ID,11270813.3067902,1
Liver,Cinnamoylglycine,1M6,ID,4584277.20544467,1
Liver,Cinnamoylglycine,1M7,ID,13065545.244905,1
Liver,Cinnamoylglycine,1M9,ID,7045698.38668794,1
Liver,Cinnamoylglycine,2M16,CD,12756291.7006674,1
Liver,Cinnamoylglycine,2M17,CD,9501839.58041372,1
Liver,Cinnamoylglycine,2M20,CD,5350970.40538876,1
Liver,Cinnamoylglycine,2M22,ID,4675443.37903612,1
Liver,Cinnamoylglycine,2M23,ID,7607641.08016332,1
Liver,Cinnamoylglycine,2M26,ID,10076176.1444596,1
Liver,Cinnamoylglycine,2M31,ID,6627140.22483059,1
Liver,Cinnamoylglycine,2M33,ID,5615343.63323271,1
Liver,Citicoline,1M1,CD,2827319.28316753,1
Liver,Citicoline,1M10,CD,3288653.36879594,1
Liver,Citicoline,1M11,CD,3348702.62709563,1
Liver,Citicoline,1M2,CD,5252033.25435308,1
Liver,Citicoline,1M4,CD,2600011.11908453,1
Liver,Citicoline,1M5,ID,3568081.55329929,1
Liver,Citicoline,1M6,ID,3070503.16864904,1
Liver,Citicoline,1M7,ID,4253302.85491802,1
Liver,Citicoline,1M9,ID,4063291.31008565,1
Liver,Citicoline,2M16,CD,4938257.13662985,1
Liver,Citicoline,2M17,CD,3815413.45461775,1
Liver,Citicoline,2M20,CD,5574979.28113573,1
Liver,Citicoline,2M22,ID,6857509.98172452,1
Liver,Citicoline,2M23,ID,3580535.54624759,1
Liver,Citicoline,2M26,ID,3763477.8569749,1
Liver,Citicoline,2M31,ID,4382782.86643085,1
Liver,Citicoline,2M33,ID,6562453.28718949,1
Liver,Citramalic acid,1M1,CD,8545567.57195894,1
Liver,Citramalic acid,1M10,CD,6354466.46319072,1
Liver,Citramalic acid,1M11,CD,21668054.1607765,1
Liver,Citramalic acid,1M2,CD,12717515.2419275,1
Liver,Citramalic acid,1M4,CD,8936993.51057763,1
Liver,Citramalic acid,1M5,ID,10042116.3177121,1
Liver,Citramalic acid,1M6,ID,7371119.222137,1
Liver,Citramalic acid,1M7,ID,12060013.683375,1
Liver,Citramalic acid,1M9,ID,11102979.605822,1
Liver,Citramalic acid,2M16,CD,13889183.4271393,1
Liver,Citramalic acid,2M17,CD,11107609.08907,1
Liver,Citramalic acid,2M20,CD,13976662.5647668,1
Liver,Citramalic acid,2M22,ID,10146008.6576625,1
Liver,Citramalic acid,2M23,ID,9669118.82765615,1
Liver,Citramalic acid,2M26,ID,22726286.3276751,1
Liver,Citramalic acid,2M31,ID,24871699.6337561,1
Liver,Citramalic acid,2M33,ID,23111789.2796474,1
Liver,Citric acid,1M1,CD,22823362.5969063,1
Liver,Citric acid,1M10,CD,45444719.9429307,1
Liver,Citric acid,1M11,CD,84577845.7603634,1
Liver,Citric acid,1M2,CD,52678650.600145,1
Liver,Citric acid,1M4,CD,57235168.8561502,1
Liver,Citric acid,1M5,ID,37837012.5382776,1
Liver,Citric acid,1M6,ID,53155559.4095002,1
Liver,Citric acid,1M7,ID,59054253.1099898,1
Liver,Citric acid,1M9,ID,79428254.911383,1
Liver,Citric acid,2M16,CD,82158922.4754153,1
Liver,Citric acid,2M17,CD,138523359.659855,1
Liver,Citric acid,2M20,CD,132424459.776504,1
Liver,Citric acid,2M22,ID,65100477.2651737,1
Liver,Citric acid,2M23,ID,103015020.680149,1
Liver,Citric acid,2M26,ID,122517995.11647,1
Liver,Citric acid,2M31,ID,104928622.576002,1
Liver,Citric acid,2M33,ID,45275840.621848,1
Liver,Citronellyl propionate,1M1,CD,375864.015354852,1
Liver,Citronellyl propionate,1M10,CD,307745.586300894,1
Liver,Citronellyl propionate,1M11,CD,281826.178388997,1
Liver,Citronellyl propionate,1M2,CD,672874.405704091,1
Liver,Citronellyl propionate,1M4,CD,327743.955216796,1
Liver,Citronellyl propionate,1M5,ID,403093.613028453,1
Liver,Citronellyl propionate,1M6,ID,629990.55906906,1
Liver,Citronellyl propionate,1M7,ID,691452.095631387,1
Liver,Citronellyl propionate,1M9,ID,837184.034996007,1
Liver,Citronellyl propionate,2M16,CD,119211.296867366,1
Liver,Citronellyl propionate,2M17,CD,213264.223683762,1
Liver,Citronellyl propionate,2M20,CD,361264.161913166,1
Liver,Citronellyl propionate,2M22,ID,708053.08875869,1
Liver,Citronellyl propionate,2M23,ID,400244.923950048,1
Liver,Citronellyl propionate,2M26,ID,828016.69430453,1
Liver,Citronellyl propionate,2M31,ID,298704.084788577,1
Liver,Citronellyl propionate,2M33,ID,621504.799887423,1
Liver,Citrulline,1M1,CD,7303278.23021814,1
Liver,Citrulline,1M10,CD,8442641.45003495,1
Liver,Citrulline,1M11,CD,10455619.7192324,1
Liver,Citrulline,1M2,CD,9291209.10335024,1
Liver,Citrulline,1M4,CD,6369362.77005235,1
Liver,Citrulline,1M5,ID,10746593.9451569,1
Liver,Citrulline,1M6,ID,6952506.2174801,1
Liver,Citrulline,1M7,ID,9793001.80677895,1
Liver,Citrulline,1M9,ID,9490483.07583489,1
Liver,Citrulline,2M16,CD,5159874.94477755,1
Liver,Citrulline,2M17,CD,2559610.88328146,1
Liver,Citrulline,2M20,CD,3584727.3890312,1
Liver,Citrulline,2M22,ID,3485183.36935759,1
Liver,Citrulline,2M23,ID,5916962.23425057,1
Liver,Citrulline,2M26,ID,8246383.94645292,1
Liver,Citrulline,2M31,ID,4407078.7019876,1
Liver,Citrulline,2M33,ID,8739608.34622279,1
Liver,Citrusin E,1M1,CD,4544.28108438686,1
Liver,Citrusin E,1M10,CD,31387.4597651203,1
Liver,Citrusin E,1M11,CD,64534.4583265504,1
Liver,Citrusin E,1M2,CD,24506.0202165732,1
Liver,Citrusin E,1M4,CD,30119.2094333326,1
Liver,Citrusin E,1M5,ID,6851.45193382958,1
Liver,Citrusin E,1M6,ID,13602.4714405118,1
Liver,Citrusin E,1M7,ID,20390.2451723912,1
Liver,Citrusin E,1M9,ID,39562.5905719502,1
Liver,Citrusin E,2M16,CD,18375.3785898401,1
Liver,Citrusin E,2M17,CD,22640.7426398149,1
Liver,Citrusin E,2M20,CD,37619.2742516608,1
Liver,Citrusin E,2M22,ID,22745.1599986622,1
Liver,Citrusin E,2M23,ID,42175.9637035549,1
Liver,Citrusin E,2M26,ID,27999.8782136963,1
Liver,Citrusin E,2M31,ID,40141.5214471778,1
Liver,Citrusin E,2M33,ID,10099.9336127191,1
Liver,Coproporphyrin III,1M1,CD,148477.367802123,1
Liver,Coproporphyrin III,1M10,CD,5655.52916467634,1
Liver,Coproporphyrin III,1M11,CD,70761.8003583799,1
Liver,Coproporphyrin III,1M2,CD,5069.6835266042,1
Liver,Coproporphyrin III,1M4,CD,39620.6590414784,1
Liver,Coproporphyrin III,1M5,ID,141222.921842463,1
Liver,Coproporphyrin III,1M6,ID,7384.34047695711,1
Liver,Coproporphyrin III,1M7,ID,72167.6150418157,1
Liver,Coproporphyrin III,1M9,ID,7084.34996747035,1
Liver,Coproporphyrin III,2M16,CD,78954.9702473035,1
Liver,Coproporphyrin III,2M17,CD,302592.738314814,1
Liver,Coproporphyrin III,2M20,CD,59138.5031792631,1
Liver,Coproporphyrin III,2M22,ID,39614.8636423151,1
Liver,Coproporphyrin III,2M23,ID,131611.618126053,1
Liver,Coproporphyrin III,2M26,ID,18932.8500183699,1
Liver,Coproporphyrin III,2M31,ID,141224.551143274,1
Liver,Coproporphyrin III,2M33,ID,109326.643608098,1
Liver,Corchorifatty acid F,1M1,CD,1954243.14163763,1
Liver,Corchorifatty acid F,1M10,CD,8680581.19275097,1
Liver,Corchorifatty acid F,1M11,CD,3362384.75989656,1
Liver,Corchorifatty acid F,1M2,CD,7798486.6469804,1
Liver,Corchorifatty acid F,1M4,CD,1331602.03636331,1
Liver,Corchorifatty acid F,1M5,ID,740194.746712306,1
Liver,Corchorifatty acid F,1M6,ID,2734078.98001769,1
Liver,Corchorifatty acid F,1M7,ID,5621124.27506337,1
Liver,Corchorifatty acid F,1M9,ID,4200215.322788,1
Liver,Corchorifatty acid F,2M16,CD,5212760.25554839,1
Liver,Corchorifatty acid F,2M17,CD,2210054.01782034,1
Liver,Corchorifatty acid F,2M20,CD,2260207.38085705,1
Liver,Corchorifatty acid F,2M22,ID,1322211.11334792,1
Liver,Corchorifatty acid F,2M23,ID,1019660.76532965,1
Liver,Corchorifatty acid F,2M26,ID,1680836.30945695,1
Liver,Corchorifatty acid F,2M31,ID,2014864.08887571,1
Liver,Corchorifatty acid F,2M33,ID,4346768.0427197,1
Liver,Cortexolone,1M1,CD,207675.294554937,1
Liver,Cortexolone,1M10,CD,107426.809053791,1
Liver,Cortexolone,1M11,CD,63785.3760010343,1
Liver,Cortexolone,1M2,CD,168072.998442322,1
Liver,Cortexolone,1M4,CD,105199.170634895,1
Liver,Cortexolone,1M5,ID,126731.037429499,1
Liver,Cortexolone,1M6,ID,206681.956287162,1
Liver,Cortexolone,1M7,ID,270733.810647384,1
Liver,Cortexolone,1M9,ID,59881.3425588355,1
Liver,Cortexolone,2M16,CD,452403.516954974,1
Liver,Cortexolone,2M17,CD,1353189.90452139,1
Liver,Cortexolone,2M20,CD,365363.117985481,1
Liver,Cortexolone,2M22,ID,798706.117998262,1
Liver,Cortexolone,2M23,ID,423666.933770336,1
Liver,Cortexolone,2M26,ID,640313.927130165,1
Liver,Cortexolone,2M31,ID,397010.525648232,1
Liver,Cortexolone,2M33,ID,500846.603857471,1
Liver,Creatine,1M1,CD,416640771.713363,1
Liver,Creatine,1M10,CD,340948516.591846,1
Liver,Creatine,1M11,CD,480691854.59162,1
Liver,Creatine,1M2,CD,544384226.916306,1
Liver,Creatine,1M4,CD,464241248.672322,1
Liver,Creatine,1M5,ID,690536600.28394,1
Liver,Creatine,1M6,ID,809071690.449631,1
Liver,Creatine,1M7,ID,754125495.588772,1
Liver,Creatine,1M9,ID,459939077.669902,1
Liver,Creatine,2M16,CD,717374813.709344,1
Liver,Creatine,2M17,CD,478940855.966238,1
Liver,Creatine,2M20,CD,745561875.39029,1
Liver,Creatine,2M22,ID,438205859.429444,1
Liver,Creatine,2M23,ID,757085452.614931,1
Liver,Creatine,2M26,ID,896553514.241828,1
Liver,Creatine,2M31,ID,384089388.926732,1
Liver,Creatine,2M33,ID,633629446.234896,1
Liver,Creatine riboside,1M1,CD,17758733.9209648,1
Liver,Creatine riboside,1M10,CD,13772522.5443672,1
Liver,Creatine riboside,1M11,CD,15795962.7227798,1
Liver,Creatine riboside,1M2,CD,19075779.5750644,1
Liver,Creatine riboside,1M4,CD,17941366.0315756,1
Liver,Creatine riboside,1M5,ID,19325793.6572423,1
Liver,Creatine riboside,1M6,ID,12846903.0304469,1
Liver,Creatine riboside,1M7,ID,16052591.2817027,1
Liver,Creatine riboside,1M9,ID,14032502.5214042,1
Liver,Creatine riboside,2M16,CD,19899686.48832,1
Liver,Creatine riboside,2M17,CD,22308310.2662845,1
Liver,Creatine riboside,2M20,CD,16409159.7357574,1
Liver,Creatine riboside,2M22,ID,16983374.686047502,1
Liver,Creatine riboside,2M23,ID,16636712.6318706,1
Liver,Creatine riboside,2M26,ID,11746333.9911721,1
Liver,Creatine riboside,2M31,ID,22244902.1908589,1
Liver,Creatine riboside,2M33,ID,30979481.4361128,1
Liver,Creatinine,1M1,CD,22714248.9838442,1
Liver,Creatinine,1M10,CD,24632422.9734787,1
Liver,Creatinine,1M11,CD,26855753.9767138,1
Liver,Creatinine,1M2,CD,34676959.4499645,1
Liver,Creatinine,1M4,CD,21601075.9757706,1
Liver,Creatinine,1M5,ID,20122097.4725338,1
Liver,Creatinine,1M6,ID,27023769.138005,1
Liver,Creatinine,1M7,ID,42126038.3091096,1
Liver,Creatinine,1M9,ID,21337901.6930821,1
Liver,Creatinine,2M16,CD,23398148.3248509,1
Liver,Creatinine,2M17,CD,21107335.6933969,1
Liver,Creatinine,2M20,CD,26303325.013656,1
Liver,Creatinine,2M22,ID,23238418.2957906,1
Liver,Creatinine,2M23,ID,21498827.5631356,1
Liver,Creatinine,2M26,ID,28392918.9756709,1
Liver,Creatinine,2M31,ID,12902331.6609234,1
Liver,Creatinine,2M33,ID,21080036.5738537,1
Liver,Cucurbic acid,1M1,CD,559682.867785532,1
Liver,Cucurbic acid,1M10,CD,1521559.02635726,1
Liver,Cucurbic acid,1M11,CD,639380.802873002,1
Liver,Cucurbic acid,1M2,CD,653342.754682528,1
Liver,Cucurbic acid,1M4,CD,778187.355924931,1
Liver,Cucurbic acid,1M5,ID,497928.421493614,1
Liver,Cucurbic acid,1M6,ID,807100.791279321,1
Liver,Cucurbic acid,1M7,ID,433610.257848865,1
Liver,Cucurbic acid,1M9,ID,681985.325814055,1
Liver,Cucurbic acid,2M16,CD,412725.493793787,1
Liver,Cucurbic acid,2M17,CD,600958.916377321,1
Liver,Cucurbic acid,2M20,CD,720282.178165157,1
Liver,Cucurbic acid,2M22,ID,455363.198613427,1
Liver,Cucurbic acid,2M23,ID,635836.19634041,1
Liver,Cucurbic acid,2M26,ID,886044.230961156,1
Liver,Cucurbic acid,2M31,ID,551386.854727557,1
Liver,Cucurbic acid,2M33,ID,1109173.01950468,1
Liver,Cuminaldehyde,1M1,CD,13993381.2499567,1
Liver,Cuminaldehyde,1M10,CD,13740854.9996614,1
Liver,Cuminaldehyde,1M11,CD,6190811.10959684,1
Liver,Cuminaldehyde,1M2,CD,8896272.0212678,1
Liver,Cuminaldehyde,1M4,CD,12895422.4799803,1
Liver,Cuminaldehyde,1M5,ID,8975081.31281194,1
Liver,Cuminaldehyde,1M6,ID,8925457.35504226,1
Liver,Cuminaldehyde,1M7,ID,6329585.05095717,1
Liver,Cuminaldehyde,1M9,ID,10078738.3759513,1
Liver,Cuminaldehyde,2M16,CD,8770275.52740353,1
Liver,Cuminaldehyde,2M17,CD,9979880.45672997,1
Liver,Cuminaldehyde,2M20,CD,5560419.29387101,1
Liver,Cuminaldehyde,2M22,ID,7813346.39064667,1
Liver,Cuminaldehyde,2M23,ID,6573485.20482209,1
Liver,Cuminaldehyde,2M26,ID,6752052.56427179,1
Liver,Cuminaldehyde,2M31,ID,1329580.04956148,1
Liver,Cuminaldehyde,2M33,ID,7781717.09322199,1
Liver,Curcumene,1M1,CD,920849.84191945,1
Liver,Curcumene,1M10,CD,336318.358904767,1
Liver,Curcumene,1M11,CD,2341775.50329552,1
Liver,Curcumene,1M2,CD,275394.349787712,1
Liver,Curcumene,1M4,CD,345123.246269507,1
Liver,Curcumene,1M5,ID,2481389.20573843,1
Liver,Curcumene,1M6,ID,162119.749599715,1
Liver,Curcumene,1M7,ID,2651543.6730297,1
Liver,Curcumene,1M9,ID,302266.848742871,1
Liver,Curcumene,2M16,CD,359359.112947316,1
Liver,Curcumene,2M17,CD,154460.246630086,1
Liver,Curcumene,2M20,CD,1155521.51185406,1
Liver,Curcumene,2M22,ID,1551769.94746224,1
Liver,Curcumene,2M23,ID,241135.044364468,1
Liver,Curcumene,2M26,ID,191403.961576019,1
Liver,Curcumene,2M31,ID,221501.229039757,1
Liver,Curcumene,2M33,ID,1502983.6025461,1
Liver,Cyclo(L-His-L-Pro),1M1,CD,312940.698841502,1
Liver,Cyclo(L-His-L-Pro),1M10,CD,240125.701712159,1
Liver,Cyclo(L-His-L-Pro),1M11,CD,314960.466006041,1
Liver,Cyclo(L-His-L-Pro),1M2,CD,266367.293488341,1
Liver,Cyclo(L-His-L-Pro),1M4,CD,268803.96289854,1
Liver,Cyclo(L-His-L-Pro),1M5,ID,340249.7629697,1
Liver,Cyclo(L-His-L-Pro),1M6,ID,471272.515207046,1
Liver,Cyclo(L-His-L-Pro),1M7,ID,252045.285566703,1
Liver,Cyclo(L-His-L-Pro),1M9,ID,219201.123043516,1
Liver,Cyclo(L-His-L-Pro),2M16,CD,226886.63824008,1
Liver,Cyclo(L-His-L-Pro),2M17,CD,280410.92494362,1
Liver,Cyclo(L-His-L-Pro),2M20,CD,215636.428001012,1
Liver,Cyclo(L-His-L-Pro),2M22,ID,251463.528845832,1
Liver,Cyclo(L-His-L-Pro),2M23,ID,283116.461310283,1
Liver,Cyclo(L-His-L-Pro),2M26,ID,646230.73364928,1
