tissue,name,sample.clean,diet,med.adj.ic,n_obs
Liver,Riboflavin,2M31,ID,999329.326633879,1
Liver,Riboflavin,2M33,ID,993960.955529104,1
Liver,Ribothymidine,1M1,CD,2332644.57177979,1
Liver,Ribothymidine,1M10,CD,2160616.91849855,1
Liver,Ribothymidine,1M11,CD,3463418.06824114,1
Liver,Ribothymidine,1M2,CD,3686945.28058663,1
Liver,Ribothymidine,1M4,CD,3618283.57847299,1
Liver,Ribothymidine,1M5,ID,1199040.99774489,1
Liver,Ribothymidine,1M6,ID,2023251.96079896,1
Liver,Ribothymidine,1M7,ID,2509835.9562172,1
Liver,Ribothymidine,1M9,ID,3673780.98370346,1
Liver,Ribothymidine,2M16,CD,6936401.87554084,1
Liver,Ribothymidine,2M17,CD,2875557.30572296,1
Liver,Ribothymidine,2M20,CD,4474314.64360745,1
Liver,Ribothymidine,2M22,ID,2813498.11742056,1
Liver,Ribothymidine,2M23,ID,2019768.04383646,1
Liver,Ribothymidine,2M26,ID,4115854.6071024,1
Liver,Ribothymidine,2M31,ID,4380991.52989501,1
Liver,Ribothymidine,2M33,ID,2227548.88962943,1
Liver,Rosmarinic acid,1M1,CD,16598.0376534937,1
Liver,Rosmarinic acid,1M10,CD,19881.7116398382,1
Liver,Rosmarinic acid,1M11,CD,13428.9324901827,1
Liver,Rosmarinic acid,1M2,CD,11894.6090827717,1
Liver,Rosmarinic acid,1M4,CD,15204.8779466973,1
Liver,Rosmarinic acid,1M5,ID,13732.5128553632,1
Liver,Rosmarinic acid,1M6,ID,13112.0834992115,1
Liver,Rosmarinic acid,1M7,ID,14987.5278158941,1
Liver,Rosmarinic acid,1M9,ID,18617.6735516247,1
Liver,Rosmarinic acid,2M16,CD,579596.984550201,1
Liver,Rosmarinic acid,2M17,CD,817093.812235642,1
Liver,Rosmarinic acid,2M20,CD,240770.418805612,1
Liver,Rosmarinic acid,2M22,ID,178506.401912937,1
Liver,Rosmarinic acid,2M23,ID,82130.6816564638,1
Liver,Rosmarinic acid,2M26,ID,432216.361754048,1
Liver,Rosmarinic acid,2M31,ID,138876.240898929,1
Liver,Rosmarinic acid,2M33,ID,15731.1873206585,1
Liver,S-(Formylmethyl)glutathione,1M1,CD,33569.3778474483,1
Liver,S-(Formylmethyl)glutathione,1M10,CD,159723.22253862,1
Liver,S-(Formylmethyl)glutathione,1M11,CD,280447.100638021,1
Liver,S-(Formylmethyl)glutathione,1M2,CD,251918.135008451,1
Liver,S-(Formylmethyl)glutathione,1M4,CD,120380.569939741,1
Liver,S-(Formylmethyl)glutathione,1M5,ID,13316.4951409121,1
Liver,S-(Formylmethyl)glutathione,1M6,ID,88957.0165022997,1
Liver,S-(Formylmethyl)glutathione,1M7,ID,145917.819957451,1
Liver,S-(Formylmethyl)glutathione,1M9,ID,311745.665604681,1
Liver,S-(Formylmethyl)glutathione,2M16,CD,213437.934286471,1
Liver,S-(Formylmethyl)glutathione,2M17,CD,114429.521955765,1
Liver,S-(Formylmethyl)glutathione,2M20,CD,382431.106541442,1
Liver,S-(Formylmethyl)glutathione,2M22,ID,100148.195642005,1
Liver,S-(Formylmethyl)glutathione,2M23,ID,96939.1558637852,1
Liver,S-(Formylmethyl)glutathione,2M26,ID,188470.395045343,1
Liver,S-(Formylmethyl)glutathione,2M31,ID,500402.81084518,1
Liver,S-(Formylmethyl)glutathione,2M33,ID,91810.473799191,1
Liver,S-(hydroxymethyl)mycothiol,1M1,CD,15383.3125066741,1
Liver,S-(hydroxymethyl)mycothiol,1M10,CD,114830.644717703,1
Liver,S-(hydroxymethyl)mycothiol,1M11,CD,56946.8334563301,1
Liver,S-(hydroxymethyl)mycothiol,1M2,CD,90602.0327963268,1
Liver,S-(hydroxymethyl)mycothiol,1M4,CD,7316.53079681408,1
Liver,S-(hydroxymethyl)mycothiol,1M5,ID,5452.42678477987,1
Liver,S-(hydroxymethyl)mycothiol,1M6,ID,68837.0127887413,1
Liver,S-(hydroxymethyl)mycothiol,1M7,ID,90906.6383591252,1
Liver,S-(hydroxymethyl)mycothiol,1M9,ID,107355.117670695,1
Liver,S-(hydroxymethyl)mycothiol,2M16,CD,257389.884185566,1
Liver,S-(hydroxymethyl)mycothiol,2M17,CD,217848.050105117,1
Liver,S-(hydroxymethyl)mycothiol,2M20,CD,104966.389512305,1
Liver,S-(hydroxymethyl)mycothiol,2M22,ID,113236.197201979,1
Liver,S-(hydroxymethyl)mycothiol,2M23,ID,111873.719810716,1
Liver,S-(hydroxymethyl)mycothiol,2M26,ID,2467.81991224884,1
Liver,S-(hydroxymethyl)mycothiol,2M31,ID,108726.092626896,1
Liver,S-(hydroxymethyl)mycothiol,2M33,ID,136277.765050694,1
Liver,S-3-oxodecanoyl cysteamine,1M1,CD,165288.677290138,1
Liver,S-3-oxodecanoyl cysteamine,1M10,CD,425908.13180558,1
Liver,S-3-oxodecanoyl cysteamine,1M11,CD,753658.972351825,1
Liver,S-3-oxodecanoyl cysteamine,1M2,CD,315401.101199814,1
Liver,S-3-oxodecanoyl cysteamine,1M4,CD,492893.838807056,1
Liver,S-3-oxodecanoyl cysteamine,1M5,ID,190303.262427721,1
Liver,S-3-oxodecanoyl cysteamine,1M6,ID,623310.483343048,1
Liver,S-3-oxodecanoyl cysteamine,1M7,ID,359445.862555127,1
Liver,S-3-oxodecanoyl cysteamine,1M9,ID,742987.773816525,1
Liver,S-3-oxodecanoyl cysteamine,2M16,CD,433101.526640056,1
Liver,S-3-oxodecanoyl cysteamine,2M17,CD,730948.768502061,1
Liver,S-3-oxodecanoyl cysteamine,2M20,CD,233129.93679582,1
Liver,S-3-oxodecanoyl cysteamine,2M22,ID,137062.63449003,1
Liver,S-3-oxodecanoyl cysteamine,2M23,ID,627246.459196207,1
Liver,S-3-oxodecanoyl cysteamine,2M26,ID,371994.251877814,1
Liver,S-3-oxodecanoyl cysteamine,2M31,ID,344386.527139427,1
Liver,S-3-oxodecanoyl cysteamine,2M33,ID,19023.156673915,1
Liver,S-Adenosylhomocysteine,1M1,CD,296670.766588071,1
Liver,S-Adenosylhomocysteine,1M10,CD,614841.696722084,1
Liver,S-Adenosylhomocysteine,1M11,CD,544376.175327337,1
Liver,S-Adenosylhomocysteine,1M2,CD,371368.49833448,1
Liver,S-Adenosylhomocysteine,1M4,CD,388495.399730454,1
Liver,S-Adenosylhomocysteine,1M5,ID,266997.087162419,1
Liver,S-Adenosylhomocysteine,1M6,ID,410332.011938358,1
Liver,S-Adenosylhomocysteine,1M7,ID,411178.83024655,1
Liver,S-Adenosylhomocysteine,1M9,ID,486902.618152182,1
Liver,S-Adenosylhomocysteine,2M16,CD,481541.713522607,1
Liver,S-Adenosylhomocysteine,2M17,CD,402334.211212282,1
Liver,S-Adenosylhomocysteine,2M20,CD,468780.614006511,1
Liver,S-Adenosylhomocysteine,2M22,ID,345801.879533793,1
Liver,S-Adenosylhomocysteine,2M23,ID,250927.840014895,1
Liver,S-Adenosylhomocysteine,2M26,ID,477143.604372785,1
Liver,S-Adenosylhomocysteine,2M31,ID,433839.669591113,1
Liver,S-Adenosylhomocysteine,2M33,ID,508337.713510706,1
Liver,S-Adenosylmethionine,1M1,CD,9985245.22862048,1
Liver,S-Adenosylmethionine,1M10,CD,8492826.77922613,1
Liver,S-Adenosylmethionine,1M11,CD,7456308.53076849,1
Liver,S-Adenosylmethionine,1M2,CD,6377721.06526486,1
Liver,S-Adenosylmethionine,1M4,CD,7099123.7343219,1
Liver,S-Adenosylmethionine,1M5,ID,9704557.61185332,1
Liver,S-Adenosylmethionine,1M6,ID,8491582.40136303,1
Liver,S-Adenosylmethionine,1M7,ID,7068791.90673283,1
Liver,S-Adenosylmethionine,1M9,ID,6314104.95154828,1
Liver,S-Adenosylmethionine,2M16,CD,8728314.08820272,1
Liver,S-Adenosylmethionine,2M17,CD,7239483.00468162,1
Liver,S-Adenosylmethionine,2M20,CD,7634052.25533484,1
Liver,S-Adenosylmethionine,2M22,ID,10171955.227466,1
Liver,S-Adenosylmethionine,2M23,ID,7023975.57601127,1
Liver,S-Adenosylmethionine,2M26,ID,7347808.86057182,1
Liver,S-Adenosylmethionine,2M31,ID,10591265.8106069,1
Liver,S-Adenosylmethionine,2M33,ID,10644330.3602127,1
Liver,S-Allyl-L-cysteine,1M1,CD,673849.357514128,1
Liver,S-Allyl-L-cysteine,1M10,CD,1104591.2716801,1
Liver,S-Allyl-L-cysteine,1M11,CD,1191414.14138778,1
Liver,S-Allyl-L-cysteine,1M2,CD,2572533.50697717,1
Liver,S-Allyl-L-cysteine,1M4,CD,1576085.37147457,1
Liver,S-Allyl-L-cysteine,1M5,ID,920684.352858844,1
Liver,S-Allyl-L-cysteine,1M6,ID,658599.002817498,1
Liver,S-Allyl-L-cysteine,1M7,ID,610349.997055008,1
Liver,S-Allyl-L-cysteine,1M9,ID,1662379.22224072,1
Liver,S-Allyl-L-cysteine,2M16,CD,2391569.33063186,1
Liver,S-Allyl-L-cysteine,2M17,CD,1450866.96954658,1
Liver,S-Allyl-L-cysteine,2M20,CD,1681549.1341778,1
Liver,S-Allyl-L-cysteine,2M22,ID,2734688.69137179,1
Liver,S-Allyl-L-cysteine,2M23,ID,1971610.57403074,1
Liver,S-Allyl-L-cysteine,2M26,ID,1831644.17957341,1
Liver,S-Allyl-L-cysteine,2M31,ID,1278915.06894639,1
Liver,S-Allyl-L-cysteine,2M33,ID,957690.881251676,1
Liver,S-acetylcysteamine,1M1,CD,1165888.2144474,1
Liver,S-acetylcysteamine,1M10,CD,3596760.68218786,1
Liver,S-acetylcysteamine,1M11,CD,7326914.67585185,1
Liver,S-acetylcysteamine,1M2,CD,3701983.48273897,1
Liver,S-acetylcysteamine,1M4,CD,3394927.03852547,1
Liver,S-acetylcysteamine,1M5,ID,1263345.41125503,1
Liver,S-acetylcysteamine,1M6,ID,4003603.54313576,1
Liver,S-acetylcysteamine,1M7,ID,3058596.05731392,1
Liver,S-acetylcysteamine,1M9,ID,5063663.35705648,1
Liver,S-acetylcysteamine,2M16,CD,2748447.97487965,1
Liver,S-acetylcysteamine,2M17,CD,2930885.81303692,1
Liver,S-acetylcysteamine,2M20,CD,3285549.29915879,1
Liver,S-acetylcysteamine,2M22,ID,3173356.84734313,1
Liver,S-acetylcysteamine,2M23,ID,3956874.60156902,1
Liver,S-acetylcysteamine,2M26,ID,4198883.37970136,1
Liver,S-acetylcysteamine,2M31,ID,3224740.70825097,1
Liver,S-acetylcysteamine,2M33,ID,2155719.9340461,1
Liver,S-methylglutathione,1M1,CD,2830938.83267487,1
Liver,S-methylglutathione,1M10,CD,3003127.20846659,1
Liver,S-methylglutathione,1M11,CD,3870242.25574135,1
Liver,S-methylglutathione,1M2,CD,1976199.05297189,1
Liver,S-methylglutathione,1M4,CD,77084.099766893,1
Liver,S-methylglutathione,1M5,ID,2584931.28482733,1
Liver,S-methylglutathione,1M6,ID,1883102.24496327,1
Liver,S-methylglutathione,1M7,ID,191563.65610677,1
Liver,S-methylglutathione,1M9,ID,161373.648565674,1
Liver,S-methylglutathione,2M16,CD,4930250.50871554,1
Liver,S-methylglutathione,2M17,CD,271045.152430277,1
Liver,S-methylglutathione,2M20,CD,3571650.51391791,1
Liver,S-methylglutathione,2M22,ID,2901328.7868865,1
Liver,S-methylglutathione,2M23,ID,2392158.62388741,1
Liver,S-methylglutathione,2M26,ID,3988663.75157221,1
Liver,S-methylglutathione,2M31,ID,5338509.94108132,1
Liver,S-methylglutathione,2M33,ID,5584532.72229905,1
Liver,SM(d16:1/24:1(15Z)),1M1,CD,7605122.97134756,1
Liver,SM(d16:1/24:1(15Z)),1M10,CD,1696574.86706624,1
Liver,SM(d16:1/24:1(15Z)),1M11,CD,1514762.22929498,1
Liver,SM(d16:1/24:1(15Z)),1M2,CD,4509349.69706599,1
Liver,SM(d16:1/24:1(15Z)),1M4,CD,4269423.13818563,1
Liver,SM(d16:1/24:1(15Z)),1M5,ID,5684681.04763147,1
Liver,SM(d16:1/24:1(15Z)),1M6,ID,3015004.95093818,1
Liver,SM(d16:1/24:1(15Z)),1M7,ID,4029228.81014797,1
Liver,SM(d16:1/24:1(15Z)),1M9,ID,3347459.087574,1
Liver,SM(d16:1/24:1(15Z)),2M16,CD,6122605.10861596,1
Liver,SM(d16:1/24:1(15Z)),2M17,CD,3813283.76129203,1
Liver,SM(d16:1/24:1(15Z)),2M20,CD,9101450.59768848,1
Liver,SM(d16:1/24:1(15Z)),2M22,ID,9170706.82218547,1
Liver,SM(d16:1/24:1(15Z)),2M23,ID,5442120.22256363,1
Liver,SM(d16:1/24:1(15Z)),2M26,ID,6676897.34970152,1
Liver,SM(d16:1/24:1(15Z)),2M31,ID,4724931.80982499,1
Liver,SM(d16:1/24:1(15Z)),2M33,ID,4497128.74093815,1
Liver,SM(d18:1/14:0),1M1,CD,931101.327166617,1
Liver,SM(d18:1/14:0),1M10,CD,921703.13131444,1
Liver,SM(d18:1/14:0),1M11,CD,627433.648500391,1
Liver,SM(d18:1/14:0),1M2,CD,661944.976533467,1
Liver,SM(d18:1/14:0),1M4,CD,188504.037852768,1
Liver,SM(d18:1/14:0),1M5,ID,472780.537132839,1
Liver,SM(d18:1/14:0),1M6,ID,288882.341865683,1
Liver,SM(d18:1/14:0),1M7,ID,162987.846711302,1
Liver,SM(d18:1/14:0),1M9,ID,498344.572520956,1
Liver,SM(d18:1/14:0),2M16,CD,1192495.93784827,1
Liver,SM(d18:1/14:0),2M17,CD,1295492.61130331,1
Liver,SM(d18:1/14:0),2M20,CD,1261948.0391386,1
Liver,SM(d18:1/14:0),2M22,ID,1110156.02891423,1
Liver,SM(d18:1/14:0),2M23,ID,1049320.66161783,1
Liver,SM(d18:1/14:0),2M26,ID,803209.689011328,1
Liver,SM(d18:1/14:0),2M31,ID,867648.220927641,1
Liver,SM(d18:1/14:0),2M33,ID,759446.20104281,1
Liver,SM(d18:1/16:0),1M1,CD,43479233.0645588,1
Liver,SM(d18:1/16:0),1M10,CD,40567850.4194214,1
Liver,SM(d18:1/16:0),1M11,CD,38358367.925415,1
Liver,SM(d18:1/16:0),1M2,CD,50911803.951468,1
Liver,SM(d18:1/16:0),1M4,CD,44503879.6474942,1
Liver,SM(d18:1/16:0),1M5,ID,57186655.2242519,1
Liver,SM(d18:1/16:0),1M6,ID,31852052.9396062,1
Liver,SM(d18:1/16:0),1M7,ID,34768120.8415627,1
Liver,SM(d18:1/16:0),1M9,ID,36869393.1392015,1
Liver,SM(d18:1/16:0),2M16,CD,12879640.7667958,1
Liver,SM(d18:1/16:0),2M17,CD,84139545.2922551,1
Liver,SM(d18:1/16:0),2M20,CD,80134199.8730395,1
Liver,SM(d18:1/16:0),2M22,ID,104594575.396682,1
Liver,SM(d18:1/16:0),2M23,ID,110472395.321857,1
Liver,SM(d18:1/16:0),2M26,ID,99398685.3290855,1
Liver,SM(d18:1/16:0),2M31,ID,86636929.3051431,1
Liver,SM(d18:1/16:0),2M33,ID,96254384.0421624,1
Liver,SM(d18:1/16:1(9Z)),1M1,CD,743030.313028685,1
Liver,SM(d18:1/16:1(9Z)),1M10,CD,318697.290525358,1
Liver,SM(d18:1/16:1(9Z)),1M11,CD,621845.073637806,1
Liver,SM(d18:1/16:1(9Z)),1M2,CD,259869.483803214,1
Liver,SM(d18:1/16:1(9Z)),1M4,CD,410016.562362982,1
Liver,SM(d18:1/16:1(9Z)),1M5,ID,680722.731040635,1
Liver,SM(d18:1/16:1(9Z)),1M6,ID,726708.060339616,1
Liver,SM(d18:1/16:1(9Z)),1M7,ID,1113050.02320278,1
Liver,SM(d18:1/16:1(9Z)),1M9,ID,878562.817119048,1
Liver,SM(d18:1/16:1(9Z)),2M16,CD,1682736.40097534,1
Liver,SM(d18:1/16:1(9Z)),2M17,CD,1144050.72003301,1
Liver,SM(d18:1/16:1(9Z)),2M20,CD,958429.433307571,1
Liver,SM(d18:1/16:1(9Z)),2M22,ID,1690673.70650032,1
Liver,SM(d18:1/16:1(9Z)),2M23,ID,1188330.66680311,1
Liver,SM(d18:1/16:1(9Z)),2M26,ID,521347.697984687,1
Liver,SM(d18:1/16:1(9Z)),2M31,ID,1453220.65283528,1
Liver,SM(d18:1/16:1(9Z)),2M33,ID,368166.930429995,1
Liver,SM(d18:1/18:0),1M1,CD,10857138.9165354,1
Liver,SM(d18:1/18:0),1M10,CD,5785239.25659198,1
Liver,SM(d18:1/18:0),1M11,CD,4146349.15463441,1
Liver,SM(d18:1/18:0),1M2,CD,7837408.729908,1
Liver,SM(d18:1/18:0),1M4,CD,7597771.67869903,1
Liver,SM(d18:1/18:0),1M5,ID,11808183.4421044,1
Liver,SM(d18:1/18:0),1M6,ID,6202277.14780224,1
Liver,SM(d18:1/18:0),1M7,ID,7759541.6018462,1
Liver,SM(d18:1/18:0),1M9,ID,5527442.2613665,1
Liver,SM(d18:1/18:0),2M16,CD,16042685.2171512,1
Liver,SM(d18:1/18:0),2M17,CD,14720119.8721914,1
Liver,SM(d18:1/18:0),2M20,CD,11988338.928792,1
Liver,SM(d18:1/18:0),2M22,ID,23437358.6895047,1
Liver,SM(d18:1/18:0),2M23,ID,14176539.6765213,1
Liver,SM(d18:1/18:0),2M26,ID,1437142.27098595,1
Liver,SM(d18:1/18:0),2M31,ID,9947012.8307227,1
Liver,SM(d18:1/18:0),2M33,ID,12390680.2605881,1
Liver,SM(d18:1/20:0),1M1,CD,3393923.98727162,1
Liver,SM(d18:1/20:0),1M10,CD,1656874.13225624,1
Liver,SM(d18:1/20:0),1M11,CD,932488.725248625,1
Liver,SM(d18:1/20:0),1M2,CD,1820629.15231133,1
Liver,SM(d18:1/20:0),1M4,CD,1205307.33376087,1
Liver,SM(d18:1/20:0),1M5,ID,2887521.85486649,1
Liver,SM(d18:1/20:0),1M6,ID,1505137.43636209,1
Liver,SM(d18:1/20:0),1M7,ID,1623806.68746231,1
Liver,SM(d18:1/20:0),1M9,ID,1147235.64711461,1
Liver,SM(d18:1/20:0),2M16,CD,2749896.78357032,1
Liver,SM(d18:1/20:0),2M17,CD,3151675.48550461,1
Liver,SM(d18:1/20:0),2M20,CD,4077665.34183432,1
Liver,SM(d18:1/20:0),2M22,ID,3811094.22489529,1
Liver,SM(d18:1/20:0),2M23,ID,3909388.53895712,1
Liver,SM(d18:1/20:0),2M26,ID,3833444.0544976,1
Liver,SM(d18:1/20:0),2M31,ID,4221836.96193733,1
Liver,SM(d18:1/20:0),2M33,ID,3673773.84636225,1
Liver,SM(d18:1/22:0),1M1,CD,5389932.69552383,1
Liver,SM(d18:1/22:0),1M10,CD,2314292.6689618,1
Liver,SM(d18:1/22:0),1M11,CD,1534662.31543053,1
Liver,SM(d18:1/22:0),1M2,CD,4659254.36885507,1
Liver,SM(d18:1/22:0),1M4,CD,4430427.88626446,1
Liver,SM(d18:1/22:0),1M5,ID,5684681.04763147,1
Liver,SM(d18:1/22:0),1M6,ID,1696685.50740691,1
Liver,SM(d18:1/22:0),1M7,ID,4141163.19593847,1
Liver,SM(d18:1/22:0),1M9,ID,3371515.61537277,1
Liver,SM(d18:1/22:0),2M16,CD,6122605.10861596,1
Liver,SM(d18:1/22:0),2M17,CD,3443470.35467256,1
Liver,SM(d18:1/22:0),2M20,CD,9036803.62977023,1
Liver,SM(d18:1/22:0),2M22,ID,6566622.85447095,1
Liver,SM(d18:1/22:0),2M23,ID,7397501.24628683,1
Liver,SM(d18:1/22:0),2M26,ID,6818670.94435712,1
Liver,SM(d18:1/22:0),2M31,ID,10996535.2906553,1
Liver,SM(d18:1/22:0),2M33,ID,6799985.94333996,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M1,CD,93748.6138024076,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M10,CD,62603.6486264584,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M11,CD,57977.2242043757,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M2,CD,110995.609014993,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M4,CD,71034.9917284927,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M5,ID,245006.766362168,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M6,ID,174919.506462811,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M7,ID,150123.21004823,1
Liver,"SM(d18:1/22:2(13Z,16Z))",1M9,ID,64597.5360274701,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M16,CD,108381.674841181,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M17,CD,183312.350597065,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M20,CD,190114.172937505,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M22,ID,359906.871919029,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M23,ID,333849.95008004,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M26,ID,738327.491019569,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M31,ID,328144.646441922,1
Liver,"SM(d18:1/22:2(13Z,16Z))",2M33,ID,389287.535157524,1
Liver,SM(d18:1/23:0),1M1,CD,2998893.26958496,1
Liver,SM(d18:1/23:0),1M10,CD,1773344.06302429,1
Liver,SM(d18:1/23:0),1M11,CD,543334.429743029,1
Liver,SM(d18:1/23:0),1M2,CD,1540750.75575757,1
Liver,SM(d18:1/23:0),1M4,CD,1858135.08867964,1
Liver,SM(d18:1/23:0),1M5,ID,2682955.44949123,1
Liver,SM(d18:1/23:0),1M6,ID,2178797.56169643,1
Liver,SM(d18:1/23:0),1M7,ID,1906667.82366452,1
Liver,SM(d18:1/23:0),1M9,ID,1506437.47584145,1
Liver,SM(d18:1/23:0),2M16,CD,2085386.82878813,1
Liver,SM(d18:1/23:0),2M17,CD,1633695.00963242,1
Liver,SM(d18:1/23:0),2M20,CD,1886431.23335086,1
Liver,SM(d18:1/23:0),2M22,ID,3463643.17098414,1
Liver,SM(d18:1/23:0),2M23,ID,1854577.01163733,1
Liver,SM(d18:1/23:0),2M26,ID,1003753.64160901,1
Liver,SM(d18:1/23:0),2M31,ID,4078810.98293992,1
Liver,SM(d18:1/23:0),2M33,ID,1903550.92075661,1
Liver,SM(d18:1/24:1(15Z)),1M1,CD,31309102.9012629,1
Liver,SM(d18:1/24:1(15Z)),1M10,CD,21750099.2828042,1
Liver,SM(d18:1/24:1(15Z)),1M11,CD,22348042.134634,1
Liver,SM(d18:1/24:1(15Z)),1M2,CD,32194775.9968639,1
Liver,SM(d18:1/24:1(15Z)),1M4,CD,22171068.5300461,1
Liver,SM(d18:1/24:1(15Z)),1M5,ID,44041551.1020771,1
Liver,SM(d18:1/24:1(15Z)),1M6,ID,21228021.509651,1
Liver,SM(d18:1/24:1(15Z)),1M7,ID,21697492.8474852,1
Liver,SM(d18:1/24:1(15Z)),1M9,ID,21034258.7688357,1
Liver,SM(d18:1/24:1(15Z)),2M16,CD,35088012.0409127,1
Liver,SM(d18:1/24:1(15Z)),2M17,CD,45984436.3101412,1
Liver,SM(d18:1/24:1(15Z)),2M20,CD,60287866.4692207,1
Liver,SM(d18:1/24:1(15Z)),2M22,ID,42692593.4512186,1
Liver,SM(d18:1/24:1(15Z)),2M23,ID,41810462.8493645,1
Liver,SM(d18:1/24:1(15Z)),2M26,ID,57440513.180249,1
Liver,SM(d18:1/24:1(15Z)),2M31,ID,14440858.5775284,1
Liver,SM(d18:1/24:1(15Z)),2M33,ID,9636499.88288507,1
Liver,Saccharopine,1M1,CD,5882492.3910507,1
Liver,Saccharopine,1M10,CD,6903312.52611637,1
Liver,Saccharopine,1M11,CD,14219585.1950342,1
Liver,Saccharopine,1M2,CD,3633214.02879289,1
Liver,Saccharopine,1M4,CD,4557082.95158018,1
Liver,Saccharopine,1M5,ID,14068019.6831196,1
Liver,Saccharopine,1M6,ID,15570626.1474463,1
Liver,Saccharopine,1M7,ID,6381581.72378293,1
Liver,Saccharopine,1M9,ID,6731554.4401553,1
Liver,Saccharopine,2M16,CD,10821758.885408,1
Liver,Saccharopine,2M17,CD,11309656.630739,1
Liver,Saccharopine,2M20,CD,14208661.0583125,1
Liver,Saccharopine,2M22,ID,3734141.01562609,1
Liver,Saccharopine,2M23,ID,6952110.8416989,1
Liver,Saccharopine,2M26,ID,11072418.3074444,1
Liver,Saccharopine,2M31,ID,17156082.3059255,1
Liver,Saccharopine,2M33,ID,16569729.2335288,1
Liver,Salbutamol,1M1,CD,4796519.61083887,1
Liver,Salbutamol,1M10,CD,4092596.46063998,1
Liver,Salbutamol,1M11,CD,3660905.86805454,1
Liver,Salbutamol,1M2,CD,5265781.01886663,1
Liver,Salbutamol,1M4,CD,4140536.6206546,1
Liver,Salbutamol,1M5,ID,5803641.1580601,1
Liver,Salbutamol,1M6,ID,5051641.94782989,1
Liver,Salbutamol,1M7,ID,6277791.00545756,1
Liver,Salbutamol,1M9,ID,3673700.43095235,1
Liver,Salbutamol,2M16,CD,7619131.43622765,1
Liver,Salbutamol,2M17,CD,6721915.37864534,1
Liver,Salbutamol,2M20,CD,5697547.53760756,1
Liver,Salbutamol,2M22,ID,8581021.61012434,1
Liver,Salbutamol,2M23,ID,6486396.14409758,1
Liver,Salbutamol,2M26,ID,3243869.18257601,1
Liver,Salbutamol,2M31,ID,6716974.18187588,1
Liver,Salbutamol,2M33,ID,5128874.23559743,1
Liver,Salvigenin,1M1,CD,76786.9773309306,1
Liver,Salvigenin,1M10,CD,148631.919695444,1
Liver,Salvigenin,1M11,CD,63485.2877619858,1
Liver,Salvigenin,1M2,CD,116813.195207915,1
Liver,Salvigenin,1M4,CD,166724.737864072,1
Liver,Salvigenin,1M5,ID,158827.176489329,1
Liver,Salvigenin,1M6,ID,71365.7095427978,1
Liver,Salvigenin,1M7,ID,133797.64799313401,1
Liver,Salvigenin,1M9,ID,114503.158283401,1
Liver,Salvigenin,2M16,CD,50025.4775578401,1
Liver,Salvigenin,2M17,CD,52055.6132726469,1
Liver,Salvigenin,2M20,CD,235746.510081415,1
Liver,Salvigenin,2M22,ID,103634.129742071,1
Liver,Salvigenin,2M23,ID,38676.4684588883,1
Liver,Salvigenin,2M26,ID,44802.6618883194,1
Liver,Salvigenin,2M31,ID,36252.304432831,1
Liver,Salvigenin,2M33,ID,16404.4691622172,1
Liver,Scoparone,1M1,CD,5808.22388560802,1
Liver,Scoparone,1M10,CD,10089.5222256586,1
Liver,Scoparone,1M11,CD,6352.55049961416,1
Liver,Scoparone,1M2,CD,7596.64826690224,1
Liver,Scoparone,1M4,CD,8324.20206505577,1
Liver,Scoparone,1M5,ID,5052.42783157247,1
Liver,Scoparone,1M6,ID,7145.96462298151,1
Liver,Scoparone,1M7,ID,6334.04392872495,1
Liver,Scoparone,1M9,ID,6369.29738816215,1
Liver,Scoparone,2M16,CD,1495181.7233124,1
Liver,Scoparone,2M17,CD,868999.800368023,1
Liver,Scoparone,2M20,CD,195619.149206957,1
Liver,Scoparone,2M22,ID,1013241.01095958,1
Liver,Scoparone,2M23,ID,303347.373457441,1
Liver,Scoparone,2M26,ID,894218.219237574,1
Liver,Scoparone,2M31,ID,591477.093699404,1
Liver,Scoparone,2M33,ID,708517.224740743,1
Liver,Sebacic acid,1M1,CD,532348.362324459,1
Liver,Sebacic acid,1M10,CD,380176.353264363,1
Liver,Sebacic acid,1M11,CD,452474.561456956,1
Liver,Sebacic acid,1M2,CD,472382.627456385,1
Liver,Sebacic acid,1M4,CD,445627.872504835,1
Liver,Sebacic acid,1M5,ID,477663.44460187,1
Liver,Sebacic acid,1M6,ID,467379.933521872,1
Liver,Sebacic acid,1M7,ID,468896.056316336,1
Liver,Sebacic acid,1M9,ID,360276.467993995,1
Liver,Sebacic acid,2M16,CD,434680.986722073,1
Liver,Sebacic acid,2M17,CD,672197.098809974,1
Liver,Sebacic acid,2M20,CD,399647.84425637,1
