label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,2M16_sys_sac_neg,2M17_sys_sac_neg,2M20_sys_sac_neg,2M22_sys_sac_neg,2M23_sys_sac_neg,2M26_sys_sac_neg,2M31_sys_sac_neg,2M33_sys_sac_neg,3M1_sys_sac_neg,3M4_sys_sac_neg_rerun,3M6_sys_sac_neg,3M7_sys_sac_neg,3M11_sys_sac_neg,3M13_sys_sac_neg_rerun,3M14_sys_sac_neg,3M15_sys_sac_neg_rerun,3M17_sys_sac_neg,3M18_sys_sac_neg,3M21_sys_sac_neg,3M26_sys_sac_neg,3M27_sys_sac_neg,3M28_sys_sac_neg,3M39_sys_sac_neg,3M31_sys_sac_neg,3M33_sys_sac_neg,3M34_sys_sac_neg,3M37_sys_sac_neg,3M38_sys_sac_neg,3M40_sys_sac_neg,4M2_sys_sac_neg,4M3_sys_sac_neg,4M5_sys_sac_neg_rerun,5M2_sys_sac_neg,5M3_sys_sac_neg,5M4_sys_sac_neg,5M6_sys_sac_neg,5M7_sys_sac_neg_rerun,5M8_sys_sac_neg,5M9_sys_sac_neg,1M1_pv_neg_rerun,1M2_pv_neg,1M4_pv_neg,1M5_pv_neg,1M6_pv_neg,1M7_pv_neg_rerun,1M9_pv_neg,1M10_pv_neg,1M11_pv_neg,2M16_pv_neg,2M17_pv_neg,2M20_pv_neg,2M22_pv_neg,2M23_pv_neg,2M26_pv_neg,2M31_pv_neg,2M33_pv_neg,3M13_pv_neg,3M14_pv_neg,3M27_pv_neg,3M38_pv_neg,3M39_pv_neg,3M1_pv_neg,3M4_pv_neg,3M6_pv_neg_rerun,3M7_pv_neg,3M11_pv_neg,3M15_pv_neg,3M16_pv_neg,3M17_pv_neg,3M18_pv_neg,3M21_pv_neg_rerun,3M26_pv_neg,3M28_pv_neg,3M31_pv_neg,3M33_pv_neg,3M34_pv_neg,3M37_pv_neg,3M40_pv_neg,4M1_pv_neg_rerun,4M2_pv_neg,4M3_pv_neg_rerun,4M4_pv_neg,4M5_pv_neg,5M1_pv_neg,5M2_pv_neg,5M3_pv_neg,5M4_pv_neg,5M6_pv_neg,5M7_pv_neg,5M8_pv_neg,5M9_pv_neg,5M10_pv_neg,STD1_neg2,STD2_neg2,STD3_neg2,STD4_neg2,STD5_neg2,STD6_neg2,blank009_neg
,9,12,72,182.064529,12.785,0.850237,,C13-label-3,alpha-D-Glucose,alpha-D-Glucose,C6H12O6,0.095493,9.051374,179.056213,3243.63,4670.67,6164.46,6393.83,6986.16,5550.62,2308.45,3849.4,4884.5,5176.54,6851.38,2495.98,6196.12,5110.46,5680.78,3142.67,3764.86,8912.87,4404.57,6548.3,4463.8,4391.56,5075.82,1786.81,1966.59,7191.19,2928.48,4747.7,5284.48,7490.74,4493.7,2720.17,5791.13,6496.11,9931.15,6225.52,5299.62,4520,5986.99,13627.07,11254.1,21913.35,22697.88,29284.15,16564.4,9984.58,13635.85,11424.07,405335.22,849145.06,368569.41,459042,286689.66,417771.88,98434.9,111189.82,9870.57,4769.7,6839.71,8077.32,8081.82,4838.5,4471.92,6583.19,5838.48,2246.27,6581.46,6364.88,5222.05,7489.73,5624.22,11246.82,9793.07,2967.66,9006.95,7860.81,6238.26,6717.53,7903.95,6771.87,10005.65,8230.98,9426.81,11037.34,9912.8,6099.29,7440.65,16100.92,13645.34,14031.45,8146.81,9020.61,1202.52,558.58,970.36,5843.43,27675.45,94005.9,188.59
,13,13,83,146.046051,14.534,0.838273,[M-H]-,C12 PARENT,L-Glutamic acid,L-Glutamic acid,C5H9NO4,0.29387,1.149274,146.046051,638136.31,287350.94,196552.58,173095.2,862406.69,95212.99,285356.72,438876.66,247681.38,360305.75,183571.02,78396,108551.8,211796.81,221447.8,181279.42,130106.03,111298.62,241132.08,156923.77,281983.25,165053.61,137818.19,183862.67,311446.66,376320.5,159764.81,176950.31,102413.04,168922,175254.86,162155.7,87419.16,171179.19,255474.33,191566.8,147834.36,196064.86,205833.73,513415.91,531546.5,750173.94,774075.44,695683.06,994936.81,695871,1245786.75,533412.81,304646.12,233234.5,204682.94,212290.88,374371.41,180369.89,338466.44,451582.09,573234.75,339943.22,255177.62,437528.38,833033.69,730901.56,457741.03,650730.38,802974.44,556320.06,398912.84,700432.75,200084.02,239804.31,442765.88,494520.53,248778.77,294582.78,589992.5,671104.94,383804.91,391756.09,744345.69,501599.91,567864.06,599736.44,671493.94,1802094.12,1054225.62,1303003.38,1079783.62,1076535.38,447207.84,786490.69,311012.72,1068844.62,12225.42,43940.41,218992.05,1763031,18837592,167136464,23671.49
,13,14,86,147.049774,14.497,0.853495,,C13-label-1,L-Glutamic acid,L-Glutamic acid,C5H9NO4,0.256899,3.631829,146.046051,27790.25,14412.43,7289.33,9809.4,48545.94,5219.1,9883.04,20160.49,9967.81,14366.33,8494.4,2390.71,3241.03,12063.57,9954.4,8838.83,5992.79,6989.72,8291.17,4308.05,7411.63,10139.56,3737.07,6475.21,11930.3,19967.16,7518.93,8565.69,3623.24,4090.23,6788.13,2956.2,2970.58,6816.53,6086.7,7276.61,6267.94,12109.11,13601.54,117539.09,110843.43,218555.8,188980.2,180514.95,222659.38,32496.97,269850.69,123531.03,45570.3,22611.27,25357.62,21216.98,42551.78,13331.5,38615.32,48594.52,30709.16,20378.37,12875.45,22266.84,47798.21,36666.73,15840.1,35310.49,34067.57,25422.41,20448.79,39648.7,10803.92,13726.4,27444.35,22675.62,14606.29,13428.65,31405.78,36788.66,19994.44,20059.69,38011.29,20992.94,31195.29,27114.46,33076.36,97924.8,60060.71,67624.62,51737.14,52242.95,24860.82,34755.06,13776.42,54890.84,1160.84,3562.35,9840.54,91724.62,1080712.75,9732593,3874.57
,15,15,98,145.061691,14.487,0.840941,[M-H]-,C12 PARENT,L-Glutamine,L-Glutamine,C5H10N2O3,0.207401,1.15707,145.061691,2781762,2407969,3112051.25,1689149,3441575.75,1343028.12,980228.44,3124663.25,3320301,2936897,1829528.88,1914297.62,1945927.12,2772751,4512411,2498322.25,2886250.75,1780324.5,3377126.75,2190815.75,2554005.25,2974726.75,2439248.75,1700949.12,2536354.75,6904649.5,2590937,3191118.25,810885.06,3077176,3779261.25,2569209.25,1834870.88,2804356.75,4413255.5,6383266.5,3443811.25,2765484.25,3084720,3824857.25,2937475.75,3696320,3605407.75,4497714,3476477.25,4754880.5,5133516.5,4505739.5,1509394.5,1799534,1737688.62,1534426.62,2132337.25,1464922.12,1748503,1350458,3746702.75,3333994,3190732,3912437.25,2912368.75,3780672.75,2667072.25,4539328,5656596,4266812.5,5292979.5,2560462.75,1923231.62,3641219.25,3544730,2081053.62,4233820.5,3132983.25,3848314.25,4885498.5,3714641.25,3325576.75,4268602.5,3335092,3633795.75,3194545.25,3813868.75,6150022.5,3792960.75,3679712.25,2757039.75,4890171.5,2978713.75,4807328.5,3906684,4755457.5,37027.4,156133.02,955179.31,7531210.5,32107368,184341200,9104.72
,15,16,98,146.065414,14.489,0.857171,,C13-label-1,L-Glutamine,L-Glutamine,C5H10N2O3,0.208516,1.358053,145.061691,153073.94,130657.54,171737.39,93995.88,187888.56,74385.84,50241.04,165447.92,157984.83,155275.89,89796.12,104241,107141.91,142542.83,248955.92,124551.59,146919.09,85217.12,172274.42,106859.9,126434.73,161937.52,103745.75,71573.66,127031.57,405959.12,109707.84,171383.27,38850.78,153305.31,211804.8,135627.08,100452.01,150648.47,215370.7,347733.25,184339.69,156304.45,149610.23,847873.81,597960.44,1000611.06,790179.81,1144196.12,749399,249561.52,952513.31,974858.25,222347.27,182302,212916.55,155808.56,217750.52,184790.88,228792,144211.14,222708.12,191827.48,181194.56,220714.08,167439.98,217516.86,141537.55,252894.08,302832.41,244356.56,304759.22,144335.75,115971.66,199203.3,220952.36,124900.91,229450.81,174891.02,223066.31,270736.78,202671.94,197200.89,248329.2,192642.38,195683.89,178169.95,212407.81,339070.78,213738.64,200807.38,154929.5,269173.12,166474.58,249787.17,219934.81,258959.17,1219.45,7062.32,43903.77,417326.16,1822205.88,9690661,1054.6
,15,17,65,146.05928,14.529,0.839308,,N15-label-1,L-Glutamine,L-Glutamine,C5H10N2O3,0.249028,2.611753,145.061691,19444.34,14476.83,17084.14,10141.02,20893.76,7573.41,6566.47,17401.54,13934.04,19347.42,11639.4,7918.67,7167.34,13017.83,32294.24,12252.57,10668.33,8856.64,14944.14,12218.31,9461.16,19343.32,11110.91,6396.28,11887.71,47253.68,12959.87,12369.57,11382.49,19252.15,20804.33,13440.76,12652.54,14936.46,18876.01,36900.49,15345.12,16875.99,5508.4,17788.62,18052.24,26170.55,24890.05,27378.62,21621.98,27058.81,29088.38,29862.78,4909.77,12582.78,8976.05,9389.95,12699.13,8664.9,6753.58,4065.19,28378.94,18653.82,12811.61,20885.58,18097.21,24951.56,14297.64,28460.14,35179.36,25247.4,35277.81,16613.47,11385.95,23657.52,23842.55,14870.27,25742.69,21762.64,25419.31,30823.78,20178.01,19630.71,28226.72,19858.2,20517.54,18179.99,21210.84,40033.3,28875.53,22728.85,16365.91,33065.01,22046.1,31225.06,24079.68,27041.26,943.64,5513.65,6820.36,49737.61,219316.7,1257333.12,1872.1
,18,18,41,74.024841,14.387,0.785904,[M-H]-,C12 PARENT,Glycine,Glycine,C2H5NO2,0.287002,1.236785,74.024841,214543.92,94971.34,250326.05,20050.46,256083.64,112503.81,131341.7,304388.03,366399.25,176094.95,106822.65,105612.51,183672.62,169759.55,83796.51,254780.92,292943.47,291506.09,369102.59,250668.64,425888.66,102528.34,460586.5,172356.56,233317.62,244356.8,366919.12,381333.41,209558.64,311290.84,412187.09,190769,119418.6,176703.7,370618.28,281930.09,360044.91,206969.31,408770.59,141429.95,175331.06,176828.62,232660.73,330521.59,147525.75,297669.72,280562.41,281399.28,115680.21,133070.47,117608.25,92508.06,170867.48,121539.16,169212.7,135492.75,140616.89,81746.34,194777.38,219078.75,228254.83,151219.64,125903.29,162456.55,191199.7,185744.77,91211.07,147755.36,55134.48,157055.55,218891.2,213935.61,200488.98,163335.75,128354.29,191617.44,198057.55,264006.38,482998.16,264599.91,349258.22,281792.62,226922.8,440802.09,275713.62,237866.14,213260.62,352155.41,245542.55,341783.78,255926.7,377021.84,8087.12,33149.99,58049.54,367570.75,1460247.88,10568283,29535.99
,19,19,19,154.062378,14.662,0.806343,[M-H]-,C12 PARENT,L-Histidine,L-Histidine,C6H9N3O2,2.797616,1.188516,154.062378,199893.88,143112.39,393383.34,40744.05,156511.55,156546.45,227777.36,370088.47,475210.91,206085,170039.41,176448.36,323970.41,317027.47,119554.31,316277.41,412804.84,245269.23,363862.59,327969.75,534243.12,335701.75,541186.44,268104.66,281592.47,471291.59,362909.97,398651.84,430314.59,468673,530670.5,285063.78,115657.66,196656.36,580232.56,253499.3,413804.53,418168.28,480235.75,273666.22,13914.18,199286.2,15407.45,344384.03,128689.35,154165.14,12828.09,24093.72,114954.6,4410.11,32733.68,55750.06,50192.33,78464.83,171511.16,133856.61,342929.06,199698.08,129066.38,124836.5,9606.55,277637.28,173424.31,126304.15,394944.91,274367.28,4896.66,286010.91,134309.91,80270.51,32055.67,60649.97,86200.29,108801.02,7920.57,49428.34,106950.84,126128.54,129079.35,374884.62,73984.41,112592.31,398189.91,94147.15,4457.12,50738.19,101477.35,88452.59,6139.84,88967.29,99978.9,475228.97,23800.48,147875.44,229239.33,308661.91,6797636,57158476,105613.48
,20,20,98,130.087296,9.946,0.83202,[M-H]-,C12 PARENT,L-Leucine,L-Leucine,C6H13NO2,0.095731,0.469186,130.087296,6516544,3795598.25,4774990.5,2990224.75,6390992,5454998.5,6367818,7865402.5,7103538,4779745.5,3556437,7780474.5,5050040,7100390,5151714.5,2571502,6434940,4575570.5,12563384,6724708,6265641.5,5602602,4592709.5,3941212.25,3916800.75,6007979.5,5356057,9939880,4490334.5,4231507.5,6122078.5,3580964,4305809,6911467.5,5396689.5,5880129.5,5973458.5,5758474,4663086,8315450.5,7974484,6420586.5,11895408,6566566,6578385.5,8196260.5,9946195,10067302,4399886.5,3366032.75,4170674.25,3627378.75,4295470.5,5390570,7259337.5,2458506.25,5745766,2758092.25,4798118.5,8252646.5,5452352,5111819.5,2816883.25,3591419.25,7404873.5,6018509.5,5814478.5,6782873.5,4453491.5,6291760,5776749.5,8013688.5,5213767,5967597.5,4985895,9229240,5631144,10726804,6355324.5,6118318,6536764.5,4525310.5,4800840,12480152,5490307.5,9194903,6564734.5,7806013.5,5295940,5519346,4948873,5009169,58736.43,254827.7,1386276.88,7624290.5,38902428,NA,6809.05
,20,21,98,131.09079,9.946,0.854071,,C13-label-1,L-Leucine,L-Leucine,C6H13NO2,0.095829,0.698392,130.087296,421714.59,249620.8,298255.62,197744.17,415991.88,347860.16,418699.72,520824.09,422529.25,310887,224016.25,501458.75,328943.09,455866.84,333908.16,152651.33,422006.88,304316.62,811460.94,426877.28,401060.34,359505.53,295090.25,254325.31,255693.2,405979.97,349003.44,675084.38,281944.5,308670.66,400040.75,227563.58,279807.22,467466.34,361314.34,387972.97,383445.78,373583.53,294417,544534.44,500111.78,423833,768140.31,427849.78,431741.88,518585.41,652689.5,686143.38,286848.34,219973.67,276467.12,244105.45,283978,346675.72,461376.5,158212.48,387394.91,178153.88,311494.94,550829.25,353481.5,338245.22,181120.08,242390,500155.72,389108.84,393420.09,454194.97,296428.47,422034.16,374535.38,522931.66,341586.88,399328.09,319166.78,609728.75,386535.88,705080,400040.28,402177.97,426860.84,296548.59,308779.62,827081.69,365222.12,604007.5,427245.41,519559.38,348922.78,361312.91,316394.25,329019.12,3286.76,14759.79,91263.41,500974.47,2568089.25,NA,392.61
,22,22,92,130.087296,10.476,0.783748,[M-H]-,C12 PARENT,L-Isoleucine,L-Isoleucine,C6H13NO2,0.065932,0.469186,130.087296,3537852.75,2578157,2733448.75,2273573.25,3329153.25,2940209,3862544.25,4613690,3651950.75,3100635.75,2171589.75,3911878.75,2750388.75,4618254.5,2976103,1740585.5,3870076,2837368.25,7358079.5,3601311.25,3708766.25,2872917,2447767.25,2173158,2235112.25,2846022.75,3094416.75,6063106,2154109.75,2779384.25,3511224,2371633,2532409.25,5201769.5,3182851.25,3850673.25,3951943.25,3829867.75,3063833.25,7385662,5389641.5,4374934,7689138.5,4953211.5,5150161.5,5913290.5,7244460.5,6972636,3626297.75,3171757.25,3281051,2802957.25,3165628,3322023.75,5475478.5,1769937.5,3250259,1883517.62,3500092,6346202.5,4207585.5,3643014.75,1909070.62,2717551,4744380.5,4021348,3698608,4460816,2604097,4588302,3894510.75,5570383.5,4067680.75,4402776,3289540.75,6194090.5,3840805,7102624.5,4381556.5,4047463.25,4706605,3320011,3645147.25,10865336,4378199.5,6549514,5159372,6093319.5,4316368.5,4785115.5,3983006.25,3882516.25,15870.06,0,0,0,0,NA,2510.41
,22,23,93,131.090805,10.469,0.792954,,C13-label-1,L-Isoleucine,L-Isoleucine,C6H13NO2,0.059401,0.814791,130.087296,222664.56,169376.56,185114.05,146434.77,214467.23,196007.36,248201.86,304734.09,236519.7,197385.55,140788.61,263373.34,177313.92,308448.16,193255.92,108981.79,245716.69,188452.2,484865.12,242282.02,242518.17,183549.19,160882.42,142121.03,144239.8,186310.56,203180.14,399305.72,138205.95,182669.38,234725.19,149700.83,158362.06,335487.16,212612.89,259428.5,258030.27,256895.17,194483.3,490643.16,344654.19,288885.34,498963.34,328647.78,333357.62,383366.25,482410.78,461911.25,237737.94,212882.33,214880.08,185771.95,209828.56,220963.92,361307.5,112499.09,213813.92,119982.25,224542.3,421685.66,278454.72,244718.7,117502.48,182203.52,321822.12,260608.56,242820.75,295929.78,176729.7,299930.16,253220.81,369977.5,268216.25,280215.66,217699.81,394783.03,246026.12,473222.78,273093.66,268529.59,316076.16,216622.73,246247.33,725340.75,288267,429868,343870.38,395797.66,286279.78,313214.72,261263.25,254792.98,1325.13,2700.08,18384.73,107119.66,406296.97,NA,185.87
,24,24,97,89.024391,8.005,0.804973,[M-H]-,C12 PARENT,L-Lactic acid,L-Lactic acid,C3H6O3,0.805358,0.3428,89.024391,134003016,61706444,59940740,54391072,121507992,80615384,90051520,70163344,67631256,97660168,35959808,65364800,96604320,27955318,101557352,60160116,36323612,72278056,96475608,58225216,52591436,64568624,41518032,38684680,68673664,46688000,44096748,76786712,61710768,109172264,120227544,89473880,74934584,66138080,108375048,127313056,39570704,87927768,72122824,103538024,137000752,80017944,102874808,70654232,120129224,104563080,117142008,65695408,57875140,46149728,49159404,43916928,69017952,51660348,55820956,7521994.5,91911488,33919172,65663444,124477592,81844672,59388700,50303364,124006592,132917272,120256352,109353016,121366432,71690808,100427256,37546576,84249992,110026048,98703552,154640416,80813856,104660136,177223024,132593096,140973760,95519256,93513856,20726186,159163312,115257864,84618232,122641368,186262160,27812360,143464464,192585280,170340752,348767.84,1777331.62,8743280,40772672,181188944,627338560,60825.14
,24,25,99,90.027725,8.01,0.846183,,C13-label-1,L-Lactic acid,L-Lactic acid,C3H6O3,0.810062,0.508469,89.024391,4678391.5,2106420.75,2028265,1856406.62,4110427.75,2790430.75,3126540.75,2358747,2354539.25,3298024.75,1179205.38,2194025.25,3271309.25,1508462.5,3533480.25,2034866.38,1305492.25,2456618.25,3294602.75,1984562.38,1762518.12,2169125.25,1408629.38,1312869.12,2355732.75,1560224,1507633.62,2645722.75,2088722.12,3759413,4224669.5,3125528.75,2507496,2043102.62,3660658.25,4401804.5,1319627.12,2989138.25,2437008.75,3498973.25,4734859,2778460,3489507.25,2373146.75,4077981.25,3569829.25,3939246.25,2260660,5103908,3550525,4241315,3535317.25,4595548.5,3808027.25,3557207.75,1287629.12,3232398,1166637,2400546,4370494.5,2933428.75,2027472.5,1725503.12,4498956.5,4741507.5,4111396.75,3936992.75,4114812,2591657,3634705,1349647.88,3005562.75,4039503.75,3532690,5608004.5,2800812.25,3801573,6300756,4707601,4815222,3221236,3131406,1954716.5,5661981.5,3978456.75,2893609,4200413.5,6372704.5,1665613,4968827.5,6678210.5,5888286,10733.75,55578.09,296682.34,1387603.5,6336696,21698286,2381.52
,26,26,96,145.098389,18.41,0.857616,[M-H]-,C12 PARENT,L-Lysine,L-Lysine,C6H14N2O2,0.119596,0.946456,145.098389,715850.69,602579.38,707485.56,540799.5,828003.75,787388.44,535766.81,1059354,597369.19,889265,128718.15,1405564.12,357976.75,579007.44,733813.19,462821.16,565875.88,511965.28,806571,372254.34,488853.66,284449.88,461176.53,321192.91,134836.52,208835.11,244011.89,659165.06,533859.69,525021.69,593127.31,531846.25,611631.44,1365539.62,463890.5,713852.44,539792.94,900664.44,488088.84,711315.94,596053.31,1048066,1158976,656454.31,646651.69,1300768.5,1342859.38,736337.44,684110,271066.69,451588.66,445214.66,636783.31,465314.12,437163.22,256147.95,295835.16,301550.78,320353.25,1037239.69,794763.06,585028.56,377000.09,293620.12,1152696.38,944638,685890.94,687216.25,171902.8,826472.94,449430.5,713534,366584.41,617802.5,430428,781998.56,591236.81,774350.81,904363.19,803659.06,682803.81,314792.59,648576.06,864078.19,444846.91,953548.69,449389,553142.56,304481.91,422144.78,696027.06,650762.56,6835.06,4307.84,21134.11,262885.88,2148068.75,11018744,0
,26,27,93,146.094467,18.486,0.852072,,N15-label-1,L-Lysine,L-Lysine,C6H14N2O2,0.196325,5.639981,145.098389,2382.9,5645.51,1617.82,2059.47,6361.93,2966.88,3237.12,6719.68,3200.12,5368.12,1263.13,6485.79,587.23,4835.19,1516.86,1685.52,3516.28,3504.17,2325.05,1585.45,2165.38,1044.17,1265.89,1464.61,336.89,735.44,1680.36,4651.12,2407.6,2846.47,1934.98,2901.36,3958.16,7801.09,1596.13,4497.48,2848.16,7099.62,1766.56,4806.2,2644.29,6961.44,6964.42,5023.23,2592.79,8091.68,7542.71,4061.77,4228.9,894.83,1285.29,1423.16,1904.39,1554.05,2687.3,1177.48,1470.84,1193.37,1010.86,6420.46,2510.66,5767.33,2992.51,800.98,6222.64,2556.25,3279.16,1522.4,1393.4,1912.12,1579.44,4097.29,1570.35,1757.43,2637.05,5420.27,2495.98,3599.53,7325.1,5414.34,3266.29,2695.05,3978.08,6211.27,2903.19,4288.77,1652.68,5281.13,3518.21,1875.54,4429.92,5342.28,1007.92,484.7,217.92,1477.19,10025.72,66290.94,173.85
,28,28,98,148.0439,10.732,0.857251,[M-H]-,C12 PARENT,L-Methionine,L-Methionine,C5H11NO2S,0.067848,0.824556,148.0439,1085140.38,699772.31,731872.19,710072.81,1333837.38,917990.81,819519.81,1593909.62,803170.44,772819.31,454096.28,1153454.5,948776.25,1318381,956400.19,481790.59,916406.56,885219.94,2223203.5,901360.69,938758.69,697627.69,665387.81,555034.5,596355.94,868923,890138.06,1363105.12,665837.06,1160759.5,1308619.25,758380.69,1004726.81,1717355.38,1301725,1316559.5,1058923.75,1228192.12,908945.56,1108387.88,936591.56,800546.19,1097361.88,894981.25,851545.06,1277923.38,1250429.5,1401096.5,833233.56,740295.06,525495.69,638958.81,817195.44,665852.31,743833.81,536694.44,840774.19,501723.47,703974.19,1346078.5,796755.75,886545.81,554941.06,547931.31,1176231.88,1465795,1037048.94,970880,521213,1260401.62,665887.69,1158593,1010754.56,1201213.62,861133.81,2102406.25,951546.94,1441475.88,800400.81,1353324.88,1302592.88,1308098.88,1095191.12,2366518.75,1220513.88,1498364.88,1090979.62,1435993.38,939657.31,1052637.38,895445.31,1098996,2156.72,7887.48,45504.17,303849.16,1630179.88,7737942.5,0
,29,29,99,164.071762,9.515,0.850803,[M-H]-,C12 PARENT,L-Phenylalanine,L-Phenylalanine,C9H11NO2,0.064587,0.372003,164.071762,3666185.25,3109908,3380496,2224545.5,4779360.5,2738199.5,3825520.25,9219172,5017774.5,4118683,3496650,4368544.5,4178188.25,6269924,3633539.25,2806792.25,3391539,3781510,9358684,5062794,4697246,3994542.75,3575558.75,2989611.25,3302593.25,4731614.5,4068475.25,5617149.5,3866466,3540925.75,3842948.75,2766684.75,3231077.25,4660755,6267185.5,3989852.25,3998567.75,3996727.25,3455482,4433945.5,4625902,3937280,5968302.5,3683846.75,4502943,4841184.5,5230600,4499225.5,2717681.25,3076274.75,2533880,2718029,2689315.25,2596324.75,3462375.75,3123376,3626148.25,1755533.62,3419286,4776861.5,3728544,3441095.25,2009817.12,2934115.75,5460811,3916416,3613247.75,4650795.5,2125986,3611380.75,4251884.5,4481695.5,3125055,3570578.25,3888208.75,6233706.5,3330468,7978176,3534264,3434644.75,3223733.75,3285996.25,3120288.25,10354535,3311280,4110806.75,3521320.25,3804815.75,2717367,3357415.25,2830241.25,2787913.75,20783.01,91903.15,456334.62,2482141.25,12803864,72118216,2888.95
,29,30,95,165.076538,9.527,0.829569,,C13-label-1,L-Phenylalanine,L-Phenylalanine,C9H11NO2,0.076858,8.96624,164.071762,353231.16,299894.12,327701.03,221661,456728.91,261186.45,370270.28,936655.19,481433.41,392571.25,348368.66,415723.59,401688.25,608598,354737.88,271820.22,325674.12,363133.47,910127.31,477285.84,455557.34,397474.91,342564.22,281711.62,317672.75,472873.34,406964.66,562383.31,371671.5,349441.09,370788.34,254738.94,315449,463374,606802.94,395466,392181.91,382911.78,316050.28,437554.75,450797.78,387098.41,623147.94,354969.03,434846.34,477194.88,512600.09,441923.22,271004.28,300639.38,249170.83,267343.5,256959.23,258747.88,335478.88,310593.91,365749.38,171459.45,335811.53,474795.5,371432.91,332942.28,189666.5,280386.91,535029.94,380645.09,354689.25,453481.97,211956.55,350543,409798.25,452277.03,308517.66,346095.34,375617.03,617279.56,328335.91,776668.5,352155.38,338856.91,317952.12,304220.38,313042.53,1015960,327947.25,399951.91,340860.59,375958.75,263927.16,331577.28,268133.72,266443.78,2344.66,35406.7,50804.13,243417,1259405.62,7165932,25644.57
,29,31,94,166.079285,9.554,0.840247,,C13-label-2,L-Phenylalanine,L-Phenylalanine,C9H11NO2,0.104446,5.23699,164.071762,13483.44,11839.06,13703.82,9269.23,18196.25,9605.21,17169.75,37668.91,27532,15455.38,11865.49,17089.88,14898.7,25728.11,15201.41,11690.75,12355.76,14086.74,38753.38,20606.41,20588.17,14315.85,11575.11,10186.88,10999.35,17264.05,12635.25,25411.15,14570.33,13173.83,15709.3,9748.74,14783.67,18707.94,24361.26,14767.49,17104.59,15555.1,13346.5,16373.1,17518,16606.41,25307.32,16253.93,17929.55,18169.46,21175.28,18286.8,9458.01,13674.44,9572.49,10381.5,10095.25,10238.63,13982.14,12359.35,13223.61,7191.54,12070,17793.28,14703.55,13585.58,7254.61,10875.8,22019.65,12050.51,12842.01,19009.29,8551.83,13966.17,16265.56,19152.96,12320.29,14907.82,15726.28,26875.3,13155.36,31200.31,13175.62,13401.73,13540.13,13840.91,12768.24,40619.44,13483.79,16866.76,13593.02,14337.46,10544.57,12269.07,11714.37,10978.24,197.47,2036.84,3155.69,10169.51,52483.69,299819.59,1298.26
,32,32,97,114.055969,12.662,0.839358,[M-H]-,C12 PARENT,L-Proline,L-Proline,C5H9NO2,0.088076,0.735808,114.055969,2574055.5,1196968.38,1305609.12,1026586.5,3323109.75,2250900.25,2404289,3767562,2221181.75,1573710.62,811032.5,2371685.5,1881713.12,2929151,1849051.5,1166518.38,2156717.25,1845293,4816389.5,2167719,2415727.25,1430654.38,1367318.5,1207844.62,1286509.5,2042919.88,1819756,3404306,1573641.62,2044674.62,2182177.75,1477668,1636321.38,2750250,2376709.25,1684789.62,1557144.12,1987602.88,1363415.5,4333049.5,3224676,1943799.12,4049931.75,2424865.75,2417070.75,5370954,4469466,5136152.5,2263231.75,1696642,1349019.88,1662156.38,2427004.75,2855981.75,3015635.25,1300106.88,2472937.75,787658.81,1387700.38,5696769.5,2335882.75,2382363,976381,2009372.38,4610075.5,3380617.25,2750226.25,2441388,1995696.5,3351445.25,1416480.38,3464195.75,2558441.75,2959390.25,2249678,5624952,2515011,4037799.75,2450991.25,3014436,3771637.75,2410821.75,2619275.25,7785249.5,3402145,4671210,2285598.75,3281779.25,2372452,3290008,1990423.88,2334753.75,25247.79,74645.04,374554,2250881.25,12721929,47857056,2908.75
,32,33,97,115.059464,12.664,0.854594,,C13-label-1,L-Proline,L-Proline,C5H9NO2,0.086287,0.530466,114.055969,151657.3,64332.56,68667.71,50830.39,187951.42,122022.77,133863.64,199742.31,108020.48,77048.91,41891.84,141845.27,92645.55,147040.62,87629.62,60479.57,124215.73,98361.59,263758.41,117372.23,133842.48,71476.15,74053.04,57678.7,62663.78,107677.45,98610.09,180863.94,83699.33,90708.16,124483.66,79203.14,84491.57,147813.11,130103.71,98155.28,84828.4,112470.48,76340.16,233230.14,170714.83,107266.02,215335.27,126753.38,132675.94,293175.75,245752.12,285224,140965.44,102339.45,87476.1,103083.25,138252.73,179748.83,169596.64,69921.79,129673.13,44151.78,74944.51,294600.38,135092.38,135847.33,54255.94,94167.62,258409.08,185069.23,143992.05,131551.78,108667.4,178170.95,82204.76,182859.12,133395.2,163421.14,128876.97,323522.16,138430.19,223518.75,134730.48,166528.89,177477.33,132087.08,150808.86,446488.41,185911.88,257520.83,127134.84,177078.42,131253.17,178810.42,115847.12,124100.87,1251.1,3369.34,20578.73,127869.34,697239,2587516,187.26
