label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,1M1_pos,1M2_pos,1M4_pos,1M5_pos,1M6_pos,1M7_pos,1M9_pos,1M10_pos,1M11_pos,1M_CD_DDA_pos,1M_ID_DDA_pos,2M16_pos,2M17_pos,2M20_pos,2M22_pos,2M23_pos,2M26_pos,2M31_pos,2M33_pos,2M_CD_DDA_pos,2M_ID_DDA_pos,4M1_pos,4M2_pos,4M3_pos,4M4_pos,4M5_pos,4M_CD_DDA_pos
,1,2,27,124.100052,12.306,0.852619,,C13N15-label-5-1,valine,C00183,C5H11NO2,11.306036,0.122956,0.000000,571158.44,624354.94,626637.94,596454.50,684501.31,635837.06,623092.25,631880.75,648112.81,560703.06,563724.56,639903.19,653669.12,640800.81,611633.75,676672.19,701084.56,644393.38,639550.12,584163.56,658078.75,573820.19,589241.50,662176.44,637484.44,611141.62,587487.69
,1,2,27,124.100052,12.306,0.852619,,C13N15-label-5-1,valine,C00183,C5H11NO2,11.306036,0.122956,0.000000,571158.44,624354.94,626637.94,596454.50,684501.31,635837.06,623092.25,631880.75,648112.81,560703.06,563724.56,639903.19,653669.12,640800.81,611633.75,676672.19,701084.56,644393.38,639550.12,584163.56,658078.75,573820.19,589241.50,662176.44,637484.44,611141.62,587487.69
