label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,1M_01_neg_rerun,1M_02_neg,1M_04_neg,1M_05_neg,1M_06_neg,1M_07_neg,1M_09_neg,1M_10_neg,1M_11_neg,1M_CD_DDA_neg,1M_ID_DDA_neg,2M_16_neg,2M_17_neg,2M_20_neg,2M_22_neg,2M_23_neg,2M_26_neg,2M_31_neg,2M_33_neg_20250211112917,2M_CD_DDA_neg,2M_ID_DDA_neg,4M_01_neg_20250210165354,4M_02_neg_rerun,4M_03_neg,4M_04_neg,4M_05_neg,4M_DDA_neg
,5,6,27,122.085503,12.052,0.836456,,C13N15-label-5-1,valine,C00183,C5H11NO2,11.052196,0.062492,0.000000,965402.56,943563.25,964485.75,1026038.06,1019250.69,1042316.94,1057435.75,1056262.50,995176.56,941463.50,1008921.81,1067709.25,909217.31,899924.81,889033.69,897185.19,920739.94,970734.06,742124.44,963984.44,992314.31,1023268.44,924057.75,1018036.44,1027835.25,1023617.31,946800.69
,5,6,27,122.085503,12.052,0.836456,,C13N15-label-5-1,valine,C00183,C5H11NO2,11.052196,0.062492,0.000000,965402.56,943563.25,964485.75,1026038.06,1019250.69,1042316.94,1057435.75,1056262.50,995176.56,941463.50,1008921.81,1067709.25,909217.31,899924.81,889033.69,897185.19,920739.94,970734.06,742124.44,963984.44,992314.31,1023268.44,924057.75,1018036.44,1027835.25,1023617.31,946800.69
