Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p	delabel
TS_Spleen_erythrocyte	Adult	Lymphatic system	TS_Spleen	erythrocyte	Erythrocyte	CL:0000232	Spleen	UBERON:0002106	0.010020053073363	0.418749104544822	0.191143911439114	0.282162698917473	0.549500399245869	NA
Lake_2017_VisualCortex_Ex3c	Adult	Nervous system	Lake_2017_VisualCortex	Ex3c	Excitatory neuron	CL:0008030	Visual cortex	UBERON:0000411	0.0615128393552755	0.275556755158637	0.292250922509225	0.283399498511387	0.547600922592193	NA
TS_Lung_bronchial smooth muscle cell	Adult	Respiratory system	TS_Lung	bronchial smooth muscle cell	Smooth muscle cell	CL:0000192	Lung	UBERON:0002048	0.0212085925548371	0.372390684358265	0.216605166051661	0.283726953018117	0.547099405864249	NA
TS_Prostate_macrophage	Adult	Reproductive system	TS_Prostate	macrophage	Macrophage	CL:0000235	Prostate gland	UBERON:0002367	0.00418195417898979	0.494668222505755	0.163468634686347	0.284232700680199	0.546325958400151	NA
AdultLiver_Neutrophil	Adult	Digestive system	AdultLiver	Neutrophil	Neutrophil	CL:0000775	Liver	UBERON:0002107	0.0924084399168289	0.247601722026601	0.326937269372694	0.284452695770489	0.545989946049136	NA
TS_Thymus_capillary endothelial cell	Adult	Lymphatic system	TS_Thymus	capillary endothelial cell	Capillary endothelial cell	CL:0002144	Thymus	UBERON:0002370	0.00418362064655547	0.492197969209846	0.164944649446494	0.285043604967029	0.545088698068675	NA
FetalEyes_Fetal mesenchymal progenitor	Fetal	Sensory system	FetalEyes	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Eye	UBERON:0000970	0.0925191660369098	0.249948462657715	0.328413284132841	0.287300987325451	0.541662881528907	NA
TS_Eye_fibroblast	Adult	Sensory system	TS_Eye	fibroblast	Fibroblast	CL:0000057	Eye	UBERON:0000970	0.00419559635089881	0.482893348461923	0.170479704797048	0.28789344116182	0.540768229181231	NA
TS_Heart_smooth muscle cell	Adult	Cardiovascular system	TS_Heart	smooth muscle cell	Smooth muscle cell	CL:0000192	Heart	UBERON:0000948	0.085844282042427	0.271192641002531	0.309963099630996	0.29221071307897	0.534303865931523	NA
TS_Tongue_endothelial cell of lymphatic vessel	Adult	Digestive system	TS_Tongue	endothelial cell of lymphatic vessel	Endothelial cell	CL:0000115	Tongue	UBERON:0001723	0.00419532531149882	0.497714868237376	0.169372693726937	0.292803667075635	0.533423488471774	NA
Fetal_HCA_Adrenal_Erythroblasts	Fetal	Endocrine system	Fetal_HCA_Adrenal	Erythroblasts	Erythroblast	CL:0000765	Adrenal gland	UBERON:0002369	0.0757339914568157	0.275556755158637	0.307011070110701	0.293544324289262	0.532326312335148	NA
TS_Prostate_myeloid cell	Adult	Reproductive system	TS_Prostate	myeloid cell	Myeloid cell	CL:0000763	Prostate gland	UBERON:0002367	0.00418195417898979	0.51813562881689	0.163468634686347	0.293791123974333	0.531961329264614	NA
TS_Thymus_innate lymphoid cell	Adult	Lymphatic system	TS_Thymus	innate lymphoid cell	Innate lymphoid cell	CL:0001065	Thymus	UBERON:0002370	0.0100125777342918	0.453167967134486	0.187453874538745	0.294405865605345	0.53105354156736	NA
TS_Spleen_type i nk t cell	Adult	Lymphatic system	TS_Spleen	type i nk t cell	Natural killer cell	CL:0000623	Spleen	UBERON:0002106	0.00418777234787804	0.510889552482224	0.167158671586716	0.295518006204775	0.529416051983643	NA
TS_Skin_melanocyte	Adult	Integumentary system	TS_Skin	melanocyte	Melanocyte	CL:0000148	Skin of body	UBERON:0002097	0.089330413766649	0.264646469768372	0.322878228782288	0.295638465073998	0.529239061202131	NA
VentoTormo_2018_decidua_proliferating decidual natural killer cell (dNK p)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	proliferating decidual natural killer cell (dNK p)	Natural killer cell	CL:0000623	Decidua	UBERON:0002450	0.0234717432395333	0.36666793088941	0.233579335793358	0.29612397769246	0.52852642557957	NA
TS_Mammary_vein endothelial cell	Adult	Endocrine system	TS_Mammary	vein endothelial cell	Endothelial cell	CL:0000115	Mammary gland	UBERON:0001911	0.004179712211193	0.538556389396403	0.160516605166052	0.298089195902817	0.525653764473307	NA
AdultHeart_Smooth muscle cell	Adult	Cardiovascular system	AdultHeart	Smooth muscle cell	Smooth muscle cell	CL:0000192	Heart	UBERON:0000948	0.117659082219824	0.250977734864343	0.345756457564576	0.298896306733364	0.524479451221107	NA
Fetal_HCA_Eye_Amacrine cells	Fetal	Sensory system	Fetal_HCA_Eye	Amacrine cells	Neuron	CL:0000540	Eye	UBERON:0000970	0.103888670880122	0.260611722718388	0.334317343173432	0.299750770618118	0.523239691716133	NA
TS_Lung_plasma cell	Adult	Respiratory system	TS_Lung	plasma cell	Plasma cell	CL:0000786	Lung	UBERON:0002048	0.0859447553655445	0.280456090862189	0.31070110701107	0.299777612144127	0.52320080406052	NA
TS_Bone_Marrow_erythrocyte	Adult	Lymphatic system	TS_Bone_Marrow	erythrocyte	Erythrocyte	CL:0000232	Bone marrow	UBERON:0002371	0.0223476859439732	0.392111539837271	0.222878228782288	0.300399768425281	0.52230040646035	NA
TS_Spleen_intermediate monocyte	Adult	Lymphatic system	TS_Spleen	intermediate monocyte	Monocyte	CL:0000576	Spleen	UBERON:0002106	0.010020053073363	0.457737935731917	0.191143911439114	0.300645135733263	0.521945818398532	NA
AdultHeart_Stromal cell	Adult	Cardiovascular system	AdultHeart	Stromal cell	Stromal cell	CL:0000499	Heart	UBERON:0000948	0.117659082219824	0.253200962830661	0.345756457564576	0.300771920165785	0.521762711585344	NA
TS_Spleen_cd1c-positive myeloid dendritic cell	Adult	Lymphatic system	TS_Spleen	cd1c-positive myeloid dendritic cell	Dendritic cell	CL:0000451	Spleen	UBERON:0002106	0.00418777234787804	0.524805312715844	0.167158671586716	0.301209876516448	0.52113079194587	NA
TS_Uterus_ciliated epithelial cell	Adult	Reproductive system	TS_Uterus	ciliated epithelial cell	Ciliated cell	CL:0000064	Uterus	UBERON:0000995	0.0211657170713571	0.411091319327505	0.214760147601476	0.302571538990232	0.519171925753708	NA
TS_Large_Intestine_cd8-positive, alpha-beta t cell	Adult	Digestive system	TS_Large_Intestine	cd8-positive, alpha-beta t cell	T cell	CL:0000084	Large intestine	UBERON:0000059	0.00417995805318701	0.546790567049433	0.161623616236162	0.302785659839742	0.518864697203488	NA
TS_Large_Intestine_large intestine goblet cell	Adult	Digestive system	TS_Large_Intestine	large intestine goblet cell	Goblet cell	CL:0000160	Large intestine	UBERON:0000059	0.0100043259560027	0.475894297456848	0.185977859778598	0.303104686797061	0.518407348243514	NA
Lake_2017_VisualCortex_In8	Adult	Nervous system	Lake_2017_VisualCortex	In8	Inhibitory neuron	CL:0008029	Visual cortex	UBERON:0000411	0.0615128393552755	0.304170522502915	0.292250922509225	0.304045373445942	0.517061600711053	NA
VentoTormo_2018_decidua_glandular epithelial cell (Epi2)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	glandular epithelial cell (Epi2)	Epithelial cell	CL:0000066	Decidua	UBERON:0002450	0.0234717432395333	0.380995400005681	0.233579335793358	0.304283808080023	0.516721157233004	NA
